id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,characters/4/show_char_id,characters/4/set_char_position,characters/4/set_char_anim,characters/5/show_char_id,characters/5/set_char_position,characters/5/set_char_anim,play_sound,set_camera_shake,characters/1/hide_char_id,characters/2/hide_char_id,characters/3/hide_char_id,characters/4/hide_char_id,characters/5/hide_char_id,fade
d_nikke_hongryeon_blackshadow_04_95,d_nikke_hongryeon_blackshadow_04,Speech,dorothy,dorothy,Locale_NikkeEpisode:d_nikke_hongryeon_blackshadow_04_95,True,,5,sad,,3,idle,,4,4,1.0,,,,,,,,,,,,,,,,,,,,,
d_nikke_hongryeon_blackshadow_04_96,d_nikke_hongryeon_blackshadow_04,Speech,dorothy,dorothy,Locale_NikkeEpisode:d_nikke_hongryeon_blackshadow_04_96,True,,5,sad,,3,idle,,4,4,1.0,,,,,,,,,,,,,,,,,,,,,
d_nikke_hongryeon_blackshadow_04_97,d_nikke_hongryeon_blackshadow_04,Speech,hongryeon_o,hongryeon_o,Locale_NikkeEpisode:d_nikke_hongryeon_blackshadow_04_97,True,,5,idle,,3,idle,,4,4,1.0,,,,,,,,,,,,,,,,,,,,,
d_nikke_hongryeon_blackshadow_04_98,d_nikke_hongryeon_blackshadow_04,Speech,dorothy,dorothy,Locale_NikkeEpisode:d_nikke_hongryeon_blackshadow_04_98,True,,5,idle,,3,think,,4,4,1.0,,,,,,,,,,,,,,,,,,,,,
d_nikke_hongryeon_blackshadow_04_99,d_nikke_hongryeon_blackshadow_04,Speech,hongryeon_o,hongryeon_o,Locale_NikkeEpisode:d_nikke_hongryeon_blackshadow_04_99,True,,5,idle,,3,think,,4,4,1.0,,,,,,,,,,,,,,,,,,,,,
d_nikke_hongryeon_blackshadow_04_100,d_nikke_hongryeon_blackshadow_04,Speech,dorothy,dorothy,Locale_NikkeEpisode:d_nikke_hongryeon_blackshadow_04_100,True,,5,idle,,3,angry,,4,4,1.0,,,,,,,,,,,,,,,,,,,,,
d_nikke_hongryeon_blackshadow_04_101,d_nikke_hongryeon_blackshadow_04,Speech,hongryeon_o,hongryeon_o,Locale_NikkeEpisode:d_nikke_hongryeon_blackshadow_04_101,True,,5,idle,,3,angry,,4,4,1.0,,,,,,,,,,,,,,,,,,,,,
d_nikke_hongryeon_blackshadow_04_102,d_nikke_hongryeon_blackshadow_04,Speech,dorothy,dorothy,Locale_NikkeEpisode:d_nikke_hongryeon_blackshadow_04_102,True,,5,idle,,3,think,,4,4,1.0,,,,,,,,,,,,,,,,,,,,,
d_nikke_hongryeon_blackshadow_04_103,d_nikke_hongryeon_blackshadow_04,Speech,hongryeon_o,hongryeon_o,Locale_NikkeEpisode:d_nikke_hongryeon_blackshadow_04_103,True,,5,idle,,3,think,,50,50,1.0,,,,,,,,,,,,,,,,,,,,,
d_nikke_hongryeon_blackshadow_04_104,d_nikke_hongryeon_blackshadow_04,Speech,dorothy,dorothy,Locale_NikkeEpisode:d_nikke_hongryeon_blackshadow_04_104,True,,5,idle,,3,think,,30,30,1.0,,,,,,,,,,,,,,,,,,,,,
