id,group_id,speech_window,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,highlight,speaker,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,play_sound,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,characters/0/hide_char_id,characters/1/hide_char_id,characters/2/hide_char_id,characters/3/hide_char_id,fade
d_nikke_signal_03_134,d_nikke_signal_03,Speech,Locale_NikkeEpisode:d_nikke_signal_03_134,False,,XS_100,XS_100,1.0,,signal,signal,,1,shy,,,3,idle,,5,void,,7,worry,,,,,
d_nikke_signal_03_135,d_nikke_signal_03,Speech,Locale_NikkeEpisode:d_nikke_signal_03_135,True,,S_30,S_30,1.0,,delta,delta,,1,shy,,,3,surprise,,5,void,,7,worry,,,,,
d_nikke_signal_03_136,d_nikke_signal_03,Speech,Locale_NikkeEpisode:d_nikke_signal_03_136,True,,S_30,2,0.5,,signal,signal,,1,sad,,,3,surprise,,5,void,,7,worry,,,,,
d_nikke_signal_03_137,d_nikke_signal_03,Speech,Locale_NikkeEpisode:d_nikke_signal_03_137,True,,2,2,1.0,,signal,signal,,1,sad,,,3,surprise,,5,void,,7,worry,,,,,
d_nikke_signal_03_138,d_nikke_signal_03,Narration,Locale_NikkeEpisode:d_nikke_signal_03_138,True,,2,4,1.0,,,,,1,sad,,,3,surprise,,5,void,,7,worry,signal,,,,
d_nikke_signal_03_139,d_nikke_signal_03,Speech,Locale_NikkeEpisode:d_nikke_signal_03_139,False,,4,4,1.0,,delta,delta,,,,,,3,surprise,,5,void,,7,worry,,,,,
d_nikke_signal_03_140,d_nikke_signal_03,Speech,Locale_NikkeEpisode:d_nikke_signal_03_140,True,,4,50,2.0,,anis,anis,,,,,,3,surprise,,5,void,,7,worry,,,,,
d_nikke_signal_03_141,d_nikke_signal_03,Speech,Locale_NikkeEpisode:d_nikke_signal_03_141,True,,50,S_70,1.0,,neon,neon,,,,,,3,idle,,5,void,,7,worry,,,,,
d_nikke_signal_03_142,d_nikke_signal_03,Speech,Locale_NikkeEpisode:d_nikke_signal_03_142,True,,S_30,S_30,1.0,,delta,delta,,,,,,3,idle,,5,void,,7,worry,,,,,
d_nikke_signal_03_143,d_nikke_signal_03,Speech,Locale_NikkeEpisode:d_nikke_signal_03_143,True,,50,500,0.5,,anis,anis,,,,,,3,idle,,5,angry,,7,worry,,,,,
