id,group_id,speech_window,highlight,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_sound,play_bgm,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,speaker,set_filter_01,characters/0/hide_char_id,set_camera_shake,fade
d_nikke_eunhwa_tactical_05_114,d_nikke_eunhwa_tactical_05,Monologue,eunhwa_t,Locale_NikkeEpisode:d_nikke_eunhwa_tactical_05_114,False,,black,black,1.0,,,,,,,,,,
d_nikke_eunhwa_tactical_05_115,d_nikke_eunhwa_tactical_05,Self,eunhwa_t,Locale_NikkeEpisode:d_nikke_eunhwa_tactical_05_115,False,,150,150,1.0,,,,,,,,,,
d_nikke_eunhwa_tactical_05_116,d_nikke_eunhwa_tactical_05,Monologue,eunhwa_t,Locale_NikkeEpisode:d_nikke_eunhwa_tactical_05_116,False,,150,150,1.0,,,,,,,,,,
d_nikke_eunhwa_tactical_05_117,d_nikke_eunhwa_tactical_05,Monologue,eunhwa_t,Locale_NikkeEpisode:d_nikke_eunhwa_tactical_05_117,False,,150,150,1.0,sfx_scn_firemissiles,,eunhwa_t,1,idle,,,,Low_1,
d_nikke_eunhwa_tactical_05_118,d_nikke_eunhwa_tactical_05,Self,eunhwa_t,Locale_NikkeEpisode:d_nikke_eunhwa_tactical_05_118,False,,150,10,1.0,,,,1,idle,,,,,
d_nikke_eunhwa_tactical_05_119,d_nikke_eunhwa_tactical_05,Speech,eunhwa_t,Locale_NikkeEpisode:d_nikke_eunhwa_tactical_05_119,True,,10,10,1.0,,,,1,idle,eunhwa_t,,,,
d_nikke_eunhwa_tactical_05_120,d_nikke_eunhwa_tactical_05,Speech,eunhwa_t,Locale_NikkeEpisode:d_nikke_eunhwa_tactical_05_120,True,,10,10,1.0,,,,1,idle,eunhwa_t,,,,
d_nikke_eunhwa_tactical_05_121,d_nikke_eunhwa_tactical_05,Speech,eunhwa_t,Locale_NikkeEpisode:d_nikke_eunhwa_tactical_05_121,True,,10,10,1.0,,,,1,idle,eunhwa_t,,,,
d_nikke_eunhwa_tactical_05_122,d_nikke_eunhwa_tactical_05,Speech,eunhwa_t,Locale_NikkeEpisode:d_nikke_eunhwa_tactical_05_122,True,,10,100,1.5,,,,1,smile,eunhwa_t,,,,
d_nikke_eunhwa_tactical_05_123,d_nikke_eunhwa_tactical_05,Speech,eunhwa_t,Locale_NikkeEpisode:d_nikke_eunhwa_tactical_05_123,True,,10,10,1.0,,bgm_story_impression,,1,idle,eunhwa_t,,,,black
d_nikke_eunhwa_tactical_05_124,d_nikke_eunhwa_tactical_05,Speech,eunhwa_t,Locale_NikkeEpisode:d_nikke_eunhwa_tactical_05_124,True,,10,10,1.0,,,,1,idle,eunhwa_t,,,,
d_nikke_eunhwa_tactical_05_125,d_nikke_eunhwa_tactical_05,Self,eunhwa_t,Locale_NikkeEpisode:d_nikke_eunhwa_tactical_05_125,False,,10,10,1.0,,,,1,idle,,,,,
d_nikke_eunhwa_tactical_05_126,d_nikke_eunhwa_tactical_05,Self,eunhwa_t,Locale_NikkeEpisode:d_nikke_eunhwa_tactical_05_126,False,,10,10,1.0,,,,1,idle,,,,,
d_nikke_eunhwa_tactical_05_127,d_nikke_eunhwa_tactical_05,Speech,eunhwa_t,Locale_NikkeEpisode:d_nikke_eunhwa_tactical_05_127,True,,10,10,1.0,,,,1,smile,eunhwa_t,,,,
d_nikke_eunhwa_tactical_05_128,d_nikke_eunhwa_tactical_05,Self,eunhwa_t,Locale_NikkeEpisode:d_nikke_eunhwa_tactical_05_128,False,,10,10,1.0,,,,1,smile,,,,,
d_nikke_eunhwa_tactical_05_129,d_nikke_eunhwa_tactical_05,Self,eunhwa_t,Locale_NikkeEpisode:d_nikke_eunhwa_tactical_05_129,False,,10,10,1.0,,,,1,smile,,,,,
d_nikke_eunhwa_tactical_05_130,d_nikke_eunhwa_tactical_05,Speech,eunhwa_t,Locale_NikkeEpisode:d_nikke_eunhwa_tactical_05_130,True,,10,10,1.0,,,,1,idle,eunhwa_t,,,,
d_nikke_eunhwa_tactical_05_131,d_nikke_eunhwa_tactical_05,Speech,eunhwa_t,Locale_NikkeEpisode:d_nikke_eunhwa_tactical_05_131,True,,10,10,1.0,,,,1,idle,eunhwa_t,,,,
d_nikke_eunhwa_tactical_05_132,d_nikke_eunhwa_tactical_05,Speech,eunhwa_t,Locale_NikkeEpisode:d_nikke_eunhwa_tactical_05_132,True,,10,10,1.0,,,,1,idle,eunhwa_t,,,,
d_nikke_eunhwa_tactical_05_133,d_nikke_eunhwa_tactical_05,Speech,eunhwa_t,Locale_NikkeEpisode:d_nikke_eunhwa_tactical_05_133,True,,10,10,1.0,,,,1,idle,eunhwa_t,,,,
d_nikke_eunhwa_tactical_05_134,d_nikke_eunhwa_tactical_05,Speech,eunhwa_t,Locale_NikkeEpisode:d_nikke_eunhwa_tactical_05_134,True,,10,10,1.0,,,,1,idle,eunhwa_t,,,,
d_nikke_eunhwa_tactical_05_135,d_nikke_eunhwa_tactical_05,Speech,eunhwa_t,Locale_NikkeEpisode:d_nikke_eunhwa_tactical_05_135,True,,10,100,1.0,,,,1,idle,eunhwa_t,,,,
d_nikke_eunhwa_tactical_05_136,d_nikke_eunhwa_tactical_05,Self,eunhwa_t,Locale_NikkeEpisode:d_nikke_eunhwa_tactical_05_136,False,,100,100,1.0,,,,1,idle,,,,,
d_nikke_eunhwa_tactical_05_137,d_nikke_eunhwa_tactical_05,Self,eunhwa_t,Locale_NikkeEpisode:d_nikke_eunhwa_tactical_05_137,False,,100,100,1.0,,,,1,idle,,,,,
d_nikke_eunhwa_tactical_05_138,d_nikke_eunhwa_tactical_05,Speech,eunhwa_t,Locale_NikkeEpisode:d_nikke_eunhwa_tactical_05_138,True,,100,10,1.5,,,,1,idle,eunhwa_t,,,,
d_nikke_eunhwa_tactical_05_139,d_nikke_eunhwa_tactical_05,Speech,eunhwa_t,Locale_NikkeEpisode:d_nikke_eunhwa_tactical_05_139,True,,10,10,1.0,,,,1,idle,eunhwa_t,,,,
d_nikke_eunhwa_tactical_05_140,d_nikke_eunhwa_tactical_05,Speech,eunhwa_t,Locale_NikkeEpisode:d_nikke_eunhwa_tactical_05_140,True,,10,10,1.0,,,,1,idle,eunhwa_t,,,,
d_nikke_eunhwa_tactical_05_141,d_nikke_eunhwa_tactical_05,Speech,eunhwa_t,Locale_NikkeEpisode:d_nikke_eunhwa_tactical_05_141,True,,10,10,1.0,,,,1,angry,eunhwa_t,,,,
d_nikke_eunhwa_tactical_05_142,d_nikke_eunhwa_tactical_05,Speech,eunhwa_t,Locale_NikkeEpisode:d_nikke_eunhwa_tactical_05_142,True,,10,10,1.0,,,,1,angry,eunhwa_t,,,,
d_nikke_eunhwa_tactical_05_143,d_nikke_eunhwa_tactical_05,Self,eunhwa_t,Locale_NikkeEpisode:d_nikke_eunhwa_tactical_05_143,False,,10,10,1.0,,,,1,angry,,,,,
d_nikke_eunhwa_tactical_05_144,d_nikke_eunhwa_tactical_05,Speech,eunhwa_t,Locale_NikkeEpisode:d_nikke_eunhwa_tactical_05_144,True,,10,10,1.0,,,,1,idle,eunhwa_t,,,,
d_nikke_eunhwa_tactical_05_145,d_nikke_eunhwa_tactical_05,Speech,eunhwa_t,Locale_NikkeEpisode:d_nikke_eunhwa_tactical_05_145,True,,10,10,1.0,,,,1,idle,eunhwa_t,,,,
d_nikke_eunhwa_tactical_05_146,d_nikke_eunhwa_tactical_05,Speech,eunhwa_t,Locale_NikkeEpisode:d_nikke_eunhwa_tactical_05_146,True,,10,10,1.0,,,,1,idle,eunhwa_t,,,,
d_nikke_eunhwa_tactical_05_147,d_nikke_eunhwa_tactical_05,Speech,eunhwa_t,Locale_NikkeEpisode:d_nikke_eunhwa_tactical_05_147,True,,10,100,1.0,,,,1,surprise,eunhwa_t,,,,
d_nikke_eunhwa_tactical_05_148,d_nikke_eunhwa_tactical_05,Monologue,eunhwa_t,Locale_NikkeEpisode:d_nikke_eunhwa_tactical_05_148,False,,100,100,1.0,,,,1,surprise,,,,,
d_nikke_eunhwa_tactical_05_149,d_nikke_eunhwa_tactical_05,Speech,eunhwa_t,Locale_NikkeEpisode:d_nikke_eunhwa_tactical_05_149,True,,100,100,1.0,,,,1,idle,eunhwa_t,,,,
d_nikke_eunhwa_tactical_05_150,d_nikke_eunhwa_tactical_05,Speech,eunhwa_t,Locale_NikkeEpisode:d_nikke_eunhwa_tactical_05_150,True,,100,100,1.0,,,,1,idle,eunhwa_t,,,,
d_nikke_eunhwa_tactical_05_151,d_nikke_eunhwa_tactical_05,Self,eunhwa_t,Locale_NikkeEpisode:d_nikke_eunhwa_tactical_05_151,False,,100,100,1.0,,,,1,idle,,,,,
d_nikke_eunhwa_tactical_05_152,d_nikke_eunhwa_tactical_05,Speech,eunhwa_t,Locale_NikkeEpisode:d_nikke_eunhwa_tactical_05_152,True,,100,10,1.2,,,,1,idle,eunhwa_t,,,,
d_nikke_eunhwa_tactical_05_153,d_nikke_eunhwa_tactical_05,Speech,eunhwa_t,Locale_NikkeEpisode:d_nikke_eunhwa_tactical_05_153,True,,10,10,1.0,,,,1,idle,eunhwa_t,,,,
d_nikke_eunhwa_tactical_05_154,d_nikke_eunhwa_tactical_05,Speech,eunhwa_t,Locale_NikkeEpisode:d_nikke_eunhwa_tactical_05_154,True,,10,10,1.0,,,,1,idle,eunhwa_t,,,,
d_nikke_eunhwa_tactical_05_155,d_nikke_eunhwa_tactical_05,Self,eunhwa_t,Locale_NikkeEpisode:d_nikke_eunhwa_tactical_05_155,False,,10,10,1.0,,,,1,idle,,,,,
d_nikke_eunhwa_tactical_05_156,d_nikke_eunhwa_tactical_05,Speech,eunhwa_t,Locale_NikkeEpisode:d_nikke_eunhwa_tactical_05_156,True,,10,10,1.0,,,,1,idle,eunhwa_t,,,,
d_nikke_eunhwa_tactical_05_157,d_nikke_eunhwa_tactical_05,Speech,eunhwa_t,Locale_NikkeEpisode:d_nikke_eunhwa_tactical_05_157,True,,10,10,1.0,,,,1,idle,eunhwa_t,,,,
d_nikke_eunhwa_tactical_05_158,d_nikke_eunhwa_tactical_05,Self,eunhwa_t,Locale_NikkeEpisode:d_nikke_eunhwa_tactical_05_158,False,,10,10,1.0,,,,1,idle,,,,,
d_nikke_eunhwa_tactical_05_159,d_nikke_eunhwa_tactical_05,Speech,eunhwa_t,Locale_NikkeEpisode:d_nikke_eunhwa_tactical_05_159,True,,10,10,1.0,,,,1,idle,eunhwa_t,,,,
d_nikke_eunhwa_tactical_05_160,d_nikke_eunhwa_tactical_05,Speech,eunhwa_t,Locale_NikkeEpisode:d_nikke_eunhwa_tactical_05_160,True,,10,10,1.0,,,,1,idle,eunhwa_t,,,,
d_nikke_eunhwa_tactical_05_161,d_nikke_eunhwa_tactical_05,Speech,eunhwa_t,Locale_NikkeEpisode:d_nikke_eunhwa_tactical_05_161,True,,10,10,1.0,,,,1,smile,eunhwa_t,,,,
d_nikke_eunhwa_tactical_05_162,d_nikke_eunhwa_tactical_05,Self,eunhwa_t,Locale_NikkeEpisode:d_nikke_eunhwa_tactical_05_162,False,,10,10,1.0,,,,1,smile,,,,,
d_nikke_eunhwa_tactical_05_163,d_nikke_eunhwa_tactical_05,Speech,eunhwa_t,Locale_NikkeEpisode:d_nikke_eunhwa_tactical_05_163,True,,10,100,1.0,,,,1,smile,eunhwa_t,,,,
d_nikke_eunhwa_tactical_05_164,d_nikke_eunhwa_tactical_05,Speech,eunhwa_t,Locale_NikkeEpisode:d_nikke_eunhwa_tactical_05_164,True,,100,100,1.0,,,,1,smile,eunhwa_t,,,,
