id,group_id,speech_window,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,highlight,speaker,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/0/hide_char_id,play_sound,set_camera_shake,set_filter_01,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/1/hide_char_id,fade,set_filter_02
d_nikke_sakura_05_142,d_nikke_sakura_05,Speech,Locale_NikkeEpisode:d_nikke_sakura_05_142,True,,10,10,1.0,,sakura,sakura,,1,delight,,,,,,,,,,
d_nikke_sakura_05_143,d_nikke_sakura_05,Speech,Locale_NikkeEpisode:d_nikke_sakura_05_143,True,,10,10,1.0,,sakura,sakura,,1,delight,,,,,,,,,,
d_nikke_sakura_05_144,d_nikke_sakura_05,Speech,Locale_NikkeEpisode:d_nikke_sakura_05_144,True,,10,10,1.0,,sakura,sakura,,1,delight,,,,,,,,,,
d_nikke_sakura_05_145,d_nikke_sakura_05,Self,Locale_NikkeEpisode:d_nikke_sakura_05_145,False,,10,10,1.0,,sakura,,,1,delight,,,,,,,,,,
d_nikke_sakura_05_146,d_nikke_sakura_05,Speech,Locale_NikkeEpisode:d_nikke_sakura_05_146,True,,10,10,1.0,,sakura,sakura,,1,delight,,,,,,,,,,
d_nikke_sakura_05_147,d_nikke_sakura_05,Speech,Locale_NikkeEpisode:d_nikke_sakura_05_147,True,,10,10,1.0,,sakura,sakura,,1,delight,,,,,,,,,,
d_nikke_sakura_05_148,d_nikke_sakura_05,Narration,Locale_NikkeEpisode:d_nikke_sakura_05_148,False,,10,L_100,1.5,,sakura,,,1,delight,sakura,,,,,,,,,
d_nikke_sakura_05_149,d_nikke_sakura_05,Monologue,Locale_NikkeEpisode:d_nikke_sakura_05_149,False,,L_100,L_100,1.0,,sakura,,,,,,,,,,,,,,
d_nikke_sakura_05_150,d_nikke_sakura_05,Monologue,Locale_NikkeEpisode:d_nikke_sakura_05_150,False,,L_100,L_100,1.0,,sakura,,,,,,,,,,,,,,
d_nikke_sakura_05_151,d_nikke_sakura_05,Speech,Locale_NikkeEpisode:d_nikke_sakura_05_151,True,,L_100,10,1.5,,sakura,sakura,sakura,1,delight,,,,,,,,,,
d_nikke_sakura_05_152,d_nikke_sakura_05,Speech,Locale_NikkeEpisode:d_nikke_sakura_05_152,True,,10,10,1.0,,sakura,sakura,,1,delight,,,,,,,,,,
d_nikke_sakura_05_153,d_nikke_sakura_05,Speech,Locale_NikkeEpisode:d_nikke_sakura_05_153,True,,10,10,1.0,,sakura,sakura,,1,delight,,,,,,,,,,
d_nikke_sakura_05_154,d_nikke_sakura_05,Speech,Locale_NikkeEpisode:d_nikke_sakura_05_154,True,,10,10,1.0,,sakura,sakura,,1,delight,,,,,,,,,,
d_nikke_sakura_05_155,d_nikke_sakura_05,Speech,Locale_NikkeEpisode:d_nikke_sakura_05_155,True,,10,10,1.0,,sakura,sakura,,1,delight,,,,,,,,,,
