id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,characters/2/hide_char_id,characters/0/hide_char_id,characters/1/hide_char_id,characters/4/show_char_id,characters/4/set_char_position,characters/4/set_char_anim,fade,jump_target,characters/4/hide_char_id,characters/5/show_char_id,characters/5/set_char_position,characters/5/set_char_anim,play_sound,set_camera_shake,characters/5/hide_char_id,characters/6/show_char_id,characters/6/set_char_position,characters/6/set_char_anim,characters/7/show_char_id,characters/7/set_char_position,characters/7/set_char_anim,characters/8/show_char_id,characters/8/set_char_position,characters/8/set_char_anim
d_nikke_neon_02_113,d_nikke_neon_02,Speech,neon,neon,Locale_NikkeEpisode:d_nikke_neon_02_113,False,,,,,,,,,,,1,no,,2,2,1.0,,,,,,,,,,,,3,no,,,,,,,,,,,,
d_nikke_neon_02_114,d_nikke_neon_02,Speech,neon,neon,Locale_NikkeEpisode:d_nikke_neon_02_114,True,,,,,,,,,,,1,idle,,2,S_10,1.0,,,,,,,,,,,,3,no,,,,,,,,,,,,
d_nikke_neon_02_115,d_nikke_neon_02,Speech,neon,neon,Locale_NikkeEpisode:d_nikke_neon_02_115,True,,,,,,,,,,,1,idle,,S_10,S_10,1.0,,,,,,,,,,,,3,no,,,,,,,,,,,,
d_nikke_neon_02_116,d_nikke_neon_02,Speech,drake,drake,Locale_NikkeEpisode:d_nikke_neon_02_116,True,,,,,,,,,,,1,idle,,S_10,300,1.0,,,,,,,,,,,,3,angry,,,,,,,,,,,,
d_nikke_neon_02_117,d_nikke_neon_02,Speech,neon,neon,Locale_NikkeEpisode:d_nikke_neon_02_117,True,,,,,,,,,,,1,no,,S_100,S_100,1.0,,,,,,,,,,,,3,angry,,,,,,,,,,,,
d_nikke_neon_02_118,d_nikke_neon_02,Speech,drake,drake,Locale_NikkeEpisode:d_nikke_neon_02_118,True,,,,,,,,,,,1,no,,300,3,1.0,,,,,,,,,,,,3,no,,,,,,,,,,,,
d_nikke_neon_02_119,d_nikke_neon_02,Speech,anis,anis,Locale_NikkeEpisode:d_nikke_neon_02_119,True,,,,,,,,,,,1,worry,NikkeRoom,2,2,1.0,bgm_story_girlstalk,,,,,,,black,,,,3,no,,,drake,anis,3,void,rapi,13,idle,,,
d_nikke_neon_02_120,d_nikke_neon_02,Speech,neon,neon,Locale_NikkeEpisode:d_nikke_neon_02_120,True,,,,,,,,,,,1,worry,,2,2,1.0,,,,,,,,,,,,,,,,,,3,void,,13,idle,,,
d_nikke_neon_02_121,d_nikke_neon_02,Speech,anis,anis,Locale_NikkeEpisode:d_nikke_neon_02_121,True,,,,,,,,,,,1,worry,,2,2,1.0,,,,,,,,,,,,,,,,,,3,idle,,13,idle,,,
d_nikke_neon_02_122,d_nikke_neon_02,Speech,rapi,rapi,Locale_NikkeEpisode:d_nikke_neon_02_122,True,,,,,,,,,,,1,worry,,2,12,1.0,,,,,,,,,,,,,,,,,,3,idle,,13,idle,,,
d_nikke_neon_02_123,d_nikke_neon_02,Speech,neon,neon,Locale_NikkeEpisode:d_nikke_neon_02_123,True,,,,,,,,,,,1,worry,,12,12,1.0,,,,,,,,,,,,,,,,,,3,idle,,13,idle,,,
d_nikke_neon_02_124,d_nikke_neon_02,Speech,rapi,rapi,Locale_NikkeEpisode:d_nikke_neon_02_124,False,,,,,,,,,,,1,worry,,12,12,1.0,,,,,,,,,,,,,,,,,,3,idle,,13,idle,,,
d_nikke_neon_02_125,d_nikke_neon_02,Narration,rapi,,Locale_NikkeEpisode:d_nikke_neon_02_125,False,,,,,,,,,,,1,worry,,12,5,1.0,,,,,,,,,,,,,,sfx_scn_autodooropen,,,,3,idle,,13,idle,,,
d_nikke_neon_02_126,d_nikke_neon_02,Narration,maxwell,,Locale_NikkeEpisode:d_nikke_neon_02_126,False,,,,,,,,,,,1,worry,,5,5,1.0,,,,,,,,,,,,,,,,,,3,idle,,13,idle,maxwell,5,idle
d_nikke_neon_02_127,d_nikke_neon_02,Speech,maxwell,maxwell,Locale_NikkeEpisode:d_nikke_neon_02_127,True,,,,,,,,,,,1,worry,,5,5,1.0,,,,,,,,,,,,,,,,,,3,idle,,13,idle,,5,idle
d_nikke_neon_02_128,d_nikke_neon_02,Self,maxwell,,Locale_NikkeEpisode:d_nikke_neon_02_128,False,,,,,,,,,,,1,worry,,5,5,1.0,,,,,,,,,,,,,,,,,,3,idle,,13,idle,,5,idle
d_nikke_neon_02_129,d_nikke_neon_02,Speech,maxwell,maxwell,Locale_NikkeEpisode:d_nikke_neon_02_129,True,,,,,,,,,,,1,worry,,5,4,1.0,,,,,,,,,,,,,,,,,,3,idle,,13,idle,,5,idle
d_nikke_neon_02_130,d_nikke_neon_02,Speech,anis,anis,Locale_NikkeEpisode:d_nikke_neon_02_130,True,,,,,,,,,,,1,worry,,4,4,1.0,,,,,,,,,,,,,,,,,,3,idle,,13,idle,,5,idle
d_nikke_neon_02_131,d_nikke_neon_02,Speech,maxwell,maxwell,Locale_NikkeEpisode:d_nikke_neon_02_131,True,,,,,,,,,,,1,worry,,4,50,1.0,,,,,,,,,,,,,,,,,,3,idle,,13,idle,,5,idle
d_nikke_neon_02_132,d_nikke_neon_02,Speech,maxwell,maxwell,Locale_NikkeEpisode:d_nikke_neon_02_132,True,,,,,,,,,,,1,worry,,50,50,1.0,,,,,,,,,,,,,,,,,,3,idle,,13,idle,,5,idle
d_nikke_neon_02_133,d_nikke_neon_02,Speech,neon,neon,Locale_NikkeEpisode:d_nikke_neon_02_133,True,,,,,,,,,,,1,idle,,S_10,S_10,1.0,,,,,,,,,,,,,,,,,,3,idle,,13,idle,,5,idle
d_nikke_neon_02_134,d_nikke_neon_02,Speech,anis,anis,Locale_NikkeEpisode:d_nikke_neon_02_134,True,,,,,,,,,,,1,idle,,30,30,1.0,,,,,,,,,,,,,,,,,,3,no,,13,idle,,5,idle
