id,group_id,speech_window,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,highlight,speaker,characters/0/hide_char_id,set_filter_01,set_filter_02,fade,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/1/hide_char_id
d_nikke_Mary_BayGoddess_05_122,d_nikke_Mary_BayGoddess_05,Speech,Locale_NikkeEpisode:d_nikke_Mary_BayGoddess_05_122,True,,1,idle,,12,12,1.0,,neon_s,neon_s,,,,,,13,idle,
d_nikke_Mary_BayGoddess_05_123,d_nikke_Mary_BayGoddess_05,Speech,Locale_NikkeEpisode:d_nikke_Mary_BayGoddess_05_123,True,,1,idle,,12,12,1.0,,neon_s,neon_s,,,,,,13,idle,
d_nikke_Mary_BayGoddess_05_124,d_nikke_Mary_BayGoddess_05,Speech,Locale_NikkeEpisode:d_nikke_Mary_BayGoddess_05_124,True,,1,idle,,12,XS_130,1.0,,neon_s,neon_s,,,,,,13,surprise,
d_nikke_Mary_BayGoddess_05_125,d_nikke_Mary_BayGoddess_05,Speech,Locale_NikkeEpisode:d_nikke_Mary_BayGoddess_05_125,True,,1,idle,,XS_130,XS_130,1.0,,neon_s,neon_s,,,,,,13,surprise,
d_nikke_Mary_BayGoddess_05_126,d_nikke_Mary_BayGoddess_05,Self,Locale_NikkeEpisode:d_nikke_Mary_BayGoddess_05_126,False,,1,idle,,XS_130,XS_130,1.0,,neon_s,,,,,,,13,surprise,
d_nikke_Mary_BayGoddess_05_127,d_nikke_Mary_BayGoddess_05,Speech,Locale_NikkeEpisode:d_nikke_Mary_BayGoddess_05_127,True,,1,idle,,XS_130,XS_130,1.0,,neon_s,neon_s,,,,,,13,surprise,
d_nikke_Mary_BayGoddess_05_128,d_nikke_Mary_BayGoddess_05,Self,Locale_NikkeEpisode:d_nikke_Mary_BayGoddess_05_128,False,,1,idle,,XS_130,XS_130,1.0,,neon_s,,,,,,,13,surprise,
d_nikke_Mary_BayGoddess_05_129,d_nikke_Mary_BayGoddess_05,Speech,Locale_NikkeEpisode:d_nikke_Mary_BayGoddess_05_129,True,,1,idle,,XS_130,XS_130,1.0,,neon_s,neon_s,,,,,,13,idle,
d_nikke_Mary_BayGoddess_05_130,d_nikke_Mary_BayGoddess_05,Speech,Locale_NikkeEpisode:d_nikke_Mary_BayGoddess_05_130,True,,1,sad,,10,10,1.0,,mary_s,mary_s,,,,,,13,idle,
d_nikke_Mary_BayGoddess_05_131,d_nikke_Mary_BayGoddess_05,Speech,Locale_NikkeEpisode:d_nikke_Mary_BayGoddess_05_131,True,,1,sad,,XS_130,XS_130,1.0,,neon_s,neon_s,,,,,,13,shy,
d_nikke_Mary_BayGoddess_05_132,d_nikke_Mary_BayGoddess_05,Speech,Locale_NikkeEpisode:d_nikke_Mary_BayGoddess_05_132,True,,1,idle,,10,10,1.0,,mary_s,mary_s,,,,,,13,shy,
d_nikke_Mary_BayGoddess_05_133,d_nikke_Mary_BayGoddess_05,Speech,Locale_NikkeEpisode:d_nikke_Mary_BayGoddess_05_133,True,,1,idle,,XS_130,XS_130,1.0,,neon_s,neon_s,,,,,,13,idle,
d_nikke_Mary_BayGoddess_05_134,d_nikke_Mary_BayGoddess_05,Speech,Locale_NikkeEpisode:d_nikke_Mary_BayGoddess_05_134,True,,1,idle,,XS_130,XS_130,1.0,,neon_s,neon_s,,,,,,13,idle,
d_nikke_Mary_BayGoddess_05_135,d_nikke_Mary_BayGoddess_05,Monologue,Locale_NikkeEpisode:d_nikke_Mary_BayGoddess_05_135,False,,1,idle,,XS_130,13,2.0,,,,,,,,,13,idle,neon_s
d_nikke_Mary_BayGoddess_05_136,d_nikke_Mary_BayGoddess_05,Monologue,Locale_NikkeEpisode:d_nikke_Mary_BayGoddess_05_136,False,,1,idle,,13,1,2.0,,,,,,,,,,,
d_nikke_Mary_BayGoddess_05_137,d_nikke_Mary_BayGoddess_05,Monologue,Locale_NikkeEpisode:d_nikke_Mary_BayGoddess_05_137,False,,1,shy,,1,10,1.0,,,,,,,,,,,
d_nikke_Mary_BayGoddess_05_138,d_nikke_Mary_BayGoddess_05,Monologue,Locale_NikkeEpisode:d_nikke_Mary_BayGoddess_05_138,False,,1,shy,,10,10,1.0,,,,,,,,,,,
d_nikke_Mary_BayGoddess_05_139,d_nikke_Mary_BayGoddess_05,Monologue,Locale_NikkeEpisode:d_nikke_Mary_BayGoddess_05_139,False,,1,shy,,black,black,1.0,,,,,,,,,,,
