id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_sound,play_bgm,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,characters/2/hide_char_id,characters/1/hide_char_id,characters/3/hide_char_id,fade
d_nikke_quiry_04_129,d_nikke_quiry_04,Monologue,Monologue,Monologue,Locale_NikkeEpisode:d_nikke_quiry_04_129,False,,5,7,1.0,,,,7,idle,,3,good,,,,,13,idle,,,,
d_nikke_quiry_04_130,d_nikke_quiry_04,Monologue,Monologue,Monologue,Locale_NikkeEpisode:d_nikke_quiry_04_130,False,,7,7,1.0,,,,7,idle,,3,good,,,,,13,idle,,,,
d_nikke_quiry_04_131,d_nikke_quiry_04,Speech,milk,milk,Locale_NikkeEpisode:d_nikke_quiry_04_131,True,,S_30,S_30,1.0,,,,7,idle,,3,good,,,,,13,idle,,,,
d_nikke_quiry_04_132,d_nikke_quiry_04,Speech,milk,milk,Locale_NikkeEpisode:d_nikke_quiry_04_132,True,,S_30,S_300,0.5,,,,7,idle,,3,surprise,,,,,13,idle,,,,
d_nikke_quiry_04_133,d_nikke_quiry_04,Speech,quiry,quiry,Locale_NikkeEpisode:d_nikke_quiry_04_133,True,,S_70,S_70,1.0,,,,7,idle,,3,surprise,,,,,13,idle,,,,
d_nikke_quiry_04_134,d_nikke_quiry_04,Monologue,Monologue,Monologue,Locale_NikkeEpisode:d_nikke_quiry_04_134,False,,black,black,1.0,,,,7,idle,,3,surprise,,,,,13,idle,,,,
d_nikke_quiry_04_135,d_nikke_quiry_04,Narration,Narration,Narration,Locale_NikkeEpisode:d_nikke_quiry_04_135,False,,black,black,1.0,sfx_scn_heavytrip,,,7,idle,,3,surprise,,,,,13,idle,,,,
d_nikke_quiry_04_136,d_nikke_quiry_04,Speech,frima,frima,Locale_NikkeEpisode:d_nikke_quiry_04_136,True,,130,1300,0.5,,,,7,surprise,,3,surprise,,,,,13,surprise,,,,
d_nikke_quiry_04_137,d_nikke_quiry_04,Speech,milk,milk,Locale_NikkeEpisode:d_nikke_quiry_04_137,True,,S_30,S_30,1.0,,,,7,surprise,,3,surprise,,,,,13,surprise,,,,
d_nikke_quiry_04_138,d_nikke_quiry_04,Speech,milk,milk,Locale_NikkeEpisode:d_nikke_quiry_04_138,True,,S_30,S_300,0.5,,,,7,surprise,,3,surprise,,,,,13,surprise,,,,
d_nikke_quiry_04_139,d_nikke_quiry_04,Speech,quiry,quiry,Locale_NikkeEpisode:d_nikke_quiry_04_139,True,,S_70,S_70,1.0,,,,7,surprise,,3,surprise,,,,,13,surprise,,,,
d_nikke_quiry_04_140,d_nikke_quiry_04,Speech,quiry,quiry,Locale_NikkeEpisode:d_nikke_quiry_04_140,True,,S_70,S_70,1.0,,,,7,surprise,,3,surprise,,,,,13,surprise,,,,
d_nikke_quiry_04_141,d_nikke_quiry_04,Speech,quiry,quiry,Locale_NikkeEpisode:d_nikke_quiry_04_141,True,,S_70,S_700,1.0,,,,7,surprise,,3,surprise,,,,,13,surprise,,,,
d_nikke_quiry_04_142,d_nikke_quiry_04,Monologue,Monologue,Monologue,Locale_NikkeEpisode:d_nikke_quiry_04_142,False,none,black,black,1.0,,none,,7,surprise,,3,surprise,,,,,13,surprise,,milk,frima,
d_nikke_quiry_04_143,d_nikke_quiry_04,Monologue,Monologue,Monologue,Locale_NikkeEpisode:d_nikke_quiry_04_143,False,,black,black,1.0,,,,7,surprise,,,,,,,,,,,,,
d_nikke_quiry_04_144,d_nikke_quiry_04,Speech,quiry,quiry,Locale_NikkeEpisode:d_nikke_quiry_04_144,False,OutpostOut,5,5,1.0,,,,5,sad,,,,,,,,,,,,,black
d_nikke_quiry_04_145,d_nikke_quiry_04,Self,Self,Self,Locale_NikkeEpisode:d_nikke_quiry_04_145,False,,5,5,1.0,,,,5,sad,,,,,,,,,,,,,
d_nikke_quiry_04_146,d_nikke_quiry_04,Monologue,Monologue,Monologue,Locale_NikkeEpisode:d_nikke_quiry_04_146,False,,5,5,1.0,,,,5,sad,,,,,,,,,,,,,
d_nikke_quiry_04_147,d_nikke_quiry_04,Self,Self,Self,Locale_NikkeEpisode:d_nikke_quiry_04_147,False,,5,5,1.0,,,,5,sad,,,,,,,,,,,,,
d_nikke_quiry_04_148,d_nikke_quiry_04,Speech,quiry,quiry,Locale_NikkeEpisode:d_nikke_quiry_04_148,True,,5,5,1.0,,,,5,idle,,,,,,,,,,,,,
d_nikke_quiry_04_149,d_nikke_quiry_04,Speech,quiry,quiry,Locale_NikkeEpisode:d_nikke_quiry_04_149,False,,5,5,1.0,,,,5,idle,,,,,,,,,,,,,
d_nikke_quiry_04_150,d_nikke_quiry_04,Monologue,Monologue,Monologue,Locale_NikkeEpisode:d_nikke_quiry_04_150,False,,5,5,1.0,,,,5,idle,,,,,,,,,,,,,
