id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,set_filter_01,characters/2/hide_char_id,set_camera_shake,fade,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/1/hide_char_id,characters/0/hide_char_id,play_sound
d_nikke_naga_04_144,d_nikke_naga_04,Speech,firstfriend,firstfriend,Locale_NikkeEpisode:d_nikke_naga_04_144,True,,1,surprise,,10,10,1.0,,,13,idle,,,,,,3,idle,,,
d_nikke_naga_04_145,d_nikke_naga_04,Speech,secondfriend,secondfriend,Locale_NikkeEpisode:d_nikke_naga_04_145,True,,1,surprise,,10,10,1.0,,,13,idle,,,,,,3,idle,,,
d_nikke_naga_04_146,d_nikke_naga_04,Speech,naga,naga,Locale_NikkeEpisode:d_nikke_naga_04_146,True,,1,angry,,10,12,0.6,,,13,idle,,,,,,3,idle,,,
d_nikke_naga_04_147,d_nikke_naga_04,Speech,naga,naga,Locale_NikkeEpisode:d_nikke_naga_04_147,True,,1,angry,,12,12,1.0,,,13,idle,,,,,,3,idle,,,
d_nikke_naga_04_148,d_nikke_naga_04,Speech,naga,naga,Locale_NikkeEpisode:d_nikke_naga_04_148,True,,1,angry,,12,12,1.0,,,13,idle,,,,,,3,idle,,,
d_nikke_naga_04_149,d_nikke_naga_04,Speech,marciana,marciana,Locale_NikkeEpisode:d_nikke_naga_04_149,True,,1,angry,,12,12,1.0,,,13,idle,,,,,,3,idle,,,
d_nikke_naga_04_150,d_nikke_naga_04,Speech,marciana,marciana,Locale_NikkeEpisode:d_nikke_naga_04_150,True,,1,angry,,12,12,1.0,,,13,idle,,,,,,3,idle,,,
d_nikke_naga_04_151,d_nikke_naga_04,Speech,naga,naga,Locale_NikkeEpisode:d_nikke_naga_04_151,True,,1,angry,,12,12,1.0,,,13,idle,,,,,,3,idle,,,
d_nikke_naga_04_152,d_nikke_naga_04,Speech,marciana,marciana,Locale_NikkeEpisode:d_nikke_naga_04_152,True,,1,angry,,12,130,1.0,,,13,think,,,,,,3,idle,,,
d_nikke_naga_04_153,d_nikke_naga_04,Speech,marciana,marciana,Locale_NikkeEpisode:d_nikke_naga_04_153,True,,1,angry,,130,130,1.0,,,13,think,,,,,,3,idle,,,
d_nikke_naga_04_154,d_nikke_naga_04,Speech,marciana,marciana,Locale_NikkeEpisode:d_nikke_naga_04_154,True,,1,angry,,130,130,1.0,,,13,think,,,,,,3,idle,,,
d_nikke_naga_04_155,d_nikke_naga_04,Speech,naga,naga,Locale_NikkeEpisode:d_nikke_naga_04_155,False,,1,surprise,,10,10,1.0,,,13,think,,,,,,3,idle,,,
d_nikke_naga_04_156,d_nikke_naga_04,Monologue,,,Locale_NikkeEpisode:d_nikke_naga_04_156,False,,1,surprise,,black,black,1.0,,,13,think,,,,,,3,idle,,,
d_nikke_naga_04_157,d_nikke_naga_04,Monologue,,,Locale_NikkeEpisode:d_nikke_naga_04_157,False,,1,surprise,,black,black,1.0,,,13,think,,,,,,3,idle,,,
