id,group_id,speech_window,speaker,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,play_sound,highlight,jump_target,fade,set_camera_shake,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim
d_nikke_cinderella_05_138,d_nikke_cinderella_05,Speech,grave_p,Locale_NikkeEpisode:d_nikke_cinderella_05_138,True,,L_10,L_10,1.0,,,grave_p,,,,,3,smile,,1,idle
d_nikke_cinderella_05_139,d_nikke_cinderella_05,Speech,grave_p,Locale_NikkeEpisode:d_nikke_cinderella_05_139,True,,L_10,L_10,1.0,,,grave_p,,,,,3,smile,,1,idle
d_nikke_cinderella_05_140,d_nikke_cinderella_05,Speech,grave_p,Locale_NikkeEpisode:d_nikke_cinderella_05_140,True,,L_10,L_10,1.0,,,grave_p,,,,,3,idle,,1,idle
d_nikke_cinderella_05_141,d_nikke_cinderella_05,Speech,grave_p,Locale_NikkeEpisode:d_nikke_cinderella_05_141,True,,L_10,L_10,1.0,,,grave_p,,,,,3,idle,,1,idle
d_nikke_cinderella_05_142,d_nikke_cinderella_05,Self,Self,Locale_NikkeEpisode:d_nikke_cinderella_05_142,False,,L_10,L_10,1.0,,,grave_p,,,,,3,idle,,1,idle
d_nikke_cinderella_05_143,d_nikke_cinderella_05,Speech,cinderella,Locale_NikkeEpisode:d_nikke_cinderella_05_143,True,,S_30,S_30,1.0,,,cinderella,,,,,3,smile,,1,idle
d_nikke_cinderella_05_144,d_nikke_cinderella_05,Self,Self,Locale_NikkeEpisode:d_nikke_cinderella_05_144,False,,S_30,S_30,1.0,,,cinderella,,,,,3,smile,,1,idle
d_nikke_cinderella_05_145,d_nikke_cinderella_05,Speech,cinderella,Locale_NikkeEpisode:d_nikke_cinderella_05_145,True,,S_30,S_30,1.0,,,cinderella,,,,,3,smile,,1,idle
d_nikke_cinderella_05_146,d_nikke_cinderella_05,Narration,Narration,Locale_NikkeEpisode:d_nikke_cinderella_05_146,False,,S_30,S_30,1.0,,sfx_scn_putdown,cinderella,,,,,3,smile,,1,idle
d_nikke_cinderella_05_147,d_nikke_cinderella_05,Monologue,Monologue,Locale_NikkeEpisode:d_nikke_cinderella_05_147,False,,S_30,S_30,1.0,,,cinderella,,,,,3,smile,,1,idle
d_nikke_cinderella_05_148,d_nikke_cinderella_05,Speech,cinderella,Locale_NikkeEpisode:d_nikke_cinderella_05_148,False,,S_30,S_30,1.0,,,cinderella,,,,,3,smile,,1,idle
d_nikke_cinderella_05_149,d_nikke_cinderella_05,Self,Self,Locale_NikkeEpisode:d_nikke_cinderella_05_149,False,,S_30,S_30,1.0,,,cinderella,,,,,3,smile,,1,idle
d_nikke_cinderella_05_150,d_nikke_cinderella_05,Monologue,Monologue,Locale_NikkeEpisode:d_nikke_cinderella_05_150,False,,S_30,S_30,1.0,,,cinderella,,,,,3,smile,,1,idle
d_nikke_cinderella_05_151,d_nikke_cinderella_05,Speech,cinderella,Locale_NikkeEpisode:d_nikke_cinderella_05_151,True,,S_30,S_30,1.0,,,cinderella,,,,,3,idle,,1,idle
d_nikke_cinderella_05_152,d_nikke_cinderella_05,Choice,,Locale_NikkeEpisode:d_nikke_cinderella_05_152,False,,S_30,S_30,1.0,,,cinderella,d_nikke_cinderella_05_154,,,,3,idle,,1,idle
d_nikke_cinderella_05_153,d_nikke_cinderella_05,Choice,,Locale_NikkeEpisode:d_nikke_cinderella_05_153,False,,S_30,S_30,1.0,,,cinderella,d_nikke_cinderella_05_154,,,,3,idle,,1,idle
d_nikke_cinderella_05_154,d_nikke_cinderella_05,Speech,grave_p,Locale_NikkeEpisode:d_nikke_cinderella_05_154,True,,S_30,2,1.0,,,grave_p,,,,,3,idle,,1,idle
d_nikke_cinderella_05_155,d_nikke_cinderella_05,Speech,grave_p,Locale_NikkeEpisode:d_nikke_cinderella_05_155,True,,2,2,1.0,,,grave_p,,,,,3,idle,,1,idle
d_nikke_cinderella_05_156,d_nikke_cinderella_05,Speech,cinderella,Locale_NikkeEpisode:d_nikke_cinderella_05_156,False,,2,2,1.0,,,cinderella,,,,,3,surprise,,1,idle
d_nikke_cinderella_05_157,d_nikke_cinderella_05,Speech,cinderella,Locale_NikkeEpisode:d_nikke_cinderella_05_157,True,,2,S_30,1.0,,,cinderella,,,,,3,delight,,1,idle
d_nikke_cinderella_05_158,d_nikke_cinderella_05,Speech,cinderella,Locale_NikkeEpisode:d_nikke_cinderella_05_158,True,,S_30,S_30,1.0,,,cinderella,,,,,3,delight,,1,idle
d_nikke_cinderella_05_159,d_nikke_cinderella_05,Speech,cinderella,Locale_NikkeEpisode:d_nikke_cinderella_05_159,True,,S_30,S_30,1.0,,,cinderella,,,,,3,smile,,1,idle
d_nikke_cinderella_05_160,d_nikke_cinderella_05,Speech,cinderella,Locale_NikkeEpisode:d_nikke_cinderella_05_160,True,,S_30,S_30,1.0,,,cinderella,,,,,3,idle,,1,idle
d_nikke_cinderella_05_161,d_nikke_cinderella_05,Speech,cinderella,Locale_NikkeEpisode:d_nikke_cinderella_05_161,True,,S_30,S_30,1.0,,,cinderella,,,,,3,idle,,1,idle
d_nikke_cinderella_05_162,d_nikke_cinderella_05,Speech,cinderella,Locale_NikkeEpisode:d_nikke_cinderella_05_162,True,,S_30,S_30,1.0,,,cinderella,,,,,3,idle,,1,idle
d_nikke_cinderella_05_163,d_nikke_cinderella_05,Self,Self,Locale_NikkeEpisode:d_nikke_cinderella_05_163,False,,S_30,S_30,1.0,,,cinderella,,,,,3,idle,,1,idle
d_nikke_cinderella_05_164,d_nikke_cinderella_05,Speech,grave_p,Locale_NikkeEpisode:d_nikke_cinderella_05_164,True,,L_10,L_10,1.0,,,grave_p,,,,,3,idle,,1,delight
d_nikke_cinderella_05_165,d_nikke_cinderella_05,Monologue,Monologue,Locale_NikkeEpisode:d_nikke_cinderella_05_165,False,,S_30,S_300,1.0,,,cinderella,,,,,3,smile,,1,delight
d_nikke_cinderella_05_166,d_nikke_cinderella_05,Speech,cinderella,Locale_NikkeEpisode:d_nikke_cinderella_05_166,True,,S_300,S_300,1.0,,,cinderella,,,,,3,smile,,1,delight
