id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,play_sound,characters/1/hide_char_id,characters/0/hide_char_id,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,characters/2/hide_char_id,characters/3/hide_char_id,fade,jump_target
d_nikke_rapi_redhood_02_117,d_nikke_rapi_redhood_02,Speech,rapi_red,rapi_red,Locale_NikkeEpisode:d_nikke_rapi_redhood_02_117,True,,4,idle,,,,,4,4,1.0,,,,,,,,,,,,,,
d_nikke_rapi_redhood_02_118,d_nikke_rapi_redhood_02,Speech,rapi_red,rapi_red,Locale_NikkeEpisode:d_nikke_rapi_redhood_02_118,True,,4,idle,,,,,4,4,1.0,,,,,,,,,,,,,,
d_nikke_rapi_redhood_02_119,d_nikke_rapi_redhood_02,Speech,rapi_red,rapi_red,Locale_NikkeEpisode:d_nikke_rapi_redhood_02_119,True,,4,idle,,,,,4,4,1.0,,,,,,,,,,,,,,
d_nikke_rapi_redhood_02_120,d_nikke_rapi_redhood_02,Speech,rapi_red,anis,Locale_NikkeEpisode:d_nikke_rapi_redhood_02_120,False,,4,idle,,,,,4,4,1.0,,,,,anis,2,idle,neon,12,idle,,,,
d_nikke_rapi_redhood_02_121,d_nikke_rapi_redhood_02,Speech,anis,anis,Locale_NikkeEpisode:d_nikke_rapi_redhood_02_121,True,,4,idle,,,,,4,1,1.3,,,,,,2,idle,,12,idle,,,,
d_nikke_rapi_redhood_02_122,d_nikke_rapi_redhood_02,Speech,neon,neon,Locale_NikkeEpisode:d_nikke_rapi_redhood_02_122,True,,4,idle,,,,,1,1,1.0,,,,,,2,idle,,12,idle,,,,
d_nikke_rapi_redhood_02_123,d_nikke_rapi_redhood_02,Speech,neon,neon,Locale_NikkeEpisode:d_nikke_rapi_redhood_02_123,True,,4,idle,,,,,1,1,1.0,,,,,,2,idle,,12,no,,,,
d_nikke_rapi_redhood_02_124,d_nikke_rapi_redhood_02,Speech,neon,neon,Locale_NikkeEpisode:d_nikke_rapi_redhood_02_124,True,,4,idle,,,,,1,S_120,1.0,,,,,,2,idle,,12,no,,,,
d_nikke_rapi_redhood_02_125,d_nikke_rapi_redhood_02,Self,rapi_red,,Locale_NikkeEpisode:d_nikke_rapi_redhood_02_125,False,,4,idle,,,,,S_120,S_120,1.0,,,,,,2,idle,,12,no,,,,
d_nikke_rapi_redhood_02_126,d_nikke_rapi_redhood_02,Speech,rapi_red,rapi_red,Locale_NikkeEpisode:d_nikke_rapi_redhood_02_126,True,,4,idle,,,,,3,3,1.0,,,,,,2,idle,,12,idle,,,,
d_nikke_rapi_redhood_02_127,d_nikke_rapi_redhood_02,Speech,anis,anis,Locale_NikkeEpisode:d_nikke_rapi_redhood_02_127,True,,4,idle,,,,,3,3,1.0,,,,,,2,idle,,12,idle,,,,
d_nikke_rapi_redhood_02_128,d_nikke_rapi_redhood_02,Speech,anis,anis,Locale_NikkeEpisode:d_nikke_rapi_redhood_02_128,True,,4,idle,,,,,3,3,1.0,,,,,,2,idle,,12,idle,,,,
d_nikke_rapi_redhood_02_129,d_nikke_rapi_redhood_02,Speech,rapi_red,rapi_red,Locale_NikkeEpisode:d_nikke_rapi_redhood_02_129,True,,4,idle,,,,,3,3,1.0,,,,,,2,idle,,12,idle,,,,
d_nikke_rapi_redhood_02_130,d_nikke_rapi_redhood_02,Speech,anis,anis,Locale_NikkeEpisode:d_nikke_rapi_redhood_02_130,True,,4,idle,,,,,3,3,1.0,,,,,,2,idle,,12,idle,,,,
d_nikke_rapi_redhood_02_131,d_nikke_rapi_redhood_02,Speech,anis,anis,Locale_NikkeEpisode:d_nikke_rapi_redhood_02_131,True,,4,idle,,,,,3,3,1.0,,,,,,2,idle,,12,idle,,,,
d_nikke_rapi_redhood_02_132,d_nikke_rapi_redhood_02,Speech,neon,neon,Locale_NikkeEpisode:d_nikke_rapi_redhood_02_132,True,,4,idle,,,,,3,1,1.3,,,,,,2,idle,,12,idle,,,,
d_nikke_rapi_redhood_02_133,d_nikke_rapi_redhood_02,Speech,anis,anis,Locale_NikkeEpisode:d_nikke_rapi_redhood_02_133,True,,4,idle,,,,,1,1,1.0,,,,,,2,idle,,12,idle,,,,
d_nikke_rapi_redhood_02_134,d_nikke_rapi_redhood_02,Speech,anis,anis,Locale_NikkeEpisode:d_nikke_rapi_redhood_02_134,True,,4,idle,,,,,1,1,1.0,,,,,,2,delight,,12,idle,,,,
d_nikke_rapi_redhood_02_135,d_nikke_rapi_redhood_02,Speech,neon,neon,Locale_NikkeEpisode:d_nikke_rapi_redhood_02_135,True,,4,idle,,,,,1,S_120,1.3,,,,,,2,delight,,12,delight,,,,
d_nikke_rapi_redhood_02_136,d_nikke_rapi_redhood_02,Speech,rapi_red,rapi_red,Locale_NikkeEpisode:d_nikke_rapi_redhood_02_136,False,,4,idle,,,,,40,40,1.0,,,,,,2,delight,,12,delight,,,,
d_nikke_rapi_redhood_02_137,d_nikke_rapi_redhood_02,Speech,rapi_red,rapi_red,Locale_NikkeEpisode:d_nikke_rapi_redhood_02_137,True,,4,delight,,,,,40,40,1.0,,,,,,2,delight,,12,delight,,,,
d_nikke_rapi_redhood_02_138,d_nikke_rapi_redhood_02,Speech,rapi_red,rapi_red,Locale_NikkeEpisode:d_nikke_rapi_redhood_02_138,True,,4,delight,,,,,40,40,1.0,,,,,,2,delight,,12,idle,,,,
d_nikke_rapi_redhood_02_139,d_nikke_rapi_redhood_02,Self,rapi_red,,Locale_NikkeEpisode:d_nikke_rapi_redhood_02_139,False,,4,delight,,,,,40,40,1.0,,,,,,2,idle,,12,idle,,,,
d_nikke_rapi_redhood_02_140,d_nikke_rapi_redhood_02,Speech,rapi_red,rapi_red,Locale_NikkeEpisode:d_nikke_rapi_redhood_02_140,True,,4,delight,,,,,40,40,1.0,,,,,,2,idle,,12,idle,,,,
d_nikke_rapi_redhood_02_141,d_nikke_rapi_redhood_02,Self,rapi_red,,Locale_NikkeEpisode:d_nikke_rapi_redhood_02_141,False,,4,delight,,,,,40,40,1.0,,,,,,2,idle,,12,idle,,,,
d_nikke_rapi_redhood_02_142,d_nikke_rapi_redhood_02,Speech,rapi_red,rapi_red,Locale_NikkeEpisode:d_nikke_rapi_redhood_02_142,True,,4,delight,,,,,40,40,1.0,,,,,,2,idle,,12,idle,,,,
d_nikke_rapi_redhood_02_143,d_nikke_rapi_redhood_02,Speech,rapi_red,rapi_red,Locale_NikkeEpisode:d_nikke_rapi_redhood_02_143,True,,4,delight,,,,,40,40,1.0,,,,,,2,idle,,12,idle,,,,
d_nikke_rapi_redhood_02_144,d_nikke_rapi_redhood_02,Self,anis,,Locale_NikkeEpisode:d_nikke_rapi_redhood_02_144,False,,4,delight,,,,,40,40,1.0,,,,,,2,idle,,12,idle,,,,
d_nikke_rapi_redhood_02_145,d_nikke_rapi_redhood_02,Speech,anis,anis,Locale_NikkeEpisode:d_nikke_rapi_redhood_02_145,True,,4,delight,,,,,40,20,1.3,,,,,,2,void,,12,idle,,,,
d_nikke_rapi_redhood_02_146,d_nikke_rapi_redhood_02,Speech,anis,anis,Locale_NikkeEpisode:d_nikke_rapi_redhood_02_146,True,,4,delight,,,,,20,20,1.3,,,,,,2,worry,,12,idle,,,,
d_nikke_rapi_redhood_02_147,d_nikke_rapi_redhood_02,Speech,neon,neon,Locale_NikkeEpisode:d_nikke_rapi_redhood_02_147,True,,4,delight,,,,,20,S_120,1.3,,,,,,2,worry,,12,worry,,,,
