id,group_id,speech_window,highlight,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_sound,play_bgm,speaker,characters/1/hide_char_id,fade,characters/0/hide_char_id,characters/2/hide_char_id,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,characters/4/show_char_id,characters/4/set_char_position,characters/4/set_char_anim,characters/5/show_char_id,characters/5/set_char_position,characters/5/set_char_anim,characters/3/hide_char_id,characters/4/hide_char_id,characters/5/hide_char_id
d_nikke_rapunzel_puregrace_05_97,d_nikke_rapunzel_puregrace_05,Speech,liliweiss,Locale_NikkeEpisode:d_nikke_rapunzel_puregrace_05_97,True,,5,angry,,3,sad,,1,idle,,150,150,1.0,,,liliweiss,,,,,,13,think,,15,idle,,17,no,,,
d_nikke_rapunzel_puregrace_05_98,d_nikke_rapunzel_puregrace_05,Speech,liliweiss,Locale_NikkeEpisode:d_nikke_rapunzel_puregrace_05_98,True,,5,angry,,3,sad,,1,idle,,150,150,1.0,,,liliweiss,,,,,,13,think,,15,idle,,17,no,,,
d_nikke_rapunzel_puregrace_05_99,d_nikke_rapunzel_puregrace_05,Speech,commander,Locale_NikkeEpisode:d_nikke_rapunzel_puregrace_05_99,True,,5,angry,,3,sad,,1,idle,,150,16,1.0,,,commander,,,,,,13,think,,15,idle,,17,no,,,
d_nikke_rapunzel_puregrace_05_100,d_nikke_rapunzel_puregrace_05,Speech,liliweiss,Locale_NikkeEpisode:d_nikke_rapunzel_puregrace_05_100,True,,5,idle,,3,sad,,1,idle,,16,16,1.0,,,liliweiss,,,,,,13,think,,15,void,,17,no,,,
d_nikke_rapunzel_puregrace_05_101,d_nikke_rapunzel_puregrace_05,Speech,commander,Locale_NikkeEpisode:d_nikke_rapunzel_puregrace_05_101,True,,5,idle,,3,sad,,1,idle,,16,L_170,1.0,,,commander,,,,,,13,think,,15,void,,17,no,,,
d_nikke_rapunzel_puregrace_05_102,d_nikke_rapunzel_puregrace_05,Speech,commander,Locale_NikkeEpisode:d_nikke_rapunzel_puregrace_05_102,True,,5,idle,,3,sad,,1,idle,,L_170,L_170,1.0,,,commander,,,,,,13,think,,15,void,,17,no,,,
d_nikke_rapunzel_puregrace_05_103,d_nikke_rapunzel_puregrace_05,Speech,commander,Locale_NikkeEpisode:d_nikke_rapunzel_puregrace_05_103,True,,5,idle,,3,sad,,1,idle,,L_170,L_170,1.0,,,commander,,,,,,13,think,,15,void,,17,no,,,
d_nikke_rapunzel_puregrace_05_104,d_nikke_rapunzel_puregrace_05,Speech,commander,Locale_NikkeEpisode:d_nikke_rapunzel_puregrace_05_104,True,,5,idle,,3,sad,,1,idle,,L_170,L_170,1.0,,,commander,,,,,,13,think,,15,void,,17,no,,,
d_nikke_rapunzel_puregrace_05_105,d_nikke_rapunzel_puregrace_05,Speech,commander,Locale_NikkeEpisode:d_nikke_rapunzel_puregrace_05_105,True,,5,idle,,3,sad,,1,idle,,L_170,L_170,1.0,,,commander,,,,,,13,think,,15,void,,17,no,,,
d_nikke_rapunzel_puregrace_05_106,d_nikke_rapunzel_puregrace_05,Speech,commander,Locale_NikkeEpisode:d_nikke_rapunzel_puregrace_05_106,True,,5,idle,,3,sad,,1,idle,,L_170,L_170,1.0,,,commander,,,,,,13,think,,15,void,,17,no,,,
d_nikke_rapunzel_puregrace_05_107,d_nikke_rapunzel_puregrace_05,Speech,liliweiss,Locale_NikkeEpisode:d_nikke_rapunzel_puregrace_05_107,True,,5,idle,,3,sad,,1,idle,,14,14,1.0,,,liliweiss,,,,,,13,think,,15,void,,17,no,,,
d_nikke_rapunzel_puregrace_05_108,d_nikke_rapunzel_puregrace_05,Speech,dorothy,Locale_NikkeEpisode:d_nikke_rapunzel_puregrace_05_108,True,,5,idle,,3,sad,,1,idle,,14,14,1.0,,,dorothy,,,,,,13,think,,15,void,,17,no,,,
d_nikke_rapunzel_puregrace_05_109,d_nikke_rapunzel_puregrace_05,Speech,rapunzel_o,Locale_NikkeEpisode:d_nikke_rapunzel_puregrace_05_109,True,,5,idle,,3,sad,,1,idle,,4,4,1.0,,,rapunzel_o,,,,,,13,think,,15,void,,17,no,,,
d_nikke_rapunzel_puregrace_05_110,d_nikke_rapunzel_puregrace_05,Speech,snowwhite_o,Locale_NikkeEpisode:d_nikke_rapunzel_puregrace_05_110,True,,5,idle,,3,sad,,1,idle,,4,4,1.0,,,snowwhite_o,,,,,,13,think,,15,void,,17,no,,,
d_nikke_rapunzel_puregrace_05_111,d_nikke_rapunzel_puregrace_05,Speech,redhood,Locale_NikkeEpisode:d_nikke_rapunzel_puregrace_05_111,True,,5,idle,,3,sad,,1,idle,,4,2,1.0,,,redhood,,,,,,13,think,,15,void,,17,no,,,
d_nikke_rapunzel_puregrace_05_112,d_nikke_rapunzel_puregrace_05,Speech,snowwhite_o,Locale_NikkeEpisode:d_nikke_rapunzel_puregrace_05_112,True,,5,idle,,3,sad,,1,idle,,2,2,1.0,,,snowwhite_o,,,,,,13,think,,15,void,,17,no,,,
d_nikke_rapunzel_puregrace_05_113,d_nikke_rapunzel_puregrace_05,Speech,commander,Locale_NikkeEpisode:d_nikke_rapunzel_puregrace_05_113,True,,5,idle,,3,sad,,1,idle,,L_170,L_170,1.0,,,commander,,,,,,13,think,,15,void,,17,no,,,
d_nikke_rapunzel_puregrace_05_114,d_nikke_rapunzel_puregrace_05,Speech,redhood,Locale_NikkeEpisode:d_nikke_rapunzel_puregrace_05_114,True,,5,idle,,3,sad,,1,idle,,2,2,1.0,,,redhood,,,,,,13,think,,15,void,,17,no,,,
d_nikke_rapunzel_puregrace_05_115,d_nikke_rapunzel_puregrace_05,Speech,redhood,Locale_NikkeEpisode:d_nikke_rapunzel_puregrace_05_115,True,,5,idle,,3,sad,,1,smile,,2,2,1.0,,,redhood,,,,,,13,think,,15,void,,17,no,,,
d_nikke_rapunzel_puregrace_05_116,d_nikke_rapunzel_puregrace_05,Speech,snowwhite_o,Locale_NikkeEpisode:d_nikke_rapunzel_puregrace_05_116,True,,5,idle,,3,no,,1,smile,,2,2,1.0,,,snowwhite_o,,,,,,13,think,,15,void,,17,no,,,
d_nikke_rapunzel_puregrace_05_117,d_nikke_rapunzel_puregrace_05,Speech,dorothy,Locale_NikkeEpisode:d_nikke_rapunzel_puregrace_05_117,True,,5,idle,,3,no,,1,smile,,2,12,1.0,,,dorothy,,,,,,13,angry,,15,void,,17,no,,,
d_nikke_rapunzel_puregrace_05_118,d_nikke_rapunzel_puregrace_05,Speech,rapunzel_o,Locale_NikkeEpisode:d_nikke_rapunzel_puregrace_05_118,False,,5,no,,3,no,,1,smile,,50,50,1.0,,,rapunzel_o,,,,,,13,angry,,15,void,,17,no,,,
d_nikke_rapunzel_puregrace_05_119,d_nikke_rapunzel_puregrace_05,Narration,rapunzel_o,Locale_NikkeEpisode:d_nikke_rapunzel_puregrace_05_119,False,,5,no,,3,no,,1,smile,Sky2,50,5,1.0,,,,snowwhite_o,,rapunzel_o,redhood,,13,angry,,15,void,,17,no,dorothy,liliweiss,commander
d_nikke_rapunzel_puregrace_05_120,d_nikke_rapunzel_puregrace_05,Narration,rapunzel_o,Locale_NikkeEpisode:d_nikke_rapunzel_puregrace_05_120,False,,,,,,,,,,,5,5,1.0,,,,,,,,,,,,,,,,,,,
d_nikke_rapunzel_puregrace_05_121,d_nikke_rapunzel_puregrace_05,Narration,rapunzel_o,Locale_NikkeEpisode:d_nikke_rapunzel_puregrace_05_121,False,,,,,,,,,,,5,5,1.0,,,,,,,,,,,,,,,,,,,
d_nikke_rapunzel_puregrace_05_122,d_nikke_rapunzel_puregrace_05,Narration,rapunzel_o,Locale_NikkeEpisode:d_nikke_rapunzel_puregrace_05_122,False,,,,,,,,,,,5,5,1.0,,,,,,,,,,,,,,,,,,,
d_nikke_rapunzel_puregrace_05_123,d_nikke_rapunzel_puregrace_05,Narration,rapunzel_o,Locale_NikkeEpisode:d_nikke_rapunzel_puregrace_05_123,False,,,,,,,,,,,5,5,1.0,,,,,,,,,,,,,,,,,,,
d_nikke_rapunzel_puregrace_05_124,d_nikke_rapunzel_puregrace_05,Narration,rapunzel_o,Locale_NikkeEpisode:d_nikke_rapunzel_puregrace_05_124,False,,,,,,,,,,,5,5,1.0,,,,,,,,,,,,,,,,,,,
