id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,set_filter_01,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/1/hide_char_id,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,jump_target,characters/0/hide_char_id,set_camera_shake,play_sound
d_nikke_guillotine_05_137,d_nikke_guillotine_05,Speech,guillotine,guillotine,Locale_NikkeEpisode:d_nikke_guillotine_05_137,False,,S_10,S_10,1.0,,,,,,,,1,shy,,,,
d_nikke_guillotine_05_138,d_nikke_guillotine_05,Speech,guillotine,guillotine,Locale_NikkeEpisode:d_nikke_guillotine_05_138,False,,S_10,S_10,1.0,,,,,,,,1,shy,,,,
d_nikke_guillotine_05_139,d_nikke_guillotine_05,Speech,guillotine,guillotine,Locale_NikkeEpisode:d_nikke_guillotine_05_139,True,,S_10,S_10,1.0,,,,,,,,1,shy,,,,
d_nikke_guillotine_05_140,d_nikke_guillotine_05,Self,guillotine,,Locale_NikkeEpisode:d_nikke_guillotine_05_140,False,,S_10,S_10,1.0,,,,,,,,1,shy,,,,
d_nikke_guillotine_05_141,d_nikke_guillotine_05,Speech,guillotine,guillotine,Locale_NikkeEpisode:d_nikke_guillotine_05_141,True,,S_10,S_10,1.0,,,,,,,,1,no,,,,
d_nikke_guillotine_05_142,d_nikke_guillotine_05,Speech,guillotine,guillotine,Locale_NikkeEpisode:d_nikke_guillotine_05_142,True,,S_10,S_10,1.0,,,,,,,,1,no,,,,
d_nikke_guillotine_05_143,d_nikke_guillotine_05,Speech,guillotine,guillotine,Locale_NikkeEpisode:d_nikke_guillotine_05_143,True,,S_10,1,0.5,,,,,,,,1,angry,,,,
d_nikke_guillotine_05_144,d_nikke_guillotine_05,Speech,guillotine,guillotine,Locale_NikkeEpisode:d_nikke_guillotine_05_144,True,,1,1,1.0,,,,,,,,1,angry,,,,
d_nikke_guillotine_05_145,d_nikke_guillotine_05,Speech,guillotine,guillotine,Locale_NikkeEpisode:d_nikke_guillotine_05_145,True,,1,1,1.0,,,,,,,,1,angry,,,,
d_nikke_guillotine_05_146,d_nikke_guillotine_05,Speech,guillotine,guillotine,Locale_NikkeEpisode:d_nikke_guillotine_05_146,True,,1,1,1.0,,,,,,,,1,angry,,,,
d_nikke_guillotine_05_147,d_nikke_guillotine_05,Speech,guillotine,guillotine,Locale_NikkeEpisode:d_nikke_guillotine_05_147,True,,1,S_10,1.0,,,,,,,,1,angry,,,,
d_nikke_guillotine_05_148,d_nikke_guillotine_05,Self,guillotine,,Locale_NikkeEpisode:d_nikke_guillotine_05_148,False,,S_10,S_10,1.0,,,,,,,,1,angry,,,,
d_nikke_guillotine_05_149,d_nikke_guillotine_05,Speech,guillotine,guillotine,Locale_NikkeEpisode:d_nikke_guillotine_05_149,True,,S_10,S_10,1.0,,,,,,,,1,no,,,,
d_nikke_guillotine_05_150,d_nikke_guillotine_05,Speech,guillotine,guillotine,Locale_NikkeEpisode:d_nikke_guillotine_05_150,True,,S_10,S_10,1.0,,,,,,,,1,no,,,,
d_nikke_guillotine_05_151,d_nikke_guillotine_05,Speech,guillotine,guillotine,Locale_NikkeEpisode:d_nikke_guillotine_05_151,False,,S_10,S_10,1.0,,,,,,,,1,idle,,,,
d_nikke_guillotine_05_152,d_nikke_guillotine_05,Speech,guillotine,guillotine,Locale_NikkeEpisode:d_nikke_guillotine_05_152,True,,S_10,S_10,1.0,,,,,,,,1,idle,,,,
d_nikke_guillotine_05_153,d_nikke_guillotine_05,Speech,guillotine,guillotine,Locale_NikkeEpisode:d_nikke_guillotine_05_153,True,,S_10,S_10,1.0,,,,,,,,1,idle,,,,
d_nikke_guillotine_05_154,d_nikke_guillotine_05,Self,guillotine,,Locale_NikkeEpisode:d_nikke_guillotine_05_154,False,,S_10,S_10,1.0,,,,,,,,1,idle,,,,
d_nikke_guillotine_05_155,d_nikke_guillotine_05,Speech,guillotine,guillotine,Locale_NikkeEpisode:d_nikke_guillotine_05_155,True,,S_10,S_10,1.0,,,,,,,,1,no,,,,
d_nikke_guillotine_05_156,d_nikke_guillotine_05,Speech,guillotine,guillotine,Locale_NikkeEpisode:d_nikke_guillotine_05_156,True,,S_10,S_10,1.0,,,,,,,,1,no,,,,
d_nikke_guillotine_05_157,d_nikke_guillotine_05,Self,guillotine,,Locale_NikkeEpisode:d_nikke_guillotine_05_157,False,,S_10,S_10,1.0,,,,,,,,1,no,,,,
d_nikke_guillotine_05_158,d_nikke_guillotine_05,Speech,guillotine,guillotine,Locale_NikkeEpisode:d_nikke_guillotine_05_158,False,,S_10,S_10,1.0,,,,,,,,1,shy,,,,
d_nikke_guillotine_05_159,d_nikke_guillotine_05,Speech,guillotine,guillotine,Locale_NikkeEpisode:d_nikke_guillotine_05_159,True,,S_10,1,1.0,,,,,,,,1,delight,,,,
d_nikke_guillotine_05_160,d_nikke_guillotine_05,Speech,guillotine,guillotine,Locale_NikkeEpisode:d_nikke_guillotine_05_160,True,,1,1,1.0,,,,,,,,1,delight,,,,
d_nikke_guillotine_05_161,d_nikke_guillotine_05,Speech,guillotine,guillotine,Locale_NikkeEpisode:d_nikke_guillotine_05_161,True,,1,1,1.0,,,,,,,,1,delight,,,,
d_nikke_guillotine_05_162,d_nikke_guillotine_05,Speech,guillotine,guillotine,Locale_NikkeEpisode:d_nikke_guillotine_05_162,True,,1,1,1.0,,,,,,,,1,delight,,,,
d_nikke_guillotine_05_163,d_nikke_guillotine_05,Speech,guillotine,guillotine,Locale_NikkeEpisode:d_nikke_guillotine_05_163,True,,1,1,1.0,,,,,,,,1,delight,,,,
d_nikke_guillotine_05_164,d_nikke_guillotine_05,Self,guillotine,,Locale_NikkeEpisode:d_nikke_guillotine_05_164,False,,1,1,1.0,,,,,,,,1,delight,,,,
d_nikke_guillotine_05_165,d_nikke_guillotine_05,Speech,guillotine,guillotine,Locale_NikkeEpisode:d_nikke_guillotine_05_165,False,,1,1,1.0,,,,,,,,1,angry,,,,
d_nikke_guillotine_05_166,d_nikke_guillotine_05,Speech,guillotine,guillotine,Locale_NikkeEpisode:d_nikke_guillotine_05_166,True,,1,1,1.0,,,,,,,,1,angry,,,,
d_nikke_guillotine_05_167,d_nikke_guillotine_05,Monologue,guillotine,,Locale_NikkeEpisode:d_nikke_guillotine_05_167,False,,black,black,1.0,,,,,,,,1,angry,,,,
d_nikke_guillotine_05_168,d_nikke_guillotine_05,Speech,guillotine,guillotine,Locale_NikkeEpisode:d_nikke_guillotine_05_168,True,,1,1,1.0,,,,,,,,1,idle,,,,
d_nikke_guillotine_05_169,d_nikke_guillotine_05,Speech,guillotine,guillotine,Locale_NikkeEpisode:d_nikke_guillotine_05_169,True,,1,1,1.0,,,,,,,,1,idle,,,,
d_nikke_guillotine_05_170,d_nikke_guillotine_05,Speech,guillotine,guillotine,Locale_NikkeEpisode:d_nikke_guillotine_05_170,True,,1,1,1.0,,,,,,,,1,idle,,,,
d_nikke_guillotine_05_171,d_nikke_guillotine_05,Speech,guillotine,guillotine,Locale_NikkeEpisode:d_nikke_guillotine_05_171,True,,1,1,1.0,,,,,,,,1,idle,,,,
d_nikke_guillotine_05_172,d_nikke_guillotine_05,Speech,guillotine,guillotine,Locale_NikkeEpisode:d_nikke_guillotine_05_172,True,,1,S_10,1.0,,,,,,,,1,shy,,,,
d_nikke_guillotine_05_173,d_nikke_guillotine_05,Speech,guillotine,guillotine,Locale_NikkeEpisode:d_nikke_guillotine_05_173,True,,S_10,S_10,1.0,,,,,,,,1,shy,,,,
d_nikke_guillotine_05_174,d_nikke_guillotine_05,Speech,guillotine,guillotine,Locale_NikkeEpisode:d_nikke_guillotine_05_174,True,,S_10,S_10,1.0,,,,,,,,1,angry,,,,
d_nikke_guillotine_05_175,d_nikke_guillotine_05,Speech,guillotine,guillotine,Locale_NikkeEpisode:d_nikke_guillotine_05_175,True,,S_10,S_10,1.0,,,,,,,,1,angry,,,Low_2,
d_nikke_guillotine_05_176,d_nikke_guillotine_05,Narration,guillotine,,Locale_NikkeEpisode:d_nikke_guillotine_05_176,False,,black,black,1.0,,,,,,,,1,angry,,,,sfx_scn_phoneout
d_nikke_guillotine_05_177,d_nikke_guillotine_05,Speech,guillotine,guillotine,Locale_NikkeEpisode:d_nikke_guillotine_05_177,False,,1,1,1.0,,,,,,,,1,shy,,,,
d_nikke_guillotine_05_178,d_nikke_guillotine_05,Self,guillotine,,Locale_NikkeEpisode:d_nikke_guillotine_05_178,False,,1,1,1.0,,,,,,,,1,shy,,,,
d_nikke_guillotine_05_179,d_nikke_guillotine_05,Speech,guillotine,guillotine,Locale_NikkeEpisode:d_nikke_guillotine_05_179,True,,1,S_10,1.0,,,,,,,,1,angry,,,,
