id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,jump_target,play_sound,fade,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim
d_nikke_anis_sparklingsummer_04_125,d_nikke_anis_sparklingsummer_04,Monologue,,,Locale_NikkeEpisode:d_nikke_anis_sparklingsummer_04_125,False,,XS_500,summeranis,1.8,,,,,,5,shy
d_nikke_anis_sparklingsummer_04_126,d_nikke_anis_sparklingsummer_04,Monologue,,,Locale_NikkeEpisode:d_nikke_anis_sparklingsummer_04_126,False,,summeranis,summeranis,1.0,,,,,,5,shy
d_nikke_anis_sparklingsummer_04_127,d_nikke_anis_sparklingsummer_04,Speech,anis_s,anis_s,Locale_NikkeEpisode:d_nikke_anis_sparklingsummer_04_127,True,,summeranis,summeranis,1.0,,,,,,5,special
d_nikke_anis_sparklingsummer_04_128,d_nikke_anis_sparklingsummer_04,Speech,anis_s,anis_s,Locale_NikkeEpisode:d_nikke_anis_sparklingsummer_04_128,True,,summeranis,summeranis,1.0,,,,,,5,special
d_nikke_anis_sparklingsummer_04_129,d_nikke_anis_sparklingsummer_04,Monologue,,,Locale_NikkeEpisode:d_nikke_anis_sparklingsummer_04_129,False,,summeranis,summeranis,1.0,none,,,,,5,special
d_nikke_anis_sparklingsummer_04_130,d_nikke_anis_sparklingsummer_04,Speech,anis_s,anis_s,Locale_NikkeEpisode:d_nikke_anis_sparklingsummer_04_130,True,,summeranis,summeranis,1.0,,,,,,5,void
d_nikke_anis_sparklingsummer_04_131,d_nikke_anis_sparklingsummer_04,Speech,anis_s,anis_s,Locale_NikkeEpisode:d_nikke_anis_sparklingsummer_04_131,True,,summeranis,summeranis,1.0,,,,,,5,angry
d_nikke_anis_sparklingsummer_04_132,d_nikke_anis_sparklingsummer_04,Speech,anis_s,anis_s,Locale_NikkeEpisode:d_nikke_anis_sparklingsummer_04_132,True,,summeranis,summeranis,1.0,bgm_story_languor,,,,,5,angry
d_nikke_anis_sparklingsummer_04_133,d_nikke_anis_sparklingsummer_04,Speech,anis_s,anis_s,Locale_NikkeEpisode:d_nikke_anis_sparklingsummer_04_133,True,,summeranis,XS_50,0.6,,,,,,5,angry
d_nikke_anis_sparklingsummer_04_134,d_nikke_anis_sparklingsummer_04,Monologue,,,Locale_NikkeEpisode:d_nikke_anis_sparklingsummer_04_134,False,,XS_50,XS_50,1.0,,,,,,5,angry
d_nikke_anis_sparklingsummer_04_135,d_nikke_anis_sparklingsummer_04,Speech,anis_s,anis_s,Locale_NikkeEpisode:d_nikke_anis_sparklingsummer_04_135,True,,XS_50,XS_50,1.0,,,,,,5,void
d_nikke_anis_sparklingsummer_04_136,d_nikke_anis_sparklingsummer_04,Monologue,,,Locale_NikkeEpisode:d_nikke_anis_sparklingsummer_04_136,False,,XS_50,XS_50,1.0,,,,,,5,void
d_nikke_anis_sparklingsummer_04_137,d_nikke_anis_sparklingsummer_04,Speech,anis_s,anis_s,Locale_NikkeEpisode:d_nikke_anis_sparklingsummer_04_137,False,,XS_50,XS_50,1.0,,,,,,5,void
d_nikke_anis_sparklingsummer_04_138,d_nikke_anis_sparklingsummer_04,Self,,,Locale_NikkeEpisode:d_nikke_anis_sparklingsummer_04_138,False,,XS_50,XS_50,1.0,,,,,,5,void
d_nikke_anis_sparklingsummer_04_139,d_nikke_anis_sparklingsummer_04,Speech,anis_s,anis_s,Locale_NikkeEpisode:d_nikke_anis_sparklingsummer_04_139,True,,XS_50,XS_50,1.0,,,,,,5,void
d_nikke_anis_sparklingsummer_04_140,d_nikke_anis_sparklingsummer_04,Choice,,,Locale_NikkeEpisode:d_nikke_anis_sparklingsummer_04_140,False,,XS_50,XS_50,1.0,,d_nikke_anis_sparklingsummer_04_142,,,,5,void
d_nikke_anis_sparklingsummer_04_141,d_nikke_anis_sparklingsummer_04,Choice,,,Locale_NikkeEpisode:d_nikke_anis_sparklingsummer_04_141,False,,XS_50,XS_50,1.0,,d_nikke_anis_sparklingsummer_04_146,,,,5,void
d_nikke_anis_sparklingsummer_04_142,d_nikke_anis_sparklingsummer_04,Speech,anis_s,anis_s,Locale_NikkeEpisode:d_nikke_anis_sparklingsummer_04_142,True,,XS_50,XS_50,1.0,,,,,,5,shy
d_nikke_anis_sparklingsummer_04_143,d_nikke_anis_sparklingsummer_04,Speech,anis_s,anis_s,Locale_NikkeEpisode:d_nikke_anis_sparklingsummer_04_143,True,,XS_50,XS_50,1.0,,,,,,5,shy
d_nikke_anis_sparklingsummer_04_144,d_nikke_anis_sparklingsummer_04,Speech,anis_s,anis_s,Locale_NikkeEpisode:d_nikke_anis_sparklingsummer_04_144,True,,XS_50,XS_50,1.0,,,,,,5,shy
d_nikke_anis_sparklingsummer_04_145,d_nikke_anis_sparklingsummer_04,Self,,,Locale_NikkeEpisode:d_nikke_anis_sparklingsummer_04_145,False,,XS_50,XS_50,1.0,,d_nikke_anis_sparklingsummer_04_146,,,,5,shy
d_nikke_anis_sparklingsummer_04_146,d_nikke_anis_sparklingsummer_04,Speech,anis_s,anis_s,Locale_NikkeEpisode:d_nikke_anis_sparklingsummer_04_146,True,,XS_50,5,1.0,,,,,,5,delight
d_nikke_anis_sparklingsummer_04_147,d_nikke_anis_sparklingsummer_04,Speech,anis_s,anis_s,Locale_NikkeEpisode:d_nikke_anis_sparklingsummer_04_147,True,,5,5,1.0,,,,,,5,delight
d_nikke_anis_sparklingsummer_04_148,d_nikke_anis_sparklingsummer_04,Narration,,,Locale_NikkeEpisode:d_nikke_anis_sparklingsummer_04_148,False,,5,5,1.0,,,,,,5,delight
d_nikke_anis_sparklingsummer_04_149,d_nikke_anis_sparklingsummer_04,Narration,,,Locale_NikkeEpisode:d_nikke_anis_sparklingsummer_04_149,False,,5,5,1.0,none,,sfx_scn_doorclose,,,5,delight
d_nikke_anis_sparklingsummer_04_150,d_nikke_anis_sparklingsummer_04,Speech,anis_s,anis_s,Locale_NikkeEpisode:d_nikke_anis_sparklingsummer_04_150,False,,5,XS_50,1.0,,,,,,5,delight
d_nikke_anis_sparklingsummer_04_151,d_nikke_anis_sparklingsummer_04,Speech,anis_s,anis_s,Locale_NikkeEpisode:d_nikke_anis_sparklingsummer_04_151,True,,XS_50,XS_50,1.0,,,,,,5,delight
d_nikke_anis_sparklingsummer_04_152,d_nikke_anis_sparklingsummer_04,Speech,anis_s,anis_s,Locale_NikkeEpisode:d_nikke_anis_sparklingsummer_04_152,True,,XS_50,XS_50,1.0,,,,,,5,delight
