id,group_id,speech_window,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,highlight,speaker,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,set_camera_shake,characters/0/hide_char_id,characters/1/hide_char_id,characters/2/hide_char_id,jump_target,play_sound,fade
d_nikke_guilty_02_139,d_nikke_guilty_02,Speech,Locale_NikkeEpisode:d_nikke_guilty_02_139,True,,1,1,1.0,,shifty_c,shifty_c,,OP_center,surprise,,,,,,,,,,,,,
d_nikke_guilty_02_140,d_nikke_guilty_02,Speech,Locale_NikkeEpisode:d_nikke_guilty_02_140,True,,1,1,1.0,,shifty_c,shifty_c,,OP_center,surprise,,,,,,,,,,,,,
d_nikke_guilty_02_141,d_nikke_guilty_02,Self,Locale_NikkeEpisode:d_nikke_guilty_02_141,False,,1,1,1.0,,shifty_c,,,OP_center,surprise,,,,,,,,,,,,,
d_nikke_guilty_02_142,d_nikke_guilty_02,Speech,Locale_NikkeEpisode:d_nikke_guilty_02_142,True,,1,1,1.0,,shifty_c,shifty_c,,OP_center,think,,,,,,,,,,,,,
d_nikke_guilty_02_143,d_nikke_guilty_02,Speech,Locale_NikkeEpisode:d_nikke_guilty_02_143,True,,1,1,1.0,,shifty_c,shifty_c,,OP_center,idle,,,,,,,,,,,,,
d_nikke_guilty_02_144,d_nikke_guilty_02,Speech,Locale_NikkeEpisode:d_nikke_guilty_02_144,True,,1,1,1.0,,shifty_c,shifty_c,,OP_center,idle,,,,,,,,,,,,,
d_nikke_guilty_02_145,d_nikke_guilty_02,Speech,Locale_NikkeEpisode:d_nikke_guilty_02_145,True,,1,1,1.0,,shifty_c,shifty_c,,OP_center,idle,,,,,,,,,,,,,
d_nikke_guilty_02_146,d_nikke_guilty_02,Self,Locale_NikkeEpisode:d_nikke_guilty_02_146,False,,1,1,1.0,,shifty_c,,,OP_center,idle,,,,,,,,shifty_c,,,,,
d_nikke_guilty_02_147,d_nikke_guilty_02,Speech,Locale_NikkeEpisode:d_nikke_guilty_02_147,True,,black,black,1.0,,guilty,guilty,,,,,,,,,,,,,,,,
d_nikke_guilty_02_148,d_nikke_guilty_02,Speech,Locale_NikkeEpisode:d_nikke_guilty_02_148,True,,black,black,1.0,,guilty,guilty,,,,,,,,,,,,,,,,
d_nikke_guilty_02_149,d_nikke_guilty_02,Speech,Locale_NikkeEpisode:d_nikke_guilty_02_149,True,,black,black,1.0,,guilty,guilty,,,,,,,,,,,,,,,,
d_nikke_guilty_02_150,d_nikke_guilty_02,Self,Locale_NikkeEpisode:d_nikke_guilty_02_150,False,,1,1,1.0,,,,,,,,,,,,,,,,,,,
