id,group_id,speech_window,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,highlight,speaker,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim
d_nikke_mihara_bondingchain_03_123,d_nikke_mihara_bondingchain_03,Speech,Locale_NikkeEpisode:d_nikke_mihara_bondingchain_03_123,True,,31,31,1.0,,mihara_b,mihara_b,,1,idle,,3,surprise
d_nikke_mihara_bondingchain_03_124,d_nikke_mihara_bondingchain_03,Speech,Locale_NikkeEpisode:d_nikke_mihara_bondingchain_03_124,True,,31,31,1.0,,mihara_b,mihara_b,,1,idle,,3,surprise
d_nikke_mihara_bondingchain_03_125,d_nikke_mihara_bondingchain_03,Speech,Locale_NikkeEpisode:d_nikke_mihara_bondingchain_03_125,True,,31,31,1.0,,littlemermaid,littlemermaid,,1,idle,,3,surprise
d_nikke_mihara_bondingchain_03_126,d_nikke_mihara_bondingchain_03,Speech,Locale_NikkeEpisode:d_nikke_mihara_bondingchain_03_126,True,,31,1,1.0,,mihara_b,mihara_b,,1,idle,,3,surprise
d_nikke_mihara_bondingchain_03_127,d_nikke_mihara_bondingchain_03,Speech,Locale_NikkeEpisode:d_nikke_mihara_bondingchain_03_127,False,,1,10,1.0,,mihara_b,mihara_b,,1,idle,,3,surprise
d_nikke_mihara_bondingchain_03_128,d_nikke_mihara_bondingchain_03,Narration,Locale_NikkeEpisode:d_nikke_mihara_bondingchain_03_128,False,,10,10,1.0,,mihara_b,,,1,idle,,3,surprise
d_nikke_mihara_bondingchain_03_129,d_nikke_mihara_bondingchain_03,Speech,Locale_NikkeEpisode:d_nikke_mihara_bondingchain_03_129,True,,10,10,1.0,,mihara_b,mihara_b,,1,idle,,3,surprise
d_nikke_mihara_bondingchain_03_130,d_nikke_mihara_bondingchain_03,Speech,Locale_NikkeEpisode:d_nikke_mihara_bondingchain_03_130,True,,10,L_30,1.0,,littlemermaid,littlemermaid,,1,idle,,3,surprise
d_nikke_mihara_bondingchain_03_131,d_nikke_mihara_bondingchain_03,Speech,Locale_NikkeEpisode:d_nikke_mihara_bondingchain_03_131,True,,L_30,31,1.0,,mihara_b,mihara_b,,1,idle,,3,surprise
d_nikke_mihara_bondingchain_03_132,d_nikke_mihara_bondingchain_03,Speech,Locale_NikkeEpisode:d_nikke_mihara_bondingchain_03_132,True,,31,31,1.0,,littlemermaid,littlemermaid,,1,idle,,3,think
d_nikke_mihara_bondingchain_03_133,d_nikke_mihara_bondingchain_03,Narration,Locale_NikkeEpisode:d_nikke_mihara_bondingchain_03_133,False,,31,31,1.0,,mihara_b,,,1,idle,,3,think
d_nikke_mihara_bondingchain_03_134,d_nikke_mihara_bondingchain_03,Speech,Locale_NikkeEpisode:d_nikke_mihara_bondingchain_03_134,True,,31,31,1.0,,mihara_b,mihara_b,,1,idle,,3,idle
d_nikke_mihara_bondingchain_03_135,d_nikke_mihara_bondingchain_03,Narration,Locale_NikkeEpisode:d_nikke_mihara_bondingchain_03_135,False,,31,31,1.0,,mihara_b,,,1,idle,,3,idle
d_nikke_mihara_bondingchain_03_136,d_nikke_mihara_bondingchain_03,Speech,Locale_NikkeEpisode:d_nikke_mihara_bondingchain_03_136,True,,31,31,1.0,,mihara_b,mihara_b,,1,idle,,3,idle
d_nikke_mihara_bondingchain_03_137,d_nikke_mihara_bondingchain_03,Speech,Locale_NikkeEpisode:d_nikke_mihara_bondingchain_03_137,True,,31,31,1.0,,mihara_b,mihara_b,,1,idle,,3,idle
d_nikke_mihara_bondingchain_03_138,d_nikke_mihara_bondingchain_03,Speech,Locale_NikkeEpisode:d_nikke_mihara_bondingchain_03_138,True,,31,31,1.0,,mihara_b,mihara_b,,1,idle,,3,idle
d_nikke_mihara_bondingchain_03_139,d_nikke_mihara_bondingchain_03,Speech,Locale_NikkeEpisode:d_nikke_mihara_bondingchain_03_139,True,,31,31,1.0,,littlemermaid,littlemermaid,,1,idle,,3,delight
d_nikke_mihara_bondingchain_03_140,d_nikke_mihara_bondingchain_03,Speech,Locale_NikkeEpisode:d_nikke_mihara_bondingchain_03_140,True,,31,31,1.0,,littlemermaid,littlemermaid,,1,idle,,3,delight
d_nikke_mihara_bondingchain_03_141,d_nikke_mihara_bondingchain_03,Speech,Locale_NikkeEpisode:d_nikke_mihara_bondingchain_03_141,True,,31,10,1.0,,mihara_b,mihara_b,,1,idle,,3,delight
d_nikke_mihara_bondingchain_03_142,d_nikke_mihara_bondingchain_03,Speech,Locale_NikkeEpisode:d_nikke_mihara_bondingchain_03_142,True,,10,10,1.0,,mihara_b,mihara_b,,1,idle,,3,delight
d_nikke_mihara_bondingchain_03_143,d_nikke_mihara_bondingchain_03,Speech,Locale_NikkeEpisode:d_nikke_mihara_bondingchain_03_143,True,,10,10,1.0,,mihara_b,mihara_b,,1,idle,,3,delight
d_nikke_mihara_bondingchain_03_144,d_nikke_mihara_bondingchain_03,Speech,Locale_NikkeEpisode:d_nikke_mihara_bondingchain_03_144,True,,10,100,1.0,,mihara_b,mihara_b,,1,idle,,3,delight
d_nikke_mihara_bondingchain_03_145,d_nikke_mihara_bondingchain_03,Speech,Locale_NikkeEpisode:d_nikke_mihara_bondingchain_03_145,True,,L_300,L_300,1.0,,littlemermaid,littlemermaid,,1,idle,,3,idle
d_nikke_mihara_bondingchain_03_146,d_nikke_mihara_bondingchain_03,Speech,Locale_NikkeEpisode:d_nikke_mihara_bondingchain_03_146,True,,100,100,1.0,,mihara_b,mihara_b,,1,idle,,3,idle
d_nikke_mihara_bondingchain_03_147,d_nikke_mihara_bondingchain_03,Speech,Locale_NikkeEpisode:d_nikke_mihara_bondingchain_03_147,True,,100,100,1.0,,mihara_b,mihara_b,,1,idle,,3,idle
d_nikke_mihara_bondingchain_03_148,d_nikke_mihara_bondingchain_03,Speech,Locale_NikkeEpisode:d_nikke_mihara_bondingchain_03_148,True,,100,10,1.0,,mihara_b,mihara_b,,1,idle,,3,idle
d_nikke_mihara_bondingchain_03_149,d_nikke_mihara_bondingchain_03,Speech,Locale_NikkeEpisode:d_nikke_mihara_bondingchain_03_149,True,,10,31,1.0,,littlemermaid,littlemermaid,,1,idle,,3,idle
d_nikke_mihara_bondingchain_03_150,d_nikke_mihara_bondingchain_03,Speech,Locale_NikkeEpisode:d_nikke_mihara_bondingchain_03_150,True,,31,31,1.0,,mihara_b,mihara_b,,1,idle,,3,idle
d_nikke_mihara_bondingchain_03_151,d_nikke_mihara_bondingchain_03,Speech,Locale_NikkeEpisode:d_nikke_mihara_bondingchain_03_151,True,,31,31,1.0,,mihara_b,mihara_b,,1,idle,,3,idle
d_nikke_mihara_bondingchain_03_152,d_nikke_mihara_bondingchain_03,Speech,Locale_NikkeEpisode:d_nikke_mihara_bondingchain_03_152,True,,31,31,1.0,,littlemermaid,littlemermaid,,1,idle,,3,idle
d_nikke_mihara_bondingchain_03_153,d_nikke_mihara_bondingchain_03,Speech,Locale_NikkeEpisode:d_nikke_mihara_bondingchain_03_153,True,,31,31,1.0,,mihara_b,mihara_b,,1,idle,,3,idle
d_nikke_mihara_bondingchain_03_154,d_nikke_mihara_bondingchain_03,Speech,Locale_NikkeEpisode:d_nikke_mihara_bondingchain_03_154,True,,31,31,1.0,,mihara_b,mihara_b,,1,idle,,3,idle
d_nikke_mihara_bondingchain_03_155,d_nikke_mihara_bondingchain_03,Speech,Locale_NikkeEpisode:d_nikke_mihara_bondingchain_03_155,True,,31,31,1.0,,littlemermaid,littlemermaid,,1,idle,,3,idle
d_nikke_mihara_bondingchain_03_156,d_nikke_mihara_bondingchain_03,Speech,Locale_NikkeEpisode:d_nikke_mihara_bondingchain_03_156,True,,31,31,1.0,,littlemermaid,littlemermaid,,1,idle,,3,idle
d_nikke_mihara_bondingchain_03_157,d_nikke_mihara_bondingchain_03,Speech,Locale_NikkeEpisode:d_nikke_mihara_bondingchain_03_157,True,,31,31,1.0,,mihara_b,mihara_b,,1,idle,,3,idle
d_nikke_mihara_bondingchain_03_158,d_nikke_mihara_bondingchain_03,Speech,Locale_NikkeEpisode:d_nikke_mihara_bondingchain_03_158,True,,31,31,1.0,,littlemermaid,littlemermaid,,1,idle,,3,idle
d_nikke_mihara_bondingchain_03_159,d_nikke_mihara_bondingchain_03,Speech,Locale_NikkeEpisode:d_nikke_mihara_bondingchain_03_159,True,,31,31,1.0,,mihara_b,mihara_b,,1,idle,,3,idle
d_nikke_mihara_bondingchain_03_160,d_nikke_mihara_bondingchain_03,Speech,Locale_NikkeEpisode:d_nikke_mihara_bondingchain_03_160,True,,L_30,L_300,0.5,,littlemermaid,littlemermaid,,1,idle,,3,idle
d_nikke_mihara_bondingchain_03_161,d_nikke_mihara_bondingchain_03,Speech,Locale_NikkeEpisode:d_nikke_mihara_bondingchain_03_161,False,,100,100,1.0,,mihara_b,mihara_b,,1,surprise,,3,idle
