id,group_id,speech_window,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_sound,play_bgm,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,highlight,speaker,set_camera_shake,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,jump_target,characters/1/hide_char_id,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/2/hide_char_id,fade,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim
d_nikke_sakura_bloominsummer_02_108,d_nikke_sakura_bloominsummer_02,Self,Locale_NikkeEpisode:d_nikke_sakura_bloominsummer_02_108,False,,20,20,1.0,,,,2,idle,sakura_s,,,,,,,,,,,,,,,
d_nikke_sakura_bloominsummer_02_109,d_nikke_sakura_bloominsummer_02,Speech,Locale_NikkeEpisode:d_nikke_sakura_bloominsummer_02_109,True,,20,200,1.0,,,,2,idle,sakura_s,sakura_s,,,,,,,,,,,,,,
d_nikke_sakura_bloominsummer_02_110,d_nikke_sakura_bloominsummer_02,Speech,Locale_NikkeEpisode:d_nikke_sakura_bloominsummer_02_110,True,,200,200,1.0,,,,2,idle,sakura_s,sakura_s,,,,,,,,,,,,,,
d_nikke_sakura_bloominsummer_02_111,d_nikke_sakura_bloominsummer_02,Speech,Locale_NikkeEpisode:d_nikke_sakura_bloominsummer_02_111,True,,200,200,1.0,,,,2,idle,sakura_s,sakura_s,,,,,,,,,,,,,,
d_nikke_sakura_bloominsummer_02_112,d_nikke_sakura_bloominsummer_02,Speech,Locale_NikkeEpisode:d_nikke_sakura_bloominsummer_02_112,True,,200,200,1.0,,,,2,idle,sakura_s,sakura_s,,,,,,,,,,,,,,
d_nikke_sakura_bloominsummer_02_113,d_nikke_sakura_bloominsummer_02,Speech,Locale_NikkeEpisode:d_nikke_sakura_bloominsummer_02_113,True,,200,1,1.0,,,,2,idle,guilty_s,guilty_s,,,,,,,,,,,,guilty_s,12,surprise
d_nikke_sakura_bloominsummer_02_114,d_nikke_sakura_bloominsummer_02,Speech,Locale_NikkeEpisode:d_nikke_sakura_bloominsummer_02_114,True,,1,120,1.0,,,,2,idle,guilty_s,guilty_s,,,,,,,,,,,,,12,surprise
d_nikke_sakura_bloominsummer_02_115,d_nikke_sakura_bloominsummer_02,Speech,Locale_NikkeEpisode:d_nikke_sakura_bloominsummer_02_115,True,,120,120,1.0,,,,2,idle,guilty_s,guilty_s,,,,,,,,,,,,,12,surprise
d_nikke_sakura_bloominsummer_02_116,d_nikke_sakura_bloominsummer_02,Speech,Locale_NikkeEpisode:d_nikke_sakura_bloominsummer_02_116,True,,120,120,1.0,,,,2,idle,guilty_s,guilty_s,,,,,,,,,,,,,12,idle
d_nikke_sakura_bloominsummer_02_117,d_nikke_sakura_bloominsummer_02,Speech,Locale_NikkeEpisode:d_nikke_sakura_bloominsummer_02_117,True,,120,1200,1.0,,,,2,idle,guilty_s,guilty_s,,,,,,,,,,,,,12,idle
d_nikke_sakura_bloominsummer_02_118,d_nikke_sakura_bloominsummer_02,Speech,Locale_NikkeEpisode:d_nikke_sakura_bloominsummer_02_118,False,,1200,1,1.0,,,,2,idle,guilty_s,sakura_s,,,,,,,,,,,,,12,idle
d_nikke_sakura_bloominsummer_02_119,d_nikke_sakura_bloominsummer_02,Self,Locale_NikkeEpisode:d_nikke_sakura_bloominsummer_02_119,False,,1,1,1.0,,,,2,idle,guilty_s,,,,,,,,,,,,,,12,idle
d_nikke_sakura_bloominsummer_02_120,d_nikke_sakura_bloominsummer_02,Monologue,Locale_NikkeEpisode:d_nikke_sakura_bloominsummer_02_120,False,,1,1,1.0,,,,2,idle,guilty_s,,,,,,,,,,,,,,12,idle
d_nikke_sakura_bloominsummer_02_121,d_nikke_sakura_bloominsummer_02,Monologue,Locale_NikkeEpisode:d_nikke_sakura_bloominsummer_02_121,False,,1,1,1.0,,,,2,idle,guilty_s,,,,,,,,,,,,,,12,idle
