id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,fade,play_sound,set_camera_shake,characters/2/hide_char_id,characters/0/hide_char_id,characters/1/hide_char_id
d_nikke_Mary_BayGoddess_03_110,d_nikke_Mary_BayGoddess_03,Speech,rapi_s,rapi_s,Locale_NikkeEpisode:d_nikke_Mary_BayGoddess_03_110,True,,1,idle,,13,worry,,130,130,1.0,,,,,,,,,,
d_nikke_Mary_BayGoddess_03_111,d_nikke_Mary_BayGoddess_03,Speech,mary_s,mary_s,Locale_NikkeEpisode:d_nikke_Mary_BayGoddess_03_111,True,,1,idle,,13,idle,,130,12,1.0,,,,,,,,,,
d_nikke_Mary_BayGoddess_03_112,d_nikke_Mary_BayGoddess_03,Speech,rapi_s,rapi_s,Locale_NikkeEpisode:d_nikke_Mary_BayGoddess_03_112,True,,1,idle,,13,idle,,12,12,1.0,,,,,,,,,,
d_nikke_Mary_BayGoddess_03_113,d_nikke_Mary_BayGoddess_03,Speech,mary_s,mary_s,Locale_NikkeEpisode:d_nikke_Mary_BayGoddess_03_113,True,,1,idle,,13,idle,,12,12,1.0,none,,,,,,,,,
d_nikke_Mary_BayGoddess_03_114,d_nikke_Mary_BayGoddess_03,Speech,rapi_s,rapi_s,Locale_NikkeEpisode:d_nikke_Mary_BayGoddess_03_114,True,,1,idle,,13,idle,,12,12,1.0,,,,,,,,,,
d_nikke_Mary_BayGoddess_03_115,d_nikke_Mary_BayGoddess_03,Speech,mary_s,mary_s,Locale_NikkeEpisode:d_nikke_Mary_BayGoddess_03_115,True,,1,idle,,13,idle,,12,12,1.0,ambient_scn_wind,,,,,,,,,
d_nikke_Mary_BayGoddess_03_116,d_nikke_Mary_BayGoddess_03,Speech,mary_s,mary_s,Locale_NikkeEpisode:d_nikke_Mary_BayGoddess_03_116,True,,1,idle,,13,idle,,12,12,1.0,,,,,,,,,,
d_nikke_Mary_BayGoddess_03_117,d_nikke_Mary_BayGoddess_03,Speech,mary_s,mary_s,Locale_NikkeEpisode:d_nikke_Mary_BayGoddess_03_117,True,,1,idle,,13,idle,,12,12,1.0,,,,,,,,,,
d_nikke_Mary_BayGoddess_03_118,d_nikke_Mary_BayGoddess_03,Speech,rapi_s,rapi_s,Locale_NikkeEpisode:d_nikke_Mary_BayGoddess_03_118,True,,1,idle,,13,idle,,12,130,2.0,,,,,,,,,,
d_nikke_Mary_BayGoddess_03_119,d_nikke_Mary_BayGoddess_03,Speech,rapi_s,rapi_s,Locale_NikkeEpisode:d_nikke_Mary_BayGoddess_03_119,True,,1,idle,,13,idle,,130,130,1.0,,,,,,,,,,
d_nikke_Mary_BayGoddess_03_120,d_nikke_Mary_BayGoddess_03,Speech,mary_s,mary_s,Locale_NikkeEpisode:d_nikke_Mary_BayGoddess_03_120,True,,1,think,,13,idle,,10,10,1.0,,,,,,,,,,
d_nikke_Mary_BayGoddess_03_121,d_nikke_Mary_BayGoddess_03,Speech,mary_s,mary_s,Locale_NikkeEpisode:d_nikke_Mary_BayGoddess_03_121,True,,1,think,,13,idle,,10,10,1.0,,,,,,,,,,
d_nikke_Mary_BayGoddess_03_122,d_nikke_Mary_BayGoddess_03,Speech,rapi_s,rapi_s,Locale_NikkeEpisode:d_nikke_Mary_BayGoddess_03_122,True,,1,think,,13,think,,10,12,1.0,,,,,,,,,,
d_nikke_Mary_BayGoddess_03_123,d_nikke_Mary_BayGoddess_03,Speech,rapi_s,rapi_s,Locale_NikkeEpisode:d_nikke_Mary_BayGoddess_03_123,True,,1,think,,13,idle,,12,12,1.0,,,,,,,,,,
d_nikke_Mary_BayGoddess_03_124,d_nikke_Mary_BayGoddess_03,Speech,mary_s,mary_s,Locale_NikkeEpisode:d_nikke_Mary_BayGoddess_03_124,True,,1,idle,,13,idle,,12,12,1.0,,,,,,,,,,
