id,group_id,speech_window,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,highlight,speaker,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,characters/4/show_char_id,characters/4/set_char_position,characters/4/set_char_anim,characters/5/show_char_id,characters/5/set_char_position,characters/5/set_char_anim,play_sound,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/hide_char_id,characters/2/hide_char_id,characters/3/hide_char_id,characters/4/hide_char_id,characters/5/hide_char_id,characters/0/hide_char_id,set_filter_01,jump_target,set_camera_shake,characters/6/show_char_id,characters/6/set_char_position,characters/6/set_char_anim,characters/6/hide_char_id,fade
d_nikke_eunhwa_04_102,d_nikke_eunhwa_04,Speech,Locale_NikkeEpisode:d_nikke_eunhwa_04_102,True,,90,90,1.0,,,eunhwa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d_nikke_eunhwa_04_103,d_nikke_eunhwa_04,Self,Locale_NikkeEpisode:d_nikke_eunhwa_04_103,False,,90,1,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d_nikke_eunhwa_04_104,d_nikke_eunhwa_04,Speech,Locale_NikkeEpisode:d_nikke_eunhwa_04_104,True,,1,17,1.0,,eunhwa_op,eunhwa,,,,,,,,,,,,,,,,,eunhwa_op,OP_leftup,idle,,,,,,,,,,,,,,
d_nikke_eunhwa_04_105,d_nikke_eunhwa_04,Speech,Locale_NikkeEpisode:d_nikke_eunhwa_04_105,True,,17,17,1.0,,eunhwa_op,eunhwa,,,,,,,,,,,,,,,,,,OP_leftup,idle,,,,,,,,,,,,,,
d_nikke_eunhwa_04_106,d_nikke_eunhwa_04,Speech,Locale_NikkeEpisode:d_nikke_eunhwa_04_106,True,,17,17,1.0,,eunhwa_op,eunhwa,blueowl,7,idle,whiteowl,5,idle,yellowowl,1,idle,,,,,,,,,OP_leftup,delight,,,,,,,,,,,,,,
d_nikke_eunhwa_04_107,d_nikke_eunhwa_04,Speech,Locale_NikkeEpisode:d_nikke_eunhwa_04_107,True,,17,1,1.0,,eunhwa_op,eunhwa,,7,idle,,5,idle,,1,idle,,,,,,,,,OP_leftup,idle,,,,,,,,,,,,,,
d_nikke_eunhwa_04_108,d_nikke_eunhwa_04,Speech,Locale_NikkeEpisode:d_nikke_eunhwa_04_108,True,,1,1,1.0,,yellowowl,yellowowl,,7,idle,,5,idle,,1,idle,,,,,,,,,OP_leftup,idle,,,,,,,,,,,,,,
d_nikke_eunhwa_04_109,d_nikke_eunhwa_04,Speech,Locale_NikkeEpisode:d_nikke_eunhwa_04_109,True,,1,6,1.0,,eunhwa_op,eunhwa,,7,idle,,5,idle,,1,idle,,,,,,,,,OP_leftup,idle,,,,,,,,,,,,,,
d_nikke_eunhwa_04_110,d_nikke_eunhwa_04,Speech,Locale_NikkeEpisode:d_nikke_eunhwa_04_110,True,,6,6,1.0,,eunhwa_op,eunhwa,,7,idle,,5,idle,,1,idle,,,,,,,,,OP_leftup,idle,,,,,,,,,,,,,,
d_nikke_eunhwa_04_111,d_nikke_eunhwa_04,Speech,Locale_NikkeEpisode:d_nikke_eunhwa_04_111,True,,6,6,1.0,,eunhwa_op,eunhwa,,7,idle,,5,idle,,1,idle,,,,,,,,,OP_leftup,idle,,,,,,,,,,,,,,
d_nikke_eunhwa_04_112,d_nikke_eunhwa_04,Speech,Locale_NikkeEpisode:d_nikke_eunhwa_04_112,True,,6,6,1.0,,eunhwa_op,eunhwa,,7,idle,,5,idle,,1,idle,,,,,,,,,OP_leftup,idle,,,yellowowl,,,,,,,,,,,
d_nikke_eunhwa_04_113,d_nikke_eunhwa_04,Speech,Locale_NikkeEpisode:d_nikke_eunhwa_04_113,False,,6,6,1.0,,,owls,,9,idle,,2,idle,,,,,,,,,,,,OP_leftup,idle,blueowl,whiteowl,,,,,,,,,,,,
d_nikke_eunhwa_04_114,d_nikke_eunhwa_04,Speech,Locale_NikkeEpisode:d_nikke_eunhwa_04_114,True,,black,black,1.0,,eunhwa_op,eunhwa,,,,,,,,,,,,,,,,,,OP_leftup,idle,,,,,,,,,,,,,,
d_nikke_eunhwa_04_115,d_nikke_eunhwa_04,Monologue,Locale_NikkeEpisode:d_nikke_eunhwa_04_115,False,,9,9,1.0,,,,,,,,,,,,,,,,,,,,,OP_leftup,idle,,,,,,eunhwa_op,,,,,,,,
d_nikke_eunhwa_04_116,d_nikke_eunhwa_04,Self,Locale_NikkeEpisode:d_nikke_eunhwa_04_116,False,,9,9,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d_nikke_eunhwa_04_117,d_nikke_eunhwa_04,Monologue,Locale_NikkeEpisode:d_nikke_eunhwa_04_117,False,,9,14,1.0,,,,,,,,,,,,,,,,,,,sfx_scn_rapturehowl,,,,,,,,,,,,Middle,,,,,
d_nikke_eunhwa_04_118,d_nikke_eunhwa_04,Monologue,Locale_NikkeEpisode:d_nikke_eunhwa_04_118,False,,14,14,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Low_1,,,,,
d_nikke_eunhwa_04_119,d_nikke_eunhwa_04,Monologue,Locale_NikkeEpisode:d_nikke_eunhwa_04_119,False,,14,14,1.0,,,,,,,,,,,,,,,,,,,sfx_scn_explosions,,,,,,,,,,,,Low_1,,,,,
d_nikke_eunhwa_04_120,d_nikke_eunhwa_04,Speech,Locale_NikkeEpisode:d_nikke_eunhwa_04_120,True,,14,140,1.0,,eunhwa_op,eunhwa_op,,,,,,,,,,,,,,,,,eunhwa_op_c,OP_center,idle,,,,,,,,,Low_1,,,,,
d_nikke_eunhwa_04_121,d_nikke_eunhwa_04,Narration,Locale_NikkeEpisode:d_nikke_eunhwa_04_121,False,Desert_03,black,black,1.0,,eunhwa_op,,,,,,,,,,,,,,,,,sfx_scn_autodooropen,,OP_center,idle,,,,,,,,,,yellowowl,5,idle,,
d_nikke_eunhwa_04_122,d_nikke_eunhwa_04,Speech,Locale_NikkeEpisode:d_nikke_eunhwa_04_122,True,,1,1,1.0,,eunhwa_op,eunhwa_op,,,,,,,,,,,,,,,,,,OP_center,delight,,,,,,,,,Low_2_Loop,,5,idle,,
d_nikke_eunhwa_04_123,d_nikke_eunhwa_04,Speech,Locale_NikkeEpisode:d_nikke_eunhwa_04_123,True,,1,1,1.0,,eunhwa_op,eunhwa_op,,,,,,,,,,,,,,,,,,OP_center,delight,,,,,,,,,Low_2_Loop,,5,idle,,
d_nikke_eunhwa_04_124,d_nikke_eunhwa_04,Speech,Locale_NikkeEpisode:d_nikke_eunhwa_04_124,True,,1,5,1.0,,yellowowl,yellowowl,,,,,,,,,,,,,,,,sfx_scn_earthquake,,OP_center,delight,,,,,,eunhwa_op_c,,,Low_2_Loop,,5,idle,,
d_nikke_eunhwa_04_125,d_nikke_eunhwa_04,Speech,Locale_NikkeEpisode:d_nikke_eunhwa_04_125,True,,5,5,1.0,,yellowowl,yellowowl,,,,,,,,,,,,,,,,,,,,,,,,,,,,Low_2_Loop,,5,idle,,
d_nikke_eunhwa_04_126,d_nikke_eunhwa_04,Speech,Locale_NikkeEpisode:d_nikke_eunhwa_04_126,True,,black,black,1.0,,eunhwa,eunhwa,,,,,,,,,,,,,,,,,eunhwa,1,idle,,,,,,,,,none,,5,idle,,
d_nikke_eunhwa_04_127,d_nikke_eunhwa_04,Speech,Locale_NikkeEpisode:d_nikke_eunhwa_04_127,True,,1,100,1.0,none,eunhwa,eunhwa,,,,,,,,,,,,,,,,sfx_scn_aim,,1,delight,,,,,,,,,,,5,idle,,
d_nikke_eunhwa_04_128,d_nikke_eunhwa_04,Narration,Locale_NikkeEpisode:d_nikke_eunhwa_04_128,False,,black,black,1.0,,eunhwa,,,,,,,,,,,,,,,,,mbg001_skill6,,1,delight,,,,,,,,,,,5,idle,,
d_nikke_eunhwa_04_129,d_nikke_eunhwa_04,Monologue,Locale_NikkeEpisode:d_nikke_eunhwa_04_129,False,,black,black,1.0,,eunhwa,,,,,,,,,,,,,,,,,,,1,idle,,,,,,,,,,,5,idle,,
d_nikke_eunhwa_04_130,d_nikke_eunhwa_04,Monologue,Locale_NikkeEpisode:d_nikke_eunhwa_04_130,False,,black,black,1.0,,eunhwa,,,,,,,,purpleowl,7,idle,,,,blueowl,9,idle,,,1,idle,,,,,,,,,,,5,idle,,
d_nikke_eunhwa_04_131,d_nikke_eunhwa_04,Speech,Locale_NikkeEpisode:d_nikke_eunhwa_04_131,False,,5,5,2.0,,yellowowl,yellowowl,,,,,,,,7,idle,,,,,9,idle,,,1,idle,,,,,,,,,,,5,idle,,
d_nikke_eunhwa_04_132,d_nikke_eunhwa_04,Speech,Locale_NikkeEpisode:d_nikke_eunhwa_04_132,True,,5,5,1.0,,yellowowl,yellowowl,,,,,,,,7,idle,,,,,9,idle,,,1,idle,,,,,,,,,,,5,idle,,
d_nikke_eunhwa_04_133,d_nikke_eunhwa_04,Speech,Locale_NikkeEpisode:d_nikke_eunhwa_04_133,True,,5,50,1.0,,yellowowl,yellowowl,,,,,,,,7,idle,,,,,9,idle,,,1,idle,,,,,,,,,,,5,idle,,
d_nikke_eunhwa_04_134,d_nikke_eunhwa_04,Narration,Locale_NikkeEpisode:d_nikke_eunhwa_04_134,False,,50,50,1.0,,,,,,,,,,,7,idle,,,,,9,idle,sfx_scn_mic,,1,idle,,,,,,,,,,,5,idle,,
d_nikke_eunhwa_04_135,d_nikke_eunhwa_04,Speech,Locale_NikkeEpisode:d_nikke_eunhwa_04_135,True,,50,50,1.0,,ingrid_op,ingrid,ingrid_op,OP_leftup,idle,,,,,7,idle,,,,,9,idle,,,1,idle,,,,,,,,,,,5,idle,,
d_nikke_eunhwa_04_136,d_nikke_eunhwa_04,Speech,Locale_NikkeEpisode:d_nikke_eunhwa_04_136,True,,50,8,1.0,,ingrid_op,ingrid,,OP_leftup,idle,,,,,7,idle,,,,,9,idle,,,1,idle,,,,,,,,,,,5,idle,,
d_nikke_eunhwa_04_137,d_nikke_eunhwa_04,Speech,Locale_NikkeEpisode:d_nikke_eunhwa_04_137,True,,6,6,1.0,,ingrid_op,ingrid,,OP_leftup,good,,,,,7,idle,,,,,9,idle,,,1,idle,,,,,,,,,,,5,idle,,
d_nikke_eunhwa_04_138,d_nikke_eunhwa_04,Self,Locale_NikkeEpisode:d_nikke_eunhwa_04_138,True,,6,6,1.0,,ingrid_op,,,OP_leftup,good,,,,,7,idle,,,,,9,idle,,,1,idle,,,,,,,,,,,5,idle,,
d_nikke_eunhwa_04_139,d_nikke_eunhwa_04,Speech,Locale_NikkeEpisode:d_nikke_eunhwa_04_139,True,,6,6,1.0,,ingrid_op,ingrid,,OP_leftup,good,,,,,7,idle,,,,,9,idle,,,1,idle,,,,,,,,,,,5,idle,,
d_nikke_eunhwa_04_140,d_nikke_eunhwa_04,Speech,Locale_NikkeEpisode:d_nikke_eunhwa_04_140,True,,6,6,1.0,,ingrid_op,ingrid,,OP_leftup,good,,,,,7,idle,,,,,9,idle,,,1,idle,,,,,,,,,,,5,idle,,
d_nikke_eunhwa_04_141,d_nikke_eunhwa_04,Speech,Locale_NikkeEpisode:d_nikke_eunhwa_04_141,True,,6,1,2.0,,ingrid_op,ingrid,,OP_leftup,good,,,,,7,idle,,,,,9,idle,,,1,idle,,,,,,,,,,,5,idle,,
d_nikke_eunhwa_04_142,d_nikke_eunhwa_04,Speech,Locale_NikkeEpisode:d_nikke_eunhwa_04_142,True,,1,1,1.0,,ingrid_op,ingrid,,OP_leftup,good,,,,,7,idle,,,,,9,idle,,,1,idle,,,,,,,,,,,5,idle,,
d_nikke_eunhwa_04_143,d_nikke_eunhwa_04,Narration,Locale_NikkeEpisode:d_nikke_eunhwa_04_143,False,,1,1,1.0,,ingrid_op,,,OP_leftup,good,,,,,7,idle,grayowl,15,idle,,9,idle,sfx_scn_over,,1,idle,ingrid_op,,,,,,,,,,5,idle,,
d_nikke_eunhwa_04_144,d_nikke_eunhwa_04,Speech,Locale_NikkeEpisode:d_nikke_eunhwa_04_144,True,,6,6,1.0,bgm_story_impression,yellowowl,yellowowl,,,,redowl,13,idle,,7,idle,,15,idle,,9,idle,,,1,idle,,,,,,,,,,,5,idle,,
d_nikke_eunhwa_04_145,d_nikke_eunhwa_04,Speech,Locale_NikkeEpisode:d_nikke_eunhwa_04_145,False,,13,13,1.0,,redowl,redowl,,,,,13,idle,,7,idle,,15,idle,,9,idle,,,1,idle,,,,,,,,,,,5,idle,,
d_nikke_eunhwa_04_146,d_nikke_eunhwa_04,Speech,Locale_NikkeEpisode:d_nikke_eunhwa_04_146,True,,13,7,1.0,,purpleowl,purpleowl,,,,,13,idle,,7,idle,,15,idle,,9,idle,,,1,idle,,,,,,,,,,,5,idle,,
d_nikke_eunhwa_04_147,d_nikke_eunhwa_04,Speech,Locale_NikkeEpisode:d_nikke_eunhwa_04_147,True,,7,7,1.0,,purpleowl,purpleowl,,,,,13,idle,,7,idle,,15,idle,,9,idle,,,1,idle,,,,,,,,,,,5,idle,,
d_nikke_eunhwa_04_148,d_nikke_eunhwa_04,Speech,Locale_NikkeEpisode:d_nikke_eunhwa_04_148,True,,7,7,1.0,,purpleowl,purpleowl,,,,,13,idle,,7,idle,,15,idle,,9,idle,,,1,idle,,,,,,,,,,,5,idle,,
d_nikke_eunhwa_04_149,d_nikke_eunhwa_04,Speech,Locale_NikkeEpisode:d_nikke_eunhwa_04_149,True,,7,1,1.0,,eunhwa,eunhwa,,,,,13,idle,,7,idle,,15,idle,,9,idle,,,1,angry,,,,,,,,,,,5,idle,,
d_nikke_eunhwa_04_150,d_nikke_eunhwa_04,Speech,Locale_NikkeEpisode:d_nikke_eunhwa_04_150,True,,1,1,1.0,,eunhwa,eunhwa,,,,,13,idle,,7,idle,,15,idle,,9,idle,,,1,angry,,,,,,,,,,,5,idle,,
d_nikke_eunhwa_04_151,d_nikke_eunhwa_04,Speech,Locale_NikkeEpisode:d_nikke_eunhwa_04_151,True,,1,1,1.0,,eunhwa,eunhwa,,,,,13,idle,,7,idle,,15,idle,,9,idle,,,1,angry,,,,,,,,,,,5,idle,,
d_nikke_eunhwa_04_152,d_nikke_eunhwa_04,Speech,Locale_NikkeEpisode:d_nikke_eunhwa_04_152,True,,1,8,1.0,,purpleowl,purpleowl,,,,,13,idle,,7,idle,,15,idle,,9,idle,,,1,angry,,,,,,,,,,,5,idle,,
d_nikke_eunhwa_04_153,d_nikke_eunhwa_04,Choice,Locale_NikkeEpisode:d_nikke_eunhwa_04_153,False,,8,8,1.0,,,,,,,,13,idle,,7,idle,,15,idle,,9,idle,,,1,angry,,,,,,,,d_nikke_eunhwa_04_155,,,5,idle,,
d_nikke_eunhwa_04_154,d_nikke_eunhwa_04,Choice,Locale_NikkeEpisode:d_nikke_eunhwa_04_154,False,,8,8,1.0,,,,,,,,13,idle,,7,idle,,15,idle,,9,idle,,,1,angry,,,,,,,,d_nikke_eunhwa_04_155,,,5,idle,,
d_nikke_eunhwa_04_155,d_nikke_eunhwa_04,Speech,Locale_NikkeEpisode:d_nikke_eunhwa_04_155,True,,8,8,1.0,,owls,owls,,,,,13,idle,,7,idle,,15,idle,,9,idle,,,1,idle,,,,,,,,,,,5,idle,,
d_nikke_eunhwa_04_156,d_nikke_eunhwa_04,Monologue,Locale_NikkeEpisode:d_nikke_eunhwa_04_156,False,,8,8,1.0,,,,,,,,13,idle,,7,idle,,15,idle,,9,idle,,,1,idle,,,,,,,,,,,5,idle,,
d_nikke_eunhwa_04_157,d_nikke_eunhwa_04,Speech,Locale_NikkeEpisode:d_nikke_eunhwa_04_157,True,,8,90,1.0,,blueowl,blueowl,,,,,13,idle,,7,idle,,15,idle,,9,idle,,,1,idle,,,,,,,,,,,5,idle,,
d_nikke_eunhwa_04_158,d_nikke_eunhwa_04,Speech,Locale_NikkeEpisode:d_nikke_eunhwa_04_158,True,,90,90,1.0,,blueowl,blueowl,,,,,13,idle,,7,idle,,15,idle,,9,idle,,,1,idle,,,,,,,,,,,5,idle,,
d_nikke_eunhwa_04_159,d_nikke_eunhwa_04,Speech,Locale_NikkeEpisode:d_nikke_eunhwa_04_159,True,,90,90,1.0,,blueowl,blueowl,,,,,13,idle,,7,idle,,15,idle,,9,idle,,,1,idle,,,,,,,,,,,5,idle,,
d_nikke_eunhwa_04_160,d_nikke_eunhwa_04,Speech,Locale_NikkeEpisode:d_nikke_eunhwa_04_160,True,,90,90,1.0,,blueowl,blueowl,,,,,13,idle,,7,idle,,15,idle,,9,idle,,,1,idle,,,,,,,,,,,5,idle,,
d_nikke_eunhwa_04_161,d_nikke_eunhwa_04,Monologue,Locale_NikkeEpisode:d_nikke_eunhwa_04_161,False,,black,black,1.0,,,,,,,,13,idle,,7,idle,,15,idle,,9,idle,,,1,idle,,,,,,,,,,,5,idle,,
d_nikke_eunhwa_04_162,d_nikke_eunhwa_04,Speech,Locale_NikkeEpisode:d_nikke_eunhwa_04_162,False,,130,130,1.0,,redowl,redowl,,,,,13,idle,,7,idle,,15,idle,,9,idle,,,1,idle,,,,,,,,,,,5,idle,,
d_nikke_eunhwa_04_163,d_nikke_eunhwa_04,Speech,Locale_NikkeEpisode:d_nikke_eunhwa_04_163,False,,130,130,1.0,,redowl,redowl,,,,,13,idle,,7,idle,,15,idle,,9,idle,,,1,idle,,,,,,,,,,,5,idle,,
d_nikke_eunhwa_04_164,d_nikke_eunhwa_04,Speech,Locale_NikkeEpisode:d_nikke_eunhwa_04_164,False,,130,130,1.0,,redowl,redowl,,,,,13,idle,,7,idle,,15,idle,,9,idle,,,1,idle,,,,,,,,,,,5,idle,,
d_nikke_eunhwa_04_165,d_nikke_eunhwa_04,Speech,Locale_NikkeEpisode:d_nikke_eunhwa_04_165,True,,130,150,1.0,,grayowl,grayowl,,,,,13,idle,,7,idle,,15,idle,,9,idle,,,1,idle,,,,,,,,,,,5,idle,,
d_nikke_eunhwa_04_166,d_nikke_eunhwa_04,Speech,Locale_NikkeEpisode:d_nikke_eunhwa_04_166,True,,150,150,1.0,,grayowl,grayowl,,,,,13,idle,,7,idle,,15,idle,,9,idle,,,1,idle,,,,,,,,,,,5,idle,,
d_nikke_eunhwa_04_167,d_nikke_eunhwa_04,Speech,Locale_NikkeEpisode:d_nikke_eunhwa_04_167,True,,150,10,0.5,,eunhwa,eunhwa,,,,,13,idle,,7,idle,,15,idle,,9,idle,,,1,angry,,,,,,,,,,,5,idle,,
d_nikke_eunhwa_04_168,d_nikke_eunhwa_04,Speech,Locale_NikkeEpisode:d_nikke_eunhwa_04_168,True,,10,10,1.0,,eunhwa,eunhwa,,,,,13,idle,,7,idle,,15,idle,,9,idle,,,1,angry,,,,,,,,,,,5,idle,,
d_nikke_eunhwa_04_169,d_nikke_eunhwa_04,Speech,Locale_NikkeEpisode:d_nikke_eunhwa_04_169,True,,14,14,1.0,,grayowl,grayowl,,,,,13,idle,,7,idle,,15,idle,,9,idle,,,1,angry,,,,,,,,,,,5,idle,,
d_nikke_eunhwa_04_170,d_nikke_eunhwa_04,Speech,Locale_NikkeEpisode:d_nikke_eunhwa_04_170,True,,14,14,1.0,,redowl,redowl,,,,,13,idle,,7,idle,,15,idle,,9,idle,,,1,angry,,,,,,,,,,,5,idle,,
d_nikke_eunhwa_04_171,d_nikke_eunhwa_04,Speech,Locale_NikkeEpisode:d_nikke_eunhwa_04_171,True,,14,1,1.0,,eunhwa,eunhwa,,,,,13,idle,,7,idle,,15,idle,,9,idle,,,1,angry,,,,,,,,,,,5,idle,,
d_nikke_eunhwa_04_172,d_nikke_eunhwa_04,Narration,Locale_NikkeEpisode:d_nikke_eunhwa_04_172,False,ElevatorOut,5,5,1.0,,,,,,,,8,idle,,7,idle,,6,idle,,9,idle,,,1,idle,,redowl,purpleowl,grayowl,blueowl,,,,,,4,idle,yellowowl,black
d_nikke_eunhwa_04_173,d_nikke_eunhwa_04,Speech,Locale_NikkeEpisode:d_nikke_eunhwa_04_173,True,,5,5,1.0,,yellowowl,yellowowl,,,,redowl,8,idle,,,,grayowl,6,idle,,,,,,1,idle,,,,,,,,,,yellowowl,4,idle,,
d_nikke_eunhwa_04_174,d_nikke_eunhwa_04,Speech,Locale_NikkeEpisode:d_nikke_eunhwa_04_174,True,,5,5,1.0,,yellowowl,yellowowl,,,,,8,idle,,,,,6,idle,,,,,,1,idle,,,,,,,,,,,4,idle,,
d_nikke_eunhwa_04_175,d_nikke_eunhwa_04,Speech,Locale_NikkeEpisode:d_nikke_eunhwa_04_175,True,,5,1,1.0,,eunhwa,eunhwa,,,,,8,idle,,,,,6,idle,,,,,,1,idle,,,,,,,,,,,4,idle,,
d_nikke_eunhwa_04_176,d_nikke_eunhwa_04,Speech,Locale_NikkeEpisode:d_nikke_eunhwa_04_176,False,,1,1,1.0,,eunhwa,grayowl,,,,,8,idle,,,,,6,idle,,,,,,1,idle,,,,,,,,,,,4,idle,,
d_nikke_eunhwa_04_177,d_nikke_eunhwa_04,Speech,Locale_NikkeEpisode:d_nikke_eunhwa_04_177,True,,1,1,1.0,,eunhwa,eunhwa,,,,,8,idle,,,,,6,idle,,,,,,1,idle,,,,,,,,,,,4,idle,,
d_nikke_eunhwa_04_178,d_nikke_eunhwa_04,Speech,Locale_NikkeEpisode:d_nikke_eunhwa_04_178,True,,7,7,1.0,,grayowl,grayowl,,,,,8,idle,,,,,6,idle,,,,,,1,idle,,,,,,,,,,,4,idle,,
d_nikke_eunhwa_04_179,d_nikke_eunhwa_04,Speech,Locale_NikkeEpisode:d_nikke_eunhwa_04_179,True,,7,7,1.0,,grayowl,grayowl,,,,,8,idle,,,,,6,idle,,,,,,1,idle,,,,,,,,,,,4,idle,,
d_nikke_eunhwa_04_180,d_nikke_eunhwa_04,Speech,Locale_NikkeEpisode:d_nikke_eunhwa_04_180,True,,7,7,1.0,,redowl,redowl,,,,,8,idle,,,,,6,idle,,,,,,1,idle,,,,,,,,,,,4,idle,,
d_nikke_eunhwa_04_181,d_nikke_eunhwa_04,Monologue,Locale_NikkeEpisode:d_nikke_eunhwa_04_181,False,,black,black,1.0,,,,,,,,8,idle,,,,,6,idle,,,,sfx_scn_autodooropen,,1,idle,,redowl,,grayowl,,,,,,,4,idle,yellowowl,
d_nikke_eunhwa_04_182,d_nikke_eunhwa_04,Self,Locale_NikkeEpisode:d_nikke_eunhwa_04_182,False,,10,10,1.0,,eunhwa,,,,,,,,,,,,,,,,,,,1,idle,,,,,,,,,,,,,,
d_nikke_eunhwa_04_183,d_nikke_eunhwa_04,Speech,Locale_NikkeEpisode:d_nikke_eunhwa_04_183,True,,10,10,1.0,,eunhwa,eunhwa,,,,,,,,,,,,,,,,,,1,idle,,,,,,,,,,,,,,
d_nikke_eunhwa_04_184,d_nikke_eunhwa_04,Speech,Locale_NikkeEpisode:d_nikke_eunhwa_04_184,True,,10,10,1.0,,eunhwa,eunhwa,,,,,,,,,,,,,,,,,,1,idle,,,,,,,,,,,,,,
