id,group_id,speech_window,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,play_sound,set_filter_01,set_filter_02,highlight,speaker,characters/1/hide_char_id,set_camera_shake,characters/0/hide_char_id,jump_target
d_nikke_guilty_03_137,d_nikke_guilty_03,Speech,Locale_NikkeEpisode:d_nikke_guilty_03_137,True,,100,1,2.0,,,1,angry,,,,,,,guilty,guilty,,,,
d_nikke_guilty_03_138,d_nikke_guilty_03,Speech,Locale_NikkeEpisode:d_nikke_guilty_03_138,True,,1,1,1.0,,,1,angry,,,,,,,guilty,guilty,,,,
d_nikke_guilty_03_139,d_nikke_guilty_03,Self,Locale_NikkeEpisode:d_nikke_guilty_03_139,False,,1,1,1.0,,,1,angry,,,,,,,guilty,,,,,
d_nikke_guilty_03_140,d_nikke_guilty_03,Narration,Locale_NikkeEpisode:d_nikke_guilty_03_140,False,,black,black,1.0,,,1,angry,,,,sfx_scn_stockingripped,,,guilty,,,,,
d_nikke_guilty_03_141,d_nikke_guilty_03,Speech,Locale_NikkeEpisode:d_nikke_guilty_03_141,True,,black,black,1.0,,,1,shy,,,,,,,guilty,guilty,,,,
d_nikke_guilty_03_142,d_nikke_guilty_03,Speech,Locale_NikkeEpisode:d_nikke_guilty_03_142,True,,1,10,2.0,,,1,shy,,,,,,,guilty,guilty,,,,
d_nikke_guilty_03_143,d_nikke_guilty_03,Speech,Locale_NikkeEpisode:d_nikke_guilty_03_143,True,,10,10,1.0,,,1,shy,,,,,,,guilty,guilty,,,,
d_nikke_guilty_03_144,d_nikke_guilty_03,Narration,Locale_NikkeEpisode:d_nikke_guilty_03_144,False,,black,black,1.0,,,1,shy,,,,sfx_scn_stockingripped,,,guilty,,,,,
d_nikke_guilty_03_145,d_nikke_guilty_03,Monologue,Locale_NikkeEpisode:d_nikke_guilty_03_145,False,,black,black,1.0,,,1,shy,,,,sfx_scn_bookdrop,,,guilty,,,,,
d_nikke_guilty_03_146,d_nikke_guilty_03,Speech,Locale_NikkeEpisode:d_nikke_guilty_03_146,True,,10,100,0.5,,,1,shy,,,,,,,guilty,guilty,,,,
d_nikke_guilty_03_147,d_nikke_guilty_03,Narration,Locale_NikkeEpisode:d_nikke_guilty_03_147,False,,100,100,1.0,,,1,shy,,,,sfx_scn_press,Vignetting,,guilty,,,Low_2,,
d_nikke_guilty_03_148,d_nikke_guilty_03,Monologue,Locale_NikkeEpisode:d_nikke_guilty_03_148,False,,100,100,1.0,,,1,shy,,,,,Vignetting,,guilty,,,,,
d_nikke_guilty_03_149,d_nikke_guilty_03,Self,Locale_NikkeEpisode:d_nikke_guilty_03_149,False,,100,100,1.0,,,1,shy,,,,,Vignetting,,guilty,,,,,
d_nikke_guilty_03_150,d_nikke_guilty_03,Speech,Locale_NikkeEpisode:d_nikke_guilty_03_150,True,,100,100,1.0,,,1,shy,,,,,Vignetting,,guilty,guilty,,,,
d_nikke_guilty_03_151,d_nikke_guilty_03,Narration,Locale_NikkeEpisode:d_nikke_guilty_03_151,False,,100,guilty_zoom3,1.0,,,1,shy,,,,sfx_scn_press,Vignetting,,guilty,,,Low_2,,
d_nikke_guilty_03_152,d_nikke_guilty_03,Speech,Locale_NikkeEpisode:d_nikke_guilty_03_152,True,,guilty_zoom3,guilty_zoom3,1.0,,,1,shy,,,,,Vignetting,,guilty,guilty,,,,
d_nikke_guilty_03_153,d_nikke_guilty_03,Narration,Locale_NikkeEpisode:d_nikke_guilty_03_153,False,,black,black,1.0,,,1,shy,,,,sfx_scn_bonecrash,Vignetting,,guilty,,,,,
d_nikke_guilty_03_154,d_nikke_guilty_03,Monologue,Locale_NikkeEpisode:d_nikke_guilty_03_154,False,,black,black,1.0,,,1,shy,,,,,Vignetting,,guilty,,,,,
