id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,characters/0/hide_char_id,play_sound,fade,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,set_filter_01,characters/1/hide_char_id,set_camera_shake,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,jump_target
d_nikke_anchor_05_131,d_nikke_anchor_05,Speech,anchor,anchor,Locale_NikkeEpisode:d_nikke_anchor_05_131,False,,1,idle,,2,2,1.0,,,,,,13,surprise,,,,,3,idle,,5,idle,
d_nikke_anchor_05_132,d_nikke_anchor_05,Speech,helm,helm,Locale_NikkeEpisode:d_nikke_anchor_05_132,True,,1,idle,,2,30,1.0,,,,,,13,surprise,,,,,3,idle,,5,idle,
d_nikke_anchor_05_133,d_nikke_anchor_05,Speech,helm,helm,Locale_NikkeEpisode:d_nikke_anchor_05_133,True,,1,idle,,30,30,1.0,,,,,,13,idle,,,,,3,idle,,5,idle,
d_nikke_anchor_05_134,d_nikke_anchor_05,Speech,helm,helm,Locale_NikkeEpisode:d_nikke_anchor_05_134,True,,1,idle,,30,30,1.0,,,,,,13,idle,,,,,3,idle,,5,idle,
d_nikke_anchor_05_135,d_nikke_anchor_05,Speech,helm,helm,Locale_NikkeEpisode:d_nikke_anchor_05_135,True,,1,idle,,30,30,1.0,,,,,,13,idle,,,,,3,idle,,5,idle,
d_nikke_anchor_05_136,d_nikke_anchor_05,Speech,helm,helm,Locale_NikkeEpisode:d_nikke_anchor_05_136,True,,1,idle,,30,30,1.0,,,,,,13,idle,,,,,3,no,,5,idle,
d_nikke_anchor_05_137,d_nikke_anchor_05,Speech,helm,helm,Locale_NikkeEpisode:d_nikke_anchor_05_137,True,,1,idle,,30,30,1.0,,,,,,13,idle,,,,,3,idle,,5,idle,
d_nikke_anchor_05_138,d_nikke_anchor_05,Self,,Self,Locale_NikkeEpisode:d_nikke_anchor_05_138,False,,1,idle,,30,30,1.0,,,,,,13,idle,,,,,3,idle,,5,idle,
d_nikke_anchor_05_139,d_nikke_anchor_05,Speech,helm,helm,Locale_NikkeEpisode:d_nikke_anchor_05_139,True,,1,idle,,30,30,1.0,,,,,,13,idle,,,,,3,idle,,5,idle,
d_nikke_anchor_05_140,d_nikke_anchor_05,Speech,helm,helm,Locale_NikkeEpisode:d_nikke_anchor_05_140,True,,1,idle,,30,30,1.0,,,,,,13,idle,,,,,3,idle,,5,idle,
d_nikke_anchor_05_141,d_nikke_anchor_05,Speech,helm,helm,Locale_NikkeEpisode:d_nikke_anchor_05_141,True,,1,idle,,30,30,1.0,,,,,,13,idle,,,,,3,idle,,5,idle,
d_nikke_anchor_05_142,d_nikke_anchor_05,Speech,helm,helm,Locale_NikkeEpisode:d_nikke_anchor_05_142,True,,1,idle,,30,30,1.0,,,,,,13,idle,,,,,3,idle,,5,idle,
d_nikke_anchor_05_143,d_nikke_anchor_05,Speech,helm,helm,Locale_NikkeEpisode:d_nikke_anchor_05_143,True,,1,idle,,30,30,1.0,,,,,,13,idle,,,,,3,shy,,5,idle,
d_nikke_anchor_05_144,d_nikke_anchor_05,Self,,Self,Locale_NikkeEpisode:d_nikke_anchor_05_144,False,,1,idle,,30,30,1.0,,,,,,13,idle,,,,,3,shy,,5,idle,
d_nikke_anchor_05_145,d_nikke_anchor_05,Speech,helm,helm,Locale_NikkeEpisode:d_nikke_anchor_05_145,True,,1,idle,,30,30,1.0,,,,,,13,idle,,,,,3,delight,,5,idle,
d_nikke_anchor_05_146,d_nikke_anchor_05,Speech,helm,helm,Locale_NikkeEpisode:d_nikke_anchor_05_146,True,,1,idle,,13,13,1.0,,,,,,13,idle,,,,,3,delight,,5,idle,
d_nikke_anchor_05_147,d_nikke_anchor_05,Speech,helm,helm,Locale_NikkeEpisode:d_nikke_anchor_05_147,True,,1,idle,,13,13,1.0,,,,,,13,idle,,,,,3,delight,,5,idle,
d_nikke_anchor_05_148,d_nikke_anchor_05,Speech,anchor,anchor,Locale_NikkeEpisode:d_nikke_anchor_05_148,True,,1,idle,,13,13,1.0,,,,,,13,surprise,,,,,3,delight,,5,idle,
d_nikke_anchor_05_149,d_nikke_anchor_05,Speech,helm,helm,Locale_NikkeEpisode:d_nikke_anchor_05_149,True,,1,idle,,30,30,1.0,,,,,,13,surprise,,,,,3,delight,,5,idle,
d_nikke_anchor_05_150,d_nikke_anchor_05,Speech,helm,helm,Locale_NikkeEpisode:d_nikke_anchor_05_150,True,,1,idle,,30,30,1.0,,,,,,13,surprise,,,,,3,delight,,5,idle,
d_nikke_anchor_05_151,d_nikke_anchor_05,Speech,anchor,anchor,Locale_NikkeEpisode:d_nikke_anchor_05_151,True,,1,idle,,13,13,1.0,,,,,,13,shy,,,,,3,delight,,5,idle,
d_nikke_anchor_05_152,d_nikke_anchor_05,Self,,Self,Locale_NikkeEpisode:d_nikke_anchor_05_152,False,,1,idle,,13,13,1.0,,,,,,13,shy,,,,,3,idle,,5,idle,
d_nikke_anchor_05_153,d_nikke_anchor_05,Monologue,,Monologue,Locale_NikkeEpisode:d_nikke_anchor_05_153,False,,1,idle,,black,black,1.0,,,,,,13,shy,,,,,3,idle,,5,idle,
d_nikke_anchor_05_154,d_nikke_anchor_05,Self,,Self,Locale_NikkeEpisode:d_nikke_anchor_05_154,False,,1,idle,,13,13,1.0,,,,,,13,shy,,,,,3,idle,,5,idle,
d_nikke_anchor_05_155,d_nikke_anchor_05,Self,,Self,Locale_NikkeEpisode:d_nikke_anchor_05_155,False,,1,idle,,13,13,1.0,,,,,,13,shy,,,,,3,idle,,5,idle,
d_nikke_anchor_05_156,d_nikke_anchor_05,Speech,anchor,anchor,Locale_NikkeEpisode:d_nikke_anchor_05_156,True,,1,idle,,13,13,1.0,,,,,,13,shy,,,,,3,idle,,5,idle,
d_nikke_anchor_05_157,d_nikke_anchor_05,Speech,anchor,anchor,Locale_NikkeEpisode:d_nikke_anchor_05_157,True,,1,idle,,13,S_130,2.0,,,,,,13,delight,,,,,3,idle,,5,idle,
d_nikke_anchor_05_158,d_nikke_anchor_05,Speech,anchor,anchor,Locale_NikkeEpisode:d_nikke_anchor_05_158,True,,1,idle,,S_130,S_130,1.0,,,,,,13,delight,,,,,3,idle,,5,idle,
d_nikke_anchor_05_159,d_nikke_anchor_05,Speech,anchor,anchor,Locale_NikkeEpisode:d_nikke_anchor_05_159,True,,1,idle,,S_130,S_130,1.0,,,,,,13,delight,,,,,3,idle,,5,idle,
d_nikke_anchor_05_160,d_nikke_anchor_05,Speech,anchor,anchor,Locale_NikkeEpisode:d_nikke_anchor_05_160,True,,1,idle,,S_130,S_130,1.0,,,,,,13,delight,,,,,3,idle,,5,idle,
d_nikke_anchor_05_161,d_nikke_anchor_05,Speech,anchor,anchor,Locale_NikkeEpisode:d_nikke_anchor_05_161,True,,1,idle,,S_130,S_1300,2.0,,,,,,13,idle,,,,,3,idle,,5,idle,
d_nikke_anchor_05_162,d_nikke_anchor_05,Speech,anchor,anchor,Locale_NikkeEpisode:d_nikke_anchor_05_162,True,,1,idle,,S_1300,S_1300,1.0,,,,,,13,idle,,,,,3,idle,,5,idle,
d_nikke_anchor_05_163,d_nikke_anchor_05,Speech,anchor,anchor,Locale_NikkeEpisode:d_nikke_anchor_05_163,True,,1,idle,,S_1300,S_1300,1.0,,,,,,13,idle,,,,,3,idle,,5,idle,
d_nikke_anchor_05_164,d_nikke_anchor_05,Speech,anchor,anchor,Locale_NikkeEpisode:d_nikke_anchor_05_164,True,,1,idle,,S_1300,S_1300,1.0,,,,,,13,shy,,,,,3,idle,,5,idle,
d_nikke_anchor_05_165,d_nikke_anchor_05,Speech,anchor,anchor,Locale_NikkeEpisode:d_nikke_anchor_05_165,True,,1,idle,,S_1300,S_1300,1.0,,,,,,13,shy,,,,,3,idle,,5,idle,
d_nikke_anchor_05_166,d_nikke_anchor_05,Self,,Self,Locale_NikkeEpisode:d_nikke_anchor_05_166,False,,1,idle,,S_1300,S_1300,1.0,,,,,,13,shy,,,,,3,idle,,5,idle,
