id,group_id,speech_window,speaker,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,highlight,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,play_sound,set_camera_shake,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/hide_char_id,jump_target,characters/0/hide_char_id,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/2/hide_char_id,fade
d_nikke_epinel_05_133,d_nikke_epinel_05,Monologue,Monologue,Locale_NikkeEpisode:d_nikke_epinel_05_133,False,,black,black,1.0,,,,,,sfx_scn_skateboarding,,,1,idle,,,,,,,,
d_nikke_epinel_05_134,d_nikke_epinel_05,Self,Self,Locale_NikkeEpisode:d_nikke_epinel_05_134,False,,15,1500,0.3,,,,,,,Low_2,,1,idle,,,,,,,,
d_nikke_epinel_05_135,d_nikke_epinel_05,Monologue,Monologue,Locale_NikkeEpisode:d_nikke_epinel_05_135,False,,black,black,1.0,,,,,,,,,1,idle,,,,,,,,
d_nikke_epinel_05_136,d_nikke_epinel_05,Monologue,Monologue,Locale_NikkeEpisode:d_nikke_epinel_05_136,False,,black,black,1.0,,,,,,,,,1,idle,,,,,,,,
d_nikke_epinel_05_137,d_nikke_epinel_05,Monologue,Monologue,Locale_NikkeEpisode:d_nikke_epinel_05_137,False,,black,black,1.0,,,,,,,,,12,idle,,,,,,,,
d_nikke_epinel_05_138,d_nikke_epinel_05,Speech,epinel,Locale_NikkeEpisode:d_nikke_epinel_05_138,True,,14,14,1.0,,epinel,,,,,,,14,delight,,,,,,,,
d_nikke_epinel_05_139,d_nikke_epinel_05,Speech,epinel,Locale_NikkeEpisode:d_nikke_epinel_05_139,True,,14,14,1.0,,epinel,,,,,,,14,delight,,,,,,,,
d_nikke_epinel_05_140,d_nikke_epinel_05,Choice,,Locale_NikkeEpisode:d_nikke_epinel_05_140,False,,14,14,1.0,,,,,,,,,14,delight,,d_nikke_epinel_05_142,,,,,,
d_nikke_epinel_05_141,d_nikke_epinel_05,Choice,,Locale_NikkeEpisode:d_nikke_epinel_05_141,False,,14,14,1.0,,,,,,,,,14,delight,,d_nikke_epinel_05_142,,,,,,
d_nikke_epinel_05_142,d_nikke_epinel_05,Speech,epinel,Locale_NikkeEpisode:d_nikke_epinel_05_142,True,,14,XS_140,1.0,,epinel,,,,,,,14,delight,,,,,,,,
d_nikke_epinel_05_143,d_nikke_epinel_05,Speech,epinel,Locale_NikkeEpisode:d_nikke_epinel_05_143,True,,XS_140,XS_140,1.0,,epinel,,,,,,,14,delight,,,,,,,,
d_nikke_epinel_05_144,d_nikke_epinel_05,Speech,epinel,Locale_NikkeEpisode:d_nikke_epinel_05_144,True,,XS_140,XS_140,1.0,,epinel,,,,,,,14,delight,,,,,,,,
d_nikke_epinel_05_145,d_nikke_epinel_05,Speech,epinel,Locale_NikkeEpisode:d_nikke_epinel_05_145,True,,XS_140,XS_140,1.0,,epinel,,,,,,,14,shy,,,,,,,,
