id,group_id,speech_window,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_sound,play_bgm,highlight,speaker,jump_target,set_camera_shake,set_filter_01,fade,conversation_id,characters/0/set_char_position,characters/0/set_char_anim,characters/0/show_char_id,characters/0/hide_char_id,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/1/hide_char_id,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/2/hide_char_id
d_nikke_exia_03_135,d_nikke_exia_03,Speech,Locale_NikkeEpisode:d_nikke_exia_03_135,True,,10,10,1.0,,,exia,exia,d_nikke_exia_03_142,,,,,1,idle,,,,,,,,,,
d_nikke_exia_03_136,d_nikke_exia_03,Speech,Locale_NikkeEpisode:d_nikke_exia_03_136,False,,10,10,1.0,,,exia,exia,,,,,,1,shy2,,,,,,,,,,
d_nikke_exia_03_137,d_nikke_exia_03,Speech,Locale_NikkeEpisode:d_nikke_exia_03_137,True,,10,10,2.0,,,exia,exia,,,,,,1,shy2,,,,,,,,,,
d_nikke_exia_03_138,d_nikke_exia_03,Self,Locale_NikkeEpisode:d_nikke_exia_03_138,False,,10,10,1.0,,,exia,,,,,,,1,shy2,,,,,,,,,,
d_nikke_exia_03_139,d_nikke_exia_03,Speech,Locale_NikkeEpisode:d_nikke_exia_03_139,True,,10,10,1.0,,,exia,exia,,,,,,1,idle,,,,,,,,,,
d_nikke_exia_03_140,d_nikke_exia_03,Speech,Locale_NikkeEpisode:d_nikke_exia_03_140,True,,10,10,1.0,,,exia,exia,,,,,,1,idle,,,,,,,,,,
d_nikke_exia_03_141,d_nikke_exia_03,Speech,Locale_NikkeEpisode:d_nikke_exia_03_141,True,,10,10,1.0,,,exia,exia,d_nikke_exia_03_142,,,,,1,idle,,,,,,,,,,
d_nikke_exia_03_142,d_nikke_exia_03,Self,Locale_NikkeEpisode:d_nikke_exia_03_142,False,,10,10,1.0,,,exia,,,,,,,1,idle,,,,,,,,,,
d_nikke_exia_03_143,d_nikke_exia_03,Speech,Locale_NikkeEpisode:d_nikke_exia_03_143,True,,10,10,1.0,,,exia,exia,,,,,,1,idle,,,,,,,,,,
d_nikke_exia_03_144,d_nikke_exia_03,Speech,Locale_NikkeEpisode:d_nikke_exia_03_144,True,,10,1,2.0,,,exia,exia,,,,,,1,idle,,,,,,,,,,
d_nikke_exia_03_145,d_nikke_exia_03,Self,Locale_NikkeEpisode:d_nikke_exia_03_145,False,,1,1,1.0,,,exia,,,,,,,1,idle,,,,,,,,,,
d_nikke_exia_03_146,d_nikke_exia_03,Speech,Locale_NikkeEpisode:d_nikke_exia_03_146,True,,1,1,1.0,,,exia,exia,,,,,,1,idle,,,,,,,,,,
d_nikke_exia_03_147,d_nikke_exia_03,Speech,Locale_NikkeEpisode:d_nikke_exia_03_147,True,,1,1,1.0,,,exia,exia,,,,,,1,idle,,,,,,,,,,
d_nikke_exia_03_148,d_nikke_exia_03,Self,Locale_NikkeEpisode:d_nikke_exia_03_148,False,,1,1,1.0,,,exia,,,,,,,1,idle,,,,,,,,,,
d_nikke_exia_03_149,d_nikke_exia_03,Speech,Locale_NikkeEpisode:d_nikke_exia_03_149,False,,1,1,1.0,,,exia,exia,,,,,,1,idle,,,,,,,,,,
d_nikke_exia_03_150,d_nikke_exia_03,Speech,Locale_NikkeEpisode:d_nikke_exia_03_150,True,,1,1,1.0,,,exia,exia,,,,,,1,idle,,,,,,,,,,
d_nikke_exia_03_151,d_nikke_exia_03,Speech,Locale_NikkeEpisode:d_nikke_exia_03_151,True,,1,10,1.0,,,exia,exia,,,,,,1,idle,,,,,,,,,,
d_nikke_exia_03_152,d_nikke_exia_03,Speech,Locale_NikkeEpisode:d_nikke_exia_03_152,True,,10,10,1.0,,,exia,exia,,,,,,1,idle,,,,,,,,,,
d_nikke_exia_03_153,d_nikke_exia_03,Speech,Locale_NikkeEpisode:d_nikke_exia_03_153,True,,10,10,1.0,,,exia,exia,,,,,,1,idle,,,,,,,,,,
d_nikke_exia_03_154,d_nikke_exia_03,Speech,Locale_NikkeEpisode:d_nikke_exia_03_154,True,,10,10,1.0,,,exia,exia,,,,,,1,idle,,,,,,,,,,
d_nikke_exia_03_155,d_nikke_exia_03,Speech,Locale_NikkeEpisode:d_nikke_exia_03_155,True,,10,10,1.0,,,exia,exia,,,,,,1,idle,,,,,,,,,,
d_nikke_exia_03_156,d_nikke_exia_03,Choice,Locale_NikkeEpisode:d_nikke_exia_03_156,False,,10,10,1.0,,,exia,,d_nikke_exia_03_158,,,,,1,idle,,,,,,,,,,
d_nikke_exia_03_157,d_nikke_exia_03,Choice,Locale_NikkeEpisode:d_nikke_exia_03_157,False,,10,10,1.0,,,exia,,d_nikke_exia_03_159,,,,,1,idle,,,,,,,,,,
d_nikke_exia_03_158,d_nikke_exia_03,Speech,Locale_NikkeEpisode:d_nikke_exia_03_158,True,,10,10,1.0,,,exia,exia,d_nikke_exia_03_161,,,,,1,idle,,,,,,,,,,
d_nikke_exia_03_159,d_nikke_exia_03,Speech,Locale_NikkeEpisode:d_nikke_exia_03_159,False,,10,10,1.0,,,exia,exia,,,,,,1,delight,,,,,,,,,,
d_nikke_exia_03_160,d_nikke_exia_03,Speech,Locale_NikkeEpisode:d_nikke_exia_03_160,True,,10,10,1.0,,,exia,exia,d_nikke_exia_03_161,,,,,1,delight,,,,,,,,,,
d_nikke_exia_03_161,d_nikke_exia_03,Speech,Locale_NikkeEpisode:d_nikke_exia_03_161,True,,10,S_100,2.0,,,exia,exia,,,,,,1,idle,,,,,,,,,,
d_nikke_exia_03_162,d_nikke_exia_03,Speech,Locale_NikkeEpisode:d_nikke_exia_03_162,True,,S_100,S_100,1.0,,,exia,exia,,,,,,1,idle,,,,,,,,,,
d_nikke_exia_03_163,d_nikke_exia_03,Speech,Locale_NikkeEpisode:d_nikke_exia_03_163,True,,S_100,S_100,1.0,,,exia,exia,,,,,,1,idle,,,,,,,,,,
d_nikke_exia_03_164,d_nikke_exia_03,Choice,Locale_NikkeEpisode:d_nikke_exia_03_164,False,,S_100,S_100,1.0,,,exia,,d_nikke_exia_03_166,,,,,1,idle,,,,,,,,,,
d_nikke_exia_03_165,d_nikke_exia_03,Choice,Locale_NikkeEpisode:d_nikke_exia_03_165,False,,S_100,S_100,1.0,,,exia,,d_nikke_exia_03_168,,,,,1,idle,,,,,,,,,,
d_nikke_exia_03_166,d_nikke_exia_03,Speech,Locale_NikkeEpisode:d_nikke_exia_03_166,True,,S_100,S_100,1.0,,,exia,exia,,,,,,1,delight,,,,,,,,,,
d_nikke_exia_03_167,d_nikke_exia_03,Speech,Locale_NikkeEpisode:d_nikke_exia_03_167,True,,S_100,S_100,1.0,,,exia,exia,d_nikke_exia_03_169,,,,,1,shy2,,,,,,,,,,
d_nikke_exia_03_168,d_nikke_exia_03,Speech,Locale_NikkeEpisode:d_nikke_exia_03_168,True,,S_100,S_100,1.0,,,exia,exia,,,,,,1,delight,,,,,,,,,,
d_nikke_exia_03_169,d_nikke_exia_03,Speech,Locale_NikkeEpisode:d_nikke_exia_03_169,True,,S_100,S_100,1.0,,,exia,exia,,,,,,1,shy2,,,,,,,,,,
