id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,characters/4/show_char_id,characters/4/set_char_position,characters/4/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,characters/0/hide_char_id,characters/1/hide_char_id,characters/2/hide_char_id,characters/3/hide_char_id,characters/4/hide_char_id,fade
d_nikke_hongryeon_blackshadow_02_95,d_nikke_hongryeon_blackshadow_02,Speech,liliweiss,liliweiss,Locale_NikkeEpisode:d_nikke_hongryeon_blackshadow_02_95,True,,5,idle,,3,idle,,1,idle,,13,idle,,15,think,,31,31,1.0,,,,,,,
d_nikke_hongryeon_blackshadow_02_96,d_nikke_hongryeon_blackshadow_02,Speech,snowwhite_o,snowwhite_o,Locale_NikkeEpisode:d_nikke_hongryeon_blackshadow_02_96,True,,5,idle,,3,idle,,1,idle,,13,idle,,15,think,,31,113,1.0,,,,,,,
d_nikke_hongryeon_blackshadow_02_97,d_nikke_hongryeon_blackshadow_02,Speech,liliweiss,liliweiss,Locale_NikkeEpisode:d_nikke_hongryeon_blackshadow_02_97,True,,5,idle,,3,idle,,1,idle,,13,idle,,15,think,,113,113,1.0,,,,,,,
d_nikke_hongryeon_blackshadow_02_98,d_nikke_hongryeon_blackshadow_02,Speech,snowwhite_o,snowwhite_o,Locale_NikkeEpisode:d_nikke_hongryeon_blackshadow_02_98,True,,5,idle,,3,idle,,1,idle,,13,idle,,15,think,,113,113,1.0,,,,,,,
d_nikke_hongryeon_blackshadow_02_99,d_nikke_hongryeon_blackshadow_02,Speech,liliweiss,liliweiss,Locale_NikkeEpisode:d_nikke_hongryeon_blackshadow_02_99,True,,5,idle,,3,idle,,1,idle,,13,idle,,15,think,,30,30,1.0,,,,,,,
d_nikke_hongryeon_blackshadow_02_100,d_nikke_hongryeon_blackshadow_02,Speech,snowwhite_o,snowwhite_o,Locale_NikkeEpisode:d_nikke_hongryeon_blackshadow_02_100,True,,5,idle,,3,idle,,1,idle,,13,idle,,15,think,,S_130,S_130,1.0,,,,,,,
d_nikke_hongryeon_blackshadow_02_101,d_nikke_hongryeon_blackshadow_02,Speech,hongryeon_o,hongryeon_o,Locale_NikkeEpisode:d_nikke_hongryeon_blackshadow_02_101,True,,5,idle,,3,idle,,1,surprise,,13,idle,,15,think,,S_130,10,1.0,,,,,,,
d_nikke_hongryeon_blackshadow_02_102,d_nikke_hongryeon_blackshadow_02,Narration,Narration,Narration,Locale_NikkeEpisode:d_nikke_hongryeon_blackshadow_02_102,False,,5,idle,,3,idle,,1,idle,,13,idle,,15,think,MachineRoom,113,113,1.0,,rapunzel_o,,,,,black
d_nikke_hongryeon_blackshadow_02_103,d_nikke_hongryeon_blackshadow_02,Narration,Narration,Narration,Locale_NikkeEpisode:d_nikke_hongryeon_blackshadow_02_103,False,,,,,3,idle,,1,idle,,13,idle,,15,think,,113,113,1.0,,,,,,,
d_nikke_hongryeon_blackshadow_02_104,d_nikke_hongryeon_blackshadow_02,Speech,snowwhite_o,snowwhite_o,Locale_NikkeEpisode:d_nikke_hongryeon_blackshadow_02_104,True,,,,,3,idle,,1,idle,,13,idle,,15,think,,113,113,1.0,,,,,,,
d_nikke_hongryeon_blackshadow_02_105,d_nikke_hongryeon_blackshadow_02,Speech,snowwhite_o,snowwhite_o,Locale_NikkeEpisode:d_nikke_hongryeon_blackshadow_02_105,True,,,,,3,idle,,1,idle,,13,idle,,15,think,,113,113,1.0,,,,,,,
d_nikke_hongryeon_blackshadow_02_106,d_nikke_hongryeon_blackshadow_02,Speech,hongryeon_o,hongryeon_o,Locale_NikkeEpisode:d_nikke_hongryeon_blackshadow_02_106,True,,,,,3,idle,,1,sad,,13,idle,,15,think,,113,113,1.0,,,,,,,
d_nikke_hongryeon_blackshadow_02_107,d_nikke_hongryeon_blackshadow_02,Speech,hongryeon_o,hongryeon_o,Locale_NikkeEpisode:d_nikke_hongryeon_blackshadow_02_107,True,,,,,3,idle,,1,sad,,13,idle,,15,think,,113,10,1.0,,,,,,,
d_nikke_hongryeon_blackshadow_02_108,d_nikke_hongryeon_blackshadow_02,Speech,snowwhite_o,snowwhite_o,Locale_NikkeEpisode:d_nikke_hongryeon_blackshadow_02_108,True,,,,,3,idle,,1,sad,,13,idle,,15,think,,10,10,1.0,,,,,,,
d_nikke_hongryeon_blackshadow_02_109,d_nikke_hongryeon_blackshadow_02,Speech,hongryeon_o,hongryeon_o,Locale_NikkeEpisode:d_nikke_hongryeon_blackshadow_02_109,True,,,,,3,idle,,1,idle,,13,idle,,15,think,,10,10,1.0,,,,,,,
d_nikke_hongryeon_blackshadow_02_110,d_nikke_hongryeon_blackshadow_02,Speech,hongryeon_o,hongryeon_o,Locale_NikkeEpisode:d_nikke_hongryeon_blackshadow_02_110,True,,,,,3,idle,,1,idle,,13,idle,,15,think,,10,10,1.0,,,,,,,
d_nikke_hongryeon_blackshadow_02_111,d_nikke_hongryeon_blackshadow_02,Speech,hongryeon_o,hongryeon_o,Locale_NikkeEpisode:d_nikke_hongryeon_blackshadow_02_111,True,,,,,3,idle,,1,idle,,13,idle,,15,think,,10,10,1.0,,,,,,,
d_nikke_hongryeon_blackshadow_02_112,d_nikke_hongryeon_blackshadow_02,Speech,hongryeon_o,hongryeon_o,Locale_NikkeEpisode:d_nikke_hongryeon_blackshadow_02_112,True,,,,,3,idle,,1,sad,,13,idle,,15,think,,10,100,1.0,,,,,,,
d_nikke_hongryeon_blackshadow_02_113,d_nikke_hongryeon_blackshadow_02,Speech,hongryeon_o,hongryeon_o,Locale_NikkeEpisode:d_nikke_hongryeon_blackshadow_02_113,True,,,,,3,idle,,1,idle,,13,idle,,15,think,,100,100,1.0,,,,,,,
d_nikke_hongryeon_blackshadow_02_114,d_nikke_hongryeon_blackshadow_02,Speech,snowwhite_o,snowwhite_o,Locale_NikkeEpisode:d_nikke_hongryeon_blackshadow_02_114,False,,,,,3,idle,,1,idle,,13,idle,,15,think,,S_130,S_130,1.0,,,,,,,
d_nikke_hongryeon_blackshadow_02_115,d_nikke_hongryeon_blackshadow_02,Speech,redhood,redhood,Locale_NikkeEpisode:d_nikke_hongryeon_blackshadow_02_115,True,,,,,3,idle,,1,idle,,13,idle,,15,idle,,S_130,150,1.0,,,,,,,
d_nikke_hongryeon_blackshadow_02_116,d_nikke_hongryeon_blackshadow_02,Speech,hongryeon_o,hongryeon_o,Locale_NikkeEpisode:d_nikke_hongryeon_blackshadow_02_116,True,,,,,3,idle,,1,surprise,,13,idle,,15,idle,,113,113,1.0,,,,,,,
d_nikke_hongryeon_blackshadow_02_117,d_nikke_hongryeon_blackshadow_02,Speech,liliweiss,liliweiss,Locale_NikkeEpisode:d_nikke_hongryeon_blackshadow_02_117,True,,,,,3,delight,,1,surprise,,13,idle,,15,idle,,3,30,0.5,,,,,,,
d_nikke_hongryeon_blackshadow_02_118,d_nikke_hongryeon_blackshadow_02,Speech,hongryeon_o,hongryeon_o,Locale_NikkeEpisode:d_nikke_hongryeon_blackshadow_02_118,True,,,,,3,delight,,1,angry,,13,idle,,15,idle,,1,10,0.5,,,,,,,
d_nikke_hongryeon_blackshadow_02_119,d_nikke_hongryeon_blackshadow_02,Speech,liliweiss,liliweiss,Locale_NikkeEpisode:d_nikke_hongryeon_blackshadow_02_119,True,,,,,3,delight,,1,angry,,13,idle,,15,idle,,30,300,0.5,,,,,,,
d_nikke_hongryeon_blackshadow_02_120,d_nikke_hongryeon_blackshadow_02,Speech,hongryeon_o,hongryeon_o,Locale_NikkeEpisode:d_nikke_hongryeon_blackshadow_02_120,True,,,,,3,delight,,1,angry,,13,idle,,15,idle,,10,100,0.5,,,,,,,
d_nikke_hongryeon_blackshadow_02_121,d_nikke_hongryeon_blackshadow_02,Speech,snowwhite_o,snowwhite_o,Locale_NikkeEpisode:d_nikke_hongryeon_blackshadow_02_121,True,,,,,3,idle,,1,angry,,13,idle,,15,idle,,S_130,S_130,1.0,,,,,,,
d_nikke_hongryeon_blackshadow_02_122,d_nikke_hongryeon_blackshadow_02,Speech,hongryeon_o,hongryeon_o,Locale_NikkeEpisode:d_nikke_hongryeon_blackshadow_02_122,False,,,,,3,idle,,1,surprise,,13,idle,,15,idle,,10,10,1.0,,,,,,,
d_nikke_hongryeon_blackshadow_02_123,d_nikke_hongryeon_blackshadow_02,Speech,liliweiss,liliweiss,Locale_NikkeEpisode:d_nikke_hongryeon_blackshadow_02_123,True,,,,,3,idle,,1,surprise,,13,idle,,15,idle,,10,113,1.0,,,,,,,
d_nikke_hongryeon_blackshadow_02_124,d_nikke_hongryeon_blackshadow_02,Speech,liliweiss,liliweiss,Locale_NikkeEpisode:d_nikke_hongryeon_blackshadow_02_124,True,,,,,3,delight,,1,surprise,,13,idle,,15,idle,,113,113,1.0,,,,,,,
d_nikke_hongryeon_blackshadow_02_125,d_nikke_hongryeon_blackshadow_02,Speech,hongryeon_o,hongryeon_o,Locale_NikkeEpisode:d_nikke_hongryeon_blackshadow_02_125,False,,,,,3,delight,,1,surprise,,13,idle,,15,idle,,113,113,1.0,,,,,,,
d_nikke_hongryeon_blackshadow_02_126,d_nikke_hongryeon_blackshadow_02,Speech,hongryeon_o,hongryeon_o,Locale_NikkeEpisode:d_nikke_hongryeon_blackshadow_02_126,True,,,,,3,idle,,1,surprise,,13,idle,,15,idle,,113,10,1.0,,,,,,,
d_nikke_hongryeon_blackshadow_02_127,d_nikke_hongryeon_blackshadow_02,Speech,hongryeon_o,hongryeon_o,Locale_NikkeEpisode:d_nikke_hongryeon_blackshadow_02_127,True,,,,,3,idle,,1,surprise,,13,idle,,15,idle,,10,10,1.0,,,,,,,
d_nikke_hongryeon_blackshadow_02_128,d_nikke_hongryeon_blackshadow_02,Speech,redhood,redhood,Locale_NikkeEpisode:d_nikke_hongryeon_blackshadow_02_128,True,,,,,3,idle,,1,surprise,,13,idle,,15,idle,,1315,1315,1.0,,,,,,,
d_nikke_hongryeon_blackshadow_02_129,d_nikke_hongryeon_blackshadow_02,Speech,redhood,redhood,Locale_NikkeEpisode:d_nikke_hongryeon_blackshadow_02_129,True,,,,,3,idle,,1,surprise,,13,idle,,15,idle,,1315,1315,1.0,,,,,,,
d_nikke_hongryeon_blackshadow_02_130,d_nikke_hongryeon_blackshadow_02,Speech,snowwhite_o,snowwhite_o,Locale_NikkeEpisode:d_nikke_hongryeon_blackshadow_02_130,True,,,,,3,idle,,1,surprise,,13,delight,,15,idle,,1315,1315,1.0,,,,,,,
d_nikke_hongryeon_blackshadow_02_131,d_nikke_hongryeon_blackshadow_02,Speech,hongryeon_o,hongryeon_o,Locale_NikkeEpisode:d_nikke_hongryeon_blackshadow_02_131,False,,,,,3,idle,,1,sad,,13,delight,,15,idle,,1315,31,1.0,,,,,,,
d_nikke_hongryeon_blackshadow_02_132,d_nikke_hongryeon_blackshadow_02,Speech,liliweiss,liliweiss,Locale_NikkeEpisode:d_nikke_hongryeon_blackshadow_02_132,True,,,,,3,idle,,1,sad,,13,idle,,15,idle,,31,31,1.0,,,,,,,
d_nikke_hongryeon_blackshadow_02_133,d_nikke_hongryeon_blackshadow_02,Speech,liliweiss,liliweiss,Locale_NikkeEpisode:d_nikke_hongryeon_blackshadow_02_133,True,,,,,3,delight,,1,sad,,13,idle,,15,idle,,31,31,1.0,,,,,,,
d_nikke_hongryeon_blackshadow_02_134,d_nikke_hongryeon_blackshadow_02,Speech,hongryeon_o,hongryeon_o,Locale_NikkeEpisode:d_nikke_hongryeon_blackshadow_02_134,True,,,,,3,delight,,1,sad,,13,idle,,15,idle,,31,31,1.0,,,,,,,
d_nikke_hongryeon_blackshadow_02_135,d_nikke_hongryeon_blackshadow_02,Speech,redhood,redhood,Locale_NikkeEpisode:d_nikke_hongryeon_blackshadow_02_135,True,,,,,3,idle,,1,sad,,13,idle,,15,idle,,31,15,1.0,,,,,,,
d_nikke_hongryeon_blackshadow_02_136,d_nikke_hongryeon_blackshadow_02,Speech,redhood,redhood,Locale_NikkeEpisode:d_nikke_hongryeon_blackshadow_02_136,True,,,,,3,idle,,1,sad,,13,idle,,15,idle,,15,150,1.0,,,,,,,
d_nikke_hongryeon_blackshadow_02_137,d_nikke_hongryeon_blackshadow_02,Speech,hongryeon_o,hongryeon_o,Locale_NikkeEpisode:d_nikke_hongryeon_blackshadow_02_137,True,,,,,3,idle,,1,idle,,13,idle,,15,idle,,10,10,1.0,,,,,,,
