id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,play_sound,set_camera_shake,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,jump_target,characters/0/hide_char_id,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,set_filter_01,characters/1/hide_char_id,characters/2/hide_char_id
d_nikke_sugar_01_133,d_nikke_sugar_01,Speech,massproduction01,massproduction01,Locale_NikkeEpisode:d_nikke_sugar_01_133,True,,113,113,1.0,,,,,1,idle,,,,13,idle,,,,,,
d_nikke_sugar_01_134,d_nikke_sugar_01,Self,massproduction01,Self,Locale_NikkeEpisode:d_nikke_sugar_01_134,False,,113,113,1.0,,,,,1,idle,,,,13,idle,,,,,,
d_nikke_sugar_01_135,d_nikke_sugar_01,Speech,massproduction01,massproduction01,Locale_NikkeEpisode:d_nikke_sugar_01_135,True,,113,113,1.0,,,,,1,idle,,,,13,idle,,,,,,
d_nikke_sugar_01_136,d_nikke_sugar_01,Speech,massproduction01,massproduction01,Locale_NikkeEpisode:d_nikke_sugar_01_136,True,,113,113,1.0,,,,,1,idle,,,,13,idle,,,,,,
d_nikke_sugar_01_137,d_nikke_sugar_01,Speech,massproduction01,massproduction01,Locale_NikkeEpisode:d_nikke_sugar_01_137,True,,113,113,1.0,,,,,1,idle,,,,13,idle,,,,,,
d_nikke_sugar_01_138,d_nikke_sugar_01,Self,massproduction01,Self,Locale_NikkeEpisode:d_nikke_sugar_01_138,False,,113,113,1.0,,,,,1,idle,,,,13,idle,,,,,,
d_nikke_sugar_01_139,d_nikke_sugar_01,Speech,sugar,sugar,Locale_NikkeEpisode:d_nikke_sugar_01_139,True,,113,113,1.0,,,,,1,idle,,,,13,idle,,,,,,
d_nikke_sugar_01_140,d_nikke_sugar_01,Speech,massproduction01,massproduction01,Locale_NikkeEpisode:d_nikke_sugar_01_140,True,,113,113,1.0,,,,,1,idle,,,,13,idle,,,,,,
d_nikke_sugar_01_141,d_nikke_sugar_01,Speech,sugar,sugar,Locale_NikkeEpisode:d_nikke_sugar_01_141,True,,113,S_10,1.0,,,,,1,idle,,,,13,idle,,,,,,
d_nikke_sugar_01_142,d_nikke_sugar_01,Speech,sugar,sugar,Locale_NikkeEpisode:d_nikke_sugar_01_142,True,,S_10,S_100,1.0,,,,,1,idle,,,,13,idle,,,,,,
d_nikke_sugar_01_143,d_nikke_sugar_01,Speech,sugar,sugar,Locale_NikkeEpisode:d_nikke_sugar_01_143,True,,S_100,S_100,1.0,,,,,1,idle,,,,13,idle,,,,,,
