id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,jump_target,characters/0/hide_char_id,fade,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/1/hide_char_id,set_camera_shake,play_sound,set_filter_01,characters/9/set_char_anim
d_nikke_blanc_05_141,d_nikke_blanc_05,Speech,blanc,blanc,Locale_NikkeEpisode:d_nikke_blanc_05_141,True,,1,idle,,L_10,L_10,1.0,,,,,,,,,,,,
d_nikke_blanc_05_142,d_nikke_blanc_05,Self,blanc,Self,Locale_NikkeEpisode:d_nikke_blanc_05_142,False,,1,idle,,L_10,L_10,1.0,,,,,,,,,,,,
d_nikke_blanc_05_143,d_nikke_blanc_05,Speech,blanc,blanc,Locale_NikkeEpisode:d_nikke_blanc_05_143,True,,1,idle,,L_10,L_10,1.0,,,,,,,,,,,,
d_nikke_blanc_05_144,d_nikke_blanc_05,Self,blanc,Self,Locale_NikkeEpisode:d_nikke_blanc_05_144,False,,1,idle,,L_10,L_10,1.0,,,,,,,,,,,,
d_nikke_blanc_05_145,d_nikke_blanc_05,Speech,blanc,blanc,Locale_NikkeEpisode:d_nikke_blanc_05_145,True,,1,idle,,L_10,L_10,1.0,,,,,,,,,,,,
d_nikke_blanc_05_146,d_nikke_blanc_05,Speech,blanc,blanc,Locale_NikkeEpisode:d_nikke_blanc_05_146,True,,1,idle,,L_10,L_10,1.0,,,,,,,,,,,,
d_nikke_blanc_05_147,d_nikke_blanc_05,Speech,blanc,blanc,Locale_NikkeEpisode:d_nikke_blanc_05_147,True,,1,shy,,L_10,L_10,1.0,,,,,,,,,,,,
d_nikke_blanc_05_148,d_nikke_blanc_05,Speech,blanc,blanc,Locale_NikkeEpisode:d_nikke_blanc_05_148,True,,1,shy,,L_10,L_10,1.0,,,,,,,,,,,,
d_nikke_blanc_05_149,d_nikke_blanc_05,Self,blanc,Self,Locale_NikkeEpisode:d_nikke_blanc_05_149,False,,1,shy,,L_10,L_10,1.0,,,,,,,,,,,,
d_nikke_blanc_05_150,d_nikke_blanc_05,Monologue,blanc,Monologue,Locale_NikkeEpisode:d_nikke_blanc_05_150,False,,1,shy,,L_10,L_10,1.0,,,,,,,,,,,,
d_nikke_blanc_05_151,d_nikke_blanc_05,Self,blanc,Self,Locale_NikkeEpisode:d_nikke_blanc_05_151,False,,1,shy,,L_10,L_10,1.0,,,,,,,,,,,,
d_nikke_blanc_05_152,d_nikke_blanc_05,Monologue,blanc,Monologue,Locale_NikkeEpisode:d_nikke_blanc_05_152,False,,1,shy,,L_10,L_100,1.0,,,,,,,,,,,,
d_nikke_blanc_05_153,d_nikke_blanc_05,Speech,blanc,blanc,Locale_NikkeEpisode:d_nikke_blanc_05_153,True,,1,delight,,L_100,L_100,1.0,,,,,,,,,,,,
d_nikke_blanc_05_154,d_nikke_blanc_05,Speech,blanc,blanc,Locale_NikkeEpisode:d_nikke_blanc_05_154,True,,1,idle,,L_100,L_100,1.0,,,,,,,,,,,,s
d_nikke_blanc_05_155,d_nikke_blanc_05,Self,blanc,Self,Locale_NikkeEpisode:d_nikke_blanc_05_155,False,,1,idle,,L_100,L_100,1.0,,,,,,,,,,,,
d_nikke_blanc_05_156,d_nikke_blanc_05,Self,blanc,Self,Locale_NikkeEpisode:d_nikke_blanc_05_156,False,,1,idle,,L_100,L_100,1.0,,,,,,,,,,,,
d_nikke_blanc_05_157,d_nikke_blanc_05,Speech,blanc,blanc,Locale_NikkeEpisode:d_nikke_blanc_05_157,True,,1,delight,,L_100,L_100,1.0,,,,,,,,,,,,
d_nikke_blanc_05_158,d_nikke_blanc_05,Speech,blanc,blanc,Locale_NikkeEpisode:d_nikke_blanc_05_158,True,,1,shy,,L_100,L_100,1.0,,,,,,,,,,,,
d_nikke_blanc_05_159,d_nikke_blanc_05,Monologue,blanc,Monologue,Locale_NikkeEpisode:d_nikke_blanc_05_159,False,,1,shy,,black,black,1.0,,,,,,,,,,,,
