id,group_id,speech_window,speaker,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,characters/4/show_char_id,characters/4/set_char_position,characters/4/set_char_anim,characters/5/show_char_id,characters/5/set_char_position,characters/5/set_char_anim,play_sound,highlight,characters/5/hide_char_id,characters/6/show_char_id,characters/6/set_char_position,characters/6/set_char_anim,fade,characters/6/hide_char_id,set_filter_01
d_nikke_littlemermaid_01_99,d_nikke_littlemermaid_01,Speech,redshoes,Locale_NikkeEpisode:d_nikke_littlemermaid_01_99,True,,14,14,1.0,,,5,surprise,,3,surprise,,1,idle,,13,think,,15,idle_blue,,,,,redshoes,,,,,,,
d_nikke_littlemermaid_01_100,d_nikke_littlemermaid_01,Speech,littlemermaid,Locale_NikkeEpisode:d_nikke_littlemermaid_01_100,True,,14,12,1.3,,,5,surprise,,3,surprise,,1,idle,,13,think,,15,idle_blue,,,,,littlemermaid,,,,,,,
d_nikke_littlemermaid_01_101,d_nikke_littlemermaid_01,Narration,,Locale_NikkeEpisode:d_nikke_littlemermaid_01_101,False,,black,black,1.0,,,5,void,,3,void,,1,rage,,13,think,,15,idle_blue,,,,sfx_scn_redshoeslegfire,redshoes,,,,,,,
d_nikke_littlemermaid_01_102,d_nikke_littlemermaid_01,Narration,,Locale_NikkeEpisode:d_nikke_littlemermaid_01_102,False,,black,black,1.0,,,5,void,,3,void,,1,rage,,13,think,,15,idle_blue,,,,sfx_scn_atomicexplosion,hansel,,,,,,,
d_nikke_littlemermaid_01_103,d_nikke_littlemermaid_01,Narration,,Locale_NikkeEpisode:d_nikke_littlemermaid_01_103,False,,black,black,1.0,,,5,void,,3,void,,1,rage,,13,think,,15,angry_blue,,,,sfx_scn_lazerfire1,cinderella,,,,,,,
d_nikke_littlemermaid_01_104,d_nikke_littlemermaid_01,Narration,,Locale_NikkeEpisode:d_nikke_littlemermaid_01_104,False,,black,black,1.0,,,5,idle,,3,idle,,15,rage,,1,think,,13,angry_blue,,,,sfx_scn_mermaidmatter,cinderella,,,,,,,
d_nikke_littlemermaid_01_105,d_nikke_littlemermaid_01,Narration,,Locale_NikkeEpisode:d_nikke_littlemermaid_01_105,False,,black,black,1.0,,,5,idle,,3,idle,,15,rage,,1,think,,13,angry_blue,,,,sfx_scn_mermaidhit,cinderella,,,,,,,
d_nikke_littlemermaid_01_106,d_nikke_littlemermaid_01,Speech,littlemermaid,Locale_NikkeEpisode:d_nikke_littlemermaid_01_106,False,,15,L_150,1.3,,,5,idle,,3,idle,,15,rage,,1,think,,13,angry_blue,,,,,littlemermaid,,,,,,,
d_nikke_littlemermaid_01_107,d_nikke_littlemermaid_01,Speech,littlemermaid,Locale_NikkeEpisode:d_nikke_littlemermaid_01_107,True,,L_150,L_150,1.0,,,5,idle,,3,idle,,15,rage,,1,think,,13,angry_blue,,,,,littlemermaid,,,,,,,
d_nikke_littlemermaid_01_108,d_nikke_littlemermaid_01,Speech,cinderella,Locale_NikkeEpisode:d_nikke_littlemermaid_01_108,True,,L_150,S_130,1.0,,,5,idle,,3,idle,,15,rage,,1,think,,13,angry_blue,,,,,cinderella,,,,,,,
d_nikke_littlemermaid_01_109,d_nikke_littlemermaid_01,Speech,littlemermaid,Locale_NikkeEpisode:d_nikke_littlemermaid_01_109,True,,black,black,1.0,none,,5,surprise,,3,surprise,,15,rage,,1,surprise,,13,angry_blue,,,,sfx_scn_talkspellon,littlemermaid,,,,,,,Grey
d_nikke_littlemermaid_01_110,d_nikke_littlemermaid_01,Speech,littlemermaid,Locale_NikkeEpisode:d_nikke_littlemermaid_01_110,False,,4,15,2.5,,,5,surprise,,3,surprise,,15,rage,,1,surprise,,13,angry_blue,,,,,littlemermaid,,,,,,,Grey
d_nikke_littlemermaid_01_111,d_nikke_littlemermaid_01,Speech,littlemermaid,Locale_NikkeEpisode:d_nikke_littlemermaid_01_111,True,,15,L_150,1.3,,,5,surprise,,3,surprise,,15,surprise,,1,surprise,,13,angry_blue,,,,,littlemermaid,,,,,,,Grey
d_nikke_littlemermaid_01_112,d_nikke_littlemermaid_01,Narration,,Locale_NikkeEpisode:d_nikke_littlemermaid_01_112,False,,black,black,1.0,,,5,surprise,,3,surprise,,15,surprise,,1,surprise,,13,angry_blue,,,,,,,,,,,,Grey
