id,group_id,speech_window,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,highlight,speaker,play_sound,set_camera_shake,fade,jump_target,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/0/hide_char_id,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/1/hide_char_id,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/2/hide_char_id,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,characters/3/hide_char_id
d_nikke_neon_04_132,d_nikke_neon_04,Speech,Locale_NikkeEpisode:d_nikke_neon_04_132,True,,19,19,1.0,,neon,neon,,,,,,19,idle,,,,,,,,,,,,,
d_nikke_neon_04_133,d_nikke_neon_04,Speech,Locale_NikkeEpisode:d_nikke_neon_04_133,False,,19,19,1.0,,neon,neon,,,,,,19,idle,,,,,,,,,,,,,
d_nikke_neon_04_134,d_nikke_neon_04,Speech,Locale_NikkeEpisode:d_nikke_neon_04_134,True,,19,S_1900,0.7,,neon,neon,,,,,,19,surprise,,,,,,,,,,,,,
d_nikke_neon_04_135,d_nikke_neon_04,Speech,Locale_NikkeEpisode:d_nikke_neon_04_135,True,,S_1900,S_1900,1.0,,neon,neon,,,,,,19,surprise,,,,,,,,,,,,,
d_nikke_neon_04_136,d_nikke_neon_04,Self,Locale_NikkeEpisode:d_nikke_neon_04_136,False,,S_1900,S_1900,1.0,,neon,,,,,,,19,surprise,,,,,,,,,,,,,
d_nikke_neon_04_137,d_nikke_neon_04,Speech,Locale_NikkeEpisode:d_nikke_neon_04_137,False,,S_1900,S_1900,1.0,none,neon,neon,,,,,,19,idle,,,,,,,,,,,,,
d_nikke_neon_04_138,d_nikke_neon_04,Self,Locale_NikkeEpisode:d_nikke_neon_04_138,False,,S_1900,S_1900,1.0,,neon,,,,,,,19,idle,,,,,,,,,,,,,
d_nikke_neon_04_139,d_nikke_neon_04,Monologue,Locale_NikkeEpisode:d_nikke_neon_04_139,False,,S_1900,S_900,1.0,,neon,,,,,,,19,idle,,,,,,,,,,,,,
d_nikke_neon_04_140,d_nikke_neon_04,Monologue,Locale_NikkeEpisode:d_nikke_neon_04_140,False,,S_900,S_900,1.0,,neon,,,,,,,19,idle,,,,,,,,,,,,,
d_nikke_neon_04_141,d_nikke_neon_04,Monologue,Locale_NikkeEpisode:d_nikke_neon_04_141,False,none,black,black,1.0,,neon,,,,,,,19,idle,,,,,,,,,,,,,
d_nikke_neon_04_142,d_nikke_neon_04,Monologue,Locale_NikkeEpisode:d_nikke_neon_04_142,False,,black,black,1.0,,neon,,,,,,,19,idle,,,,,,,,,,,,,
