id,group_id,speech_window,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,set_filter_01,set_camera_shake,highlight,speaker,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,jump_target,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/0/hide_char_id,characters/1/hide_char_id,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,play_sound,characters/2/hide_char_id,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,characters/3/hide_char_id
d_nikke_eunhwa_03_119,d_nikke_eunhwa_03,Speech,Locale_NikkeEpisode:d_nikke_eunhwa_03_119,True,,10,10,1.0,,,,eunhwa,eunhwa,,,,,,1,idle,,,,,,,,,,,
d_nikke_eunhwa_03_120,d_nikke_eunhwa_03,Speech,Locale_NikkeEpisode:d_nikke_eunhwa_03_120,True,,10,10,1.0,,,,eunhwa,eunhwa,,,,,,1,idle,,,,,,,,,,,
d_nikke_eunhwa_03_121,d_nikke_eunhwa_03,Speech,Locale_NikkeEpisode:d_nikke_eunhwa_03_121,True,,10,10,1.0,,,,eunhwa,eunhwa,,,,,,1,idle,,,,,,,,,,,
d_nikke_eunhwa_03_122,d_nikke_eunhwa_03,Speech,Locale_NikkeEpisode:d_nikke_eunhwa_03_122,True,,10,10,1.0,,,,eunhwa,eunhwa,,,,,,1,idle,,,,,,,,,,,
d_nikke_eunhwa_03_123,d_nikke_eunhwa_03,Speech,Locale_NikkeEpisode:d_nikke_eunhwa_03_123,True,,10,10,1.0,,,,eunhwa,eunhwa,,,,,,1,idle,,,,,,,,,,,
d_nikke_eunhwa_03_124,d_nikke_eunhwa_03,Speech,Locale_NikkeEpisode:d_nikke_eunhwa_03_124,True,,10,10,1.0,,,,eunhwa,eunhwa,,,,,,1,idle,,,,,,,,,,,
d_nikke_eunhwa_03_125,d_nikke_eunhwa_03,Speech,Locale_NikkeEpisode:d_nikke_eunhwa_03_125,True,,10,10,1.0,,,,eunhwa,eunhwa,,,,,,1,delight,,,,,,,,,,,
d_nikke_eunhwa_03_126,d_nikke_eunhwa_03,Self,Locale_NikkeEpisode:d_nikke_eunhwa_03_126,False,,10,10,1.0,,,,eunhwa,,,,,,,1,delight,,,,,,,,,,,
d_nikke_eunhwa_03_127,d_nikke_eunhwa_03,Speech,Locale_NikkeEpisode:d_nikke_eunhwa_03_127,True,,10,10,1.0,,,,eunhwa,eunhwa,,,,,,1,angry,,,,,,,,,,,
d_nikke_eunhwa_03_128,d_nikke_eunhwa_03,Speech,Locale_NikkeEpisode:d_nikke_eunhwa_03_128,True,,10,10,1.0,,,,eunhwa,eunhwa,,,,,,1,angry,,,,,,,,,,,
d_nikke_eunhwa_03_129,d_nikke_eunhwa_03,Speech,Locale_NikkeEpisode:d_nikke_eunhwa_03_129,True,,10,10,1.0,,,,eunhwa,eunhwa,,,,,,1,angry,,,,,,,,,,,
d_nikke_eunhwa_03_130,d_nikke_eunhwa_03,Speech,Locale_NikkeEpisode:d_nikke_eunhwa_03_130,True,,10,10,1.0,,,,eunhwa,eunhwa,,,,,,1,angry,,,,,,,,,,,
d_nikke_eunhwa_03_131,d_nikke_eunhwa_03,Speech,Locale_NikkeEpisode:d_nikke_eunhwa_03_131,True,,10,10,1.0,,,,eunhwa,eunhwa,,,,,,1,angry,,,,,,,,,,,
d_nikke_eunhwa_03_132,d_nikke_eunhwa_03,Speech,Locale_NikkeEpisode:d_nikke_eunhwa_03_132,True,,10,10,1.0,,,,eunhwa,eunhwa,,,,,,1,angry,,,,,,,,,,,
d_nikke_eunhwa_03_133,d_nikke_eunhwa_03,Speech,Locale_NikkeEpisode:d_nikke_eunhwa_03_133,True,,10,1,1.0,,,,eunhwa,eunhwa,,,,,,1,idle,,,,,,,,,,,
d_nikke_eunhwa_03_134,d_nikke_eunhwa_03,Speech,Locale_NikkeEpisode:d_nikke_eunhwa_03_134,True,,1,1,1.0,,,,eunhwa,eunhwa,,,,,,1,idle,,,,,,,,,,,
d_nikke_eunhwa_03_135,d_nikke_eunhwa_03,Speech,Locale_NikkeEpisode:d_nikke_eunhwa_03_135,True,,1,1,1.0,,,,eunhwa,eunhwa,,,,,,1,idle,,,,,,,,,,,
d_nikke_eunhwa_03_136,d_nikke_eunhwa_03,Self,Locale_NikkeEpisode:d_nikke_eunhwa_03_136,False,,1,1,1.0,,,,eunhwa,,,,,,,1,idle,,,,,,,,,,,
d_nikke_eunhwa_03_137,d_nikke_eunhwa_03,Speech,Locale_NikkeEpisode:d_nikke_eunhwa_03_137,True,,1,1,1.0,,,,eunhwa,eunhwa,,,,,,1,surprise,,,,,,,,,,,
d_nikke_eunhwa_03_138,d_nikke_eunhwa_03,Speech,Locale_NikkeEpisode:d_nikke_eunhwa_03_138,True,,1,1,1.0,,,,eunhwa,eunhwa,,,,,,1,surprise,,,,,,,,,,,
d_nikke_eunhwa_03_139,d_nikke_eunhwa_03,Choice,Locale_NikkeEpisode:d_nikke_eunhwa_03_139,False,,1,1,1.0,,,,eunhwa,,,,,d_nikke_eunhwa_03_141,,1,surprise,,,,,,,,,,,
d_nikke_eunhwa_03_140,d_nikke_eunhwa_03,Choice,Locale_NikkeEpisode:d_nikke_eunhwa_03_140,False,,1,1,1.0,,,,eunhwa,,,,,d_nikke_eunhwa_03_141,,1,surprise,,,,,,,,,,,
d_nikke_eunhwa_03_141,d_nikke_eunhwa_03,Speech,Locale_NikkeEpisode:d_nikke_eunhwa_03_141,True,,1,1,1.0,,,,eunhwa,eunhwa,,,,,,1,idle,,,,,,,,,,,
d_nikke_eunhwa_03_142,d_nikke_eunhwa_03,Speech,Locale_NikkeEpisode:d_nikke_eunhwa_03_142,True,,1,1,1.0,,,,eunhwa,eunhwa,,,,,,1,idle,,,,,,,,,,,
d_nikke_eunhwa_03_143,d_nikke_eunhwa_03,Speech,Locale_NikkeEpisode:d_nikke_eunhwa_03_143,True,,1,10,1.0,,,,eunhwa,eunhwa,,,,,,1,idle,,,,,,,,,,,
d_nikke_eunhwa_03_144,d_nikke_eunhwa_03,Speech,Locale_NikkeEpisode:d_nikke_eunhwa_03_144,True,,10,10,1.0,,,,eunhwa,eunhwa,,,,,,1,idle,,,,,,,,,,,
d_nikke_eunhwa_03_145,d_nikke_eunhwa_03,Self,Locale_NikkeEpisode:d_nikke_eunhwa_03_145,False,,10,10,1.0,,,,eunhwa,,,,,,,1,idle,,,,,,,,,,,
d_nikke_eunhwa_03_146,d_nikke_eunhwa_03,Speech,Locale_NikkeEpisode:d_nikke_eunhwa_03_146,True,,10,10,1.0,,,,eunhwa,eunhwa,,,,,,1,angry,,,,,,,,,,,
d_nikke_eunhwa_03_147,d_nikke_eunhwa_03,Speech,Locale_NikkeEpisode:d_nikke_eunhwa_03_147,True,,10,10,1.0,,,,eunhwa,eunhwa,,,,,,1,angry,,,,,,,,,,,
d_nikke_eunhwa_03_148,d_nikke_eunhwa_03,Speech,Locale_NikkeEpisode:d_nikke_eunhwa_03_148,True,,10,10,1.0,,,,eunhwa,eunhwa,,,,,,1,angry,,,,,,,,,,,
d_nikke_eunhwa_03_149,d_nikke_eunhwa_03,Speech,Locale_NikkeEpisode:d_nikke_eunhwa_03_149,True,,10,10,1.0,,,,eunhwa,eunhwa,,,,,,1,angry,,,,,,,,,,,
d_nikke_eunhwa_03_150,d_nikke_eunhwa_03,Choice,Locale_NikkeEpisode:d_nikke_eunhwa_03_150,False,,10,10,1.0,,,,eunhwa,,,,,d_nikke_eunhwa_03_152,,1,angry,,,,,,,,,,,
d_nikke_eunhwa_03_151,d_nikke_eunhwa_03,Choice,Locale_NikkeEpisode:d_nikke_eunhwa_03_151,False,,10,10,1.0,,,,eunhwa,,,,,d_nikke_eunhwa_03_152,,1,angry,,,,,,,,,,,
d_nikke_eunhwa_03_152,d_nikke_eunhwa_03,Speech,Locale_NikkeEpisode:d_nikke_eunhwa_03_152,True,,10,10,1.0,,,,eunhwa,eunhwa,,,,,,1,delight,,,,,,,,,,,
