id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,jump_target,set_filter_01,set_filter_02,play_sound,characters/0/hide_char_id,fade,set_camera_shake
d_nikke_rosanna_04_145,d_nikke_rosanna_04,Speech,rosanna,rosanna,Locale_NikkeEpisode:d_nikke_rosanna_04_145,True,,1,idle,,10,10,1.0,,,,,,,,
d_nikke_rosanna_04_146,d_nikke_rosanna_04,Speech,rosanna,rosanna,Locale_NikkeEpisode:d_nikke_rosanna_04_146,True,,1,idle,,10,10,1.0,,,,,,,,
d_nikke_rosanna_04_147,d_nikke_rosanna_04,Speech,rosanna,rosanna,Locale_NikkeEpisode:d_nikke_rosanna_04_147,True,,1,idle,,10,10,1.0,,,,,,,,
d_nikke_rosanna_04_148,d_nikke_rosanna_04,Speech,rosanna,rosanna,Locale_NikkeEpisode:d_nikke_rosanna_04_148,True,,1,idle,,10,10,1.0,,,,,,,,
d_nikke_rosanna_04_149,d_nikke_rosanna_04,Speech,rosanna,rosanna,Locale_NikkeEpisode:d_nikke_rosanna_04_149,True,,1,idle,,10,10,1.0,,,,,,,,
d_nikke_rosanna_04_150,d_nikke_rosanna_04,Self,,,Locale_NikkeEpisode:d_nikke_rosanna_04_150,False,,1,idle,,10,10,1.0,,,,,,,,
d_nikke_rosanna_04_151,d_nikke_rosanna_04,Self,,,Locale_NikkeEpisode:d_nikke_rosanna_04_151,False,,1,idle,,10,10,1.0,,,,,,,,
d_nikke_rosanna_04_152,d_nikke_rosanna_04,Speech,rosanna,rosanna,Locale_NikkeEpisode:d_nikke_rosanna_04_152,True,,1,good,,10,10,1.0,,,,,,,,
d_nikke_rosanna_04_153,d_nikke_rosanna_04,Speech,rosanna,rosanna,Locale_NikkeEpisode:d_nikke_rosanna_04_153,True,,1,good,,10,10,1.0,,,,,,,,
d_nikke_rosanna_04_154,d_nikke_rosanna_04,Speech,rosanna,rosanna,Locale_NikkeEpisode:d_nikke_rosanna_04_154,True,,1,good,,10,10,1.0,,,,,,,,
d_nikke_rosanna_04_155,d_nikke_rosanna_04,Speech,rosanna,rosanna,Locale_NikkeEpisode:d_nikke_rosanna_04_155,True,,1,idle,,10,10,1.0,,,,,,,,
d_nikke_rosanna_04_156,d_nikke_rosanna_04,Monologue,,,Locale_NikkeEpisode:d_nikke_rosanna_04_156,False,,1,idle,,10,10,1.0,,,,,,,,
d_nikke_rosanna_04_157,d_nikke_rosanna_04,Speech,,hedonian,Locale_NikkeEpisode:d_nikke_rosanna_04_157,False,,1,idle,,10,1,1.0,,,,,,,,
d_nikke_rosanna_04_158,d_nikke_rosanna_04,Speech,rosanna,rosanna,Locale_NikkeEpisode:d_nikke_rosanna_04_158,True,,1,idle,,1,1,1.0,,,,,,,,
d_nikke_rosanna_04_159,d_nikke_rosanna_04,Speech,rosanna,rosanna,Locale_NikkeEpisode:d_nikke_rosanna_04_159,True,,1,idle,,1,1,1.0,,,,,,,,
d_nikke_rosanna_04_160,d_nikke_rosanna_04,Speech,rosanna,rosanna,Locale_NikkeEpisode:d_nikke_rosanna_04_160,True,,1,idle,,1,1,1.0,,,,,,,,
d_nikke_rosanna_04_161,d_nikke_rosanna_04,Speech,rosanna,rosanna,Locale_NikkeEpisode:d_nikke_rosanna_04_161,True,,1,idle,,1,10,1.0,,,,,,,,
d_nikke_rosanna_04_162,d_nikke_rosanna_04,Speech,rosanna,rosanna,Locale_NikkeEpisode:d_nikke_rosanna_04_162,True,,1,idle,,10,10,1.0,,,,,,,,
d_nikke_rosanna_04_163,d_nikke_rosanna_04,Speech,rosanna,rosanna,Locale_NikkeEpisode:d_nikke_rosanna_04_163,True,,1,idle,,10,10,1.0,,,,,,,,
d_nikke_rosanna_04_164,d_nikke_rosanna_04,Monologue,,,Locale_NikkeEpisode:d_nikke_rosanna_04_164,False,,1,idle,LivingRoom,black,black,1.0,,,,,,,,
d_nikke_rosanna_04_165,d_nikke_rosanna_04,Speech,,hedonian,Locale_NikkeEpisode:d_nikke_rosanna_04_165,False,,1,idle,,1,1,1.0,,,,,,rosanna,black,
d_nikke_rosanna_04_166,d_nikke_rosanna_04,Self,,,Locale_NikkeEpisode:d_nikke_rosanna_04_166,False,,,,,1,1,1.0,,,,,,,,
d_nikke_rosanna_04_167,d_nikke_rosanna_04,Speech,,hedonian,Locale_NikkeEpisode:d_nikke_rosanna_04_167,False,,,,,1,1,1.0,,,,,,,,
d_nikke_rosanna_04_168,d_nikke_rosanna_04,Self,,,Locale_NikkeEpisode:d_nikke_rosanna_04_168,False,,,,,1,1,1.0,,,,,,,,
d_nikke_rosanna_04_169,d_nikke_rosanna_04,Speech,,hedonian,Locale_NikkeEpisode:d_nikke_rosanna_04_169,False,,,,,1,1,1.0,,,,,,,,
d_nikke_rosanna_04_170,d_nikke_rosanna_04,Speech,,hedonian,Locale_NikkeEpisode:d_nikke_rosanna_04_170,False,,,,,1,1,1.0,,,,,,,,
d_nikke_rosanna_04_171,d_nikke_rosanna_04,Narration,,,Locale_NikkeEpisode:d_nikke_rosanna_04_171,False,,,,,1,1,1.0,,,,,sfx_scn_autodooropen,,,
d_nikke_rosanna_04_172,d_nikke_rosanna_04,Speech,,hedonian,Locale_NikkeEpisode:d_nikke_rosanna_04_172,False,,,,City_d,1,1,1.0,,,,,,,,
d_nikke_rosanna_04_173,d_nikke_rosanna_04,Speech,,hedonian,Locale_NikkeEpisode:d_nikke_rosanna_04_173,False,,,,,1,1,1.0,,,,,,,,
d_nikke_rosanna_04_174,d_nikke_rosanna_04,Narration,,,Locale_NikkeEpisode:d_nikke_rosanna_04_174,False,,,,,1,10,1.0,,,,,sfx_scn_remotesignal,,,
d_nikke_rosanna_04_175,d_nikke_rosanna_04,Monologue,,,Locale_NikkeEpisode:d_nikke_rosanna_04_175,False,,,,,10,10,1.0,,,,,,,,
d_nikke_rosanna_04_176,d_nikke_rosanna_04,Speech,,hedonian,Locale_NikkeEpisode:d_nikke_rosanna_04_176,False,,,,,10,10,1.0,,,,,,,,
d_nikke_rosanna_04_177,d_nikke_rosanna_04,Narration,,,Locale_NikkeEpisode:d_nikke_rosanna_04_177,False,,,,,10,10,1.0,,,,,sfx_scn_gunfire,,,Low_2
d_nikke_rosanna_04_178,d_nikke_rosanna_04,Self,,,Locale_NikkeEpisode:d_nikke_rosanna_04_178,False,,,,,10,10,1.0,none,,,,,,,
d_nikke_rosanna_04_179,d_nikke_rosanna_04,Speech,,hedonian,Locale_NikkeEpisode:d_nikke_rosanna_04_179,False,,,,,10,1,0.5,,,,,,,,
d_nikke_rosanna_04_180,d_nikke_rosanna_04,Monologue,,,Locale_NikkeEpisode:d_nikke_rosanna_04_180,False,,,,,1,1,1.0,bgm_story_armageddon,,,,,,,
d_nikke_rosanna_04_181,d_nikke_rosanna_04,Choice,,,Locale_NikkeEpisode:d_nikke_rosanna_04_181,False,,,,,1,1,1.0,,d_nikke_rosanna_04_183,,,,,,
d_nikke_rosanna_04_182,d_nikke_rosanna_04,Choice,,,Locale_NikkeEpisode:d_nikke_rosanna_04_182,False,,,,,1,1,1.0,,d_nikke_rosanna_04_188,,,,,,
d_nikke_rosanna_04_183,d_nikke_rosanna_04,Narration,,,Locale_NikkeEpisode:d_nikke_rosanna_04_183,False,,,,,1,1,1.0,,,,,sfx_scn_finishshot,,,Low_2
d_nikke_rosanna_04_184,d_nikke_rosanna_04,Monologue,,,Locale_NikkeEpisode:d_nikke_rosanna_04_184,False,,,,,1,1,1.0,,,,,,,,
d_nikke_rosanna_04_185,d_nikke_rosanna_04,Narration,,,Locale_NikkeEpisode:d_nikke_rosanna_04_185,False,,,,,1,1,1.0,,,,,sfx_scn_gunfire,,,Low_2
d_nikke_rosanna_04_186,d_nikke_rosanna_04,Monologue,,,Locale_NikkeEpisode:d_nikke_rosanna_04_186,False,,,,,1,1,1.0,,,,,,,,
d_nikke_rosanna_04_187,d_nikke_rosanna_04,Self,,,Locale_NikkeEpisode:d_nikke_rosanna_04_187,False,,,,,1,6,1.0,,d_nikke_rosanna_04_192,,,,,,
d_nikke_rosanna_04_188,d_nikke_rosanna_04,Monologue,,,Locale_NikkeEpisode:d_nikke_rosanna_04_188,False,,,,,1,1,1.0,,,,,,,,
d_nikke_rosanna_04_189,d_nikke_rosanna_04,Monologue,,,Locale_NikkeEpisode:d_nikke_rosanna_04_189,False,,,,,1,6,1.0,,,,,,,,
d_nikke_rosanna_04_190,d_nikke_rosanna_04,Narration,,,Locale_NikkeEpisode:d_nikke_rosanna_04_190,False,,,,,6,6,1.0,,,,,sfx_scn_gunfire,,,Low_2
d_nikke_rosanna_04_191,d_nikke_rosanna_04,Monologue,,,Locale_NikkeEpisode:d_nikke_rosanna_04_191,False,,,,,6,6,1.0,,d_nikke_rosanna_04_192,,,,,,
d_nikke_rosanna_04_192,d_nikke_rosanna_04,Narration,,,Locale_NikkeEpisode:d_nikke_rosanna_04_192,False,,,,,6,6,1.0,,,Red,,sfx_scn_2shot,,,Low_1
d_nikke_rosanna_04_193,d_nikke_rosanna_04,Self,,,Locale_NikkeEpisode:d_nikke_rosanna_04_193,False,,,,,6,6,1.0,,,Red,,,,,
d_nikke_rosanna_04_194,d_nikke_rosanna_04,Monologue,,,Locale_NikkeEpisode:d_nikke_rosanna_04_194,False,,,,,6,6,1.0,,,Red,Blur_Low,,,,
d_nikke_rosanna_04_195,d_nikke_rosanna_04,Monologue,,,Locale_NikkeEpisode:d_nikke_rosanna_04_195,False,,,,,6,6,1.0,,,Red,Blur_Low,,,,
d_nikke_rosanna_04_196,d_nikke_rosanna_04,Narration,,,Locale_NikkeEpisode:d_nikke_rosanna_04_196,False,waitress,6,idle,,6,6,1.0,,,Red,Blur_Middle,sfx_scn_autodooropen,,,
d_nikke_rosanna_04_197,d_nikke_rosanna_04,Speech,waitress,waitress,Locale_NikkeEpisode:d_nikke_rosanna_04_197,True,,6,idle,,6,6,1.0,,,Red,Blur_Middle,,,,
d_nikke_rosanna_04_198,d_nikke_rosanna_04,Speech,waitress,waitress,Locale_NikkeEpisode:d_nikke_rosanna_04_198,True,,6,idle,,6,60,0.7,,,Red,Blur_High,,,,
d_nikke_rosanna_04_199,d_nikke_rosanna_04,Speech,rosanna,rosanna,Locale_NikkeEpisode:d_nikke_rosanna_04_199,True,,6,idle,,black,black,1.0,,,Red,Blur_High,,,,
