id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,play_sound,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,set_camera_shake,characters/1/hide_char_id,characters/2/hide_char_id,characters/3/hide_char_id,fade,characters/0/hide_char_id
d_nikke_quency_escapequeen_01_112,d_nikke_quency_escapequeen_01,Monologue,rapi,,Locale_NikkeEpisode:d_nikke_quency_escapequeen_01_112,False,,17,worry,,13,sad,,15,worry,JailCorridor,black,black,1.0,none,,,1,delight,,rapi,anis,neon,black,
d_nikke_quency_escapequeen_01_113,d_nikke_quency_escapequeen_01,Self,quency,,Locale_NikkeEpisode:d_nikke_quency_escapequeen_01_113,False,,,,,,,,,,,10,10,1.0,bgm_menu_realkindness,,,1,idle,,,,,,
d_nikke_quency_escapequeen_01_114,d_nikke_quency_escapequeen_01,Speech,quency,quency,Locale_NikkeEpisode:d_nikke_quency_escapequeen_01_114,True,,,,,,,,,,,10,10,1.0,,,,1,idle,,,,,,
d_nikke_quency_escapequeen_01_115,d_nikke_quency_escapequeen_01,Self,quency,,Locale_NikkeEpisode:d_nikke_quency_escapequeen_01_115,False,,,,,,,,,,,10,10,1.0,,,,1,idle,,,,,,
d_nikke_quency_escapequeen_01_116,d_nikke_quency_escapequeen_01,Speech,quency,quency,Locale_NikkeEpisode:d_nikke_quency_escapequeen_01_116,True,,,,,,,,,,,10,100,1.0,,,,1,idle,,,,,,
d_nikke_quency_escapequeen_01_117,d_nikke_quency_escapequeen_01,Speech,quency,quency,Locale_NikkeEpisode:d_nikke_quency_escapequeen_01_117,True,,,,,,,,,,,100,100,1.0,,,,1,idle,,,,,,
d_nikke_quency_escapequeen_01_118,d_nikke_quency_escapequeen_01,Speech,quency,quency,Locale_NikkeEpisode:d_nikke_quency_escapequeen_01_118,True,,,,,,,,,,,100,100,1.0,,,,1,idle,,,,,,
d_nikke_quency_escapequeen_01_119,d_nikke_quency_escapequeen_01,Speech,quency,quency,Locale_NikkeEpisode:d_nikke_quency_escapequeen_01_119,True,,,,,,,,,,,100,100,1.0,,,,1,idle,,,,,,
d_nikke_quency_escapequeen_01_120,d_nikke_quency_escapequeen_01,Speech,quency,quency,Locale_NikkeEpisode:d_nikke_quency_escapequeen_01_120,True,,,,,,,,,,,100,100,1.0,,,,1,idle,,,,,,
d_nikke_quency_escapequeen_01_121,d_nikke_quency_escapequeen_01,Speech,quency,quency,Locale_NikkeEpisode:d_nikke_quency_escapequeen_01_121,True,,,,,,,,,,,100,100,1.0,,,,1,idle,,,,,,
d_nikke_quency_escapequeen_01_122,d_nikke_quency_escapequeen_01,Self,quency,,Locale_NikkeEpisode:d_nikke_quency_escapequeen_01_122,False,,,,,,,,,,,100,100,1.0,,,,1,idle,,,,,,
d_nikke_quency_escapequeen_01_123,d_nikke_quency_escapequeen_01,Speech,quency,quency,Locale_NikkeEpisode:d_nikke_quency_escapequeen_01_123,True,,,,,,,,,,,100,100,1.0,,,,1,idle,,,,,,
d_nikke_quency_escapequeen_01_124,d_nikke_quency_escapequeen_01,Speech,quency,quency,Locale_NikkeEpisode:d_nikke_quency_escapequeen_01_124,True,,,,,,,,,,,100,100,1.0,,,,1,idle,,,,,,
d_nikke_quency_escapequeen_01_125,d_nikke_quency_escapequeen_01,Self,quency,,Locale_NikkeEpisode:d_nikke_quency_escapequeen_01_125,False,,,,,,,,,,,100,100,1.0,,,,1,idle,,,,,,
d_nikke_quency_escapequeen_01_126,d_nikke_quency_escapequeen_01,Speech,quency,quency,Locale_NikkeEpisode:d_nikke_quency_escapequeen_01_126,True,,,,,,,,,,,100,100,1.0,,,,1,delight,,,,,,
d_nikke_quency_escapequeen_01_127,d_nikke_quency_escapequeen_01,Self,quency,,Locale_NikkeEpisode:d_nikke_quency_escapequeen_01_127,False,,,,,,,,,,,100,100,1.0,,,,1,delight,,,,,,
d_nikke_quency_escapequeen_01_128,d_nikke_quency_escapequeen_01,Monologue,quency,,Locale_NikkeEpisode:d_nikke_quency_escapequeen_01_128,False,,,,,,,,,,,100,160,1.0,,,,1,delight,,,,,,
d_nikke_quency_escapequeen_01_129,d_nikke_quency_escapequeen_01,Speech,quency,quency,Locale_NikkeEpisode:d_nikke_quency_escapequeen_01_129,False,,,,,,,,,,,160,160,1.0,,,,1,idle,,,,,,
d_nikke_quency_escapequeen_01_130,d_nikke_quency_escapequeen_01,Speech,quency,quency,Locale_NikkeEpisode:d_nikke_quency_escapequeen_01_130,False,,,,,,,,,,,160,160,1.0,,,,1,idle,,,,,,
d_nikke_quency_escapequeen_01_131,d_nikke_quency_escapequeen_01,Speech,quency,quency,Locale_NikkeEpisode:d_nikke_quency_escapequeen_01_131,False,,,,,,,,,,,160,160,1.0,,,,1,idle,,,,,,
d_nikke_quency_escapequeen_01_132,d_nikke_quency_escapequeen_01,Narration,quency,,Locale_NikkeEpisode:d_nikke_quency_escapequeen_01_132,False,,,,,,,,,,,160,160,1.0,,sfx_scn_zipper,,1,idle,,,,,,
d_nikke_quency_escapequeen_01_133,d_nikke_quency_escapequeen_01,Self,quency,,Locale_NikkeEpisode:d_nikke_quency_escapequeen_01_133,False,,,,,,,,,,,160,160,1.0,,,,1,idle,,,,,,
d_nikke_quency_escapequeen_01_134,d_nikke_quency_escapequeen_01,Self,quency,,Locale_NikkeEpisode:d_nikke_quency_escapequeen_01_134,False,,,,,,,,,,,160,160,1.0,,,,1,idle,,,,,,
d_nikke_quency_escapequeen_01_135,d_nikke_quency_escapequeen_01,Speech,quency,quency,Locale_NikkeEpisode:d_nikke_quency_escapequeen_01_135,False,,,,,,,,,,,160,160,1.0,,,,1,idle,,,,,,
d_nikke_quency_escapequeen_01_136,d_nikke_quency_escapequeen_01,Speech,quency,quency,Locale_NikkeEpisode:d_nikke_quency_escapequeen_01_136,False,,,,,,,,,,,160,160,1.0,,,,1,idle,,,,,,
d_nikke_quency_escapequeen_01_137,d_nikke_quency_escapequeen_01,Self,Self,Self,Locale_NikkeEpisode:d_nikke_quency_escapequeen_01_137,False,,,,,,,,,,,160,160,1.0,,,,1,idle,,,,,,quency
d_nikke_quency_escapequeen_01_138,d_nikke_quency_escapequeen_01,Speech,quency,quency,Locale_NikkeEpisode:d_nikke_quency_escapequeen_01_138,False,,,,,,,,,,,160,160,1.0,,,,,,,,,,,
d_nikke_quency_escapequeen_01_139,d_nikke_quency_escapequeen_01,Speech,quency_e,quency_e,Locale_NikkeEpisode:d_nikke_quency_escapequeen_01_139,False,,,,,,,,,,,160,160,1.0,,,quency_e,1,idle,,,,,,
d_nikke_quency_escapequeen_01_140,d_nikke_quency_escapequeen_01,Self,quency_e,,Locale_NikkeEpisode:d_nikke_quency_escapequeen_01_140,False,,,,,,,,,,,160,160,1.0,,,,1,idle,,,,,,
d_nikke_quency_escapequeen_01_141,d_nikke_quency_escapequeen_01,Speech,quency_e,quency_e,Locale_NikkeEpisode:d_nikke_quency_escapequeen_01_141,True,,,,,,,,,,,160,S_10,1.0,,,,1,idle,,,,,,
d_nikke_quency_escapequeen_01_142,d_nikke_quency_escapequeen_01,Self,quency_e,,Locale_NikkeEpisode:d_nikke_quency_escapequeen_01_142,False,,,,,,,,,,,S_10,S_10,1.0,,,,1,idle,,,,,,
d_nikke_quency_escapequeen_01_143,d_nikke_quency_escapequeen_01,Speech,quency_e,quency_e,Locale_NikkeEpisode:d_nikke_quency_escapequeen_01_143,True,,,,,,,,,,,S_10,S_10,1.0,,,,1,idle,,,,,,
d_nikke_quency_escapequeen_01_144,d_nikke_quency_escapequeen_01,Speech,quency_e,quency_e,Locale_NikkeEpisode:d_nikke_quency_escapequeen_01_144,True,,,,,,,,,,,S_10,S_10,1.0,,,,1,idle,,,,,,
d_nikke_quency_escapequeen_01_145,d_nikke_quency_escapequeen_01,Self,quency_e,,Locale_NikkeEpisode:d_nikke_quency_escapequeen_01_145,False,,,,,,,,,,,S_10,S_10,1.0,,,,1,idle,,,,,,
d_nikke_quency_escapequeen_01_146,d_nikke_quency_escapequeen_01,Speech,quency_e,quency_e,Locale_NikkeEpisode:d_nikke_quency_escapequeen_01_146,True,,,,,,,,,,,S_10,S_10,1.0,,,,1,idle,,,,,,
d_nikke_quency_escapequeen_01_147,d_nikke_quency_escapequeen_01,Speech,quency_e,quency_e,Locale_NikkeEpisode:d_nikke_quency_escapequeen_01_147,True,,,,,,,,,,,S_10,S_10,1.0,,,,1,idle,,,,,,
d_nikke_quency_escapequeen_01_148,d_nikke_quency_escapequeen_01,Self,quency_e,,Locale_NikkeEpisode:d_nikke_quency_escapequeen_01_148,False,,,,,,,,,,,S_10,S_10,1.0,,,,1,idle,,,,,,
d_nikke_quency_escapequeen_01_149,d_nikke_quency_escapequeen_01,Speech,quency_e,quency_e,Locale_NikkeEpisode:d_nikke_quency_escapequeen_01_149,True,,,,,,,,,,,S_10,S_10,1.0,,,,1,idle,,,,,,
d_nikke_quency_escapequeen_01_150,d_nikke_quency_escapequeen_01,Speech,quency_e,quency_e,Locale_NikkeEpisode:d_nikke_quency_escapequeen_01_150,True,,,,,,,,,,,S_10,S_100,1.0,,,,1,angry,,,,,,
d_nikke_quency_escapequeen_01_151,d_nikke_quency_escapequeen_01,Speech,quency_e,quency_e,Locale_NikkeEpisode:d_nikke_quency_escapequeen_01_151,True,,,,,,,,,,,S_100,S_100,1.0,,,,1,angry,,,,,,
d_nikke_quency_escapequeen_01_152,d_nikke_quency_escapequeen_01,Speech,quency_e,quency_e,Locale_NikkeEpisode:d_nikke_quency_escapequeen_01_152,True,,,,,,,,,,,S_100,S_100,1.0,,,,1,delight,,,,,,
d_nikke_quency_escapequeen_01_153,d_nikke_quency_escapequeen_01,Self,quency_e,,Locale_NikkeEpisode:d_nikke_quency_escapequeen_01_153,False,,,,,,,,,,,S_100,S_100,1.0,,,,1,delight,,,,,,
d_nikke_quency_escapequeen_01_154,d_nikke_quency_escapequeen_01,Speech,quency_e,quency_e,Locale_NikkeEpisode:d_nikke_quency_escapequeen_01_154,True,,,,,,,,,,,S_100,S_100,1.0,,,,1,delight,,,,,,
