id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,jump_target,fade,conversation_id,play_sound,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/0/hide_char_id,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/1/hide_char_id,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/2/hide_char_id,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,characters/3/hide_char_id,characters/4/show_char_id,characters/4/set_char_position,characters/4/set_char_anim,characters/4/hide_char_id,characters/5/show_char_id,characters/5/set_char_position,characters/5/set_char_anim,characters/5/hide_char_id,characters/6/show_char_id,characters/6/set_char_position,characters/6/set_char_anim,characters/6/hide_char_id
d_nikke_marian_p_04_105,d_nikke_marian_p_04,Speech,ingrid,ingrid,Locale_NikkeEpisode:d_nikke_marian_p_04_105,True,,L_130,L_1300,0.5,,,,,,,,,,,,,,,,,,,,,,,13,angry,,,15,idle,,,17,delight,
d_nikke_marian_p_04_106,d_nikke_marian_p_04,Speech,ingrid,ingrid,Locale_NikkeEpisode:d_nikke_marian_p_04_106,True,,L_1300,L_1300,1.0,,,,,,,,,,,,,,,,,,,,,,,13,angry,,,15,idle,,,17,delight,
d_nikke_marian_p_04_107,d_nikke_marian_p_04,Speech,mana,mana,Locale_NikkeEpisode:d_nikke_marian_p_04_107,False,,1500,1500,1.0,,,,,,,,,,,,,,,,,,,,,,,13,angry,,,15,idle,,,17,idle,
d_nikke_marian_p_04_108,d_nikke_marian_p_04,Speech,ether,ether,Locale_NikkeEpisode:d_nikke_marian_p_04_108,False,,XS_1700,XS_1700,1.0,,,,,,,,,,,,,,,,,,,,,,,13,angry,,,15,idle,,,17,idle,
d_nikke_marian_p_04_109,d_nikke_marian_p_04,Speech,ingrid,ingrid,Locale_NikkeEpisode:d_nikke_marian_p_04_109,True,,13,13,1.0,,,,,,,,,,,,,,,,,,,,,,,13,angry,,,15,idle,,,17,idle,
d_nikke_marian_p_04_110,d_nikke_marian_p_04,Speech,ingrid,ingrid,Locale_NikkeEpisode:d_nikke_marian_p_04_110,True,,13,1517,1.0,,,,,,,,,,,,,,,,,,,,,,,13,angry,,,15,idle,,,17,idle,
d_nikke_marian_p_04_111,d_nikke_marian_p_04,Speech,mana,mana,Locale_NikkeEpisode:d_nikke_marian_p_04_111,True,,1517,1517,1.0,,,,,,,,,,,,,,,,,,,,,,,13,angry,,,15,idle,,,17,idle,
d_nikke_marian_p_04_112,d_nikke_marian_p_04,Speech,ether,ether,Locale_NikkeEpisode:d_nikke_marian_p_04_112,True,,1517,1517,1.0,,,,,,,,,,,,,,,,,,,,,,,13,angry,,,15,idle,,,17,idle,
d_nikke_marian_p_04_113,d_nikke_marian_p_04,Speech,ingrid,ingrid,Locale_NikkeEpisode:d_nikke_marian_p_04_113,True,,1517,13,1.0,,,,,,,,,,,,,,,,,,,,,,,13,idle,,,15,idle,,,17,idle,
d_nikke_marian_p_04_114,d_nikke_marian_p_04,Speech,ingrid,ingrid,Locale_NikkeEpisode:d_nikke_marian_p_04_114,True,,13,13,1.0,,,,,,,,,,,,,,,,,,,,,,,13,idle,,,15,idle,,,17,idle,
d_nikke_marian_p_04_115,d_nikke_marian_p_04,Self,ingrid,,Locale_NikkeEpisode:d_nikke_marian_p_04_115,False,,13,13,1.0,,,,,,,,,,,,,,,,,,,,,,,13,idle,,,15,idle,,,17,idle,
d_nikke_marian_p_04_116,d_nikke_marian_p_04,Speech,ingrid,ingrid,Locale_NikkeEpisode:d_nikke_marian_p_04_116,True,,13,13,1.0,,,,,,,,,,,,,,,,,,,,,,,13,idle,,,15,idle,,,17,idle,
d_nikke_marian_p_04_117,d_nikke_marian_p_04,Speech,ingrid,ingrid,Locale_NikkeEpisode:d_nikke_marian_p_04_117,True,,13,13,1.0,,,,,,,,,,,,,,,,,,,,,,,13,idle,,,15,idle,,,17,idle,
d_nikke_marian_p_04_118,d_nikke_marian_p_04,Speech,ingrid,ingrid,Locale_NikkeEpisode:d_nikke_marian_p_04_118,True,,13,L_130,1.0,none,,,,,,,,,,,,,,,,,,,,,,13,idle,,,15,idle,,,17,idle,
d_nikke_marian_p_04_119,d_nikke_marian_p_04,Speech,anis,anis,Locale_NikkeEpisode:d_nikke_marian_p_04_119,True,NikkeRoom,75,75,1.0,,,black,,,neon,7,delight,,anis,5,delight,,rapi,3,idle,,modenia,1,delight,,,13,idle,ingrid,,15,idle,mana,,17,idle,ether
d_nikke_marian_p_04_120,d_nikke_marian_p_04,Speech,neon,neon,Locale_NikkeEpisode:d_nikke_marian_p_04_120,True,,75,75,1.0,bgm_story_impression,,,,,,7,delight,,,5,delight,,,3,idle,,,1,delight,,,,,,,,,,,,,
d_nikke_marian_p_04_121,d_nikke_marian_p_04,Monologue,neon,,Locale_NikkeEpisode:d_nikke_marian_p_04_121,False,,75,75,1.0,,,,,,,7,delight,,,5,delight,,,3,idle,,,1,delight,,,,,,,,,,,,,
d_nikke_marian_p_04_122,d_nikke_marian_p_04,Self,neon,,Locale_NikkeEpisode:d_nikke_marian_p_04_122,False,,75,75,1.0,,,,,,,7,delight,,,5,delight,,,3,idle,,,1,delight,,,,,,,,,,,,,
d_nikke_marian_p_04_123,d_nikke_marian_p_04,Speech,modenia,modenia,Locale_NikkeEpisode:d_nikke_marian_p_04_123,True,,75,1,1.0,,,,,,,7,delight,,,5,delight,,,3,idle,,,1,delight,,,,,,,,,,,,,
d_nikke_marian_p_04_124,d_nikke_marian_p_04,Speech,modenia,modenia,Locale_NikkeEpisode:d_nikke_marian_p_04_124,True,,1,1,1.0,,,,,,,7,delight,,,5,delight,,,3,idle,,,1,delight,,,,,,,,,,,,,
d_nikke_marian_p_04_125,d_nikke_marian_p_04,Speech,modenia,modenia,Locale_NikkeEpisode:d_nikke_marian_p_04_125,True,,1,1,1.0,,,,,,,7,delight,,,5,delight,,,3,idle,,,1,delight,,,,,,,,,,,,,
d_nikke_marian_p_04_126,d_nikke_marian_p_04,Speech,modenia,modenia,Locale_NikkeEpisode:d_nikke_marian_p_04_126,True,,1,100,1.0,,,,,,,7,delight,,,5,delight,,,3,idle,,,1,delight,,,,,,,,,,,,,
d_nikke_marian_p_04_127,d_nikke_marian_p_04,Self,modenia,,Locale_NikkeEpisode:d_nikke_marian_p_04_127,False,,100,100,1.0,,,,,,,7,delight,,,5,delight,,,3,idle,,,1,delight,,,,,,,,,,,,,
d_nikke_marian_p_04_128,d_nikke_marian_p_04,Speech,modenia,modenia,Locale_NikkeEpisode:d_nikke_marian_p_04_128,True,,100,100,1.0,,,,,,,7,delight,,,5,delight,,,3,idle,,,1,delight,,,,,,,,,,,,,
d_nikke_marian_p_04_129,d_nikke_marian_p_04,Monologue,modenia,,Locale_NikkeEpisode:d_nikke_marian_p_04_129,False,,black,black,1.0,,,,,,,7,delight,,,5,delight,,,3,idle,,,1,delight,,,,,,,,,,,,,
d_nikke_marian_p_04_130,d_nikke_marian_p_04,Monologue,modenia,,Locale_NikkeEpisode:d_nikke_marian_p_04_130,False,,black,black,1.0,,,,,,,7,delight,,,5,delight,,,3,idle,,,1,delight,,,,,,,,,,,,,
