id,group_id,speech_window,highlight,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_sound,play_bgm,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,speaker,characters/0/hide_char_id,set_filter_01,set_filter_02,jump_target,set_camera_shake,fade,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/1/hide_char_id
d_nikke_neon_blueocean_05_122,d_nikke_neon_blueocean_05,Self,neon_s,Locale_NikkeEpisode:d_nikke_neon_blueocean_05_122,False,,XS_10,XS_10,1.0,,,,1,angry,,,,,,,,,,,
d_nikke_neon_blueocean_05_123,d_nikke_neon_blueocean_05,Speech,neon_s,Locale_NikkeEpisode:d_nikke_neon_blueocean_05_123,True,,XS_10,XS_10,1.0,,,,1,angry,neon_s,,,,,,,,,,
d_nikke_neon_blueocean_05_124,d_nikke_neon_blueocean_05,Speech,neon_s,Locale_NikkeEpisode:d_nikke_neon_blueocean_05_124,True,,XS_10,XS_100,0.5,,,,1,angry,neon_s,,,,,,,,,,
d_nikke_neon_blueocean_05_125,d_nikke_neon_blueocean_05,Self,neon_s,Locale_NikkeEpisode:d_nikke_neon_blueocean_05_125,False,,XS_100,XS_100,1.0,,,,1,angry,,,,,,,,,,,
d_nikke_neon_blueocean_05_126,d_nikke_neon_blueocean_05,Speech,neon_s,Locale_NikkeEpisode:d_nikke_neon_blueocean_05_126,True,,XS_100,XS_100,1.0,,,,1,surprise,neon_s,,,,,,,,,,
d_nikke_neon_blueocean_05_127,d_nikke_neon_blueocean_05,Choice,neon_s,Locale_NikkeEpisode:d_nikke_neon_blueocean_05_127,False,,XS_100,XS_100,1.0,,,,1,surprise,,,,,d_nikke_neon_blueocean_05_129,,,,,,
d_nikke_neon_blueocean_05_128,d_nikke_neon_blueocean_05,Choice,neon_s,Locale_NikkeEpisode:d_nikke_neon_blueocean_05_128,False,,XS_100,XS_100,1.0,,,,1,surprise,,,,,d_nikke_neon_blueocean_05_129,,,,,,
d_nikke_neon_blueocean_05_129,d_nikke_neon_blueocean_05,Speech,neon_s,Locale_NikkeEpisode:d_nikke_neon_blueocean_05_129,True,,XS_100,XS_100,1.0,,,,1,surprise,neon_s,,,,,,,,,,
d_nikke_neon_blueocean_05_130,d_nikke_neon_blueocean_05,Speech,neon_s,Locale_NikkeEpisode:d_nikke_neon_blueocean_05_130,True,,XS_100,XS_10,1.0,,,,1,surprise,neon_s,,,,,,,,,,
d_nikke_neon_blueocean_05_131,d_nikke_neon_blueocean_05,Speech,neon_s,Locale_NikkeEpisode:d_nikke_neon_blueocean_05_131,True,,XS_10,XS_10,1.0,,,,1,surprise,neon_s,,,,,,,,,,
d_nikke_neon_blueocean_05_132,d_nikke_neon_blueocean_05,Monologue,,Locale_NikkeEpisode:d_nikke_neon_blueocean_05_132,False,,black,black,1.0,,,,1,surprise,,,,,,,,,,,
