id,group_id,speech_window,highlight,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,speaker,play_sound,jump_target,set_filter_01,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/1/hide_char_id,fade,characters/0/hide_char_id,set_object,set_object_position
treasurestory_viper_06_149,treasurestory_viper_06,Speech,,Locale_NikkeEpisode:treasurestory_viper_06_149,False,,,,,treasurestory_viper_02,treasurestory_viper_01,2.0,,viper,,,,,,,,,,,
treasurestory_viper_06_150,treasurestory_viper_06,Speech,,Locale_NikkeEpisode:treasurestory_viper_06_150,False,,,,,treasurestory_viper_01,treasurestory_viper_01,1.0,,viper,,,,,,,,,,,
treasurestory_viper_06_151,treasurestory_viper_06,Speech,,Locale_NikkeEpisode:treasurestory_viper_06_151,False,,,,,treasurestory_viper_01,treasurestory_viper_01,1.0,,viper,,,,,,,,,,,
treasurestory_viper_06_152,treasurestory_viper_06,Speech,,Locale_NikkeEpisode:treasurestory_viper_06_152,False,,,,,treasurestory_viper_01,treasurestory_viper_01,1.0,,viper,,,,,,,,,,,
treasurestory_viper_06_153,treasurestory_viper_06,Speech,,Locale_NikkeEpisode:treasurestory_viper_06_153,False,,,,,treasurestory_viper_01,treasurestory_viper_01,1.0,,viper,,,,,,,,,,,
treasurestory_viper_06_154,treasurestory_viper_06,Speech,,Locale_NikkeEpisode:treasurestory_viper_06_154,False,,,,,treasurestory_viper_01,treasurestory_viper_01,1.0,,viper,,,,,,,,,,,
treasurestory_viper_06_155,treasurestory_viper_06,Self,,Locale_NikkeEpisode:treasurestory_viper_06_155,False,,,,,treasurestory_viper_01,treasurestory_viper_01,1.0,,viper,,,,,,,,,,,
treasurestory_viper_06_156,treasurestory_viper_06,Speech,,Locale_NikkeEpisode:treasurestory_viper_06_156,False,,,,,treasurestory_viper_01,treasurestory_viper_01,1.0,,viper,,,,,,,,,,,
treasurestory_viper_06_157,treasurestory_viper_06,Speech,viper,Locale_NikkeEpisode:treasurestory_viper_06_157,True,,,,,treasurestory_viper_01,treasurestory_viper_02,2.0,,viper,,,,,,,,,,,
treasurestory_viper_06_158,treasurestory_viper_06,Speech,viper,Locale_NikkeEpisode:treasurestory_viper_06_158,True,viper,2,shy,,20,20,1.0,,viper,,,,,,,,black,,none,
treasurestory_viper_06_159,treasurestory_viper_06,Speech,viper,Locale_NikkeEpisode:treasurestory_viper_06_159,True,,2,shy,,20,20,1.0,,viper,,,,,,,,,,,
treasurestory_viper_06_160,treasurestory_viper_06,Speech,viper,Locale_NikkeEpisode:treasurestory_viper_06_160,True,,2,shy,,20,20,1.0,,viper,,,,,,,,,,,
treasurestory_viper_06_161,treasurestory_viper_06,Speech,viper,Locale_NikkeEpisode:treasurestory_viper_06_161,True,,2,shy,,20,200,1.0,,viper,,,,,,,,,,,
treasurestory_viper_06_162,treasurestory_viper_06,Speech,viper,Locale_NikkeEpisode:treasurestory_viper_06_162,True,,2,delight,,200,200,1.0,,viper,,,,,,,,,,,
