id,group_id,speech_window,speaker,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_sound,highlight,play_bgm,jump_target,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/1/hide_char_id
d_nikke_helm_aquamarine_01_129,d_nikke_helm_aquamarine_01,Speech,helm_s,Locale_NikkeEpisode:d_nikke_helm_aquamarine_01_129,True,,10,10,1.0,,helm_s,,,,1,idle,,,,
d_nikke_helm_aquamarine_01_130,d_nikke_helm_aquamarine_01,Self,Self,Locale_NikkeEpisode:d_nikke_helm_aquamarine_01_130,False,,10,10,1.0,,,,,,1,idle,,,,
d_nikke_helm_aquamarine_01_131,d_nikke_helm_aquamarine_01,Self,Self,Locale_NikkeEpisode:d_nikke_helm_aquamarine_01_131,False,,10,10,1.0,,,,,,1,idle,,,,
d_nikke_helm_aquamarine_01_132,d_nikke_helm_aquamarine_01,Speech,helm_s,Locale_NikkeEpisode:d_nikke_helm_aquamarine_01_132,True,,10,10,1.0,,helm_s,,,,1,idle,,,,
d_nikke_helm_aquamarine_01_133,d_nikke_helm_aquamarine_01,Speech,helm_s,Locale_NikkeEpisode:d_nikke_helm_aquamarine_01_133,True,,10,10,1.0,,helm_s,,,,1,idle,,,,
d_nikke_helm_aquamarine_01_134,d_nikke_helm_aquamarine_01,Speech,helm_s,Locale_NikkeEpisode:d_nikke_helm_aquamarine_01_134,True,,10,10,1.0,,helm_s,,,,1,idle,,,,
d_nikke_helm_aquamarine_01_135,d_nikke_helm_aquamarine_01,Self,Self,Locale_NikkeEpisode:d_nikke_helm_aquamarine_01_135,False,,10,10,1.0,,,,,,1,idle,,,,
d_nikke_helm_aquamarine_01_136,d_nikke_helm_aquamarine_01,Self,Self,Locale_NikkeEpisode:d_nikke_helm_aquamarine_01_136,False,,10,10,1.0,,,,,,1,idle,,,,
d_nikke_helm_aquamarine_01_137,d_nikke_helm_aquamarine_01,Speech,helm_s,Locale_NikkeEpisode:d_nikke_helm_aquamarine_01_137,True,,10,100,2.0,,helm_s,,,,1,delight,,,,
d_nikke_helm_aquamarine_01_138,d_nikke_helm_aquamarine_01,Speech,helm_s,Locale_NikkeEpisode:d_nikke_helm_aquamarine_01_138,True,,100,100,1.0,,helm_s,,,,1,delight,,,,
