id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/2/hide_char_id,play_sound,characters/0/hide_char_id,characters/1/hide_char_id,fade,jump_target
d_nikke_vesti_tactical_02_119,d_nikke_vesti_tactical_02,Speech,vesti_t,vesti_t,Locale_NikkeEpisode:d_nikke_vesti_tactical_02_119,True,,,,,,,,XS_10,XS_10,1.0,,,1,worry,,,,,,
d_nikke_vesti_tactical_02_120,d_nikke_vesti_tactical_02,Speech,vesti_t,vesti_t,Locale_NikkeEpisode:d_nikke_vesti_tactical_02_120,True,,,,,,,,XS_10,XS_10,1.0,,,1,worry,,,,,,
d_nikke_vesti_tactical_02_121,d_nikke_vesti_tactical_02,Self,vesti_t,,Locale_NikkeEpisode:d_nikke_vesti_tactical_02_121,False,,,,,,,,XS_10,XS_10,1.0,,,1,worry,,,,,,
d_nikke_vesti_tactical_02_122,d_nikke_vesti_tactical_02,Speech,vesti_t,vesti_t,Locale_NikkeEpisode:d_nikke_vesti_tactical_02_122,True,,,,,,,,XS_10,XS_10,1.0,,,1,worry,,,,,,
d_nikke_vesti_tactical_02_123,d_nikke_vesti_tactical_02,Speech,vesti_t,vesti_t,Locale_NikkeEpisode:d_nikke_vesti_tactical_02_123,True,,,,,,,,XS_10,XS_10,1.0,,,1,worry,,,,,,
d_nikke_vesti_tactical_02_124,d_nikke_vesti_tactical_02,Speech,vesti_t,vesti_t,Locale_NikkeEpisode:d_nikke_vesti_tactical_02_124,True,,,,,,,,XS_10,XS_10,1.0,,,1,worry,,,,,,
d_nikke_vesti_tactical_02_125,d_nikke_vesti_tactical_02,Speech,vesti_t,vesti_t,Locale_NikkeEpisode:d_nikke_vesti_tactical_02_125,True,,,,,,,,XS_10,XS_10,1.0,,,1,worry,,,,,,
d_nikke_vesti_tactical_02_126,d_nikke_vesti_tactical_02,Self,vesti_t,,Locale_NikkeEpisode:d_nikke_vesti_tactical_02_126,False,,,,,,,,XS_10,XS_10,1.0,,,1,worry,,,,,,
d_nikke_vesti_tactical_02_127,d_nikke_vesti_tactical_02,Speech,vesti_t,vesti_t,Locale_NikkeEpisode:d_nikke_vesti_tactical_02_127,True,,,,,,,,XS_10,XS_100,1.0,,,1,worry,,,,,,
d_nikke_vesti_tactical_02_128,d_nikke_vesti_tactical_02,Self,vesti_t,,Locale_NikkeEpisode:d_nikke_vesti_tactical_02_128,False,,,,,,,,XS_100,XS_100,1.0,,,1,worry,,,,,,
d_nikke_vesti_tactical_02_129,d_nikke_vesti_tactical_02,Self,vesti_t,,Locale_NikkeEpisode:d_nikke_vesti_tactical_02_129,False,,,,,,,,XS_100,XS_100,1.0,,,1,worry,,,,,,
d_nikke_vesti_tactical_02_130,d_nikke_vesti_tactical_02,Speech,vesti_t,vesti_t,Locale_NikkeEpisode:d_nikke_vesti_tactical_02_130,True,,,,,,,,XS_100,XS_100,1.0,,,1,worry,,,,,,
d_nikke_vesti_tactical_02_131,d_nikke_vesti_tactical_02,Speech,vesti_t,vesti_t,Locale_NikkeEpisode:d_nikke_vesti_tactical_02_131,True,,,,,,,,XS_100,XS_10,1.5,,,1,worry,,,,,,
d_nikke_vesti_tactical_02_132,d_nikke_vesti_tactical_02,Speech,vesti_t,vesti_t,Locale_NikkeEpisode:d_nikke_vesti_tactical_02_132,True,,,,,,,,XS_10,XS_10,1.0,,,1,worry,,,,,,
d_nikke_vesti_tactical_02_133,d_nikke_vesti_tactical_02,Speech,vesti_t,vesti_t,Locale_NikkeEpisode:d_nikke_vesti_tactical_02_133,True,,,,,,,,XS_10,XS_10,1.0,,,1,worry,,,,,,
d_nikke_vesti_tactical_02_134,d_nikke_vesti_tactical_02,Self,vesti_t,,Locale_NikkeEpisode:d_nikke_vesti_tactical_02_134,False,,,,,,,,XS_10,XS_10,1.0,,,1,worry,,,,,,
d_nikke_vesti_tactical_02_135,d_nikke_vesti_tactical_02,Speech,vesti_t,vesti_t,Locale_NikkeEpisode:d_nikke_vesti_tactical_02_135,True,,,,,,,,XS_10,XS_10,1.0,,,1,worry,,,,,,
d_nikke_vesti_tactical_02_136,d_nikke_vesti_tactical_02,Speech,vesti_t,vesti_t,Locale_NikkeEpisode:d_nikke_vesti_tactical_02_136,True,,,,,,,,XS_10,XS_100,1.5,,,1,worry,,,,,,
d_nikke_vesti_tactical_02_137,d_nikke_vesti_tactical_02,Speech,vesti_t,vesti_t,Locale_NikkeEpisode:d_nikke_vesti_tactical_02_137,True,,,,,,,,XS_100,XS_100,1.0,,,1,worry,,,,,,
d_nikke_vesti_tactical_02_138,d_nikke_vesti_tactical_02,Speech,vesti_t,vesti_t,Locale_NikkeEpisode:d_nikke_vesti_tactical_02_138,True,,,,,,,,XS_100,XS_100,1.0,,,1,worry,,,,,,
d_nikke_vesti_tactical_02_139,d_nikke_vesti_tactical_02,Speech,vesti_t,vesti_t,Locale_NikkeEpisode:d_nikke_vesti_tactical_02_139,True,,,,,,,,XS_100,XS_100,1.0,,,1,worry,,,,,,
d_nikke_vesti_tactical_02_140,d_nikke_vesti_tactical_02,Speech,vesti_t,vesti_t,Locale_NikkeEpisode:d_nikke_vesti_tactical_02_140,True,,,,,,,,XS_100,XS_100,1.0,,,1,worry,,,,,,
d_nikke_vesti_tactical_02_141,d_nikke_vesti_tactical_02,Speech,vesti_t,vesti_t,Locale_NikkeEpisode:d_nikke_vesti_tactical_02_141,True,,,,,,,,XS_100,XS_100,1.0,,,1,worry,,,,,,
d_nikke_vesti_tactical_02_142,d_nikke_vesti_tactical_02,Speech,vesti_t,vesti_t,Locale_NikkeEpisode:d_nikke_vesti_tactical_02_142,True,,,,,,,,XS_100,XS_100,1.0,,,1,worry,,,,,,
d_nikke_vesti_tactical_02_143,d_nikke_vesti_tactical_02,Speech,vesti_t,vesti_t,Locale_NikkeEpisode:d_nikke_vesti_tactical_02_143,True,,,,,,,,XS_100,XS_100,1.0,,,1,worry,,,,,,
d_nikke_vesti_tactical_02_144,d_nikke_vesti_tactical_02,Speech,vesti_t,vesti_t,Locale_NikkeEpisode:d_nikke_vesti_tactical_02_144,True,,,,,,,,XS_100,XS_10,1.5,,,1,worry,,,,,,
d_nikke_vesti_tactical_02_145,d_nikke_vesti_tactical_02,Speech,vesti_t,vesti_t,Locale_NikkeEpisode:d_nikke_vesti_tactical_02_145,True,,,,,,,,XS_10,XS_10,1.0,,,1,worry,,,,,,
d_nikke_vesti_tactical_02_146,d_nikke_vesti_tactical_02,Choice,vesti_t,,Locale_NikkeEpisode:d_nikke_vesti_tactical_02_146,False,,,,,,,,XS_10,XS_10,1.0,,,1,worry,,,,,,d_nikke_vesti_tactical_02_148
d_nikke_vesti_tactical_02_147,d_nikke_vesti_tactical_02,Choice,vesti_t,,Locale_NikkeEpisode:d_nikke_vesti_tactical_02_147,False,,,,,,,,XS_10,XS_10,1.0,,,1,worry,,,,,,d_nikke_vesti_tactical_02_150
d_nikke_vesti_tactical_02_148,d_nikke_vesti_tactical_02,Speech,vesti_t,vesti_t,Locale_NikkeEpisode:d_nikke_vesti_tactical_02_148,True,,,,,,,,XS_10,XS_10,1.0,,,1,worry,,,,,,
d_nikke_vesti_tactical_02_149,d_nikke_vesti_tactical_02,Self,vesti_t,,Locale_NikkeEpisode:d_nikke_vesti_tactical_02_149,False,,,,,,,,XS_10,XS_10,1.0,,,1,worry,,,,,,d_nikke_vesti_tactical_02_150
d_nikke_vesti_tactical_02_150,d_nikke_vesti_tactical_02,Speech,vesti_t,vesti_t,Locale_NikkeEpisode:d_nikke_vesti_tactical_02_150,True,,,,,,,,XS_10,XS_10,1.0,,,1,worry,,,,,,
d_nikke_vesti_tactical_02_151,d_nikke_vesti_tactical_02,Self,vesti_t,,Locale_NikkeEpisode:d_nikke_vesti_tactical_02_151,False,,,,,,,,XS_10,XS_10,1.0,,,1,worry,,,,,,
d_nikke_vesti_tactical_02_152,d_nikke_vesti_tactical_02,Speech,vesti_t,vesti_t,Locale_NikkeEpisode:d_nikke_vesti_tactical_02_152,True,,,,,,,,XS_10,XS_100,1.0,,,1,idle,,,,,,
d_nikke_vesti_tactical_02_153,d_nikke_vesti_tactical_02,Self,vesti_t,,Locale_NikkeEpisode:d_nikke_vesti_tactical_02_153,False,,,,,,,,XS_100,XS_100,1.0,,,1,idle,,,,,,
d_nikke_vesti_tactical_02_154,d_nikke_vesti_tactical_02,Speech,vesti_t,vesti_t,Locale_NikkeEpisode:d_nikke_vesti_tactical_02_154,True,,,,,,,,XS_100,XS_100,1.0,,,1,worry,,,,,,
d_nikke_vesti_tactical_02_155,d_nikke_vesti_tactical_02,Self,vesti_t,,Locale_NikkeEpisode:d_nikke_vesti_tactical_02_155,False,,,,,,,,XS_100,XS_100,1.0,,,1,worry,,,,,,
d_nikke_vesti_tactical_02_156,d_nikke_vesti_tactical_02,Speech,vesti_t,vesti_t,Locale_NikkeEpisode:d_nikke_vesti_tactical_02_156,True,,,,,,,,XS_100,XS_10,1.5,,,1,worry,,,,,,
d_nikke_vesti_tactical_02_157,d_nikke_vesti_tactical_02,Speech,vesti_t,vesti_t,Locale_NikkeEpisode:d_nikke_vesti_tactical_02_157,True,,,,,,,,XS_10,XS_10,1.0,,,1,idle,,,,,,
d_nikke_vesti_tactical_02_158,d_nikke_vesti_tactical_02,Speech,vesti_t,vesti_t,Locale_NikkeEpisode:d_nikke_vesti_tactical_02_158,True,,,,,,,,XS_10,XS_10,1.0,,,1,idle,,,,,,
d_nikke_vesti_tactical_02_159,d_nikke_vesti_tactical_02,Self,vesti_t,,Locale_NikkeEpisode:d_nikke_vesti_tactical_02_159,False,,,,,,,,XS_10,XS_10,1.0,,,1,idle,,,,,,
d_nikke_vesti_tactical_02_160,d_nikke_vesti_tactical_02,Speech,vesti_t,vesti_t,Locale_NikkeEpisode:d_nikke_vesti_tactical_02_160,True,,,,,,,,XS_10,XS_10,1.0,,,1,idle,,,,,,
d_nikke_vesti_tactical_02_161,d_nikke_vesti_tactical_02,Speech,vesti_t,vesti_t,Locale_NikkeEpisode:d_nikke_vesti_tactical_02_161,True,,,,,,,,XS_10,XS_10,1.0,,,1,idle,,,,,,
d_nikke_vesti_tactical_02_162,d_nikke_vesti_tactical_02,Speech,vesti_t,vesti_t,Locale_NikkeEpisode:d_nikke_vesti_tactical_02_162,True,,,,,,,,XS_10,XS_10,1.0,,,1,idle,,,,,,
d_nikke_vesti_tactical_02_163,d_nikke_vesti_tactical_02,Speech,vesti_t,vesti_t,Locale_NikkeEpisode:d_nikke_vesti_tactical_02_163,True,,,,,,,,XS_10,XS_10,1.0,,,1,idle,,,,,,
d_nikke_vesti_tactical_02_164,d_nikke_vesti_tactical_02,Speech,vesti_t,vesti_t,Locale_NikkeEpisode:d_nikke_vesti_tactical_02_164,True,,,,,,,,XS_10,XS_10,1.0,,,1,worry,,,,,,
d_nikke_vesti_tactical_02_165,d_nikke_vesti_tactical_02,Speech,vesti_t,vesti_t,Locale_NikkeEpisode:d_nikke_vesti_tactical_02_165,True,,,,,,,,XS_10,XS_10,1.0,,,1,worry,,,,,,
d_nikke_vesti_tactical_02_166,d_nikke_vesti_tactical_02,Monologue,vesti_t,,Locale_NikkeEpisode:d_nikke_vesti_tactical_02_166,False,,,,,,,,XS_10,XS_10,1.0,,,1,worry,,,,,,
d_nikke_vesti_tactical_02_167,d_nikke_vesti_tactical_02,Speech,vesti_t,vesti_t,Locale_NikkeEpisode:d_nikke_vesti_tactical_02_167,True,,,,,,,,XS_10,XS_100,0.5,,,1,shy,,,,,,
