stage_id,group_id,spot_mod,battle_time,monster_count,use_intro_scene,wave_repeat,point_data,point_data_fly,background_name,theme,theme_time,stage_info_bg,target_list/0,wave_data/0/wave_path,wave_data/0/wave_monster_list/0/wave_monster_id,wave_data/0/wave_monster_list/0/spawn_type,wave_data/0/wave_monster_list/1/wave_monster_id,wave_data/0/wave_monster_list/1/spawn_type,wave_data/0/wave_monster_list/2/wave_monster_id,wave_data/0/wave_monster_list/2/spawn_type,wave_data/0/wave_monster_list/3/wave_monster_id,wave_data/0/wave_monster_list/3/spawn_type,wave_data/1/wave_path,wave_data/1/wave_monster_list/0/wave_monster_id,wave_data/1/wave_monster_list/0/spawn_type,wave_data/1/wave_monster_list/1/wave_monster_id,wave_data/1/wave_monster_list/1/spawn_type,wave_data/1/wave_monster_list/2/wave_monster_id,wave_data/1/wave_monster_list/2/spawn_type,wave_data/1/wave_monster_list/3/wave_monster_id,wave_data/1/wave_monster_list/3/spawn_type,wave_data/2/wave_path,wave_data/2/wave_monster_list/0/wave_monster_id,wave_data/2/wave_monster_list/0/spawn_type,wave_data/2/wave_monster_list/1/wave_monster_id,wave_data/2/wave_monster_list/1/spawn_type,wave_data/2/wave_monster_list/2/wave_monster_id,wave_data/2/wave_monster_list/2/spawn_type,wave_data/2/wave_monster_list/3/wave_monster_id,wave_data/2/wave_monster_list/3/spawn_type,wave_data/3/wave_path,wave_data/3/wave_monster_list/0/wave_monster_id,wave_data/3/wave_monster_list/0/spawn_type,wave_data/3/wave_monster_list/1/wave_monster_id,wave_data/3/wave_monster_list/1/spawn_type,wave_data/3/wave_monster_list/2/wave_monster_id,wave_data/3/wave_monster_list/2/spawn_type,wave_data/3/wave_monster_list/3/wave_monster_id,wave_data/3/wave_monster_list/3/spawn_type,wave_data/4/wave_path,wave_data/4/private_monster_count,wave_data/4/wave_monster_list/0/wave_monster_id,wave_data/4/wave_monster_list/0/spawn_type,wave_data/4/wave_monster_list/1/wave_monster_id,wave_data/4/wave_monster_list/1/spawn_type,wave_data/4/wave_monster_list/2/wave_monster_id,wave_data/4/wave_monster_list/2/spawn_type,wave_data/4/wave_monster_list/3/wave_monster_id,wave_data/4/wave_monster_list/3/spawn_type,wave_data/5/wave_path,wave_data/5/wave_monster_list/0/wave_monster_id,wave_data/5/wave_monster_list/0/spawn_type,wave_data/5/wave_monster_list/1/wave_monster_id,wave_data/5/wave_monster_list/1/spawn_type,wave_data/5/wave_monster_list/2/wave_monster_id,wave_data/5/wave_monster_list/2/spawn_type,wave_data/5/wave_monster_list/3/wave_monster_id,wave_data/5/wave_monster_list/3/spawn_type,close_monster_count,mid_monster_count,far_monster_count,wave_data/2/private_monster_count,wave_data/6/wave_path,wave_data/6/wave_monster_list/0/wave_monster_id,wave_data/6/wave_monster_list/0/spawn_type,wave_data/6/wave_monster_list/1/wave_monster_id,wave_data/6/wave_monster_list/1/spawn_type,wave_data/6/wave_monster_list/2/wave_monster_id,wave_data/6/wave_monster_list/2/spawn_type,wave_data/6/wave_monster_list/3/wave_monster_id,wave_data/6/wave_monster_list/3/spawn_type,wave_data/7/wave_path,wave_data/7/wave_monster_list/0/wave_monster_id,wave_data/7/wave_monster_list/0/spawn_type,wave_data/7/wave_monster_list/1/wave_monster_id,wave_data/7/wave_monster_list/1/spawn_type,wave_data/7/wave_monster_list/2/wave_monster_id,wave_data/7/wave_monster_list/2/spawn_type,wave_data/7/wave_monster_list/3/wave_monster_id,wave_data/7/wave_monster_list/3/spawn_type,wave_data/3/private_monster_count,wave_data/5/private_monster_count,wave_data/6/private_monster_count,wave_data/7/private_monster_count,mod_value,wave_data/1/private_monster_count,wave_data/8/wave_path,wave_data/8/wave_monster_list/0/wave_monster_id,wave_data/8/wave_monster_list/0/spawn_type,wave_data/8/wave_monster_list/1/wave_monster_id,wave_data/8/wave_monster_list/1/spawn_type,wave_data/8/wave_monster_list/2/wave_monster_id,wave_data/8/wave_monster_list/2/spawn_type,wave_data/8/wave_monster_list/3/wave_monster_id,wave_data/8/wave_monster_list/3/spawn_type,wave_data/9/wave_path,wave_data/9/private_monster_count,wave_data/9/wave_monster_list/0/wave_monster_id,wave_data/9/wave_monster_list/0/spawn_type,wave_data/9/wave_monster_list/1/wave_monster_id,wave_data/9/wave_monster_list/1/spawn_type,wave_data/9/wave_monster_list/2/wave_monster_id,wave_data/9/wave_monster_list/2/spawn_type,wave_data/9/wave_monster_list/3/wave_monster_id,wave_data/9/wave_monster_list/3/spawn_type,wave_data/8/private_monster_count
7006021,wave_campaign_hard_002,Campaign,90,7,true,false,point_grd_iceland_001,point_fly_iceland_001,sbg_iceland_001,IceLand,Night,ibg_iceland_001,1320060111,path_fly_mid_special_047,1110010111,Dash,1110010111,Dash,1210020111,Drop,3210030111,Drop,path_grd_close_elite2_804,3220040111,Jump,3220040111,Jump,2320050211,Drop,2320050211,Drop,path_grd_mid_small_070,3220040111,Dash,3220040111,Dash,3220040111,Dash,1220050111,Dash,path_fly_close_small_029,1210020111,Drop,1210020111,Drop,1210020111,Drop,1210020111,Drop,path_grd_close_elite2_804,0,3220040111,Dash,3220040111,Dash,1320060211,Dash,1320060211,Dash,path_grd_mid_elite1_802,3220040111,Dash,3220040111,Dash,2220040111,Drop,1320060111,Drop,30,30,0,,path_grd_close_small_042,3220040111,Dash,3220040111,Dash,1220050111,Drop,1220050111,Drop,,,,,,,,,,12,8,8,,,12,,,,,,,,,,,,,,,,,,,,
7006022,wave_campaign_hard_002,Campaign,90,5,true,false,point_grd_iceland_007,point_fly_iceland_007,sbg_iceland_007,IceLand,Night,ibg_iceland_001,1320010111,path_grd_close_special_064,1120010111,Jump,1120010111,Jump,3120010111,Jump,1320020211,Jump,path_fly_close_small_007,1210020111,Jump,1210020111,Jump,1210010111,Jump,1210010111,Jump,path_grd_close_small_010,3220070111,Jump,3220060111,Jump,3220050111,Jump,3220070111,Drop,path_fly_close_small_007,3210030111,Jump,3210010111,Jump,3210020111,Jump,3210020111,Jump,path_grd_close_small_001,0,1220020111,Jump,1220020111,Jump,1220020111,Jump,1320010111,Drop,path_grd_close_small_057,2220010111,Drop,2220010111,Drop,2220010111,Drop,2220010111,Drop,45,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7006023,wave_campaign_hard_002,Campaign,90,5,true,false,point_grd_iceland_003,point_fly_iceland_003,sbg_iceland_003,IceLand,Night,ibg_iceland_001,3310010111,path_fly_close_small_029,3210030111,Drop,3210010111,Drop,3210030111,Drop,3210030111,Drop,path_grd_far_small_050,3220070111,Jump,3220040111,Jump,3220040111,Jump,3320010211,Drop,path_fly_close_small_007,3210010111,Jump,2210020111,Jump,3210030111,Jump,3210030111,Jump,path_grd_close_small_057,2220010111,Drop,2220010111,Drop,2220010111,Drop,2220010111,Drop,path_fly_mid_small_008,0,1210030111,Drop,1210030111,Drop,1210030111,Drop,3310010111,Drop,path_fly_far_small_022,1210010111,Jump,1210010111,Jump,1210030111,Jump,1210030111,Jump,18,10,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7006024,wave_campaign_hard_002,Campaign,90,5,true,false,point_grd_iceland_002,point_fly_iceland_002,sbg_iceland_002,IceLand,Night,ibg_iceland_001,2320010111,path_grd_mid_small_002,3220070111,Jump,3220070111,Jump,3220050111,Jump,3220050111,Jump,path_fly_close_small_020,1210010111,Dash,1210010111,Dash,3210010111,Dash,3310020211,Dash,path_grd_mid_small_011,1220010111,Drop,1220010111,Drop,3220040111,Drop,3320040211,Drop,path_fly_far_small_022,1210010111,Jump,1210010111,Jump,1210030111,Jump,1210030111,Jump,path_fly_far_small_028,,3210010111,Dash,3210010111,Dash,3210010111,Dash,3210010111,Dash,path_grd_mid_small_058,1220020111,Drop,1220020111,Drop,1220020111,Drop,2320010111,Drop,6,32,13,,path_grd_close_special_064,1120010111,Jump,1120010111,Jump,1120010111,Jump,1120010111,Jump,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
7006025,wave_campaign_hard_002,Campaign,90,5,true,false,point_grd_iceland_001,point_fly_iceland_001,sbg_iceland_001,IceLand,Night,ibg_iceland_001,1320010111,path_fly_mid_small_036,1210020111,Jump,1210020111,Jump,1210020111,Jump,3310010211,Jump,path_grd_close_small_013,3220070111,Jump,3220070111,Jump,1220010111,Jump,1220010111,Jump,path_fly_close_small_007,3210030111,Drop,3210030111,Drop,1210010111,Drop,1210010111,Drop,path_grd_close_small_060,3220060111,Drop,3220060111,Drop,1220010111,Drop,1220010111,Drop,path_grd_mid_small_005,0,2220010111,Jump,2220010111,Jump,2220010111,Jump,1320010111,Drop,path_grd_close_small_060,3220060111,Drop,3220060111,Drop,1220010111,Drop,1220010111,Drop,24,12,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7006026,wave_campaign_hard_002,Campaign,90,5,true,false,point_grd_iceland_004,point_fly_iceland_004,sbg_iceland_004,IceLand,Night,ibg_iceland_001,3310010111,path_grd_far_small_050,3220050111,Drop,3220050111,Drop,1220010111,Drop,1220010111,Drop,path_fly_far_small_037,1210010111,Drop,1210010111,Drop,1210010111,Drop,1310010211,Drop,path_grd_mid_small_011,3220020111,Jump,3220020111,Jump,3220070111,Jump,3220070111,Jump,path_fly_far_small_022,1210020111,Jump,1210020111,Jump,3210020111,Jump,3210020111,Jump,path_fly_close_special_046,0,1110010111,Dash,1110010111,Dash,1110010111,Dash,3310010111,Dash,path_fly_far_small_022,1210020111,Jump,1210020111,Jump,3210020111,Jump,3210020111,Jump,15,10,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7006027,wave_campaign_hard_002,Campaign,90,7,true,false,point_grd_iceland_002,point_fly_iceland_002,sbg_iceland_002,IceLand,Night,ibg_iceland_001,3320020111,path_fly_mid_small_030,1210010111,Drop,1210010111,Drop,1210010111,Drop,3210030111,Drop,path_grd_mid_elite2_805,2220020111,Dash,2220020111,Dash,3320020211,Drop,3320020211,Drop,path_grd_far_special_066,2220020111,Dash,3220070111,Dash,3220060111,Drop,3220060111,Drop,path_fly_mid_small_039,1210010111,Drop,1210010111,Drop,1210010111,Drop,1210010111,Drop,path_grd_mid_elite2_808,0,3220070111,Dash,3220070111,Dash,2320020211,Drop,3320020111,Drop,path_fly_mid_small_050,1210010111,Dash,1210010111,Dash,1210010111,Dash,3210030111,Dash,0,30,27,4,path_grd_far_small_044,3220060111,Dash,3220060111,Dash,3220070111,Dash,3220070111,Dash,,,,,,,,,,10,,,,,5,,,,,,,,,,,,,,,,,,,,
7006028,wave_campaign_hard_002,Campaign,90,5,true,false,point_grd_iceland_004,point_fly_iceland_004,sbg_iceland_004,IceLand,Night,ibg_iceland_001,1320060111,path_fly_close_small_029,3210010111,Normal,3210010111,Normal,3210030111,Normal,3210030111,Normal,path_grd_close_small_013,3220050111,Dash,3220050111,Dash,2220030111,Dash,2320010211,Dash,path_fly_close_small_007,2210020111,Normal,2210020111,Normal,3210030111,Jump,1310010211,Jump,path_grd_close_small_039,1220010111,Jump,1220010111,Jump,3220060111,Jump,3220060111,Jump,path_grd_mid_small_005,0,1220010111,Dash,1220010111,Dash,1220010111,Dash,1320060111,Drop,path_grd_close_small_039,1220010111,Jump,1220010111,Jump,3220060111,Jump,3220060111,Jump,30,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7006029,wave_campaign_hard_002,Campaign,90,5,true,false,point_grd_iceland_007,point_fly_iceland_007,sbg_iceland_007,IceLand,Night,ibg_iceland_001,3310020111,path_grd_far_small_003,3220020111,Drop,3220020111,Random,3220020111,Random,3220020111,Random,path_fly_mid_small_021,1210020111,Normal,1210020111,Normal,3210020111,Normal,1310020211,Normal,path_grd_close_small_010,3220030111,Drop,3220030111,Random,3220060111,Random,3220050111,Random,path_fly_close_small_004,3210030111,Drop,3210030111,Drop,1210010111,Drop,1210010111,Drop,path_fly_close_small_001,0,2210010111,Jump,2210010111,Jump,2210010111,Jump,3310020111,Jump,path_fly_close_small_004,3210030111,Drop,3210030111,Drop,1210010111,Drop,1210010111,Drop,24,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7006030,wave_campaign_hard_002,Campaign,180,6,false,false,point_grd_talkertive_01,point_fly_talkertive_01,sbg_iceland_b_001,IceLand,Night,ibg_iceland_001,1520020131,b_grd_talkertive_01,1520020131,Normal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7006031,wave_campaign_hard_002,BaseDefense,60,10,true,true,point_grd_iceland_007_midclear,point_fly_iceland_007,sbg_iceland_007_midclear,IceLand,Night,ibg_iceland_basedefense_001,,path_grd_mid_elite2_805,3220040121,Jump,3220040121,Jump,2320050121,Drop,2320050121,Drop,path_fly_close_special_044,3210040521,Drop,3210040521,Drop,3210040521,Drop,2310030221,Drop,path_grd_mid_special_065,3120010521,Jump,3120010521,Jump,3220040121,Drop,2220040121,Drop,path_grd_close_special_024,1220050521,Jump,1220050521,Jump,1220050521,Drop,1220050521,Drop,path_grd_mid_small_052,12,3220040121,Dash,3220040121,Dash,3220040121,Dash,3220040121,Dash,path_grd_mid_elite2_808,1220050521,Jump,1220050521,Jump,1320030221,Drop,2320050121,Drop,45,72,0,25,path_fly_close_special_046,3210040521,Dash,3210040521,Dash,3210040521,Drop,2310030221,Drop,path_grd_mid_special_025,3120010521,Jump,3120010521,Jump,1220050521,Drop,1220050521,Drop,25,4,,25,normal,7,path_fly_mid_elite1_802,3210040521,Dash,3210040521,Dash,3210040521,Drop,2310030221,Drop,path_grd_mid_elite1_802,14,3120010521,Dash,3120010521,Dash,2220040121,Drop,3320020121,Drop,
7006032,wave_campaign_hard_002,Campaign,180,6,false,false,point_grd_iceland_002,point_fly_iceland_002,sbg_iceland_002,IceLand,Night,ibg_iceland_001,2420050221,path_grd_mid_centurion_902,2420050221,Normal,,,,,,,path_fly_close_small_017,1210020121,Drop,1210020121,Drop,1210020121,Drop,1210020121,Drop,path_grd_mid_elite1_802,2120010121,Dash,2120010121,Dash,3220050121,Dash,3220050121,Dash,path_fly_mid_elite1_802,1210020121,Drop,1210010121,Drop,1210020121,Drop,1310030221,Drop,path_grd_mid_small_075,,3120010121,Dash,3120010121,Jump,2220010121,Jump,2220040121,Dash,path_grd_mid_small_055,2220020121,Dash,2220030121,Dash,2220030121,Dash,2220020121,Drop,6,36,1,4,path_grd_mid_small_011,2120010121,Drop,2120010121,Drop,2120010121,Drop,2320050221,Drop,,,,,,,,,,4,,4,,,,,,,,,,,,,,,,,,,,,,,
7007001,wave_campaign_hard_002,Campaign,90,5,true,false,point_grd_iceland_005,point_fly_iceland_005,sbg_iceland_005,IceLand,Night,ibg_iceland_001,3310010141,path_fly_mid_small_018,3210010141,Drop,3210010141,Drop,3110010141,Dash,3110010141,Dash,path_fly_mid_small_005,2210020141,Dash,2210020141,Dash,2210020141,Dash,1310020241,Dash,path_grd_close_small_039,3220030141,Dash,3220030141,Dash,3220030141,Dash,3220030141,Dash,path_fly_mid_elite1_802,3210010141,Drop,3210010141,Drop,3210030141,Drop,3310010141,Drop,path_fly_mid_small_024,7,2210020141,Jump,2210020141,Jump,2210020141,Jump,2210020141,Jump,,,,,,,,,,6,27,0,3,,,,,,,,,,,,,,,,,,,0,,,,,6,,,,,,,,,,,,,,,,,,,,
7007002,wave_campaign_hard_002,Campaign,90,5,true,false,point_grd_iceland_003,point_fly_iceland_003,sbg_iceland_003,IceLand,Night,ibg_iceland_001,3320050141,path_grd_close_small_067,3220040141,Dash,3220040141,Dash,3220060141,Drop,2320020241,Drop,path_grd_mid_small_070,3220060141,Dash,3220060141,Dash,3220060141,Dash,2220050141,Dash,path_grd_mid_special_065,2120010141,Dash,2120010141,Dash,3220060141,Drop,3220060141,Drop,path_grd_close_elite1_801,3220060141,Dash,3220060141,Dash,3220060141,Drop,3320050141,Drop,path_grd_mid_small_043,,3220060141,Dash,3220060141,Dash,3220060141,Dash,3220060141,Dash,,,,,,,,,,15,27,0,,,,,,,,,,,,,,,,,,,,0,,,,,6,,,,,,,,,,,,,,,,,,,,
7007003,wave_campaign_hard_002,Campaign,90,7,true,false,point_grd_iceland_006,point_fly_iceland_006,sbg_iceland_006,IceLand,Night,ibg_iceland_001,1310020141,path_fly_close_special_044,2110010141,Drop,2110010141,Drop,2210030141,Drop,2210030141,Drop,path_grd_mid_elite2_805,2220030141,Dash,2220030141,Dash,2320050241,Drop,2320050241,Drop,path_fly_mid_small_053,2210020141,Dash,2210020141,Dash,2210020141,Dash,1210040141,Dash,path_fly_close_small_029,2210020141,Jump,2210020141,Jump,2210020141,Jump,2210020141,Jump,path_fly_mid_elite1_802,0,2210020141,Dash,2210020141,Dash,3210030141,Drop,1310020141,Drop,path_grd_close_elite1_801,2220030141,Jump,2220030141,Jump,2220040141,Drop,3320040241,Drop,36,24,0,,path_fly_close_small_029,2210020141,Drop,2210020141,Drop,2210020141,Drop,2210020141,Drop,,,,,,,,,,,10,5,,,10,,,,,,,,,,,,,,,,,,,,
7007004,wave_campaign_hard_002,Campaign,90,5,true,false,point_grd_iceland_001,point_fly_iceland_001,sbg_iceland_001,IceLand,Night,ibg_iceland_001,3320070141,path_grd_mid_special_025,3120010141,Drop,3120010141,Drop,3120010141,Drop,3120010141,Drop,path_grd_close_small_067,1220040141,Dash,1220040141,Dash,1220040141,Dash,2320020241,Drop,path_grd_mid_special_065,1120010141,Dash,1120010141,Dash,1120010141,Dash,1120010141,Dash,path_grd_mid_special_025,1120010141,Drop,1120010141,Drop,2220040141,Drop,3320070141,Drop,path_grd_mid_small_046,13,1220040141,Drop,1220040141,Drop,1220040141,Drop,1220040141,Drop,path_fly_mid_special_047,2110010141,Dash,2110010141,Dash,2110010141,Dash,2110010141,Dash,6,66,0,,,,,,,,,,,,,,,,,,,,0,6,,,,12,,,,,,,,,,,,,,,,,,,,
7007005,wave_campaign_hard_002,Campaign,90,5,true,false,point_grd_iceland_005,point_fly_iceland_005,sbg_iceland_005,IceLand,Night,ibg_iceland_001,3320060141,path_grd_close_small_007,2120010141,Drop,2120010141,Drop,2120010141,Drop,3320060241,Drop,path_fly_mid_small_036,2210020141,Dash,2210020141,Dash,2210020141,Dash,2210020141,Dash,path_fly_close_special_044,3210040141,Drop,3210040141,Drop,3210040141,Drop,3210030141,Drop,path_grd_mid_elite1_802,2120010141,Dash,2120010141,Dash,1220050141,Drop,3320060141,Drop,path_fly_close_special_046,6,2110010141,Dash,2110010141,Dash,3210040141,Dash,3210030141,Dash,path_fly_mid_small_036,3210040141,Dash,3210040141,Dash,3210040141,Dash,3210040141,Dash,36,21,0,6,,,,,,,,,,,,,,,,,,,0,3,,,,6,,,,,,,,,,,,,,,,,,,,
7007006,wave_campaign_hard_002,Campaign,90,7,true,false,point_grd_iceland_002,point_fly_iceland_002,sbg_iceland_002,IceLand,Night,ibg_iceland_001,1320030141,path_grd_close_small_001,3220050141,Dash,3220050141,Dash,3220050141,Drop,3220020141,Drop,path_grd_mid_special_065,1220020141,Dash,1220020141,Dash,3220050141,Drop,3320040241,Drop,path_grd_close_small_042,2220010141,Dash,2220010141,Dash,2220010141,Dash,2220010141,Dash,path_grd_mid_special_025,3220050141,Jump,3220050141,Jump,2220010141,Drop,3220020141,Drop,path_grd_close_elite2_807,0,2220010141,Jump,2220010141,Jump,2320020241,Drop,1320030141,Drop,path_grd_mid_special_065,1220020141,Dash,1220020141,Dash,2220010141,Drop,3220020141,Drop,0,77,10,,path_grd_close_small_048,3220050141,Drop,3220050141,Drop,3220050141,Drop,3220050141,Drop,path_grd_mid_special_065,1220020141,Jump,1220020141,Jump,2220010141,Drop,3220020141,Drop,12,9,9,10,,,,,,,,,,,,,,,,,,,,,,
7007007,wave_campaign_hard_002,Defense,90,7,true,true,point_grd_iceland_001_rightclear,point_fly_iceland_001_rightclear,sbg_iceland_001_rightclear,IceLand,Night,ibg_iceland_defense_001,,path_grd_close_small_039,3220050141,Normal,3220050141,Normal,3220020141,Normal,2220050141,Normal,path_grd_mid_small_075,3220010141,Jump,3220010141,Jump,3220010141,Jump,3220020141,Jump,path_grd_close_special_064,3120010141,Jump,3120010141,Jump,3220050141,Dash,3220050141,Dash,path_grd_mid_elite1_802,3220020141,Jump,3220020141,Jump,2220040141,Drop,1320060241,Drop,path_grd_mid_small_076,16,3220010141,Dash,3220010141,Dash,3220010141,Dash,3220020141,Dash,path_grd_close_small_048,3220050141,Drop,2220050141,Drop,3220050141,Drop,2220050141,Drop,27,45,0,,path_fly_mid_special_047,3110010141,Jump,3110010141,Jump,3210030141,Dash,3210030141,Dash,path_grd_mid_elite1_802,2220010141,Dash,2220010141,Dash,2220040141,Normal,1320060141,Normal,16,,9,22,20,12,,,,,,,,,,,,,,,,,,,,
7007008,wave_campaign_hard_002,Defense,90,20,true,true,point_grd_iceland_001_rightclear,point_fly_iceland_001_rightclear,sbg_iceland_001_rightclear,IceLand,Night,ibg_iceland_defense_001,,path_grd_close_special_064,1120010141,Dash,1120010141,Dash,2220010141,Dash,2220010141,Dash,path_fly_mid_special_016,1110010141,Drop,1110010141,Drop,1210020141,Normal,1210020141,Normal,path_grd_mid_special_025,3120010141,Drop,3120010141,Drop,3220060141,Drop,2220050141,Drop,path_fly_mid_special_047,2110010141,Dash,2110010141,Dash,1210020141,Normal,1310020241,Normal,path_grd_close_special_024,,3120010141,Dash,3120010141,Dash,3220060141,Dash,2220050141,Dash,path_grd_far_special_066,1120010141,Drop,1120010141,Drop,1120010141,Drop,1120010141,Drop,45,51,15,,path_grd_mid_small_075,2220010141,Jump,3220060141,Jump,2220010141,Jump,3220060141,Jump,path_grd_close_special_024,2120010141,Jump,2120010141,Jump,3220060141,Normal,2320010141,Normal,9,,14,,20,20,,,,,,,,,,,,,,,,,,,,
7007009,wave_campaign_hard_002,Defense,90,7,true,true,point_grd_iceland_001_rightclear,point_fly_iceland_001_rightclear,sbg_iceland_001_rightclear,IceLand,Night,ibg_iceland_defense_001,,path_grd_mid_elite3_811,3220020141,Normal,3320040141,Normal,3320040141,Normal,3320040141,Normal,path_fly_mid_small_008,2210020141,Dash,2210020141,Dash,1210040141,Dash,2310030241,Dash,path_grd_mid_elite1_802,3220020141,Drop,3220020141,Drop,2220050141,Drop,2320040241,Normal,path_fly_close_elite1_801,2210020141,Dash,2210020141,Dash,1210040141,Jump,2310030241,Drop,path_grd_close_elite2_804,6,3220020141,Normal,3220020141,Normal,3320040141,Jump,3320040141,Jump,path_grd_mid_small_040,3220020141,Drop,2220050141,Drop,3220020141,Drop,2320040241,Normal,18,30,0,10,,,,,,,,,,,,,,,,,,,10,14,,,20,10,,,,,,,,,,,,,,,,,,,,
7007010,wave_campaign_hard_002,BaseDefense,60,6,true,true,point_grd_iceland_007_midclear,point_fly_iceland_007,sbg_iceland_007_midclear,IceLand,Night,ibg_iceland_basedefense_001,,path_grd_close_small_036,2220020141,Dash,2220020141,Dash,2220020141,Dash,2220050141,Dash,path_grd_mid_small_040,1220040141,Dash,1220040141,Dash,1220040141,Dash,3220020141,Dash,path_grd_mid_small_052,2220020141,Dash,1220040141,Jump,2220020141,Dash,1220040141,Jump,path_grd_mid_elite1_802,1220040141,Jump,1220040141,Jump,3220020141,Drop,2320060241,Drop,path_grd_mid_small_070,,1220040141,Dash,1220040141,Dash,1220040141,Dash,3220020141,Jump,path_grd_mid_special_065,2120010141,Dash,2120010141,Dash,2220020141,Drop,3220020141,Drop,6,57,0,,path_grd_mid_small_075,2220020141,Jump,3220020141,Jump,2220020141,Jump,3220020141,Jump,path_fly_mid_elite2_805,2210020141,Dash,2210020141,Dash,2210020141,Drop,1310010141,Drop,3,8,5,7,normal,,,,,,,,,,,,,,,,,,,,,
7007011,wave_campaign_hard_002,BaseDefense,60,6,true,true,point_grd_iceland_007_midclear,point_fly_iceland_007,sbg_iceland_007_midclear,IceLand,Night,ibg_iceland_basedefense_001,,path_grd_mid_small_002,3220030141,Drop,3220030141,Drop,3220070141,Dash,3220070141,Dash,path_grd_far_small_071,3220030141,Dash,3220030141,Dash,3220030141,Dash,2220040141,Dash,path_grd_mid_small_052,3220030141,Jump,3220070141,Jump,3220030141,Jump,3220070141,Jump,path_grd_mid_special_025,1120010141,Jump,1120010141,Jump,3220030141,Drop,1320010241,Drop,path_fly_mid_small_053,10,2210020141,Drop,2210020141,Drop,2210020141,Drop,3210030141,Drop,path_grd_mid_small_073,3220030141,Dash,3220030141,Dash,3220030141,Dash,3220070141,Dash,0,45,15,,path_grd_mid_small_076,3220030141,Dash,3220070141,Dash,3220030141,Dash,3220070141,Dash,path_grd_far_elite1_803,3220070141,Dash,3220070141,Dash,2220040141,Drop,3320020141,Drop,3,9,5,7,normal,,,,,,,,,,,,,,,,,,,,,
7007012,wave_campaign_hard_002,BaseDefense,60,7,true,true,point_grd_iceland_007_midclear,point_fly_iceland_007,sbg_iceland_007_midclear,IceLand,Night,ibg_iceland_basedefense_001,,path_grd_mid_small_068,2220030141,Dash,2220030141,Dash,2220030141,Drop,3320030241,Drop,path_grd_far_small_053,3220060141,Dash,2220050141,Dash,3220060141,Dash,2220050141,Dash,path_grd_mid_special_065,1120010141,Dash,1120010141,Dash,2220030141,Drop,2220050141,Drop,path_grd_mid_elite2_808,2220030141,Dash,2220030141,Dash,3320010241,Drop,3320070141,Drop,path_fly_far_small_006,,1210010141,Dash,1210010141,Dash,1210010141,Dash,2310030241,Drop,path_grd_far_small_044,2220030141,Dash,2220030141,Dash,2220030141,Dash,2220030141,Dash,0,45,18,5,path_grd_mid_small_075,3220060141,Dash,3220060141,Dash,3220060141,Dash,2220050141,Dash,path_grd_mid_elite1_802,2220030141,Jump,2220030141,Jump,2220030141,Drop,3320030141,Drop,2,,5,,normal,4,,,,,,,,,,,,,,,,,,,,
7007013,wave_campaign_hard_002,Campaign,90,5,true,false,point_grd_iceland_001,point_fly_iceland_001,sbg_iceland_001,IceLand,Night,ibg_iceland_001,3320070141,path_grd_mid_small_002,2220030141,Jump,2220030141,Jump,2220030141,Dash,2220040141,Dash,path_grd_far_elite1_803,2220030141,Dash,2220030141,Dash,2220030141,Dash,3320070241,Dash,path_grd_mid_small_052,2220030141,Dash,2220030141,Dash,2220030141,Dash,2220030141,Dash,path_grd_mid_elite1_802,2220030141,Dash,2220030141,Dash,3220020141,Drop,3320070141,Drop,path_grd_far_small_044,,2220030141,Dash,2220030141,Dash,2220030141,Dash,2220030141,Dash,,,,,,,,,,0,21,15,4,,,,,,,,,,,,,,,,,,,0,,,,,6,,,,,,,,,,,,,,,,,,,,
7007014,wave_campaign_hard_002,Campaign,90,5,true,false,point_grd_iceland_003,point_fly_iceland_003,sbg_iceland_003,IceLand,Night,ibg_iceland_001,3320010141,path_fly_far_small_019,3210010141,Drop,3210010141,Drop,2210010141,Dash,2210010141,Dash,path_fly_mid_elite1_802,3210010141,Drop,3210010141,Drop,1210040141,Drop,1310020241,Drop,path_grd_mid_small_058,3220040141,Dash,3220040141,Dash,3220040141,Dash,3220040141,Dash,path_grd_mid_elite1_802,3220040141,Jump,3220040141,Jump,2220040141,Drop,3320010141,Drop,path_fly_far_small_040,,2210010141,Dash,2210010141,Dash,2210010141,Dash,2210010141,Dash,,,,,,,,,,0,24,12,4,,,,,,,,,,,,,,,,,,,0,,,,,6,,,,,,,,,,,,,,,,,,,,
