stage_id,group_id,spot_mod,battle_time,monster_count,use_intro_scene,wave_repeat,point_data,point_data_fly,background_name,theme,theme_time,stage_info_bg,target_list/0,wave_data/0/wave_path,wave_data/0/wave_monster_list/0/wave_monster_id,wave_data/0/wave_monster_list/0/spawn_type,wave_data/0/wave_monster_list/1/wave_monster_id,wave_data/0/wave_monster_list/1/spawn_type,wave_data/0/wave_monster_list/2/wave_monster_id,wave_data/0/wave_monster_list/2/spawn_type,wave_data/0/wave_monster_list/3/wave_monster_id,wave_data/0/wave_monster_list/3/spawn_type,wave_data/1/wave_path,wave_data/1/private_monster_count,wave_data/1/wave_monster_list/0/wave_monster_id,wave_data/1/wave_monster_list/0/spawn_type,wave_data/1/wave_monster_list/1/wave_monster_id,wave_data/1/wave_monster_list/1/spawn_type,wave_data/1/wave_monster_list/2/wave_monster_id,wave_data/1/wave_monster_list/2/spawn_type,wave_data/1/wave_monster_list/3/wave_monster_id,wave_data/1/wave_monster_list/3/spawn_type,wave_data/2/wave_path,wave_data/2/wave_monster_list/0/wave_monster_id,wave_data/2/wave_monster_list/0/spawn_type,wave_data/2/wave_monster_list/1/wave_monster_id,wave_data/2/wave_monster_list/1/spawn_type,wave_data/2/wave_monster_list/2/wave_monster_id,wave_data/2/wave_monster_list/2/spawn_type,wave_data/2/wave_monster_list/3/wave_monster_id,wave_data/2/wave_monster_list/3/spawn_type,wave_data/3/wave_path,wave_data/3/private_monster_count,wave_data/3/wave_monster_list/0/wave_monster_id,wave_data/3/wave_monster_list/0/spawn_type,wave_data/3/wave_monster_list/1/wave_monster_id,wave_data/3/wave_monster_list/1/spawn_type,wave_data/3/wave_monster_list/2/wave_monster_id,wave_data/3/wave_monster_list/2/spawn_type,wave_data/3/wave_monster_list/3/wave_monster_id,wave_data/3/wave_monster_list/3/spawn_type,wave_data/4/wave_path,wave_data/4/private_monster_count,wave_data/4/wave_monster_list/0/wave_monster_id,wave_data/4/wave_monster_list/0/spawn_type,wave_data/4/wave_monster_list/1/wave_monster_id,wave_data/4/wave_monster_list/1/spawn_type,wave_data/4/wave_monster_list/2/wave_monster_id,wave_data/4/wave_monster_list/2/spawn_type,wave_data/4/wave_monster_list/3/wave_monster_id,wave_data/4/wave_monster_list/3/spawn_type,wave_data/5/wave_path,wave_data/5/private_monster_count,wave_data/5/wave_monster_list/0/wave_monster_id,wave_data/5/wave_monster_list/0/spawn_type,wave_data/5/wave_monster_list/1/wave_monster_id,wave_data/5/wave_monster_list/1/spawn_type,wave_data/5/wave_monster_list/2/wave_monster_id,wave_data/5/wave_monster_list/2/spawn_type,wave_data/5/wave_monster_list/3/wave_monster_id,wave_data/5/wave_monster_list/3/spawn_type,close_monster_count,mid_monster_count,far_monster_count,wave_data/2/private_monster_count,wave_data/6/wave_path,wave_data/6/private_monster_count,wave_data/6/wave_monster_list/0/wave_monster_id,wave_data/6/wave_monster_list/0/spawn_type,wave_data/6/wave_monster_list/1/wave_monster_id,wave_data/6/wave_monster_list/1/spawn_type,wave_data/6/wave_monster_list/2/wave_monster_id,wave_data/6/wave_monster_list/2/spawn_type,wave_data/6/wave_monster_list/3/wave_monster_id,wave_data/6/wave_monster_list/3/spawn_type,wave_data/7/wave_path,wave_data/7/wave_monster_list/0/wave_monster_id,wave_data/7/wave_monster_list/0/spawn_type,wave_data/7/wave_monster_list/1/wave_monster_id,wave_data/7/wave_monster_list/1/spawn_type,wave_data/7/wave_monster_list/2/wave_monster_id,wave_data/7/wave_monster_list/2/spawn_type,wave_data/7/wave_monster_list/3/wave_monster_id,wave_data/7/wave_monster_list/3/spawn_type,wave_data/8/wave_path,wave_data/8/wave_monster_list/0/wave_monster_id,wave_data/8/wave_monster_list/0/spawn_type,wave_data/8/wave_monster_list/1/wave_monster_id,wave_data/8/wave_monster_list/1/spawn_type,wave_data/8/wave_monster_list/2/wave_monster_id,wave_data/8/wave_monster_list/2/spawn_type,wave_data/8/wave_monster_list/3/wave_monster_id,wave_data/8/wave_monster_list/3/spawn_type,wave_data/7/private_monster_count,mod_value,wave_data/8/private_monster_count
7033021,wave_campaign_hard_014,Campaign,90,7,true,false,point_grd_cityforestcrystal_002,point_fly_cityforestcrystal_002,sbg_cityforestundercrystal_002,CityForestUnder,Night,ibg_cityforestundercrystal_001,3310040151,path_grd_mid_small_055,1220030151,Jump,2220040151,Jump,1220030151,Jump,2220040151,Jump,path_fly_far_elite2_806,5,3210020151,Dash,1210050151,Dash,3310040251,Drop,3310040251,Drop,path_grd_far_small_044,3220070151,Dash,3220070151,Dash,3220070151,Dash,2220040151,Dash,path_fly_mid_small_002,,1210050151,Drop,2210010151,Jump,1210050151,Drop,2210010151,Jump,path_grd_far_small_050,0,3220070151,Drop,3220070151,Drop,1220030151,Drop,1220030151,Drop,path_fly_mid_elite2_805,,3210020151,Dash,1210050151,Dash,1310010251,Drop,3310040151,Drop,0,27,33,10,path_grd_far_small_056,8,3220070151,Drop,3220070151,Drop,3220070151,Drop,3220070151,Drop,path_fly_mid_small_021,1210050151,Drop,3210030151,Dash,1210050151,Drop,3310040251,Drop,path_grd_far_small_006,3220070151,Jump,3220070151,Jump,1220030151,Jump,1220030151,Jump,,,
7033022,wave_campaign_hard_014,Campaign,90,7,true,false,point_grd_cityforestcrystal_004,point_fly_cityforestcrystal_004,sbg_cityforestundercrystal_004,CityForestUnder,Night,ibg_cityforestundercrystal_001,2320060151,path_grd_mid_small_070,1220010151,Jump,1220010151,Jump,1220010151,Jump,2220050151,Dash,path_grd_mid_elite1_802,,1220010151,Dash,3220020151,Dash,2220050151,Drop,2320060251,Drop,path_grd_mid_small_012,1220010151,Dash,3220020151,Dash,1220010151,Dash,3220020151,Dash,path_grd_mid_elite1_802,0,1220010151,Dash,3220020151,Dash,2220050151,Drop,2320060151,Drop,path_grd_mid_small_070,,1220010151,Drop,1220010151,Drop,3220020151,Drop,2220050151,Dash,path_grd_mid_small_070,,1220010151,Drop,1220010151,Drop,3220020151,Drop,2220050151,Dash,0,42,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7033023,wave_campaign_hard_014,Campaign,90,5,true,false,point_grd_cityforestcrystal_005,point_fly_cityforestcrystal_005,sbg_cityforestundercrystal_005,CityForestUnder,Night,ibg_cityforestundercrystal_001,3320040151,path_grd_far_small_053,1220060151,Dash,1220060151,Dash,1220060151,Dash,3220020151,Dash,path_grd_mid_elite1_802,6,3220050151,Jump,3220050151,Jump,2220050151,Drop,3320040251,Drop,path_fly_mid_small_050,2210010151,Drop,2210010151,Drop,2210010151,Drop,1210040151,Drop,path_grd_mid_elite2_808,0,3220050151,Jump,3220050151,Jump,3320040251,Drop,3320040151,Drop,path_fly_mid_special_016,6,2210010151,Drop,2110010151,Drop,2210010151,Drop,1210040151,Drop,,,,,,,,,,,0,38,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7033024,wave_campaign_hard_014,Campaign,90,7,true,false,point_grd_cityforestcrystal_003,point_fly_cityforestcrystal_003,sbg_cityforestundercrystal_003,CityForestUnder,Night,ibg_cityforestundercrystal_001,1320030151,path_fly_close_small_001,1210030151,Dash,1210030151,Dash,1210030151,Dash,1210030151,Dash,path_grd_mid_elite2_805,,2220020151,Dash,2220010151,Dash,1320060251,Drop,1320030251,Drop,path_fly_far_elite2_809,1210010151,Drop,1210030151,Drop,1210010151,Drop,1210010151,Drop,path_fly_mid_small_005,8,1210030151,Drop,1210030151,Drop,1210030151,Drop,1210030151,Drop,path_grd_mid_elite2_808,0,2220020151,Dash,2220010151,Dash,1320060251,Drop,1320030151,Drop,path_fly_mid_small_050,10,1210030151,Drop,1210030151,Drop,1210030151,Drop,3210030151,Dash,12,45,9,,path_grd_mid_special_065,,3220060151,Dash,2220020151,Dash,2220010151,Dash,2220010151,Dash,path_fly_close_small_001,1210030151,Drop,1210030151,Drop,1210030151,Drop,1210030151,Drop,,,,,,,,,,5,,
7033025,wave_campaign_hard_014,Defense,90,7,true,true,point_grd_cityforestcrystal_001_rightclear,point_fly_cityforestcrystal_001_rightclear,sbg_cityforestundercrystal_001_rightclear,CityForestUnder,Night,ibg_cityforestundercrystal_001_rightclear,,path_grd_mid_small_043,3220050151,Drop,3220050151,Drop,3220050151,Drop,3220050151,Drop,path_fly_mid_small_050,8,2210020151,Dash,2210020151,Dash,2210020151,Dash,1210040151,Normal,path_grd_close_small_013,2220010151,Jump,2220010151,Jump,2220010151,Jump,2220010151,Jump,path_fly_mid_elite1_802,3,2210020151,Normal,2210020151,Normal,1210040151,Drop,2310040251,Drop,path_grd_mid_small_043,12,2220010151,Dash,2220010151,Dash,3220050151,Dash,3220050151,Dash,path_fly_mid_small_030,10,2210020151,Drop,1210040151,Drop,2210020151,Drop,1210040151,Dash,6,54,0,10,path_grd_mid_small_075,10,3220050151,Jump,3220050151,Jump,3220050151,Jump,3220050151,Jump,path_fly_mid_elite1_802,2210020151,Normal,2210020151,Normal,1210040151,Normal,2310040251,Normal,path_grd_mid_small_012,2220010151,Drop,3220050151,Normal,2220010151,Drop,3320010251,Normal,,20,15
7033026,wave_campaign_hard_014,Defense,90,8,true,true,point_grd_cityforestcrystal_001_rightclear,point_fly_cityforestcrystal_001_rightclear,sbg_cityforestundercrystal_001_rightclear,CityForestUnder,Night,ibg_cityforestundercrystal_001_rightclear,,path_grd_mid_elite1_802,2220010151,Normal,1220060151,Normal,1220060151,Normal,2320010251,Normal,path_fly_mid_small_050,9,1210020151,Normal,1210020151,Normal,1210030151,Dash,1210040151,Dash,path_grd_far_small_044,2220010151,Normal,1220060151,Normal,2220010151,Normal,1220060151,Normal,path_grd_mid_elite1_802,4,2220010151,Dash,1220060151,Normal,1220060151,Dash,2320010151,Normal,path_grd_mid_elite1_802,10,2220010151,Dash,1220060151,Normal,1220060151,Normal,2320010251,Normal,path_fly_mid_small_050,10,1210020151,Normal,1210020151,Normal,1210030151,Dash,1210040151,Dash,0,54,12,,path_grd_far_small_041,,2220010151,Normal,1220060151,Normal,2220010151,Normal,1220060151,Normal,path_grd_mid_small_075,2220010151,Drop,2220010151,Drop,1220060151,Normal,1220060151,Normal,path_fly_mid_elite1_802,1210020151,Normal,1210030151,Normal,2320010151,Normal,1210040151,Normal,10,20,12
7033027,wave_campaign_hard_014,BaseDefense,60,7,true,true,point_grd_cityforestcrystal_002_midclear,point_fly_cityforestcrystal_002,sbg_cityforestundercrystal_002_midclear,CityForestUnder,Night,ibg_cityforestundercrystal_002_midclear,,path_grd_mid_elite1_802,1220010151,Jump,1220010151,Jump,3220060151,Drop,1320060251,Drop,path_fly_close_small_049,,1220010151,Jump,1320060251,Jump,1220010151,Jump,3210030151,Dash,path_fly_mid_elite1_802,1220010151,Drop,3220060151,Drop,1220010151,Drop,3210030151,Normal,path_grd_mid_elite2_805,3,1220010151,Dash,3220060151,Dash,1320060251,Drop,1320060251,Drop,path_fly_mid_small_050,10,1220010151,Jump,1320060251,Jump,1220010151,Jump,3210030151,Dash,path_grd_mid_elite3_814,,1220010151,Dash,3220060151,Dash,3220060151,Dash,3220060151,Dash,6,57,0,6,path_grd_mid_small_075,8,1220010151,Dash,3220060151,Dash,3220060151,Dash,1220010151,Dash,path_grd_mid_elite1_802,1220010151,Dash,3220060151,Dash,1220010151,Dash,1320060151,Drop,,,,,,,,,,,normal,
7033028,wave_campaign_hard_014,BaseDefense,60,6,true,true,point_grd_cityforestcrystal_002_midclear,point_fly_cityforestcrystal_002,sbg_cityforestundercrystal_002_midclear,CityForestUnder,Night,ibg_cityforestundercrystal_002_midclear,,path_grd_mid_small_052,2220020151,Dash,2220020151,Dash,2220020151,Dash,2220020151,Dash,path_grd_mid_small_043,,2220010151,Jump,2220010151,Jump,2220010151,Jump,2220010151,Jump,path_grd_mid_small_008,2220010151,Dash,2220010151,Dash,2220020151,Dash,2220020151,Dash,path_grd_mid_elite2_808,2,2220020151,Dash,2220010151,Dash,2220010151,Drop,3320080251,Drop,path_grd_mid_small_043,10,2220010151,Jump,2220020151,Jump,2220010151,Jump,2220020151,Jump,path_grd_mid_special_065,,1120010151,Jump,2220020151,Jump,2220010151,Drop,2220020151,Drop,0,63,0,,path_grd_mid_small_075,4,2220010151,Dash,2220010151,Dash,2220010151,Dash,2220010151,Dash,path_grd_mid_elite2_808,2220020151,Dash,2220010151,Dash,3320070251,Drop,3320080251,Drop,,,,,,,,,,7,normal,
7033029,wave_campaign_hard_014,Campaign,90,7,true,false,point_grd_cityforestcrystal_004,point_fly_cityforestcrystal_004,sbg_cityforestundercrystal_004,CityForestUnder,Night,ibg_cityforestundercrystal_001,2320020151,path_grd_mid_small_068,1220060151,Dash,1220060151,Dash,1220060151,Dash,2320020251,Drop,path_grd_mid_small_008,,1220050151,Drop,1220060151,Drop,1220060151,Drop,1220050151,Drop,path_grd_mid_small_061,1220060151,Drop,1220050151,Drop,1220060151,Drop,1220050151,Drop,path_grd_close_elite1_801,0,1220060151,Drop,1220050151,Drop,1220060151,Drop,2320020151,Drop,path_grd_mid_small_037,6,1220050151,Drop,1220060151,Drop,1220050151,Drop,1220060151,Drop,path_grd_mid_small_040,5,1220060151,Drop,1220060151,Drop,1220050151,Drop,1220050151,Drop,9,30,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7033030,wave_campaign_hard_014,Campaign,90,7,true,false,point_grd_cityforestcrystal_002,point_fly_cityforestcrystal_002,sbg_cityforestundercrystal_002,CityForestUnder,Night,ibg_cityforestundercrystal_001,2310040151,path_grd_mid_small_002,3220010151,Jump,3220010151,Jump,3220010151,Jump,3220010151,Jump,path_fly_mid_elite1_802,6,3210010151,Dash,3210010151,Dash,1210040151,Drop,2310040251,Drop,path_fly_mid_small_005,3210010151,Dash,3210010151,Dash,3210010151,Dash,3210010151,Dash,path_fly_mid_elite2_805,0,3210010151,Dash,3210010151,Dash,2310060251,Drop,2310040151,Drop,path_grd_mid_small_043,10,3220010151,Jump,3220010151,Jump,3220010151,Jump,3220010151,Jump,path_fly_mid_small_024,,3210010151,Dash,3210010151,Dash,3210010151,Dash,3210010151,Dash,0,42,0,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7033031,wave_campaign_hard_014,Campaign,90,7,true,false,point_grd_cityforestcrystal_001,point_fly_cityforestcrystal_001,sbg_cityforestundercrystal_001,CityForestUnder,Night,ibg_cityforestundercrystal_001,2310050151,path_fly_mid_small_018,1210010151,Drop,1210050151,Drop,1210010151,Drop,1210050151,Drop,path_fly_mid_elite2_805,5,1210050151,Dash,1210020151,Dash,3310030251,Drop,2310040251,Drop,path_grd_mid_small_058,3220060151,Dash,3220020151,Dash,3220060151,Dash,3220020151,Dash,path_grd_mid_small_052,,3220050151,Drop,3220050151,Drop,2220050151,Drop,3220020151,Drop,path_fly_mid_small_030,0,1210010151,Dash,1210010151,Dash,1210050151,Dash,1210050151,Dash,path_fly_mid_elite2_805,,1210050151,Dash,1210020151,Dash,3310030251,Drop,2310050151,Drop,0,60,0,10,path_grd_mid_small_073,8,3220060151,Dash,3220020151,Dash,3220060151,Dash,3220020151,Dash,path_grd_mid_small_037,2220010151,Dash,2220010151,Dash,2220040151,Dash,3220020151,Dash,path_fly_mid_small_002,1210010151,Drop,1210050151,Drop,1210010151,Drop,1210050151,Drop,10,,
7033032,wave_campaign_hard_014,Campaign,90,7,true,false,point_grd_cityforestcrystal_003,point_fly_cityforestcrystal_003,sbg_cityforestundercrystal_003,CityForestUnder,Night,ibg_cityforestundercrystal_001,1320030151,path_fly_mid_small_018,1210030151,Dash,1210030151,Dash,1210030151,Dash,1210030151,Dash,path_grd_mid_elite2_805,5,2220010151,Dash,2120010151,Dash,3320010251,Dash,1320030251,Drop,path_fly_mid_special_016,1210030151,Dash,2110010151,Dash,1210030151,Dash,3210030151,Dash,path_grd_mid_elite2_808,0,2220010151,Dash,2220010151,Dash,3320010251,Drop,1320030151,Drop,path_fly_close_special_046,10,1210030151,Dash,2110010151,Dash,1210030151,Dash,3210030151,Dash,path_grd_mid_elite2_805,,2220010151,Dash,2120010151,Dash,2220010151,Dash,2220010151,Dash,15,54,0,10,path_fly_mid_small_002,8,1210030151,Dash,1210030151,Dash,1210030151,Dash,1210030151,Dash,,,,,,,,,,,,,,,,,,,,,
7033033,wave_campaign_hard_014,Campaign,90,7,true,false,point_grd_cityforestcrystal_005,point_fly_cityforestcrystal_005,sbg_cityforestundercrystal_005,CityForestUnder,Night,ibg_cityforestundercrystal_001,3310020151,path_grd_mid_small_002,1220010151,Dash,1220010151,Dash,1220010151,Dash,1220010151,Dash,path_fly_mid_elite2_808,5,2210020151,Dash,1210010151,Dash,3310020251,Drop,3310020251,Drop,path_grd_mid_small_043,1220010151,Dash,1220010151,Dash,1220010151,Dash,1220010151,Dash,path_fly_mid_elite3_811,0,2210020151,Dash,3310020251,Drop,3310020251,Drop,3310020151,Drop,path_grd_mid_small_052,10,1220010151,Jump,1220010151,Jump,1220010151,Drop,1220010151,Drop,path_fly_mid_small_002,,2210020151,Dash,2210020151,Dash,1210010151,Dash,1210010151,Dash,0,38,4,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7033034,wave_campaign_hard_014,Campaign,90,7,true,false,point_grd_cityforestcrystal_004,point_fly_cityforestcrystal_004,sbg_cityforestundercrystal_004,CityForestUnder,Night,ibg_cityforestundercrystal_001,3310040151,path_grd_mid_small_011,3220040151,Drop,3220040151,Drop,2220070151,Drop,2220070151,Drop,path_fly_mid_small_050,5,2210020151,Dash,2210020151,Dash,2210050151,Drop,3310040251,Drop,path_grd_mid_elite1_802,3220040151,Dash,3220040151,Dash,2220070151,Drop,2320030251,Drop,path_fly_mid_small_024,6,2210020151,Dash,2210020151,Dash,2210050151,Dash,2210050151,Dash,path_grd_mid_small_043,0,3220040151,Dash,3220040151,Dash,2220070151,Dash,2320030251,Dash,path_fly_mid_small_050,,2210020151,Dash,2210050151,Dash,2210050151,Drop,3310040151,Drop,0,54,0,12,path_grd_mid_elite1_802,,3220040151,Dash,3220040151,Dash,2220070151,Drop,3320070251,Drop,path_fly_mid_small_030,2210050151,Dash,2210020151,Dash,2210020151,Dash,2210020151,Dash,,,,,,,,,,,,
7033035,wave_campaign_hard_014,Campaign,90,5,true,false,point_grd_cityforestcrystal_001,point_fly_cityforestcrystal_001,sbg_cityforestundercrystal_001,CityForestUnder,Night,ibg_cityforestundercrystal_001,3320070151,path_grd_mid_small_055,3220050151,Drop,3220050151,Drop,3220050151,Drop,3220050151,Drop,path_grd_mid_elite2_805,,3220050151,Drop,3220050151,Drop,3320070251,Dash,3320070251,Dash,path_fly_mid_small_027,2210030151,Drop,1210020151,Dash,1210020151,Dash,1210020151,Dash,path_grd_mid_elite3_814,0,3220050151,Drop,3320070251,Jump,3320070251,Jump,3320070151,Jump,path_fly_mid_small_027,8,2210030151,Drop,1210020151,Dash,1210020151,Dash,1210020151,Dash,path_grd_mid_small_061,10,3220050151,Dash,3220050151,Dash,3220050151,Dash,3220050151,Dash,0,42,0,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7033036,wave_campaign_hard_014,Campaign,90,7,true,false,point_grd_cityforestcrystal_002,point_fly_cityforestcrystal_002,sbg_cityforestundercrystal_002,CityForestUnder,Night,ibg_cityforestundercrystal_001,3310040151,path_grd_mid_small_049,1220020151,Dash,1220020151,Dash,1220020151,Dash,1220020151,Dash,path_fly_mid_elite1_802,,1210020151,Drop,1210020151,Drop,3210030151,Drop,3310040251,Drop,path_grd_mid_small_046,1220020151,Drop,1220020151,Drop,1220020151,Drop,1220020151,Drop,path_grd_mid_small_034,0,1220020151,Jump,1220020151,Jump,1220020151,Jump,1320030251,Drop,path_fly_far_elite1_803,7,1210020151,Drop,1210020151,Drop,1210010151,Drop,3310040151,Drop,path_grd_mid_small_008,,1220020151,Dash,1220020151,Dash,1220020151,Dash,1220020151,Dash,0,33,9,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7033037,wave_campaign_hard_014,Campaign,90,7,true,false,point_grd_cityforestcrystal_003,point_fly_cityforestcrystal_003,sbg_cityforestundercrystal_003,CityForestUnder,Night,ibg_cityforestundercrystal_001,3310050151,path_fly_mid_small_018,1210020151,Dash,1210020151,Dash,1210020151,Dash,1210020151,Dash,path_fly_mid_small_050,,1210020151,Dash,1210020151,Dash,1210020151,Dash,3210030151,Dash,path_fly_mid_elite2_808,1210020151,Dash,1210020151,Dash,3310050251,Jump,3310050251,Drop,path_fly_mid_small_036,,1210020151,Drop,1210020151,Drop,1210020151,Drop,1210020151,Drop,path_fly_mid_elite1_802,0,1210020151,Dash,1210020151,Dash,3210030151,Drop,2310060251,Drop,path_fly_mid_elite2_808,10,1210020151,Dash,1210020151,Dash,3310050251,Drop,3310050151,Drop,0,57,0,10,path_fly_mid_small_050,,1210020151,Dash,1210020151,Dash,1210020151,Dash,3210030151,Dash,path_fly_mid_small_036,1210020151,Dash,1210020151,Dash,1210020151,Dash,1210020151,Dash,,,,,,,,,,8,,
7033038,wave_campaign_hard_014,Campaign,90,7,true,false,point_grd_cityforestcrystal_005,point_fly_cityforestcrystal_005,sbg_cityforestundercrystal_005,CityForestUnder,Night,ibg_cityforestundercrystal_001,2320050151,path_grd_mid_small_073,1220010151,Drop,1220010151,Drop,1220010151,Drop,1220050151,Drop,path_grd_mid_elite2_808,5,1220010151,Dash,1220010151,Dash,2320020251,Drop,2320050251,Drop,path_fly_mid_small_027,3210050151,Dash,1210020151,Dash,3210040151,Dash,1210020151,Dash,path_grd_mid_small_043,,1220010151,Drop,1220050151,Drop,1220010151,Drop,1220050151,Drop,path_grd_mid_elite2_805,0,1220010151,Dash,1220010151,Dash,2320050251,Drop,2320050151,Drop,path_grd_close_small_067,10,1220050151,Dash,1220010151,Dash,1220010151,Dash,2320020251,Drop,6,46,2,8,path_fly_mid_small_005,,3210040151,Dash,1210020151,Dash,1210020151,Dash,3210050151,Dash,path_fly_mid_small_008,3210040151,Dash,1210020151,Dash,1210020151,Dash,3210050151,Dash,,,,,,,,,,,,
7033039,wave_campaign_hard_014,Campaign,90,7,true,false,point_grd_cityforestcrystal_004,point_fly_cityforestcrystal_004,sbg_cityforestundercrystal_004,CityForestUnder,Night,ibg_cityforestundercrystal_001,3310040151,path_grd_mid_small_055,1220030151,Jump,2220040151,Jump,1220030151,Jump,2220040151,Jump,path_fly_far_elite2_806,5,3210020151,Dash,1210050151,Dash,3310040251,Drop,3310040251,Drop,path_grd_far_small_044,3220070151,Dash,3220070151,Dash,3220070151,Dash,2220040151,Dash,path_fly_mid_small_002,,1210050151,Drop,2210010151,Jump,1210050151,Drop,2210010151,Jump,path_grd_far_small_050,0,3220070151,Drop,3220070151,Drop,1220030151,Drop,1220030151,Drop,path_fly_mid_elite2_805,,3210020151,Dash,1210050151,Dash,1310010251,Drop,3310040151,Drop,0,27,33,10,path_grd_far_small_056,8,3220070151,Drop,3220070151,Drop,3220070151,Drop,3220070151,Drop,path_fly_mid_small_021,1210050151,Drop,3210030151,Dash,1210050151,Drop,3310040251,Drop,path_grd_far_small_006,3220070151,Jump,3220070151,Jump,1220030151,Jump,1220030151,Jump,,,
7033040,wave_campaign_hard_014,Campaign,90,7,true,false,point_grd_cityforestcrystal_001,point_fly_cityforestcrystal_001,sbg_cityforestundercrystal_001,CityForestUnder,Night,ibg_cityforestundercrystal_001,2320010151,path_grd_mid_small_002,3220040151,Jump,3220040151,Jump,3220040151,Jump,3220040151,Jump,path_grd_mid_small_012,5,3220040151,Dash,2220010151,Dash,3220040151,Dash,2320010251,Dash,path_grd_mid_small_034,3320080251,Drop,2220010151,Drop,3220040151,Drop,3220040151,Drop,path_grd_mid_elite2_805,0,3220040151,Drop,2220010151,Drop,3320080251,Drop,2320010151,Drop,path_fly_mid_small_008,8,3220040151,Jump,3220040151,Jump,2220010151,Jump,2220010151,Jump,path_grd_mid_small_037,,3220040151,Jump,2220010151,Jump,3220040151,Jump,2220010151,Jump,0,39,0,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7033041,wave_campaign_hard_014,Campaign,90,7,true,false,point_grd_cityforestcrystal_003,point_fly_cityforestcrystal_003,sbg_cityforestundercrystal_003,CityForestUnder,Night,ibg_cityforestundercrystal_001,2320020151,path_grd_close_small_067,1220030151,Dash,2220040151,Drop,1220030151,Dash,2320020251,Drop,path_fly_mid_elite1_802,,1210020151,Drop,2210050151,Drop,1210020151,Drop,1310040251,Drop,path_grd_close_special_064,2120010151,Dash,2120010151,Dash,2220070151,Drop,2320020251,Drop,path_grd_mid_small_043,3,2220070151,Dash,2220040151,Dash,2220070151,Dash,2220040151,Dash,path_grd_close_small_048,4,2220070151,Drop,1220030151,Drop,1220030151,Drop,1220030151,Drop,path_grd_mid_elite2_808,0,1220030151,Dash,1220030151,Dash,2320050251,Drop,2320050251,Drop,33,36,0,8,path_grd_close_small_067,3,2220070151,Jump,2220070151,Jump,2220040151,Drop,2320020151,Drop,path_grd_mid_small_049,2220070151,Drop,1220030151,Drop,1220030151,Drop,1220030151,Drop,path_grd_mid_small_043,2220070151,Dash,1220030151,Dash,2220070151,Dash,1220030151,Dash,6,,3
7033042,wave_campaign_hard_014,Campaign,180,7,false,false,point_grd_desertcrystal_002_midclear,point_fly_desertcrystal_002,sbg_desertcrystal_002,Desert,Night,ibg_desertcrystal_001,4420020121,path_grd_mid_centurion_902,4420020121,Normal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7033043,wave_campaign_hard_014,Defense,90,8,true,true,point_grd_cityforestcrystal_001_rightclear,point_fly_cityforestcrystal_001_rightclear,sbg_cityforestundercrystal_001_rightclear,CityForestUnder,Night,ibg_cityforestundercrystal_001_rightclear,,path_grd_mid_elite1_802,2220010121,Normal,1220060121,Normal,1220060121,Normal,2320010221,Normal,path_fly_mid_small_050,9,1210020121,Normal,1210020121,Normal,1210030121,Dash,1210040121,Dash,path_grd_far_small_044,2220010121,Normal,1220060121,Normal,2220010121,Normal,1220060121,Normal,path_grd_mid_elite1_802,4,2220010121,Dash,1220060121,Normal,1220060121,Dash,2320010121,Normal,path_grd_mid_elite1_802,10,2220010121,Dash,1220060121,Normal,1220060121,Normal,2320010221,Normal,path_fly_mid_small_050,10,1210020121,Normal,1210020121,Normal,1210030121,Dash,1210040121,Dash,0,54,12,,path_grd_far_small_041,,2220010121,Normal,1220060121,Normal,2220010121,Normal,1220060121,Normal,path_grd_mid_small_075,2220010121,Drop,2220010121,Drop,1220060121,Normal,1220060121,Normal,path_fly_mid_elite1_802,1210020121,Normal,1210030121,Normal,2320010121,Normal,1210040121,Normal,10,20,12
7033044,wave_campaign_hard_014,Campaign,180,2,false,false,point_grd_motherwhale_001,point_fly_motherwhale_001,sbg_desertbba001_001,CityForestUnder,Night,ibg_desert_001,1510010121,b_fly_motherwhale_01,1510010121,Normal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
