stage_id,group_id,spot_mod,battle_time,monster_count,use_intro_scene,wave_repeat,point_data,point_data_fly,background_name,theme,theme_time,stage_info_bg,target_list/0,wave_data/0/wave_path,wave_data/0/wave_monster_list/0/wave_monster_id,wave_data/0/wave_monster_list/0/spawn_type,wave_data/0/wave_monster_list/1/wave_monster_id,wave_data/0/wave_monster_list/1/spawn_type,wave_data/0/wave_monster_list/2/wave_monster_id,wave_data/0/wave_monster_list/2/spawn_type,wave_data/0/wave_monster_list/3/wave_monster_id,wave_data/0/wave_monster_list/3/spawn_type,wave_data/1/wave_path,wave_data/1/wave_monster_list/0/wave_monster_id,wave_data/1/wave_monster_list/0/spawn_type,wave_data/1/wave_monster_list/1/wave_monster_id,wave_data/1/wave_monster_list/1/spawn_type,wave_data/1/wave_monster_list/2/wave_monster_id,wave_data/1/wave_monster_list/2/spawn_type,wave_data/1/wave_monster_list/3/wave_monster_id,wave_data/1/wave_monster_list/3/spawn_type,wave_data/2/wave_path,wave_data/2/private_monster_count,wave_data/2/wave_monster_list/0/wave_monster_id,wave_data/2/wave_monster_list/0/spawn_type,wave_data/2/wave_monster_list/1/wave_monster_id,wave_data/2/wave_monster_list/1/spawn_type,wave_data/2/wave_monster_list/2/wave_monster_id,wave_data/2/wave_monster_list/2/spawn_type,wave_data/2/wave_monster_list/3/wave_monster_id,wave_data/2/wave_monster_list/3/spawn_type,wave_data/3/wave_path,wave_data/3/private_monster_count,wave_data/3/wave_monster_list/0/wave_monster_id,wave_data/3/wave_monster_list/0/spawn_type,wave_data/3/wave_monster_list/1/wave_monster_id,wave_data/3/wave_monster_list/1/spawn_type,wave_data/3/wave_monster_list/2/wave_monster_id,wave_data/3/wave_monster_list/2/spawn_type,wave_data/3/wave_monster_list/3/wave_monster_id,wave_data/3/wave_monster_list/3/spawn_type,wave_data/4/wave_path,wave_data/4/private_monster_count,wave_data/4/wave_monster_list/0/wave_monster_id,wave_data/4/wave_monster_list/0/spawn_type,wave_data/4/wave_monster_list/1/wave_monster_id,wave_data/4/wave_monster_list/1/spawn_type,wave_data/4/wave_monster_list/2/wave_monster_id,wave_data/4/wave_monster_list/2/spawn_type,wave_data/4/wave_monster_list/3/wave_monster_id,wave_data/4/wave_monster_list/3/spawn_type,wave_data/5/wave_path,wave_data/5/wave_monster_list/0/wave_monster_id,wave_data/5/wave_monster_list/0/spawn_type,wave_data/5/wave_monster_list/1/wave_monster_id,wave_data/5/wave_monster_list/1/spawn_type,wave_data/5/wave_monster_list/2/wave_monster_id,wave_data/5/wave_monster_list/2/spawn_type,wave_data/5/wave_monster_list/3/wave_monster_id,wave_data/5/wave_monster_list/3/spawn_type,close_monster_count,mid_monster_count,far_monster_count,wave_data/1/private_monster_count,wave_data/6/wave_path,wave_data/6/private_monster_count,wave_data/6/wave_monster_list/0/wave_monster_id,wave_data/6/wave_monster_list/0/spawn_type,wave_data/6/wave_monster_list/1/wave_monster_id,wave_data/6/wave_monster_list/1/spawn_type,wave_data/6/wave_monster_list/2/wave_monster_id,wave_data/6/wave_monster_list/2/spawn_type,wave_data/6/wave_monster_list/3/wave_monster_id,wave_data/6/wave_monster_list/3/spawn_type,wave_data/5/private_monster_count,mod_value,wave_data/7/wave_path,wave_data/7/private_monster_count,wave_data/7/wave_monster_list/0/wave_monster_id,wave_data/7/wave_monster_list/0/spawn_type,wave_data/7/wave_monster_list/1/wave_monster_id,wave_data/7/wave_monster_list/1/spawn_type,wave_data/7/wave_monster_list/2/wave_monster_id,wave_data/7/wave_monster_list/2/spawn_type,wave_data/7/wave_monster_list/3/wave_monster_id,wave_data/7/wave_monster_list/3/spawn_type,wave_data/8/wave_path,wave_data/8/private_monster_count,wave_data/8/wave_monster_list/0/wave_monster_id,wave_data/8/wave_monster_list/0/spawn_type,wave_data/8/wave_monster_list/1/wave_monster_id,wave_data/8/wave_monster_list/1/spawn_type,wave_data/8/wave_monster_list/2/wave_monster_id,wave_data/8/wave_monster_list/2/spawn_type,wave_data/8/wave_monster_list/3/wave_monster_id,wave_data/8/wave_monster_list/3/spawn_type,wave_data/9/wave_path,wave_data/9/private_monster_count,wave_data/9/wave_monster_list/0/wave_monster_id,wave_data/9/wave_monster_list/0/spawn_type,wave_data/9/wave_monster_list/1/wave_monster_id,wave_data/9/wave_monster_list/1/spawn_type,wave_data/9/wave_monster_list/2/wave_monster_id,wave_data/9/wave_monster_list/2/spawn_type,wave_data/9/wave_monster_list/3/wave_monster_id,wave_data/9/wave_monster_list/3/spawn_type
7038038,wave_campaign_hard_016,Campaign,90,5,true,false,point_grd_swamplandjungle_005,point_fly_swamplandjungle_005,sbg_swamplandjungle_005,SwamplandJungle,Night,ibg_swamplandjungle_001,1310030121,path_grd_mid_small_052,2220030121,Drop,2220030121,Drop,2220030121,Drop,2220030121,Drop,path_fly_mid_elite1_802,3210020121,Dash,3210020121,Dash,1210040121,Drop,1310030221,Drop,path_fly_mid_small_050,8,3210020121,Dash,3210020121,Dash,3210020121,Dash,1210040121,Dash,path_fly_mid_elite2_805,0,3210020121,Drop,3210020121,Drop,1310010221,Drop,1310030121,Drop,path_grd_mid_small_052,8,2220030121,Drop,2220030121,Drop,2220030121,Drop,2220030121,Drop,path_fly_mid_small_050,3210020121,Dash,3210020121,Dash,3210020121,Dash,1210040121,Dash,0,42,0,,,,,,,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7038039,wave_campaign_hard_016,Campaign,90,7,true,false,point_grd_swamplandjungle_003,point_fly_swamplandjungle_003,sbg_swamplandjungle_003,SwamplandJungle,Night,ibg_swamplandjungle_001,2320060121,path_grd_mid_small_070,1220010121,Jump,1220010121,Jump,1220010121,Jump,2220050121,Dash,path_grd_mid_elite1_802,1220010121,Dash,3220020121,Dash,2220050121,Drop,2320060221,Drop,path_grd_mid_small_012,,1220010121,Dash,3220020121,Dash,1220010121,Dash,3220020121,Dash,path_grd_mid_elite1_802,0,1220010121,Dash,3220020121,Dash,2220050121,Drop,2320060121,Drop,path_grd_mid_small_070,,1220010121,Drop,1220010121,Drop,3220020121,Drop,2220050121,Dash,path_grd_mid_small_070,1220010121,Drop,1220010121,Drop,3220020121,Drop,2220050121,Dash,0,42,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7038040,wave_campaign_hard_016,Campaign,90,7,true,false,point_grd_swamplandjungle_002,point_fly_swamplandjungle_002,sbg_swamplandjungle_002,SwamplandJungle,Night,ibg_swamplandjungle_001,2310040121,path_fly_mid_small_027,1210050121,Drop,1210030121,Dash,1210030121,Dash,1210060121,Dash,path_fly_mid_elite3_814,1210030121,Dash,1210060121,Dash,1210050121,Dash,2310040221,Drop,path_fly_mid_elite3_814,10,1210030121,Dash,1210050121,Dash,2310040221,Drop,1210060121,Dash,path_fly_mid_small_053,0,1210030121,Dash,1210030121,Dash,1210050121,Dash,1210050121,Dash,path_fly_mid_elite3_811,,1210030121,Dash,1210060121,Dash,2310040221,Drop,2310040121,Drop,path_fly_mid_small_027,1210050121,Drop,1210030121,Dash,1210030121,Dash,1210060121,Dash,0,51,0,,path_fly_mid_small_050,,1210050121,Drop,1210030121,Dash,1210030121,Dash,1210060121,Dash,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7038041,wave_campaign_hard_016,Campaign,90,7,true,false,point_grd_swamplandjungle_004,point_fly_swamplandjungle_004,sbg_swamplandjungle_004,SwamplandJungle,Night,ibg_swamplandjungle_001,3310040121,path_grd_mid_small_043,2220020121,Jump,2220020121,Jump,2220020121,Jump,2220020121,Jump,path_fly_far_elite1_803,1210030121,Drop,1210030121,Drop,1210010121,Drop,3310040221,Drop,path_grd_mid_small_034,8,2220020121,Dash,2220020121,Dash,2220020121,Dash,2320030221,Dash,path_fly_far_elite1_803,0,1210030121,Drop,1210030121,Drop,1210010121,Drop,3310040121,Drop,path_grd_mid_small_034,10,2220020121,Dash,2220020121,Dash,2220020121,Dash,2320030221,Dash,path_fly_mid_small_024,1210030121,Drop,1210030121,Drop,1210010121,Drop,1210010121,Drop,0,24,18,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7038042,wave_campaign_hard_016,Campaign,90,7,true,false,point_grd_swamplandjungle_001,point_fly_swamplandjungle_001,sbg_swamplandjungle_001,SwamplandJungle,Night,ibg_swamplandjungle_001,2310040121,path_grd_mid_small_002,3220010121,Jump,3220010121,Jump,3220010121,Jump,3220010121,Jump,path_fly_mid_elite1_802,3210010121,Dash,3210010121,Dash,1210040121,Drop,2310040221,Drop,path_fly_mid_small_005,8,3210010121,Dash,3210010121,Dash,3210010121,Dash,3210010121,Dash,path_fly_mid_elite2_805,0,3210010121,Dash,3210010121,Dash,2310060221,Drop,2310040121,Drop,path_grd_mid_small_043,10,3220010121,Jump,3220010121,Jump,3220010121,Jump,3220010121,Jump,path_fly_mid_small_024,3210010121,Dash,3210010121,Dash,3210010121,Dash,3210010121,Dash,0,41,1,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7038043,wave_campaign_hard_016,Campaign,90,7,true,false,point_grd_swamplandjungle_003,point_fly_swamplandjungle_003,sbg_swamplandjungle_003,SwamplandJungle,Night,ibg_swamplandjungle_001,3310040121,path_grd_mid_small_049,1220020121,Dash,1220020121,Dash,1220020121,Dash,1220020121,Dash,path_fly_mid_elite1_802,1210020121,Drop,1210020121,Drop,3210030121,Drop,3310040221,Drop,path_grd_mid_small_046,10,1220020121,Drop,1220020121,Drop,1220020121,Drop,1220020121,Drop,path_grd_mid_small_034,0,1220020121,Jump,1220020121,Jump,1220020121,Jump,1320030221,Drop,path_fly_far_elite1_803,7,1210020121,Drop,1210020121,Drop,1210010121,Drop,3310040121,Drop,path_grd_mid_small_008,1220020121,Dash,1220020121,Dash,1220020121,Dash,1220020121,Dash,0,33,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7038044,wave_campaign_hard_016,Campaign,90,7,true,false,point_grd_swamplandjungle_002,point_fly_swamplandjungle_002,sbg_swamplandjungle_002,SwamplandJungle,Night,ibg_swamplandjungle_001,1320010121,path_fly_mid_small_027,3210050121,Drop,2210010121,Drop,2210010121,Drop,3210030121,Drop,path_grd_mid_elite1_802,1220040121,Dash,1220040121,Dash,2220080121,Drop,1320010221,Drop,path_fly_close_small_041,,2210010121,Drop,2210010121,Drop,3210050121,Drop,2210010121,Drop,path_grd_far_elite3_815,0,1220040121,Drop,2220080121,Drop,1320030221,Drop,1320010121,Drop,path_fly_close_small_004,8,2210010121,Drop,3210050121,Drop,2210010121,Drop,2210010121,Drop,path_grd_mid_small_043,1220040121,Jump,2220080121,Jump,1220040121,Jump,2220080121,Jump,18,21,9,5,path_fly_close_small_007,,2210010121,Drop,2210010121,Drop,2210010121,Drop,3210050121,Drop,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7038045,wave_campaign_hard_016,Campaign,180,5,false,false,point_grd_gluttony_01,point_fly_gluttony_01,sbg_swamplandjunglebbg009,SwamplandJungle,Night,ibg_swamplandjungle_001,1510090131,b_fly_gluttony_01,1510090131,Normal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7038046,wave_campaign_hard_016,Campaign,90,7,true,false,point_grd_swamplandjungle_005,point_fly_swamplandjungle_005,sbg_swamplandjungle_005,SwamplandJungle,Night,ibg_swamplandjungle_001,2320060121,path_grd_mid_small_070,2220030121,Dash,2220030121,Dash,3220020121,Dash,2220050121,Normal,path_fly_mid_elite1_802,2210020121,Dash,1210010121,Dash,1210040121,Drop,2310050221,Drop,path_grd_mid_small_068,10,2220030121,Dash,3220020121,Dash,2220030121,Dash,2320060221,Drop,path_grd_mid_small_043,8,2220030121,Drop,3220020121,Drop,2220030121,Drop,3220020121,Drop,path_fly_close_elite3_810,0,2210020121,Dash,2310050221,Drop,2310050221,Drop,2310050221,Drop,path_grd_mid_small_034,2320060121,Drop,2220030121,Drop,3220020121,Drop,2220050121,Drop,15,39,0,5,path_fly_mid_small_036,8,2210020121,Dash,1210010121,Dash,2210020121,Dash,1210010121,Dash,10,,path_grd_close_small_042,8,3220020121,Dash,3220020121,Dash,3220020121,Dash,3220020121,Dash,,,,,,,,,,,,,,,,,,,,
7038047,wave_campaign_hard_016,Campaign,180,5,false,false,point_grd_blacksnake_01,point_fly_blacksnake_01,sbg_swamplandjunglebbg008,SwamplandJungle,Night,ibg_swamplandjungle_001,1520080111,b_g_blacksnake_01,1520080111,Normal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7039001,wave_campaign_hard_016,Campaign,90,5,true,false,point_grd_motherwhalefield_001,point_fly_motherwhalefield_001,sbg_motherwhalefield_001,MotherwhaleField,Night,ibg_motherwhalefield_001,3320020111,path_grd_mid_small_043,3220050111,Dash,3220050111,Dash,3220050111,Dash,3220050111,Dash,path_grd_far_elite1_803,1120010111,Jump,1120010111,Jump,3220070111,Drop,3320020211,Drop,path_grd_far_small_044,4,1220030111,Dash,3220070111,Drop,1220030111,Dash,3220070111,Drop,path_grd_mid_small_070,,2220030111,Jump,2220030111,Jump,2220030111,Jump,2220040111,Jump,path_grd_far_elite1_803,0,1220030111,Dash,1220030111,Dash,3220070111,Drop,3320020111,Drop,path_grd_mid_small_073,2220030111,Dash,2220030111,Dash,2220030111,Dash,2220040111,Dash,0,42,0,7,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7039002,wave_campaign_hard_016,Campaign,90,5,true,false,point_grd_motherwhalefield_002,point_fly_motherwhalefield_002,sbg_motherwhalefield_002,MotherwhaleField,Night,ibg_motherwhalefield_001,2320020111,path_grd_mid_small_002,2220020111,Drop,2220020111,Drop,2220010111,Dash,2220010111,Dash,path_grd_mid_elite1_802,3220050111,Dash,3220050111,Dash,2220050111,Drop,2320020211,Drop,path_grd_far_small_071,8,3220060111,Dash,3220060111,Dash,3220060111,Dash,2220050111,Drop,path_fly_mid_small_030,,3210020111,Jump,3210020111,Jump,1210010111,Jump,1210010111,Jump,path_grd_mid_elite1_802,0,2220020111,Dash,2220020111,Dash,2220040111,Drop,2320020111,Drop,path_grd_far_small_047,3220060111,Jump,3220060111,Jump,3220060111,Jump,3220060111,Jump,0,30,12,7,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7039003,wave_campaign_hard_016,Campaign,90,7,true,false,point_grd_motherwhalefield_003,point_fly_motherwhalefield_003,sbg_motherwhalefield_003,MotherwhaleField,Night,ibg_motherwhalefield_001,2320030111,path_fly_mid_small_018,1210030111,Dash,1210030111,Dash,1210030111,Dash,1210030111,Dash,path_grd_mid_elite2_805,3220010111,Dash,3220010111,Dash,3320030211,Drop,2320030211,Drop,path_fly_mid_small_036,10,1210030111,Dash,1210030111,Dash,1210030111,Dash,1210030111,Dash,path_grd_mid_elite2_805,0,3220010111,Dash,3220010111,Dash,3320030211,Drop,3320030211,Drop,path_grd_mid_elite1_802,10,3220010111,Dash,3220010111,Dash,3220060111,Drop,2320030111,Drop,path_fly_mid_small_005,1210030111,Dash,1210030111,Dash,1210030111,Dash,1210030111,Dash,0,45,0,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7039004,wave_campaign_hard_016,Campaign,90,5,true,false,point_grd_motherwhalefield_002,point_fly_motherwhalefield_002,sbg_motherwhalefield_002,MotherwhaleField,Night,ibg_motherwhalefield_001,2320050111,path_grd_mid_small_002,3220050111,Drop,3220050111,Drop,3220050111,Dash,2220040111,Dash,path_grd_mid_special_065,3120010111,Drop,3120010111,Drop,3220050111,Drop,2320050211,Drop,path_grd_far_small_009,8,3220070111,Jump,3220070111,Jump,1220030111,Jump,2220040111,Jump,path_grd_mid_elite1_802,0,3220040111,Jump,3220040111,Jump,2220040111,Drop,2320050111,Drop,path_grd_far_small_050,,3220070111,Drop,1220030111,Drop,3220070111,Drop,1220030111,Drop,,,,,,,,,,0,26,16,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7039005,wave_campaign_hard_016,Campaign,90,5,true,false,point_grd_motherwhalefield_001,point_fly_motherwhalefield_001,sbg_motherwhalefield_001,MotherwhaleField,Night,ibg_motherwhalefield_001,1310020111,path_fly_mid_small_018,3210010111,Drop,3210010111,Drop,3210010111,Dash,3210010111,Dash,path_fly_close_special_046,2210010111,Drop,1110010111,Drop,1110010111,Drop,1310030211,Drop,path_grd_close_small_013,6,1220020111,Dash,1220020111,Dash,1220020111,Dash,1220020111,Dash,path_fly_close_elite1_801,0,3210010111,Dash,3210010111,Dash,2210010111,Drop,1310020111,Drop,path_fly_mid_small_050,7,2210010111,Dash,2210010111,Dash,2210010111,Dash,3210030111,Dash,,,,,,,,,,30,12,0,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7039006,wave_campaign_hard_016,Campaign,90,5,true,false,point_grd_motherwhalefield_002,point_fly_motherwhalefield_002,sbg_motherwhalefield_002,MotherwhaleField,Night,ibg_motherwhalefield_001,1320060111,path_grd_mid_small_055,2220010111,Drop,2220010111,Drop,2220010111,Drop,2220010111,Drop,path_grd_mid_elite3_814,2220020111,Dash,3320010211,Dash,2220040111,Dash,1320060211,Dash,path_grd_mid_small_011,8,2220010111,Drop,2220010111,Drop,2220010111,Drop,2220010111,Drop,path_grd_mid_elite3_814,0,2220020111,Dash,3320010211,Dash,2220040111,Drop,1320060111,Drop,path_grd_mid_small_043,8,2220010111,Drop,2220010111,Drop,2220010111,Drop,2220010111,Drop,,,,,,,,,,0,34,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7039007,wave_campaign_hard_016,Campaign,90,5,true,false,point_grd_motherwhalefield_003,point_fly_motherwhalefield_003,sbg_motherwhalefield_003,MotherwhaleField,Night,ibg_motherwhalefield_001,2310020111,path_grd_mid_small_002,1220060111,Dash,1220060111,Dash,1220060111,Dash,1220060111,Dash,path_fly_mid_elite1_802,2210020111,Dash,2210020111,Dash,2210040111,Drop,2310020211,Drop,path_fly_mid_small_039,7,2210020111,Drop,2210020111,Drop,2210020111,Drop,2210020111,Drop,path_fly_mid_small_039,0,2210020111,Drop,2210020111,Drop,2210040111,Drop,2210040111,Drop,path_fly_mid_elite1_802,8,2210020111,Dash,2210020111,Dash,2210040111,Drop,2310020111,Drop,path_grd_mid_small_043,1220060111,Dash,1220060111,Dash,1220060111,Dash,1220060111,Dash,0,42,0,,,,,,,,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7039008,wave_campaign_hard_016,Campaign,90,7,true,false,point_grd_motherwhalefield_002,point_fly_motherwhalefield_002,sbg_motherwhalefield_002,MotherwhaleField,Night,ibg_motherwhalefield_001,3320070111,path_grd_mid_small_005,2220030111,Dash,2220030111,Dash,2220030111,Dash,2220030111,Dash,path_grd_mid_small_068,3220090111,Drop,3220090111,Drop,2220040111,Drop,2320020211,Drop,path_fly_mid_elite2_805,10,2210040111,Drop,1210040111,Drop,2310060211,Drop,2310060211,Drop,path_grd_mid_small_043,,2220030111,Drop,2220030111,Drop,,Drop,,Drop,path_fly_mid_elite1_802,0,3210040111,Dash,3210040111,Dash,3210040111,Drop,2310060211,Drop,path_grd_mid_small_034,2220030111,Dash,2320020211,Drop,3220090111,Drop,3320070111,Drop,0,46,2,5,path_grd_mid_small_043,6,2220030111,Dash,3220090111,Dash,2220040111,Dash,3220090111,Dash,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7039009,wave_campaign_hard_016,Campaign,90,5,true,false,point_grd_motherwhalefield_003,point_fly_motherwhalefield_003,sbg_motherwhalefield_003,MotherwhaleField,Night,ibg_motherwhalefield_001,1320040111,path_grd_close_small_001,1220020111,Drop,1220020111,Drop,1220030111,Dash,1220030111,Dash,path_grd_mid_elite1_802,1120010111,Jump,1120010111,Jump,1220020111,Drop,2320050211,Drop,path_fly_mid_small_053,6,1210020111,Dash,1210020111,Dash,1210020111,Dash,1210040111,Dash,path_grd_mid_special_065,0,1120010111,Dash,1120010111,Dash,1220030111,Drop,1320040111,Drop,path_grd_far_small_071,11,1220040111,Dash,1220040111,Dash,1220040111,Dash,3220020111,Dash,,,,,,,,,,6,36,0,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7039010,wave_campaign_hard_016,Campaign,90,7,true,false,point_grd_motherwhalefield_002,point_fly_motherwhalefield_002,sbg_motherwhalefield_002,MotherwhaleField,Night,ibg_motherwhalefield_001,3320080111,path_fly_mid_small_030,2210010111,Drop,2210010111,Drop,2210010111,Drop,3210050111,Drop,path_fly_close_small_029,2210010111,Drop,2210010111,Drop,2210010111,Drop,3210050111,Drop,path_grd_mid_elite1_802,5,2220020111,Jump,2220020111,Jump,3220030111,Drop,3320080211,Drop,path_fly_close_small_023,12,1210030111,Dash,3210050111,Dash,1210030111,Dash,3210050111,Dash,path_grd_close_small_013,0,2220020111,Dash,2220020111,Dash,2220020111,Dash,2320010211,Dash,path_grd_mid_elite1_802,3220030111,Dash,3220030111,Dash,1220050111,Drop,3320080111,Drop,24,24,0,,path_fly_close_small_029,9,2210010111,Dash,2210010111,Dash,3210050111,Dash,3210050111,Dash,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7039011,wave_campaign_hard_016,Campaign,90,5,true,false,point_grd_motherwhalefield_003,point_fly_motherwhalefield_003,sbg_motherwhalefield_003,MotherwhaleField,Night,ibg_motherwhalefield_001,2310050111,path_grd_mid_small_070,1220010111,Dash,1220010111,Dash,1220010111,Jump,2220050111,Jump,path_fly_mid_elite2_808,1210010111,Dash,2210040111,Dash,1210010111,Dash,3210030111,Dash,path_grd_mid_small_058,7,3220030111,Dash,3220030111,Dash,3220030111,Dash,2220040111,Dash,path_fly_mid_elite1_802,0,2210020111,Dash,2210020111,Dash,1210010111,Drop,2310050111,Drop,path_grd_mid_small_040,6,2220020111,Dash,3220060111,Jump,2220020111,Dash,3220060111,Jump,,,,,,,,,,0,36,0,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7039012,wave_campaign_hard_016,Campaign,90,7,true,false,point_grd_motherwhalefield_001,point_fly_motherwhalefield_001,sbg_motherwhalefield_001,MotherwhaleField,Night,ibg_motherwhalefield_001,1310010111,path_grd_mid_small_002,3220040111,Dash,3220040111,Dash,3220040111,Dash,3220040111,Dash,path_fly_mid_elite1_802,3210010111,Drop,3210010111,Drop,3210050111,Drop,2310060211,Drop,path_fly_mid_small_024,8,3210010111,Dash,3210010111,Dash,3210010111,Dash,3210010111,Dash,path_fly_mid_elite2_805,0,3210010111,Drop,3210010111,Drop,2310060211,Drop,1310010111,Drop,path_fly_close_small_020,9,3210050111,Drop,3210010111,Drop,3210010111,Drop,3210010111,Drop,path_grd_mid_small_043,3220040111,Dash,3220040111,Dash,3220040111,Dash,3220040111,Dash,6,42,0,5,path_fly_mid_small_042,8,3210050111,Drop,3220040111,Drop,3220040111,Drop,3220040111,Drop,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7039013,wave_campaign_hard_016,Campaign,90,5,true,false,point_grd_motherwhalefield_002,point_fly_motherwhalefield_002,sbg_motherwhalefield_002,MotherwhaleField,Night,ibg_motherwhalefield_001,1310030111,path_grd_mid_small_052,2220030111,Drop,2220030111,Drop,2220030111,Drop,2220030111,Drop,path_fly_mid_elite1_802,3210020111,Dash,3210020111,Dash,1210040111,Drop,1310030211,Drop,path_fly_mid_small_050,8,3210020111,Dash,3210020111,Dash,3210020111,Dash,1210040111,Dash,path_fly_mid_elite2_805,0,3210020111,Drop,3210020111,Drop,1310010211,Drop,1310030111,Drop,path_grd_mid_small_052,8,2220030111,Drop,2220030111,Drop,2220030111,Drop,2220030111,Drop,path_fly_mid_small_050,3210020111,Dash,3210020111,Dash,3210020111,Dash,1210040111,Dash,0,38,4,,,,,,,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7039014,wave_campaign_hard_016,Campaign,90,7,true,false,point_grd_motherwhalefield_003,point_fly_motherwhalefield_003,sbg_motherwhalefield_003,MotherwhaleField,Night,ibg_motherwhalefield_001,2320060111,path_grd_mid_small_068,1220020111,Drop,1220020111,Drop,1220020111,Drop,1220020111,Drop,path_grd_mid_elite2_808,1220020111,Dash,1220020111,Dash,2320060211,Drop,3320040211,Drop,path_grd_close_small_007,8,1220020111,Dash,3220020111,Dash,1220020111,Dash,3220020111,Dash,path_grd_mid_small_008,,3220020111,Dash,1220020111,Dash,1220020111,Dash,3220020111,Dash,path_grd_mid_elite3_814,0,1220020111,Dash,3320040211,Dash,3320040211,Drop,3320040211,Drop,path_grd_close_elite1_801,1220020111,Drop,3220020111,Drop,1220020111,Drop,2320060111,Drop,15,36,0,,path_grd_mid_small_070,,3220020111,Dash,1220020111,Dash,1220020111,Dash,2220050111,Dash,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7039015,wave_campaign_hard_016,Campaign,90,5,true,false,point_grd_motherwhalefield_001,point_fly_motherwhalefield_001,sbg_motherwhalefield_001,MotherwhaleField,Night,ibg_motherwhalefield_001,2310070111,path_grd_mid_small_046,3220040111,Dash,3220040111,Dash,3220040111,Dash,3220040111,Dash,path_fly_mid_elite1_802,1210020111,Dash,3210020111,Dash,3210030111,Drop,2310070211,Drop,path_fly_close_small_020,7,1210020111,Drop,1210020111,Drop,3210020111,Drop,3210020111,Drop,path_fly_mid_elite1_802,0,1210020111,Dash,3210020111,Dash,3210030111,Drop,2310070111,Drop,path_grd_close_small_039,7,3220040111,Jump,3220040111,Jump,3220040111,Jump,3220040111,Jump,path_fly_mid_small_005,1210020111,Dash,1210020111,Dash,1210020111,Dash,1210020111,Dash,12,30,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7039016,wave_campaign_hard_016,Campaign,90,5,true,false,point_grd_motherwhalefield_002,point_fly_motherwhalefield_002,sbg_motherwhalefield_002,MotherwhaleField,Night,ibg_motherwhalefield_001,3320060111,path_grd_mid_small_002,2220030111,Jump,3220060111,Jump,2220030111,Jump,3220060111,Jump,path_grd_mid_elite2_805,2220030111,Drop,3220060111,Drop,3320060211,Drop,3320060211,Drop,path_grd_mid_small_012,8,2220030111,Drop,2220030111,Drop,3220060111,Drop,3220060111,Drop,path_grd_mid_elite2_805,0,2220030111,Drop,3220060111,Drop,3320060211,Drop,3320060111,Drop,path_grd_mid_special_025,7,2220030111,Drop,3120010111,Drop,3220060111,Drop,3220060111,Drop,,,,,,,,,,0,36,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
