stage_id,group_id,spot_mod,battle_time,monster_count,use_intro_scene,wave_repeat,point_data,point_data_fly,background_name,theme,theme_time,stage_info_bg,target_list/0,wave_data/0/wave_path,wave_data/0/wave_monster_list/0/wave_monster_id,wave_data/0/wave_monster_list/0/spawn_type,wave_data/0/wave_monster_list/1/wave_monster_id,wave_data/0/wave_monster_list/1/spawn_type,wave_data/0/wave_monster_list/2/wave_monster_id,wave_data/0/wave_monster_list/2/spawn_type,wave_data/0/wave_monster_list/3/wave_monster_id,wave_data/0/wave_monster_list/3/spawn_type,wave_data/1/wave_path,wave_data/1/private_monster_count,wave_data/1/wave_monster_list/0/wave_monster_id,wave_data/1/wave_monster_list/0/spawn_type,wave_data/1/wave_monster_list/1/wave_monster_id,wave_data/1/wave_monster_list/1/spawn_type,wave_data/1/wave_monster_list/2/wave_monster_id,wave_data/1/wave_monster_list/2/spawn_type,wave_data/1/wave_monster_list/3/wave_monster_id,wave_data/1/wave_monster_list/3/spawn_type,wave_data/2/wave_path,wave_data/2/wave_monster_list/0/wave_monster_id,wave_data/2/wave_monster_list/0/spawn_type,wave_data/2/wave_monster_list/1/wave_monster_id,wave_data/2/wave_monster_list/1/spawn_type,wave_data/2/wave_monster_list/2/wave_monster_id,wave_data/2/wave_monster_list/2/spawn_type,wave_data/2/wave_monster_list/3/wave_monster_id,wave_data/2/wave_monster_list/3/spawn_type,wave_data/3/wave_path,wave_data/3/private_monster_count,wave_data/3/wave_monster_list/0/wave_monster_id,wave_data/3/wave_monster_list/0/spawn_type,wave_data/3/wave_monster_list/1/wave_monster_id,wave_data/3/wave_monster_list/1/spawn_type,wave_data/3/wave_monster_list/2/wave_monster_id,wave_data/3/wave_monster_list/2/spawn_type,wave_data/3/wave_monster_list/3/wave_monster_id,wave_data/3/wave_monster_list/3/spawn_type,wave_data/4/wave_path,wave_data/4/wave_monster_list/0/wave_monster_id,wave_data/4/wave_monster_list/0/spawn_type,wave_data/4/wave_monster_list/1/wave_monster_id,wave_data/4/wave_monster_list/1/spawn_type,wave_data/4/wave_monster_list/2/wave_monster_id,wave_data/4/wave_monster_list/2/spawn_type,wave_data/4/wave_monster_list/3/wave_monster_id,wave_data/4/wave_monster_list/3/spawn_type,close_monster_count,mid_monster_count,far_monster_count,wave_data/2/private_monster_count,wave_data/4/private_monster_count,wave_data/5/wave_path,wave_data/5/wave_monster_list/0/wave_monster_id,wave_data/5/wave_monster_list/0/spawn_type,wave_data/5/wave_monster_list/1/wave_monster_id,wave_data/5/wave_monster_list/1/spawn_type,wave_data/5/wave_monster_list/2/wave_monster_id,wave_data/5/wave_monster_list/2/spawn_type,wave_data/5/wave_monster_list/3/wave_monster_id,wave_data/5/wave_monster_list/3/spawn_type,wave_data/6/wave_path,wave_data/6/private_monster_count,wave_data/6/wave_monster_list/0/wave_monster_id,wave_data/6/wave_monster_list/0/spawn_type,wave_data/6/wave_monster_list/1/wave_monster_id,wave_data/6/wave_monster_list/1/spawn_type,wave_data/6/wave_monster_list/2/wave_monster_id,wave_data/6/wave_monster_list/2/spawn_type,wave_data/6/wave_monster_list/3/wave_monster_id,wave_data/6/wave_monster_list/3/spawn_type,wave_data/5/private_monster_count,wave_data/7/wave_path,wave_data/7/wave_monster_list/0/wave_monster_id,wave_data/7/wave_monster_list/0/spawn_type,wave_data/7/wave_monster_list/1/wave_monster_id,wave_data/7/wave_monster_list/1/spawn_type,wave_data/7/wave_monster_list/2/wave_monster_id,wave_data/7/wave_monster_list/2/spawn_type,wave_data/7/wave_monster_list/3/wave_monster_id,wave_data/7/wave_monster_list/3/spawn_type,wave_data/7/private_monster_count,wave_data/8/wave_path,wave_data/8/private_monster_count,wave_data/8/wave_monster_list/0/wave_monster_id,wave_data/8/wave_monster_list/0/spawn_type,wave_data/8/wave_monster_list/1/wave_monster_id,wave_data/8/wave_monster_list/1/spawn_type,wave_data/8/wave_monster_list/2/wave_monster_id,wave_data/8/wave_monster_list/2/spawn_type,wave_data/8/wave_monster_list/3/wave_monster_id,wave_data/8/wave_monster_list/3/spawn_type,mod_value
6009034,wave_campaign_normal_004,Defense,90,9,True,True,point_grd_wasteland_004_rightclear,point_fly_wasteland_004_rightclear,sbg_wasteland_004_rightclear,Wasteland,Day,ibg_wasteland_defense_001,,path_grd_mid_special_025,3120010121,Jump,3120010121.0,Jump,3220050121.0,Dash,3220050121.0,Dash,path_grd_close_small_048,16.0,1220050121.0,Drop,1220050121.0,Drop,1220050121.0,Drop,1220050121.0,Drop,path_grd_mid_small_037,3220050121.0,Dash,3220050121.0,Dash,3220050121.0,Dash,2220040121.0,Dash,path_fly_mid_elite1_802,4.0,2210020121.0,Drop,2210020121.0,Drop,3210030121.0,Drop,1310010221.0,Drop,path_grd_close_small_036,1220050121.0,Dash,1220050121.0,Dash,1220050121.0,Dash,1220050121.0,Dash,18,42,9,16.0,10.0,path_grd_mid_small_043,3220050121.0,Dash,3220050121.0,Dash,3220050121.0,Dash,2220040121.0,Dash,path_fly_close_small_032,5.0,3210040121.0,Drop,3210040121.0,Drop,3210040121.0,Drop,3210040121.0,Drop,12.0,path_grd_mid_small_040,3220050121.0,Dash,3220050121.0,Dash,3220050121.0,Dash,2220040121.0,Dash,12.0,path_fly_far_elite1_803,14.0,2210020121.0,Dash,2210020121.0,Dash,3210030121.0,Normal,2310020121.0,Normal,20
6009035,wave_campaign_normal_004,Defense,90,7,True,True,point_grd_wasteland_004_rightclear,point_fly_wasteland_004_rightclear,sbg_wasteland_004_rightclear,Wasteland,Day,ibg_wasteland_defense_001,,path_grd_mid_elite2_808,3220050121,Dash,3220050121.0,Dash,2320060221.0,Normal,2320060121.0,Normal,path_fly_mid_small_008,10.0,1210030121.0,Dash,1210030121.0,Dash,1210040121.0,Drop,2310030221.0,Drop,path_grd_mid_small_037,3220050121.0,Jump,3220050121.0,Jump,3220020121.0,Jump,2320040221.0,Normal,path_fly_mid_elite1_802,,1210010121.0,Dash,1210010121.0,Dash,1210040121.0,Drop,2310030221.0,Drop,path_grd_mid_elite2_808,2220050121.0,Drop,2220050121.0,Drop,1320040221.0,Drop,2320060221.0,Drop,0,45,0,,5.0,path_grd_mid_small_040,3220050121.0,Dash,3220050121.0,Dash,2220050121.0,Normal,2320040221.0,Normal,,,,,,,,,,,7.0,,,,,,,,,,,,,,,,,,,,,20
6009036,wave_campaign_normal_004,Campaign,180,5,False,False,point_grd_gravedigger_01,point_fly_gravedigger_01,sbg_gravedigger_001,gravedigger,Day,ibg_cityforestunder_001,3520020151.0,b_grd_gravedigger_01,3520020151,Normal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6009037,wave_campaign_normal_004,Campaign,180,6,False,False,point_grd_wasteland_003,point_fly_wasteland_003,sbg_wasteland_003,Wasteland,Day,ibg_wasteland_001,2420030111.0,path_grd_mid_centurion_902,2420030111,Normal,,,,,,,path_grd_mid_small_040,,2220020111.0,Dash,2220020111.0,Dash,2220020111.0,Dash,2220020111.0,Dash,path_grd_mid_small_075,2220010111.0,Dash,2220010111.0,Dash,2220030111.0,Dash,2220030111.0,Dash,path_grd_mid_elite2_805,4.0,1120010111.0,Drop,1120010111.0,Drop,3220030111.0,Drop,2320030211.0,Drop,path_grd_close_small_001,3220010111.0,Jump,3220010111.0,Jump,3220010111.0,Jump,3220020111.0,Jump,13,27,0,,,path_fly_close_small_049,2210020111.0,Normal,1210010111.0,Normal,2110010111.0,Normal,2110010111.0,Normal,path_grd_mid_small_075,,3220040111.0,Dash,3220040111.0,Dash,3220040111.0,Dash,2320050211.0,Dash,8.0,,,,,,,,,,,,,,,,,,,,,
6010001,wave_campaign_normal_004,Campaign,90,5,True,False,point_grd_desert_001,point_fly_desert_001,sbg_desert_001,Desert,Day,ibg_desert_001,3320010121.0,path_fly_far_small_019,3210010121,Drop,3210010121.0,Drop,2210010121.0,Dash,2210010121.0,Dash,path_fly_mid_elite1_802,6.0,3210010121.0,Drop,3210010121.0,Drop,1210040121.0,Drop,1310020221.0,Drop,path_grd_mid_small_058,3220040121.0,Dash,3220040121.0,Dash,3220040121.0,Dash,3220040121.0,Dash,path_grd_mid_elite1_802,0.0,3220040121.0,Jump,3220040121.0,Jump,2220040121.0,Drop,3320010121.0,Drop,path_fly_far_small_040,2210010121.0,Dash,2210010121.0,Dash,2210010121.0,Dash,2210010121.0,Dash,0,24,12,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6010002,wave_campaign_normal_004,Campaign,90,7,True,False,point_grd_desert_005,point_fly_desert_005,sbg_desert_005,Desert,Day,ibg_desert_001,3320070121.0,path_grd_close_small_007,3220050121,Drop,3220050121.0,Drop,2220010121.0,Drop,2220010121.0,Drop,path_grd_mid_elite2_805,,3220050121.0,Dash,3220050121.0,Dash,2320010221.0,Dash,2320010221.0,Dash,path_fly_mid_special_016,3110010121.0,Drop,3110010121.0,Drop,3110010121.0,Drop,3210030121.0,Drop,path_grd_close_small_013,12.0,2220010121.0,Dash,2220010121.0,Dash,2220010121.0,Dash,2220040121.0,Dash,path_grd_mid_elite2_808,2220030121.0,Dash,2220030121.0,Dash,2320020221.0,Drop,3320070121.0,Drop,18,48,0,8.0,0.0,path_fly_close_small_029,3210010121.0,Drop,3210010121.0,Drop,3210010121.0,Drop,3210030121.0,Drop,path_grd_mid_special_065,5.0,2220030121.0,Dash,2220030121.0,Dash,3220050121.0,Drop,2220040121.0,Drop,,,,,,,,,,,,,,,,,,,,,,
6010003,wave_campaign_normal_004,Campaign,90,5,True,False,point_grd_desert_003,point_fly_desert_003,sbg_desert_003,Desert,Day,ibg_desert_001,3320060121.0,path_grd_mid_small_002,2220030121,Drop,2220030121.0,Drop,1220050121.0,Dash,1220050121.0,Dash,path_grd_close_elite1_801,6.0,1220050121.0,Drop,1220050121.0,Drop,1220050121.0,Drop,3320060221.0,Drop,path_fly_mid_small_053,3210010121.0,Drop,3210010121.0,Drop,3210010121.0,Drop,3210030121.0,Drop,path_grd_close_small_048,,1220050121.0,Jump,1220050121.0,Jump,1220050121.0,Jump,1220050121.0,Jump,path_grd_mid_elite1_802,2220030121.0,Dash,2220030121.0,Dash,2220040121.0,Jump,3320060121.0,Dash,21,21,0,,0.0,path_grd_close_small_051,1220050121.0,Dash,1220050121.0,Dash,1220050121.0,Dash,1220050121.0,Dash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6010004,wave_campaign_normal_004,Campaign,90,7,True,False,point_grd_desert_002,point_fly_desert_002,sbg_desert_002,Desert,Day,ibg_desert_001,3320020121.0,path_grd_close_small_054,3220030121,Drop,3220030121.0,Drop,2220040121.0,Drop,2320030221.0,Drop,path_grd_mid_elite1_802,,3220030121.0,Dash,3220030121.0,Dash,3220070121.0,Drop,1320010221.0,Drop,path_fly_mid_special_047,2110010121.0,Dash,2110010121.0,Dash,2210010121.0,Drop,3210030121.0,Drop,path_grd_far_small_044,,3220030121.0,Dash,3220030121.0,Dash,3220070121.0,Dash,3220070121.0,Dash,path_grd_mid_elite2_808,3220030121.0,Dash,3220030121.0,Dash,2320020221.0,Drop,3320020121.0,Drop,6,39,18,8.0,0.0,path_grd_mid_small_070,3220070121.0,Dash,3220070121.0,Dash,3220070121.0,Dash,2220040121.0,Dash,path_grd_far_small_038,,3220030121.0,Dash,3220030121.0,Dash,3220030121.0,Dash,2220040121.0,Dash,,path_grd_far_small_044,3220070121.0,Dash,3220070121.0,Dash,3220070121.0,Dash,3220070121.0,Dash,,,,,,,,,,,,
6010005,wave_campaign_normal_004,Campaign,90,5,True,False,point_grd_desert_003,point_fly_desert_003,sbg_desert_003,Desert,Day,ibg_desert_001,3320060121.0,path_grd_far_small_003,3220070121,Drop,3220070121.0,Drop,3220010121.0,Dash,3220010121.0,Dash,path_grd_mid_elite1_802,6.0,3220010121.0,Jump,3220010121.0,Jump,3220020121.0,Drop,1320010221.0,Drop,path_grd_far_small_044,3220070121.0,Dash,3220070121.0,Dash,3220070121.0,Dash,3220070121.0,Dash,path_grd_mid_small_055,0.0,3220010121.0,Drop,3220010121.0,Drop,2220040121.0,Drop,3320060121.0,Drop,path_grd_far_small_062,3220070121.0,Dash,3220070121.0,Dash,3220070121.0,Dash,3220070121.0,Dash,0,15,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6010006,wave_campaign_normal_004,Campaign,90,5,True,False,point_grd_desert_005,point_fly_desert_005,sbg_desert_005,Desert,Day,ibg_desert_001,3320040121.0,path_grd_close_small_042,1220010121,Dash,1220010121.0,Dash,1220010121.0,Dash,1220010121.0,Dash,path_grd_mid_elite1_802,6.0,2220030121.0,Jump,2220030121.0,Jump,3220020121.0,Jump,3320010221.0,Jump,path_grd_close_special_064,2120010121.0,Dash,2120010121.0,Dash,2220030121.0,Jump,3220020121.0,Jump,path_grd_mid_special_025,0.0,2220030121.0,Jump,2220030121.0,Jump,2220040121.0,Drop,3320040121.0,Drop,path_grd_close_small_042,1220050121.0,Dash,1220050121.0,Dash,1220050121.0,Dash,1220050121.0,Dash,27,30,0,10.0,8.0,path_grd_mid_small_012,1220010121.0,Dash,1220010121.0,Dash,1220010121.0,Dash,1220010121.0,Dash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6010007,wave_campaign_normal_004,Campaign,90,7,True,False,point_grd_desert_002,point_fly_desert_002,sbg_desert_002,Desert,Day,ibg_desert_001,1320030121.0,path_grd_mid_small_052,3220030121,Dash,3220030121.0,Dash,3220030121.0,Dash,3220030121.0,Dash,path_fly_mid_elite2_808,3.0,2210020121.0,Dash,2210020121.0,Dash,2310010221.0,Dash,2310010221.0,Dash,path_fly_far_small_051,2210020121.0,Dash,2210020121.0,Dash,2210020121.0,Dash,3210030121.0,Dash,path_grd_close_special_024,,3120010121.0,Jump,3120010121.0,Jump,3220030121.0,Drop,2220040121.0,Drop,path_grd_far_elite2_806,3220030121.0,Dash,3220030121.0,Dash,2320070221.0,Dash,2320070221.0,Dash,30,21,15,10.0,0.0,path_grd_mid_small_049,3220030121.0,Drop,3220030121.0,Drop,3220030121.0,Drop,1320030121.0,Drop,path_fly_close_special_046,8.0,2210020121.0,Dash,2210020121.0,Dash,2210020121.0,Drop,3210030121.0,Drop,10.0,,,,,,,,,,,,,,,,,,,,,
6010008,wave_campaign_normal_004,Campaign,90,5,True,False,point_grd_desert_004,point_fly_desert_004,sbg_desert_004,Desert,Day,ibg_desert_001,1310010121.0,path_grd_close_special_024,2120010121,Jump,2120010121.0,Jump,2120010121.0,Drop,2220050121.0,Drop,path_fly_mid_elite1_802,12.0,1210020121.0,Drop,1210020121.0,Drop,3210040121.0,Drop,3310020221.0,Drop,path_fly_close_special_046,2110010121.0,Dash,2110010121.0,Dash,2110010121.0,Dash,2110010121.0,Dash,path_fly_mid_special_016,0.0,3110010121.0,Drop,3110010121.0,Drop,3210030121.0,Drop,1310010121.0,Drop,path_grd_close_special_024,3120010121.0,Jump,3120010121.0,Jump,2220020121.0,Jump,2220050121.0,Dash,41,43,0,,13.0,path_grd_mid_special_065,2120010121.0,Dash,2120010121.0,Dash,2120010121.0,Dash,2120010121.0,Dash,,,,,,,,,,,6.0,,,,,,,,,,,,,,,,,,,,,
6010009,wave_campaign_normal_004,Campaign,90,5,True,False,point_grd_desert_004,point_fly_desert_004,sbg_desert_004,Desert,Day,ibg_desert_001,3310020121.0,path_grd_far_small_062,2220030121,Dash,2220030121.0,Dash,2220030121.0,Dash,2220030121.0,Dash,path_grd_mid_elite1_802,6.0,2220030121.0,Dash,2220030121.0,Dash,2220040121.0,Drop,3320060221.0,Drop,path_fly_mid_small_030,2210010121.0,Drop,2210010121.0,Drop,2210010121.0,Drop,2210010121.0,Drop,path_fly_mid_elite1_802,0.0,2210010121.0,Drop,2210010121.0,Drop,3210030121.0,Drop,3310020121.0,Drop,path_grd_far_special_063,2220030121.0,Jump,2220030121.0,Jump,2220030121.0,Jump,2220040121.0,Dash,0,24,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6010010,wave_campaign_normal_004,Campaign,90,7,True,False,point_grd_desert_002,point_fly_desert_002,sbg_desert_002,Desert,Day,ibg_desert_001,1320010121.0,path_grd_mid_small_073,3220070121,Drop,3220070121.0,Drop,3220070121.0,Drop,2220040121.0,Dash,path_grd_far_elite1_803,3.0,3220010121.0,Jump,3220010121.0,Jump,3220070121.0,Drop,3320020221.0,Drop,path_grd_mid_small_070,3220010121.0,Dash,3220010121.0,Dash,3220010121.0,Dash,1320010221.0,Drop,path_grd_far_small_044,5.0,3220070121.0,Jump,2220040121.0,Jump,3220070121.0,Jump,2220040121.0,Jump,path_grd_far_elite1_803,3220070121.0,Dash,3220070121.0,Dash,2220040121.0,Drop,3320020221.0,Drop,0,27,30,6.0,0.0,path_fly_mid_small_030,3210010121.0,Drop,3210010121.0,Drop,3210010121.0,Drop,2310010221.0,Drop,path_grd_mid_elite1_802,3.0,3220010121.0,Dash,3220010121.0,Dash,3220070121.0,Drop,1320010121.0,Drop,10.0,path_grd_far_small_044,3220070121.0,Dash,2220040121.0,Dash,3220070121.0,Dash,2220040121.0,Dash,9.0,,,,,,,,,,,
6010011,wave_campaign_normal_004,Campaign,90,5,True,False,point_grd_alteisen_01,point_fly_alteisen_01,sbg_desertmbg001_001,Desertmbg001,Day,ibg_desert_001,1310030121.0,path_fly_close_small_007,1210030121,Drop,1210030121.0,Drop,3210010121.0,Drop,3210010121.0,Normal,path_fly_mid_small_008,,2210020121.0,Drop,2210020121.0,Drop,2210020121.0,Drop,1310020221.0,Drop,path_fly_mid_small_008,3210020121.0,Dash,3210020121.0,Dash,3210030121.0,Dash,3210030121.0,Dash,path_fly_close_small_001,,2210020121.0,Drop,2210020121.0,Drop,2210020121.0,Drop,1210040121.0,Drop,path_fly_close_small_023,3210040121.0,Drop,3210040121.0,Drop,3210040121.0,Drop,3210040121.0,Drop,18,18,6,,,path_fly_far_small_043,3210030121.0,Dash,3210030121.0,Dash,3210030121.0,Dash,1310030121.0,Drop,path_fly_mid_small_002,,3110010121.0,Jump,3110010121.0,Jump,1210010121.0,Jump,1210010121.0,Jump,0.0,,,,,,,,,,,,,,,,,,,,,
6010012,wave_campaign_normal_004,Campaign,90,5,True,False,point_grd_alteisen_01,point_fly_alteisen_01,sbg_desertmbg001_001,Desertmbg001,Day,ibg_desert_001,2310010121.0,path_fly_close_small_007,1210030121,Drop,1210030121.0,Drop,3210010121.0,Drop,3210010121.0,Normal,path_fly_far_small_043,,1210020121.0,Drop,1210020121.0,Drop,1210020121.0,Drop,2310020221.0,Drop,path_fly_mid_small_008,3210020121.0,Dash,3210020121.0,Dash,3210030121.0,Dash,3210030121.0,Dash,path_fly_mid_small_024,,1210010121.0,Drop,1210010121.0,Drop,1210010121.0,Drop,1210010121.0,Drop,path_fly_close_small_023,3210040121.0,Drop,3210040121.0,Drop,3210040121.0,Drop,3210040121.0,Drop,12,24,6,,,path_fly_mid_small_008,3210040121.0,Dash,3210040121.0,Dash,3210040121.0,Dash,2310010121.0,Drop,path_fly_mid_small_053,,1210020121.0,Jump,1210020121.0,Jump,1210020121.0,Jump,1210020121.0,Jump,0.0,,,,,,,,,,,,,,,,,,,,,
6010013,wave_campaign_normal_004,Campaign,90,5,True,False,point_grd_desert_003,point_fly_desert_003,sbg_desert_003,Desert,Day,ibg_desert_001,1320030121.0,path_grd_mid_elite1_802,2220030121,Dash,2220030121.0,Dash,2220040121.0,Drop,1320030221.0,Jump,path_grd_far_small_044,7.0,2220030121.0,Dash,2220030121.0,Dash,2220030121.0,Dash,2220030121.0,Dash,path_fly_mid_small_053,2210010121.0,Jump,2210010121.0,Jump,2210010121.0,Jump,1210040121.0,Jump,path_grd_far_elite1_803,0.0,2220030121.0,Jump,2220030121.0,Jump,2220040121.0,Drop,1320030121.0,Drop,path_grd_mid_small_011,3220030121.0,Jump,3220030121.0,Jump,3220030121.0,Jump,3220030121.0,Dash,0,21,15,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6010014,wave_campaign_normal_004,Campaign,90,5,True,False,point_grd_desert_005,point_fly_desert_005,sbg_desert_005,Desert,Day,ibg_desert_001,1320060121.0,path_grd_mid_small_058,3220040121,Dash,3220040121.0,Dash,3220040121.0,Dash,2320010221.0,Dash,path_grd_far_small_074,6.0,3220040121.0,Dash,3220040121.0,Dash,3220040121.0,Dash,2220040121.0,Dash,path_fly_mid_small_005,1210030121.0,Dash,1210030121.0,Dash,1210030121.0,Dash,1210030121.0,Dash,path_grd_mid_elite1_802,0.0,3220040121.0,Dash,3220040121.0,Dash,2220040121.0,Drop,1320060121.0,Drop,path_grd_far_small_074,3220040121.0,Dash,3220040121.0,Dash,3220040121.0,Dash,2220040121.0,Dash,0,21,12,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6010015,wave_campaign_normal_004,Campaign,90,7,True,False,point_grd_desert_002,point_fly_desert_002,sbg_desert_002,Desert,Day,ibg_desert_001,2320060121.0,path_grd_mid_small_052,1220020121,Dash,1220020121.0,Dash,1220020121.0,Dash,1220020121.0,Dash,path_grd_close_elite2_807,,1220020121.0,Dash,3220020121.0,Dash,2320060221.0,Drop,2320060221.0,Drop,path_grd_mid_small_049,1220020121.0,Drop,1220020121.0,Drop,1220020121.0,Drop,2220050121.0,Drop,path_fly_mid_small_030,,2210020121.0,Drop,2210020121.0,Drop,2210020121.0,Drop,1210040121.0,Drop,path_grd_mid_elite2_808,1220020121.0,Dash,3220020121.0,Drop,3320040221.0,Drop,2320060121.0,Drop,9,39,0,8.0,0.0,path_fly_mid_small_053,2210020121.0,Drop,2210020121.0,Drop,2210020121.0,Drop,1210040121.0,Drop,path_grd_mid_small_052,10.0,2220020121.0,Dash,2220020121.0,Dash,2220020121.0,Dash,3220020121.0,Dash,5.0,,,,,,,,,,,,,,,,,,,,,
6010016,wave_campaign_normal_004,Campaign,90,5,True,False,point_grd_desert_005,point_fly_desert_005,sbg_desert_005,Desert,Day,ibg_desert_001,3310010121.0,path_fly_mid_small_039,1210030121,Dash,1210030121.0,Dash,1210030121.0,Dash,1210030121.0,Dash,path_grd_mid_special_025,6.0,3120010121.0,Drop,3120010121.0,Drop,3120010121.0,Drop,1320010221.0,Drop,path_grd_far_small_044,1220030121.0,Dash,1220030121.0,Dash,3220070121.0,Dash,3220070121.0,Dash,path_fly_mid_elite1_802,0.0,1210030121.0,Dash,1210030121.0,Dash,3210030121.0,Drop,3310010121.0,Drop,path_grd_far_small_071,3220070121.0,Drop,3220070121.0,Drop,3220070121.0,Drop,2220040121.0,Dash,0,30,12,12.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6010017,wave_campaign_normal_004,Campaign,90,5,True,False,point_grd_desert_003,point_fly_desert_003,sbg_desert_003,Desert,Day,ibg_desert_001,3320060121.0,path_grd_close_small_007,2120010121,Drop,2120010121.0,Drop,2120010121.0,Drop,3320060221.0,Drop,path_fly_mid_small_036,6.0,2210020121.0,Dash,2210020121.0,Dash,2210020121.0,Dash,2210020121.0,Dash,path_fly_close_special_044,3210040121.0,Drop,3210040121.0,Drop,3210040121.0,Drop,3210030121.0,Drop,path_grd_mid_elite1_802,0.0,2120010121.0,Dash,2120010121.0,Dash,1220050121.0,Drop,3320060121.0,Drop,path_fly_close_special_046,2110010121.0,Dash,2110010121.0,Dash,3210040121.0,Dash,3210030121.0,Dash,36,21,0,6.0,6.0,path_fly_mid_small_036,3210040121.0,Dash,3210040121.0,Dash,3210040121.0,Dash,3210040121.0,Dash,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
6010018,wave_campaign_normal_004,Campaign,90,7,True,False,point_grd_desert_005,point_fly_desert_005,sbg_desert_005,Desert,Day,ibg_desert_001,2320070121.0,path_grd_mid_elite1_802,3220030121,Dash,3220030121.0,Dash,3220070121.0,Drop,1320020221.0,Drop,path_fly_mid_special_047,,2110010121.0,Dash,2110010121.0,Dash,2210010121.0,Drop,2310010221.0,Drop,path_grd_far_small_044,3220070121.0,Dash,2220040121.0,Dash,3220070121.0,Dash,2220040121.0,Dash,path_grd_mid_small_040,9.0,3220030121.0,Dash,3220030121.0,Dash,3220070121.0,Dash,2220040121.0,Dash,path_fly_mid_elite2_808,2210010121.0,Dash,2210010121.0,Dash,2310010221.0,Dash,2310010221.0,Dash,0,54,12,6.0,0.0,path_grd_mid_elite1_802,3220030121.0,Dash,3220030121.0,Dash,2220040121.0,Drop,2320070121.0,Drop,path_grd_far_small_044,8.0,3220070121.0,Dash,2220040121.0,Dash,3220070121.0,Dash,2220040121.0,Dash,5.0,path_grd_mid_small_049,3220030121.0,Drop,3220030121.0,Drop,3220030121.0,Drop,3220030121.0,Drop,9.0,,,,,,,,,,,
6010019,wave_campaign_normal_004,Campaign,90,5,True,False,point_grd_desert_005,point_fly_desert_005,sbg_desert_005,Desert,Day,ibg_desert_001,2320010121.0,path_fly_close_small_007,1210030121,Drop,1210030121.0,Drop,3210010121.0,Drop,3210010121.0,Normal,path_grd_mid_special_025,,2120010121.0,Drop,2120010121.0,Random,2120010121.0,Random,2320020221.0,Drop,path_fly_mid_small_008,3210020121.0,Dash,3210020121.0,Dash,3210030121.0,Dash,3210030121.0,Dash,path_grd_mid_small_052,,3220070121.0,Drop,3220070121.0,Drop,3220050121.0,Drop,3220050121.0,Drop,path_fly_close_small_023,3210040121.0,Drop,3210040121.0,Drop,3210040121.0,Drop,3210040121.0,Drop,12,27,6,,,path_grd_far_small_003,2220010121.0,Dash,2220010121.0,Dash,2220010121.0,Dash,2320010121.0,Drop,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,
6010020,wave_campaign_normal_004,Campaign,90,5,True,False,point_grd_desert_004,point_fly_desert_004,sbg_desert_004,Desert,Day,ibg_desert_001,2320010121.0,path_fly_close_small_007,1210030121,Drop,1210030121.0,Drop,3210010121.0,Drop,3210010121.0,Normal,path_grd_mid_special_025,,2120010121.0,Drop,2120010121.0,Random,2120010121.0,Random,2320020221.0,Drop,path_fly_mid_small_008,3210020121.0,Dash,3210020121.0,Dash,3210030121.0,Dash,3210030121.0,Dash,path_grd_mid_small_052,,3220070121.0,Drop,3220070121.0,Drop,3220050121.0,Drop,3220050121.0,Drop,path_fly_close_small_023,3210040121.0,Drop,3210040121.0,Drop,3210040121.0,Drop,3210040121.0,Drop,12,27,6,,,path_grd_far_small_003,2220010121.0,Dash,2220010121.0,Dash,2220010121.0,Dash,2320010121.0,Drop,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,
6010021,wave_campaign_normal_004,Campaign,90,5,True,False,point_grd_desert_004,point_fly_desert_004,sbg_desert_004,Desert,Day,ibg_desert_001,1320030121.0,path_grd_mid_elite1_802,2220030121,Dash,2220030121.0,Dash,2220040121.0,Drop,1320030221.0,Jump,path_grd_far_small_044,7.0,2220030121.0,Dash,2220030121.0,Dash,2220030121.0,Dash,2220030121.0,Dash,path_fly_mid_small_053,2210010121.0,Jump,2210010121.0,Jump,2210010121.0,Jump,1210040121.0,Jump,path_grd_far_elite1_803,0.0,2220030121.0,Jump,2220030121.0,Jump,2220040121.0,Drop,1320030121.0,Drop,path_grd_mid_small_011,3220030121.0,Jump,3220030121.0,Jump,3220030121.0,Jump,3220030121.0,Dash,0,21,15,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
