stage_id,group_id,spot_mod,battle_time,monster_count,use_intro_scene,wave_repeat,point_data,point_data_fly,background_name,theme,theme_time,stage_info_bg,target_list/0,wave_data/0/wave_path,wave_data/0/wave_monster_list/0/wave_monster_id,wave_data/0/wave_monster_list/0/spawn_type,wave_data/0/wave_monster_list/1/wave_monster_id,wave_data/0/wave_monster_list/1/spawn_type,wave_data/0/wave_monster_list/2/wave_monster_id,wave_data/0/wave_monster_list/2/spawn_type,wave_data/0/wave_monster_list/3/wave_monster_id,wave_data/0/wave_monster_list/3/spawn_type,wave_data/1/wave_path,wave_data/1/private_monster_count,wave_data/1/wave_monster_list/0/wave_monster_id,wave_data/1/wave_monster_list/0/spawn_type,wave_data/1/wave_monster_list/1/wave_monster_id,wave_data/1/wave_monster_list/1/spawn_type,wave_data/1/wave_monster_list/2/wave_monster_id,wave_data/1/wave_monster_list/2/spawn_type,wave_data/1/wave_monster_list/3/wave_monster_id,wave_data/1/wave_monster_list/3/spawn_type,wave_data/2/wave_path,wave_data/2/private_monster_count,wave_data/2/wave_monster_list/0/wave_monster_id,wave_data/2/wave_monster_list/0/spawn_type,wave_data/2/wave_monster_list/1/wave_monster_id,wave_data/2/wave_monster_list/1/spawn_type,wave_data/2/wave_monster_list/2/wave_monster_id,wave_data/2/wave_monster_list/2/spawn_type,wave_data/2/wave_monster_list/3/wave_monster_id,wave_data/2/wave_monster_list/3/spawn_type,wave_data/3/wave_path,wave_data/3/private_monster_count,wave_data/3/wave_monster_list/0/wave_monster_id,wave_data/3/wave_monster_list/0/spawn_type,wave_data/3/wave_monster_list/1/wave_monster_id,wave_data/3/wave_monster_list/1/spawn_type,wave_data/3/wave_monster_list/2/wave_monster_id,wave_data/3/wave_monster_list/2/spawn_type,wave_data/3/wave_monster_list/3/wave_monster_id,wave_data/3/wave_monster_list/3/spawn_type,wave_data/4/wave_path,wave_data/4/private_monster_count,wave_data/4/wave_monster_list/0/wave_monster_id,wave_data/4/wave_monster_list/0/spawn_type,wave_data/4/wave_monster_list/1/wave_monster_id,wave_data/4/wave_monster_list/1/spawn_type,wave_data/4/wave_monster_list/2/wave_monster_id,wave_data/4/wave_monster_list/2/spawn_type,wave_data/4/wave_monster_list/3/wave_monster_id,wave_data/4/wave_monster_list/3/spawn_type,close_monster_count,mid_monster_count,far_monster_count,wave_data/5/wave_path,wave_data/5/private_monster_count,wave_data/5/wave_monster_list/0/wave_monster_id,wave_data/5/wave_monster_list/0/spawn_type,wave_data/5/wave_monster_list/1/wave_monster_id,wave_data/5/wave_monster_list/1/spawn_type,wave_data/5/wave_monster_list/2/wave_monster_id,wave_data/5/wave_monster_list/2/spawn_type,wave_data/5/wave_monster_list/3/wave_monster_id,wave_data/5/wave_monster_list/3/spawn_type,wave_data/6/wave_path,wave_data/6/private_monster_count,wave_data/6/wave_monster_list/0/wave_monster_id,wave_data/6/wave_monster_list/0/spawn_type,wave_data/6/wave_monster_list/1/wave_monster_id,wave_data/6/wave_monster_list/1/spawn_type,wave_data/6/wave_monster_list/2/wave_monster_id,wave_data/6/wave_monster_list/2/spawn_type,wave_data/6/wave_monster_list/3/wave_monster_id,wave_data/6/wave_monster_list/3/spawn_type,mod_value,wave_data/7/wave_path,wave_data/7/private_monster_count,wave_data/7/wave_monster_list/0/wave_monster_id,wave_data/7/wave_monster_list/0/spawn_type,wave_data/7/wave_monster_list/1/wave_monster_id,wave_data/7/wave_monster_list/1/spawn_type,wave_data/7/wave_monster_list/2/wave_monster_id,wave_data/7/wave_monster_list/2/spawn_type,wave_data/7/wave_monster_list/3/wave_monster_id,wave_data/7/wave_monster_list/3/spawn_type,wave_data/8/wave_path,wave_data/8/wave_monster_list/0/wave_monster_id,wave_data/8/wave_monster_list/0/spawn_type,wave_data/8/wave_monster_list/1/wave_monster_id,wave_data/8/wave_monster_list/1/spawn_type,wave_data/8/wave_monster_list/2/wave_monster_id,wave_data/8/wave_monster_list/2/spawn_type,wave_data/8/wave_monster_list/3/wave_monster_id,wave_data/8/wave_monster_list/3/spawn_type,wave_data/9/wave_path,wave_data/9/private_monster_count,wave_data/9/wave_monster_list/0/wave_monster_id,wave_data/9/wave_monster_list/0/spawn_type,wave_data/9/wave_monster_list/1/wave_monster_id,wave_data/9/wave_monster_list/1/spawn_type,wave_data/9/wave_monster_list/2/wave_monster_id,wave_data/9/wave_monster_list/2/spawn_type,wave_data/9/wave_monster_list/3/wave_monster_id,wave_data/9/wave_monster_list/3/spawn_type,wave_data/8/private_monster_count
6240335,wave_tower_tetra_005,Defense,90,8,True,True,point_grd_tower_002_rightclear,point_fly_tower_002_rightclear,sbg_tower_002_rightclear,Tower,Tetra,ibg_tower_defense_001,,path_grd_mid_elite1_802,2220010131,Jump,2220010131.0,Jump,2220010131.0,Jump,1320030231.0,Jump,path_grd_close_small_014,10.0,2220010131.0,Dash,2220010131.0,Dash,2220010131.0,Dash,3220080131.0,Drop,path_fly_mid_small_050,,1210020131.0,Dash,1210020131.0,Dash,1210020131.0,Dash,1210040131.0,Normal,path_grd_mid_elite2_808,4.0,2220010131.0,Drop,2220010131.0,Drop,1320030231.0,Drop,3220080131.0,Drop,path_fly_far_small_028,10.0,1210020131.0,Dash,1210020131.0,Dash,1210020131.0,Dash,1310020231.0,Dash,12,54,6,path_grd_close_small_051,8.0,2220010131.0,Drop,2220010131.0,Drop,3220080131.0,Drop,3220080131.0,Drop,path_fly_mid_small_050,,1210020131.0,Dash,1210020131.0,Dash,1210020131.0,Dash,1210040131.0,Normal,20,path_grd_mid_small_076,4.0,1220060131.0,Drop,1220060131.0,Drop,1220060131.0,Drop,3220080131.0,Drop,path_grd_mid_elite1_802,2220010131.0,Drop,2220010131.0,Drop,3220080131.0,Drop,1320030231.0,Drop,path_fly_mid_elite1_802,,1210020131.0,Dash,1210020131.0,Dash,1210020131.0,Dash,1310020231.0,Dash,10.0
6240336,wave_tower_tetra_005,Campaign,90,5,True,False,point_grd_tower_005,point_fly_tower_005,sbg_tower_005,Tower,Tetra,ibg_tower_001,1320040131.0,path_grd_mid_small_049,3220050131,Drop,3220050131.0,Drop,3220050131.0,Drop,1320040231.0,Drop,path_grd_far_small_071,7.0,2220030131.0,Dash,2220030131.0,Dash,2220030131.0,Dash,2220040131.0,Dash,path_grd_mid_small_012,,3220050131.0,Dash,3220050131.0,Dash,3220050131.0,Dash,3220020131.0,Dash,path_grd_mid_small_055,0.0,2220030131.0,Drop,2220030131.0,Drop,2220030131.0,Drop,1320040131.0,Drop,path_grd_far_special_066,,2220030131.0,Dash,2220030131.0,Dash,3220060131.0,Drop,3220060131.0,Drop,0,18,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6240337,wave_tower_tetra_005,Campaign,90,5,True,False,point_grd_tower_001,point_fly_tower_001,sbg_tower_001,Tower,Tetra,ibg_tower_001,2310020131.0,path_grd_close_small_007,2220020131,Drop,2220020131.0,Drop,1220050131.0,Drop,1320030231.0,Drop,path_fly_mid_small_036,4.0,2210020131.0,Dash,2210020131.0,Dash,2210020131.0,Dash,2210020131.0,Dash,path_fly_close_special_044,6.0,3210040131.0,Drop,3210040131.0,Drop,3210010131.0,Drop,3210030131.0,Drop,path_grd_mid_elite1_802,0.0,2120010131.0,Dash,2120010131.0,Dash,1220050131.0,Drop,3320060231.0,Drop,path_fly_close_special_046,10.0,2110010131.0,Dash,2110010131.0,Dash,3210040131.0,Drop,2310020131.0,Drop,42,15,0,path_fly_close_small_035,3.0,3210040131.0,Dash,3210040131.0,Dash,3210040131.0,Dash,3210040131.0,Dash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6240338,wave_tower_tetra_005,Campaign,90,7,True,False,point_grd_tower_002,point_fly_tower_002,sbg_tower_002,Tower,Tetra,ibg_tower_001,2310040131.0,path_grd_mid_small_043,1220010131,Drop,3220020131.0,Drop,1220010131.0,Drop,3220020131.0,Drop,path_fly_mid_elite1_802,,2210020131.0,Drop,2210020131.0,Drop,1210040131.0,Drop,2310040231.0,Drop,path_grd_mid_small_058,8.0,1220010131.0,Drop,3220020131.0,Drop,1220010131.0,Drop,3320040231.0,Drop,path_fly_mid_elite2_808,0.0,2210020131.0,Dash,2210020131.0,Dash,2310040231.0,Dash,2310040131.0,Dash,path_fly_mid_small_050,,1210030131.0,Drop,1210030131.0,Drop,3210030131.0,Drop,2310060231.0,Drop,0,45,0,path_grd_mid_elite1_802,,1220010131.0,Dash,1220010131.0,Dash,3220020131.0,Dash,3320040231.0,Drop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6240339,wave_tower_tetra_005,Campaign,90,7,True,False,point_grd_tower_003,point_fly_tower_003,sbg_tower_003,Tower,Tetra,ibg_tower_001,3320020131.0,path_grd_far_small_044,3220070131,Jump,2220040131.0,Jump,3220070131.0,Jump,1320010231.0,Jump,path_grd_far_elite1_803,2.0,2220030131.0,Dash,2220030131.0,Dash,2220040131.0,Drop,3320020231.0,Drop,path_grd_mid_small_055,2.0,2220030131.0,Drop,2220030131.0,Drop,2220030131.0,Drop,2220030131.0,Drop,path_grd_far_small_044,,3220070131.0,Dash,2220040131.0,Dash,3220070131.0,Dash,1320010231.0,Dash,path_grd_mid_small_043,0.0,2220040131.0,Dash,3220070131.0,Dash,2220040131.0,Dash,3220070131.0,Dash,0,27,27,path_fly_mid_elite1_802,,2210020131.0,Jump,2210020131.0,Jump,3320020231.0,Drop,2310030231.0,Drop,path_grd_far_small_050,4.0,2220030131.0,Drop,2220030131.0,Drop,2220030131.0,Drop,3320020131.0,Drop,,path_grd_mid_small_012,8.0,2220030131.0,Dash,2220030131.0,Dash,2220030131.0,Dash,2220040131.0,Dash,,,,,,,,,,,,,,,,,,,,
6240340,wave_tower_tetra_005,Campaign,180,2,False,False,point_grd_motherwhale_001,point_fly_motherwhale_001,sbg_desertbba001_001,Desertmbg001,Day,ibg_desert_001,1510010121.0,b_fly_motherwhale_01,1510010121,Normal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6240341,wave_tower_tetra_005,Campaign,90,5,True,False,point_grd_tower_004,point_fly_tower_004,sbg_tower_004,Tower,Tetra,ibg_tower_001,3310010151.0,path_grd_mid_small_037,3220060151,Dash,2220040151.0,Dash,3220060151.0,Dash,1320040251.0,Dash,path_grd_far_small_041,7.0,3220060151.0,Dash,3220060151.0,Dash,3220060151.0,Dash,2220050151.0,Dash,path_fly_far_small_031,,1210010151.0,Drop,1210010151.0,Drop,1210010151.0,Drop,3210030151.0,Drop,path_fly_mid_elite2_805,0.0,1210010151.0,Jump,1210010151.0,Jump,3210030151.0,Drop,3310010151.0,Drop,path_grd_far_small_044,,3220060151.0,Dash,2220040151.0,Dash,3220060151.0,Dash,2220040151.0,Dash,0,15,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6240342,wave_tower_tetra_005,Campaign,90,5,True,False,point_grd_tower_003,point_fly_tower_003,sbg_tower_003,Tower,Tetra,ibg_tower_001,2320030151.0,path_grd_close_small_067,3220030151,Dash,3220030151.0,Dash,3220030151.0,Drop,2320020251.0,Drop,path_grd_mid_small_012,,3220030151.0,Dash,3220030151.0,Dash,1220050151.0,Dash,1220050151.0,Dash,path_grd_mid_small_046,4.0,1220050151.0,Drop,1220050151.0,Drop,1220050151.0,Drop,1220050151.0,Drop,path_grd_close_elite1_801,0.0,2120010151.0,Jump,2120010151.0,Jump,2220040151.0,Drop,3320050251.0,Drop,path_grd_mid_small_043,6.0,1220050151.0,Dash,1220050151.0,Dash,1220050151.0,Dash,2320030151.0,Dash,30,18,0,path_grd_close_special_064,3.0,2120010151.0,Dash,2120010151.0,Dash,1220050151.0,Drop,1220050151.0,Drop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6240343,wave_tower_tetra_005,Campaign,90,7,True,False,point_grd_tower_001,point_fly_tower_001,sbg_tower_001,Tower,Tetra,ibg_tower_001,1320010151.0,path_grd_mid_small_046,1220040151,Drop,1220040151.0,Drop,1220040151.0,Drop,3220080151.0,Drop,path_grd_mid_elite1_802,,1220040151.0,Drop,1220040151.0,Drop,2220040151.0,Drop,1320010251.0,Drop,path_grd_far_small_044,8.0,3220070151.0,Jump,1220040151.0,Jump,3220070151.0,Jump,1220040151.0,Jump,path_grd_far_elite2_809,0.0,1220040151.0,Drop,1220040151.0,Drop,3220080151.0,Drop,1320010151.0,Drop,path_grd_far_small_044,,3220070151.0,Jump,1220040151.0,Jump,3220070151.0,Jump,1220040151.0,Jump,0,21,21,path_grd_mid_small_070,8.0,1220040151.0,Drop,1220040151.0,Drop,3220080151.0,Drop,2220040151.0,Drop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6240344,wave_tower_tetra_005,Campaign,90,5,True,False,point_grd_tower_002,point_fly_tower_002,sbg_tower_002,Tower,Tetra,ibg_tower_001,2310050151.0,path_grd_close_elite1_801,3220030151,Dash,3220030151.0,Dash,2220040151.0,Jump,2320030251.0,Jump,path_grd_mid_small_012,7.0,1220060151.0,Dash,1220060151.0,Dash,3220020151.0,Dash,1220060151.0,Dash,path_fly_mid_small_027,7.0,1210020151.0,Dash,2210040151.0,Dash,1210020151.0,Dash,3210030151.0,Dash,path_grd_mid_small_012,0.0,1220060151.0,Dash,1220060151.0,Dash,1220060151.0,Dash,2320030251.0,Dash,path_fly_mid_elite1_802,7.0,1210020151.0,Dash,1210020151.0,Dash,1210040151.0,Drop,2310050151.0,Drop,9,27,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6240345,wave_tower_tetra_005,Defense,90,8,True,True,point_grd_tower_002_rightclear,point_fly_tower_002_rightclear,sbg_tower_002_rightclear,Tower,Tetra,ibg_tower_defense_001,,path_grd_mid_elite1_802,1220060151,Normal,1220060151.0,Normal,2220040151.0,Drop,1320060251.0,Drop,path_grd_close_small_067,12.0,3220050151.0,Dash,3220050151.0,Dash,3220020151.0,Normal,3220020151.0,Normal,path_grd_mid_special_025,10.0,2120010151.0,Jump,2120010151.0,Jump,1220060151.0,Dash,2220040151.0,Dash,path_fly_close_small_004,,2210020151.0,Drop,2210020151.0,Drop,2210020151.0,Drop,2210020151.0,Drop,path_grd_mid_elite2_805,3.0,3220050151.0,Drop,3220050151.0,Drop,1320060251.0,Drop,1320060151.0,Normal,12,60,0,path_fly_mid_small_030,12.0,2210020151.0,Drop,2210020151.0,Drop,2210020151.0,Drop,2310030251.0,Dash,path_fly_mid_small_005,,2210020151.0,Dash,2210020151.0,Dash,2210020151.0,Dash,2210020151.0,Dash,20,path_grd_mid_small_076,10.0,3220050151.0,Jump,3220050151.0,Jump,2220040151.0,Jump,2220040151.0,Jump,path_fly_mid_elite2_808,1210020151.0,Drop,1210020151.0,Drop,3310050251.0,Drop,3310050251.0,Drop,,,,,,,,,,,
6240346,wave_tower_tetra_005,Campaign,90,5,True,False,point_grd_tower_003,point_fly_tower_003,sbg_tower_003,Tower,Tetra,ibg_tower_001,3310050151.0,path_grd_far_small_053,1220060151,Dash,1220060151.0,Dash,1220060151.0,Dash,1220060151.0,Dash,path_fly_mid_elite1_802,6.0,1210030151.0,Jump,1210030151.0,Jump,1210030151.0,Jump,3310050251.0,Jump,path_fly_mid_small_050,,2210010151.0,Drop,2210010151.0,Drop,2210010151.0,Drop,3210030151.0,Drop,path_fly_far_elite1_803,0.0,1210030151.0,Jump,1210030151.0,Jump,1210040151.0,Drop,3310050151.0,Drop,path_grd_mid_special_065,6.0,1220060151.0,Dash,1220060151.0,Dash,3220040151.0,Drop,3220040151.0,Drop,0,30,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6240347,wave_tower_tetra_005,Campaign,90,5,True,False,point_grd_tower_004,point_fly_tower_004,sbg_tower_004,Tower,Tetra,ibg_tower_001,1320060151.0,path_grd_far_small_059,3220040151,Dash,3220040151.0,Dash,3220040151.0,Dash,2220040151.0,Dash,path_grd_mid_elite1_802,7.0,3220040151.0,Drop,3220040151.0,Drop,1220050151.0,Dash,1320060251.0,Dash,path_fly_mid_small_005,,3210020151.0,Dash,3210020151.0,Dash,3210030151.0,Dash,3310050251.0,Dash,path_grd_mid_elite1_802,0.0,3220040151.0,Dash,3220040151.0,Dash,2220040151.0,Drop,2320030251.0,Drop,path_grd_far_small_074,10.0,3220040151.0,Dash,2220040151.0,Dash,3220040151.0,Dash,1320060151.0,Dash,0,24,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6240348,wave_tower_tetra_005,Campaign,90,7,True,False,point_grd_tower_005,point_fly_tower_005,sbg_tower_005,Tower,Tetra,ibg_tower_001,2310060151.0,path_grd_mid_special_025,1120010151,Jump,1120010151.0,Jump,3220020151.0,Drop,3320050251.0,Drop,path_fly_mid_small_036,7.0,3210030151.0,Dash,2210040151.0,Dash,3210010151.0,Dash,2210040151.0,Dash,path_grd_mid_small_058,7.0,3220030151.0,Dash,3220030151.0,Dash,3220030151.0,Dash,2220040151.0,Dash,path_fly_mid_small_042,,3210010151.0,Dash,3210010151.0,Dash,3210030151.0,Drop,2310060251.0,Drop,path_fly_mid_small_030,0.0,1210010151.0,Drop,1210010151.0,Drop,2210040151.0,Drop,2310050251.0,Drop,0,54,0,path_fly_mid_elite1_802,,3210010151.0,Dash,3210010151.0,Dash,3210030151.0,Drop,2310060151.0,Jump,path_grd_mid_small_043,,2220030151.0,Dash,2220030151.0,Dash,2220030151.0,Dash,2220040151.0,Dash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6240349,wave_tower_tetra_005,Campaign,90,7,True,False,point_grd_tower_002,point_fly_tower_002,sbg_tower_002,Tower,Tetra,ibg_tower_001,3320080151.0,path_fly_mid_small_030,1210020151,Drop,1210020151.0,Drop,1210020151.0,Drop,1210020151.0,Drop,path_fly_mid_elite1_802,8.0,1210020151.0,Dash,1210020151.0,Dash,3210050151.0,Drop,2310040251.0,Drop,path_grd_mid_small_070,6.0,3220030151.0,Jump,2220040151.0,Drop,3220030151.0,Jump,3320080251.0,Drop,path_fly_far_elite2_809,7.0,1210020151.0,Dash,1210020151.0,Dash,2310040251.0,Dash,2310060251.0,Dash,path_fly_mid_elite2_808,0.0,1210020151.0,Dash,1210020151.0,Dash,2310040251.0,Dash,2310040251.0,Dash,6,45,9,path_grd_mid_elite1_802,,3220030151.0,Jump,3220020151.0,Jump,1220050151.0,Drop,3320080151.0,Drop,path_grd_close_small_042,9.0,1220050151.0,Dash,3220020151.0,Dash,1220050151.0,Dash,3220020151.0,Dash,,path_fly_mid_small_030,8.0,3210040151.0,Drop,3210050151.0,Drop,3210050151.0,Drop,2310060251.0,Drop,,,,,,,,,,,,,,,,,,,,
6240350,wave_tower_tetra_005,Campaign,180,6,False,False,point_grd_tower_003,point_fly_tower_003,sbg_tower_003_midclear,Tower,Tetra,ibg_tower_001,3421010111.0,path_grd_mid_centurion_902,3421010111,Normal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6240351,wave_tower_tetra_005,Campaign,90,5,True,False,point_grd_tower_001,point_fly_tower_001,sbg_tower_001,Tower,Tetra,ibg_tower_001,2320060111.0,path_grd_mid_small_070,3220050111,Dash,3220050111.0,Dash,3220050111.0,Dash,2220050111.0,Dash,path_fly_mid_small_039,,1210020111.0,Dash,1210020111.0,Dash,1210040111.0,Dash,2310060211.0,Dash,path_grd_mid_small_034,7.0,3220050111.0,Drop,3220050111.0,Drop,3220050111.0,Drop,2220050111.0,Dash,path_grd_mid_small_068,0.0,3220050111.0,Dash,3220050111.0,Dash,2220050111.0,Drop,2320060111.0,Drop,path_grd_mid_small_037,10.0,3220050111.0,Dash,3220050111.0,Dash,3220050111.0,Dash,2220050111.0,Normal,0,36,0,path_fly_mid_small_039,,1210020111.0,Dash,1210020111.0,Dash,1210040111.0,Dash,2310060211.0,Dash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6240352,wave_tower_tetra_005,Campaign,90,5,True,False,point_grd_tower_002,point_fly_tower_002,sbg_tower_002,Tower,Tetra,ibg_tower_001,2310010111.0,path_grd_mid_small_070,2220010111,Drop,2220010111.0,Drop,2220010111.0,Drop,2220040111.0,Jump,path_fly_mid_small_008,7.0,3210010111.0,Dash,2310060211.0,Dash,3210030111.0,Dash,2310010211.0,Dash,path_grd_close_small_036,7.0,2220010111.0,Dash,2220010111.0,Dash,2220010111.0,Dash,2220040111.0,Dash,path_grd_mid_elite1_802,0.0,2220010111.0,Jump,2220010111.0,Jump,2220040111.0,Drop,1320020211.0,Drop,path_fly_mid_small_030,7.0,3210010111.0,Drop,2310060211.0,Drop,3210030111.0,Drop,2310010111.0,Dash,6,27,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6240353,wave_tower_tetra_005,Campaign,90,7,True,False,point_grd_tower_003,point_fly_tower_003,sbg_tower_003,Tower,Tetra,ibg_tower_001,1320020111.0,path_grd_mid_small_070,3220040111,Dash,3220040111.0,Dash,3220040111.0,Dash,2220040111.0,Normal,path_fly_mid_elite1_802,6.0,2210010111.0,Drop,2210010111.0,Drop,2210010111.0,Drop,3310040211.0,Drop,path_grd_mid_small_034,10.0,3220040111.0,Drop,3220040111.0,Drop,3220040111.0,Drop,1320020211.0,Drop,path_fly_mid_small_050,0.0,2210010111.0,Drop,2210010111.0,Drop,2210010111.0,Drop,3310040211.0,Drop,path_grd_mid_elite2_808,,3220040111.0,Drop,3220040111.0,Drop,1320030211.0,Drop,1320020111.0,Drop,0,42,0,path_grd_mid_small_070,,3220040111.0,Drop,3220040111.0,Drop,3220040111.0,Drop,2220040111.0,Drop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6240354,wave_tower_tetra_005,Campaign,90,7,True,False,point_grd_tower_004,point_fly_tower_004,sbg_tower_004,Tower,Tetra,ibg_tower_001,1310020111.0,path_fly_close_special_044,2110010111,Drop,2110010111.0,Drop,2210020111.0,Drop,2210030111.0,Drop,path_grd_mid_elite2_805,10.0,2220030111.0,Dash,2220030111.0,Dash,2320050211.0,Drop,2320050211.0,Drop,path_fly_mid_small_053,,2210020111.0,Dash,2210020111.0,Dash,2210020111.0,Dash,1210040111.0,Dash,path_fly_close_small_029,,2210020111.0,Jump,2210020111.0,Jump,2210020111.0,Jump,3310050211.0,Jump,path_grd_close_elite1_801,0.0,2220030111.0,Jump,2220030111.0,Jump,2220040111.0,Drop,3320040211.0,Drop,36,24,0,path_fly_mid_elite1_802,10.0,2210020111.0,Jump,3210030111.0,Jump,3310050211.0,Drop,1310020111.0,Drop,path_fly_close_small_029,4.0,2210020111.0,Drop,2210020111.0,Drop,2210020111.0,Drop,3310050211.0,Drop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6240355,wave_tower_tetra_005,Defense,90,8,True,True,point_grd_tower_002_rightclear,point_fly_tower_002_rightclear,sbg_tower_002_rightclear,Tower,Tetra,ibg_tower_defense_001,,path_grd_mid_elite1_802,1220060111,Normal,1220060111.0,Normal,2220040111.0,Drop,1320060211.0,Drop,path_grd_close_small_067,12.0,3220050111.0,Dash,3220050111.0,Dash,3220020111.0,Normal,3220020111.0,Normal,path_grd_mid_special_025,10.0,2120010111.0,Jump,2120010111.0,Jump,1220060111.0,Dash,2220040111.0,Dash,path_fly_close_small_004,,2210020111.0,Drop,2210020111.0,Drop,2210020111.0,Drop,2210020111.0,Drop,path_grd_mid_elite2_805,3.0,3220050111.0,Drop,3220050111.0,Drop,1320060211.0,Drop,1320060111.0,Normal,12,60,0,path_fly_mid_small_030,12.0,2210020111.0,Drop,2210020111.0,Drop,2210020111.0,Drop,2310030211.0,Dash,path_fly_mid_small_005,,2210020111.0,Dash,2210020111.0,Dash,2210020111.0,Dash,2210020111.0,Dash,20,path_grd_mid_small_076,10.0,3220050111.0,Jump,3220050111.0,Jump,2220040111.0,Jump,2220040111.0,Jump,path_fly_mid_elite2_808,1210020111.0,Drop,1210020111.0,Drop,3310050211.0,Drop,3310050211.0,Drop,,,,,,,,,,,
6240356,wave_tower_tetra_005,Campaign,90,5,True,False,point_grd_tower_005,point_fly_tower_005,sbg_tower_005,Tower,Tetra,ibg_tower_001,3320020111.0,path_grd_mid_small_055,1220060111,Drop,1220060111.0,Drop,1220060111.0,Drop,2220040111.0,Drop,path_grd_far_elite1_803,7.0,1220060111.0,Dash,1220060111.0,Dash,3220070111.0,Dash,1320010211.0,Dash,path_fly_mid_small_030,,1210020111.0,Dash,1210020111.0,Dash,3210020111.0,Dash,3210020111.0,Dash,path_grd_far_elite1_803,0.0,3220040111.0,Dash,3220040111.0,Dash,2220040111.0,Drop,3320020111.0,Drop,path_grd_mid_small_043,6.0,1220060111.0,Jump,1220060111.0,Jump,1220060111.0,Jump,3220020111.0,Dash,0,18,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6240357,wave_tower_tetra_005,Campaign,90,5,True,False,point_grd_tower_001,point_fly_tower_001,sbg_tower_001,Tower,Tetra,ibg_tower_001,3320030111.0,path_grd_mid_small_040,1220060111,Dash,1220060111.0,Dash,1220060111.0,Dash,1220060111.0,Dash,path_fly_mid_small_005,7.0,1210020111.0,Dash,1210020111.0,Dash,1210020111.0,Dash,1210040111.0,Dash,path_fly_mid_small_050,7.0,1210030111.0,Dash,1210030111.0,Dash,1210030111.0,Dash,1210040111.0,Dash,path_fly_mid_elite1_802,0.0,3210010111.0,Dash,3210010111.0,Dash,1210010111.0,Drop,1310010211.0,Drop,path_grd_mid_small_043,7.0,2220030111.0,Jump,3220020111.0,Jump,2220030111.0,Jump,3320030111.0,Dash,0,33,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6240358,wave_tower_tetra_005,Campaign,90,7,True,False,point_grd_tower_002,point_fly_tower_002,sbg_tower_002,Tower,Tetra,ibg_tower_001,2320020111.0,path_grd_mid_special_025,1120010111,Jump,1120010111.0,Jump,3220020111.0,Drop,3320050211.0,Drop,path_fly_mid_small_036,7.0,3210030111.0,Dash,2210040111.0,Dash,3210010111.0,Dash,2210040111.0,Dash,path_grd_mid_small_058,7.0,3220030111.0,Dash,3220030111.0,Dash,3220030111.0,Dash,2220040111.0,Dash,path_fly_mid_small_042,,3210010111.0,Dash,3210010111.0,Dash,3210030111.0,Drop,3210010111.0,Drop,path_fly_mid_small_030,0.0,1210010111.0,Drop,1210010111.0,Drop,2210040111.0,Drop,2310050211.0,Drop,0,54,0,path_grd_mid_elite1_802,,3220030111.0,Dash,3220030111.0,Dash,2220040111.0,Drop,2320020111.0,Jump,path_grd_mid_small_043,,2220030111.0,Dash,2220030111.0,Dash,2220030111.0,Dash,2220040111.0,Dash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
