stage_id,group_id,spot_mod,battle_time,monster_count,use_intro_scene,wave_repeat,point_data,point_data_fly,background_name,theme,theme_time,stage_info_bg,target_list/0,wave_data/0/wave_path,wave_data/0/wave_monster_list/0/wave_monster_id,wave_data/0/wave_monster_list/0/spawn_type,wave_data/0/wave_monster_list/1/wave_monster_id,wave_data/0/wave_monster_list/1/spawn_type,wave_data/0/wave_monster_list/2/wave_monster_id,wave_data/0/wave_monster_list/2/spawn_type,wave_data/0/wave_monster_list/3/wave_monster_id,wave_data/0/wave_monster_list/3/spawn_type,wave_data/1/wave_path,wave_data/1/wave_monster_list/0/wave_monster_id,wave_data/1/wave_monster_list/0/spawn_type,wave_data/1/wave_monster_list/1/wave_monster_id,wave_data/1/wave_monster_list/1/spawn_type,wave_data/1/wave_monster_list/2/wave_monster_id,wave_data/1/wave_monster_list/2/spawn_type,wave_data/1/wave_monster_list/3/wave_monster_id,wave_data/1/wave_monster_list/3/spawn_type,wave_data/2/wave_path,wave_data/2/wave_monster_list/0/wave_monster_id,wave_data/2/wave_monster_list/0/spawn_type,wave_data/2/wave_monster_list/1/wave_monster_id,wave_data/2/wave_monster_list/1/spawn_type,wave_data/2/wave_monster_list/2/wave_monster_id,wave_data/2/wave_monster_list/2/spawn_type,wave_data/2/wave_monster_list/3/wave_monster_id,wave_data/2/wave_monster_list/3/spawn_type,wave_data/3/wave_path,wave_data/3/private_monster_count,wave_data/3/wave_monster_list/0/wave_monster_id,wave_data/3/wave_monster_list/0/spawn_type,wave_data/3/wave_monster_list/1/wave_monster_id,wave_data/3/wave_monster_list/1/spawn_type,wave_data/3/wave_monster_list/2/wave_monster_id,wave_data/3/wave_monster_list/2/spawn_type,wave_data/3/wave_monster_list/3/wave_monster_id,wave_data/3/wave_monster_list/3/spawn_type,wave_data/4/wave_path,wave_data/4/private_monster_count,wave_data/4/wave_monster_list/0/wave_monster_id,wave_data/4/wave_monster_list/0/spawn_type,wave_data/4/wave_monster_list/1/wave_monster_id,wave_data/4/wave_monster_list/1/spawn_type,wave_data/4/wave_monster_list/2/wave_monster_id,wave_data/4/wave_monster_list/2/spawn_type,wave_data/4/wave_monster_list/3/wave_monster_id,wave_data/4/wave_monster_list/3/spawn_type,wave_data/5/wave_path,wave_data/5/private_monster_count,wave_data/5/wave_monster_list/0/wave_monster_id,wave_data/5/wave_monster_list/0/spawn_type,wave_data/5/wave_monster_list/1/wave_monster_id,wave_data/5/wave_monster_list/1/spawn_type,wave_data/5/wave_monster_list/2/wave_monster_id,wave_data/5/wave_monster_list/2/spawn_type,wave_data/5/wave_monster_list/3/wave_monster_id,wave_data/5/wave_monster_list/3/spawn_type,close_monster_count,mid_monster_count,far_monster_count,wave_data/1/private_monster_count,wave_data/2/private_monster_count,mod_value,wave_data/6/wave_path,wave_data/6/private_monster_count,wave_data/6/wave_monster_list/0/wave_monster_id,wave_data/6/wave_monster_list/0/spawn_type,wave_data/6/wave_monster_list/1/wave_monster_id,wave_data/6/wave_monster_list/1/spawn_type,wave_data/6/wave_monster_list/2/wave_monster_id,wave_data/6/wave_monster_list/2/spawn_type,wave_data/6/wave_monster_list/3/wave_monster_id,wave_data/6/wave_monster_list/3/spawn_type,wave_data/7/wave_path,wave_data/7/wave_monster_list/0/wave_monster_id,wave_data/7/wave_monster_list/0/spawn_type,wave_data/7/wave_monster_list/1/wave_monster_id,wave_data/7/wave_monster_list/1/spawn_type,wave_data/7/wave_monster_list/2/wave_monster_id,wave_data/7/wave_monster_list/2/spawn_type,wave_data/7/wave_monster_list/3/wave_monster_id,wave_data/7/wave_monster_list/3/spawn_type,wave_data/8/wave_path,wave_data/8/private_monster_count,wave_data/8/wave_monster_list/0/wave_monster_id,wave_data/8/wave_monster_list/0/spawn_type,wave_data/8/wave_monster_list/1/wave_monster_id,wave_data/8/wave_monster_list/1/spawn_type,wave_data/8/wave_monster_list/2/wave_monster_id,wave_data/8/wave_monster_list/2/spawn_type,wave_data/8/wave_monster_list/3/wave_monster_id,wave_data/8/wave_monster_list/3/spawn_type,wave_data/7/private_monster_count
6211071,wave_tower_default_012,Campaign,90,5,True,False,point_grd_tower_003,point_fly_tower_003,sbg_tower_003,Tower,Day,ibg_tower_001,1320010121.0,path_fly_mid_small_042,3210020121,Drop,3210020121.0,Drop,3210020121.0,Drop,1210050121.0,Drop,path_grd_far_elite1_803,1220030121.0,Dash,1220030121.0,Dash,2220040121.0,Drop,3320020221.0,Drop,path_grd_mid_small_008,3220070121.0,Drop,1220060121.0,Drop,1220060121.0,Drop,3220070121.0,Drop,path_grd_far_elite1_803,0.0,1220060121.0,Dash,1220060121.0,Dash,2220040121.0,Drop,1320010121.0,Drop,path_fly_mid_small_036,10.0,3210020121.0,Drop,3210020121.0,Drop,1210050121.0,Drop,1210050121.0,Drop,,,,,,,,,,,0,18,18,,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6211072,wave_tower_default_012,Campaign,90,5,True,False,point_grd_tower_004,point_fly_tower_004,sbg_tower_004,Tower,Day,ibg_tower_001,1310010121.0,path_grd_mid_small_002,2220020121,Dash,2220020121.0,Dash,2220020121.0,Dash,2220020121.0,Dash,path_fly_mid_elite2_808,1210020121.0,Dash,3210020121.0,Dash,1210060121.0,Dash,1310010221.0,Dash,path_grd_mid_small_008,2220020121.0,Drop,2220020121.0,Drop,2220020121.0,Drop,2220020121.0,Drop,path_fly_mid_small_050,0.0,3210020121.0,Dash,3210020121.0,Dash,3210020121.0,Dash,1210060121.0,Dash,path_fly_mid_elite2_808,8.0,3210020121.0,Dash,3210020121.0,Dash,1310010121.0,Drop,1210060121.0,Dash,path_grd_mid_small_043,,2220020121.0,Drop,2220020121.0,Drop,2220020121.0,Drop,2220020121.0,Drop,0,42,0,,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6211073,wave_tower_default_012,BaseDefense,60,6,True,True,point_grd_tower_003_midclear,point_fly_tower_003,sbg_tower_003_midclear,Tower,Day,ibg_tower_basedefense_001,,path_grd_close_small_042,3220010121,Dash,3220010121.0,Dash,3220010121.0,Dash,3220010121.0,Dash,path_grd_mid_small_073,3220050121.0,Drop,3220050121.0,Drop,3220050121.0,Drop,3220080121.0,Drop,path_grd_mid_small_061,3220010121.0,Jump,3220010121.0,Jump,3220050121.0,Jump,3220050121.0,Jump,path_grd_mid_elite1_802,3.0,3220010121.0,Dash,3220050121.0,Dash,3220010121.0,Dash,2320020221.0,Drop,path_grd_mid_small_058,10.0,3220050121.0,Drop,3220050121.0,Drop,3220050121.0,Drop,3220080121.0,Drop,path_grd_mid_small_073,5.0,3220050121.0,Drop,3220050121.0,Drop,3220050121.0,Drop,3220080121.0,Drop,6,48,0,5.0,10.0,normal,path_grd_mid_small_076,7.0,3220010121.0,Dash,3220050121.0,Dash,3220010121.0,Dash,3220050121.0,Dash,path_grd_mid_elite2_805,3220010121.0,Dash,3220050121.0,Dash,3220080121.0,Drop,2320020221.0,Drop,,,,,,,,,,,7.0
6211074,wave_tower_default_012,Defense,90,7,True,True,point_grd_tower_002_rightclear,point_fly_tower_002_rightclear,sbg_tower_002_rightclear,Tower,Day,ibg_tower_defense_001,,path_grd_mid_special_025,3120010121,Jump,3120010121.0,Jump,3220050121.0,Dash,3220050121.0,Dash,path_grd_close_small_048,3220050121.0,Normal,1220060121.0,Normal,1220060121.0,Normal,1220060121.0,Normal,path_grd_mid_small_037,3220050121.0,Jump,1220060121.0,Normal,3220050121.0,Normal,1220060121.0,Normal,path_fly_mid_elite1_802,2.0,2210020121.0,Drop,2210020121.0,Drop,1210020121.0,Normal,1310020221.0,Normal,path_grd_close_small_036,9.0,3220050121.0,Normal,1220060121.0,Normal,3220050121.0,Normal,1220060121.0,Normal,path_fly_mid_small_021,10.0,2210020121.0,Normal,1210020121.0,Normal,1210020121.0,Normal,2210020121.0,Normal,12,60,0,10.0,10.0,20,path_grd_mid_small_075,,1220060121.0,Normal,3220050121.0,Dash,1220060121.0,Normal,3220050121.0,Dash,path_fly_mid_elite1_802,2210020121.0,Dash,2210020121.0,Dash,1210020121.0,Normal,1310020221.0,Normal,path_fly_mid_elite2_805,15.0,3220050121.0,Dash,1220060121.0,Normal,1220060121.0,Normal,3320010221.0,Normal,
6211075,wave_tower_default_012,Campaign,90,7,True,False,point_grd_tower_001,point_fly_tower_001,sbg_tower_001,Tower,Day,ibg_tower_001,3320050121.0,path_grd_mid_small_049,1220040121,Dash,1220040121.0,Dash,1220040121.0,Dash,1220040121.0,Dash,path_grd_mid_elite2_808,1220040121.0,Dash,1220040121.0,Dash,2320020221.0,Drop,3320040221.0,Drop,path_grd_mid_small_008,3220020121.0,Drop,1220040121.0,Drop,1220040121.0,Drop,3220020121.0,Drop,path_grd_mid_small_043,,3220020121.0,Dash,1220040121.0,Dash,3220020121.0,Dash,1220040121.0,Dash,path_grd_mid_elite2_808,0.0,1220040121.0,Dash,1220040121.0,Dash,3320050121.0,Drop,3320040221.0,Drop,path_grd_close_small_067,10.0,1220040121.0,Dash,3220020121.0,Dash,1220040121.0,Dash,2320020221.0,Drop,6,48,0,5.0,,,path_grd_mid_small_040,,3220020121.0,Dash,3220020121.0,Dash,1220040121.0,Dash,1220040121.0,Dash,path_grd_mid_small_037,3220020121.0,Dash,1220040121.0,Dash,3220020121.0,Dash,1220040121.0,Dash,,,,,,,,,,,
6211076,wave_tower_default_012,Campaign,90,5,True,False,point_grd_tower_002,point_fly_tower_002,sbg_tower_002,Tower,Day,ibg_tower_001,3320040121.0,path_grd_far_small_053,1220060121,Dash,1220060121.0,Dash,1220060121.0,Dash,3220020121.0,Dash,path_grd_mid_elite1_802,3220050121.0,Jump,3220050121.0,Jump,2220050121.0,Drop,3320040221.0,Drop,path_fly_mid_small_050,2210010121.0,Drop,2210010121.0,Drop,2210010121.0,Drop,1210040121.0,Drop,path_grd_mid_elite2_808,0.0,3220050121.0,Jump,3220050121.0,Jump,3320040221.0,Drop,3320040121.0,Drop,path_fly_mid_special_016,6.0,2210010121.0,Drop,2110010121.0,Drop,2210010121.0,Drop,1210040121.0,Drop,,,,,,,,,,,0,39,6,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6211077,wave_tower_default_012,Campaign,90,7,True,False,point_grd_tower_005,point_fly_tower_005,sbg_tower_005,Tower,Day,ibg_tower_001,3310040121.0,path_grd_mid_small_043,2220020121,Jump,2220020121.0,Jump,2220020121.0,Jump,2220020121.0,Jump,path_fly_far_elite1_803,1210030121.0,Drop,1210030121.0,Drop,1210010121.0,Drop,3310040221.0,Drop,path_grd_mid_small_034,2220020121.0,Dash,2220020121.0,Dash,2220020121.0,Dash,2320030221.0,Dash,path_fly_far_elite1_803,0.0,1210030121.0,Drop,1210030121.0,Drop,1210010121.0,Drop,3310040121.0,Drop,path_grd_mid_small_034,10.0,2220020121.0,Dash,2220020121.0,Dash,2220020121.0,Dash,2320030221.0,Dash,path_fly_mid_small_024,,1210030121.0,Drop,1210030121.0,Drop,1210010121.0,Drop,1210010121.0,Drop,0,24,18,5.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6211078,wave_tower_default_012,Campaign,90,7,True,False,point_grd_tower_004,point_fly_tower_004,sbg_tower_004,Tower,Day,ibg_tower_001,1310020121.0,path_grd_mid_small_002,2220010121,Dash,2220010121.0,Dash,2220010121.0,Dash,2220010121.0,Dash,path_fly_mid_elite2_805,1210030121.0,Dash,1110010121.0,Dash,1310020221.0,Drop,1310010221.0,Drop,path_fly_mid_special_047,1210030121.0,Dash,2110010121.0,Dash,1210050121.0,Drop,1210050121.0,Drop,path_fly_mid_elite1_802,0.0,1210030121.0,Dash,1210030121.0,Dash,1210050121.0,Drop,1310010221.0,Drop,path_fly_mid_special_047,10.0,1210030121.0,Dash,2110010121.0,Dash,1210050121.0,Dash,1310020121.0,Dash,path_grd_mid_elite2_805,,2220010121.0,Dash,2120010121.0,Dash,2220010121.0,Dash,2220010121.0,Dash,0,69,0,5.0,12.0,,path_fly_mid_small_002,8.0,1210030121.0,Dash,1210030121.0,Dash,1210030121.0,Dash,1210030121.0,Dash,,,,,,,,,,,,,,,,,,,,
6211079,wave_tower_default_012,Campaign,90,7,True,False,point_grd_tower_003,point_fly_tower_003,sbg_tower_003,Tower,Day,ibg_tower_001,2310040121.0,path_fly_mid_small_027,1210050121,Drop,1210030121.0,Dash,1210030121.0,Dash,1210060121.0,Dash,path_fly_mid_elite3_814,1210030121.0,Dash,1210060121.0,Dash,1210050121.0,Dash,2310040221.0,Drop,path_fly_mid_elite3_814,1210030121.0,Dash,1210050121.0,Dash,2310040221.0,Drop,1210060121.0,Dash,path_fly_mid_small_053,0.0,1210030121.0,Dash,1210030121.0,Dash,1210050121.0,Dash,1210050121.0,Dash,path_fly_mid_elite3_811,,1210030121.0,Dash,1210060121.0,Dash,2310040221.0,Drop,2310040121.0,Drop,path_fly_mid_small_027,8.0,1210050121.0,Drop,1210030121.0,Dash,1210030121.0,Dash,1210060121.0,Dash,0,51,0,,10.0,,path_fly_mid_small_050,,1210050121.0,Drop,1210030121.0,Dash,1210030121.0,Dash,1210060121.0,Dash,,,,,,,,,,,,,,,,,,,,
6211080,wave_tower_default_012,Campaign,180,5,False,False,point_grd_tower_003,point_fly_tower_003,sbg_tower_003_midclear,Tower,Day,ibg_tower_001,2421050121.0,path_grd_mid_centurion_902,2421050121,Normal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6211081,wave_tower_default_012,Campaign,90,5,True,False,point_grd_tower_001,point_fly_tower_001,sbg_tower_001,Tower,Day,ibg_tower_001,3310050131.0,path_grd_close_small_001,3220030131,Jump,3220030131.0,Jump,3220030131.0,Dash,2220040131.0,Dash,path_fly_mid_elite1_802,3210010131.0,Dash,3210010131.0,Dash,3210010131.0,Dash,3310050231.0,Dash,path_grd_close_small_051,2220010131.0,Dash,2220010131.0,Dash,2220040131.0,Dash,2220010131.0,Dash,path_fly_mid_elite1_802,0.0,1210010131.0,Dash,1210010131.0,Dash,3210030131.0,Drop,3310050131.0,Drop,path_grd_close_small_042,,3220050131.0,Dash,3220050131.0,Dash,3220050131.0,Dash,2220040131.0,Dash,path_grd_mid_special_025,,3120010131.0,Jump,3120010131.0,Jump,3120010131.0,Drop,3120010131.0,Drop,18,33,0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6211082,wave_tower_default_012,Campaign,90,5,True,False,point_grd_tower_003,point_fly_tower_003,sbg_tower_003,Tower,Day,ibg_tower_001,2320010131.0,path_grd_mid_small_002,3220040131,Dash,3220040131.0,Dash,3220040131.0,Dash,3220040131.0,Dash,path_fly_mid_small_050,3210010131.0,Dash,3210010131.0,Dash,3210010131.0,Dash,3210030131.0,Dash,path_grd_mid_elite1_802,3220040131.0,Drop,3220040131.0,Drop,3220060131.0,Drop,2320010231.0,Drop,path_grd_mid_elite2_808,0.0,3220040131.0,Dash,3220060131.0,Dash,1320030231.0,Drop,2320010131.0,Drop,path_fly_mid_small_050,10.0,3210010131.0,Dash,3210010131.0,Dash,3210010131.0,Dash,3210030131.0,Dash,path_grd_mid_small_043,7.0,3220040131.0,Drop,3220060131.0,Drop,3220040131.0,Drop,3220060131.0,Drop,0,42,0,,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6211083,wave_tower_default_012,BaseDefense,60,6,True,True,point_grd_tower_003_midclear,point_fly_tower_003,sbg_tower_003_midclear,Tower,Day,ibg_tower_basedefense_001,,path_grd_mid_small_043,1220030131,Jump,1220030131.0,Jump,1220030131.0,Jump,1220030131.0,Jump,path_grd_close_small_051,3220030131.0,Dash,3220030131.0,Dash,3220030131.0,Dash,3220030131.0,Dash,path_grd_mid_small_012,1220030131.0,Dash,3220020131.0,Dash,1220030131.0,Dash,1220030131.0,Dash,path_grd_mid_elite1_802,3.0,1220030131.0,Dash,3220030131.0,Dash,3220020131.0,Drop,2320030231.0,Drop,path_grd_mid_small_046,10.0,1220030131.0,Jump,1220030131.0,Jump,3220020131.0,Jump,3220020131.0,Jump,path_grd_mid_small_005,8.0,3220030131.0,Dash,3220020131.0,Dash,3220030131.0,Dash,3220020131.0,Dash,6,45,0,,,normal,path_grd_mid_small_075,,3220020131.0,Drop,3220020131.0,Drop,1220030131.0,Drop,1220030131.0,Drop,path_grd_mid_small_075,1220030131.0,Dash,3220030131.0,Dash,3320040231.0,Drop,2320030231.0,Drop,,,,,,,,,,,5.0
6211084,wave_tower_default_012,Defense,90,7,True,True,point_grd_tower_002_rightclear,point_fly_tower_002_rightclear,sbg_tower_002_rightclear,Tower,Day,ibg_tower_defense_001,,path_grd_mid_small_043,3220050131,Drop,3220050131.0,Drop,3220050131.0,Drop,3220050131.0,Drop,path_fly_mid_small_050,2210020131.0,Dash,2210020131.0,Dash,2210020131.0,Dash,1210040131.0,Normal,path_grd_close_small_013,2220010131.0,Jump,2220010131.0,Jump,2220010131.0,Jump,2220010131.0,Jump,path_fly_mid_elite1_802,3.0,2210020131.0,Normal,2210020131.0,Normal,1210040131.0,Drop,2310040231.0,Drop,path_grd_mid_small_043,12.0,2220010131.0,Dash,2220010131.0,Dash,3220050131.0,Dash,3220050131.0,Dash,path_fly_mid_small_030,10.0,2210020131.0,Drop,1210040131.0,Drop,2210020131.0,Drop,1210040131.0,Dash,6,54,0,8.0,10.0,20,path_grd_mid_small_075,10.0,3220050131.0,Jump,3220050131.0,Jump,3220050131.0,Jump,3220050131.0,Jump,path_fly_mid_elite1_802,2210020131.0,Normal,2210020131.0,Normal,1210040131.0,Normal,2310040231.0,Normal,path_grd_mid_small_012,15.0,2220010131.0,Drop,3220050131.0,Normal,2220010131.0,Drop,3320010231.0,Normal,
6211085,wave_tower_default_012,Campaign,90,7,True,False,point_grd_tower_002,point_fly_tower_002,sbg_tower_002,Tower,Day,ibg_tower_001,2320030131.0,path_grd_mid_small_034,2320030231,Drop,1220020131.0,Dash,1220020131.0,Dash,1220020131.0,Dash,path_grd_far_small_062,1220020131.0,Drop,2220080131.0,Drop,1220020131.0,Drop,2220080131.0,Drop,path_grd_mid_elite3_811,1220020131.0,Drop,2220080131.0,Drop,2220080131.0,Drop,2320030231.0,Drop,path_grd_far_small_044,10.0,3220070131.0,Dash,3220070131.0,Dash,3220070131.0,Dash,3220070131.0,Dash,path_grd_far_elite3_815,0.0,1220020131.0,Drop,1320030231.0,Drop,2320030231.0,Drop,2320030131.0,Drop,path_grd_mid_small_073,10.0,1220020131.0,Dash,2220080131.0,Dash,1220020131.0,Dash,2220080131.0,Dash,0,30,21,,,,path_grd_mid_elite2_805,,1220020131.0,Dash,3220070131.0,Dash,2220080131.0,Drop,2220080131.0,Drop,,,,,,,,,,,,,,,,,,,,
6211086,wave_tower_default_012,Campaign,90,5,True,False,point_grd_tower_004,point_fly_tower_004,sbg_tower_004,Tower,Day,ibg_tower_001,1310010131.0,path_grd_mid_small_055,3220030131,Drop,3220030131.0,Drop,3220030131.0,Drop,3220030131.0,Drop,path_fly_mid_elite1_802,1210030131.0,Dash,1210030131.0,Dash,1210030131.0,Dash,1310010231.0,Dash,path_grd_mid_small_043,3220030131.0,Drop,3220030131.0,Drop,3220030131.0,Drop,3220080131.0,Drop,path_fly_mid_elite1_802,0.0,1210030131.0,Dash,1210030131.0,Dash,1210030131.0,Dash,1310010131.0,Dash,path_grd_mid_small_034,10.0,3220080131.0,Drop,3220030131.0,Drop,3220030131.0,Drop,3220030131.0,Drop,path_grd_mid_small_046,8.0,3220030131.0,Drop,3220030131.0,Drop,3220030131.0,Drop,3220080131.0,Drop,0,42,0,,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6211087,wave_tower_default_012,Campaign,90,7,True,False,point_grd_tower_005,point_fly_tower_005,sbg_tower_005,Tower,Day,ibg_tower_001,2320020131.0,path_grd_mid_small_068,1220060131,Dash,1220060131.0,Dash,1220060131.0,Dash,2320020231.0,Drop,path_grd_mid_small_008,1220050131.0,Drop,1220060131.0,Drop,1220060131.0,Drop,1220050131.0,Drop,path_grd_mid_small_061,1220060131.0,Drop,1220050131.0,Drop,1220060131.0,Drop,1220050131.0,Drop,path_grd_close_elite1_801,0.0,1220060131.0,Drop,1220050131.0,Drop,1220060131.0,Drop,2320020131.0,Drop,path_grd_mid_small_037,6.0,1220050131.0,Drop,1220060131.0,Drop,1220050131.0,Drop,1220060131.0,Drop,path_grd_mid_small_040,5.0,1220060131.0,Drop,1220060131.0,Drop,1220050131.0,Drop,1220050131.0,Drop,9,30,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6211088,wave_tower_default_012,Campaign,90,7,True,False,point_grd_tower_001,point_fly_tower_001,sbg_tower_001,Tower,Day,ibg_tower_001,2310040131.0,path_grd_mid_small_049,3220030131,Drop,3220080131.0,Drop,3220030131.0,Drop,1320030231.0,Drop,path_fly_far_elite3_815,3210010131.0,Drop,3210030131.0,Drop,1210060131.0,Drop,2310040231.0,Drop,path_grd_mid_small_073,3220030131.0,Drop,3220030131.0,Drop,3220030131.0,Drop,3220080131.0,Drop,path_grd_mid_elite1_802,0.0,3220030131.0,Dash,3220030131.0,Drop,3220080131.0,Drop,1320030231.0,Drop,path_fly_mid_small_042,9.0,1210060131.0,Dash,3210010131.0,Drop,3210010131.0,Drop,2310040131.0,Drop,path_fly_mid_small_050,,3210010131.0,Drop,3210010131.0,Drop,3210010131.0,Drop,1210060131.0,Drop,0,33,9,5.0,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6211089,wave_tower_default_012,Campaign,90,7,True,False,point_grd_tower_003,point_fly_tower_003,sbg_tower_003,Tower,Day,ibg_tower_001,2320030131.0,path_grd_mid_small_070,2220020131,Dash,2220020131.0,Dash,2220020131.0,Drop,2220050131.0,Normal,path_grd_mid_small_055,2220020131.0,Dash,3220070131.0,Dash,2220020131.0,Dash,2320030231.0,Drop,path_grd_mid_elite1_802,2220020131.0,Dash,2220020131.0,Dash,2220050131.0,Drop,3320080231.0,Drop,path_grd_far_small_044,8.0,3220070131.0,Dash,3220070131.0,Dash,3220070131.0,Dash,3220070131.0,Dash,path_grd_mid_elite1_802,0.0,2220020131.0,Dash,3220070131.0,Dash,2220050131.0,Drop,3320080231.0,Drop,path_grd_mid_elite2_805,,2220020131.0,Drop,2220020131.0,Drop,2320030231.0,Drop,2320030131.0,Dash,0,45,12,,10.0,,path_grd_far_small_038,8.0,2220020131.0,Dash,2220020131.0,Dash,3220070131.0,Dash,2220050131.0,Dash,path_grd_mid_small_040,2220020131.0,Dash,3220070131.0,Dash,2220020131.0,Dash,2220050131.0,Dash,,,,,,,,,,,8.0
6211090,wave_tower_default_012,Campaign,180,5,False,False,point_grd_gluttony_01,point_fly_gluttony_01,sbg_swamplandjunglebbg009,SwamplandJungle,Day,ibg_swamplandjungle_001,1510090131.0,b_fly_gluttony_01,1510090131,Normal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6211091,wave_tower_default_012,Campaign,90,5,True,False,point_grd_tower_002,point_fly_tower_002,sbg_tower_002,Tower,Day,ibg_tower_001,2320010151.0,path_grd_mid_small_002,1220010151,Dash,1220010151.0,Dash,1220010151.0,Dash,1220010151.0,Dash,path_grd_far_elite2_809,1220010151.0,Dash,1120010151.0,Dash,2220080151.0,Drop,2320010251.0,Drop,path_grd_mid_small_043,1220010151.0,Dash,3220070151.0,Dash,1220010151.0,Dash,3220070151.0,Dash,path_grd_far_small_056,0.0,1220010151.0,Dash,1220010151.0,Dash,1220010151.0,Dash,2220080151.0,Drop,path_grd_mid_elite1_802,7.0,1220010151.0,Dash,1220010151.0,Dash,3220070151.0,Drop,2320010151.0,Drop,path_grd_mid_small_011,,1220010151.0,Dash,1220010151.0,Dash,1220010151.0,Dash,1220010151.0,Dash,0,27,15,,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6211092,wave_tower_default_012,Campaign,90,5,True,False,point_grd_tower_004,point_fly_tower_004,sbg_tower_004,Tower,Day,ibg_tower_001,1310010151.0,path_grd_mid_small_002,2220020151,Dash,2220020151.0,Dash,2220020151.0,Dash,2220020151.0,Dash,path_fly_mid_elite2_808,1210020151.0,Dash,3210020151.0,Dash,1210060151.0,Dash,1310010251.0,Dash,path_grd_mid_small_008,2220020151.0,Drop,2220020151.0,Drop,2220020151.0,Drop,2220020151.0,Drop,path_fly_mid_small_050,0.0,3210020151.0,Dash,3210020151.0,Dash,3210020151.0,Dash,1210060151.0,Dash,path_fly_mid_elite2_808,8.0,3210020151.0,Dash,3210020151.0,Dash,1310010151.0,Drop,1210060151.0,Dash,path_grd_mid_small_043,,2220020151.0,Drop,2220020151.0,Drop,2220020151.0,Drop,2220020151.0,Drop,0,42,0,,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6211093,wave_tower_default_012,Campaign,90,5,True,False,point_grd_tower_003,point_fly_tower_003,sbg_tower_003,Tower,Day,ibg_tower_001,1320010151.0,path_grd_mid_small_002,1220040151,Jump,1220040151.0,Jump,1220040151.0,Jump,2220040151.0,Dash,path_grd_far_elite1_803,2220010151.0,Drop,2220010151.0,Drop,2220040151.0,Drop,1320010251.0,Drop,path_grd_mid_small_055,1220040151.0,Dash,1220040151.0,Dash,1220040151.0,Dash,1220050151.0,Dash,path_grd_far_elite1_803,0.0,2220010151.0,Drop,2220010151.0,Drop,2220040151.0,Drop,1320010151.0,Drop,path_grd_mid_small_070,7.0,1220040151.0,Jump,1220050151.0,Jump,1220040151.0,Jump,2220040151.0,Dash,path_grd_mid_small_043,6.0,2220010151.0,Drop,1220050151.0,Drop,2220010151.0,Drop,2220010151.0,Drop,0,24,18,6.0,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6211094,wave_tower_default_012,Campaign,90,5,True,False,point_grd_tower_001,point_fly_tower_001,sbg_tower_001,Tower,Day,ibg_tower_001,3320060151.0,path_grd_mid_small_002,2220030151,Jump,3220060151.0,Jump,2220030151.0,Jump,3220060151.0,Jump,path_grd_mid_elite2_805,2220030151.0,Drop,3220060151.0,Drop,3320060251.0,Drop,3320060251.0,Drop,path_grd_mid_small_012,2220030151.0,Drop,2220030151.0,Drop,3220060151.0,Drop,3220060151.0,Drop,path_grd_mid_elite2_805,0.0,2220030151.0,Drop,3220060151.0,Drop,3320060251.0,Drop,3320060151.0,Drop,path_grd_mid_special_025,7.0,2220030151.0,Drop,3120010151.0,Drop,3220060151.0,Drop,3220060151.0,Drop,,,,,,,,,,,0,45,0,,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
