stage_id,group_id,spot_mod,battle_time,monster_count,use_intro_scene,wave_repeat,point_data,point_data_fly,background_name,theme,theme_time,stage_info_bg,target_list/0,wave_data/0/wave_path,wave_data/0/wave_monster_list/0/wave_monster_id,wave_data/0/wave_monster_list/0/spawn_type,wave_data/0/wave_monster_list/1/wave_monster_id,wave_data/0/wave_monster_list/1/spawn_type,wave_data/0/wave_monster_list/2/wave_monster_id,wave_data/0/wave_monster_list/2/spawn_type,wave_data/0/wave_monster_list/3/wave_monster_id,wave_data/0/wave_monster_list/3/spawn_type,wave_data/1/wave_path,wave_data/1/private_monster_count,wave_data/1/wave_monster_list/0/wave_monster_id,wave_data/1/wave_monster_list/0/spawn_type,wave_data/1/wave_monster_list/1/wave_monster_id,wave_data/1/wave_monster_list/1/spawn_type,wave_data/1/wave_monster_list/2/wave_monster_id,wave_data/1/wave_monster_list/2/spawn_type,wave_data/1/wave_monster_list/3/wave_monster_id,wave_data/1/wave_monster_list/3/spawn_type,wave_data/2/wave_path,wave_data/2/private_monster_count,wave_data/2/wave_monster_list/0/wave_monster_id,wave_data/2/wave_monster_list/0/spawn_type,wave_data/2/wave_monster_list/1/wave_monster_id,wave_data/2/wave_monster_list/1/spawn_type,wave_data/2/wave_monster_list/2/wave_monster_id,wave_data/2/wave_monster_list/2/spawn_type,wave_data/2/wave_monster_list/3/wave_monster_id,wave_data/2/wave_monster_list/3/spawn_type,wave_data/3/wave_path,wave_data/3/private_monster_count,wave_data/3/wave_monster_list/0/wave_monster_id,wave_data/3/wave_monster_list/0/spawn_type,wave_data/3/wave_monster_list/1/wave_monster_id,wave_data/3/wave_monster_list/1/spawn_type,wave_data/3/wave_monster_list/2/wave_monster_id,wave_data/3/wave_monster_list/2/spawn_type,wave_data/3/wave_monster_list/3/wave_monster_id,wave_data/3/wave_monster_list/3/spawn_type,wave_data/4/wave_path,wave_data/4/wave_monster_list/0/wave_monster_id,wave_data/4/wave_monster_list/0/spawn_type,wave_data/4/wave_monster_list/1/wave_monster_id,wave_data/4/wave_monster_list/1/spawn_type,wave_data/4/wave_monster_list/2/wave_monster_id,wave_data/4/wave_monster_list/2/spawn_type,wave_data/4/wave_monster_list/3/wave_monster_id,wave_data/4/wave_monster_list/3/spawn_type,close_monster_count,mid_monster_count,far_monster_count,wave_data/4/private_monster_count,wave_data/5/wave_path,wave_data/5/private_monster_count,wave_data/5/wave_monster_list/0/wave_monster_id,wave_data/5/wave_monster_list/0/spawn_type,wave_data/5/wave_monster_list/1/wave_monster_id,wave_data/5/wave_monster_list/1/spawn_type,wave_data/5/wave_monster_list/2/wave_monster_id,wave_data/5/wave_monster_list/2/spawn_type,wave_data/5/wave_monster_list/3/wave_monster_id,wave_data/5/wave_monster_list/3/spawn_type,wave_data/6/wave_path,wave_data/6/wave_monster_list/0/wave_monster_id,wave_data/6/wave_monster_list/0/spawn_type,wave_data/6/wave_monster_list/1/wave_monster_id,wave_data/6/wave_monster_list/1/spawn_type,wave_data/6/wave_monster_list/2/wave_monster_id,wave_data/6/wave_monster_list/2/spawn_type,wave_data/6/wave_monster_list/3/wave_monster_id,wave_data/6/wave_monster_list/3/spawn_type,wave_data/7/wave_path,wave_data/7/wave_monster_list/0/wave_monster_id,wave_data/7/wave_monster_list/0/spawn_type,wave_data/7/wave_monster_list/1/wave_monster_id,wave_data/7/wave_monster_list/1/spawn_type,wave_data/7/wave_monster_list/2/wave_monster_id,wave_data/7/wave_monster_list/2/spawn_type,wave_data/7/wave_monster_list/3/wave_monster_id,wave_data/7/wave_monster_list/3/spawn_type,wave_data/6/private_monster_count,wave_data/7/private_monster_count,mod_value,wave_data/8/wave_path,wave_data/8/wave_monster_list/0/wave_monster_id,wave_data/8/wave_monster_list/0/spawn_type,wave_data/8/wave_monster_list/1/wave_monster_id,wave_data/8/wave_monster_list/1/spawn_type,wave_data/8/wave_monster_list/2/wave_monster_id,wave_data/8/wave_monster_list/2/spawn_type,wave_data/8/wave_monster_list/3/wave_monster_id,wave_data/8/wave_monster_list/3/spawn_type,wave_data/9/wave_path,wave_data/9/private_monster_count,wave_data/9/wave_monster_list/0/wave_monster_id,wave_data/9/wave_monster_list/0/spawn_type,wave_data/9/wave_monster_list/1/wave_monster_id,wave_data/9/wave_monster_list/1/spawn_type,wave_data/9/wave_monster_list/2/wave_monster_id,wave_data/9/wave_monster_list/2/spawn_type,wave_data/9/wave_monster_list/3/wave_monster_id,wave_data/9/wave_monster_list/3/spawn_type,wave_data/8/private_monster_count
6210884,wave_tower_default_010,Campaign,90,7,True,False,point_grd_tower_005,point_fly_tower_005,sbg_tower_005,Tower,Day,ibg_tower_001,2320010131.0,path_grd_mid_small_002,3220040131,Jump,3220040131.0,Jump,3220040131.0,Jump,3220040131.0,Jump,path_grd_mid_small_012,5.0,3220040131.0,Dash,2220010131.0,Dash,3220040131.0,Dash,2320010231.0,Dash,path_grd_mid_small_034,10.0,3320080231.0,Drop,2220010131.0,Drop,3220040131.0,Drop,3220040131.0,Drop,path_grd_mid_elite2_805,0.0,3220040131.0,Drop,2220010131.0,Drop,3320080231.0,Drop,2320010131.0,Drop,path_fly_mid_small_008,3220040131.0,Jump,3220040131.0,Jump,2220010131.0,Jump,2220010131.0,Jump,0,39,0,8.0,path_grd_mid_small_037,,3220040131.0,Jump,2220010131.0,Jump,3220040131.0,Jump,2220010131.0,Jump,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6210885,wave_tower_default_010,BaseDefense,60,7,True,True,point_grd_tower_003_midclear,point_fly_tower_003,sbg_tower_003_midclear,Tower,Day,ibg_tower_basedefense_001,,path_grd_close_special_024,3120010131,Jump,3220050131.0,Jump,3220070131.0,Drop,2320030231.0,Drop,path_grd_mid_small_070,10.0,3220050131.0,Dash,3220050131.0,Dash,3220050131.0,Dash,2220040131.0,Dash,path_grd_far_small_050,5.0,1220010131.0,Dash,1220010131.0,Dash,3220070131.0,Dash,3220070131.0,Drop,path_grd_far_elite2_809,2.0,2220020131.0,Jump,3220050131.0,Jump,2320030231.0,Drop,3320020231.0,Drop,path_grd_mid_small_070,1220010131.0,Drop,1220010131.0,Drop,3220070131.0,Drop,2220040131.0,Dash,15,24,24,10.0,path_grd_mid_small_012,6.0,3220050131.0,Dash,3220050131.0,Dash,3220070131.0,Dash,3220070131.0,Dash,path_grd_mid_small_076,1220010131.0,Dash,1220010131.0,Dash,2220040131.0,Dash,2220040131.0,Dash,path_grd_far_elite1_803,3220050131.0,Dash,3220070131.0,Dash,2220040131.0,Drop,3320020131.0,Drop,7.0,,normal,,,,,,,,,,,,,,,,,,,,
6210886,wave_tower_default_010,Campaign,90,7,True,False,point_grd_tower_002,point_fly_tower_002,sbg_tower_002,Tower,Day,ibg_tower_001,1320030131.0,path_fly_mid_small_018,1210030131,Dash,1210030131.0,Dash,1210030131.0,Dash,1210030131.0,Dash,path_grd_mid_elite2_805,5.0,2220010131.0,Dash,2120010131.0,Dash,3320010231.0,Dash,1320030231.0,Drop,path_fly_mid_special_016,10.0,1210030131.0,Dash,2110010131.0,Dash,1210030131.0,Dash,3210030131.0,Dash,path_grd_mid_elite2_808,0.0,2220010131.0,Dash,2220010131.0,Dash,3320010231.0,Drop,1320030131.0,Drop,path_fly_close_special_046,1210030131.0,Dash,2110010131.0,Dash,1210030131.0,Dash,3210030131.0,Dash,15,54,0,10.0,path_grd_mid_elite2_805,,2220010131.0,Dash,2120010131.0,Dash,2220010131.0,Dash,2220010131.0,Dash,path_fly_mid_small_002,1210030131.0,Dash,1210030131.0,Dash,1210030131.0,Dash,1210030131.0,Dash,,,,,,,,,,8.0,,,,,,,,,,,,,,,,,,,,,,
6210887,wave_tower_default_010,Campaign,90,7,True,False,point_grd_tower_005,point_fly_tower_005,sbg_tower_005,Tower,Day,ibg_tower_001,2320060131.0,path_grd_mid_small_068,1220020131,Drop,1220020131.0,Drop,1220020131.0,Drop,1220020131.0,Drop,path_grd_mid_elite2_808,,1220020131.0,Dash,1220020131.0,Dash,2320060231.0,Drop,3320040231.0,Drop,path_grd_close_small_007,8.0,1220020131.0,Dash,3220020131.0,Dash,1220020131.0,Dash,3220020131.0,Dash,path_grd_mid_small_008,,3220020131.0,Dash,1220020131.0,Dash,1220020131.0,Dash,3220020131.0,Dash,path_grd_mid_elite3_814,1220020131.0,Dash,3320040231.0,Dash,3320040231.0,Drop,3320040231.0,Drop,15,36,0,0.0,path_grd_close_elite1_801,10.0,1220020131.0,Drop,3220020131.0,Drop,1220020131.0,Drop,2320060131.0,Drop,path_grd_mid_small_070,3220020131.0,Dash,1220020131.0,Dash,1220020131.0,Dash,2220050131.0,Dash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6210888,wave_tower_default_010,Campaign,90,7,True,False,point_grd_tower_003,point_fly_tower_003,sbg_tower_003,Tower,Day,ibg_tower_001,3320030131.0,path_fly_far_small_022,1210030131,Dash,2210020131.0,Dash,2210020131.0,Dash,1210030131.0,Dash,path_fly_mid_small_033,,2210020131.0,Dash,1210030131.0,Dash,2210020131.0,Dash,2310060231.0,Drop,path_fly_mid_elite2_808,10.0,2210020131.0,Dash,1210030131.0,Dash,3310030231.0,Drop,3310030231.0,Drop,path_fly_mid_small_036,,1210030131.0,Drop,1210030131.0,Drop,2210020131.0,Drop,2210020131.0,Drop,path_grd_mid_elite3_811,2220030131.0,Dash,2320020231.0,Drop,3320030231.0,Drop,3320030131.0,Drop,0,42,12,0.0,path_grd_far_small_038,8.0,3220060131.0,Dash,3220070131.0,Dash,3220060131.0,Dash,3220070131.0,Dash,path_grd_mid_small_043,3220070131.0,Dash,2220030131.0,Dash,3220070131.0,Dash,2220030131.0,Dash,path_grd_mid_small_040,3220060131.0,Dash,3220060131.0,Dash,2220030131.0,Dash,2220030131.0,Dash,8.0,,,,,,,,,,,,,,,,,,,,,,
6210889,wave_tower_default_010,Defense,90,8,True,True,point_grd_tower_002_rightclear,point_fly_tower_002_rightclear,sbg_tower_002_rightclear,Tower,Day,ibg_tower_defense_001,,path_fly_mid_elite1_802,1210030131,Normal,1210030131.0,Normal,1210030131.0,Normal,2310050231.0,Normal,path_fly_mid_small_027,12.0,1210030131.0,Normal,1210040131.0,Normal,1210030131.0,Normal,2310030231.0,Normal,path_grd_mid_small_034,,2220010131.0,Normal,2220010131.0,Normal,2220010131.0,Normal,2220010131.0,Normal,path_fly_mid_special_016,12.0,3110010131.0,Drop,1210030131.0,Dash,1210040131.0,Drop,2310050131.0,Normal,path_fly_mid_small_027,2310030231.0,Normal,1210030131.0,Normal,1210030131.0,Normal,2310050231.0,Normal,0,72,0,3.0,path_grd_mid_elite1_802,12.0,2120010131.0,Drop,2220010131.0,Normal,2220010131.0,Drop,2120010131.0,Drop,path_fly_mid_small_005,1210030131.0,Normal,1210040131.0,Normal,1210030131.0,Normal,2310030231.0,Normal,path_grd_mid_small_075,2220010131.0,Jump,2220010131.0,Jump,2220010131.0,Jump,2320040231.0,Normal,,10.0,20,path_fly_mid_elite1_802,1210030131.0,Dash,1210030131.0,Normal,1210040131.0,Drop,2310050231.0,Normal,,,,,,,,,,,12.0
6210890,wave_tower_default_010,Campaign,180,6,False,False,point_grd_tower_003,point_fly_tower_003,sbg_tower_003_midclear,Tower,Day,ibg_tower_001,3410020231.0,path_fly_mid_centurion_902,3410020231,Normal,,,,,,,path_grd_mid_small_052,,1220040131.0,Drop,1220040131.0,Drop,1220040131.0,Drop,2220020131.0,Drop,path_fly_mid_special_047,3.0,1110010131.0,Dash,1110010131.0,Dash,2110010131.0,Dash,2110010131.0,Dash,path_fly_mid_small_024,,1210020131.0,Drop,1210020131.0,Drop,1210020131.0,Drop,3310020231.0,Drop,path_grd_mid_small_076,2220020131.0,Drop,2220020131.0,Drop,2220020131.0,Drop,2220020131.0,Drop,0,45,1,,path_grd_mid_small_046,4.0,3220050131.0,Drop,3220050131.0,Drop,3220050131.0,Drop,2220040131.0,Drop,path_fly_mid_small_024,2210020131.0,Jump,2210020131.0,Jump,2210020131.0,Jump,2310020231.0,Jump,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6210891,wave_tower_default_010,Campaign,90,5,True,False,point_grd_tower_004,point_fly_tower_004,sbg_tower_004,Tower,Day,ibg_tower_001,2320020151.0,path_grd_mid_small_002,2220020151,Drop,2220020151.0,Drop,2220010151.0,Dash,2220010151.0,Dash,path_grd_mid_elite1_802,7.0,3220050151.0,Dash,3220050151.0,Dash,2220050151.0,Drop,2320020251.0,Drop,path_grd_far_small_071,8.0,3220060151.0,Dash,3220060151.0,Dash,3220060151.0,Dash,2220050151.0,Drop,path_fly_mid_small_030,,3210020151.0,Jump,3210020151.0,Jump,1210010151.0,Jump,1210010151.0,Jump,path_grd_mid_elite1_802,2220020151.0,Dash,2220020151.0,Dash,2220040151.0,Drop,2320020151.0,Drop,0,30,12,0.0,path_grd_far_small_047,6.0,3220060151.0,Jump,3220060151.0,Jump,3220060151.0,Jump,3220060151.0,Jump,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6210892,wave_tower_default_010,Campaign,90,5,True,False,point_grd_tower_001,point_fly_tower_001,sbg_tower_001,Tower,Day,ibg_tower_001,3320060151.0,path_grd_mid_small_002,2220030151,Jump,3220060151.0,Jump,2220030151.0,Jump,3220060151.0,Jump,path_grd_mid_elite2_805,,2220030151.0,Drop,3220060151.0,Drop,3320060251.0,Drop,3320060251.0,Drop,path_grd_mid_small_012,8.0,2220030151.0,Drop,2220030151.0,Drop,3220060151.0,Drop,3220060151.0,Drop,path_grd_mid_elite2_805,0.0,2220030151.0,Drop,3220060151.0,Drop,3320060251.0,Drop,3320060151.0,Drop,path_grd_mid_special_025,2220030151.0,Drop,3120010151.0,Drop,3220060151.0,Drop,3220060151.0,Drop,0,45,0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6210893,wave_tower_default_010,Campaign,90,5,True,False,point_grd_tower_002,point_fly_tower_002,sbg_tower_002,Tower,Day,ibg_tower_001,3320070151.0,path_grd_mid_small_055,3220050151,Drop,3220050151.0,Drop,3220050151.0,Drop,3220050151.0,Drop,path_grd_mid_elite2_805,,3220050151.0,Drop,3220050151.0,Drop,3320070251.0,Dash,3320070251.0,Dash,path_fly_mid_small_027,10.0,2210030151.0,Drop,1210020151.0,Dash,1210020151.0,Dash,1210020151.0,Dash,path_grd_mid_elite3_814,0.0,3220050151.0,Drop,3320070251.0,Jump,3320070251.0,Jump,3320070151.0,Jump,path_fly_mid_small_027,2210030151.0,Drop,1210020151.0,Dash,1210020151.0,Dash,1210020151.0,Dash,0,42,0,8.0,path_grd_mid_small_061,10.0,3220050151.0,Dash,3220050151.0,Dash,3220050151.0,Dash,3220050151.0,Dash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6210894,wave_tower_default_010,Campaign,90,7,True,False,point_grd_tower_003,point_fly_tower_003,sbg_tower_003,Tower,Day,ibg_tower_001,3310020151.0,path_grd_mid_small_002,1220010151,Dash,1220010151.0,Dash,1220010151.0,Dash,1220010151.0,Dash,path_fly_mid_elite2_808,5.0,2210020151.0,Dash,1210010151.0,Dash,3310020251.0,Drop,3310020251.0,Drop,path_grd_mid_small_043,10.0,1220010151.0,Dash,1220010151.0,Dash,1220010151.0,Dash,1220010151.0,Dash,path_fly_mid_elite3_811,0.0,2210020151.0,Dash,3310020251.0,Drop,3310020251.0,Drop,3310020151.0,Drop,path_grd_mid_small_052,1220010151.0,Jump,1220010151.0,Jump,1220010151.0,Drop,1220010151.0,Drop,0,42,0,10.0,path_fly_mid_small_002,,2210020151.0,Dash,2210020151.0,Dash,1210010151.0,Dash,1210010151.0,Dash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6210895,wave_tower_default_010,BaseDefense,60,7,True,True,point_grd_tower_003_midclear,point_fly_tower_003,sbg_tower_003_midclear,Tower,Day,ibg_tower_basedefense_001,,path_grd_mid_elite1_802,3220050151,Dash,2220010151.0,Dash,3220050151.0,Dash,1320030251.0,Drop,path_grd_mid_special_025,6.0,3220050151.0,Dash,3220060151.0,Dash,2220010151.0,Dash,2220050151.0,Dash,path_grd_mid_small_052,,2220010151.0,Dash,2220010151.0,Dash,3220060151.0,Dash,3220060151.0,Dash,path_grd_far_elite1_803,2.0,3220060151.0,Dash,2220010151.0,Dash,2220050151.0,Drop,1320030251.0,Drop,path_fly_mid_elite1_802,3220050151.0,Drop,3220060151.0,Drop,2220010151.0,Drop,1310010251.0,Drop,0,66,9,10.0,path_grd_mid_small_070,5.0,3220060151.0,Drop,3220060151.0,Drop,2220010151.0,Drop,2220050151.0,Dash,path_grd_mid_small_075,2220010151.0,Drop,2220010151.0,Drop,2220050151.0,Drop,2220010151.0,Drop,path_fly_mid_special_047,3220050151.0,Drop,2220010151.0,Drop,2220050151.0,Drop,1310010151.0,Drop,7.0,,normal,,,,,,,,,,,,,,,,,,,,
6210896,wave_tower_default_010,Campaign,90,7,True,False,point_grd_tower_001,point_fly_tower_001,sbg_tower_001,Tower,Day,ibg_tower_001,2320060151.0,path_grd_mid_small_008,3220030151,Drop,3220030151.0,Drop,3220030151.0,Drop,3220030151.0,Drop,path_grd_mid_elite1_802,6.0,3220030151.0,Dash,3220030151.0,Dash,3220060151.0,Dash,2320060251.0,Drop,path_grd_mid_small_058,10.0,3220060151.0,Drop,3220020151.0,Drop,3220060151.0,Drop,3220020151.0,Drop,path_grd_mid_elite1_802,0.0,3220030151.0,Dash,3220030151.0,Dash,3220060151.0,Dash,2320060151.0,Drop,path_fly_mid_elite1_802,3210020151.0,Dash,3210020151.0,Dash,3210020151.0,Dash,2310050251.0,Drop,0,45,0,8.0,path_grd_mid_small_049,8.0,3220030151.0,Drop,3220060151.0,Drop,3220060151.0,Drop,3220060151.0,Drop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6210897,wave_tower_default_010,Campaign,90,7,True,False,point_grd_tower_002,point_fly_tower_002,sbg_tower_002,Tower,Day,ibg_tower_001,3320050151.0,path_grd_mid_small_049,1220040151,Dash,1220040151.0,Dash,1220040151.0,Dash,1220040151.0,Dash,path_grd_mid_elite2_808,5.0,1220040151.0,Dash,1220040151.0,Dash,2320020251.0,Drop,3320040251.0,Drop,path_grd_mid_small_008,,3220020151.0,Drop,1220040151.0,Drop,1220040151.0,Drop,3220020151.0,Drop,path_grd_mid_small_043,,3220020151.0,Dash,1220040151.0,Dash,3220020151.0,Dash,1220040151.0,Dash,path_grd_mid_elite2_808,1220040151.0,Dash,1220040151.0,Dash,3320050151.0,Drop,3320040251.0,Drop,6,48,0,0.0,path_grd_close_small_067,10.0,1220040151.0,Dash,3220020151.0,Dash,1220040151.0,Dash,2320020251.0,Drop,path_grd_mid_small_040,3220020151.0,Dash,3220020151.0,Dash,1220040151.0,Dash,1220040151.0,Dash,path_grd_mid_small_037,3220020151.0,Dash,1220040151.0,Dash,3220020151.0,Dash,1220040151.0,Dash,,,,,,,,,,,,,,,,,,,,,,,
6210898,wave_tower_default_010,Campaign,90,7,True,False,point_grd_tower_005,point_fly_tower_005,sbg_tower_005,Tower,Day,ibg_tower_001,1320020151.0,path_grd_mid_small_043,3220030151,Dash,3220030151.0,Dash,3220030151.0,Dash,3220030151.0,Dash,path_grd_mid_elite2_808,,3220030151.0,Dash,3220030151.0,Dash,3320050251.0,Drop,1320020251.0,Drop,path_grd_close_small_042,8.0,2220010151.0,Dash,3220030151.0,Dash,2220010151.0,Dash,1220050151.0,Dash,path_grd_mid_small_011,,3220030151.0,Drop,3220030151.0,Drop,1220050151.0,Drop,3220030151.0,Drop,path_grd_mid_elite2_808,3220030151.0,Dash,3220030151.0,Dash,3320050251.0,Drop,1320020151.0,Drop,6,51,0,0.0,path_grd_mid_small_043,10.0,2220010151.0,Dash,3220030151.0,Dash,2220010151.0,Dash,1220050151.0,Dash,path_grd_mid_elite1_802,2220010151.0,Dash,3220030151.0,Dash,3220030151.0,Dash,2320020251.0,Drop,path_grd_mid_small_012,3220030151.0,Drop,3220030151.0,Drop,3220030151.0,Drop,1220050151.0,Drop,,,,,,,,,,,,,,,,,,,,,,,
6210899,wave_tower_default_010,Defense,90,8,True,True,point_grd_tower_002_rightclear,point_fly_tower_002_rightclear,sbg_tower_002_rightclear,Tower,Day,ibg_tower_defense_001,,path_grd_mid_elite1_802,2220010151,Normal,2220010151.0,Normal,2220040151.0,Dash,2320020251.0,Drop,path_fly_mid_small_008,12.0,1210030151.0,Dash,1210030151.0,Normal,1210030151.0,Normal,1210030151.0,Dash,path_fly_mid_small_050,,1210030151.0,Normal,1210030151.0,Normal,1210030151.0,Normal,2210030151.0,Normal,path_grd_mid_special_065,12.0,2220010151.0,Drop,2220010151.0,Normal,3220060151.0,Drop,2220040151.0,Drop,path_grd_mid_elite2_808,2220010151.0,Normal,3220060151.0,Dash,2320020251.0,Drop,2320030151.0,Drop,0,66,6,3.0,path_grd_far_small_038,12.0,2220010151.0,Normal,2220010151.0,Normal,2220010151.0,Normal,2220040151.0,Normal,path_fly_mid_small_008,1210030151.0,Normal,1210030151.0,Normal,1210030151.0,Normal,1210030151.0,Normal,path_grd_mid_small_076,2220010151.0,Dash,2220010151.0,Dash,3220060151.0,Dash,3220060151.0,Dash,,10.0,20,path_fly_mid_elite2_808,2210020151.0,Jump,1210010151.0,Dash,2320020251.0,Drop,2320030251.0,Drop,,,,,,,,,,,10.0
6210900,wave_tower_default_010,Campaign,180,6,False,False,point_grd_mordernia_01,point_fly_mordernia_01,sbg_iceland_sky_001,IceLand,Day,ibg_iceland_001,3520040151.0,b_fly_mordernia_01,3520040151,Normal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6210901,wave_tower_default_010,Campaign,90,5,True,False,point_grd_tower_003,point_fly_tower_003,sbg_tower_003,Tower,Day,ibg_tower_001,2310040111.0,path_fly_mid_small_018,3210020111,Jump,3210020111.0,Jump,3210020111.0,Jump,3210020111.0,Jump,path_grd_mid_elite1_802,,3220050111.0,Drop,3220050111.0,Drop,2220050111.0,Drop,2320030211.0,Drop,path_grd_mid_small_070,,2220010111.0,Drop,2220010111.0,Drop,3220020111.0,Drop,2220010111.0,Drop,path_fly_mid_small_033,7.0,3210020111.0,Drop,3210020111.0,Drop,3210020111.0,Drop,3210040111.0,Drop,path_fly_mid_elite1_802,2210010111.0,Dash,2210010111.0,Dash,1210040111.0,Drop,2310040111.0,Drop,0,45,0,0.0,path_grd_mid_elite1_802,8.0,2120010111.0,Drop,2220010111.0,Drop,3220020111.0,Drop,2220050111.0,Drop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6210902,wave_tower_default_010,Campaign,90,5,True,False,point_grd_tower_002,point_fly_tower_002,sbg_tower_002,Tower,Day,ibg_tower_001,1320060111.0,path_grd_far_small_059,3220040111,Dash,3220040111.0,Dash,3220040111.0,Dash,2220040111.0,Dash,path_grd_mid_elite1_802,7.0,3220040111.0,Drop,3220040111.0,Drop,1220050111.0,Dash,1320060211.0,Dash,path_fly_mid_small_005,,3210020111.0,Dash,3210020111.0,Dash,3210020111.0,Dash,3210030111.0,Dash,path_grd_mid_elite1_802,0.0,3220040111.0,Dash,3220040111.0,Dash,2220040111.0,Drop,2320030211.0,Drop,path_grd_far_small_074,3220040111.0,Dash,2220040111.0,Dash,3220040111.0,Dash,1320060111.0,Dash,0,24,12,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6210903,wave_tower_default_010,Campaign,90,5,True,False,point_grd_tower_001,point_fly_tower_001,sbg_tower_001,Tower,Day,ibg_tower_001,2310020111.0,path_grd_close_small_007,2220020111,Drop,2220020111.0,Drop,1220050111.0,Drop,1320030211.0,Drop,path_fly_mid_small_036,4.0,2210020111.0,Dash,2210020111.0,Dash,2210020111.0,Dash,2210020111.0,Dash,path_fly_close_special_044,6.0,3210040111.0,Drop,3210040111.0,Drop,3210010111.0,Drop,3210030111.0,Drop,path_grd_mid_elite1_802,0.0,2120010111.0,Dash,2120010111.0,Dash,1220050111.0,Drop,3320060211.0,Drop,path_fly_close_special_046,2110010111.0,Dash,2110010111.0,Dash,3210040111.0,Drop,2310020111.0,Drop,42,15,0,10.0,path_fly_close_small_035,3.0,3210040111.0,Dash,3210040111.0,Dash,3210040111.0,Dash,3210040111.0,Dash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6210904,wave_tower_default_010,Campaign,90,5,True,False,point_grd_tower_004,point_fly_tower_004,sbg_tower_004,Tower,Day,ibg_tower_001,2310050111.0,path_grd_close_elite1_801,3220030111,Dash,3220030111.0,Dash,2220040111.0,Jump,2320030211.0,Jump,path_grd_mid_small_012,7.0,1220060111.0,Dash,1220060111.0,Dash,3220020111.0,Dash,1220060111.0,Dash,path_fly_mid_small_027,7.0,1210020111.0,Dash,2210040111.0,Dash,1210020111.0,Dash,3210030111.0,Dash,path_grd_mid_small_012,0.0,1220060111.0,Dash,1220060111.0,Dash,1220060111.0,Dash,2320030211.0,Dash,path_fly_mid_elite1_802,1210020111.0,Dash,1210020111.0,Dash,1210040111.0,Drop,2310050111.0,Drop,9,27,0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6210905,wave_tower_default_010,Campaign,90,7,True,False,point_grd_tower_005,point_fly_tower_005,sbg_tower_005,Tower,Day,ibg_tower_001,3320020111.0,path_grd_mid_small_005,2220020111,Dash,2220020111.0,Dash,2220020111.0,Dash,2220020111.0,Dash,path_grd_mid_elite2_808,,2220020111.0,Dash,2220020111.0,Dash,3320050211.0,Drop,3320020211.0,Drop,path_grd_mid_small_043,8.0,2220020111.0,Dash,3220070111.0,Dash,2220020111.0,Dash,3220070111.0,Dash,path_grd_mid_small_011,,2220020111.0,Drop,2220020111.0,Drop,2220020111.0,Drop,2220020111.0,Drop,path_grd_mid_elite2_808,2220020111.0,Dash,2220020111.0,Dash,3320050211.0,Drop,3320020111.0,Drop,0,57,0,0.0,path_grd_mid_small_043,10.0,2220020111.0,Dash,3220070111.0,Dash,2220020111.0,Dash,3220070111.0,Dash,path_grd_mid_elite1_802,2220020111.0,Dash,3220070111.0,Dash,2220020111.0,Dash,2320020211.0,Drop,path_grd_mid_small_012,3220070111.0,Drop,3220070111.0,Drop,2220020111.0,Drop,2220020111.0,Drop,,,,,,,,,,,,,,,,,,,,,,,
