stage_id,group_id,spot_mod,battle_time,monster_count,use_intro_scene,wave_repeat,point_data,point_data_fly,background_name,theme,theme_time,stage_info_bg,target_list/0,wave_data/0/wave_path,wave_data/0/wave_monster_list/0/wave_monster_id,wave_data/0/wave_monster_list/0/spawn_type,wave_data/0/wave_monster_list/1/wave_monster_id,wave_data/0/wave_monster_list/1/spawn_type,wave_data/0/wave_monster_list/2/wave_monster_id,wave_data/0/wave_monster_list/2/spawn_type,wave_data/0/wave_monster_list/3/wave_monster_id,wave_data/0/wave_monster_list/3/spawn_type,wave_data/1/wave_path,wave_data/1/private_monster_count,wave_data/1/wave_monster_list/0/wave_monster_id,wave_data/1/wave_monster_list/0/spawn_type,wave_data/1/wave_monster_list/1/wave_monster_id,wave_data/1/wave_monster_list/1/spawn_type,wave_data/1/wave_monster_list/2/wave_monster_id,wave_data/1/wave_monster_list/2/spawn_type,wave_data/1/wave_monster_list/3/wave_monster_id,wave_data/1/wave_monster_list/3/spawn_type,wave_data/2/wave_path,wave_data/2/private_monster_count,wave_data/2/wave_monster_list/0/wave_monster_id,wave_data/2/wave_monster_list/0/spawn_type,wave_data/2/wave_monster_list/1/wave_monster_id,wave_data/2/wave_monster_list/1/spawn_type,wave_data/2/wave_monster_list/2/wave_monster_id,wave_data/2/wave_monster_list/2/spawn_type,wave_data/2/wave_monster_list/3/wave_monster_id,wave_data/2/wave_monster_list/3/spawn_type,wave_data/3/wave_path,wave_data/3/private_monster_count,wave_data/3/wave_monster_list/0/wave_monster_id,wave_data/3/wave_monster_list/0/spawn_type,wave_data/3/wave_monster_list/1/wave_monster_id,wave_data/3/wave_monster_list/1/spawn_type,wave_data/3/wave_monster_list/2/wave_monster_id,wave_data/3/wave_monster_list/2/spawn_type,wave_data/3/wave_monster_list/3/wave_monster_id,wave_data/3/wave_monster_list/3/spawn_type,wave_data/4/wave_path,wave_data/4/private_monster_count,wave_data/4/wave_monster_list/0/wave_monster_id,wave_data/4/wave_monster_list/0/spawn_type,wave_data/4/wave_monster_list/1/wave_monster_id,wave_data/4/wave_monster_list/1/spawn_type,wave_data/4/wave_monster_list/2/wave_monster_id,wave_data/4/wave_monster_list/2/spawn_type,wave_data/4/wave_monster_list/3/wave_monster_id,wave_data/4/wave_monster_list/3/spawn_type,close_monster_count,mid_monster_count,far_monster_count,wave_data/5/wave_path,wave_data/5/private_monster_count,wave_data/5/wave_monster_list/0/wave_monster_id,wave_data/5/wave_monster_list/0/spawn_type,wave_data/5/wave_monster_list/1/wave_monster_id,wave_data/5/wave_monster_list/1/spawn_type,wave_data/5/wave_monster_list/2/wave_monster_id,wave_data/5/wave_monster_list/2/spawn_type,wave_data/5/wave_monster_list/3/wave_monster_id,wave_data/5/wave_monster_list/3/spawn_type,mod_value,wave_data/6/wave_path,wave_data/6/wave_monster_list/0/wave_monster_id,wave_data/6/wave_monster_list/0/spawn_type,wave_data/6/wave_monster_list/1/wave_monster_id,wave_data/6/wave_monster_list/1/spawn_type,wave_data/6/wave_monster_list/2/wave_monster_id,wave_data/6/wave_monster_list/2/spawn_type,wave_data/6/wave_monster_list/3/wave_monster_id,wave_data/6/wave_monster_list/3/spawn_type,wave_data/7/wave_path,wave_data/7/private_monster_count,wave_data/7/wave_monster_list/0/wave_monster_id,wave_data/7/wave_monster_list/0/spawn_type,wave_data/7/wave_monster_list/1/wave_monster_id,wave_data/7/wave_monster_list/1/spawn_type,wave_data/7/wave_monster_list/2/wave_monster_id,wave_data/7/wave_monster_list/2/spawn_type,wave_data/7/wave_monster_list/3/wave_monster_id,wave_data/7/wave_monster_list/3/spawn_type,wave_data/8/wave_path,wave_data/8/wave_monster_list/0/wave_monster_id,wave_data/8/wave_monster_list/0/spawn_type,wave_data/8/wave_monster_list/1/wave_monster_id,wave_data/8/wave_monster_list/1/spawn_type,wave_data/8/wave_monster_list/2/wave_monster_id,wave_data/8/wave_monster_list/2/spawn_type,wave_data/8/wave_monster_list/3/wave_monster_id,wave_data/8/wave_monster_list/3/spawn_type,wave_data/8/private_monster_count,wave_data/6/private_monster_count,wave_data/9/wave_path,wave_data/9/private_monster_count,wave_data/9/wave_monster_list/0/wave_monster_id,wave_data/9/wave_monster_list/0/spawn_type,wave_data/9/wave_monster_list/1/wave_monster_id,wave_data/9/wave_monster_list/1/spawn_type,wave_data/9/wave_monster_list/2/wave_monster_id,wave_data/9/wave_monster_list/2/spawn_type,wave_data/9/wave_monster_list/3/wave_monster_id,wave_data/9/wave_monster_list/3/spawn_type
6210584,wave_tower_default_007,Campaign,90,7,True,False,point_grd_tower_001,point_fly_tower_001,sbg_tower_001,Tower,Day,ibg_tower_001,3320080131.0,path_fly_mid_small_030,2210010131,Drop,2210010131.0,Drop,2210010131.0,Drop,3210050131.0,Drop,path_fly_close_small_029,,2210010131.0,Drop,2210010131.0,Drop,2210010131.0,Drop,3210050131.0,Drop,path_grd_mid_elite1_802,5.0,2220020131.0,Jump,2220020131.0,Jump,3220030131.0,Drop,3320080231.0,Drop,path_fly_close_small_023,12.0,1210030131.0,Dash,3210050131.0,Dash,1210030131.0,Dash,3210050131.0,Dash,path_grd_close_small_013,0.0,2220020131.0,Dash,2220020131.0,Dash,2220020131.0,Dash,2320010231.0,Dash,24,24,0,path_grd_mid_elite1_802,7.0,3220030131.0,Dash,3220030131.0,Dash,1220050131.0,Drop,3320080131.0,Drop,,path_fly_close_small_029,2210010131.0,Dash,2210010131.0,Dash,3210050131.0,Dash,3210050131.0,Dash,,,,,,,,,,,,,,,,,,,,,9.0,,,,,,,,,,
6210585,wave_tower_default_007,Campaign,90,7,True,True,point_grd_tower_002,point_fly_tower_002,sbg_tower_002,Tower,Day,ibg_tower_001,2310060131.0,path_fly_mid_small_018,3210010131,Dash,3210010131.0,Dash,3210010131.0,Dash,3210010131.0,Dash,path_fly_mid_small_005,5.0,3210010131.0,Dash,3210010131.0,Dash,2210040131.0,Dash,3210010131.0,Dash,path_fly_mid_elite2_805,10.0,1210030131.0,Dash,1210030131.0,Dash,2310060231.0,Drop,2310020231.0,Drop,path_fly_mid_small_008,,3210010131.0,Dash,3210010131.0,Dash,2210040131.0,Dash,3210010131.0,Dash,path_fly_mid_elite2_808,0.0,1210030131.0,Dash,1210030131.0,Dash,2310020231.0,Drop,2310020231.0,Drop,0,54,0,path_fly_mid_small_027,10.0,2310060131.0,Drop,3210010131.0,Dash,2210040131.0,Dash,3210010131.0,Dash,,path_fly_mid_small_036,3210010131.0,Drop,3210010131.0,Drop,3210010131.0,Drop,3210010131.0,Drop,path_fly_mid_small_021,8.0,2210040131.0,Drop,1210030131.0,Drop,1210030131.0,Drop,2210040131.0,Drop,,,,,,,,,,,6.0,,,,,,,,,,
6210586,wave_tower_default_007,Campaign,90,5,True,False,point_grd_tower_005,point_fly_tower_005,sbg_tower_005,Tower,Day,ibg_tower_001,3320070131.0,path_grd_close_small_001,1220020131,Drop,1220020131.0,Drop,1220020131.0,Dash,1220020131.0,Dash,path_grd_mid_elite1_802,7.0,1120010131.0,Jump,1120010131.0,Jump,2220030131.0,Drop,3320070231.0,Drop,path_fly_mid_small_053,6.0,2210010131.0,Dash,2210010131.0,Dash,2210010131.0,Dash,3210030131.0,Dash,path_grd_mid_special_065,0.0,1120010131.0,Dash,1120010131.0,Dash,2220030131.0,Drop,3320070131.0,Drop,path_fly_mid_special_016,11.0,1110010131.0,Drop,1110010131.0,Drop,2210020131.0,Drop,3210030131.0,Drop,6,45,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6210587,wave_tower_default_007,Campaign,90,5,True,False,point_grd_tower_004,point_fly_tower_004,sbg_tower_004,Tower,Day,ibg_tower_001,1310030131.0,path_grd_mid_small_052,2220030131,Drop,2220030131.0,Drop,2220030131.0,Drop,2220030131.0,Drop,path_fly_mid_elite1_802,,3210020131.0,Dash,3210020131.0,Dash,1210040131.0,Drop,1310030231.0,Drop,path_fly_mid_small_050,8.0,3210020131.0,Dash,3210020131.0,Dash,3210020131.0,Dash,1210040131.0,Dash,path_fly_mid_elite2_805,0.0,3210020131.0,Drop,3210020131.0,Drop,1310010231.0,Drop,1310030131.0,Drop,path_grd_mid_small_052,8.0,2220030131.0,Drop,2220030131.0,Drop,2220030131.0,Drop,2220030131.0,Drop,0,42,0,path_fly_mid_small_050,7.0,3210020131.0,Dash,3210020131.0,Dash,3210020131.0,Dash,1210040131.0,Dash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6210588,wave_tower_default_007,Campaign,90,7,True,False,point_grd_tower_003,point_fly_tower_003,sbg_tower_003,Tower,Day,ibg_tower_001,3320030131.0,path_grd_far_small_044,2220030131,Dash,2220030131.0,Dash,2220030131.0,Dash,2220030131.0,Dash,path_fly_mid_elite1_802,,1210010131.0,Dash,1210010131.0,Dash,2210040131.0,Drop,3310030231.0,Drop,path_grd_far_small_056,6.0,2220030131.0,Drop,2220030131.0,Drop,2220040131.0,Drop,3320070231.0,Drop,path_fly_mid_small_039,10.0,2210020131.0,Dash,2210020131.0,Dash,2210040131.0,Dash,2210040131.0,Dash,path_grd_far_elite2_806,0.0,2220030131.0,Dash,2220030131.0,Dash,3320070231.0,Drop,3320070231.0,Drop,0,30,36,path_grd_far_elite1_803,10.0,2220030131.0,Jump,2220030131.0,Jump,2220040131.0,Drop,3320030131.0,Drop,,path_fly_mid_special_047,2110010131.0,Dash,2110010131.0,Dash,2210040131.0,Drop,2210040131.0,Drop,path_grd_far_small_044,4.0,2220030131.0,Jump,2220030131.0,Jump,2220030131.0,Jump,2220030131.0,Jump,,,,,,,,,,,8.0,,,,,,,,,,
6210589,wave_tower_default_007,BaseDefense,60,7,True,True,point_grd_tower_003_midclear,point_fly_tower_003,sbg_tower_003_midclear,Tower,Day,ibg_tower_basedefense_001,,path_fly_mid_elite2_805,1220060131,Drop,1220060131.0,Drop,2310050231.0,Drop,2320060231.0,Drop,path_grd_mid_small_043,6.0,2220020131.0,Jump,2220050131.0,Jump,2220020131.0,Jump,2220050131.0,Jump,path_grd_mid_small_070,6.0,1220060131.0,Dash,1220060131.0,Dash,1220060131.0,Dash,3220020131.0,Dash,path_grd_mid_elite1_802,3.0,2220020131.0,Jump,2220020131.0,Jump,2220050131.0,Drop,2320060231.0,Drop,path_fly_mid_elite2_805,8.0,1220060131.0,Drop,1220060131.0,Drop,2210030131.0,Drop,2310050231.0,Drop,0,60,0,path_grd_mid_small_037,5.0,2220020131.0,Dash,2220020131.0,Dash,2220020131.0,Dash,2220020131.0,Dash,normal,path_grd_mid_small_076,2220020131.0,Dash,2220020131.0,Dash,2220020131.0,Dash,2220020131.0,Dash,path_grd_mid_elite1_802,12.0,1220060131.0,Jump,1220060131.0,Jump,3220020131.0,Dash,2320060231.0,Drop,,,,,,,,,,,9.0,,,,,,,,,,
6210590,wave_tower_default_007,Campaign,180,5,False,False,point_grd_alteisen_01,point_fly_alteisen_01,sbg_desertmbg001_001,Desertmbg001,Day,ibg_desert_001,3520010111.0,b_g_alteisen_01,3520010111,Normal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6210591,wave_tower_default_007,Campaign,90,5,True,False,point_grd_tower_004,point_fly_tower_004,sbg_tower_004,Tower,Day,ibg_tower_001,1310020151.0,path_fly_mid_small_018,3210010151,Drop,3210010151.0,Drop,2110010151.0,Dash,2110010151.0,Dash,path_fly_close_small_029,6.0,2210010151.0,Drop,2210010151.0,Drop,2210010151.0,Drop,1310030251.0,Drop,path_grd_close_small_013,,2220020151.0,Dash,2220020151.0,Dash,2220020151.0,Dash,2220020151.0,Dash,path_fly_close_elite1_801,0.0,3210010151.0,Dash,3210010151.0,Dash,2210010151.0,Drop,1310020151.0,Drop,path_fly_mid_small_039,7.0,2210010151.0,Dash,2210010151.0,Dash,2210010151.0,Dash,2210010151.0,Dash,21,12,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6210592,wave_tower_default_007,Campaign,90,5,True,False,point_grd_tower_002,point_fly_tower_002,sbg_tower_002,Tower,Day,ibg_tower_001,2310040151.0,path_fly_mid_small_018,3210020151,Jump,3210020151.0,Jump,3210020151.0,Jump,3210020151.0,Jump,path_grd_mid_elite1_802,,3220050151.0,Drop,3220050151.0,Drop,2220050151.0,Drop,2320030251.0,Drop,path_grd_mid_small_070,,2220010151.0,Drop,2220010151.0,Drop,3220020151.0,Drop,2220010151.0,Drop,path_fly_mid_small_033,7.0,3210020151.0,Drop,3210020151.0,Drop,3210020151.0,Drop,3210040151.0,Drop,path_fly_mid_elite1_802,0.0,2210010151.0,Dash,2210010151.0,Dash,1210040151.0,Drop,2310040151.0,Drop,0,45,0,path_grd_mid_elite1_802,8.0,2120010151.0,Drop,2220010151.0,Drop,3220020151.0,Drop,2220050151.0,Drop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6210593,wave_tower_default_007,Campaign,90,7,True,False,point_grd_tower_003,point_fly_tower_003,sbg_tower_003,Tower,Day,ibg_tower_001,2310010151.0,path_grd_mid_small_070,2220010151,Drop,2220010151.0,Drop,2220010151.0,Drop,2220040151.0,Jump,path_fly_mid_small_008,7.0,3210010151.0,Dash,2310060251.0,Dash,3210030151.0,Dash,2310010251.0,Dash,path_grd_close_small_036,7.0,2220010151.0,Dash,2220010151.0,Dash,2220010151.0,Dash,2220040151.0,Dash,path_grd_mid_elite1_802,0.0,2220010151.0,Jump,2220010151.0,Jump,2220040151.0,Drop,1320020251.0,Drop,path_fly_mid_small_030,7.0,3210010151.0,Drop,2310060251.0,Drop,3210030151.0,Drop,2310010151.0,Dash,6,27,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6210594,wave_tower_default_007,Campaign,90,7,True,False,point_grd_tower_001,point_fly_tower_001,sbg_tower_001,Tower,Day,ibg_tower_001,2320020151.0,path_grd_mid_small_068,1220060151,Dash,1220060151.0,Dash,1220060151.0,Dash,2320020251.0,Drop,path_grd_mid_small_008,,1220050151.0,Drop,1220060151.0,Drop,1220060151.0,Drop,1220050151.0,Drop,path_grd_mid_small_061,,1220060151.0,Drop,1220050151.0,Drop,1220060151.0,Drop,1220050151.0,Drop,path_grd_close_elite1_801,0.0,1220060151.0,Drop,1220050151.0,Drop,1220060151.0,Drop,2320020151.0,Drop,path_grd_mid_small_037,6.0,1220050151.0,Drop,1220060151.0,Drop,1220050151.0,Drop,1220060151.0,Drop,9,30,0,path_grd_mid_small_040,5.0,1220060151.0,Drop,1220060151.0,Drop,1220050151.0,Drop,1220050151.0,Drop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6210595,wave_tower_default_007,Defense,90,7,True,True,point_grd_tower_002_rightclear,point_fly_tower_002_rightclear,sbg_tower_002_rightclear,Tower,Day,ibg_tower_defense_001,,path_grd_mid_elite2_808,3220050151,Dash,3220050151.0,Dash,2320060251.0,Normal,2320060251.0,Normal,path_fly_mid_small_008,9.0,1210030151.0,Dash,1210030151.0,Dash,1210040151.0,Drop,2310030251.0,Drop,path_grd_mid_small_037,,3220050151.0,Jump,3220050151.0,Jump,3220020151.0,Jump,3220020151.0,Jump,path_fly_mid_elite1_802,,1210030151.0,Dash,1210030151.0,Dash,1210040151.0,Drop,2310030251.0,Drop,path_grd_mid_elite2_808,6.0,3220050151.0,Jump,3220050151.0,Jump,1320040251.0,Drop,2320060151.0,Drop,0,51,0,path_fly_mid_small_030,,1210030151.0,Jump,1210030151.0,Jump,1210030151.0,Jump,2310030251.0,Drop,20,path_grd_mid_small_043,3220050151.0,Jump,3220050151.0,Jump,3220050151.0,Jump,3220050151.0,Jump,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6210596,wave_tower_default_007,Campaign,90,5,True,False,point_grd_tower_005,point_fly_tower_005,sbg_tower_005,Tower,Day,ibg_tower_001,1310010151.0,path_grd_mid_small_055,3220030151,Drop,3220030151.0,Drop,3220030151.0,Drop,3220030151.0,Drop,path_fly_mid_elite1_802,,1210030151.0,Dash,1210030151.0,Dash,1210030151.0,Dash,1310010251.0,Dash,path_grd_mid_small_043,8.0,3220030151.0,Drop,3220030151.0,Drop,3220030151.0,Drop,3220080151.0,Drop,path_fly_mid_elite1_802,0.0,1210030151.0,Dash,1210030151.0,Dash,1210030151.0,Dash,1310010151.0,Dash,path_grd_mid_small_034,10.0,3220080151.0,Drop,3220030151.0,Drop,3220030151.0,Drop,3220030151.0,Drop,0,42,0,path_grd_mid_small_046,8.0,3220030151.0,Drop,3220030151.0,Drop,3220030151.0,Drop,3220080151.0,Drop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6210597,wave_tower_default_007,Campaign,90,7,True,False,point_grd_tower_004,point_fly_tower_004,sbg_tower_004,Tower,Day,ibg_tower_001,3320070151.0,path_grd_close_small_054,3220040151,Drop,3220040151.0,Drop,3220040151.0,Drop,1320030251.0,Drop,path_grd_mid_elite1_802,8.0,2220030151.0,Dash,2220030151.0,Dash,3220020151.0,Drop,3320070251.0,Drop,path_grd_mid_small_043,4.0,2220030151.0,Dash,2220030151.0,Dash,2220030151.0,Dash,2220030151.0,Dash,path_grd_close_small_069,11.0,3220040151.0,Dash,3220040151.0,Dash,3220040151.0,Dash,3220020151.0,Dash,path_fly_close_elite2_807,0.0,3210010151.0,Dash,3210010151.0,Dash,1310030251.0,Dash,1310030251.0,Dash,21,30,0,path_grd_mid_elite1_802,10.0,2220030151.0,Jump,2220030151.0,Jump,2220040151.0,Drop,3320070151.0,Drop,,path_grd_mid_small_043,2220030151.0,Dash,2220040151.0,Dash,2220030151.0,Dash,2220040151.0,Dash,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,
6210598,wave_tower_default_007,Campaign,90,7,True,False,point_grd_tower_003,point_fly_tower_003,sbg_tower_003,Tower,Day,ibg_tower_001,3310010151.0,path_fly_mid_small_018,3210020151,Drop,3210020151.0,Drop,3210020151.0,Drop,3210020151.0,Drop,path_fly_mid_small_033,,3210020151.0,Drop,3210020151.0,Drop,3210020151.0,Drop,2310060251.0,Drop,path_fly_mid_elite1_802,10.0,3210020151.0,Dash,3210020151.0,Dash,3210030151.0,Drop,3310010251.0,Drop,path_fly_mid_small_039,,3210020151.0,Dash,3210020151.0,Dash,3210020151.0,Dash,3210020151.0,Dash,path_fly_mid_elite1_802,0.0,3210020151.0,Dash,3210020151.0,Dash,3210030151.0,Drop,2310060251.0,Drop,0,57,0,path_fly_mid_elite2_808,10.0,3210020151.0,Dash,3210020151.0,Dash,3310010251.0,Drop,3310010151.0,Drop,,path_fly_mid_small_050,3210020151.0,Drop,3210020151.0,Drop,3210020151.0,Drop,3210030151.0,Dash,path_fly_mid_small_002,8.0,3210020151.0,Drop,3210020151.0,Drop,3210020151.0,Drop,2310060251.0,Drop,,,,,,,,,,,,,,,,,,,,,
6210599,wave_tower_default_007,Defense,90,7,True,True,point_grd_tower_002_rightclear,point_fly_tower_002_rightclear,sbg_tower_002_rightclear,Tower,Day,ibg_tower_defense_001,,path_fly_close_elite1_801,1210030151,Dash,1210030151.0,Dash,3210030151.0,Drop,2310010251.0,Drop,path_fly_mid_small_005,12.0,1210030151.0,Dash,1210030151.0,Dash,1210030151.0,Dash,1210030151.0,Dash,path_grd_mid_special_025,,3120010151.0,Jump,3120010151.0,Jump,3220050151.0,Dash,2220040151.0,Dash,path_grd_far_small_044,14.0,3220050151.0,Dash,3220070151.0,Dash,3220050151.0,Dash,3220070151.0,Dash,path_grd_mid_elite2_808,3.0,3220050151.0,Dash,3220070151.0,Drop,1320030251.0,Drop,2320070151.0,Normal,9,54,12,path_fly_mid_elite1_802,,2110010151.0,Jump,2110010151.0,Jump,1210030151.0,Drop,2310030251.0,Drop,20,path_grd_far_small_041,3220070151.0,Dash,3220070151.0,Dash,3220070151.0,Dash,2220040151.0,Dash,path_grd_mid_small_076,10.0,3220050151.0,Dash,3220050151.0,Dash,2220040151.0,Dash,2320040251.0,Normal,path_fly_mid_elite2_808,1210030151.0,Dash,1210030151.0,Dash,2310010251.0,Dash,2310010251.0,Drop,12.0,,,,,,,,,,,
6210600,wave_tower_default_007,Campaign,180,5,False,False,point_grd_tower_003,point_fly_tower_003,sbg_tower_003_midclear,Tower,Day,ibg_tower_001,3410030141.0,path_fly_mid_centurion_901,3410030141,Drop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6210601,wave_tower_default_007,Campaign,90,5,True,False,point_grd_tower_004,point_fly_tower_004,sbg_tower_004,Tower,Day,ibg_tower_001,3310050111.0,path_grd_close_small_001,3220030111,Jump,3220030111.0,Jump,3220030111.0,Dash,2220040111.0,Dash,path_fly_mid_elite1_802,7.0,3210010111.0,Dash,3210010111.0,Dash,3210010111.0,Dash,3310050211.0,Dash,path_grd_close_small_051,,2220010111.0,Dash,2220010111.0,Dash,2220040111.0,Dash,2220010111.0,Dash,path_fly_mid_elite1_802,0.0,1210010111.0,Dash,1210010111.0,Dash,3210030111.0,Drop,3310050111.0,Drop,path_grd_close_small_042,,3220050111.0,Dash,3220050111.0,Dash,3220050111.0,Dash,2220040111.0,Dash,18,33,0,path_grd_mid_special_025,,3120010111.0,Jump,3120010111.0,Jump,3120010111.0,Drop,3120010111.0,Drop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6210602,wave_tower_default_007,Campaign,90,5,True,False,point_grd_tower_002,point_fly_tower_002,sbg_tower_002,Tower,Day,ibg_tower_001,1310030111.0,path_fly_mid_small_018,2210020111,Dash,2210020111.0,Dash,2210020111.0,Drop,2210020111.0,Drop,path_fly_mid_special_047,6.0,3210010111.0,Dash,2110010111.0,Dash,2110010111.0,Dash,1310020211.0,Dash,path_grd_close_small_004,6.0,3220040111.0,Drop,3220040111.0,Drop,3220040111.0,Drop,3220040111.0,Drop,path_fly_mid_elite1_802,0.0,2210020111.0,Drop,2210020111.0,Drop,2210020111.0,Drop,1310030111.0,Drop,path_fly_mid_small_024,7.0,3210010111.0,Jump,3210010111.0,Jump,3210010111.0,Jump,1210040111.0,Jump,6,36,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6210603,wave_tower_default_007,Campaign,90,5,True,False,point_grd_tower_003,point_fly_tower_003,sbg_tower_003,Tower,Day,ibg_tower_001,2310020111.0,path_grd_mid_small_002,1220060111,Dash,1220060111.0,Dash,1220060111.0,Dash,1220060111.0,Dash,path_fly_mid_elite1_802,,2210020111.0,Dash,2210020111.0,Dash,2210040111.0,Drop,2310020211.0,Drop,path_fly_mid_small_039,7.0,2210020111.0,Drop,2210020111.0,Drop,2210020111.0,Drop,2210020111.0,Drop,path_fly_mid_small_039,0.0,2210020111.0,Drop,2210020111.0,Drop,2210040111.0,Drop,2210040111.0,Drop,path_fly_mid_elite1_802,8.0,2210020111.0,Dash,2210020111.0,Dash,2210040111.0,Drop,2310020111.0,Drop,0,42,0,path_grd_mid_small_043,8.0,1220060111.0,Dash,1220060111.0,Dash,1220060111.0,Dash,1220060111.0,Dash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6210604,wave_tower_default_007,Campaign,90,5,True,False,point_grd_tower_001,point_fly_tower_001,sbg_tower_001,Tower,Day,ibg_tower_001,3310040111.0,path_grd_mid_small_049,1220020111,Dash,1220020111.0,Dash,1220020111.0,Dash,1220020111.0,Dash,path_fly_mid_elite1_802,,1210020111.0,Drop,1210020111.0,Drop,3210030111.0,Drop,3310040211.0,Drop,path_grd_mid_small_046,10.0,1220020111.0,Drop,1220020111.0,Drop,1220020111.0,Drop,1220020111.0,Drop,path_grd_mid_small_034,0.0,1220020111.0,Jump,1220020111.0,Jump,1220020111.0,Jump,1320030211.0,Drop,path_fly_far_elite1_803,7.0,1210020111.0,Drop,1210020111.0,Drop,1210010111.0,Drop,3310040111.0,Drop,0,33,9,path_grd_mid_small_008,,1220020111.0,Dash,1220020111.0,Dash,1220020111.0,Dash,1220020111.0,Dash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6210605,wave_tower_default_007,BaseDefense,60,7,True,True,point_grd_tower_003_midclear,point_fly_tower_003,sbg_tower_003_midclear,Tower,Day,ibg_tower_basedefense_001,,path_grd_far_small_044,3220070111,Dash,3220070111.0,Dash,2220040111.0,Drop,3320020211.0,Drop,path_grd_mid_elite1_802,5.0,1220040111.0,Jump,1220040111.0,Jump,3220070111.0,Drop,3320050211.0,Drop,path_grd_mid_small_052,5.0,1220040111.0,Dash,3220070111.0,Dash,1220040111.0,Dash,3220070111.0,Dash,path_grd_far_small_050,1.0,1220040111.0,Jump,1220040111.0,Jump,1220040111.0,Jump,3320040211.0,Drop,path_fly_mid_elite2_805,7.0,1220040111.0,Jump,1220040111.0,Jump,3320020211.0,Drop,1310040211.0,Drop,0,45,12,path_grd_mid_small_043,5.0,3220070111.0,Dash,2220040111.0,Dash,3220070111.0,Dash,2220040111.0,Dash,normal,path_grd_mid_small_075,1220040111.0,Jump,1220040111.0,Jump,1220040111.0,Jump,2220040111.0,Jump,path_fly_mid_elite1_802,,3220070111.0,Drop,1220040111.0,Drop,3210030111.0,Drop,3320020111.0,Drop,,,,,,,,,,,6.0,,,,,,,,,,
6210606,wave_tower_default_007,Campaign,90,5,True,False,point_grd_tower_005,point_fly_tower_005,sbg_tower_005,Tower,Day,ibg_tower_001,3320060111.0,path_grd_mid_small_002,2220030111,Jump,3220060111.0,Jump,2220030111.0,Jump,3220060111.0,Jump,path_grd_mid_elite2_805,,2220030111.0,Drop,3220060111.0,Drop,3320060211.0,Drop,3320060211.0,Drop,path_grd_mid_small_012,8.0,2220030111.0,Drop,2220030111.0,Drop,3220060111.0,Drop,3220060111.0,Drop,path_grd_mid_elite2_805,0.0,2220030111.0,Drop,3220060111.0,Drop,3320060211.0,Drop,3320060111.0,Drop,path_grd_mid_special_025,7.0,2220030111.0,Drop,3120010111.0,Drop,3220060111.0,Drop,3220060111.0,Drop,0,45,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6210607,wave_tower_default_007,Campaign,90,7,True,False,point_grd_tower_004,point_fly_tower_004,sbg_tower_004,Tower,Day,ibg_tower_001,2320010111.0,path_fly_mid_small_036,2210010111,Dash,2210010111.0,Dash,3210020111.0,Dash,3210020111.0,Dash,path_grd_mid_elite1_802,,1220010111.0,Dash,1220010111.0,Dash,3220040111.0,Dash,3320010211.0,Drop,path_fly_mid_small_050,10.0,2210010111.0,Dash,1310020211.0,Drop,2210010111.0,Dash,3210030111.0,Normal,path_grd_far_elite2_809,0.0,1220010111.0,Dash,1220010111.0,Dash,1320030211.0,Drop,2320010111.0,Drop,path_fly_mid_small_050,,3210020111.0,Dash,1310020211.0,Drop,3210020111.0,Dash,3210030111.0,Dash,6,33,9,path_grd_mid_small_043,10.0,3220040111.0,Dash,3220040111.0,Dash,3220040111.0,Dash,3220040111.0,Dash,,path_grd_close_small_042,1220010111.0,Dash,1220010111.0,Dash,1220010111.0,Dash,1220010111.0,Dash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
