stage_id,group_id,spot_mod,battle_time,monster_count,use_intro_scene,wave_repeat,point_data,point_data_fly,background_name,theme,theme_time,stage_info_bg,target_list/0,wave_data/0/wave_path,wave_data/0/wave_monster_list/0/wave_monster_id,wave_data/0/wave_monster_list/0/spawn_type,wave_data/0/wave_monster_list/1/wave_monster_id,wave_data/0/wave_monster_list/1/spawn_type,wave_data/0/wave_monster_list/2/wave_monster_id,wave_data/0/wave_monster_list/2/spawn_type,wave_data/0/wave_monster_list/3/wave_monster_id,wave_data/0/wave_monster_list/3/spawn_type,wave_data/1/wave_path,wave_data/1/private_monster_count,wave_data/1/wave_monster_list/0/wave_monster_id,wave_data/1/wave_monster_list/0/spawn_type,wave_data/1/wave_monster_list/1/wave_monster_id,wave_data/1/wave_monster_list/1/spawn_type,wave_data/1/wave_monster_list/2/wave_monster_id,wave_data/1/wave_monster_list/2/spawn_type,wave_data/1/wave_monster_list/3/wave_monster_id,wave_data/1/wave_monster_list/3/spawn_type,wave_data/2/wave_path,wave_data/2/private_monster_count,wave_data/2/wave_monster_list/0/wave_monster_id,wave_data/2/wave_monster_list/0/spawn_type,wave_data/2/wave_monster_list/1/wave_monster_id,wave_data/2/wave_monster_list/1/spawn_type,wave_data/2/wave_monster_list/2/wave_monster_id,wave_data/2/wave_monster_list/2/spawn_type,wave_data/2/wave_monster_list/3/wave_monster_id,wave_data/2/wave_monster_list/3/spawn_type,wave_data/3/wave_path,wave_data/3/private_monster_count,wave_data/3/wave_monster_list/0/wave_monster_id,wave_data/3/wave_monster_list/0/spawn_type,wave_data/3/wave_monster_list/1/wave_monster_id,wave_data/3/wave_monster_list/1/spawn_type,wave_data/3/wave_monster_list/2/wave_monster_id,wave_data/3/wave_monster_list/2/spawn_type,wave_data/3/wave_monster_list/3/wave_monster_id,wave_data/3/wave_monster_list/3/spawn_type,wave_data/4/wave_path,wave_data/4/private_monster_count,wave_data/4/wave_monster_list/0/wave_monster_id,wave_data/4/wave_monster_list/0/spawn_type,wave_data/4/wave_monster_list/1/wave_monster_id,wave_data/4/wave_monster_list/1/spawn_type,wave_data/4/wave_monster_list/2/wave_monster_id,wave_data/4/wave_monster_list/2/spawn_type,wave_data/4/wave_monster_list/3/wave_monster_id,wave_data/4/wave_monster_list/3/spawn_type,close_monster_count,mid_monster_count,far_monster_count,mod_value,wave_data/5/wave_path,wave_data/5/wave_monster_list/0/wave_monster_id,wave_data/5/wave_monster_list/0/spawn_type,wave_data/5/wave_monster_list/1/wave_monster_id,wave_data/5/wave_monster_list/1/spawn_type,wave_data/5/wave_monster_list/2/wave_monster_id,wave_data/5/wave_monster_list/2/spawn_type,wave_data/5/wave_monster_list/3/wave_monster_id,wave_data/5/wave_monster_list/3/spawn_type,wave_data/6/wave_path,wave_data/6/private_monster_count,wave_data/6/wave_monster_list/0/wave_monster_id,wave_data/6/wave_monster_list/0/spawn_type,wave_data/6/wave_monster_list/1/wave_monster_id,wave_data/6/wave_monster_list/1/spawn_type,wave_data/6/wave_monster_list/2/wave_monster_id,wave_data/6/wave_monster_list/2/spawn_type,wave_data/6/wave_monster_list/3/wave_monster_id,wave_data/6/wave_monster_list/3/spawn_type,wave_data/7/wave_path,wave_data/7/private_monster_count,wave_data/7/wave_monster_list/0/wave_monster_id,wave_data/7/wave_monster_list/0/spawn_type,wave_data/7/wave_monster_list/1/wave_monster_id,wave_data/7/wave_monster_list/1/spawn_type,wave_data/7/wave_monster_list/2/wave_monster_id,wave_data/7/wave_monster_list/2/spawn_type,wave_data/7/wave_monster_list/3/wave_monster_id,wave_data/7/wave_monster_list/3/spawn_type,wave_data/5/private_monster_count,wave_data/8/wave_path,wave_data/8/private_monster_count,wave_data/8/wave_monster_list/0/wave_monster_id,wave_data/8/wave_monster_list/0/spawn_type,wave_data/8/wave_monster_list/1/wave_monster_id,wave_data/8/wave_monster_list/1/spawn_type,wave_data/8/wave_monster_list/2/wave_monster_id,wave_data/8/wave_monster_list/2/spawn_type,wave_data/8/wave_monster_list/3/wave_monster_id,wave_data/8/wave_monster_list/3/spawn_type
6220171,wave_tower_elysion_003,Campaign,90,5,True,False,point_grd_tower_001,point_fly_tower_001,sbg_tower_001,Tower,Elysion,ibg_tower_001,1320040121.0,path_grd_mid_small_049,3220050121,Drop,3220050121.0,Drop,3220050121.0,Drop,1320040221.0,Drop,path_grd_far_small_071,7.0,2220030121.0,Dash,2220030121.0,Dash,2220030121.0,Dash,2220040121.0,Dash,path_grd_mid_small_012,,3220050121.0,Dash,3220050121.0,Dash,3220050121.0,Dash,3220020121.0,Dash,path_grd_mid_small_055,0.0,2220030121.0,Drop,2220030121.0,Drop,2220030121.0,Drop,1320040121.0,Drop,path_grd_far_special_066,,2220030121.0,Dash,2220030121.0,Dash,3220060121.0,Drop,3220060121.0,Drop,0,18,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6220172,wave_tower_elysion_003,Campaign,90,5,True,False,point_grd_tower_005,point_fly_tower_005,sbg_tower_005,Tower,Elysion,ibg_tower_001,2310020121.0,path_fly_mid_small_039,1210020121,Dash,1210020121.0,Dash,1210020121.0,Dash,1210020121.0,Dash,path_grd_mid_special_025,7.0,3120010121.0,Jump,3120010121.0,Jump,1220030121.0,Drop,1320010221.0,Drop,path_grd_far_small_044,7.0,1220030121.0,Dash,1220030121.0,Dash,3220070121.0,Dash,3220070121.0,Dash,path_fly_mid_elite1_802,0.0,1210020121.0,Dash,1210020121.0,Dash,3210030121.0,Drop,2310020121.0,Drop,path_grd_far_small_071,7.0,1220030121.0,Jump,1220030121.0,Jump,1220030121.0,Jump,2220040121.0,Jump,0,30,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6220173,wave_tower_elysion_003,Campaign,90,5,True,False,point_grd_tower_004,point_fly_tower_004,sbg_tower_004,Tower,Elysion,ibg_tower_001,2320050121.0,path_grd_close_small_048,1220040121,Drop,1220040121.0,Drop,1220040121.0,Drop,2320050221.0,Drop,path_grd_close_small_069,,1220040121.0,Dash,1220040121.0,Dash,1220040121.0,Dash,1220050121.0,Drop,path_fly_mid_small_039,4.0,3210040121.0,Dash,3210040121.0,Dash,3210040121.0,Dash,3210040121.0,Dash,path_grd_close_elite1_801,0.0,3120010121.0,Dash,3120010121.0,Dash,1220050121.0,Drop,2320010221.0,Drop,path_grd_close_special_064,6.0,2120010121.0,Dash,2120010121.0,Dash,1220050121.0,Drop,2320050121.0,Drop,42,6,0,,path_grd_close_small_042,1220050121.0,Dash,1220050121.0,Dash,1220050121.0,Dash,1220050121.0,Dash,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,
6220174,wave_tower_elysion_003,BaseDefense,60,6,True,True,point_grd_tower_003_midclear,point_fly_tower_003,sbg_tower_003_midclear,Tower,Elysion,ibg_tower_basedefense_001,,path_grd_mid_small_002,1220060121,Drop,1220060121.0,Drop,3220070121.0,Dash,3220070121.0,Dash,path_grd_far_small_044,5.0,3220070121.0,Dash,2220040121.0,Dash,3220070121.0,Dash,2220040121.0,Dash,path_grd_mid_small_012,10.0,1220060121.0,Jump,1220060121.0,Jump,1220060121.0,Jump,1220060121.0,Jump,path_fly_mid_elite1_802,3.0,1220060121.0,Jump,1220060121.0,Jump,2210040121.0,Drop,3320020221.0,Drop,path_grd_far_small_071,,3220070121.0,Jump,3220070121.0,Jump,3220070121.0,Jump,2220040121.0,Dash,0,42,12,normal,path_grd_mid_small_012,1220060121.0,Jump,1220060121.0,Jump,1220060121.0,Jump,1220060121.0,Jump,path_grd_mid_small_076,5.0,1220060121.0,Jump,1220060121.0,Jump,1220060121.0,Jump,1220060121.0,Jump,path_fly_mid_elite1_802,7.0,3220070121.0,Jump,3220070121.0,Jump,2210040121.0,Drop,3320020221.0,Drop,7.0,,,,,,,,,,
6220175,wave_tower_elysion_003,Campaign,90,7,True,False,point_grd_tower_003,point_fly_tower_003,sbg_tower_003,Tower,Elysion,ibg_tower_001,3320020121.0,path_grd_far_small_044,3220070121,Jump,2220040121.0,Jump,3220070121.0,Jump,1320010221.0,Jump,path_grd_far_elite1_803,2.0,2220030121.0,Dash,2220030121.0,Dash,2220040121.0,Drop,3320020221.0,Drop,path_grd_mid_small_055,2.0,2220030121.0,Drop,2220030121.0,Drop,2220030121.0,Drop,2220030121.0,Drop,path_grd_far_small_044,,3220070121.0,Dash,2220040121.0,Dash,3220070121.0,Dash,1320010221.0,Dash,path_grd_mid_small_043,0.0,2220040121.0,Dash,3220070121.0,Dash,2220040121.0,Dash,3220070121.0,Dash,0,27,27,,path_fly_mid_elite1_802,2210020121.0,Jump,2210020121.0,Jump,3320020221.0,Drop,2310030221.0,Drop,path_grd_far_small_050,4.0,2220030121.0,Drop,2220030121.0,Drop,2220030121.0,Drop,3320020121.0,Drop,path_grd_mid_small_012,8.0,2220030121.0,Dash,2220030121.0,Dash,2220030121.0,Dash,2220040121.0,Dash,,,,,,,,,,,
6220176,wave_tower_elysion_003,Campaign,90,5,True,False,point_grd_tower_002,point_fly_tower_002,sbg_tower_002,Tower,Elysion,ibg_tower_001,2320050121.0,path_grd_mid_special_025,1120010121,Jump,1120010121.0,Jump,3220050121.0,Drop,2320050221.0,Drop,path_fly_mid_small_030,10.0,1210020121.0,Drop,1210020121.0,Drop,1210020121.0,Drop,3210040121.0,Drop,path_grd_close_small_013,4.0,1220050121.0,Dash,1220050121.0,Dash,1220050121.0,Dash,1220050121.0,Dash,path_grd_mid_elite1_802,0.0,3220050121.0,Dash,3220050121.0,Dash,1220050121.0,Drop,1320030221.0,Drop,path_grd_mid_special_025,6.0,3120010121.0,Dash,3120010121.0,Dash,1220050121.0,Drop,2320050121.0,Dash,6,51,0,,path_grd_mid_small_043,1220050121.0,Dash,1220050121.0,Dash,1220050121.0,Dash,2220040121.0,Dash,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,
6220177,wave_tower_elysion_003,Campaign,90,7,True,False,point_grd_tower_005,point_fly_tower_005,sbg_tower_005,Tower,Elysion,ibg_tower_001,1310020121.0,path_fly_close_special_044,2110010121,Drop,2110010121.0,Drop,2210020121.0,Drop,2210030121.0,Drop,path_grd_mid_elite2_805,10.0,2220030121.0,Dash,2220030121.0,Dash,2320050221.0,Drop,2320050221.0,Drop,path_fly_mid_small_053,,2210020121.0,Dash,2210020121.0,Dash,2210020121.0,Dash,1210040121.0,Dash,path_fly_close_small_029,,2210020121.0,Jump,2210020121.0,Jump,2210020121.0,Jump,2210020121.0,Jump,path_grd_close_elite1_801,0.0,2220030121.0,Jump,2220030121.0,Jump,2220040121.0,Drop,3320040221.0,Drop,36,24,0,,path_fly_mid_elite1_802,2210020121.0,Jump,2210020121.0,Jump,3210030121.0,Drop,1310020121.0,Drop,path_fly_close_small_029,4.0,2210020121.0,Drop,2210020121.0,Drop,2210020121.0,Drop,2210020121.0,Drop,,,,,,,,,,,10.0,,,,,,,,,,
6220178,wave_tower_elysion_003,Campaign,90,5,True,False,point_grd_tower_003,point_fly_tower_003,sbg_tower_003,Tower,Elysion,ibg_tower_001,1320060121.0,path_grd_far_small_059,3220040121,Dash,3220040121.0,Dash,3220040121.0,Dash,2220040121.0,Dash,path_grd_mid_elite1_802,7.0,3220040121.0,Drop,3220040121.0,Drop,1220050121.0,Dash,1320060221.0,Dash,path_fly_mid_small_005,,3210020121.0,Dash,3210020121.0,Dash,3210020121.0,Dash,3210030121.0,Dash,path_grd_mid_elite1_802,0.0,3220040121.0,Dash,3220040121.0,Dash,2220040121.0,Drop,2320030221.0,Drop,path_grd_far_small_074,10.0,3220040121.0,Dash,2220040121.0,Dash,3220040121.0,Dash,1320060121.0,Dash,0,24,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6220179,wave_tower_elysion_003,Campaign,90,7,True,False,point_grd_tower_001,point_fly_tower_001,sbg_tower_001,Tower,Elysion,ibg_tower_001,2310050121.0,path_grd_close_small_042,3220030121,Dash,1220050121.0,Dash,3220030121.0,Dash,1220050121.0,Dash,path_grd_mid_elite2_805,,3220030121.0,Drop,2220040121.0,Drop,1320040221.0,Dash,1320040221.0,Dash,path_grd_close_small_048,7.0,1220040121.0,Drop,1220040121.0,Drop,1220040121.0,Drop,1220050121.0,Drop,path_fly_close_small_038,10.0,2210020121.0,Dash,2210020121.0,Dash,2210020121.0,Dash,3210030121.0,Dash,path_fly_close_elite2_807,0.0,2110010121.0,Dash,2110010121.0,Dash,3310010221.0,Dash,3310010221.0,Dash,33,24,0,,path_fly_mid_elite1_802,2110010121.0,Jump,2110010121.0,Jump,3210030121.0,Dash,2310050121.0,Drop,path_grd_close_small_048,6.0,3220030121.0,Drop,3220030121.0,Drop,3220030121.0,Drop,1220050121.0,Drop,path_grd_mid_small_043,12.0,1220040121.0,Dash,1220050121.0,Dash,1220040121.0,Dash,1220050121.0,Dash,10.0,,,,,,,,,,
6220180,wave_tower_elysion_003,Campaign,180,6,False,False,point_grd_tower_003,point_fly_tower_003,sbg_tower_003_midclear,Tower,Elysion,ibg_tower_001,2410010231.0,path_fly_far_centurion_903,2410010231,Normal,,,,,,,path_fly_mid_small_018,,1210010121.0,Dash,1210020121.0,Dash,2110010121.0,Dash,2110010121.0,Dash,path_grd_mid_elite1_802,3.0,1220010121.0,Drop,1220010121.0,Drop,1220010121.0,Drop,2220040121.0,Drop,path_grd_mid_elite2_805,4.0,3220040121.0,Jump,3220040121.0,Jump,3220040121.0,Dash,3320060221.0,Drop,path_grd_mid_small_049,,3120010121.0,Jump,3120010121.0,Jump,2220010121.0,Jump,2220040121.0,Drop,0,42,1,,path_grd_mid_small_052,2220030121.0,Drop,3227050321.0,Drop,3220070121.0,Drop,3220070121.0,Drop,path_fly_mid_small_050,,3110010121.0,Dash,3110010121.0,Dash,1210010121.0,Dash,1310010221.0,Dash,,,,,,,,,,,8.0,,,,,,,,,,
6220181,wave_tower_elysion_003,Campaign,90,5,True,False,point_grd_tower_002,point_fly_tower_002,sbg_tower_002,Tower,Elysion,ibg_tower_001,1310030131.0,path_fly_mid_small_018,2210020131,Dash,2210020131.0,Dash,1110010131.0,Drop,1110010131.0,Drop,path_fly_mid_small_005,6.0,1110010131.0,Dash,1110010131.0,Dash,2210020131.0,Dash,1310020231.0,Dash,path_grd_close_small_039,,3220030131.0,Dash,3220030131.0,Dash,3220030131.0,Dash,2220040131.0,Dash,path_fly_mid_elite1_802,0.0,2210020131.0,Drop,2210020131.0,Drop,1110010131.0,Drop,1310030131.0,Drop,path_fly_mid_small_024,7.0,2210020131.0,Jump,2210020131.0,Jump,2210020131.0,Jump,1210040131.0,Jump,6,27,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6220182,wave_tower_elysion_003,Campaign,90,5,True,False,point_grd_tower_004,point_fly_tower_004,sbg_tower_004,Tower,Elysion,ibg_tower_001,1320040131.0,path_grd_close_small_001,1220020131,Drop,1220020131.0,Drop,1220030131.0,Dash,1220030131.0,Dash,path_grd_mid_elite1_802,7.0,1120010131.0,Jump,1120010131.0,Jump,1220020131.0,Drop,2320050231.0,Drop,path_fly_mid_small_053,6.0,1210020131.0,Dash,1210020131.0,Dash,1210020131.0,Dash,1210040131.0,Dash,path_grd_mid_special_065,0.0,1120010131.0,Dash,1120010131.0,Dash,1220030131.0,Drop,1320040131.0,Drop,path_grd_far_small_071,11.0,1220040131.0,Dash,1220040131.0,Dash,1220040131.0,Dash,3220020131.0,Dash,6,30,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6220183,wave_tower_elysion_003,Campaign,90,5,True,False,point_grd_tower_005,point_fly_tower_005,sbg_tower_005,Tower,Elysion,ibg_tower_001,2320030131.0,path_grd_close_small_067,3220030131,Dash,3220030131.0,Dash,3220030131.0,Drop,2320020231.0,Drop,path_grd_mid_small_012,,3220030131.0,Dash,3220030131.0,Dash,1220050131.0,Dash,1220050131.0,Dash,path_grd_mid_small_046,4.0,1220050131.0,Drop,1220050131.0,Drop,1220050131.0,Drop,1220050131.0,Drop,path_grd_close_elite1_801,0.0,2120010131.0,Jump,2120010131.0,Jump,2220040131.0,Drop,3320050231.0,Drop,path_grd_mid_small_043,6.0,1220050131.0,Dash,1220050131.0,Dash,1220050131.0,Dash,2320030131.0,Dash,30,18,0,,path_grd_close_special_064,2120010131.0,Dash,2120010131.0,Dash,1220050131.0,Drop,1220050131.0,Drop,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,
6220184,wave_tower_elysion_003,Defense,90,7,True,True,point_grd_tower_002_rightclear,point_fly_tower_002_rightclear,sbg_tower_002_rightclear,Tower,Elysion,ibg_tower_defense_001,,path_grd_close_small_007,3220050131,Jump,3220050131.0,Jump,3220050131.0,Jump,3220050131.0,Jump,path_grd_mid_small_037,8.0,1220060131.0,Normal,1220060131.0,Normal,1220060131.0,Jump,1220060131.0,Jump,path_grd_close_small_013,10.0,3220050131.0,Drop,3220050131.0,Drop,3220050131.0,Drop,1220060131.0,Drop,path_grd_mid_elite1_802,3.0,3220050131.0,Drop,3220050131.0,Drop,1220060131.0,Drop,1320060231.0,Drop,path_grd_mid_small_012,12.0,1220060131.0,Jump,1220060131.0,Normal,1220060131.0,Jump,1220060131.0,Normal,24,36,0,20,path_fly_close_small_029,1210030131.0,Jump,1210030131.0,Jump,1210030131.0,Jump,1220060131.0,Drop,path_grd_mid_small_075,10.0,1220060131.0,Dash,1220060131.0,Dash,1220060131.0,Dash,1220060131.0,Dash,path_fly_mid_elite1_802,,1210030131.0,Jump,1210030131.0,Jump,1220060131.0,Drop,1310020231.0,Drop,10.0,path_grd_close_small_013,15.0,1220060131.0,Normal,1220060131.0,Jump,1220060131.0,Normal,3320010231.0,Normal
6220185,wave_tower_elysion_003,Campaign,90,7,True,False,point_grd_tower_001,point_fly_tower_001,sbg_tower_001,Tower,Elysion,ibg_tower_001,1320060131.0,path_fly_mid_special_047,1110010131,Dash,1110010131.0,Dash,1210020131.0,Drop,3210030131.0,Drop,path_grd_close_elite2_804,10.0,1220060131.0,Dash,1220060131.0,Dash,1320060231.0,Jump,1320060231.0,Jump,path_grd_mid_small_070,6.0,1220060131.0,Dash,1220060131.0,Dash,1220060131.0,Dash,1220050131.0,Drop,path_fly_close_small_029,10.0,3210040131.0,Drop,3210040131.0,Drop,3210040131.0,Drop,3210040131.0,Drop,path_grd_mid_elite2_808,0.0,1220060131.0,Dash,1220060131.0,Dash,1320060231.0,Drop,1320060131.0,Drop,42,30,0,,path_grd_close_special_024,1120010131.0,Jump,1120010131.0,Jump,2220040131.0,Drop,1320060231.0,Drop,path_grd_close_small_042,6.0,1220060131.0,Dash,1220050131.0,Dash,1220060131.0,Dash,1220050131.0,Dash,path_grd_close_small_048,5.0,1220060131.0,Drop,1220050131.0,Drop,1220060131.0,Drop,1220050131.0,Drop,10.0,,,,,,,,,,
6220186,wave_tower_elysion_003,Campaign,90,5,True,False,point_grd_tower_003,point_fly_tower_003,sbg_tower_003,Tower,Elysion,ibg_tower_001,1320040131.0,path_grd_mid_small_049,3220050131,Drop,3220050131.0,Drop,3220050131.0,Drop,1320040231.0,Drop,path_grd_far_small_071,7.0,2220030131.0,Dash,2220030131.0,Dash,2220030131.0,Dash,2220040131.0,Dash,path_grd_mid_small_012,,3220050131.0,Dash,3220050131.0,Dash,3220050131.0,Dash,3220020131.0,Dash,path_grd_mid_small_055,0.0,2220030131.0,Drop,2220030131.0,Drop,2220030131.0,Drop,1320040131.0,Drop,path_grd_far_special_066,,2220030131.0,Dash,2220030131.0,Dash,3220060131.0,Drop,3220060131.0,Drop,0,18,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6220187,wave_tower_elysion_003,Campaign,90,5,True,False,point_grd_tower_005,point_fly_tower_005,sbg_tower_005,Tower,Elysion,ibg_tower_001,3320010131.0,path_grd_mid_special_025,1120010131,Jump,1120010131.0,Jump,3220050131.0,Drop,2320050231.0,Drop,path_fly_close_small_029,7.0,3210010131.0,Dash,3210010131.0,Dash,3210010131.0,Dash,3210030131.0,Dash,path_grd_mid_small_058,7.0,3220040131.0,Dash,3220040131.0,Dash,3220040131.0,Dash,3220040131.0,Dash,path_grd_mid_elite1_802,0.0,3220050131.0,Dash,3220050131.0,Dash,2220040131.0,Drop,2320050231.0,Drop,path_grd_close_small_045,6.0,3220040131.0,Jump,3220040131.0,Jump,3220040131.0,Jump,3320010131.0,Dash,12,30,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6220188,wave_tower_elysion_003,Campaign,90,7,True,False,point_grd_tower_002,point_fly_tower_002,sbg_tower_002,Tower,Elysion,ibg_tower_001,2320020131.0,path_grd_mid_special_025,1120010131,Jump,1120010131.0,Jump,3220020131.0,Drop,3320050231.0,Drop,path_fly_mid_small_036,7.0,3210030131.0,Dash,2210040131.0,Dash,3210010131.0,Dash,2210040131.0,Dash,path_grd_mid_small_058,7.0,3220030131.0,Dash,3220030131.0,Dash,3220030131.0,Dash,2220040131.0,Dash,path_fly_mid_small_042,,3210010131.0,Dash,3210010131.0,Dash,3210030131.0,Drop,3210010131.0,Drop,path_fly_mid_small_030,0.0,1210010131.0,Drop,1210010131.0,Drop,2210040131.0,Drop,2310050231.0,Drop,0,54,0,,path_grd_mid_elite1_802,3220030131.0,Dash,3220030131.0,Dash,2220040131.0,Drop,2320020131.0,Jump,path_grd_mid_small_043,,2220030131.0,Dash,2220030131.0,Dash,2220030131.0,Dash,2220040131.0,Dash,,,,,,,,,,,,,,,,,,,,,
6220189,wave_tower_elysion_003,Campaign,90,7,True,False,point_grd_tower_004,point_fly_tower_004,sbg_tower_004,Tower,Elysion,ibg_tower_001,1320060131.0,path_grd_mid_small_043,1220060131,Dash,1220060131.0,Dash,1220060131.0,Dash,1220060131.0,Dash,path_fly_mid_elite2_808,,1210030131.0,Dash,1210030131.0,Dash,3310010231.0,Dash,3310010231.0,Dash,path_fly_far_small_054,6.0,1210030131.0,Dash,1210030131.0,Dash,1210030131.0,Dash,1210030131.0,Dash,path_grd_mid_special_025,14.0,2120010131.0,Dash,2120010131.0,Dash,1220060131.0,Drop,2220040131.0,Drop,path_fly_mid_elite1_802,0.0,1210030131.0,Dash,1210030131.0,Dash,3210030131.0,Drop,1310040231.0,Drop,0,60,6,,path_grd_mid_elite1_802,1220060131.0,Jump,1220060131.0,Jump,2220040131.0,Drop,1320060131.0,Drop,path_fly_mid_small_024,5.0,1210030131.0,Dash,1210030131.0,Dash,1210030131.0,Dash,1210030131.0,Dash,path_grd_mid_small_043,,1220060131.0,Dash,2220040131.0,Dash,1220060131.0,Dash,2220040131.0,Dash,10.0,,,,,,,,,,
6220190,wave_tower_elysion_003,Campaign,180,6,False,False,point_grd_mordernia_01,point_fly_mordernia_01,sbg_iceland_sky_001,IceLand,Day,ibg_iceland_001,3520040151.0,b_fly_mordernia_01,3520040151,Normal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6220191,wave_tower_elysion_003,Campaign,90,5,True,False,point_grd_tower_002,point_fly_tower_002,sbg_tower_002,Tower,Elysion,ibg_tower_001,2320060151.0,path_grd_mid_small_070,3220050151,Dash,3220050151.0,Dash,3220050151.0,Dash,2220050151.0,Dash,path_fly_mid_small_039,,1210020151.0,Dash,1210020151.0,Dash,1210040151.0,Dash,1310010251.0,Dash,path_grd_mid_small_034,7.0,3220050151.0,Drop,3220050151.0,Drop,3220050151.0,Drop,2220050151.0,Dash,path_grd_mid_small_068,0.0,3220050151.0,Dash,3220050151.0,Dash,2220050151.0,Drop,2320060151.0,Drop,path_grd_mid_small_037,10.0,3220050151.0,Dash,3220050151.0,Dash,3220050151.0,Dash,2220050151.0,Normal,0,30,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6220192,wave_tower_elysion_003,Campaign,90,5,True,False,point_grd_tower_004,point_fly_tower_004,sbg_tower_004,Tower,Elysion,ibg_tower_001,2310010151.0,path_grd_mid_small_070,2220010151,Drop,2220010151.0,Drop,2220010151.0,Drop,2220040151.0,Jump,path_fly_mid_small_008,7.0,3210010151.0,Dash,3210030151.0,Dash,3210010151.0,Dash,2310010251.0,Dash,path_grd_close_small_036,7.0,2220010151.0,Dash,2220010151.0,Dash,2220010151.0,Dash,2220040151.0,Dash,path_grd_mid_elite1_802,0.0,2220010151.0,Jump,2220010151.0,Jump,2220040151.0,Drop,1320020251.0,Drop,path_fly_mid_small_030,7.0,3210010151.0,Drop,3210030151.0,Drop,3210010151.0,Drop,2310010151.0,Dash,6,27,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6220193,wave_tower_elysion_003,Campaign,90,5,True,False,point_grd_tower_005,point_fly_tower_005,sbg_tower_005,Tower,Elysion,ibg_tower_001,2320050151.0,path_grd_far_small_003,2220010151,Drop,2220010151.0,Drop,3220060151.0,Dash,3220060151.0,Dash,path_grd_mid_elite1_802,7.0,2220010151.0,Jump,2220010151.0,Jump,3220060151.0,Drop,2320050251.0,Drop,path_fly_mid_special_016,4.0,3110010151.0,Drop,3110010151.0,Drop,2210010151.0,Drop,2210010151.0,Drop,path_grd_mid_elite1_802,0.0,2220010151.0,Dash,2220010151.0,Dash,3220060151.0,Drop,2320050151.0,Drop,path_grd_far_small_044,10.0,3220060151.0,Dash,3220060151.0,Dash,3220060151.0,Dash,3220060151.0,Dash,0,48,12,,path_grd_mid_special_025,3120010151.0,Jump,3120010151.0,Jump,3120010151.0,Drop,3120010151.0,Drop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6220194,wave_tower_elysion_003,BaseDefense,60,6,True,True,point_grd_tower_003_midclear,point_fly_tower_003,sbg_tower_003_midclear,Tower,Elysion,ibg_tower_basedefense_001,,path_grd_close_small_036,2220020151,Dash,2220020151.0,Dash,2220020151.0,Dash,2220050151.0,Dash,path_grd_mid_small_040,,1220040151.0,Dash,1220040151.0,Dash,1220040151.0,Dash,3220020151.0,Dash,path_grd_mid_small_052,,2220020151.0,Dash,1220040151.0,Jump,2220020151.0,Dash,1220040151.0,Jump,path_grd_mid_elite1_802,3.0,1220040151.0,Jump,1220040151.0,Jump,3220020151.0,Drop,2320060251.0,Drop,path_fly_mid_small_039,10.0,1220040151.0,Jump,3210010151.0,Drop,1220040151.0,Jump,3210010151.0,Drop,6,63,0,normal,path_grd_mid_special_065,2120010151.0,Dash,2120010151.0,Dash,2220020151.0,Drop,3220020151.0,Drop,path_grd_mid_small_075,6.0,2220020151.0,Jump,3220020151.0,Jump,2220020151.0,Jump,3220020151.0,Jump,path_fly_mid_elite1_802,7.0,1220040151.0,Drop,2220020151.0,Drop,3210010151.0,Drop,1310010251.0,Drop,8.0,path_grd_mid_small_012,12.0,2220020151.0,Drop,2220020151.0,Drop,2220020151.0,Drop,2320060251.0,Drop
