stage_id,group_id,spot_mod,battle_time,monster_count,use_intro_scene,wave_repeat,point_data,point_data_fly,background_name,theme,theme_time,stage_info_bg,target_list/0,wave_data/0/wave_path,wave_data/0/wave_monster_list/0/wave_monster_id,wave_data/0/wave_monster_list/0/spawn_type,wave_data/0/wave_monster_list/1/wave_monster_id,wave_data/0/wave_monster_list/1/spawn_type,wave_data/0/wave_monster_list/2/wave_monster_id,wave_data/0/wave_monster_list/2/spawn_type,wave_data/0/wave_monster_list/3/wave_monster_id,wave_data/0/wave_monster_list/3/spawn_type,wave_data/1/wave_path,wave_data/1/private_monster_count,wave_data/1/wave_monster_list/0/wave_monster_id,wave_data/1/wave_monster_list/0/spawn_type,wave_data/1/wave_monster_list/1/wave_monster_id,wave_data/1/wave_monster_list/1/spawn_type,wave_data/1/wave_monster_list/2/wave_monster_id,wave_data/1/wave_monster_list/2/spawn_type,wave_data/1/wave_monster_list/3/wave_monster_id,wave_data/1/wave_monster_list/3/spawn_type,wave_data/2/wave_path,wave_data/2/private_monster_count,wave_data/2/wave_monster_list/0/wave_monster_id,wave_data/2/wave_monster_list/0/spawn_type,wave_data/2/wave_monster_list/1/wave_monster_id,wave_data/2/wave_monster_list/1/spawn_type,wave_data/2/wave_monster_list/2/wave_monster_id,wave_data/2/wave_monster_list/2/spawn_type,wave_data/2/wave_monster_list/3/wave_monster_id,wave_data/2/wave_monster_list/3/spawn_type,wave_data/3/wave_path,wave_data/3/private_monster_count,wave_data/3/wave_monster_list/0/wave_monster_id,wave_data/3/wave_monster_list/0/spawn_type,wave_data/3/wave_monster_list/1/wave_monster_id,wave_data/3/wave_monster_list/1/spawn_type,wave_data/3/wave_monster_list/2/wave_monster_id,wave_data/3/wave_monster_list/2/spawn_type,wave_data/3/wave_monster_list/3/wave_monster_id,wave_data/3/wave_monster_list/3/spawn_type,wave_data/4/wave_path,wave_data/4/private_monster_count,wave_data/4/wave_monster_list/0/wave_monster_id,wave_data/4/wave_monster_list/0/spawn_type,wave_data/4/wave_monster_list/1/wave_monster_id,wave_data/4/wave_monster_list/1/spawn_type,wave_data/4/wave_monster_list/2/wave_monster_id,wave_data/4/wave_monster_list/2/spawn_type,wave_data/4/wave_monster_list/3/wave_monster_id,wave_data/4/wave_monster_list/3/spawn_type,close_monster_count,mid_monster_count,far_monster_count,mod_value,wave_data/5/wave_path,wave_data/5/private_monster_count,wave_data/5/wave_monster_list/0/wave_monster_id,wave_data/5/wave_monster_list/0/spawn_type,wave_data/5/wave_monster_list/1/wave_monster_id,wave_data/5/wave_monster_list/1/spawn_type,wave_data/5/wave_monster_list/2/wave_monster_id,wave_data/5/wave_monster_list/2/spawn_type,wave_data/5/wave_monster_list/3/wave_monster_id,wave_data/5/wave_monster_list/3/spawn_type,wave_data/6/wave_path,wave_data/6/private_monster_count,wave_data/6/wave_monster_list/0/wave_monster_id,wave_data/6/wave_monster_list/0/spawn_type,wave_data/6/wave_monster_list/1/wave_monster_id,wave_data/6/wave_monster_list/1/spawn_type,wave_data/6/wave_monster_list/2/wave_monster_id,wave_data/6/wave_monster_list/2/spawn_type,wave_data/6/wave_monster_list/3/wave_monster_id,wave_data/6/wave_monster_list/3/spawn_type,wave_data/7/wave_path,wave_data/7/wave_monster_list/0/wave_monster_id,wave_data/7/wave_monster_list/0/spawn_type,wave_data/7/wave_monster_list/1/wave_monster_id,wave_data/7/wave_monster_list/1/spawn_type,wave_data/7/wave_monster_list/2/wave_monster_id,wave_data/7/wave_monster_list/2/spawn_type,wave_data/7/wave_monster_list/3/wave_monster_id,wave_data/7/wave_monster_list/3/spawn_type,wave_data/8/wave_path,wave_data/8/private_monster_count,wave_data/8/wave_monster_list/0/wave_monster_id,wave_data/8/wave_monster_list/0/spawn_type,wave_data/8/wave_monster_list/1/wave_monster_id,wave_data/8/wave_monster_list/1/spawn_type,wave_data/8/wave_monster_list/2/wave_monster_id,wave_data/8/wave_monster_list/2/spawn_type,wave_data/8/wave_monster_list/3/wave_monster_id,wave_data/8/wave_monster_list/3/spawn_type,wave_data/7/private_monster_count
6230671,wave_tower_missilis_008,Campaign,90,5,True,False,point_grd_tower_001,point_fly_tower_001,sbg_tower_001,Tower,Missilis,ibg_tower_001,2320060121.0,path_grd_mid_small_049,3220050121,Drop,3220050121.0,Drop,3220050121.0,Drop,3220050121.0,Drop,path_fly_mid_special_016,7.0,2210020121.0,Jump,2110010121.0,Jump,2110010121.0,Jump,1310010221.0,Jump,path_grd_close_small_051,6.0,1220040121.0,Dash,1220040121.0,Dash,1220040121.0,Dash,1220040121.0,Dash,path_fly_mid_small_050,0.0,1210020121.0,Jump,1210040121.0,Jump,1210020121.0,Dash,1210040121.0,Drop,path_grd_close_elite1_801,7.0,3220030121.0,Jump,3220030121.0,Jump,3220030121.0,Dash,2320060121.0,Drop,21,27,0,,path_grd_close_small_001,,3220040121.0,Jump,3220040121.0,Jump,3220040121.0,Jump,3220040121.0,Jump,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6230672,wave_tower_missilis_008,Campaign,90,5,True,False,point_grd_tower_003,point_fly_tower_003,sbg_tower_003,Tower,Missilis,ibg_tower_001,2320010121.0,path_grd_mid_small_002,3220040121,Dash,3220040121.0,Dash,3220040121.0,Dash,3220040121.0,Dash,path_fly_mid_small_050,,3210010121.0,Dash,3210010121.0,Dash,3210010121.0,Dash,3210030121.0,Dash,path_grd_mid_elite1_802,8.0,3220040121.0,Drop,3220040121.0,Drop,3220060121.0,Drop,2320010221.0,Drop,path_grd_mid_elite2_808,0.0,3220040121.0,Dash,3220060121.0,Dash,1320030221.0,Drop,2320010121.0,Drop,path_fly_mid_small_050,10.0,3210010121.0,Dash,3210010121.0,Dash,3210010121.0,Dash,3210030121.0,Dash,0,42,0,,path_grd_mid_small_043,7.0,3220040121.0,Drop,3220060121.0,Drop,3220040121.0,Drop,3220060121.0,Drop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6230673,wave_tower_missilis_008,Campaign,90,7,True,False,point_grd_tower_005,point_fly_tower_005,sbg_tower_005,Tower,Missilis,ibg_tower_001,3310040121.0,path_grd_mid_small_049,1220020121,Dash,1220020121.0,Dash,1220020121.0,Dash,1220020121.0,Dash,path_fly_mid_elite1_802,,1210020121.0,Drop,1210020121.0,Drop,3210030121.0,Drop,3310040221.0,Drop,path_grd_mid_small_046,10.0,1220020121.0,Drop,1220020121.0,Drop,1220020121.0,Drop,1220020121.0,Drop,path_grd_mid_small_034,0.0,1220020121.0,Jump,1220020121.0,Jump,1220020121.0,Jump,1320030221.0,Drop,path_fly_far_elite1_803,7.0,1210020121.0,Drop,1210020121.0,Drop,1210010121.0,Drop,3310040121.0,Drop,0,33,9,,path_grd_mid_small_008,,1220020121.0,Dash,1220020121.0,Dash,1220020121.0,Dash,1220020121.0,Dash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6230674,wave_tower_missilis_008,Campaign,90,7,True,False,point_grd_tower_002,point_fly_tower_002,sbg_tower_002,Tower,Missilis,ibg_tower_001,2310020121.0,path_fly_mid_small_021,2210010121,Drop,2210010121.0,Drop,2210010121.0,Drop,2210010121.0,Drop,path_grd_mid_small_043,,2220030121.0,Dash,2220030121.0,Dash,2220030121.0,Dash,2220030121.0,Dash,path_fly_mid_elite2_808,5.0,2210010121.0,Dash,2210010121.0,Dash,3310020221.0,Drop,3310020221.0,Drop,path_fly_mid_small_036,10.0,2210010121.0,Dash,2210010121.0,Dash,2210040121.0,Dash,2210040121.0,Dash,path_fly_mid_elite2_805,0.0,2210010121.0,Dash,2210010121.0,Dash,3310020221.0,Drop,2310020121.0,Drop,0,48,0,,path_fly_mid_small_005,8.0,2210040121.0,Dash,2210010121.0,Dash,2210010121.0,Dash,2210040121.0,Dash,path_grd_mid_small_040,6.0,2220030121.0,Dash,2220030121.0,Dash,2220030121.0,Dash,2220030121.0,Dash,,,,,,,,,,,,,,,,,,,,
6230675,wave_tower_missilis_008,Campaign,90,7,True,False,point_grd_tower_001,point_fly_tower_001,sbg_tower_001,Tower,Missilis,ibg_tower_001,2310060121.0,path_fly_mid_small_042,1210020121,Dash,1210020121.0,Dash,3210030121.0,Dash,1210020121.0,Dash,path_grd_mid_small_049,4.0,1220050121.0,Drop,1220050121.0,Drop,1220050121.0,Drop,1220050121.0,Drop,path_fly_mid_small_027,10.0,1210050121.0,Jump,3210030121.0,Jump,1210050121.0,Jump,2310060221.0,Drop,path_grd_close_elite2_804,,3220050121.0,Jump,3220050121.0,Jump,3220040121.0,Drop,1220050121.0,Drop,path_grd_mid_elite1_802,0.0,3220050121.0,Dash,3220050121.0,Dash,1220050121.0,Drop,2320020221.0,Drop,21,42,0,,path_fly_mid_elite1_802,,1210050121.0,Drop,3210040121.0,Drop,3210030121.0,Drop,2310060121.0,Drop,path_grd_close_small_014,8.0,1220050121.0,Drop,3220050121.0,Drop,1220050121.0,Drop,2320020221.0,Drop,path_fly_mid_small_027,1210020121.0,Dash,1210050121.0,Drop,1210020121.0,Dash,1210050121.0,Drop,path_fly_close_small_038,,3210040121.0,Drop,3210030121.0,Dash,3210040121.0,Drop,3210030121.0,Dash,10.0
6230676,wave_tower_missilis_008,BaseDefense,60,6,True,True,point_grd_tower_003_midclear,point_fly_tower_003,sbg_tower_003_midclear,Tower,Missilis,ibg_tower_basedefense_001,,path_grd_close_small_051,3220040121,Dash,3220040121.0,Dash,3220040121.0,Dash,3220040121.0,Dash,path_grd_mid_small_070,,2220020121.0,Jump,2220020121.0,Jump,2220020121.0,Jump,2220050121.0,Drop,path_grd_mid_small_011,,2220020121.0,Jump,2220020121.0,Jump,2220020121.0,Jump,2220020121.0,Jump,path_grd_mid_elite1_802,2.0,2220020121.0,Dash,2220020121.0,Dash,3220040121.0,Drop,2320020221.0,Drop,path_grd_mid_small_043,10.0,3220040121.0,Jump,3220040121.0,Jump,1120010121.0,Jump,3320010221.0,Jump,6,57,0,normal,path_grd_mid_special_065,,1120010121.0,Jump,1120010121.0,Jump,3220040121.0,Drop,3220020121.0,Drop,path_grd_mid_small_075,4.0,2220020121.0,Dash,2220020121.0,Dash,2220020121.0,Dash,2220020121.0,Dash,path_grd_mid_elite1_802,3220040121.0,Jump,3220040121.0,Jump,3220020121.0,Drop,2320020221.0,Drop,,,,,,,,,,,7.0
6230677,wave_tower_missilis_008,Campaign,90,7,True,False,point_grd_tower_004,point_fly_tower_004,sbg_tower_004,Tower,Missilis,ibg_tower_001,1310020121.0,path_fly_mid_small_018,2210010121,Drop,2210010121.0,Drop,2210010121.0,Drop,2210010121.0,Drop,path_fly_mid_elite1_802,5.0,2210010121.0,Dash,2210010121.0,Dash,3210040121.0,Dash,1310020221.0,Dash,path_fly_mid_small_027,8.0,3210050121.0,Dash,2210010121.0,Dash,2210010121.0,Dash,2210010121.0,Dash,path_fly_mid_small_036,0.0,2210010121.0,Drop,3210040121.0,Drop,3210050121.0,Drop,2210010121.0,Drop,path_fly_mid_elite1_802,7.0,2210010121.0,Dash,2210010121.0,Dash,3210040121.0,Drop,1310020121.0,Drop,0,42,0,,path_fly_mid_small_024,,3210040121.0,Drop,2210010121.0,Drop,3210050121.0,Drop,2210010121.0,Drop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6230678,wave_tower_missilis_008,Campaign,90,7,True,False,point_grd_tower_003,point_fly_tower_003,sbg_tower_003,Tower,Missilis,ibg_tower_001,1310030121.0,path_fly_mid_small_039,1210020121,Dash,1210020121.0,Dash,1210020121.0,Dash,1210020121.0,Dash,path_fly_mid_elite2_808,5.0,1210020121.0,Dash,1210030121.0,Dash,1310030221.0,Drop,1310030221.0,Drop,path_fly_mid_small_039,10.0,1210020121.0,Dash,1210020121.0,Dash,1210020121.0,Dash,1210020121.0,Dash,path_fly_mid_elite3_811,0.0,1210020121.0,Dash,1310030221.0,Drop,1310030221.0,Drop,1310030121.0,Drop,path_fly_mid_small_008,8.0,1210020121.0,Dash,1210020121.0,Dash,1210030121.0,Dash,1210030121.0,Dash,0,42,0,,path_fly_mid_small_005,10.0,1210020121.0,Dash,1210020121.0,Dash,1210030121.0,Dash,1210030121.0,Dash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6230679,wave_tower_missilis_008,Campaign,90,7,True,False,point_grd_tower_005,point_fly_tower_005,sbg_tower_005,Tower,Missilis,ibg_tower_001,2310040121.0,path_fly_mid_small_050,3210020121,Jump,3210020121.0,Jump,3210020121.0,Jump,1210040121.0,Normal,path_grd_mid_elite1_802,5.0,1220020121.0,Dash,2220010121.0,Drop,1220020121.0,Dash,3320080221.0,Drop,path_fly_mid_small_050,10.0,3210020121.0,Drop,2310040221.0,Drop,3210020121.0,Drop,1210040121.0,Dash,path_grd_mid_small_043,,2220010121.0,Dash,2220010121.0,Dash,1220020121.0,Dash,1220020121.0,Dash,path_grd_mid_small_034,0.0,3320080221.0,Drop,2220010121.0,Dash,2220010121.0,Dash,2220050121.0,Normal,0,54,0,,path_fly_mid_elite2_808,,3210020121.0,Dash,3210020121.0,Dash,2310040221.0,Drop,2310040121.0,Drop,path_fly_mid_small_050,,3210020121.0,Drop,3210020121.0,Drop,3210020121.0,Drop,1210040121.0,Dash,path_grd_mid_small_011,2220010121.0,Dash,2220010121.0,Dash,1220020121.0,Dash,1220020121.0,Dash,,,,,,,,,,,8.0
6230680,wave_tower_missilis_008,Campaign,180,7,False,False,point_grd_tower_003,point_fly_tower_003,sbg_tower_003_midclear,Tower,Missilis,ibg_tower_001,4420020121.0,path_grd_mid_centurion_902,4420020121,Normal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6230681,wave_tower_missilis_008,Campaign,90,5,True,False,point_grd_tower_001,point_fly_tower_001,sbg_tower_001,Tower,Missilis,ibg_tower_001,1320010131.0,path_fly_mid_small_042,3210020131,Drop,3210020131.0,Drop,3210020131.0,Drop,1210050131.0,Drop,path_grd_far_elite1_803,,1220030131.0,Dash,1220030131.0,Dash,2220040131.0,Drop,3320020231.0,Drop,path_grd_mid_small_008,8.0,3220070131.0,Drop,1220060131.0,Drop,1220060131.0,Drop,3220070131.0,Drop,path_grd_far_elite1_803,0.0,1220060131.0,Dash,1220060131.0,Dash,2220040131.0,Drop,1320010131.0,Drop,path_fly_mid_small_036,10.0,3210020131.0,Drop,3210020131.0,Drop,1210050131.0,Drop,1210050131.0,Drop,0,18,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6230682,wave_tower_missilis_008,Campaign,90,7,True,False,point_grd_tower_002,point_fly_tower_002,sbg_tower_002,Tower,Missilis,ibg_tower_001,2320060131.0,path_grd_mid_small_070,1220010131,Jump,1220010131.0,Jump,1220010131.0,Jump,2220050131.0,Dash,path_grd_mid_elite1_802,,1220010131.0,Dash,3220020131.0,Dash,2220050131.0,Drop,2320060231.0,Drop,path_grd_mid_small_012,,1220010131.0,Dash,3220020131.0,Dash,1220010131.0,Dash,3220020131.0,Dash,path_grd_mid_elite1_802,0.0,1220010131.0,Dash,3220020131.0,Dash,2220050131.0,Drop,2320060131.0,Drop,path_grd_mid_small_070,,1220010131.0,Drop,1220010131.0,Drop,3220020131.0,Drop,2220050131.0,Dash,0,42,0,,path_grd_mid_small_070,,1220010131.0,Drop,1220010131.0,Drop,3220020131.0,Drop,2220050131.0,Dash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6230683,wave_tower_missilis_008,Campaign,90,7,True,False,point_grd_tower_003,point_fly_tower_003,sbg_tower_003,Tower,Missilis,ibg_tower_001,3310020131.0,path_grd_mid_small_002,1220010131,Dash,1220010131.0,Dash,1220010131.0,Dash,1220010131.0,Dash,path_fly_mid_elite2_808,5.0,2210020131.0,Dash,1210010131.0,Dash,3310020231.0,Drop,3310020231.0,Drop,path_grd_mid_small_043,10.0,1220010131.0,Dash,1220010131.0,Dash,1220010131.0,Dash,1220010131.0,Dash,path_fly_mid_elite3_811,0.0,2210020131.0,Dash,3310020231.0,Drop,3310020231.0,Drop,3310020131.0,Drop,path_grd_mid_small_052,10.0,1220010131.0,Jump,1220010131.0,Jump,1220010131.0,Drop,1220010131.0,Drop,0,42,0,,path_fly_mid_small_002,,2210020131.0,Dash,2210020131.0,Dash,1210010131.0,Dash,1210010131.0,Dash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6230684,wave_tower_missilis_008,Defense,90,7,True,True,point_grd_tower_002_rightclear,point_fly_tower_002_rightclear,sbg_tower_002_rightclear,Tower,Missilis,ibg_tower_defense_001,,path_grd_mid_small_043,3220050131,Drop,3220050131.0,Drop,3220050131.0,Drop,3220050131.0,Drop,path_fly_far_small_040,8.0,2210020131.0,Dash,2210040131.0,Dash,2210020131.0,Dash,2210040131.0,Dash,path_grd_close_small_013,10.0,2220010131.0,Jump,2220010131.0,Jump,2220010131.0,Jump,2220010131.0,Jump,path_fly_mid_elite1_802,3.0,2210020131.0,Drop,2210020131.0,Drop,2210040131.0,Jump,2310020231.0,Jump,path_grd_mid_small_043,12.0,2220010131.0,Dash,2220010131.0,Dash,3220050131.0,Dash,3220050131.0,Dash,6,48,6,20,path_fly_mid_small_030,10.0,2210020131.0,Drop,2210040131.0,Drop,2210020131.0,Drop,2210040131.0,Drop,path_grd_mid_small_075,10.0,3220050131.0,Jump,3220050131.0,Jump,3220050131.0,Jump,3220050131.0,Jump,path_fly_mid_elite1_802,2210020131.0,Jump,2210020131.0,Jump,2210040131.0,Drop,1310020231.0,Drop,path_grd_mid_small_012,15.0,3220050131.0,Drop,3220050131.0,Drop,3220050131.0,Drop,2320010231.0,Normal,
6230685,wave_tower_missilis_008,Campaign,90,7,True,False,point_grd_tower_004,point_fly_tower_004,sbg_tower_004,Tower,Missilis,ibg_tower_001,1310020131.0,path_grd_mid_small_034,2220010131,Drop,2220010131.0,Drop,2220010131.0,Drop,2220050131.0,Drop,path_grd_mid_elite3_811,3.0,3220040131.0,Dash,2320030231.0,Dash,2320030231.0,Drop,2320030231.0,Drop,path_fly_mid_small_005,12.0,1210050131.0,Drop,1210040131.0,Drop,1210050131.0,Drop,1210040131.0,Drop,path_fly_mid_small_008,10.0,2210010131.0,Dash,1210050131.0,Drop,2210010131.0,Dash,1210050131.0,Drop,path_grd_mid_special_025,0.0,3220040131.0,Dash,2220010131.0,Dash,3220050131.0,Dash,2320030231.0,Dash,0,69,0,,path_fly_mid_elite2_808,10.0,3210010131.0,Dash,1210050131.0,Drop,1310030231.0,Drop,1310020131.0,Drop,path_grd_mid_small_073,8.0,2220010131.0,Dash,2220010131.0,Dash,3220020131.0,Dash,2320030231.0,Dash,path_fly_mid_small_021,3210010131.0,Dash,1210050131.0,Drop,3210010131.0,Dash,1210050131.0,Drop,path_fly_mid_small_002,,3210040131.0,Drop,1210050131.0,Drop,3210040131.0,Drop,1210050131.0,Drop,
6230686,wave_tower_missilis_008,Campaign,90,7,True,False,point_grd_tower_005,point_fly_tower_005,sbg_tower_005,Tower,Missilis,ibg_tower_001,2320020131.0,path_grd_mid_small_068,1220060131,Dash,1220060131.0,Dash,1220060131.0,Dash,2320020231.0,Drop,path_grd_mid_small_008,,1220050131.0,Drop,1220060131.0,Drop,1220060131.0,Drop,1220050131.0,Drop,path_grd_mid_small_061,,1220060131.0,Drop,1220050131.0,Drop,1220060131.0,Drop,1220050131.0,Drop,path_grd_close_elite1_801,0.0,1220060131.0,Drop,1220050131.0,Drop,1220060131.0,Drop,2320020131.0,Drop,path_grd_mid_small_037,6.0,1220050131.0,Drop,1220060131.0,Drop,1220050131.0,Drop,1220060131.0,Drop,9,30,0,,path_grd_mid_small_040,5.0,1220060131.0,Drop,1220060131.0,Drop,1220050131.0,Drop,1220050131.0,Drop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6230687,wave_tower_missilis_008,Campaign,90,7,True,False,point_grd_tower_002,point_fly_tower_002,sbg_tower_002,Tower,Missilis,ibg_tower_001,1320030131.0,path_fly_mid_small_018,1210030131,Dash,1210030131.0,Dash,1210030131.0,Dash,1210030131.0,Dash,path_grd_mid_elite2_805,5.0,2220010131.0,Dash,2120010131.0,Dash,3320010231.0,Dash,1320030231.0,Drop,path_fly_mid_special_016,10.0,1210030131.0,Dash,2110010131.0,Dash,1210030131.0,Dash,3210030131.0,Dash,path_grd_mid_elite2_808,0.0,2220010131.0,Dash,2220010131.0,Dash,3320010231.0,Drop,1320030131.0,Drop,path_fly_close_special_046,10.0,1210030131.0,Dash,2110010131.0,Dash,1210030131.0,Dash,3210030131.0,Dash,15,54,0,,path_grd_mid_elite2_805,,2220010131.0,Dash,2120010131.0,Dash,2220010131.0,Dash,2220010131.0,Dash,path_fly_mid_small_002,8.0,1210030131.0,Dash,1210030131.0,Dash,1210030131.0,Dash,1210030131.0,Dash,,,,,,,,,,,,,,,,,,,,
6230688,wave_tower_missilis_008,Campaign,90,7,True,False,point_grd_tower_003,point_fly_tower_003,sbg_tower_003,Tower,Missilis,ibg_tower_001,3320020131.0,path_grd_mid_small_005,2220020131,Dash,2220020131.0,Dash,2220020131.0,Dash,2220020131.0,Dash,path_grd_mid_elite2_808,,2220020131.0,Dash,2220020131.0,Dash,3320050231.0,Drop,3320020231.0,Drop,path_grd_mid_small_043,8.0,2220020131.0,Dash,3220070131.0,Dash,2220020131.0,Dash,3220070131.0,Dash,path_grd_mid_small_011,,2220020131.0,Drop,2220020131.0,Drop,2220020131.0,Drop,2220020131.0,Drop,path_grd_mid_elite2_808,0.0,2220020131.0,Dash,2220020131.0,Dash,3320050231.0,Drop,3320020131.0,Drop,0,57,0,,path_grd_mid_small_043,10.0,2220020131.0,Dash,3220070131.0,Dash,2220020131.0,Dash,3220070131.0,Dash,path_grd_mid_elite1_802,,2220020131.0,Dash,3220070131.0,Dash,2220020131.0,Dash,2320020231.0,Drop,path_grd_mid_small_012,3220070131.0,Drop,3220070131.0,Drop,2220020131.0,Drop,2220020131.0,Drop,,,,,,,,,,,
6230689,wave_tower_missilis_008,BaseDefense,60,7,True,True,point_grd_tower_003_midclear,point_fly_tower_003,sbg_tower_003_midclear,Tower,Missilis,ibg_tower_basedefense_001,,path_grd_mid_elite2_805,2220010131,Jump,2220010131.0,Jump,1320060231.0,Drop,1320060231.0,Drop,path_grd_far_small_038,5.0,1220060131.0,Jump,1220060131.0,Jump,1220060131.0,Jump,2220040131.0,Jump,path_grd_mid_special_025,6.0,1220060131.0,Jump,1220060131.0,Jump,2220010131.0,Drop,2220010131.0,Drop,path_fly_mid_elite1_802,3.0,2220010131.0,Drop,2220010131.0,Drop,3210030131.0,Drop,1310040231.0,Drop,path_grd_mid_elite1_802,10.0,2220010131.0,Jump,2220040131.0,Jump,1320060231.0,Drop,1320060131.0,Drop,0,57,12,normal,path_grd_far_small_044,,1220060131.0,Jump,1220060131.0,Jump,1220060131.0,Jump,1220060131.0,Jump,path_grd_mid_small_075,8.0,2220010131.0,Jump,2220040131.0,Jump,2220010131.0,Jump,2220040131.0,Jump,path_grd_mid_elite1_802,1220060131.0,Jump,1220060131.0,Jump,1320060231.0,Drop,2220040131.0,Drop,,,,,,,,,,,
6230690,wave_tower_missilis_008,Campaign,180,6,False,False,point_grd_tower_003,point_fly_tower_003,sbg_tower_003_midclear,Tower,Missilis,ibg_tower_001,1420040231.0,path_grd_mid_centurion_902,1420040231,Normal,,,,,,,path_fly_mid_small_002,,3210010131.0,Jump,3210010131.0,Jump,3210010131.0,Jump,3210030131.0,Dash,path_fly_mid_special_016,4.0,2110010131.0,Drop,2110010131.0,Drop,3110010131.0,Drop,2210010131.0,Drop,path_grd_mid_small_049,4.0,2220020131.0,Dash,3220020131.0,Dash,2220020131.0,Dash,3320030231.0,Drop,path_grd_mid_small_076,,1220010131.0,Jump,1220010131.0,Jump,1220010131.0,Jump,2220040131.0,Jump,6,40,0,,path_grd_close_small_001,8.0,2120010131.0,Normal,2120010131.0,Normal,1220010131.0,Normal,1220010131.0,Normal,path_fly_mid_small_024,,1210030131.0,Dash,1210030131.0,Dash,3110010131.0,Dash,1310030231.0,Dash,,,,,,,,,,,,,,,,,,,,
6230691,wave_tower_missilis_008,Campaign,90,5,True,False,point_grd_tower_001,point_fly_tower_001,sbg_tower_001,Tower,Missilis,ibg_tower_001,2310040151.0,path_fly_mid_small_018,3210020151,Jump,3210020151.0,Jump,3210020151.0,Jump,3210020151.0,Jump,path_grd_mid_elite1_802,,3220050151.0,Drop,3220050151.0,Drop,2220050151.0,Drop,2320030251.0,Drop,path_grd_mid_small_070,,2220010151.0,Drop,2220010151.0,Drop,3220020151.0,Drop,2220010151.0,Drop,path_fly_mid_small_033,7.0,3210020151.0,Drop,3210020151.0,Drop,3210020151.0,Drop,3210040151.0,Drop,path_fly_mid_elite1_802,0.0,2210010151.0,Dash,2210010151.0,Dash,1210040151.0,Drop,2310040151.0,Drop,0,45,0,,path_grd_mid_elite1_802,8.0,2120010151.0,Drop,2220010151.0,Drop,3220020151.0,Drop,2220050151.0,Drop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6230692,wave_tower_missilis_008,Campaign,90,5,True,False,point_grd_tower_002,point_fly_tower_002,sbg_tower_002,Tower,Missilis,ibg_tower_001,2310020151.0,path_grd_mid_small_002,1220060151,Dash,1220060151.0,Dash,1220060151.0,Dash,1220060151.0,Dash,path_fly_mid_elite1_802,,2210020151.0,Dash,2210020151.0,Dash,1210050151.0,Drop,2310020251.0,Drop,path_fly_mid_small_039,7.0,2210020151.0,Drop,2210020151.0,Drop,2210020151.0,Drop,2210020151.0,Drop,path_fly_mid_small_039,0.0,2210020151.0,Drop,2210020151.0,Drop,1210050151.0,Drop,1210050151.0,Drop,path_fly_mid_elite1_802,8.0,2210020151.0,Dash,2210020151.0,Dash,1210050151.0,Drop,2310020151.0,Drop,0,42,0,,path_grd_mid_small_043,8.0,1220060151.0,Dash,1220060151.0,Dash,1220060151.0,Dash,1220060151.0,Dash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6230693,wave_tower_missilis_008,BaseDefense,60,6,True,True,point_grd_tower_003_midclear,point_fly_tower_003,sbg_tower_003_midclear,Tower,Missilis,ibg_tower_basedefense_001,,path_fly_mid_small_050,3220050151,Drop,3220050151.0,Drop,3220050151.0,Drop,3210030151.0,Normal,path_grd_mid_small_040,,3220050151.0,Drop,3220050151.0,Drop,1220050151.0,Drop,3220080151.0,Drop,path_grd_mid_small_037,,3220050151.0,Drop,1220050151.0,Drop,3220050151.0,Drop,3220080151.0,Drop,path_grd_mid_elite2_808,2.0,3220050151.0,Drop,3220050151.0,Drop,3320070251.0,Drop,1320030251.0,Drop,path_grd_mid_small_043,8.0,3220050151.0,Drop,3220050151.0,Drop,3220050151.0,Drop,3220080151.0,Drop,0,60,0,normal,path_fly_mid_small_050,,3210040151.0,Dash,3220050151.0,Drop,3220050151.0,Drop,3210030151.0,Normal,path_grd_mid_small_075,4.0,3220050151.0,Drop,1220050151.0,Drop,3220050151.0,Drop,3220050151.0,Drop,path_fly_mid_small_050,3220050151.0,Drop,3220080151.0,Drop,3220050151.0,Drop,3210030151.0,Normal,path_grd_mid_elite2_808,10.0,1220050151.0,Drop,3220050151.0,Drop,3320070251.0,Drop,1320030251.0,Drop,7.0
