stage_id,group_id,spot_mod,battle_time,monster_count,use_intro_scene,wave_repeat,point_data,point_data_fly,background_name,theme,theme_time,stage_info_bg,target_list/0,wave_data/0/wave_path,wave_data/0/wave_monster_list/0/wave_monster_id,wave_data/0/wave_monster_list/0/spawn_type,wave_data/0/wave_monster_list/1/wave_monster_id,wave_data/0/wave_monster_list/1/spawn_type,wave_data/0/wave_monster_list/2/wave_monster_id,wave_data/0/wave_monster_list/2/spawn_type,wave_data/0/wave_monster_list/3/wave_monster_id,wave_data/0/wave_monster_list/3/spawn_type,wave_data/1/wave_path,wave_data/1/private_monster_count,wave_data/1/wave_monster_list/0/wave_monster_id,wave_data/1/wave_monster_list/0/spawn_type,wave_data/1/wave_monster_list/1/wave_monster_id,wave_data/1/wave_monster_list/1/spawn_type,wave_data/1/wave_monster_list/2/wave_monster_id,wave_data/1/wave_monster_list/2/spawn_type,wave_data/1/wave_monster_list/3/wave_monster_id,wave_data/1/wave_monster_list/3/spawn_type,wave_data/2/wave_path,wave_data/2/wave_monster_list/0/wave_monster_id,wave_data/2/wave_monster_list/0/spawn_type,wave_data/2/wave_monster_list/1/wave_monster_id,wave_data/2/wave_monster_list/1/spawn_type,wave_data/2/wave_monster_list/2/wave_monster_id,wave_data/2/wave_monster_list/2/spawn_type,wave_data/2/wave_monster_list/3/wave_monster_id,wave_data/2/wave_monster_list/3/spawn_type,wave_data/3/wave_path,wave_data/3/private_monster_count,wave_data/3/wave_monster_list/0/wave_monster_id,wave_data/3/wave_monster_list/0/spawn_type,wave_data/3/wave_monster_list/1/wave_monster_id,wave_data/3/wave_monster_list/1/spawn_type,wave_data/3/wave_monster_list/2/wave_monster_id,wave_data/3/wave_monster_list/2/spawn_type,wave_data/3/wave_monster_list/3/wave_monster_id,wave_data/3/wave_monster_list/3/spawn_type,wave_data/4/wave_path,wave_data/4/wave_monster_list/0/wave_monster_id,wave_data/4/wave_monster_list/0/spawn_type,wave_data/4/wave_monster_list/1/wave_monster_id,wave_data/4/wave_monster_list/1/spawn_type,wave_data/4/wave_monster_list/2/wave_monster_id,wave_data/4/wave_monster_list/2/spawn_type,wave_data/4/wave_monster_list/3/wave_monster_id,wave_data/4/wave_monster_list/3/spawn_type,wave_data/5/wave_path,wave_data/5/wave_monster_list/0/wave_monster_id,wave_data/5/wave_monster_list/0/spawn_type,wave_data/5/wave_monster_list/1/wave_monster_id,wave_data/5/wave_monster_list/1/spawn_type,wave_data/5/wave_monster_list/2/wave_monster_id,wave_data/5/wave_monster_list/2/spawn_type,wave_data/5/wave_monster_list/3/wave_monster_id,wave_data/5/wave_monster_list/3/spawn_type,close_monster_count,mid_monster_count,far_monster_count,wave_data/2/private_monster_count,wave_data/5/private_monster_count,wave_data/4/private_monster_count,wave_data/6/wave_path,wave_data/6/wave_monster_list/0/wave_monster_id,wave_data/6/wave_monster_list/0/spawn_type,wave_data/6/wave_monster_list/1/wave_monster_id,wave_data/6/wave_monster_list/1/spawn_type,wave_data/6/wave_monster_list/2/wave_monster_id,wave_data/6/wave_monster_list/2/spawn_type,wave_data/6/wave_monster_list/3/wave_monster_id,wave_data/6/wave_monster_list/3/spawn_type,mod_value,wave_data/6/private_monster_count,wave_data/7/wave_path,wave_data/7/wave_monster_list/0/wave_monster_id,wave_data/7/wave_monster_list/0/spawn_type,wave_data/7/wave_monster_list/1/wave_monster_id,wave_data/7/wave_monster_list/1/spawn_type,wave_data/7/wave_monster_list/2/wave_monster_id,wave_data/7/wave_monster_list/2/spawn_type,wave_data/7/wave_monster_list/3/wave_monster_id,wave_data/7/wave_monster_list/3/spawn_type,wave_data/8/wave_path,wave_data/8/private_monster_count,wave_data/8/wave_monster_list/0/wave_monster_id,wave_data/8/wave_monster_list/0/spawn_type,wave_data/8/wave_monster_list/1/wave_monster_id,wave_data/8/wave_monster_list/1/spawn_type,wave_data/8/wave_monster_list/2/wave_monster_id,wave_data/8/wave_monster_list/2/spawn_type,wave_data/8/wave_monster_list/3/wave_monster_id,wave_data/8/wave_monster_list/3/spawn_type,wave_data/7/private_monster_count,wave_data/9/wave_path,wave_data/9/private_monster_count,wave_data/9/wave_monster_list/0/wave_monster_id,wave_data/9/wave_monster_list/0/spawn_type,wave_data/9/wave_monster_list/1/wave_monster_id,wave_data/9/wave_monster_list/1/spawn_type,wave_data/9/wave_monster_list/2/wave_monster_id,wave_data/9/wave_monster_list/2/spawn_type,wave_data/9/wave_monster_list/3/wave_monster_id,wave_data/9/wave_monster_list/3/spawn_type
6035032,wave_campaign_normal_016,Campaign,90,7,True,False,point_grd_swamplandjungle_003,point_fly_swamplandjungle_003,sbg_swamplandjungle_003,SwamplandJungle,Day,ibg_swamplandjungle_001,1320030141.0,path_fly_mid_small_018,1210030141,Dash,1210030141.0,Dash,1210030141.0,Dash,1210030141.0,Dash,path_grd_mid_elite2_805,5.0,2220010141.0,Dash,2120010141.0,Dash,3320010241.0,Dash,1320030241.0,Drop,path_fly_mid_special_016,1210030141.0,Dash,2110010141.0,Dash,1210030141.0,Dash,3210030141.0,Dash,path_grd_mid_elite2_808,0.0,2220010141.0,Dash,2220010141.0,Dash,3320010241.0,Drop,1320030141.0,Drop,path_fly_close_special_046,1210030141.0,Dash,2110010141.0,Dash,1210030141.0,Dash,3210030141.0,Dash,path_grd_mid_elite2_805,2220010141.0,Dash,2120010141.0,Dash,2220010141.0,Dash,2220010141.0,Dash,15,54,0,10.0,,10.0,path_fly_mid_small_002,1210030141.0,Dash,1210030141.0,Dash,1210030141.0,Dash,1210030141.0,Dash,,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6035033,wave_campaign_normal_016,Campaign,90,7,True,False,point_grd_swamplandjungle_005,point_fly_swamplandjungle_005,sbg_swamplandjungle_005,SwamplandJungle,Day,ibg_swamplandjungle_001,2310010141.0,path_grd_mid_small_043,3220050141,Dash,3220050141.0,Dash,3220060141.0,Dash,3220060141.0,Dash,path_fly_mid_small_033,,2210020141.0,Dash,2210020141.0,Dash,2210020141.0,Dash,2310060241.0,Drop,path_fly_mid_elite1_802,2210020141.0,Dash,2210020141.0,Dash,2210020141.0,Dash,2310010241.0,Drop,path_grd_mid_elite1_802,0.0,3220050141.0,Dash,3220050141.0,Dash,3220060141.0,Drop,2320070241.0,Drop,path_fly_mid_elite2_805,2210020141.0,Drop,2210020141.0,Drop,2310060241.0,Drop,2310010141.0,Drop,path_fly_mid_small_024,2210020141.0,Drop,2210020141.0,Dash,1210010141.0,Dash,1210010141.0,Dash,0,45,0,10.0,,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6035034,wave_campaign_normal_016,Campaign,90,7,True,False,point_grd_swamplandjungle_001,point_fly_swamplandjungle_001,sbg_swamplandjungle_001,SwamplandJungle,Day,ibg_swamplandjungle_001,3320060141.0,path_grd_mid_small_002,1220040141,Drop,2220070141.0,Drop,1220040141.0,Dash,2220070141.0,Dash,path_grd_close_elite2_804,,1220040141.0,Dash,1220040141.0,Dash,3320060241.0,Jump,3320060241.0,Jump,path_grd_close_small_042,2220070141.0,Dash,1220040141.0,Dash,2220070141.0,Dash,1220040141.0,Dash,path_fly_close_small_029,12.0,1210030141.0,Dash,1210030141.0,Dash,1210030141.0,Dash,1210030141.0,Dash,path_grd_mid_small_043,2220070141.0,Dash,1220040141.0,Dash,2220070141.0,Dash,1220040141.0,Dash,path_fly_mid_elite2_808,1210030141.0,Dash,2210050141.0,Dash,3310020241.0,Dash,3310020241.0,Dash,33,42,0,10.0,0.0,5.0,path_grd_mid_special_065,1220040141.0,Jump,1120010141.0,Jump,2220070141.0,Drop,3320060141.0,Drop,,5.0,path_grd_close_small_042,1220040141.0,Dash,1220040141.0,Dash,2220070141.0,Dash,2220070141.0,Dash,path_grd_mid_small_043,4.0,2220070141.0,Dash,2220070141.0,Dash,1220040141.0,Dash,1220040141.0,Dash,6.0,path_grd_close_small_048,2.0,2220070141.0,Drop,1220040141.0,Drop,1220040141.0,Drop,1220040141.0,Drop
6035035,wave_campaign_normal_016,Defense,90,8,True,True,point_grd_swamplandjungle_004_rightclear,point_fly_swamplandjungle_004_rightclear,sbg_swamplandjungle_004_rightclear,SwamplandJungle,Day,ibg_swamplandjungle_defense_001,,path_fly_mid_elite1_802,2210020141,Dash,2210020141.0,Dash,2210020141.0,Dash,2310060241.0,Dash,path_fly_mid_small_005,10.0,1210020141.0,Normal,1210020141.0,Normal,1210020141.0,Dash,1210020141.0,Normal,path_grd_mid_small_043,3220050141.0,Dash,3220050141.0,Dash,3220050141.0,Dash,3220050141.0,Dash,path_fly_mid_elite2_805,4.0,2210020141.0,Dash,2210020141.0,Dash,2310060141.0,Dash,1310020241.0,Dash,path_fly_mid_small_050,2210020141.0,Dash,2310030141.0,Drop,2210020141.0,Dash,1210040141.0,Dash,path_grd_mid_small_075,1220060141.0,Normal,1220060141.0,Normal,1220060141.0,Normal,2220050141.0,Normal,0,57,0,,8.0,10.0,path_fly_mid_small_039,1210020141.0,Normal,1210020141.0,Dash,1210020141.0,Normal,1310020241.0,Dash,20,5.0,path_fly_mid_elite1_802,2210020141.0,Dash,2210020141.0,Dash,1210020141.0,Dash,2310060241.0,Dash,,,,,,,,,,,10.0,,,,,,,,,,
6035036,wave_campaign_normal_016,Defense,90,8,True,True,point_grd_swamplandjungle_004_rightclear,point_fly_swamplandjungle_004_rightclear,sbg_swamplandjungle_004_rightclear,SwamplandJungle,Day,ibg_swamplandjungle_defense_001,,path_grd_mid_elite1_802,1220060141,Normal,1220060141.0,Normal,2220040141.0,Drop,1320060241.0,Drop,path_grd_close_small_067,12.0,3220050141.0,Dash,3220050141.0,Dash,3220020141.0,Normal,3220020141.0,Normal,path_grd_mid_special_025,2120010141.0,Jump,2120010141.0,Jump,1220060141.0,Dash,2220040141.0,Dash,path_fly_close_small_004,,2210020141.0,Drop,2210020141.0,Drop,2210020141.0,Drop,2210020141.0,Drop,path_grd_mid_elite2_805,3220050141.0,Drop,3220050141.0,Drop,1320060241.0,Drop,1320060141.0,Normal,path_fly_mid_small_030,2210020141.0,Drop,2210020141.0,Drop,2210020141.0,Drop,2310030241.0,Dash,12,60,0,10.0,12.0,3.0,path_fly_mid_small_005,2210020141.0,Dash,2210020141.0,Dash,2210020141.0,Dash,2210020141.0,Dash,20,,path_grd_mid_small_076,3220050141.0,Jump,3220050141.0,Jump,2220040141.0,Jump,2220040141.0,Jump,path_grd_mid_elite2_805,,1220060141.0,Normal,1220060141.0,Normal,1320060241.0,Jump,1320060241.0,Dash,10.0,,,,,,,,,,
6035037,wave_campaign_normal_016,BaseDefense,60,7,True,True,point_grd_swamplandjungle_002_midclear,point_fly_swamplandjungle_002,sbg_swamplandjungle_002_midclear,SwamplandJungle,Day,ibg_swamplandjungle_basedefense_001,,path_grd_close_special_024,3120010141,Jump,3120010141.0,Jump,2220020141.0,Drop,2320050241.0,Drop,path_grd_mid_small_061,10.0,1220060141.0,Dash,2220040141.0,Dash,1220060141.0,Dash,2220040141.0,Dash,path_grd_mid_small_049,1220060141.0,Dash,1220060141.0,Dash,1220060141.0,Dash,2220040141.0,Drop,path_grd_mid_elite2_808,2.0,2220020141.0,Jump,2220020141.0,Jump,1320030241.0,Drop,1320040241.0,Drop,path_fly_mid_small_039,2210010141.0,Dash,2220040141.0,Drop,2220040141.0,Drop,2210030141.0,Drop,path_grd_mid_small_012,1220060141.0,Dash,1220060141.0,Dash,1220060141.0,Dash,2220040141.0,Dash,15,48,0,5.0,6.0,10.0,path_grd_mid_small_076,2220020141.0,Dash,2220020141.0,Dash,2220020141.0,Dash,2220040141.0,Dash,normal,7.0,path_grd_mid_elite1_802,1220060141.0,Dash,1220060141.0,Dash,2220040141.0,Drop,1320040141.0,Drop,,,,,,,,,,,,,,,,,,,,,
6035038,wave_campaign_normal_016,BaseDefense,60,7,True,True,point_grd_swamplandjungle_002_midclear,point_fly_swamplandjungle_002,sbg_swamplandjungle_002_midclear,SwamplandJungle,Day,ibg_swamplandjungle_basedefense_001,,path_grd_far_elite1_803,1220060141,Drop,1220030141.0,Drop,2220040141.0,Drop,3320020241.0,Drop,path_grd_mid_elite1_802,3.0,1220030141.0,Drop,1220030141.0,Drop,3220090141.0,Drop,3320020241.0,Drop,path_grd_close_small_069,1220050141.0,Drop,1220050141.0,Drop,1220050141.0,Drop,2220040141.0,Dash,path_grd_far_elite2_806,2.0,1220060141.0,Dash,3220070141.0,Dash,3320020241.0,Drop,3320020241.0,Drop,path_grd_mid_small_011,1220030141.0,Drop,1220030141.0,Drop,3220090141.0,Drop,3220090141.0,Drop,path_grd_mid_small_070,1220030141.0,Dash,3220090141.0,Dash,1220030141.0,Dash,2220040141.0,Normal,6,27,27,5.0,5.0,,path_grd_mid_small_075,1220050141.0,Jump,2220040141.0,Jump,1220050141.0,Jump,2220040141.0,Jump,normal,6.0,path_grd_far_elite1_803,3220070141.0,Drop,1220030141.0,Drop,3220090141.0,Drop,3320020141.0,Drop,,,,,,,,,,,,,,,,,,,,,
6035039,wave_campaign_normal_016,Campaign,90,7,True,False,point_grd_swamplandjungle_001,point_fly_swamplandjungle_001,sbg_swamplandjungle_001,SwamplandJungle,Day,ibg_swamplandjungle_001,3320070141.0,path_grd_mid_small_005,2220030141,Dash,2220030141.0,Dash,2220030141.0,Dash,2220030141.0,Dash,path_grd_mid_small_068,5.0,3220090141.0,Drop,3220090141.0,Drop,2220040141.0,Drop,2320020241.0,Drop,path_fly_mid_elite2_805,2210040141.0,Drop,1210040141.0,Drop,2310060241.0,Drop,2310060241.0,Drop,path_grd_mid_small_043,,2220030141.0,Drop,2220030141.0,Drop,,Drop,,Drop,path_fly_mid_elite1_802,3210040141.0,Dash,3210040141.0,Dash,3210040141.0,Drop,2310060241.0,Drop,path_grd_mid_small_034,2220030141.0,Dash,2320020241.0,Drop,3220090141.0,Drop,3320070141.0,Drop,0,48,0,10.0,10.0,0.0,path_grd_mid_small_043,2220030141.0,Dash,3220090141.0,Dash,2220040141.0,Dash,3220090141.0,Dash,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6035040,wave_campaign_normal_016,Campaign,90,7,True,False,point_grd_swamplandjungle_002,point_fly_swamplandjungle_002,sbg_swamplandjungle_002,SwamplandJungle,Day,ibg_swamplandjungle_001,2310040141.0,path_grd_mid_small_002,2220030141,Dash,2220030141.0,Dash,2220030141.0,Dash,2220030141.0,Dash,path_fly_mid_elite2_808,5.0,3210020141.0,Dash,3210020141.0,Dash,1310030241.0,Drop,2310040241.0,Drop,path_grd_mid_small_043,2220030141.0,Dash,2220030141.0,Dash,2220030141.0,Dash,2220030141.0,Dash,path_fly_mid_elite2_808,0.0,3210020141.0,Dash,3210020141.0,Dash,2310040241.0,Drop,2310040141.0,Drop,path_grd_mid_small_037,2220030141.0,Dash,2220030141.0,Dash,2220030141.0,Dash,2220030141.0,Dash,path_grd_mid_small_040,2220030141.0,Dash,2220030141.0,Dash,2220030141.0,Dash,2220030141.0,Dash,0,36,6,10.0,,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6035041,wave_campaign_normal_016,Campaign,90,7,True,False,point_grd_swamplandjungle_004,point_fly_swamplandjungle_004,sbg_swamplandjungle_004,SwamplandJungle,Day,ibg_swamplandjungle_001,2310050141.0,path_fly_mid_small_018,1210020141,Drop,2210040141.0,Drop,1210020141.0,Drop,2210040141.0,Drop,path_grd_mid_elite2_805,5.0,2220030141.0,Dash,3220090141.0,Dash,2320020241.0,Drop,1320030241.0,Drop,path_fly_mid_small_002,2210040141.0,Drop,1210040141.0,Drop,2210040141.0,Drop,1210040141.0,Drop,path_grd_mid_small_043,,3220050141.0,Drop,3220090141.0,Drop,3220050141.0,Drop,3220090141.0,Drop,path_grd_mid_small_068,3220090141.0,Dash,3220090141.0,Dash,2220040141.0,Dash,2320020241.0,Dash,path_fly_mid_elite2_808,1210030141.0,Dash,2210040141.0,Dash,2310060241.0,Drop,2310050141.0,Drop,0,66,0,10.0,,0.0,path_grd_mid_small_076,2220030141.0,Dash,2220030141.0,Dash,3220090141.0,Dash,2220040141.0,Dash,,8.0,path_fly_mid_small_039,3210040141.0,Dash,2210040141.0,Dash,3210040141.0,Dash,2210040141.0,Dash,path_grd_mid_small_012,,3220090141.0,Drop,3220090141.0,Drop,2220010141.0,Drop,2320020241.0,Drop,,path_fly_mid_small_024,8.0,2210040141.0,Dash,2210040141.0,Dash,1210040141.0,Dash,2210040141.0,Dash
6035042,wave_campaign_normal_016,Campaign,90,7,True,False,point_grd_swamplandjungle_005,point_fly_swamplandjungle_005,sbg_swamplandjungle_005,SwamplandJungle,Day,ibg_swamplandjungle_001,3320030141.0,path_fly_far_small_022,1210030141,Dash,2210020141.0,Dash,2210020141.0,Dash,1210030141.0,Dash,path_fly_mid_small_033,,2210020141.0,Dash,1210030141.0,Dash,2210020141.0,Dash,2310060241.0,Drop,path_fly_mid_elite2_808,2210020141.0,Dash,1210030141.0,Dash,3310030241.0,Drop,3310030241.0,Drop,path_fly_mid_small_036,,1210030141.0,Drop,1210030141.0,Drop,2210020141.0,Drop,2210020141.0,Drop,path_grd_mid_elite3_811,2220030141.0,Dash,2320020241.0,Drop,3320030241.0,Drop,3320030141.0,Drop,path_grd_far_small_038,3220060141.0,Dash,3220070141.0,Dash,3220060141.0,Dash,3220070141.0,Dash,0,42,12,10.0,8.0,0.0,path_grd_mid_small_043,3220070141.0,Dash,2220030141.0,Dash,3220070141.0,Dash,2220030141.0,Dash,,8.0,path_grd_mid_small_040,3220060141.0,Dash,3220060141.0,Dash,2220030141.0,Dash,2220030141.0,Dash,,,,,,,,,,,,,,,,,,,,,
6035043,wave_campaign_normal_016,Campaign,90,7,True,False,point_grd_swamplandjungle_003,point_fly_swamplandjungle_003,sbg_swamplandjungle_003,SwamplandJungle,Day,ibg_swamplandjungle_001,2310060141.0,path_fly_mid_small_042,1210020141,Dash,1210020141.0,Dash,3210030141.0,Dash,1210020141.0,Dash,path_grd_mid_small_049,4.0,1220050141.0,Drop,1220050141.0,Drop,1220050141.0,Drop,1220050141.0,Drop,path_fly_mid_small_027,1210050141.0,Jump,3210030141.0,Jump,1210050141.0,Jump,2310060241.0,Drop,path_grd_close_elite2_804,,3220050141.0,Jump,3220050141.0,Jump,3220040141.0,Drop,1220050141.0,Drop,path_grd_mid_elite1_802,3220050141.0,Dash,3220050141.0,Dash,1220050141.0,Drop,2320020241.0,Drop,path_fly_mid_elite1_802,1210050141.0,Drop,3210040141.0,Drop,3210030141.0,Drop,2310060141.0,Drop,21,42,0,10.0,,0.0,path_grd_close_small_014,1220050141.0,Drop,3220050141.0,Drop,1220050141.0,Drop,2320020241.0,Drop,,8.0,path_fly_mid_small_027,1210020141.0,Dash,1210050141.0,Drop,1210020141.0,Dash,1210050141.0,Drop,path_fly_close_small_038,,3210040141.0,Drop,3210030141.0,Dash,3210040141.0,Drop,3210030141.0,Dash,10.0,,,,,,,,,,
6035044,wave_campaign_normal_016,Campaign,180,6,False,False,point_grd_swamplandjungle_002_midclear,point_fly_swamplandjungle_002,sbg_swamplandjungle_002_midclear,SwamplandJungle,Day,ibg_swamplandjungle_001,1410030111.0,path_fly_far_centurion_903,1410030111,Normal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6035045,wave_campaign_normal_016,Campaign,90,7,True,False,point_grd_swamplandjungle_005,point_fly_swamplandjungle_005,sbg_swamplandjungle_005,SwamplandJungle,Day,ibg_swamplandjungle_001,2310050111.0,path_fly_far_special_55,2310050211,Dash,,,,,,,path_fly_far_special_56,,2310050211.0,Dash,,,,,,,path_fly_mid_small_039,2310050211.0,Drop,2310050211.0,Drop,2310050211.0,Drop,2310050211.0,Drop,path_fly_close_small_001,0.0,2310050211.0,Dash,2310050211.0,Dash,2310050211.0,Dash,2310050211.0,Dash,path_fly_far_special_59,2310050111.0,Drop,,,,,,,path_fly_mid_small_024,2310050211.0,Dash,2310050211.0,Dash,2310050211.0,Dash,2310050211.0,Dash,6,12,3,1.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6035046,wave_campaign_normal_016,Campaign,180,5,False,False,point_grd_swamplandjungle_002_midclear,point_fly_swamplandjungle_002,sbg_swamplandjungle_002_midclear,SwamplandJungle,Day,ibg_swamplandjungle_001,2410030111.0,path_fly_mid_centurion_901,2410030111,Normal,,,,,,,path_grd_mid_small_002,,3220050111.0,Drop,3220050111.0,Drop,1220010111.0,Drop,1220010111.0,Drop,path_grd_mid_small_034,2120010111.0,Jump,2120010111.0,Jump,1220020111.0,Jump,1220020111.0,Jump,path_fly_mid_elite1_802,3.0,1110010111.0,Dash,2210040111.0,Dash,1210010111.0,Drop,1310010211.0,Drop,path_grd_close_small_004,1220040111.0,Dash,1220040111.0,Dash,3220020111.0,Jump,1220040111.0,Dash,path_fly_mid_small_042,2110010111.0,Jump,2110010111.0,Jump,2210040111.0,Jump,2210040111.0,Jump,7,42,0,,,,path_grd_mid_elite1_802,2120010111.0,Jump,2220010111.0,Jump,2220010111.0,Jump,2320030211.0,Drop,,3.0,path_fly_mid_small_042,1210010111.0,Dash,2210040111.0,Dash,3210030111.0,Dash,2210040111.0,Dash,,,,,,,,,,,,,,,,,,,,,
6036001,wave_campaign_normal_016,Campaign,90,5,True,False,point_grd_swamplandjungle_001,point_fly_swamplandjungle_001,sbg_swamplandjungle_001,SwamplandJungle,Day,ibg_swamplandjungle_001,1320010141.0,path_fly_mid_small_042,3210020141,Drop,3210020141.0,Drop,3210020141.0,Drop,1210050141.0,Drop,path_grd_far_elite1_803,,1220030141.0,Dash,1220030141.0,Dash,2220040141.0,Drop,3320020241.0,Drop,path_grd_mid_small_008,3220070141.0,Drop,1220060141.0,Drop,1220060141.0,Drop,3220070141.0,Drop,path_grd_far_elite1_803,0.0,1220060141.0,Dash,1220060141.0,Dash,2220040141.0,Drop,1320010141.0,Drop,path_fly_mid_small_036,3210020141.0,Drop,3210020141.0,Drop,1210050141.0,Drop,1210050141.0,Drop,,,,,,,,,,0,18,18,8.0,,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6036002,wave_campaign_normal_016,Campaign,90,5,True,False,point_grd_swamplandjungle_003,point_fly_swamplandjungle_003,sbg_swamplandjungle_003,SwamplandJungle,Day,ibg_swamplandjungle_001,3310050141.0,path_grd_close_small_001,3220030141,Jump,3220030141.0,Jump,3220030141.0,Dash,2220040141.0,Dash,path_fly_mid_elite1_802,7.0,3210010141.0,Dash,3210010141.0,Dash,3210010141.0,Dash,3310050241.0,Dash,path_grd_close_small_051,2220010141.0,Dash,2220010141.0,Dash,2220040141.0,Dash,2220010141.0,Dash,path_fly_mid_elite1_802,0.0,1210010141.0,Dash,1210010141.0,Dash,3210030141.0,Drop,3310050141.0,Drop,path_grd_close_small_042,3220050141.0,Dash,3220050141.0,Dash,3220050141.0,Dash,2220040141.0,Dash,path_grd_mid_special_025,3120010141.0,Jump,3120010141.0,Jump,3120010141.0,Drop,3120010141.0,Drop,18,33,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6036003,wave_campaign_normal_016,Campaign,90,7,True,False,point_grd_swamplandjungle_004,point_fly_swamplandjungle_004,sbg_swamplandjungle_004,SwamplandJungle,Day,ibg_swamplandjungle_001,3320070141.0,path_grd_mid_small_005,2220030141,Dash,2220030141.0,Dash,2220030141.0,Dash,2220030141.0,Dash,path_grd_mid_small_068,5.0,3220090141.0,Drop,3220090141.0,Drop,2220040141.0,Drop,2320020241.0,Drop,path_fly_mid_elite2_805,2210040141.0,Drop,1210040141.0,Drop,2310060241.0,Drop,2310060241.0,Drop,path_grd_mid_small_043,,2220030141.0,Drop,2220030141.0,Drop,,Drop,,Drop,path_fly_mid_elite1_802,3210040141.0,Dash,3210040141.0,Dash,3210040141.0,Drop,2310060241.0,Drop,path_grd_mid_small_034,2220030141.0,Dash,2320020241.0,Drop,3220090141.0,Drop,3320070141.0,Drop,0,48,0,10.0,10.0,0.0,path_grd_mid_small_043,2220030141.0,Dash,3220090141.0,Dash,2220040141.0,Dash,3220090141.0,Dash,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6036004,wave_campaign_normal_016,Defense,90,7,True,True,point_grd_swamplandjungle_004_rightclear,point_fly_swamplandjungle_004_rightclear,sbg_swamplandjungle_004_rightclear,SwamplandJungle,Day,ibg_swamplandjungle_defense_001,,path_grd_close_small_036,3220050141,Normal,3220050141.0,Normal,2220010141.0,Normal,2220010141.0,Normal,path_fly_mid_small_024,8.0,2210020141.0,Drop,1210010141.0,Drop,2210020141.0,Drop,1210010141.0,Drop,path_grd_close_special_064,1120010141.0,Dash,2220010141.0,Dash,3220060141.0,Dash,1120010141.0,Dash,path_grd_mid_special_025,4.0,1120010141.0,Jump,3220050141.0,Normal,3220060141.0,Drop,3320060241.0,Normal,path_grd_mid_small_075,3220050141.0,Dash,3220050141.0,Dash,2220010141.0,Dash,2220010141.0,Dash,path_fly_mid_small_008,2210020141.0,Drop,1210010141.0,Drop,2210020141.0,Drop,1210010141.0,Drop,36,48,0,,10.0,16.0,path_grd_mid_special_025,1120010141.0,Dash,3220060141.0,Dash,2220010141.0,Drop,2220010141.0,Drop,20,10.0,path_grd_close_elite1_801,3220050141.0,Jump,3220060141.0,Jump,2220010141.0,Normal,3320060241.0,Normal,path_grd_close_small_013,15.0,2220010141.0,Jump,2220010141.0,Jump,3220020141.0,Normal,3320060241.0,Dash,12.0,,,,,,,,,,
6036005,wave_campaign_normal_016,Defense,90,7,True,True,point_grd_swamplandjungle_004_rightclear,point_fly_swamplandjungle_004_rightclear,sbg_swamplandjungle_004_rightclear,SwamplandJungle,Day,ibg_swamplandjungle_defense_001,,path_grd_mid_small_043,3220050141,Drop,3220050141.0,Drop,3220050141.0,Drop,3220050141.0,Drop,path_fly_mid_small_050,8.0,2210020141.0,Dash,2210020141.0,Dash,2210020141.0,Dash,1210040141.0,Normal,path_grd_close_small_013,2220010141.0,Jump,2220010141.0,Jump,2220010141.0,Jump,2220010141.0,Jump,path_fly_mid_elite1_802,3.0,2210020141.0,Normal,2210020141.0,Normal,1210040141.0,Drop,2310040241.0,Drop,path_grd_mid_small_043,2220010141.0,Dash,2220010141.0,Dash,3220050141.0,Dash,3220050141.0,Dash,path_fly_mid_small_030,2210020141.0,Drop,1210040141.0,Drop,2210020141.0,Drop,1210040141.0,Dash,6,54,0,10.0,10.0,12.0,path_grd_mid_small_075,3220050141.0,Jump,3220050141.0,Jump,3220050141.0,Jump,3220050141.0,Jump,20,10.0,path_fly_mid_elite1_802,2210020141.0,Normal,2210020141.0,Normal,1210040141.0,Normal,2310040241.0,Normal,path_grd_mid_small_012,15.0,2220010141.0,Drop,3220050141.0,Normal,2220010141.0,Drop,3320010241.0,Normal,,,,,,,,,,,
