stage_id,group_id,spot_mod,battle_time,monster_count,use_intro_scene,wave_repeat,point_data,point_data_fly,background_name,theme,theme_time,stage_info_bg,target_list/0,wave_data/0/wave_path,wave_data/0/wave_monster_list/0/wave_monster_id,wave_data/0/wave_monster_list/0/spawn_type,wave_data/0/wave_monster_list/1/wave_monster_id,wave_data/0/wave_monster_list/1/spawn_type,wave_data/0/wave_monster_list/2/wave_monster_id,wave_data/0/wave_monster_list/2/spawn_type,wave_data/0/wave_monster_list/3/wave_monster_id,wave_data/0/wave_monster_list/3/spawn_type,wave_data/1/wave_path,wave_data/1/private_monster_count,wave_data/1/wave_monster_list/0/wave_monster_id,wave_data/1/wave_monster_list/0/spawn_type,wave_data/1/wave_monster_list/1/wave_monster_id,wave_data/1/wave_monster_list/1/spawn_type,wave_data/1/wave_monster_list/2/wave_monster_id,wave_data/1/wave_monster_list/2/spawn_type,wave_data/1/wave_monster_list/3/wave_monster_id,wave_data/1/wave_monster_list/3/spawn_type,wave_data/2/wave_path,wave_data/2/private_monster_count,wave_data/2/wave_monster_list/0/wave_monster_id,wave_data/2/wave_monster_list/0/spawn_type,wave_data/2/wave_monster_list/1/wave_monster_id,wave_data/2/wave_monster_list/1/spawn_type,wave_data/2/wave_monster_list/2/wave_monster_id,wave_data/2/wave_monster_list/2/spawn_type,wave_data/2/wave_monster_list/3/wave_monster_id,wave_data/2/wave_monster_list/3/spawn_type,wave_data/3/wave_path,wave_data/3/private_monster_count,wave_data/3/wave_monster_list/0/wave_monster_id,wave_data/3/wave_monster_list/0/spawn_type,wave_data/3/wave_monster_list/1/wave_monster_id,wave_data/3/wave_monster_list/1/spawn_type,wave_data/3/wave_monster_list/2/wave_monster_id,wave_data/3/wave_monster_list/2/spawn_type,wave_data/3/wave_monster_list/3/wave_monster_id,wave_data/3/wave_monster_list/3/spawn_type,wave_data/4/wave_path,wave_data/4/private_monster_count,wave_data/4/wave_monster_list/0/wave_monster_id,wave_data/4/wave_monster_list/0/spawn_type,wave_data/4/wave_monster_list/1/wave_monster_id,wave_data/4/wave_monster_list/1/spawn_type,wave_data/4/wave_monster_list/2/wave_monster_id,wave_data/4/wave_monster_list/2/spawn_type,wave_data/4/wave_monster_list/3/wave_monster_id,wave_data/4/wave_monster_list/3/spawn_type,close_monster_count,mid_monster_count,far_monster_count,wave_data/5/wave_path,wave_data/5/private_monster_count,wave_data/5/wave_monster_list/0/wave_monster_id,wave_data/5/wave_monster_list/0/spawn_type,wave_data/5/wave_monster_list/1/wave_monster_id,wave_data/5/wave_monster_list/1/spawn_type,wave_data/5/wave_monster_list/2/wave_monster_id,wave_data/5/wave_monster_list/2/spawn_type,wave_data/5/wave_monster_list/3/wave_monster_id,wave_data/5/wave_monster_list/3/spawn_type,wave_data/6/wave_path,wave_data/6/wave_monster_list/0/wave_monster_id,wave_data/6/wave_monster_list/0/spawn_type,wave_data/6/wave_monster_list/1/wave_monster_id,wave_data/6/wave_monster_list/1/spawn_type,wave_data/6/wave_monster_list/2/wave_monster_id,wave_data/6/wave_monster_list/2/spawn_type,wave_data/6/wave_monster_list/3/wave_monster_id,wave_data/6/wave_monster_list/3/spawn_type,wave_data/7/wave_path,wave_data/7/wave_monster_list/0/wave_monster_id,wave_data/7/wave_monster_list/0/spawn_type,wave_data/7/wave_monster_list/1/wave_monster_id,wave_data/7/wave_monster_list/1/spawn_type,wave_data/7/wave_monster_list/2/wave_monster_id,wave_data/7/wave_monster_list/2/spawn_type,wave_data/7/wave_monster_list/3/wave_monster_id,wave_data/7/wave_monster_list/3/spawn_type,wave_data/6/private_monster_count,mod_value,wave_data/8/wave_path,wave_data/8/wave_monster_list/0/wave_monster_id,wave_data/8/wave_monster_list/0/spawn_type,wave_data/8/wave_monster_list/1/wave_monster_id,wave_data/8/wave_monster_list/1/spawn_type,wave_data/8/wave_monster_list/2/wave_monster_id,wave_data/8/wave_monster_list/2/spawn_type,wave_data/8/wave_monster_list/3/wave_monster_id,wave_data/8/wave_monster_list/3/spawn_type,wave_data/7/private_monster_count,wave_data/8/private_monster_count,wave_data/9/wave_path,wave_data/9/private_monster_count,wave_data/9/wave_monster_list/0/wave_monster_id,wave_data/9/wave_monster_list/0/spawn_type,wave_data/9/wave_monster_list/1/wave_monster_id,wave_data/9/wave_monster_list/1/spawn_type,wave_data/9/wave_monster_list/2/wave_monster_id,wave_data/9/wave_monster_list/2/spawn_type,wave_data/9/wave_monster_list/3/wave_monster_id,wave_data/9/wave_monster_list/3/spawn_type
6019033,wave_campaign_normal_008,Campaign,90,7,True,False,point_grd_wasteland_001,point_fly_wasteland_001,sbg_wasteland_001,Wasteland,Day,ibg_wasteland_001,2320070131.0,path_grd_mid_elite1_802,3220030131,Dash,3220030131.0,Dash,3220070131.0,Drop,1320020231.0,Drop,path_fly_mid_special_047,,2110010131.0,Dash,2110010131.0,Dash,2210010131.0,Drop,2310010231.0,Drop,path_grd_far_small_044,6.0,3220070131.0,Dash,2220040131.0,Dash,3220070131.0,Dash,2220040131.0,Dash,path_grd_mid_small_040,9.0,3220030131.0,Dash,3220030131.0,Dash,3220070131.0,Dash,2220040131.0,Dash,path_fly_mid_elite2_808,0.0,2210010131.0,Dash,2210010131.0,Dash,2310010231.0,Dash,2310010231.0,Dash,0,54,12,path_grd_mid_elite1_802,5.0,3220030131.0,Dash,3220030131.0,Dash,2220040131.0,Drop,2320070131.0,Drop,path_grd_far_small_044,3220070131.0,Dash,2220040131.0,Dash,3220070131.0,Dash,2220040131.0,Dash,path_grd_mid_small_049,3220030131.0,Drop,3220030131.0,Drop,3220030131.0,Drop,3220030131.0,Drop,8.0,,,,,,,,,,,9.0,,,,,,,,,,,
6019034,wave_campaign_normal_008,Campaign,90,5,True,False,point_grd_wasteland_004,point_fly_wasteland_004,sbg_wasteland_004,Wasteland,Day,ibg_wasteland_001,2310050131.0,path_grd_close_small_010,3220040131,Jump,3220040131.0,Jump,3220040131.0,Jump,3220040131.0,Jump,path_grd_mid_small_052,,3220030131.0,Dash,3220030131.0,Dash,2220050131.0,Dash,2320060231.0,Dash,path_fly_close_small_029,7.0,2210020131.0,Drop,2210020131.0,Drop,2210020131.0,Drop,1210040131.0,Drop,path_fly_close_elite1_801,0.0,2210020131.0,Dash,2210020131.0,Dash,2210020131.0,Drop,2310050131.0,Drop,path_grd_mid_small_040,10.0,3220040131.0,Dash,3220040131.0,Dash,3220040131.0,Dash,2220050131.0,Normal,21,12,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6019035,wave_campaign_normal_008,Campaign,90,5,True,False,point_grd_wasteland_005,point_fly_wasteland_005,sbg_wasteland_005,Wasteland,Day,ibg_wasteland_001,1320060131.0,path_grd_far_small_059,3220040131,Dash,3220040131.0,Dash,3220040131.0,Dash,2220040131.0,Dash,path_grd_mid_elite1_802,7.0,3220040131.0,Drop,3220040131.0,Drop,1220050131.0,Dash,1320060231.0,Dash,path_fly_mid_small_005,,3210020131.0,Dash,3210020131.0,Dash,3210020131.0,Dash,3210030131.0,Dash,path_grd_mid_elite1_802,0.0,3220040131.0,Dash,3220040131.0,Dash,2220040131.0,Drop,1320060131.0,Drop,path_grd_far_small_074,6.0,3220040131.0,Dash,3220040131.0,Dash,3220040131.0,Dash,2220040131.0,Dash,0,24,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6019036,wave_campaign_normal_008,Campaign,90,7,True,False,point_grd_wasteland_003,point_fly_wasteland_003,sbg_wasteland_003,Wasteland,Day,ibg_wasteland_001,1310030131.0,path_fly_mid_elite1_802,2210040131,Dash,2210040131.0,Dash,3210030131.0,Drop,3310030231.0,Drop,path_grd_mid_elite1_802,5.0,2220030131.0,Dash,2220030131.0,Dash,2220040131.0,Drop,3320070231.0,Drop,path_fly_far_small_040,11.0,2210040131.0,Drop,1210010131.0,Dash,2210040131.0,Drop,1210010131.0,Dash,path_fly_mid_special_016,,2110010131.0,Drop,2110010131.0,Drop,2210010131.0,Drop,2210010131.0,Drop,path_fly_mid_elite2_805,0.0,2210040131.0,Jump,2210040131.0,Jump,3310020231.0,Drop,1310030131.0,Drop,0,48,18,path_grd_far_small_071,10.0,2220030131.0,Dash,2220030131.0,Dash,2220030131.0,Dash,2220040131.0,Dash,path_fly_far_small_040,2210040131.0,Drop,1210010131.0,Dash,2210040131.0,Drop,1210010131.0,Dash,path_fly_mid_small_039,2210010131.0,Dash,2210010131.0,Dash,2210010131.0,Dash,2210010131.0,Dash,11.0,,,,,,,,,,,,,,,,,,,,,,
6019037,wave_campaign_normal_008,Campaign,90,5,True,False,point_grd_wasteland_002,point_fly_wasteland_002,sbg_wasteland_002,Wasteland,Day,ibg_wasteland_001,1310020131.0,path_fly_mid_small_002,2210010131,Drop,2210010131.0,Drop,3210010131.0,Drop,3210010131.0,Drop,path_grd_close_elite1_801,6.0,3220040131.0,Jump,3220040131.0,Jump,2220040131.0,Dash,2320010231.0,Dash,path_fly_close_small_029,,3210010131.0,Drop,3210010131.0,Drop,2210010131.0,Drop,2210010131.0,Drop,path_fly_close_elite1_801,0.0,2210010131.0,Dash,2210010131.0,Dash,3210030131.0,Drop,1310020131.0,Drop,path_grd_mid_small_052,6.0,3220040131.0,Dash,3220040131.0,Dash,3220040131.0,Dash,3220040131.0,Dash,24,12,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6019038,wave_campaign_normal_008,Campaign,90,5,True,False,point_grd_wasteland_001,point_fly_wasteland_001,sbg_wasteland_001,Wasteland,Day,ibg_wasteland_001,1310030131.0,path_grd_close_elite1_801,3220030131,Dash,3220030131.0,Dash,2220040131.0,Jump,2320050231.0,Jump,path_grd_far_small_033,7.0,2220030131.0,Dash,2220030131.0,Dash,2220030131.0,Dash,2220040131.0,Dash,path_grd_mid_small_058,7.0,3220030131.0,Dash,3220030131.0,Dash,3220030131.0,Dash,2220040131.0,Dash,path_fly_mid_elite1_802,0.0,3210010131.0,Dash,3210010131.0,Dash,3210030131.0,Drop,1310030131.0,Drop,path_grd_far_small_044,6.0,2220030131.0,Jump,2220030131.0,Jump,2220030131.0,Jump,2220040131.0,Dash,9,15,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6019039,wave_campaign_normal_008,Campaign,90,7,True,False,point_grd_wasteland_005,point_fly_wasteland_005,sbg_wasteland_005,Wasteland,Day,ibg_wasteland_001,2320030131.0,path_grd_mid_small_008,3220040131,Dash,2220030131.0,Drop,2220030131.0,Drop,3220040131.0,Dash,path_grd_close_small_067,,1220040131.0,Dash,1220040131.0,Dash,3320070231.0,Drop,2320020231.0,Drop,path_grd_mid_small_008,,3220040131.0,Dash,2220030131.0,Drop,2220030131.0,Drop,3220040131.0,Dash,path_grd_mid_elite1_802,0.0,3220040131.0,Dash,2220030131.0,Drop,3220040131.0,Dash,2320030131.0,Normal,path_grd_close_small_067,,1220040131.0,Dash,1220040131.0,Dash,2220030131.0,Drop,2320020231.0,Drop,18,33,0,path_grd_mid_small_037,,3220040131.0,Dash,3220040131.0,Dash,2220030131.0,Drop,2220030131.0,Drop,path_grd_close_small_067,1220040131.0,Dash,1220040131.0,Dash,3220040131.0,Dash,2320020231.0,Drop,path_grd_mid_small_040,3220040131.0,Dash,3220040131.0,Dash,2220030131.0,Drop,2220030131.0,Drop,5.0,,,,,,,,,,,,,,,,,,,,,,
6019040,wave_campaign_normal_008,Defense,90,7,True,True,point_grd_wasteland_004_rightclear,point_fly_wasteland_004_rightclear,sbg_wasteland_004_rightclear,Wasteland,Day,ibg_wasteland_defense_001,,path_grd_far_small_044,3220050131,Dash,3220070131.0,Dash,3220050131.0,Dash,3220070131.0,Dash,path_grd_mid_special_025,12.0,3120010131.0,Drop,3120010131.0,Drop,3220050131.0,Dash,2220040131.0,Dash,path_grd_far_small_038,10.0,3220050131.0,Dash,3220070131.0,Drop,3220050131.0,Dash,3220070131.0,Drop,path_grd_mid_elite1_802,2.0,3220050131.0,Dash,3220050131.0,Dash,3220070131.0,Drop,1320030231.0,Drop,path_grd_far_small_053,11.0,3220070131.0,Drop,3220050131.0,Dash,3220070131.0,Drop,3220050131.0,Dash,0,45,27,path_fly_mid_special_047,,2110010131.0,Jump,2110010131.0,Jump,3210020131.0,Normal,3210020131.0,Normal,path_grd_mid_small_075,3220050131.0,Jump,3220070131.0,Jump,3220050131.0,Jump,3220070131.0,Jump,path_grd_far_elite1_803,3220050131.0,Drop,3220050131.0,Drop,2220040131.0,Jump,1320010131.0,Jump,12.0,20,,,,,,,,,,,,,,,,,,,,,
6019041,wave_campaign_normal_008,Campaign,90,5,True,False,point_grd_wasteland_004,point_fly_wasteland_004,sbg_wasteland_004,Wasteland,Day,ibg_wasteland_001,2310010131.0,path_grd_mid_special_065,3120010131,Dash,3120010131.0,Dash,2220020131.0,Drop,2320070231.0,Drop,path_grd_far_small_074,12.0,2220020131.0,Dash,2220020131.0,Dash,2220020131.0,Dash,2220040131.0,Dash,path_fly_mid_small_005,,3210010131.0,Dash,3210010131.0,Dash,2210040131.0,Dash,2210040131.0,Dash,path_fly_mid_elite1_802,0.0,3210010131.0,Dash,2210040131.0,Dash,3210030131.0,Drop,2310010131.0,Drop,path_grd_far_small_071,7.0,2220020131.0,Dash,2220020131.0,Dash,2220020131.0,Dash,2220040131.0,Jump,0,30,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6019042,wave_campaign_normal_008,Defense,90,7,True,True,point_grd_wasteland_004_rightclear,point_fly_wasteland_004_rightclear,sbg_wasteland_004_rightclear,Wasteland,Day,ibg_wasteland_defense_001,,path_grd_far_small_044,3220050131,Dash,3220070131.0,Dash,1220060131.0,Dash,3220070131.0,Dash,path_grd_mid_special_025,12.0,3120010131.0,Drop,3120010131.0,Drop,3220050131.0,Dash,2220040131.0,Dash,path_grd_far_small_038,10.0,3220050131.0,Dash,3220070131.0,Drop,1220060131.0,Dash,3220070131.0,Drop,path_grd_mid_elite1_802,2.0,3220050131.0,Dash,3220050131.0,Dash,3220070131.0,Drop,1320030231.0,Drop,path_grd_far_small_053,11.0,3220070131.0,Drop,3220050131.0,Dash,3220070131.0,Drop,3220050131.0,Dash,0,45,27,path_fly_mid_special_047,,2110010131.0,Jump,2110010131.0,Jump,3210020131.0,Normal,3210020131.0,Normal,path_grd_mid_small_075,3220050131.0,Jump,3220070131.0,Jump,1220060131.0,Jump,3220070131.0,Jump,path_grd_far_elite1_803,3220050131.0,Drop,3220050131.0,Drop,2220040131.0,Jump,1320010131.0,Jump,12.0,20,,,,,,,,,,,,,,,,,,,,,
6019043,wave_campaign_normal_008,Defense,90,7,True,True,point_grd_wasteland_004_rightclear,point_fly_wasteland_004_rightclear,sbg_wasteland_004_rightclear,Wasteland,Day,ibg_wasteland_defense_001,,path_fly_mid_small_005,1210020131,Normal,1210020131.0,Normal,1210020131.0,Normal,1210020131.0,Normal,path_fly_mid_small_050,12.0,1210030131.0,Dash,1210030131.0,Dash,1210030131.0,Dash,1210040131.0,Drop,path_grd_far_small_038,10.0,2220010131.0,Jump,2220010131.0,Jump,2220010131.0,Jump,2220010131.0,Jump,path_fly_mid_elite1_802,2.0,1210020131.0,Normal,1210020131.0,Normal,1210020131.0,Normal,1310020231.0,Normal,path_grd_far_small_062,10.0,2220010131.0,Jump,2220010131.0,Jump,2220010131.0,Jump,3220020131.0,Dash,0,42,12,path_fly_mid_small_053,,1210030131.0,Dash,1210030131.0,Dash,1210030131.0,Dash,1210040131.0,Dash,path_grd_mid_small_076,2220010131.0,Dash,2220010131.0,Dash,2220010131.0,Dash,2220010131.0,Dash,path_fly_mid_elite1_802,1210020131.0,Normal,1210020131.0,Normal,1210040131.0,Normal,1310020131.0,Normal,9.0,20,,,,,,,,,,,,,,,,,,,,,
6019044,wave_campaign_normal_008,Defense,90,6,True,True,point_grd_wasteland_004_rightclear,point_fly_wasteland_004_rightclear,sbg_wasteland_004_rightclear,Wasteland,Day,ibg_wasteland_defense_001,,path_grd_mid_elite2_808,3220050131,Dash,3220050131.0,Dash,2320060231.0,Normal,2320060231.0,Normal,path_fly_mid_small_008,9.0,1210030131.0,Dash,1210030131.0,Dash,1210040131.0,Drop,2310030231.0,Drop,path_grd_mid_small_037,,3220050131.0,Jump,3220050131.0,Jump,3220020131.0,Jump,2320040231.0,Normal,path_fly_mid_elite1_802,,1210030131.0,Dash,1210030131.0,Dash,1210040131.0,Drop,2310050231.0,Drop,path_grd_mid_elite2_808,6.0,3220050131.0,Jump,3220050131.0,Jump,3220050131.0,Jump,2320060131.0,Drop,0,45,0,path_grd_mid_small_040,,3220050131.0,Dash,3220050131.0,Dash,2220050131.0,Normal,2320040231.0,Normal,,,,,,,,,,,,,,,,,,,,20,,,,,,,,,,,,,,,,,,,,,
6019045,wave_campaign_normal_008,Campaign,90,5,True,False,point_grd_wasteland_002,point_fly_wasteland_002,sbg_wasteland_002,Wasteland,Day,ibg_wasteland_001,2320050131.0,path_grd_mid_special_025,1120010131,Jump,1120010131.0,Jump,3220050131.0,Drop,2320050231.0,Drop,path_fly_mid_small_030,10.0,1210020131.0,Drop,1210020131.0,Drop,1210020131.0,Drop,3210040131.0,Drop,path_grd_close_small_013,4.0,1220050131.0,Dash,1220050131.0,Dash,1220050131.0,Dash,1220050131.0,Dash,path_grd_mid_elite1_802,0.0,3220050131.0,Dash,3220050131.0,Dash,1220050131.0,Drop,2320050131.0,Drop,path_grd_mid_special_025,6.0,3120010131.0,Dash,3120010131.0,Dash,1220050131.0,Drop,2220040131.0,Dash,6,51,0,path_grd_mid_small_043,3.0,1220050131.0,Dash,1220050131.0,Dash,1220050131.0,Dash,1220050131.0,Dash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6019046,wave_campaign_normal_008,Campaign,90,5,True,False,point_grd_wasteland_003,point_fly_wasteland_003,sbg_wasteland_003,Wasteland,Day,ibg_wasteland_001,3310020131.0,path_grd_far_small_003,2220030131,Drop,2220030131.0,Drop,3220070131.0,Dash,3220070131.0,Dash,path_grd_mid_elite1_802,6.0,2220030131.0,Drop,2220030131.0,Drop,3220070131.0,Drop,3320060231.0,Drop,path_grd_far_small_044,,2220030131.0,Dash,2220030131.0,Dash,3220070131.0,Dash,3220070131.0,Dash,path_fly_mid_special_047,0.0,2110010131.0,Dash,2210040131.0,Dash,2210040131.0,Dash,3310020131.0,Drop,path_grd_far_small_044,9.0,2220030131.0,Dash,2220030131.0,Dash,3220070131.0,Dash,3220070131.0,Dash,0,24,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6019047,wave_campaign_normal_008,Campaign,180,5,False,False,point_grd_wasteland_004,point_fly_wasteland_004,sbg_wasteland_004,Wasteland,Day,ibg_wasteland_001,2410030111.0,path_fly_mid_centurion_901,2410030111,Normal,,,,,,,path_grd_mid_small_002,,3220050111.0,Drop,3220050111.0,Drop,1220010111.0,Drop,1220010111.0,Drop,path_grd_mid_small_034,,2120010111.0,Jump,2120010111.0,Jump,1220020111.0,Jump,1220020111.0,Jump,path_fly_mid_elite1_802,3.0,1110010111.0,Dash,2210040111.0,Dash,1210010111.0,Drop,1310010211.0,Drop,path_grd_close_small_004,,1220040111.0,Dash,1220040111.0,Dash,3220020111.0,Jump,1220040111.0,Dash,6,42,1,path_fly_mid_small_042,,2110010111.0,Jump,2110010111.0,Jump,2210040111.0,Jump,2210040111.0,Jump,path_grd_mid_elite1_802,2120010111.0,Jump,2220010111.0,Jump,2220010111.0,Jump,2320030211.0,Drop,path_fly_mid_small_042,1210010111.0,Dash,2210040111.0,Dash,3210030111.0,Dash,2210040111.0,Dash,3.0,,,,,,,,,,,,,,,,,,,,,,
6019048,wave_campaign_normal_008,BaseDefense,60,7,True,True,point_grd_wasteland_001_midclear,point_fly_wasteland_001,sbg_wasteland_001_midclear,Wasteland,Day,ibg_wasteland_basedefense_001,,path_grd_mid_small_068,2220030131,Dash,2220030131.0,Dash,2220030131.0,Drop,3320030231.0,Drop,path_grd_far_small_053,4.0,3220060131.0,Dash,2220050131.0,Dash,3220060131.0,Dash,2220050131.0,Dash,path_grd_mid_special_065,5.0,1120010131.0,Dash,1120010131.0,Dash,2220030131.0,Drop,2220050131.0,Drop,path_grd_mid_elite2_808,2.0,2220030131.0,Dash,2220030131.0,Dash,3320010231.0,Drop,3320070131.0,Drop,path_fly_far_small_006,,2210040131.0,Dash,2210040131.0,Dash,2210040131.0,Dash,2310030231.0,Drop,0,45,18,path_grd_far_small_044,,2220030131.0,Dash,2220030131.0,Dash,2220030131.0,Dash,2220030131.0,Dash,path_grd_mid_small_075,3220060131.0,Dash,3220060131.0,Dash,3220060131.0,Dash,2220050131.0,Dash,path_grd_mid_elite1_802,2220030131.0,Jump,2220030131.0,Jump,2220030131.0,Drop,3320030131.0,Drop,5.0,normal,,,,,,,,,,,,,,,,,,,,,
6019049,wave_campaign_normal_008,BaseDefense,60,6,True,True,point_grd_wasteland_001_midclear,point_fly_wasteland_001,sbg_wasteland_001_midclear,Wasteland,Day,ibg_wasteland_basedefense_001,,path_grd_close_small_042,1220010131,Dash,1220010131.0,Dash,1220010131.0,Dash,1220010131.0,Dash,path_grd_close_small_051,,1220010131.0,Jump,1220050131.0,Jump,1220010131.0,Jump,1220050131.0,Jump,path_grd_mid_small_070,,1220040131.0,Drop,1220040131.0,Drop,1220040131.0,Drop,1220050131.0,Drop,path_grd_mid_special_025,3.0,3120010131.0,Jump,3120010131.0,Jump,1220040131.0,Drop,1320030231.0,Drop,path_fly_mid_small_030,10.0,3210040131.0,Drop,3210040131.0,Drop,3210040131.0,Drop,3210040131.0,Drop,27,39,0,path_grd_mid_small_070,8.0,1220010131.0,Dash,1220010131.0,Dash,1220010131.0,Dash,2220040131.0,Jump,path_grd_close_small_051,1220050131.0,Jump,1220050131.0,Jump,1220050131.0,Jump,1220050131.0,Jump,path_grd_mid_small_075,1220040131.0,Drop,1220040131.0,Drop,1220040131.0,Drop,2220040131.0,Drop,,normal,path_grd_close_elite1_801,1220010131.0,Jump,1220010131.0,Jump,1220050131.0,Drop,1320030131.0,Drop,,7.0,,,,,,,,,,
6019050,wave_campaign_normal_008,BaseDefense,60,7,True,True,point_grd_wasteland_001_midclear,point_fly_wasteland_001,sbg_wasteland_001_midclear,Wasteland,Day,ibg_wasteland_basedefense_001,,path_grd_mid_elite1_802,2220020131,Jump,2220020131.0,Jump,2220050131.0,Drop,2320060231.0,Drop,path_grd_far_small_041,4.0,2220020131.0,Dash,2220020131.0,Jump,2220020131.0,Dash,3220020131.0,Dash,path_grd_mid_small_037,5.0,2220020131.0,Dash,2220020131.0,Dash,3220020131.0,Dash,2320040231.0,Normal,path_grd_mid_elite2_805,2.0,2220020131.0,Dash,2220020131.0,Dash,2320060231.0,Drop,2320060231.0,Drop,path_fly_mid_elite1_802,,1210020131.0,Dash,1210020131.0,Dash,1210040131.0,Drop,2310030231.0,Drop,0,51,6,path_grd_mid_small_037,,2220020131.0,Dash,2220020131.0,Dash,3220020131.0,Dash,2320040231.0,Normal,path_grd_mid_small_076,2220020131.0,Dash,2220020131.0,Dash,2220020131.0,Dash,3220020131.0,Dash,path_grd_mid_small_049,2220020131.0,Jump,2220020131.0,Jump,3220020131.0,Drop,2320060131.0,Drop,5.0,normal,,,,,,,,,,,,,,,,,,,,,
6019051,wave_campaign_normal_008,Campaign,180,6,False,False,point_grd_wasteland_004,point_fly_mca001,sbg_wasteland_004,Wasteland,Day,ibg_wasteland_001,3410010131.0,path_fly_mid_centurion_902,3410010131,Normal,,,,,,,path_fly_mid_small_033,,2210020131.0,Dash,2210020131.0,Dash,2210020131.0,Dash,2210020131.0,Dash,path_grd_mid_small_049,,3120010131.0,Dash,3120010131.0,Dash,3220040131.0,Dash,3220040131.0,Dash,path_grd_mid_special_065,3.0,2120010131.0,Drop,2120010131.0,Drop,3120010131.0,Drop,2320020231.0,Drop,path_fly_mid_small_042,,3210030131.0,Normal,2210010131.0,Normal,2210040131.0,Normal,2110010131.0,Normal,9,48,1,path_fly_close_elite2_804,4.0,3110010131.0,Jump,3110010131.0,Jump,2210020131.0,Jump,3210030131.0,Jump,path_grd_mid_small_008,2120010131.0,Jump,2220010131.0,Jump,2220010131.0,Jump,1320030231.0,Jump,path_fly_mid_elite1_802,1110010131.0,Drop,2210040131.0,Drop,1210030131.0,Drop,1210030131.0,Drop,,,,,,,,,,,,3.0,,,,,,,,,,,
6019052,wave_campaign_normal_008,Campaign,180,6,False,False,point_grd_materialh_01,point_fly_materialh_01,sbg_ebg002_001,GreatHole,Day,ibg_greathole_001,2520020141.0,b_grd_materialh_01,2520020141,Normal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6020001,wave_campaign_normal_008,Campaign,90,5,True,False,point_grd_desert_003,point_fly_desert_003,sbg_desert_003,Desert,Day,ibg_desert_001,2320050131.0,path_grd_close_small_048,1220040131,Drop,1220040131.0,Drop,1220040131.0,Drop,2320050231.0,Drop,path_grd_close_small_069,,1220040131.0,Dash,1220040131.0,Dash,1220040131.0,Dash,1220050131.0,Drop,path_fly_mid_small_039,4.0,3210040131.0,Dash,3210040131.0,Dash,3210040131.0,Dash,3210040131.0,Dash,path_grd_close_elite1_801,0.0,3120010131.0,Dash,3120010131.0,Dash,1220050131.0,Drop,2320050131.0,Drop,path_grd_close_special_064,6.0,2120010131.0,Dash,2120010131.0,Dash,1220050131.0,Drop,1220050131.0,Drop,42,6,0,path_grd_close_small_042,3.0,1220050131.0,Dash,1220050131.0,Dash,1220050131.0,Dash,1220050131.0,Dash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6020002,wave_campaign_normal_008,Campaign,90,5,True,False,point_grd_desert_001,point_fly_desert_001,sbg_desert_001,Desert,Day,ibg_desert_001,1320040131.0,path_grd_close_small_001,1220020131,Drop,1220020131.0,Drop,1220030131.0,Dash,1220030131.0,Dash,path_grd_mid_elite1_802,7.0,1120010131.0,Jump,1120010131.0,Jump,1220020131.0,Drop,2320050231.0,Drop,path_fly_mid_small_053,6.0,2210040131.0,Dash,2210040131.0,Dash,2210040131.0,Dash,1210040131.0,Dash,path_grd_mid_special_065,0.0,1120010131.0,Dash,1120010131.0,Dash,1220030131.0,Drop,1320040131.0,Drop,path_grd_far_small_071,11.0,1220040131.0,Dash,1220040131.0,Dash,1220040131.0,Dash,3220020131.0,Dash,6,30,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
