stage_id,group_id,spot_mod,battle_time,monster_count,use_intro_scene,wave_repeat,point_data,point_data_fly,background_name,theme,theme_time,stage_info_bg,target_list/0,wave_data/0/wave_path,wave_data/0/wave_monster_list/0/wave_monster_id,wave_data/0/wave_monster_list/0/spawn_type,wave_data/0/wave_monster_list/1/wave_monster_id,wave_data/0/wave_monster_list/1/spawn_type,wave_data/0/wave_monster_list/2/wave_monster_id,wave_data/0/wave_monster_list/2/spawn_type,wave_data/0/wave_monster_list/3/wave_monster_id,wave_data/0/wave_monster_list/3/spawn_type,wave_data/1/wave_path,wave_data/1/private_monster_count,wave_data/1/wave_monster_list/0/wave_monster_id,wave_data/1/wave_monster_list/0/spawn_type,wave_data/1/wave_monster_list/1/wave_monster_id,wave_data/1/wave_monster_list/1/spawn_type,wave_data/1/wave_monster_list/2/wave_monster_id,wave_data/1/wave_monster_list/2/spawn_type,wave_data/1/wave_monster_list/3/wave_monster_id,wave_data/1/wave_monster_list/3/spawn_type,wave_data/2/wave_path,wave_data/2/private_monster_count,wave_data/2/wave_monster_list/0/wave_monster_id,wave_data/2/wave_monster_list/0/spawn_type,wave_data/2/wave_monster_list/1/wave_monster_id,wave_data/2/wave_monster_list/1/spawn_type,wave_data/2/wave_monster_list/2/wave_monster_id,wave_data/2/wave_monster_list/2/spawn_type,wave_data/2/wave_monster_list/3/wave_monster_id,wave_data/2/wave_monster_list/3/spawn_type,wave_data/3/wave_path,wave_data/3/private_monster_count,wave_data/3/wave_monster_list/0/wave_monster_id,wave_data/3/wave_monster_list/0/spawn_type,wave_data/3/wave_monster_list/1/wave_monster_id,wave_data/3/wave_monster_list/1/spawn_type,wave_data/3/wave_monster_list/2/wave_monster_id,wave_data/3/wave_monster_list/2/spawn_type,wave_data/3/wave_monster_list/3/wave_monster_id,wave_data/3/wave_monster_list/3/spawn_type,wave_data/4/wave_path,wave_data/4/private_monster_count,wave_data/4/wave_monster_list/0/wave_monster_id,wave_data/4/wave_monster_list/0/spawn_type,wave_data/4/wave_monster_list/1/wave_monster_id,wave_data/4/wave_monster_list/1/spawn_type,wave_data/4/wave_monster_list/2/wave_monster_id,wave_data/4/wave_monster_list/2/spawn_type,wave_data/4/wave_monster_list/3/wave_monster_id,wave_data/4/wave_monster_list/3/spawn_type,close_monster_count,mid_monster_count,far_monster_count,wave_data/5/wave_path,wave_data/5/private_monster_count,wave_data/5/wave_monster_list/0/wave_monster_id,wave_data/5/wave_monster_list/0/spawn_type,wave_data/5/wave_monster_list/1/wave_monster_id,wave_data/5/wave_monster_list/1/spawn_type,wave_data/5/wave_monster_list/2/wave_monster_id,wave_data/5/wave_monster_list/2/spawn_type,wave_data/5/wave_monster_list/3/wave_monster_id,wave_data/5/wave_monster_list/3/spawn_type,wave_data/6/wave_path,wave_data/6/wave_monster_list/0/wave_monster_id,wave_data/6/wave_monster_list/0/spawn_type,wave_data/6/wave_monster_list/1/wave_monster_id,wave_data/6/wave_monster_list/1/spawn_type,wave_data/6/wave_monster_list/2/wave_monster_id,wave_data/6/wave_monster_list/2/spawn_type,wave_data/6/wave_monster_list/3/wave_monster_id,wave_data/6/wave_monster_list/3/spawn_type,mod_value,wave_data/6/private_monster_count,wave_data/7/wave_path,wave_data/7/private_monster_count,wave_data/7/wave_monster_list/0/wave_monster_id,wave_data/7/wave_monster_list/0/spawn_type,wave_data/7/wave_monster_list/1/wave_monster_id,wave_data/7/wave_monster_list/1/spawn_type,wave_data/7/wave_monster_list/2/wave_monster_id,wave_data/7/wave_monster_list/2/spawn_type,wave_data/7/wave_monster_list/3/wave_monster_id,wave_data/7/wave_monster_list/3/spawn_type,wave_data/8/wave_path,wave_data/8/wave_monster_list/0/wave_monster_id,wave_data/8/wave_monster_list/0/spawn_type,wave_data/8/wave_monster_list/1/wave_monster_id,wave_data/8/wave_monster_list/1/spawn_type,wave_data/8/wave_monster_list/2/wave_monster_id,wave_data/8/wave_monster_list/2/spawn_type,wave_data/8/wave_monster_list/3/wave_monster_id,wave_data/8/wave_monster_list/3/spawn_type,wave_data/9/wave_path,wave_data/9/private_monster_count,wave_data/9/wave_monster_list/0/wave_monster_id,wave_data/9/wave_monster_list/0/spawn_type,wave_data/9/wave_monster_list/1/wave_monster_id,wave_data/9/wave_monster_list/1/spawn_type,wave_data/9/wave_monster_list/2/wave_monster_id,wave_data/9/wave_monster_list/2/spawn_type,wave_data/9/wave_monster_list/3/wave_monster_id,wave_data/9/wave_monster_list/3/spawn_type,wave_data/8/private_monster_count
6230521,wave_tower_missilis_007,Campaign,90,5,True,False,point_grd_tower_003,point_fly_tower_003,sbg_tower_003,Tower,Missilis,ibg_tower_001,2320060121.0,path_grd_mid_small_070,3220050121,Dash,3220050121.0,Dash,3220050121.0,Dash,2220050121.0,Dash,path_fly_mid_small_039,,1210020121.0,Dash,1210020121.0,Dash,1210040121.0,Dash,1310010221.0,Dash,path_grd_mid_small_034,7.0,3220060121.0,Drop,3220080121.0,Drop,3220060121.0,Drop,2220050121.0,Dash,path_grd_mid_small_068,0.0,3220060121.0,Dash,3220060121.0,Dash,2220050121.0,Drop,2320060121.0,Drop,path_grd_mid_small_043,10.0,3220050121.0,Dash,3220060121.0,Dash,2220050121.0,Dash,3220080121.0,Normal,0,30,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6230522,wave_tower_missilis_007,Campaign,90,7,True,False,point_grd_tower_003,point_fly_tower_003,sbg_tower_003,Tower,Missilis,ibg_tower_001,1320060121.0,path_grd_mid_small_055,2220010121,Drop,2220010121.0,Drop,2220010121.0,Drop,2220010121.0,Drop,path_grd_mid_elite3_814,,2220020121.0,Dash,3320010221.0,Dash,2220040121.0,Dash,1320060221.0,Dash,path_grd_mid_small_011,8.0,2220010121.0,Drop,2220010121.0,Drop,2220010121.0,Drop,2220010121.0,Drop,path_grd_mid_elite3_814,0.0,2220020121.0,Dash,3320010221.0,Dash,2220040121.0,Drop,1320060121.0,Drop,path_grd_mid_small_043,8.0,2220010121.0,Drop,2220010121.0,Drop,2220010121.0,Drop,2220010121.0,Drop,0,36,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6230523,wave_tower_missilis_007,Campaign,90,7,True,False,point_grd_tower_002,point_fly_tower_002,sbg_tower_002,Tower,Missilis,ibg_tower_001,3310050121.0,path_grd_mid_small_070,3220050121,Dash,3220050121.0,Dash,3220050121.0,Dash,2220040121.0,Normal,path_fly_mid_elite2_808,,2210020121.0,Drop,2210020121.0,Drop,3310050221.0,Drop,3310050221.0,Drop,path_grd_mid_small_034,8.0,2220040121.0,Drop,3220050121.0,Drop,3220050121.0,Drop,3220050121.0,Drop,path_fly_mid_elite1_802,0.0,2210020121.0,Drop,2210020121.0,Drop,2210020121.0,Drop,3310050121.0,Drop,path_grd_mid_small_070,10.0,3220050121.0,Drop,3220050121.0,Drop,2220040121.0,Drop,3320080221.0,Drop,0,48,0,path_grd_mid_small_070,5.0,3220050121.0,Dash,3220050121.0,Dash,3220050121.0,Dash,2220040121.0,Dash,path_fly_mid_small_002,2210020121.0,Dash,2210020121.0,Dash,2210020121.0,Dash,2210020121.0,Dash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6230524,wave_tower_missilis_007,Campaign,90,7,True,False,point_grd_tower_002,point_fly_tower_002,sbg_tower_002,Tower,Missilis,ibg_tower_001,1310020121.0,path_fly_mid_small_018,2210010121,Drop,2210010121.0,Drop,2210010121.0,Drop,2210010121.0,Drop,path_fly_mid_elite1_802,5.0,2210010121.0,Dash,2210010121.0,Dash,3210040121.0,Dash,1310020221.0,Dash,path_fly_mid_small_027,8.0,3210050121.0,Dash,2210010121.0,Dash,2210010121.0,Dash,2210010121.0,Dash,path_fly_mid_small_036,0.0,2210010121.0,Drop,3210040121.0,Drop,3210050121.0,Drop,2210010121.0,Drop,path_fly_mid_elite1_802,7.0,2210010121.0,Dash,2210010121.0,Dash,3210040121.0,Drop,1310020121.0,Drop,0,42,0,path_fly_mid_small_024,,3210040121.0,Drop,2210010121.0,Drop,3210050121.0,Drop,2210010121.0,Drop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6230525,wave_tower_missilis_007,BaseDefense,60,7,True,True,point_grd_tower_003_midclear,point_fly_tower_003,sbg_tower_003_midclear,Tower,Missilis,ibg_tower_basedefense_001,,path_grd_mid_elite1_802,1220010121,Drop,1220010121.0,Drop,1220010121.0,Drop,2320030221.0,Drop,path_grd_mid_small_070,,1220050121.0,Drop,1220010121.0,Drop,1220010121.0,Drop,2220050121.0,Drop,path_fly_mid_small_002,8.0,3210010121.0,Dash,3210050121.0,Dash,3210040121.0,Dash,3210010121.0,Dash,path_grd_mid_small_070,4.0,1220010121.0,Drop,1220010121.0,Drop,1220010121.0,Drop,2220040121.0,Normal,path_grd_mid_elite2_805,10.0,1220010121.0,Dash,1220050121.0,Dash,2320010221.0,Dash,2320030221.0,Dash,0,63,0,path_fly_mid_small_002,6.0,3210010121.0,Dash,3210050121.0,Dash,3210010121.0,Dash,3210050121.0,Dash,path_grd_mid_small_075,1220010121.0,Drop,1220010121.0,Drop,1220010121.0,Drop,1220010121.0,Drop,normal,5.0,path_fly_mid_small_021,,3210050121.0,Dash,3210010121.0,Dash,3210040121.0,Dash,3210010121.0,Dash,path_grd_mid_elite2_805,1220010121.0,Dash,1220050121.0,Dash,2320010221.0,Dash,2320030121.0,Dash,,,,,,,,,,,8.0
6230526,wave_tower_missilis_007,Campaign,90,5,True,False,point_grd_tower_005,point_fly_tower_005,sbg_tower_005,Tower,Missilis,ibg_tower_001,2320050121.0,path_grd_far_small_003,2220010121,Drop,2220010121.0,Drop,3220060121.0,Dash,3220060121.0,Dash,path_grd_mid_elite1_802,7.0,2220010121.0,Jump,2220010121.0,Jump,3220060121.0,Drop,2320050221.0,Drop,path_fly_mid_special_016,4.0,3110010121.0,Drop,3110010121.0,Drop,2210010121.0,Drop,2210010121.0,Drop,path_grd_mid_elite1_802,0.0,2220010121.0,Dash,2220010121.0,Dash,3220060121.0,Drop,2320050121.0,Drop,path_grd_far_small_044,10.0,3220060121.0,Dash,3220060121.0,Dash,3220060121.0,Dash,3220060121.0,Dash,0,48,12,path_grd_mid_special_025,,3120010121.0,Jump,3120010121.0,Jump,3120010121.0,Drop,3120010121.0,Drop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6230527,wave_tower_missilis_007,Campaign,90,5,True,False,point_grd_tower_001,point_fly_tower_001,sbg_tower_001,Tower,Missilis,ibg_tower_001,1310030121.0,path_grd_mid_small_052,2220030121,Drop,2220030121.0,Drop,2220030121.0,Drop,2220030121.0,Drop,path_fly_mid_elite1_802,,3210020121.0,Dash,3210020121.0,Dash,1210040121.0,Drop,1310030221.0,Drop,path_fly_mid_small_050,8.0,3210020121.0,Dash,3210020121.0,Dash,3210020121.0,Dash,1210040121.0,Dash,path_fly_mid_elite2_805,0.0,3210020121.0,Drop,3210020121.0,Drop,1310010221.0,Drop,1310030121.0,Drop,path_grd_mid_small_052,8.0,2220030121.0,Drop,2220030121.0,Drop,2220030121.0,Drop,2220030121.0,Drop,0,42,0,path_fly_mid_small_050,7.0,3210020121.0,Dash,3210020121.0,Dash,3210020121.0,Dash,1210040121.0,Dash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6230528,wave_tower_missilis_007,Campaign,90,7,True,False,point_grd_tower_005,point_fly_tower_005,sbg_tower_005,Tower,Missilis,ibg_tower_001,2320030121.0,path_grd_mid_small_002,1220040121,Jump,1220040121.0,Jump,1220040121.0,Jump,1220040121.0,Jump,path_grd_mid_elite1_802,,1220050121.0,Drop,1220040121.0,Drop,2220040121.0,Drop,2320030221.0,Drop,path_fly_mid_small_021,,3210050121.0,Drop,1210030121.0,Drop,1210030121.0,Drop,1210030121.0,Drop,path_fly_mid_small_021,0.0,1210030121.0,Drop,1210030121.0,Drop,1210030121.0,Drop,3210050121.0,Drop,path_grd_mid_elite1_802,8.0,1220050121.0,Drop,1220040121.0,Drop,2220040121.0,Drop,2320030121.0,Drop,0,51,0,path_grd_mid_elite1_802,6.0,1220050121.0,Drop,1220040121.0,Drop,1220040121.0,Drop,2320030221.0,Drop,path_grd_mid_small_070,1220040121.0,Drop,1220040121.0,Drop,1220040121.0,Drop,2220040121.0,Drop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6230529,wave_tower_missilis_007,Campaign,90,7,True,False,point_grd_tower_003,point_fly_tower_003,sbg_tower_003,Tower,Missilis,ibg_tower_001,3310030121.0,path_grd_mid_small_002,3220060121,Dash,2220020121.0,Dash,3220060121.0,Dash,2220020121.0,Dash,path_fly_mid_elite2_808,5.0,2210010121.0,Dash,1210010121.0,Dash,2310060221.0,Drop,3310030221.0,Drop,path_fly_mid_elite1_802,10.0,2210010121.0,Dash,1210010121.0,Dash,1210040121.0,Drop,3310030221.0,Drop,path_fly_mid_small_024,,1210010121.0,Dash,1210010121.0,Dash,2210010121.0,Dash,2210010121.0,Dash,path_fly_mid_small_050,0.0,2210010121.0,Drop,2310060221.0,Drop,3310030221.0,Drop,3310030121.0,Drop,0,54,0,path_fly_mid_small_050,8.0,1210010121.0,Drop,1210010121.0,Drop,1210010121.0,Drop,1210040121.0,Dash,path_grd_mid_small_043,3220060121.0,Drop,2220020121.0,Drop,3220060121.0,Drop,2220020121.0,Drop,,6.0,path_fly_mid_small_042,,1210010121.0,Dash,2210010121.0,Dash,2210010121.0,Dash,2310060221.0,Dash,,,,,,,,,,,,,,,,,,,,
6230530,wave_tower_missilis_007,Campaign,180,5,False,False,point_grd_tower_003,point_fly_tower_003,sbg_tower_003_midclear,Tower,Day,ibg_tower_001,2421050151.0,path_grd_mid_centurion_902,2421050151,Normal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6230531,wave_tower_missilis_007,Campaign,90,5,True,False,point_grd_tower_005,point_fly_tower_005,sbg_tower_005,Tower,Missilis,ibg_tower_001,1320040141.0,path_grd_mid_small_049,3220050141,Drop,3220050141.0,Drop,3220050141.0,Drop,1320040241.0,Drop,path_grd_far_small_071,7.0,2220030141.0,Dash,2220030141.0,Dash,2220030141.0,Dash,2220040141.0,Dash,path_grd_mid_small_012,,3220050141.0,Dash,3220050141.0,Dash,3220050141.0,Dash,3220020141.0,Dash,path_grd_mid_small_055,0.0,2220030141.0,Drop,2220030141.0,Drop,2220030141.0,Drop,1320040141.0,Drop,path_grd_far_special_066,,2220030141.0,Dash,2220030141.0,Dash,3220060141.0,Drop,3220060141.0,Drop,0,18,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6230532,wave_tower_missilis_007,Campaign,90,5,True,False,point_grd_tower_004,point_fly_tower_004,sbg_tower_004,Tower,Missilis,ibg_tower_001,1310010131.0,path_grd_mid_small_055,3220030131,Drop,3220030131.0,Drop,3220030131.0,Drop,3220030131.0,Drop,path_fly_mid_elite1_802,,1210030131.0,Dash,1210030131.0,Dash,1210030131.0,Dash,1310010231.0,Dash,path_grd_mid_small_043,8.0,3220030131.0,Drop,3220030131.0,Drop,3220030131.0,Drop,3220080131.0,Drop,path_fly_mid_elite1_802,0.0,1210030131.0,Dash,1210030131.0,Dash,1210030131.0,Dash,1310010131.0,Dash,path_grd_mid_small_034,10.0,3220080131.0,Drop,3220030131.0,Drop,3220030131.0,Drop,3220030131.0,Drop,0,42,0,path_grd_mid_small_046,8.0,3220030131.0,Drop,3220030131.0,Drop,3220030131.0,Drop,3220080131.0,Drop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6230533,wave_tower_missilis_007,Campaign,90,7,True,False,point_grd_tower_001,point_fly_tower_001,sbg_tower_001,Tower,Missilis,ibg_tower_001,1320010151.0,path_grd_mid_small_046,1220040151,Drop,1220040151.0,Drop,1220040151.0,Drop,3220080151.0,Drop,path_grd_mid_elite1_802,,1220040151.0,Drop,1220040151.0,Drop,2220040151.0,Drop,1320010251.0,Drop,path_grd_far_small_044,8.0,3220070151.0,Jump,1220040151.0,Jump,3220070151.0,Jump,1220040151.0,Jump,path_grd_far_elite2_809,0.0,1220040151.0,Drop,1220040151.0,Drop,3220080151.0,Drop,1320010151.0,Drop,path_grd_far_small_044,,3220070151.0,Jump,1220040151.0,Jump,3220070151.0,Jump,1220040151.0,Jump,0,21,21,path_grd_mid_small_070,8.0,1220040151.0,Drop,1220040151.0,Drop,3220080151.0,Drop,2220040151.0,Drop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6230534,wave_tower_missilis_007,Campaign,90,7,True,False,point_grd_tower_005,point_fly_tower_005,sbg_tower_005,Tower,Missilis,ibg_tower_001,1320030131.0,path_fly_mid_small_018,1210030131,Dash,1210030131.0,Dash,1210030131.0,Dash,1210030131.0,Dash,path_grd_mid_elite2_805,5.0,2220010131.0,Dash,2120010131.0,Dash,3320010231.0,Dash,1320030231.0,Drop,path_fly_mid_special_016,10.0,1210030131.0,Dash,2110010131.0,Dash,1210030131.0,Dash,3210030131.0,Dash,path_grd_mid_elite2_808,0.0,2220010131.0,Dash,2220010131.0,Dash,3320010231.0,Drop,1320030131.0,Drop,path_fly_close_special_046,10.0,1210030131.0,Dash,2110010131.0,Dash,1210030131.0,Dash,3210030131.0,Dash,15,54,0,path_grd_mid_elite2_805,,2220010131.0,Dash,2120010131.0,Dash,2220010131.0,Dash,2220010131.0,Dash,path_fly_mid_small_002,1210030131.0,Dash,1210030131.0,Dash,1210030131.0,Dash,1210030131.0,Dash,,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6230535,wave_tower_missilis_007,Campaign,90,7,True,False,point_grd_tower_005,point_fly_tower_005,sbg_tower_005,Tower,Missilis,ibg_tower_001,2320070131.0,path_fly_mid_small_050,2210020131,Dash,2210020131.0,Dash,2210020131.0,Dash,3210030131.0,Normal,path_grd_mid_elite2_805,5.0,3220040131.0,Dash,3220040131.0,Dash,2320020231.0,Drop,2320070231.0,Drop,path_fly_mid_small_008,,2210020131.0,Dash,2210040131.0,Dash,2210020131.0,Dash,2210040131.0,Dash,path_fly_mid_small_005,8.0,2210020131.0,Dash,2210020131.0,Dash,2210020131.0,Dash,2210020131.0,Dash,path_grd_mid_elite2_805,0.0,3220040131.0,Dash,3220040131.0,Dash,2320020231.0,Drop,2320070131.0,Drop,0,54,0,path_fly_mid_small_050,10.0,2210040131.0,Drop,2210020131.0,Drop,2210020131.0,Drop,3210030131.0,Dash,path_grd_mid_small_068,3220040131.0,Dash,3220040131.0,Dash,3220040131.0,Dash,2320020231.0,Drop,,,path_fly_mid_small_021,9.0,2210040131.0,Dash,2210020131.0,Dash,2210020131.0,Dash,2210040131.0,Dash,,,,,,,,,,,,,,,,,,,,
6230536,wave_tower_missilis_007,Campaign,90,5,True,False,point_grd_tower_004,point_fly_tower_004,sbg_tower_004,Tower,Missilis,ibg_tower_001,2310020131.0,path_grd_mid_small_002,1220060131,Dash,1220060131.0,Dash,1220060131.0,Dash,1220060131.0,Dash,path_fly_mid_elite1_802,,2210020131.0,Dash,2210020131.0,Dash,2210040131.0,Drop,2310020231.0,Drop,path_fly_mid_small_039,7.0,2210020131.0,Drop,2210020131.0,Drop,2210020131.0,Drop,2210020131.0,Drop,path_fly_mid_small_039,0.0,2210020131.0,Drop,2210020131.0,Drop,2210040131.0,Drop,2210040131.0,Drop,path_fly_mid_elite1_802,8.0,2210020131.0,Dash,2210020131.0,Dash,2210040131.0,Drop,2310020131.0,Drop,0,42,0,path_grd_mid_small_043,8.0,1220060131.0,Dash,1220060131.0,Dash,1220060131.0,Dash,1220060131.0,Dash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6230537,wave_tower_missilis_007,Campaign,90,7,True,False,point_grd_tower_001,point_fly_tower_001,sbg_tower_001,Tower,Missilis,ibg_tower_001,1310010131.0,path_grd_mid_small_002,3220040131,Dash,3220040131.0,Dash,3220040131.0,Dash,3220040131.0,Dash,path_fly_mid_elite1_802,5.0,3210010131.0,Drop,3210010131.0,Drop,3210050131.0,Drop,2310060231.0,Drop,path_fly_mid_small_024,8.0,3210010131.0,Dash,3210010131.0,Dash,3210010131.0,Dash,3210010131.0,Dash,path_fly_mid_elite2_805,0.0,3210010131.0,Drop,3210010131.0,Drop,2310060231.0,Drop,1310010131.0,Drop,path_fly_close_small_020,9.0,3210050131.0,Drop,3210010131.0,Drop,3210010131.0,Drop,3210010131.0,Drop,6,42,0,path_grd_mid_small_043,5.0,3220040131.0,Dash,3220040131.0,Dash,3220040131.0,Dash,3220040131.0,Dash,path_fly_mid_small_042,3210050131.0,Drop,3220040131.0,Drop,3220040131.0,Drop,3220040131.0,Drop,,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6230538,wave_tower_missilis_007,Campaign,90,5,True,False,point_grd_tower_002,point_fly_tower_002,sbg_tower_002,Tower,Missilis,ibg_tower_001,3310040131.0,path_grd_mid_small_049,1220020131,Dash,1220020131.0,Dash,1220020131.0,Dash,1220020131.0,Dash,path_fly_mid_elite1_802,,1210020131.0,Drop,1210020131.0,Drop,3210030131.0,Drop,3310040231.0,Drop,path_grd_mid_small_046,10.0,1220020131.0,Drop,1220020131.0,Drop,1220020131.0,Drop,1220020131.0,Drop,path_grd_mid_small_034,0.0,1220020131.0,Jump,1220020131.0,Jump,1220020131.0,Jump,1320030231.0,Drop,path_fly_far_elite1_803,7.0,1210020131.0,Drop,1210020131.0,Drop,1210010131.0,Drop,3310040131.0,Drop,0,33,9,path_grd_mid_small_008,,1220020131.0,Dash,1220020131.0,Dash,1220020131.0,Dash,1220020131.0,Dash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6230539,wave_tower_missilis_007,BaseDefense,60,7,True,True,point_grd_tower_003_midclear,point_fly_tower_003,sbg_tower_003_midclear,Tower,Missilis,ibg_tower_basedefense_001,,path_grd_mid_elite1_802,1220010131,Drop,1220010131.0,Drop,1220010131.0,Drop,2320030231.0,Drop,path_grd_mid_small_070,,1220050131.0,Drop,1220010131.0,Drop,1220010131.0,Drop,2220050131.0,Drop,path_fly_mid_small_002,8.0,3210010131.0,Dash,3210050131.0,Dash,3210040131.0,Dash,3210010131.0,Dash,path_grd_mid_small_070,4.0,1220010131.0,Drop,1220010131.0,Drop,1220010131.0,Drop,2220040131.0,Normal,path_grd_mid_elite2_805,10.0,1220010131.0,Dash,1220050131.0,Dash,2320010231.0,Dash,2320030231.0,Dash,0,63,0,path_fly_mid_small_002,6.0,3210010131.0,Dash,3210050131.0,Dash,3210010131.0,Dash,3210050131.0,Dash,path_grd_mid_small_075,1220010131.0,Drop,1220010131.0,Drop,1220010131.0,Drop,1220010131.0,Drop,normal,5.0,path_fly_mid_small_021,,3210050131.0,Dash,3210010131.0,Dash,3210040131.0,Dash,3210010131.0,Dash,path_grd_mid_elite2_805,1220010131.0,Dash,1220050131.0,Dash,2320010231.0,Dash,2320030131.0,Dash,,,,,,,,,,,8.0
6230540,wave_tower_missilis_007,Campaign,180,6,False,False,point_grd_tower_003,point_fly_tower_003,sbg_tower_003_midclear,Tower,Missilis,ibg_tower_001,2410010231.0,path_fly_far_centurion_903,2410010231,Normal,,,,,,,path_fly_mid_small_018,,1210010131.0,Dash,1210020131.0,Dash,2110010131.0,Dash,2110010131.0,Dash,path_grd_mid_elite1_802,3.0,1220010131.0,Drop,1220010131.0,Drop,1220010131.0,Drop,2220040131.0,Drop,path_grd_mid_elite2_805,4.0,3220040131.0,Jump,3220040131.0,Jump,3220040131.0,Dash,3320060231.0,Drop,path_grd_mid_small_049,,3120010131.0,Jump,3120010131.0,Jump,2220010131.0,Jump,2220040131.0,Drop,0,42,1,path_grd_mid_small_052,8.0,2220030131.0,Drop,3227050331.0,Drop,3220070131.0,Drop,3220070131.0,Drop,path_fly_mid_small_050,3110010131.0,Dash,3110010131.0,Dash,1210010131.0,Dash,1310010231.0,Dash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6230541,wave_tower_missilis_007,Campaign,90,5,True,False,point_grd_tower_004,point_fly_tower_004,sbg_tower_004,Tower,Missilis,ibg_tower_001,1320010151.0,path_grd_mid_small_055,1220060151,Drop,1220060151.0,Drop,1220060151.0,Drop,2220040151.0,Drop,path_grd_far_elite1_803,7.0,1220030151.0,Dash,1220030151.0,Dash,3220070151.0,Drop,3320020251.0,Drop,path_grd_mid_small_011,,3220010151.0,Dash,3220010151.0,Dash,3220070151.0,Dash,2220040151.0,Dash,path_grd_close_elite1_801,0.0,1220060151.0,Dash,1220060151.0,Dash,2220040151.0,Drop,1320010151.0,Drop,path_grd_far_small_074,6.0,3220070151.0,Dash,3220070151.0,Dash,3220070151.0,Dash,2220040151.0,Dash,9,12,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6230542,wave_tower_missilis_007,Campaign,90,5,True,False,point_grd_tower_002,point_fly_tower_002,sbg_tower_002,Tower,Missilis,ibg_tower_001,3320070151.0,path_grd_mid_small_055,3220050151,Drop,3220050151.0,Drop,3220050151.0,Drop,3220050151.0,Drop,path_grd_mid_elite2_805,,3220050151.0,Drop,3220050151.0,Drop,3320070251.0,Dash,3320070251.0,Dash,path_fly_mid_small_027,10.0,2210030151.0,Drop,1210020151.0,Dash,1210020151.0,Dash,1210020151.0,Dash,path_grd_mid_elite3_814,0.0,3220050151.0,Drop,3320070251.0,Jump,3320070251.0,Jump,3320070151.0,Jump,path_fly_mid_small_027,8.0,2210030151.0,Drop,1210020151.0,Dash,1210020151.0,Dash,1210020151.0,Dash,0,42,0,path_grd_mid_small_061,10.0,3220050151.0,Dash,3220050151.0,Dash,3220050151.0,Dash,3220050151.0,Dash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6230543,wave_tower_missilis_007,Campaign,90,7,True,False,point_grd_tower_002,point_fly_tower_002,sbg_tower_002,Tower,Missilis,ibg_tower_001,1320010151.0,path_grd_mid_small_046,1220040151,Drop,1220040151.0,Drop,1220040151.0,Drop,3220080151.0,Drop,path_grd_mid_elite1_802,,1220040151.0,Drop,1220040151.0,Drop,2220040151.0,Drop,1320010251.0,Drop,path_grd_far_small_044,8.0,3220070151.0,Jump,1220040151.0,Jump,3220070151.0,Jump,1220040151.0,Jump,path_grd_far_elite2_809,0.0,1220040151.0,Drop,1220040151.0,Drop,3220080151.0,Drop,1320010151.0,Drop,path_grd_far_small_044,,3220070151.0,Jump,1220040151.0,Jump,3220070151.0,Jump,1220040151.0,Jump,0,21,21,path_grd_mid_small_070,8.0,1220040151.0,Drop,1220040151.0,Drop,3220080151.0,Drop,2220040151.0,Drop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
