stage_id,group_id,spot_mod,battle_time,monster_count,use_intro_scene,wave_repeat,point_data,point_data_fly,background_name,theme,theme_time,stage_info_bg,target_list/0,wave_data/0/wave_path,wave_data/0/wave_monster_list/0/wave_monster_id,wave_data/0/wave_monster_list/0/spawn_type,wave_data/0/wave_monster_list/1/wave_monster_id,wave_data/0/wave_monster_list/1/spawn_type,wave_data/0/wave_monster_list/2/wave_monster_id,wave_data/0/wave_monster_list/2/spawn_type,wave_data/0/wave_monster_list/3/wave_monster_id,wave_data/0/wave_monster_list/3/spawn_type,wave_data/1/wave_path,wave_data/1/wave_monster_list/0/wave_monster_id,wave_data/1/wave_monster_list/0/spawn_type,wave_data/1/wave_monster_list/1/wave_monster_id,wave_data/1/wave_monster_list/1/spawn_type,wave_data/1/wave_monster_list/2/wave_monster_id,wave_data/1/wave_monster_list/2/spawn_type,wave_data/1/wave_monster_list/3/wave_monster_id,wave_data/1/wave_monster_list/3/spawn_type,wave_data/2/wave_path,wave_data/2/private_monster_count,wave_data/2/wave_monster_list/0/wave_monster_id,wave_data/2/wave_monster_list/0/spawn_type,wave_data/2/wave_monster_list/1/wave_monster_id,wave_data/2/wave_monster_list/1/spawn_type,wave_data/2/wave_monster_list/2/wave_monster_id,wave_data/2/wave_monster_list/2/spawn_type,wave_data/2/wave_monster_list/3/wave_monster_id,wave_data/2/wave_monster_list/3/spawn_type,wave_data/3/wave_path,wave_data/3/private_monster_count,wave_data/3/wave_monster_list/0/wave_monster_id,wave_data/3/wave_monster_list/0/spawn_type,wave_data/3/wave_monster_list/1/wave_monster_id,wave_data/3/wave_monster_list/1/spawn_type,wave_data/3/wave_monster_list/2/wave_monster_id,wave_data/3/wave_monster_list/2/spawn_type,wave_data/3/wave_monster_list/3/wave_monster_id,wave_data/3/wave_monster_list/3/spawn_type,wave_data/4/wave_path,wave_data/4/private_monster_count,wave_data/4/wave_monster_list/0/wave_monster_id,wave_data/4/wave_monster_list/0/spawn_type,wave_data/4/wave_monster_list/1/wave_monster_id,wave_data/4/wave_monster_list/1/spawn_type,wave_data/4/wave_monster_list/2/wave_monster_id,wave_data/4/wave_monster_list/2/spawn_type,wave_data/4/wave_monster_list/3/wave_monster_id,wave_data/4/wave_monster_list/3/spawn_type,close_monster_count,mid_monster_count,far_monster_count,wave_data/5/wave_path,wave_data/5/wave_monster_list/0/wave_monster_id,wave_data/5/wave_monster_list/0/spawn_type,wave_data/5/wave_monster_list/1/wave_monster_id,wave_data/5/wave_monster_list/1/spawn_type,wave_data/5/wave_monster_list/2/wave_monster_id,wave_data/5/wave_monster_list/2/spawn_type,wave_data/5/wave_monster_list/3/wave_monster_id,wave_data/5/wave_monster_list/3/spawn_type,wave_data/1/private_monster_count,wave_data/5/private_monster_count,wave_data/6/wave_path,wave_data/6/private_monster_count,wave_data/6/wave_monster_list/0/wave_monster_id,wave_data/6/wave_monster_list/0/spawn_type,wave_data/6/wave_monster_list/1/wave_monster_id,wave_data/6/wave_monster_list/1/spawn_type,wave_data/6/wave_monster_list/2/wave_monster_id,wave_data/6/wave_monster_list/2/spawn_type,wave_data/6/wave_monster_list/3/wave_monster_id,wave_data/6/wave_monster_list/3/spawn_type,wave_data/7/wave_path,wave_data/7/private_monster_count,wave_data/7/wave_monster_list/0/wave_monster_id,wave_data/7/wave_monster_list/0/spawn_type,wave_data/7/wave_monster_list/1/wave_monster_id,wave_data/7/wave_monster_list/1/spawn_type,wave_data/7/wave_monster_list/2/wave_monster_id,wave_data/7/wave_monster_list/2/spawn_type,wave_data/7/wave_monster_list/3/wave_monster_id,wave_data/7/wave_monster_list/3/spawn_type,mod_value,wave_data/8/wave_path,wave_data/8/wave_monster_list/0/wave_monster_id,wave_data/8/wave_monster_list/0/spawn_type,wave_data/8/wave_monster_list/1/wave_monster_id,wave_data/8/wave_monster_list/1/spawn_type,wave_data/8/wave_monster_list/2/wave_monster_id,wave_data/8/wave_monster_list/2/spawn_type,wave_data/8/wave_monster_list/3/wave_monster_id,wave_data/8/wave_monster_list/3/spawn_type,wave_data/9/wave_path,wave_data/9/private_monster_count,wave_data/9/wave_monster_list/0/wave_monster_id,wave_data/9/wave_monster_list/0/spawn_type,wave_data/9/wave_monster_list/1/wave_monster_id,wave_data/9/wave_monster_list/1/spawn_type,wave_data/9/wave_monster_list/2/wave_monster_id,wave_data/9/wave_monster_list/2/spawn_type,wave_data/9/wave_monster_list/3/wave_monster_id,wave_data/9/wave_monster_list/3/spawn_type,wave_data/8/private_monster_count
6240784,wave_tower_tetra_009,Campaign,90,7,True,False,point_grd_tower_005,point_fly_tower_005,sbg_tower_005,Tower,Tetra,ibg_tower_001,2320020131.0,path_grd_mid_small_068,1220060131,Dash,1220060131.0,Dash,1220060131.0,Dash,2320020231.0,Drop,path_grd_mid_small_008,1220050131.0,Drop,1220060131.0,Drop,1220060131.0,Drop,1220050131.0,Drop,path_grd_mid_small_061,,1220060131.0,Drop,1220050131.0,Drop,1220060131.0,Drop,1220050131.0,Drop,path_grd_close_elite1_801,0.0,1220060131.0,Drop,1220050131.0,Drop,1220060131.0,Drop,2320020131.0,Drop,path_grd_mid_small_037,6.0,1220050131.0,Drop,1220060131.0,Drop,1220050131.0,Drop,1220060131.0,Drop,9,30,0,path_grd_mid_small_040,1220060131.0,Drop,1220060131.0,Drop,1220050131.0,Drop,1220050131.0,Drop,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6240785,wave_tower_tetra_009,BaseDefense,60,7,True,True,point_grd_tower_003_midclear,point_fly_tower_003,sbg_tower_003_midclear,Tower,Tetra,ibg_tower_basedefense_001,,path_grd_mid_elite1_802,1220060131,Jump,1220060131.0,Jump,2320070231.0,Drop,2220040131.0,Drop,path_grd_far_small_044,3220070131.0,Dash,2220040131.0,Dash,3220070131.0,Dash,2220040131.0,Dash,path_grd_mid_special_025,4.0,1220060131.0,Jump,1220060131.0,Jump,3220070131.0,Drop,2220040131.0,Drop,path_fly_mid_elite1_802,2.0,1220060131.0,Drop,1220060131.0,Drop,2320070231.0,Drop,1310040231.0,Drop,path_fly_far_small_031,10.0,3220070131.0,Drop,3220070131.0,Drop,3220070131.0,Drop,2210030131.0,Drop,0,45,21,path_grd_mid_small_012,1220060131.0,Dash,1220060131.0,Dash,1220060131.0,Dash,2220040131.0,Dash,6.0,5.0,path_grd_mid_small_075,6.0,1220060131.0,Dash,1220060131.0,Dash,1220060131.0,Dash,1220060131.0,Dash,path_grd_far_elite1_803,,3220070131.0,Jump,3220070131.0,Jump,2220040131.0,Drop,2320070131.0,Drop,normal,,,,,,,,,,,,,,,,,,,,
6240786,wave_tower_tetra_009,Campaign,90,7,True,False,point_grd_tower_003,point_fly_tower_003,sbg_tower_003,Tower,Tetra,ibg_tower_001,3320020131.0,path_grd_far_elite1_803,3120010131,Jump,3220030131.0,Jump,3220070131.0,Drop,3320020231.0,Drop,path_grd_mid_small_012,1220060131.0,Dash,1220060131.0,Dash,1220060131.0,Dash,2220040131.0,Dash,path_fly_mid_small_027,7.0,3210020131.0,Jump,3210020131.0,Jump,3210020131.0,Jump,1210040131.0,Jump,path_fly_mid_small_036,,1210010131.0,Dash,1210010131.0,Dash,1210020131.0,Drop,1210020131.0,Drop,path_grd_close_small_051,0.0,3220030131.0,Jump,3220030131.0,Jump,3220030131.0,Jump,1320040231.0,Jump,12,18,18,path_grd_far_elite1_803,3120010131.0,Jump,3120010131.0,Jump,3220070131.0,Drop,3320020131.0,Drop,9.0,4.0,path_fly_close_small_038,8.0,1210020131.0,Dash,1210020131.0,Dash,1210020131.0,Dash,1210020131.0,Dash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6240787,wave_tower_tetra_009,Campaign,90,7,True,False,point_grd_tower_004,point_fly_tower_004,sbg_tower_004,Tower,Tetra,ibg_tower_001,3320050131.0,path_grd_mid_small_049,1220040131,Dash,1220040131.0,Dash,1220040131.0,Dash,1220040131.0,Dash,path_grd_mid_elite2_808,1220040131.0,Dash,1220040131.0,Dash,2320020231.0,Drop,3320040231.0,Drop,path_grd_mid_small_008,,3220020131.0,Drop,1220040131.0,Drop,1220040131.0,Drop,3220020131.0,Drop,path_grd_mid_small_043,,3220020131.0,Dash,1220040131.0,Dash,3220020131.0,Dash,1220040131.0,Dash,path_grd_mid_elite2_808,0.0,1220040131.0,Dash,1220040131.0,Dash,3320050131.0,Drop,3320040231.0,Drop,6,48,0,path_grd_close_small_067,1220040131.0,Dash,3220020131.0,Dash,1220040131.0,Dash,2320020231.0,Drop,5.0,10.0,path_grd_mid_small_040,,3220020131.0,Dash,3220020131.0,Dash,1220040131.0,Dash,1220040131.0,Dash,path_grd_mid_small_037,,3220020131.0,Dash,1220040131.0,Dash,3220020131.0,Dash,1220040131.0,Dash,,,,,,,,,,,,,,,,,,,,,
6240788,wave_tower_tetra_009,Campaign,90,7,True,False,point_grd_tower_003,point_fly_tower_003,sbg_tower_003,Tower,Tetra,ibg_tower_001,2320010131.0,path_grd_mid_small_002,1220030131,Drop,1220030131.0,Drop,1220030131.0,Drop,1220030131.0,Drop,path_grd_mid_small_043,1220030131.0,Dash,1220030131.0,Dash,1220030131.0,Dash,1220030131.0,Dash,path_grd_mid_elite2_805,10.0,1220030131.0,Dash,1220030131.0,Dash,2320010231.0,Drop,2320010231.0,Drop,path_grd_mid_small_005,,2220010131.0,Dash,1220030131.0,Dash,2220010131.0,Dash,1220030131.0,Dash,path_grd_mid_elite2_805,0.0,1220030131.0,Dash,1220030131.0,Dash,2320010231.0,Drop,2320010131.0,Drop,6,42,0,path_grd_close_small_014,3320080231.0,Drop,2220010131.0,Dash,2220010131.0,Dash,2220010131.0,Dash,5.0,10.0,path_grd_mid_small_052,8.0,1220030131.0,Drop,1220030131.0,Drop,1220030131.0,Drop,1220030131.0,Drop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6240789,wave_tower_tetra_009,Defense,90,8,True,True,point_grd_tower_002_rightclear,point_fly_tower_002_rightclear,sbg_tower_002_rightclear,Tower,Tetra,ibg_tower_defense_001,,path_fly_close_elite1_801,1210020131,Normal,1210020131.0,Normal,1210030131.0,Dash,1310010231.0,Dash,path_grd_mid_small_040,1220060131.0,Normal,1220060131.0,Normal,3220020131.0,Normal,2320040231.0,Normal,path_fly_mid_small_008,8.0,1210020131.0,Normal,1210020131.0,Normal,1210020131.0,Normal,1210020131.0,Normal,path_fly_mid_special_016,7.0,1110010131.0,Drop,1110010131.0,Drop,1210020131.0,Normal,1210020131.0,Normal,path_grd_mid_elite2_805,3.0,1220060131.0,Drop,1220060131.0,Drop,3320060131.0,Normal,3320060231.0,Drop,0,54,12,path_fly_mid_small_008,1210020131.0,Normal,1210020131.0,Normal,1210020131.0,Normal,1210020131.0,Normal,12.0,,path_fly_close_special_044,7.0,1110010131.0,Drop,1110010131.0,Drop,1210020131.0,Normal,2310030231.0,Drop,path_grd_mid_small_075,10.0,1220060131.0,Normal,1220060131.0,Normal,1220060131.0,Drop,1220060131.0,Drop,20,path_fly_mid_elite2_808,1210020131.0,Normal,1210020131.0,Normal,2310020231.0,Drop,2310020231.0,Drop,,,,,,,,,,,5.0
6240790,wave_tower_tetra_009,Campaign,180,6,False,False,point_grd_tower_003,point_fly_tower_003,sbg_tower_003_midclear,Tower,Tetra,ibg_tower_001,1420040231.0,path_grd_mid_centurion_902,1420040231,Normal,,,,,,,path_fly_mid_small_002,3210010131.0,Jump,3210010131.0,Jump,3210010131.0,Jump,3210030131.0,Dash,path_fly_mid_special_016,4.0,2110010131.0,Drop,2110010131.0,Drop,3110010131.0,Drop,2210010131.0,Drop,path_grd_mid_small_049,4.0,2220020131.0,Dash,3220020131.0,Dash,2220020131.0,Dash,3320030231.0,Drop,path_grd_mid_small_076,,1220010131.0,Jump,1220010131.0,Jump,1220010131.0,Jump,2220040131.0,Jump,6,40,0,path_grd_close_small_001,2120010131.0,Normal,2120010131.0,Normal,1220010131.0,Normal,1220010131.0,Normal,,8.0,path_fly_mid_small_024,,1210030131.0,Dash,1210030131.0,Dash,3110010131.0,Dash,1310030231.0,Dash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6240791,wave_tower_tetra_009,Campaign,90,5,True,False,point_grd_tower_001,point_fly_tower_001,sbg_tower_001,Tower,Tetra,ibg_tower_001,2310040151.0,path_fly_mid_small_018,3210020151,Jump,3210020151.0,Jump,3210020151.0,Jump,3210020151.0,Jump,path_grd_mid_elite1_802,3220050151.0,Drop,3220050151.0,Drop,2220050151.0,Drop,2320030251.0,Drop,path_grd_mid_small_070,,2220010151.0,Drop,2220010151.0,Drop,3220020151.0,Drop,2220010151.0,Drop,path_fly_mid_small_033,7.0,3210020151.0,Drop,3210020151.0,Drop,3210020151.0,Drop,3210040151.0,Drop,path_fly_mid_elite1_802,0.0,2210010151.0,Dash,2210010151.0,Dash,1210040151.0,Drop,2310040151.0,Drop,0,45,0,path_grd_mid_elite1_802,2120010151.0,Drop,2220010151.0,Drop,3220020151.0,Drop,2220050151.0,Drop,,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6240792,wave_tower_tetra_009,Campaign,90,5,True,False,point_grd_tower_003,point_fly_tower_003,sbg_tower_003,Tower,Tetra,ibg_tower_001,3320040151.0,path_grd_far_small_053,1220060151,Dash,1220060151.0,Dash,1220060151.0,Dash,3220020151.0,Dash,path_grd_mid_elite1_802,3220050151.0,Jump,3220050151.0,Jump,2220050151.0,Drop,3320040251.0,Drop,path_fly_mid_small_050,,2210010151.0,Drop,2210010151.0,Drop,2210010151.0,Drop,1210040151.0,Drop,path_grd_mid_elite2_808,0.0,3220050151.0,Jump,3220050151.0,Jump,3320040251.0,Drop,3320040151.0,Drop,path_fly_mid_special_016,6.0,2210010151.0,Drop,2110010151.0,Drop,2210010151.0,Drop,1210040151.0,Drop,0,39,6,,,,,,,,,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6240793,wave_tower_tetra_009,Campaign,90,5,True,False,point_grd_tower_002,point_fly_tower_002,sbg_tower_002,Tower,Tetra,ibg_tower_001,3320060151.0,path_grd_mid_small_002,2220030151,Jump,3220060151.0,Jump,2220030151.0,Jump,3220060151.0,Jump,path_grd_mid_elite2_805,2220030151.0,Drop,3220060151.0,Drop,3320060251.0,Drop,3320060251.0,Drop,path_grd_mid_small_012,8.0,2220030151.0,Drop,2220030151.0,Drop,3220060151.0,Drop,3220060151.0,Drop,path_grd_mid_elite2_805,0.0,2220030151.0,Drop,3220060151.0,Drop,3320060251.0,Drop,3320060151.0,Drop,path_grd_mid_special_025,7.0,2220030151.0,Drop,3120010151.0,Drop,3220060151.0,Drop,3220060151.0,Drop,0,45,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6240794,wave_tower_tetra_009,Campaign,90,7,True,False,point_grd_tower_004,point_fly_tower_004,sbg_tower_004,Tower,Tetra,ibg_tower_001,3320070151.0,path_grd_close_small_007,3220050151,Drop,3220050151.0,Drop,2220010151.0,Drop,2220010151.0,Drop,path_grd_mid_elite2_805,3220050151.0,Dash,3220050151.0,Dash,2320010251.0,Dash,2320010251.0,Dash,path_fly_mid_special_016,8.0,3110010151.0,Drop,3110010151.0,Drop,3110010151.0,Drop,3210030151.0,Drop,path_grd_close_small_013,12.0,2220010151.0,Dash,2220010151.0,Dash,2220010151.0,Dash,2220040151.0,Dash,path_grd_mid_elite2_808,0.0,2220030151.0,Dash,2220030151.0,Dash,2320020251.0,Drop,3320070151.0,Drop,18,48,0,path_fly_close_small_029,3210010151.0,Drop,3210010151.0,Drop,3210010151.0,Drop,3210030151.0,Drop,,,path_grd_mid_special_065,5.0,2220030151.0,Dash,2220030151.0,Dash,3220050151.0,Drop,2220040151.0,Drop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6240795,wave_tower_tetra_009,BaseDefense,60,7,True,True,point_grd_tower_003_midclear,point_fly_tower_003,sbg_tower_003_midclear,Tower,Tetra,ibg_tower_basedefense_001,,path_grd_mid_small_002,1220020151,Drop,1220020151.0,Drop,1220020151.0,Drop,2320020251.0,Drop,path_grd_close_small_036,2220010151.0,Drop,2220010151.0,Drop,1220020151.0,Drop,3220080151.0,Drop,path_grd_mid_small_040,8.0,2220010151.0,Drop,1220020151.0,Drop,3220080151.0,Drop,2220010151.0,Drop,path_grd_mid_small_070,3.0,2220010151.0,Drop,3220080151.0,Drop,1220020151.0,Drop,2220050151.0,Normal,path_grd_close_small_039,10.0,2220010151.0,Drop,2220010151.0,Drop,1220020151.0,Drop,2320020251.0,Drop,12,39,0,path_grd_mid_small_037,1220020151.0,Drop,2220010151.0,Drop,2220010151.0,Drop,2220010151.0,Drop,,8.0,path_grd_mid_small_075,6.0,1220020151.0,Drop,1220020151.0,Drop,3220080151.0,Drop,3220080151.0,Drop,path_grd_mid_elite2_808,,1220020151.0,Drop,2220010151.0,Drop,2320020151.0,Drop,3320070251.0,Drop,normal,,,,,,,,,,,,,,,,,,,,
6240796,wave_tower_tetra_009,Campaign,90,7,True,False,point_grd_tower_003,point_fly_tower_003,sbg_tower_003,Tower,Tetra,ibg_tower_001,1310020151.0,path_fly_close_special_044,2110010151,Drop,2110010151.0,Drop,2210020151.0,Drop,2210030151.0,Drop,path_grd_mid_elite2_805,2220030151.0,Dash,2220030151.0,Dash,2320050251.0,Drop,2320050251.0,Drop,path_fly_mid_small_053,,2210020151.0,Dash,2210020151.0,Dash,2210020151.0,Dash,1210040151.0,Dash,path_fly_close_small_029,,2210020151.0,Jump,2210020151.0,Jump,2210020151.0,Jump,2210020151.0,Jump,path_grd_close_elite1_801,0.0,2220030151.0,Jump,2220030151.0,Jump,2220040151.0,Drop,3320040251.0,Drop,36,24,0,path_fly_mid_elite1_802,2210020151.0,Jump,2210020151.0,Jump,3210030151.0,Drop,1310020151.0,Drop,10.0,10.0,path_fly_close_small_029,4.0,2210020151.0,Drop,2210020151.0,Drop,2210020151.0,Drop,2210020151.0,Drop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6240797,wave_tower_tetra_009,Campaign,90,7,True,False,point_grd_tower_002,point_fly_tower_002,sbg_tower_002,Tower,Tetra,ibg_tower_001,2310060151.0,path_fly_mid_small_018,1210030151,Drop,1210030151.0,Drop,1210010151.0,Dash,1210010151.0,Dash,path_fly_close_special_044,3210010151.0,Drop,3210010151.0,Drop,3210050151.0,Drop,3310050251.0,Drop,path_fly_mid_small_030,,1210030151.0,Drop,1210030151.0,Drop,1210030151.0,Drop,3210030151.0,Drop,path_fly_close_special_046,10.0,2210020151.0,Dash,2210020151.0,Dash,3210040151.0,Drop,3210050151.0,Drop,path_fly_mid_elite2_808,0.0,1210030151.0,Dash,1210030151.0,Dash,3310030251.0,Dash,3310050251.0,Dash,51,36,0,path_fly_close_special_046,1210030151.0,Dash,1210030151.0,Dash,1210030151.0,Drop,2310060151.0,Drop,,6.0,path_fly_close_small_041,9.0,3210040151.0,Drop,3210050151.0,Drop,3210040151.0,Drop,3210050151.0,Drop,path_fly_mid_special_016,10.0,2210020151.0,Drop,2210020151.0,Drop,3210010151.0,Drop,3210030151.0,Drop,,,,,,,,,,,,,,,,,,,,,
6240798,wave_tower_tetra_009,Campaign,90,7,True,False,point_grd_tower_001,point_fly_tower_001,sbg_tower_001,Tower,Tetra,ibg_tower_001,3310050151.0,path_grd_close_small_001,1220040151,Drop,1220040151.0,Drop,1220050151.0,Drop,1220050151.0,Drop,path_fly_mid_elite1_802,3210050151.0,Drop,3210010151.0,Drop,3210030151.0,Drop,3310050251.0,Drop,path_grd_mid_small_043,,1220040151.0,Drop,1220050151.0,Drop,1220040151.0,Drop,1220050151.0,Drop,path_fly_mid_small_050,,3210050151.0,Drop,3210010151.0,Drop,3210010151.0,Drop,3210030151.0,Drop,path_fly_mid_elite2_808,0.0,3210010151.0,Drop,3210030151.0,Drop,3310050251.0,Drop,3310050151.0,Drop,18,36,0,path_grd_close_small_060,1220050151.0,Drop,3220020151.0,Drop,1220050151.0,Drop,3220020151.0,Drop,,,path_fly_mid_small_036,,3210050151.0,Drop,3210010151.0,Drop,3210050151.0,Drop,3210050151.0,Drop,path_grd_close_small_060,,1220050151.0,Drop,3220020151.0,Drop,1220050151.0,Drop,3220020151.0,Drop,,,,,,,,,,,,,,,,,,,,,
6240799,wave_tower_tetra_009,Defense,90,8,True,True,point_grd_tower_002_rightclear,point_fly_tower_002_rightclear,sbg_tower_002_rightclear,Tower,Tetra,ibg_tower_defense_001,,path_grd_mid_elite1_802,1220060151,Normal,1220060151.0,Normal,2220040151.0,Drop,1320060251.0,Drop,path_grd_close_small_067,3220050151.0,Dash,3220050151.0,Dash,3220020151.0,Normal,3220020151.0,Normal,path_grd_mid_special_025,10.0,2120010151.0,Jump,2120010151.0,Jump,1220060151.0,Dash,2220040151.0,Dash,path_fly_close_small_004,,2210020151.0,Drop,2210020151.0,Drop,2210020151.0,Drop,2210020151.0,Drop,path_grd_mid_elite2_805,3.0,3220050151.0,Drop,3220050151.0,Drop,1320060251.0,Drop,1320060151.0,Normal,12,60,0,path_fly_mid_small_030,2210020151.0,Drop,2210020151.0,Drop,2210020151.0,Drop,2310030251.0,Dash,12.0,12.0,path_fly_mid_small_005,,2210020151.0,Dash,2210020151.0,Dash,2210020151.0,Dash,2210020151.0,Dash,path_grd_mid_small_076,10.0,3220050151.0,Jump,3220050151.0,Jump,2220040151.0,Jump,2220040151.0,Jump,20,path_grd_mid_elite2_805,1220060151.0,Normal,1220060151.0,Normal,1320060251.0,Jump,1320060251.0,Dash,,,,,,,,,,,
6240800,wave_tower_tetra_009,Campaign,180,6,False,False,point_grd_mordernia_01,point_fly_mordernia_01,sbg_iceland_sky_001,IceLand,Day,ibg_iceland_001,3520040151.0,b_fly_mordernia_01,3520040151,Normal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6240801,wave_tower_tetra_009,Campaign,90,5,True,False,point_grd_tower_001,point_fly_tower_001,sbg_tower_001,Tower,Tetra,ibg_tower_001,3310050111.0,path_grd_close_small_001,3220030111,Jump,3220030111.0,Jump,3220030111.0,Dash,2220040111.0,Dash,path_fly_mid_elite1_802,3210010111.0,Dash,3210010111.0,Dash,3210010111.0,Dash,3310050211.0,Dash,path_grd_close_small_051,,2220010111.0,Dash,2220010111.0,Dash,2220040111.0,Dash,2220010111.0,Dash,path_fly_mid_elite1_802,0.0,1210010111.0,Dash,1210010111.0,Dash,3210030111.0,Drop,3310050111.0,Drop,path_grd_close_small_042,,3220050111.0,Dash,3220050111.0,Dash,3220050111.0,Dash,2220040111.0,Dash,18,33,0,path_grd_mid_special_025,3120010111.0,Jump,3120010111.0,Jump,3120010111.0,Drop,3120010111.0,Drop,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6240802,wave_tower_tetra_009,Campaign,90,5,True,False,point_grd_tower_003,point_fly_tower_003,sbg_tower_003,Tower,Tetra,ibg_tower_001,3320010111.0,path_grd_mid_special_025,1120010111,Jump,1120010111.0,Jump,3220050111.0,Drop,2320050211.0,Drop,path_fly_close_small_029,3210010111.0,Dash,3210010111.0,Dash,3210010111.0,Dash,3210030111.0,Dash,path_grd_mid_small_058,7.0,3220040111.0,Dash,3220040111.0,Dash,3220040111.0,Dash,3220040111.0,Dash,path_grd_mid_elite1_802,0.0,3220050111.0,Dash,3220050111.0,Dash,2220040111.0,Drop,2320050211.0,Drop,path_grd_close_small_045,6.0,3220040111.0,Jump,3220040111.0,Jump,3220040111.0,Jump,3320010111.0,Dash,12,30,0,,,,,,,,,,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6240803,wave_tower_tetra_009,Campaign,90,7,True,False,point_grd_tower_002,point_fly_tower_002,sbg_tower_002,Tower,Tetra,ibg_tower_001,3320030111.0,path_grd_mid_small_002,3220050111,Dash,3220050111.0,Dash,3220040111.0,Dash,3220040111.0,Dash,path_fly_close_small_017,3210040111.0,Drop,3210040111.0,Drop,3210040111.0,Drop,3210040111.0,Drop,path_fly_mid_small_027,10.0,3210010111.0,Drop,3210010111.0,Drop,3210030111.0,Drop,3310030211.0,Drop,path_grd_close_elite3_813,,1220050111.0,Drop,1220050111.0,Drop,1220050111.0,Drop,1220050111.0,Drop,path_grd_mid_elite1_802,0.0,1220050111.0,Dash,3220050111.0,Dash,3220040111.0,Dash,3320030111.0,Drop,21,27,0,path_fly_mid_small_036,3210040111.0,Dash,3210040111.0,Dash,3210040111.0,Dash,3210040111.0,Dash,5.0,10.0,path_grd_close_small_042,,3220050111.0,Dash,3220050111.0,Dash,3220040111.0,Dash,3220040111.0,Dash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6240804,wave_tower_tetra_009,Campaign,90,5,True,False,point_grd_tower_004,point_fly_tower_004,sbg_tower_004,Tower,Tetra,ibg_tower_001,2320070111.0,path_grd_mid_special_065,3120010111,Dash,3120010111.0,Dash,2220020111.0,Drop,2320070211.0,Drop,path_grd_far_small_074,2220020111.0,Dash,2220020111.0,Dash,2220020111.0,Dash,2220040111.0,Dash,path_fly_mid_small_005,,3210010111.0,Dash,3210010111.0,Dash,3210010111.0,Dash,3210030111.0,Dash,path_fly_mid_elite1_802,0.0,3210010111.0,Dash,3210010111.0,Dash,3210030111.0,Drop,2310010211.0,Drop,path_grd_far_small_071,7.0,2220020111.0,Dash,2220020111.0,Dash,3220060111.0,Dash,2320070111.0,Jump,0,30,12,,,,,,,,,,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6240805,wave_tower_tetra_009,Campaign,90,7,True,False,point_grd_tower_001,point_fly_tower_001,sbg_tower_001,Tower,Tetra,ibg_tower_001,2310040111.0,path_fly_mid_small_018,1210030111,Dash,1210030111.0,Dash,1210030111.0,Dash,1210030111.0,Dash,path_fly_mid_elite2_808,1210030111.0,Drop,1210030111.0,Drop,3310050211.0,Drop,2310040211.0,Drop,path_fly_mid_small_027,10.0,1210030111.0,Drop,1210030111.0,Drop,1210040111.0,Drop,2310060211.0,Drop,path_fly_mid_small_036,,1210030111.0,Drop,1210030111.0,Drop,3210040111.0,Drop,3210040111.0,Drop,path_fly_mid_elite3_811,0.0,1210030111.0,Drop,2310060211.0,Drop,3310050211.0,Drop,2310040111.0,Drop,12,42,0,path_fly_close_small_023,3210040111.0,Drop,1210030111.0,Drop,3210040111.0,Drop,1210030111.0,Drop,5.0,,path_fly_mid_small_027,,1210030111.0,Drop,1210030111.0,Drop,1210030111.0,Drop,2310060211.0,Drop,path_fly_close_small_023,,1210030111.0,Drop,3210040111.0,Drop,1210030111.0,Drop,3210040111.0,Drop,,,,,,,,,,,,,,,,,,,,,
