stage_id,group_id,spot_mod,battle_time,monster_count,use_intro_scene,wave_repeat,point_data,point_data_fly,background_name,theme,theme_time,stage_info_bg,target_list/0,wave_data/0/wave_path,wave_data/0/wave_monster_list/0/wave_monster_id,wave_data/0/wave_monster_list/0/spawn_type,wave_data/0/wave_monster_list/1/wave_monster_id,wave_data/0/wave_monster_list/1/spawn_type,wave_data/0/wave_monster_list/2/wave_monster_id,wave_data/0/wave_monster_list/2/spawn_type,wave_data/0/wave_monster_list/3/wave_monster_id,wave_data/0/wave_monster_list/3/spawn_type,wave_data/1/wave_path,wave_data/1/private_monster_count,wave_data/1/wave_monster_list/0/wave_monster_id,wave_data/1/wave_monster_list/0/spawn_type,wave_data/1/wave_monster_list/1/wave_monster_id,wave_data/1/wave_monster_list/1/spawn_type,wave_data/1/wave_monster_list/2/wave_monster_id,wave_data/1/wave_monster_list/2/spawn_type,wave_data/1/wave_monster_list/3/wave_monster_id,wave_data/1/wave_monster_list/3/spawn_type,wave_data/2/wave_path,wave_data/2/wave_monster_list/0/wave_monster_id,wave_data/2/wave_monster_list/0/spawn_type,wave_data/2/wave_monster_list/1/wave_monster_id,wave_data/2/wave_monster_list/1/spawn_type,wave_data/2/wave_monster_list/2/wave_monster_id,wave_data/2/wave_monster_list/2/spawn_type,wave_data/2/wave_monster_list/3/wave_monster_id,wave_data/2/wave_monster_list/3/spawn_type,wave_data/3/wave_path,wave_data/3/private_monster_count,wave_data/3/wave_monster_list/0/wave_monster_id,wave_data/3/wave_monster_list/0/spawn_type,wave_data/3/wave_monster_list/1/wave_monster_id,wave_data/3/wave_monster_list/1/spawn_type,wave_data/3/wave_monster_list/2/wave_monster_id,wave_data/3/wave_monster_list/2/spawn_type,wave_data/3/wave_monster_list/3/wave_monster_id,wave_data/3/wave_monster_list/3/spawn_type,wave_data/4/wave_path,wave_data/4/private_monster_count,wave_data/4/wave_monster_list/0/wave_monster_id,wave_data/4/wave_monster_list/0/spawn_type,wave_data/4/wave_monster_list/1/wave_monster_id,wave_data/4/wave_monster_list/1/spawn_type,wave_data/4/wave_monster_list/2/wave_monster_id,wave_data/4/wave_monster_list/2/spawn_type,wave_data/4/wave_monster_list/3/wave_monster_id,wave_data/4/wave_monster_list/3/spawn_type,close_monster_count,mid_monster_count,far_monster_count,mod_value,wave_data/5/wave_path,wave_data/5/private_monster_count,wave_data/5/wave_monster_list/0/wave_monster_id,wave_data/5/wave_monster_list/0/spawn_type,wave_data/5/wave_monster_list/1/wave_monster_id,wave_data/5/wave_monster_list/1/spawn_type,wave_data/5/wave_monster_list/2/wave_monster_id,wave_data/5/wave_monster_list/2/spawn_type,wave_data/5/wave_monster_list/3/wave_monster_id,wave_data/5/wave_monster_list/3/spawn_type,wave_data/6/wave_path,wave_data/6/private_monster_count,wave_data/6/wave_monster_list/0/wave_monster_id,wave_data/6/wave_monster_list/0/spawn_type,wave_data/6/wave_monster_list/1/wave_monster_id,wave_data/6/wave_monster_list/1/spawn_type,wave_data/6/wave_monster_list/2/wave_monster_id,wave_data/6/wave_monster_list/2/spawn_type,wave_data/6/wave_monster_list/3/wave_monster_id,wave_data/6/wave_monster_list/3/spawn_type,wave_data/7/wave_path,wave_data/7/private_monster_count,wave_data/7/wave_monster_list/0/wave_monster_id,wave_data/7/wave_monster_list/0/spawn_type,wave_data/7/wave_monster_list/1/wave_monster_id,wave_data/7/wave_monster_list/1/spawn_type,wave_data/7/wave_monster_list/2/wave_monster_id,wave_data/7/wave_monster_list/2/spawn_type,wave_data/7/wave_monster_list/3/wave_monster_id,wave_data/7/wave_monster_list/3/spawn_type,wave_data/2/private_monster_count,wave_data/8/wave_path,wave_data/8/private_monster_count,wave_data/8/wave_monster_list/0/wave_monster_id,wave_data/8/wave_monster_list/0/spawn_type,wave_data/8/wave_monster_list/1/wave_monster_id,wave_data/8/wave_monster_list/1/spawn_type,wave_data/8/wave_monster_list/2/wave_monster_id,wave_data/8/wave_monster_list/2/spawn_type,wave_data/8/wave_monster_list/3/wave_monster_id,wave_data/8/wave_monster_list/3/spawn_type
6220112,wave_tower_elysion_002,Campaign,90,5,True,False,point_grd_tower_001,point_fly_tower_001,sbg_tower_001,Tower,Elysion,ibg_tower_001,1310030121.0,path_fly_mid_small_018,2210020121,Dash,2210020121.0,Dash,1110010121.0,Drop,1110010121.0,Drop,path_fly_mid_small_005,6.0,1110010121.0,Dash,1110010121.0,Dash,2210020121.0,Dash,1310020221.0,Dash,path_grd_close_small_039,3220030121.0,Dash,3220030121.0,Dash,3220030121.0,Dash,2220040121.0,Dash,path_fly_mid_elite1_802,0.0,2210020121.0,Drop,2210020121.0,Drop,1110010121.0,Drop,1310030121.0,Drop,path_fly_mid_small_024,7.0,2210020121.0,Jump,2210020121.0,Jump,2210020121.0,Jump,1210040121.0,Jump,6,27,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6220113,wave_tower_elysion_002,Campaign,90,5,True,False,point_grd_tower_004,point_fly_tower_004,sbg_tower_004,Tower,Elysion,ibg_tower_001,1320030121.0,path_grd_mid_elite1_802,2220030121,Jump,2220030121.0,Jump,2220040121.0,Dash,1320030221.0,Dash,path_grd_far_small_044,7.0,2220030121.0,Dash,2220030121.0,Dash,2220030121.0,Dash,2220030121.0,Dash,path_fly_mid_small_053,2210010121.0,Jump,2210010121.0,Jump,2210010121.0,Jump,3210030121.0,Dash,path_grd_far_elite1_803,0.0,2220030121.0,Jump,2220030121.0,Jump,2220040121.0,Drop,1320030121.0,Drop,path_grd_mid_small_011,6.0,2220030121.0,Jump,2220030121.0,Jump,2220030121.0,Jump,2220030121.0,Jump,0,21,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,,,,,,,
6220114,wave_tower_elysion_002,Campaign,90,5,True,False,point_grd_tower_003,point_fly_tower_003,sbg_tower_003,Tower,Elysion,ibg_tower_001,3310020121.0,path_fly_close_small_029,3210020121,Drop,3210020121.0,Drop,3210020121.0,Drop,2310020221.0,Drop,path_grd_mid_small_037,7.0,3220010121.0,Dash,3220010121.0,Jump,3220010121.0,Dash,1220050121.0,Jump,path_grd_mid_small_040,3220010121.0,Dash,3220010121.0,Jump,3220010121.0,Dash,1220050121.0,Jump,path_fly_mid_special_016,0.0,3110010121.0,Drop,3110010121.0,Drop,3210020121.0,Drop,3310020121.0,Drop,path_grd_mid_small_012,7.0,3220010121.0,Dash,3220010121.0,Dash,3220010121.0,Dash,2220040121.0,Dash,6,33,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,,,,,,,,,,
6220115,wave_tower_elysion_002,Campaign,90,7,True,False,point_grd_tower_005,point_fly_tower_005,sbg_tower_005,Tower,Elysion,ibg_tower_001,1320060121.0,path_fly_mid_special_047,1110010121,Dash,1110010121.0,Dash,1210020121.0,Drop,3210030121.0,Drop,path_grd_close_elite2_804,,3220040121.0,Jump,3220040121.0,Jump,2320050221.0,Drop,2320050221.0,Drop,path_grd_mid_small_070,3220040121.0,Dash,3220040121.0,Dash,3220040121.0,Dash,1220050121.0,Dash,path_fly_close_small_029,12.0,1210020121.0,Drop,1210020121.0,Drop,1210020121.0,Drop,1210020121.0,Drop,path_grd_close_elite2_804,0.0,3220040121.0,Dash,3220040121.0,Dash,3220040121.0,Dash,1320060221.0,Dash,30,27,0,,path_grd_mid_small_070,8.0,3220040121.0,Dash,3220040121.0,Dash,2220040121.0,Drop,1320060121.0,Drop,path_grd_close_small_042,8.0,3220040121.0,Dash,3220040121.0,Dash,1220050121.0,Drop,1220050121.0,Drop,,,,,,,,,,,,,,,,,,,,,
6220116,wave_tower_elysion_002,Campaign,90,5,True,False,point_grd_tower_004,point_fly_tower_004,sbg_tower_004,Tower,Elysion,ibg_tower_001,1310020121.0,path_fly_mid_small_002,2210010121,Drop,2210010121.0,Drop,3210010121.0,Drop,3210010121.0,Drop,path_grd_close_elite1_801,6.0,3220040121.0,Jump,3220040121.0,Jump,2220040121.0,Dash,2320010221.0,Dash,path_fly_close_small_029,3210010121.0,Drop,3210010121.0,Drop,2210010121.0,Drop,2210010121.0,Drop,path_fly_close_elite1_801,0.0,2210010121.0,Dash,2210010121.0,Dash,3210030121.0,Drop,1310020121.0,Drop,path_grd_mid_small_052,6.0,3220040121.0,Dash,3220040121.0,Dash,3220040121.0,Dash,3220040121.0,Dash,24,12,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6220117,wave_tower_elysion_002,Campaign,90,5,True,False,point_grd_tower_002,point_fly_tower_002,sbg_tower_002,Tower,Elysion,ibg_tower_001,1310010121.0,path_grd_mid_special_025,1120010121,Jump,1120010121.0,Jump,1220030121.0,Drop,1320030221.0,Drop,path_fly_far_elite1_803,12.0,1110010121.0,Dash,1110010121.0,Dash,1210010121.0,Drop,1210040121.0,Drop,path_fly_mid_special_016,1110010121.0,Drop,1110010121.0,Drop,1110010121.0,Drop,1110010121.0,Drop,path_fly_far_special_045,0.0,1110010121.0,Drop,1110010121.0,Drop,3210030121.0,Dash,1310010121.0,Drop,path_grd_mid_special_065,11.0,1120010121.0,Dash,1120010121.0,Dash,1220030121.0,Jump,2220040121.0,Jump,0,60,24,,path_fly_mid_special_016,7.0,1110010121.0,Drop,1110010121.0,Drop,3210040121.0,Drop,3210040121.0,Drop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6220118,wave_tower_elysion_002,Defense,90,7,True,True,point_grd_tower_002_rightclear,point_fly_tower_002_rightclear,sbg_tower_002_rightclear,Tower,Elysion,ibg_tower_defense_001,,path_grd_mid_special_025,3120010121,Jump,3120010121.0,Jump,3220050121.0,Dash,2220040121.0,Dash,path_grd_close_small_048,12.0,1220050121.0,Drop,1220050121.0,Drop,1220050121.0,Drop,1220050121.0,Drop,path_grd_mid_small_037,3220050121.0,Jump,3220050121.0,Jump,3220050121.0,Jump,3220050121.0,Jump,path_fly_mid_elite1_802,2.0,2210020121.0,Drop,2210020121.0,Drop,3210030121.0,Drop,1310040221.0,Drop,path_grd_close_small_036,10.0,1220050121.0,Dash,1220050121.0,Dash,1220050121.0,Dash,2220040121.0,Dash,18,51,0,20,path_grd_mid_small_043,,3220050121.0,Dash,3220050121.0,Dash,3220050121.0,Dash,3220050121.0,Dash,path_fly_close_small_032,5.0,3210040121.0,Drop,3210040121.0,Drop,3210040121.0,Drop,3210040121.0,Drop,path_grd_mid_small_040,,3220050121.0,Dash,3220050121.0,Dash,3220050121.0,Dash,2220040121.0,Dash,10.0,path_fly_mid_elite1_802,,2210020121.0,Dash,2210020121.0,Dash,3210030121.0,Normal,2310020121.0,Normal
6220119,wave_tower_elysion_002,Campaign,90,5,True,False,point_grd_tower_003,point_fly_tower_003,sbg_tower_003,Tower,Elysion,ibg_tower_001,3320070121.0,path_grd_mid_small_002,2220030121,Jump,2220030121.0,Jump,2220030121.0,Dash,2220040121.0,Dash,path_grd_mid_elite1_802,7.0,2220030121.0,Dash,2220030121.0,Dash,2220030121.0,Dash,3320070221.0,Dash,path_grd_far_small_053,2220030121.0,Dash,2220030121.0,Dash,2220030121.0,Dash,2220030121.0,Dash,path_grd_mid_elite1_802,0.0,2220030121.0,Dash,2220030121.0,Dash,2220040121.0,Drop,3320070121.0,Drop,path_grd_far_small_044,,2220030121.0,Dash,2220030121.0,Dash,2220030121.0,Dash,2220030121.0,Dash,0,24,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6220120,wave_tower_elysion_002,Campaign,180,6,False,False,point_grd_tower_003,point_fly_tower_003,sbg_tower_003_midclear,Tower,Elysion,ibg_tower_001,1420040231.0,path_grd_mid_centurion_902,1420040231,Normal,,,,,,,path_fly_mid_small_002,,3210010131.0,Jump,3210010131.0,Jump,3210010131.0,Jump,3210030131.0,Dash,path_fly_mid_special_016,2110010131.0,Drop,2110010131.0,Drop,3110010131.0,Drop,2210010131.0,Drop,path_grd_mid_small_049,4.0,2220020131.0,Dash,3220020131.0,Dash,2220020131.0,Dash,3320030231.0,Drop,path_grd_mid_small_076,,1220010131.0,Jump,1220010131.0,Jump,1220010131.0,Jump,2220040131.0,Jump,6,40,0,,path_grd_close_small_001,8.0,2120010131.0,Normal,2120010131.0,Normal,1220010131.0,Normal,1220010131.0,Normal,path_fly_mid_small_024,,1210030131.0,Dash,1210030131.0,Dash,3110010131.0,Dash,1310030231.0,Dash,,,,,,,,,,,4.0,,,,,,,,,,
6220121,wave_tower_elysion_002,Campaign,90,5,True,False,point_grd_tower_001,point_fly_tower_001,sbg_tower_001,Tower,Elysion,ibg_tower_001,3320020131.0,path_grd_close_small_051,3220050131,Dash,3220050131.0,Dash,3220050131.0,Dash,3220050131.0,Dash,path_grd_mid_elite1_802,7.0,3120010131.0,Jump,3120010131.0,Jump,3220070131.0,Drop,3320020231.0,Drop,path_grd_mid_small_049,3220050131.0,Drop,3220070131.0,Drop,3220050131.0,Drop,3220070131.0,Drop,path_grd_close_small_042,11.0,3120010131.0,Dash,3120010131.0,Dash,3120010131.0,Dash,3120010131.0,Dash,path_grd_mid_elite1_802,0.0,3220050131.0,Dash,3220050131.0,Dash,3220070131.0,Drop,3320020131.0,Drop,18,24,0,,path_grd_close_small_069,5.0,3220050131.0,Dash,3220050131.0,Dash,3220050131.0,Dash,2220040131.0,Dash,,,,,,,,,,,,,,,,,,,,,4.0,,,,,,,,,,
6220122,wave_tower_elysion_002,Campaign,90,5,True,False,point_grd_tower_004,point_fly_tower_004,sbg_tower_004,Tower,Elysion,ibg_tower_001,2310020131.0,path_grd_close_small_048,1220040131,Jump,1220040131.0,Jump,1220040131.0,Jump,1220040131.0,Jump,path_fly_mid_elite1_802,,3210040131.0,Dash,3210040131.0,Dash,3210030131.0,Drop,2310020231.0,Drop,path_fly_mid_small_050,2210010131.0,Drop,2210010131.0,Drop,2210010131.0,Drop,3210030131.0,Drop,path_grd_close_small_054,7.0,1220050131.0,Drop,1220050131.0,Drop,1220050131.0,Drop,1220050131.0,Drop,path_fly_far_elite1_803,0.0,2210010131.0,Dash,2210010131.0,Dash,3210030131.0,Drop,2310020131.0,Drop,18,15,9,,path_fly_close_small_029,6.0,3210040131.0,Drop,3210040131.0,Drop,3210040131.0,Drop,3210040131.0,Drop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6220123,wave_tower_elysion_002,Campaign,90,5,True,False,point_grd_tower_002,point_fly_tower_002,sbg_tower_002,Tower,Elysion,ibg_tower_001,2320050131.0,path_grd_far_small_003,2220010131,Drop,2220010131.0,Drop,3220060131.0,Dash,3220060131.0,Dash,path_grd_mid_elite1_802,7.0,2220010131.0,Jump,2220010131.0,Jump,3220060131.0,Drop,2320050231.0,Drop,path_fly_mid_special_016,3110010131.0,Drop,3110010131.0,Drop,2210010131.0,Drop,2210010131.0,Drop,path_grd_mid_elite1_802,0.0,2220010131.0,Dash,2220010131.0,Dash,3220060131.0,Drop,2320050131.0,Drop,path_grd_far_small_044,10.0,3220060131.0,Dash,3220060131.0,Dash,3220060131.0,Dash,3220060131.0,Dash,0,48,12,,path_grd_mid_special_025,,3120010131.0,Jump,3120010131.0,Jump,3120010131.0,Drop,3120010131.0,Drop,,,,,,,,,,,,,,,,,,,,,4.0,,,,,,,,,,
6220124,wave_tower_elysion_002,Campaign,90,5,True,False,point_grd_tower_005,point_fly_tower_005,sbg_tower_005,Tower,Elysion,ibg_tower_001,2320020131.0,path_grd_close_small_067,3220060131,Dash,3220060131.0,Dash,2220050131.0,Drop,2320020231.0,Drop,path_grd_mid_small_070,7.0,3220030131.0,Dash,3220030131.0,Dash,3220030131.0,Dash,3220020131.0,Dash,path_grd_mid_special_065,2120010131.0,Dash,2120010131.0,Dash,3220060131.0,Drop,3220060131.0,Drop,path_grd_close_elite1_801,0.0,3220060131.0,Dash,3220060131.0,Dash,3220020131.0,Drop,2320020131.0,Drop,path_grd_mid_small_073,7.0,3220060131.0,Dash,3220060131.0,Dash,3220060131.0,Dash,2220050131.0,Dash,15,27,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6220125,wave_tower_elysion_002,Campaign,90,7,True,False,point_grd_tower_001,point_fly_tower_001,sbg_tower_001,Tower,Elysion,ibg_tower_001,1320010131.0,path_grd_mid_small_073,3220070131,Drop,3220070131.0,Drop,3220070131.0,Drop,2220040131.0,Dash,path_grd_far_elite1_803,3.0,3220010131.0,Jump,3220010131.0,Jump,3220010131.0,Jump,3320020231.0,Drop,path_grd_mid_small_070,3220010131.0,Dash,3220010131.0,Dash,3220010131.0,Dash,1320010231.0,Drop,path_grd_far_small_044,5.0,3220070131.0,Jump,2220040131.0,Jump,3220070131.0,Jump,2220040131.0,Jump,path_grd_far_small_050,0.0,3220070131.0,Dash,3220070131.0,Dash,2220040131.0,Drop,3320020231.0,Drop,0,27,27,,path_fly_mid_small_030,10.0,3210010131.0,Drop,3210010131.0,Drop,3210010131.0,Drop,3210010131.0,Drop,path_grd_mid_elite1_802,3.0,3220010131.0,Dash,3220010131.0,Dash,3220010131.0,Dash,1320010131.0,Drop,path_grd_far_small_044,9.0,3220070131.0,Dash,2220040131.0,Dash,3220070131.0,Dash,2220040131.0,Dash,6.0,,,,,,,,,,
6220126,wave_tower_elysion_002,Campaign,90,5,True,False,point_grd_tower_003,point_fly_tower_003,sbg_tower_003,Tower,Elysion,ibg_tower_001,3320010131.0,path_fly_far_small_019,3210010131,Drop,3210010131.0,Drop,2210010131.0,Dash,2210010131.0,Dash,path_fly_mid_elite1_802,6.0,3210010131.0,Drop,3210010131.0,Drop,3210030131.0,Dash,1310020231.0,Dash,path_grd_mid_small_058,3220040131.0,Dash,3220040131.0,Dash,3220040131.0,Dash,2220040131.0,Dash,path_grd_mid_elite1_802,0.0,3220040131.0,Jump,3220040131.0,Jump,2220040131.0,Drop,3320010131.0,Drop,path_fly_far_small_040,6.0,2210010131.0,Dash,2210010131.0,Dash,2210010131.0,Dash,2210010131.0,Dash,0,24,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6220127,wave_tower_elysion_002,BaseDefense,60,6,True,True,point_grd_tower_003_midclear,point_fly_tower_003,sbg_tower_003_midclear,Tower,Elysion,ibg_tower_basedefense_001,,path_grd_close_small_048,3220050131,Drop,3220050131.0,Drop,3220020131.0,Dash,3220020131.0,Dash,path_grd_mid_small_043,,3220050131.0,Jump,3220050131.0,Jump,3220050131.0,Jump,3220050131.0,Jump,path_grd_mid_small_040,3220050131.0,Dash,3220020131.0,Dash,3220050131.0,Dash,3220020131.0,Dash,path_grd_mid_elite1_802,3.0,3220050131.0,Dash,3220050131.0,Dash,3220020131.0,Jump,2320030231.0,Jump,path_grd_close_small_069,,3220050131.0,Dash,3220050131.0,Dash,3220050131.0,Dash,3220020131.0,Dash,12,42,0,normal,path_fly_mid_small_030,10.0,2210020131.0,Drop,2210020131.0,Drop,2210020131.0,Drop,1210040131.0,Drop,path_grd_mid_small_075,5.0,3220050131.0,Jump,3220050131.0,Jump,3220050131.0,Jump,3220020131.0,Jump,path_grd_mid_elite1_802,7.0,3220050131.0,Dash,3220050131.0,Dash,3220020131.0,Drop,2320030131.0,Drop,,,,,,,,,,,
6220128,wave_tower_elysion_002,Campaign,90,5,True,False,point_grd_tower_002,point_fly_tower_002,sbg_tower_002,Tower,Elysion,ibg_tower_001,1320060131.0,path_grd_far_small_059,3220040131,Dash,3220040131.0,Dash,3220040131.0,Dash,2220040131.0,Dash,path_grd_mid_elite1_802,7.0,3220040131.0,Drop,3220040131.0,Drop,1220050131.0,Dash,1320060231.0,Dash,path_fly_mid_small_005,3210020131.0,Dash,3210020131.0,Dash,3210020131.0,Dash,3210030131.0,Dash,path_grd_mid_elite1_802,0.0,3220040131.0,Dash,3220040131.0,Dash,2220040131.0,Drop,1320060131.0,Drop,path_grd_far_small_074,6.0,3220040131.0,Dash,3220040131.0,Dash,3220040131.0,Dash,2220040131.0,Dash,0,24,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6220129,wave_tower_elysion_002,Campaign,90,5,True,False,point_grd_tower_005,point_fly_tower_005,sbg_tower_005,Tower,Elysion,ibg_tower_001,1310010131.0,path_grd_mid_special_025,1120010131,Jump,1120010131.0,Jump,1220030131.0,Drop,1320030231.0,Drop,path_fly_far_elite1_803,12.0,1110010131.0,Dash,1110010131.0,Dash,1210010131.0,Drop,1210040131.0,Drop,path_fly_mid_special_016,1110010131.0,Drop,1110010131.0,Drop,1110010131.0,Drop,1110010131.0,Drop,path_fly_far_special_045,0.0,1110010131.0,Drop,1110010131.0,Drop,3210030131.0,Dash,1310010131.0,Drop,path_grd_mid_special_065,11.0,1120010131.0,Dash,1120010131.0,Dash,1220030131.0,Jump,2220040131.0,Jump,0,60,24,,path_fly_mid_special_016,7.0,1110010131.0,Drop,1110010131.0,Drop,3210040131.0,Drop,3210040131.0,Drop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6220130,wave_tower_elysion_002,Campaign,180,6,False,False,point_grd_landeater_01,point_fly_landeater_01,sbg_iceland_b_001,IceLand,Day,ibg_iceland_001,2520010121.0,b_g_landeater_01,2520010121,Normal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6220131,wave_tower_elysion_002,Campaign,90,5,True,False,point_grd_tower_004,point_fly_tower_004,sbg_tower_004,Tower,Elysion,ibg_tower_001,1320040151.0,path_grd_close_small_001,1220020151,Drop,1220020151.0,Drop,1220030151.0,Dash,1220030151.0,Dash,path_grd_mid_elite1_802,7.0,1120010151.0,Jump,1120010151.0,Jump,1220020151.0,Drop,2320050251.0,Drop,path_fly_mid_small_053,1210020151.0,Dash,1210020151.0,Dash,1210020151.0,Dash,1210040151.0,Dash,path_grd_mid_special_065,0.0,1120010151.0,Dash,1120010151.0,Dash,1220030151.0,Drop,1320040151.0,Drop,path_grd_far_small_071,11.0,1220040151.0,Dash,1220040151.0,Dash,1220040151.0,Dash,3220020151.0,Dash,6,30,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,,,,,,,,,,
6220132,wave_tower_elysion_002,Campaign,90,5,True,False,point_grd_tower_003,point_fly_tower_003,sbg_tower_003,Tower,Elysion,ibg_tower_001,2320050151.0,path_grd_mid_special_025,1120010151,Jump,1120010151.0,Jump,3220050151.0,Drop,2320050251.0,Drop,path_fly_mid_small_030,10.0,1210020151.0,Drop,1210020151.0,Drop,1210020151.0,Drop,3210040151.0,Drop,path_grd_close_small_013,1220050151.0,Dash,1220050151.0,Dash,1220050151.0,Dash,1220050151.0,Dash,path_grd_mid_elite1_802,0.0,3220050151.0,Dash,3220050151.0,Dash,1220050151.0,Drop,2320050151.0,Drop,path_grd_mid_special_025,6.0,3120010151.0,Dash,3120010151.0,Dash,1220050151.0,Drop,2220040151.0,Dash,6,51,0,,path_grd_mid_small_043,3.0,1220050151.0,Dash,1220050151.0,Dash,1220050151.0,Dash,1220050151.0,Dash,,,,,,,,,,,,,,,,,,,,,4.0,,,,,,,,,,
6220133,wave_tower_elysion_002,Campaign,90,5,True,False,point_grd_tower_001,point_fly_tower_001,sbg_tower_001,Tower,Elysion,ibg_tower_001,3320010151.0,path_fly_far_small_040,1210020151,Dash,1210020151.0,Dash,1210020151.0,Dash,1210020151.0,Dash,path_grd_mid_elite1_802,6.0,1220020151.0,Jump,1220020151.0,Jump,1220020151.0,Jump,2320010251.0,Jump,path_fly_mid_small_050,2210010151.0,Drop,2210010151.0,Drop,2210010151.0,Drop,3210030151.0,Drop,path_grd_far_elite1_803,0.0,1220020151.0,Jump,1220020151.0,Jump,2220040151.0,Drop,3320010151.0,Drop,path_fly_mid_special_047,6.0,1210020151.0,Dash,1210020151.0,Dash,2210010151.0,Drop,2210010151.0,Drop,0,30,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6220134,wave_tower_elysion_002,Campaign,90,5,True,False,point_grd_tower_004,point_fly_tower_004,sbg_tower_004,Tower,Elysion,ibg_tower_001,1310010151.0,path_grd_close_small_010,3220040151,Jump,3220040151.0,Jump,3220040151.0,Jump,3220040151.0,Jump,path_grd_mid_small_052,,3220030151.0,Dash,3220030151.0,Dash,2220050151.0,Dash,2320060251.0,Dash,path_fly_close_small_029,2210020151.0,Drop,2210020151.0,Drop,2210020151.0,Drop,1210040151.0,Drop,path_fly_close_elite1_801,0.0,2210020151.0,Dash,2210020151.0,Dash,2210020151.0,Drop,1310010151.0,Drop,path_grd_mid_small_040,10.0,3220040151.0,Dash,3220040151.0,Dash,3220040151.0,Dash,2220050151.0,Normal,21,12,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,,,,,,,,,,
6220135,wave_tower_elysion_002,Defense,90,8,True,True,point_grd_tower_002_rightclear,point_fly_tower_002_rightclear,sbg_tower_002_rightclear,Tower,Elysion,ibg_tower_defense_001,,path_grd_mid_elite1_802,3220050151,Jump,3220050151.0,Jump,3220020151.0,Drop,3320030251.0,Drop,path_fly_mid_small_008,12.0,2210020151.0,Dash,2210020151.0,Dash,1210010151.0,Dash,1210010151.0,Dash,path_grd_far_small_038,2220030151.0,Dash,2220030151.0,Dash,3220050151.0,Dash,3220050151.0,Dash,path_fly_close_special_044,,1110010151.0,Drop,1110010151.0,Drop,1210010151.0,Dash,2310030251.0,Drop,path_grd_mid_elite2_808,3.0,3220050151.0,Dash,3220050151.0,Dash,3320060251.0,Normal,3320030151.0,Normal,15,39,18,20,path_grd_far_small_038,,2220030151.0,Dash,2220030151.0,Dash,2220030151.0,Dash,2220030151.0,Dash,path_fly_far_small_009,,2210020151.0,Dash,2210020151.0,Dash,1210010151.0,Jump,1210010151.0,Jump,path_grd_mid_small_076,,3220050151.0,Jump,3220050151.0,Jump,3220050151.0,Jump,2320040251.0,Normal,,path_fly_mid_elite2_808,,2210020151.0,Jump,1210010151.0,Dash,2310020251.0,Normal,2310020251.0,Normal
6220136,wave_tower_elysion_002,Defense,90,7,True,True,point_grd_tower_002_rightclear,point_fly_tower_002_rightclear,sbg_tower_002_rightclear,Tower,Elysion,ibg_tower_defense_001,,path_grd_close_small_039,2220010151,Jump,2220010151.0,Jump,2220010151.0,Jump,2220040151.0,Normal,path_grd_mid_small_075,12.0,3220010151.0,Jump,3220010151.0,Jump,3220010151.0,Jump,3220020151.0,Jump,path_grd_close_special_064,3120010151.0,Jump,3120010151.0,Jump,2220010151.0,Dash,2220010151.0,Dash,path_grd_mid_elite1_802,4.0,2220010151.0,Jump,2220010151.0,Jump,2220040151.0,Drop,1320060251.0,Drop,path_grd_close_small_048,10.0,3220010151.0,Drop,3220010151.0,Drop,3220010151.0,Drop,2220040151.0,Drop,27,45,0,20,path_fly_mid_special_047,,3110010151.0,Drop,3110010151.0,Drop,3210020151.0,Normal,3210020151.0,Normal,path_grd_mid_small_075,9.0,2220010151.0,Dash,2220010151.0,Drop,2220010151.0,Dash,2220040151.0,Drop,path_grd_mid_elite1_802,,2220010151.0,Dash,2220010151.0,Dash,2220040151.0,Normal,1320060151.0,Normal,,,,,,,,,,,
