stage_id,group_id,spot_mod,battle_time,monster_count,use_intro_scene,wave_repeat,point_data,point_data_fly,background_name,theme,theme_time,stage_info_bg,target_list/0,wave_data/0/wave_path,wave_data/0/wave_monster_list/0/wave_monster_id,wave_data/0/wave_monster_list/0/spawn_type,wave_data/0/wave_monster_list/1/wave_monster_id,wave_data/0/wave_monster_list/1/spawn_type,wave_data/0/wave_monster_list/2/wave_monster_id,wave_data/0/wave_monster_list/2/spawn_type,wave_data/0/wave_monster_list/3/wave_monster_id,wave_data/0/wave_monster_list/3/spawn_type,wave_data/1/wave_path,wave_data/1/private_monster_count,wave_data/1/wave_monster_list/0/wave_monster_id,wave_data/1/wave_monster_list/0/spawn_type,wave_data/1/wave_monster_list/1/wave_monster_id,wave_data/1/wave_monster_list/1/spawn_type,wave_data/1/wave_monster_list/2/wave_monster_id,wave_data/1/wave_monster_list/2/spawn_type,wave_data/1/wave_monster_list/3/wave_monster_id,wave_data/1/wave_monster_list/3/spawn_type,wave_data/2/wave_path,wave_data/2/private_monster_count,wave_data/2/wave_monster_list/0/wave_monster_id,wave_data/2/wave_monster_list/0/spawn_type,wave_data/2/wave_monster_list/1/wave_monster_id,wave_data/2/wave_monster_list/1/spawn_type,wave_data/2/wave_monster_list/2/wave_monster_id,wave_data/2/wave_monster_list/2/spawn_type,wave_data/2/wave_monster_list/3/wave_monster_id,wave_data/2/wave_monster_list/3/spawn_type,wave_data/3/wave_path,wave_data/3/private_monster_count,wave_data/3/wave_monster_list/0/wave_monster_id,wave_data/3/wave_monster_list/0/spawn_type,wave_data/3/wave_monster_list/1/wave_monster_id,wave_data/3/wave_monster_list/1/spawn_type,wave_data/3/wave_monster_list/2/wave_monster_id,wave_data/3/wave_monster_list/2/spawn_type,wave_data/3/wave_monster_list/3/wave_monster_id,wave_data/3/wave_monster_list/3/spawn_type,wave_data/4/wave_path,wave_data/4/private_monster_count,wave_data/4/wave_monster_list/0/wave_monster_id,wave_data/4/wave_monster_list/0/spawn_type,wave_data/4/wave_monster_list/1/wave_monster_id,wave_data/4/wave_monster_list/1/spawn_type,wave_data/4/wave_monster_list/2/wave_monster_id,wave_data/4/wave_monster_list/2/spawn_type,wave_data/4/wave_monster_list/3/wave_monster_id,wave_data/4/wave_monster_list/3/spawn_type,close_monster_count,mid_monster_count,far_monster_count,wave_data/5/wave_path,wave_data/5/private_monster_count,wave_data/5/wave_monster_list/0/wave_monster_id,wave_data/5/wave_monster_list/0/spawn_type,wave_data/5/wave_monster_list/1/wave_monster_id,wave_data/5/wave_monster_list/1/spawn_type,wave_data/5/wave_monster_list/2/wave_monster_id,wave_data/5/wave_monster_list/2/spawn_type,wave_data/5/wave_monster_list/3/wave_monster_id,wave_data/5/wave_monster_list/3/spawn_type,mod_value,wave_data/6/wave_path,wave_data/6/private_monster_count,wave_data/6/wave_monster_list/0/wave_monster_id,wave_data/6/wave_monster_list/0/spawn_type,wave_data/6/wave_monster_list/1/wave_monster_id,wave_data/6/wave_monster_list/1/spawn_type,wave_data/6/wave_monster_list/2/wave_monster_id,wave_data/6/wave_monster_list/2/spawn_type,wave_data/6/wave_monster_list/3/wave_monster_id,wave_data/6/wave_monster_list/3/spawn_type,wave_data/7/wave_path,wave_data/7/wave_monster_list/0/wave_monster_id,wave_data/7/wave_monster_list/0/spawn_type,wave_data/7/wave_monster_list/1/wave_monster_id,wave_data/7/wave_monster_list/1/spawn_type,wave_data/7/wave_monster_list/2/wave_monster_id,wave_data/7/wave_monster_list/2/spawn_type,wave_data/7/wave_monster_list/3/wave_monster_id,wave_data/7/wave_monster_list/3/spawn_type,wave_data/8/wave_path,wave_data/8/private_monster_count,wave_data/8/wave_monster_list/0/wave_monster_id,wave_data/8/wave_monster_list/0/spawn_type,wave_data/8/wave_monster_list/1/wave_monster_id,wave_data/8/wave_monster_list/1/spawn_type,wave_data/8/wave_monster_list/2/wave_monster_id,wave_data/8/wave_monster_list/2/spawn_type,wave_data/8/wave_monster_list/3/wave_monster_id,wave_data/8/wave_monster_list/3/spawn_type,wave_data/7/private_monster_count,wave_data/9/wave_path,wave_data/9/private_monster_count,wave_data/9/wave_monster_list/0/wave_monster_id,wave_data/9/wave_monster_list/0/spawn_type,wave_data/9/wave_monster_list/1/wave_monster_id,wave_data/9/wave_monster_list/1/spawn_type,wave_data/9/wave_monster_list/2/wave_monster_id,wave_data/9/wave_monster_list/2/spawn_type,wave_data/9/wave_monster_list/3/wave_monster_id,wave_data/9/wave_monster_list/3/spawn_type
6210685,wave_tower_default_008,Campaign,90,7,True,False,point_grd_tower_003,point_fly_tower_003,sbg_tower_003,Tower,Day,ibg_tower_001,3320050131.0,path_grd_mid_small_049,1220040131,Dash,1220040131.0,Dash,1220040131.0,Dash,1220040131.0,Dash,path_grd_mid_elite2_808,5.0,1220040131.0,Dash,1220040131.0,Dash,2320020231.0,Drop,3320040231.0,Drop,path_grd_mid_small_008,,3220020131.0,Drop,1220040131.0,Drop,1220040131.0,Drop,3220020131.0,Drop,path_grd_mid_small_043,,3220020131.0,Dash,1220040131.0,Dash,3220020131.0,Dash,1220040131.0,Dash,path_grd_mid_elite2_808,0.0,1220040131.0,Dash,1220040131.0,Dash,3320050131.0,Drop,3320040231.0,Drop,6,48,0,path_grd_close_small_067,10.0,1220040131.0,Dash,3220020131.0,Dash,1220040131.0,Dash,2320020231.0,Drop,,path_grd_mid_small_040,,3220020131.0,Dash,3220020131.0,Dash,1220040131.0,Dash,1220040131.0,Dash,path_grd_mid_small_037,3220020131.0,Dash,1220040131.0,Dash,3220020131.0,Dash,1220040131.0,Dash,,,,,,,,,,,,,,,,,,,,,
6210686,wave_tower_default_008,Campaign,90,5,True,False,point_grd_tower_005,point_fly_tower_005,sbg_tower_005,Tower,Day,ibg_tower_001,1310030131.0,path_grd_mid_small_052,2220030131,Drop,2220030131.0,Drop,2220030131.0,Drop,2220030131.0,Drop,path_fly_mid_elite1_802,,3210020131.0,Dash,3210020131.0,Dash,1210040131.0,Drop,1310030231.0,Drop,path_fly_mid_small_050,8.0,3210020131.0,Dash,3210020131.0,Dash,3210020131.0,Dash,1210040131.0,Dash,path_fly_mid_elite2_805,0.0,3210020131.0,Drop,3210020131.0,Drop,1310010231.0,Drop,1310030131.0,Drop,path_grd_mid_small_052,8.0,2220030131.0,Drop,2220030131.0,Drop,2220030131.0,Drop,2220030131.0,Drop,0,42,0,path_fly_mid_small_050,7.0,3210020131.0,Dash,3210020131.0,Dash,3210020131.0,Dash,1210040131.0,Dash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6210687,wave_tower_default_008,Campaign,90,7,True,False,point_grd_tower_001,point_fly_tower_001,sbg_tower_001,Tower,Day,ibg_tower_001,2310040131.0,path_grd_mid_small_002,2220030131,Dash,2220030131.0,Dash,2220030131.0,Dash,2220030131.0,Dash,path_fly_mid_elite2_808,5.0,3210020131.0,Dash,3210020131.0,Dash,1310030231.0,Drop,2310040231.0,Drop,path_grd_mid_small_043,10.0,2220030131.0,Dash,2220030131.0,Dash,2220030131.0,Dash,2220030131.0,Dash,path_fly_mid_elite2_808,0.0,3210020131.0,Dash,3210020131.0,Dash,2310040231.0,Drop,2310040131.0,Drop,path_grd_mid_small_037,10.0,2220030131.0,Dash,2220030131.0,Dash,2220030131.0,Dash,2220030131.0,Dash,0,42,0,path_grd_mid_small_040,,2220030131.0,Dash,2220030131.0,Dash,2220030131.0,Dash,2220030131.0,Dash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6210688,wave_tower_default_008,Defense,90,8,True,True,point_grd_tower_002_rightclear,point_fly_tower_002_rightclear,sbg_tower_002_rightclear,Tower,Day,ibg_tower_defense_001,,path_fly_mid_elite1_802,2210020131,Normal,2210020131.0,Normal,2210020131.0,Normal,2310060231.0,Drop,path_fly_mid_small_008,12.0,1210030131.0,Normal,2210040131.0,Dash,1210030131.0,Normal,2210040131.0,Dash,path_grd_mid_elite2_805,10.0,2220010131.0,Normal,2220010131.0,Normal,2220010131.0,Normal,2220010131.0,Normal,path_fly_close_small_004,,2210040131.0,Dash,1210030131.0,Dash,2210040131.0,Dash,1210030131.0,Dash,path_fly_mid_elite2_805,3.0,2210020131.0,Normal,2210040131.0,Dash,3310020231.0,Drop,2310060131.0,Drop,6,60,0,path_grd_mid_small_037,12.0,2220010131.0,Normal,2220010131.0,Normal,2220010131.0,Normal,2220010131.0,Normal,20,path_fly_mid_small_005,,2210040131.0,Dash,1210030131.0,Normal,2210040131.0,Dash,1210030131.0,Normal,path_grd_mid_small_076,2220010131.0,Drop,2220010131.0,Drop,2220010131.0,Drop,2220010131.0,Drop,path_fly_mid_elite2_808,,2210020131.0,Normal,2210040131.0,Dash,3310020231.0,Drop,2310060231.0,Drop,10.0,,,,,,,,,,
6210689,wave_tower_default_008,Campaign,90,7,True,False,point_grd_tower_004,point_fly_tower_004,sbg_tower_004,Tower,Day,ibg_tower_001,3310030131.0,path_grd_mid_small_002,3220060131,Dash,2220020131.0,Dash,3220060131.0,Dash,2220020131.0,Dash,path_fly_mid_elite2_808,5.0,2210010131.0,Dash,1210010131.0,Dash,2310060231.0,Drop,3310030231.0,Drop,path_fly_mid_elite1_802,10.0,2210010131.0,Dash,1210010131.0,Dash,1210040131.0,Drop,3310030231.0,Drop,path_fly_mid_small_024,,1210010131.0,Dash,1210010131.0,Dash,2210010131.0,Dash,2210010131.0,Dash,path_fly_mid_small_050,0.0,2210010131.0,Drop,2310060231.0,Drop,3310030231.0,Drop,3310030131.0,Drop,0,54,0,path_fly_mid_small_050,8.0,1210010131.0,Drop,1210010131.0,Drop,1210010131.0,Drop,1210040131.0,Dash,,path_grd_mid_small_043,6.0,3220060131.0,Drop,2220020131.0,Drop,3220060131.0,Drop,2220020131.0,Drop,path_fly_mid_small_042,1210010131.0,Dash,2210010131.0,Dash,2210010131.0,Dash,2310060231.0,Dash,,,,,,,,,,,,,,,,,,,,,
6210690,wave_tower_default_008,Campaign,180,5,False,False,point_grd_alteisen_01,point_fly_alteisen_01,sbg_desertmbg001_001,Desertmbg001,Day,ibg_desert_001,3520010131.0,b_g_alteisen_01,3520010131,Normal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6210691,wave_tower_default_008,Campaign,90,5,True,False,point_grd_tower_001,point_fly_tower_001,sbg_tower_001,Tower,Day,ibg_tower_001,2320060151.0,path_grd_mid_small_070,3220050151,Dash,3220050151.0,Dash,3220050151.0,Dash,2220050151.0,Dash,path_fly_mid_small_039,,1210020151.0,Dash,1210020151.0,Dash,1210040151.0,Dash,1310010251.0,Dash,path_grd_mid_small_034,7.0,3220060151.0,Drop,3220080151.0,Drop,3220060151.0,Drop,2220050151.0,Dash,path_grd_mid_small_068,0.0,3220060151.0,Dash,3220060151.0,Dash,2220050151.0,Drop,2320060151.0,Drop,path_grd_mid_small_043,10.0,3220050151.0,Dash,3220060151.0,Dash,2220050151.0,Dash,3220080151.0,Normal,0,30,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6210692,wave_tower_default_008,Campaign,90,5,True,False,point_grd_tower_004,point_fly_tower_004,sbg_tower_004,Tower,Day,ibg_tower_001,2320050151.0,path_grd_mid_small_002,3220050151,Drop,3220050151.0,Drop,3220050151.0,Dash,2220040151.0,Dash,path_grd_mid_special_065,6.0,3120010151.0,Drop,3120010151.0,Drop,3220050151.0,Drop,2320050251.0,Drop,path_grd_far_small_009,8.0,3220070151.0,Jump,3220070151.0,Jump,1220030151.0,Jump,2220040151.0,Jump,path_grd_mid_elite1_802,0.0,3220040151.0,Jump,3220040151.0,Jump,2220040151.0,Drop,2320050151.0,Drop,path_grd_far_small_050,,3220070151.0,Drop,1220030151.0,Drop,3220070151.0,Drop,1220030151.0,Drop,0,30,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6210693,wave_tower_default_008,Campaign,90,5,True,False,point_grd_tower_005,point_fly_tower_005,sbg_tower_005,Tower,Day,ibg_tower_001,1310010151.0,path_grd_mid_small_055,3220030151,Drop,3220030151.0,Drop,3220030151.0,Drop,3220030151.0,Drop,path_fly_mid_elite1_802,,1210030151.0,Dash,1210030151.0,Dash,1210030151.0,Dash,1310010251.0,Dash,path_grd_mid_small_043,8.0,3220030151.0,Drop,3220030151.0,Drop,3220030151.0,Drop,3220080151.0,Drop,path_fly_mid_elite1_802,0.0,1210030151.0,Dash,1210030151.0,Dash,1210030151.0,Dash,1310010151.0,Dash,path_grd_mid_small_034,10.0,3220080151.0,Drop,3220030151.0,Drop,3220030151.0,Drop,3220030151.0,Drop,0,42,0,path_grd_mid_small_046,8.0,3220030151.0,Drop,3220030151.0,Drop,3220030151.0,Drop,3220080151.0,Drop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6210694,wave_tower_default_008,Defense,90,7,True,True,point_grd_tower_002_rightclear,point_fly_tower_002_rightclear,sbg_tower_002_rightclear,Tower,Day,ibg_tower_defense_001,,path_fly_mid_small_005,1210020151,Normal,1210020151.0,Normal,1210020151.0,Normal,1210020151.0,Normal,path_grd_mid_small_043,8.0,3220030151.0,Dash,3220030151.0,Dash,3220030151.0,Dash,3220030151.0,Dash,path_fly_mid_small_024,10.0,2210010151.0,Drop,2210010151.0,Drop,3210040151.0,Drop,3210040151.0,Drop,path_grd_mid_elite1_802,2.0,3220030151.0,Dash,3220030151.0,Dash,1220060151.0,Normal,2320030251.0,Drop,path_fly_mid_small_027,12.0,2210010151.0,Drop,2210010151.0,Drop,3210040151.0,Drop,3210050151.0,Drop,0,63,0,path_grd_mid_small_040,10.0,1220060151.0,Normal,1220060151.0,Normal,1220060151.0,Normal,1220060151.0,Normal,20,path_grd_mid_small_076,10.0,1220060151.0,Normal,1220060151.0,Normal,1220050151.0,Dash,1220050151.0,Dash,path_fly_mid_elite2_805,1210020151.0,Normal,1210020151.0,Normal,3210050151.0,Drop,2320030251.0,Drop,path_fly_mid_elite1_802,15.0,2210010151.0,Dash,2210010151.0,Dash,3210040151.0,Drop,1310020251.0,Normal,,,,,,,,,,,
6210695,wave_tower_default_008,Campaign,90,7,True,False,point_grd_tower_002,point_fly_tower_002,sbg_tower_002,Tower,Day,ibg_tower_001,2320050151.0,path_grd_mid_small_073,1220010151,Drop,1220010151.0,Drop,1220010151.0,Drop,1220050151.0,Drop,path_grd_mid_elite2_808,5.0,1220010151.0,Dash,1220010151.0,Dash,2320020251.0,Drop,2320050251.0,Drop,path_fly_mid_small_027,8.0,3210050151.0,Dash,1210020151.0,Dash,3210040151.0,Dash,1210020151.0,Dash,path_grd_mid_small_043,,1220010151.0,Drop,1220050151.0,Drop,1220010151.0,Drop,1220050151.0,Drop,path_grd_mid_elite2_805,0.0,1220010151.0,Dash,1220010151.0,Dash,2320050251.0,Drop,2320050151.0,Drop,6,48,0,path_grd_close_small_067,10.0,1220050151.0,Dash,1220010151.0,Dash,1220010151.0,Dash,2320020251.0,Drop,,path_fly_mid_small_005,,3210040151.0,Dash,1210020151.0,Dash,1210020151.0,Dash,3210050151.0,Dash,path_fly_mid_small_008,3210040151.0,Dash,1210020151.0,Dash,1210020151.0,Dash,3210050151.0,Dash,,,,,,,,,,,,,,,,,,,,,
6210696,wave_tower_default_008,Campaign,90,5,True,False,point_grd_tower_003,point_fly_tower_003,sbg_tower_003,Tower,Day,ibg_tower_001,2310020151.0,path_grd_mid_small_002,1220060151,Dash,1220060151.0,Dash,1220060151.0,Dash,1220060151.0,Dash,path_fly_mid_elite1_802,,2210020151.0,Dash,2210020151.0,Dash,2210040151.0,Drop,2310020251.0,Drop,path_fly_mid_small_039,7.0,2210020151.0,Drop,2210020151.0,Drop,2210020151.0,Drop,2210020151.0,Drop,path_fly_mid_small_039,0.0,2210020151.0,Drop,2210020151.0,Drop,2210040151.0,Drop,2210040151.0,Drop,path_fly_mid_elite1_802,8.0,2210020151.0,Dash,2210020151.0,Dash,2210040151.0,Drop,2310020151.0,Drop,0,42,0,path_grd_mid_small_043,8.0,1220060151.0,Dash,1220060151.0,Dash,1220060151.0,Dash,1220060151.0,Dash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6210697,wave_tower_default_008,Campaign,90,7,True,False,point_grd_tower_001,point_fly_tower_001,sbg_tower_001,Tower,Day,ibg_tower_001,2320030151.0,path_fly_mid_small_018,1210030151,Dash,1210030151.0,Dash,1210030151.0,Dash,1210030151.0,Dash,path_grd_mid_elite2_805,5.0,3220010151.0,Dash,3220010151.0,Dash,3320030251.0,Drop,2320030251.0,Drop,path_fly_mid_small_036,10.0,1210030151.0,Dash,1210030151.0,Dash,1210030151.0,Dash,1210030151.0,Dash,path_grd_mid_elite2_805,0.0,3220010151.0,Dash,3220010151.0,Dash,3320030251.0,Drop,3320030251.0,Drop,path_grd_mid_elite1_802,10.0,3220010151.0,Dash,3220010151.0,Dash,3220060151.0,Drop,2320030151.0,Drop,0,45,0,path_fly_mid_small_005,,1210030151.0,Dash,1210030151.0,Dash,1210030151.0,Dash,1210030151.0,Dash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6210698,wave_tower_default_008,BaseDefense,60,7,True,True,point_grd_tower_003_midclear,point_fly_tower_003,sbg_tower_003_midclear,Tower,Day,ibg_tower_basedefense_001,,path_grd_mid_elite1_802,3220050151,Dash,2220010151.0,Dash,3220050151.0,Dash,1320030251.0,Drop,path_grd_mid_special_025,6.0,3220050151.0,Dash,3220060151.0,Dash,2220010151.0,Dash,2220050151.0,Dash,path_grd_mid_small_052,,2220010151.0,Dash,2220010151.0,Dash,3220060151.0,Dash,3220060151.0,Dash,path_grd_far_elite1_803,2.0,3220060151.0,Dash,2220010151.0,Dash,2220050151.0,Drop,1320030251.0,Drop,path_fly_mid_elite1_802,10.0,3220050151.0,Drop,3220060151.0,Drop,2220010151.0,Drop,1310010251.0,Drop,0,66,9,path_grd_mid_small_070,5.0,3220060151.0,Drop,3220060151.0,Drop,2220010151.0,Drop,2220050151.0,Dash,normal,path_grd_mid_small_075,7.0,2220010151.0,Drop,2220010151.0,Drop,2220050151.0,Drop,2220010151.0,Drop,path_fly_mid_special_047,3220050151.0,Drop,2220010151.0,Drop,2220050151.0,Drop,1310010151.0,Drop,,,,,,,,,,,,,,,,,,,,,
6210699,wave_tower_default_008,Campaign,90,7,True,False,point_grd_tower_004,point_fly_tower_004,sbg_tower_004,Tower,Day,ibg_tower_001,3320020151.0,path_grd_mid_small_070,1220060151,Dash,1220060151.0,Dash,1220060151.0,Dash,2220040151.0,Dash,path_grd_mid_elite2_808,,1220060151.0,Dash,3220070151.0,Dash,2320020251.0,Drop,3320020251.0,Drop,path_grd_mid_small_070,10.0,1220060151.0,Dash,1220060151.0,Dash,3220070151.0,Dash,2220040151.0,Dash,path_grd_far_small_044,8.0,1220060151.0,Drop,3220070151.0,Drop,1220060151.0,Drop,3220070151.0,Drop,path_grd_far_elite2_809,0.0,1220060151.0,Dash,1220060151.0,Dash,2320020251.0,Drop,3320020251.0,Drop,0,33,21,path_grd_far_small_056,10.0,1220060151.0,Dash,3220070151.0,Dash,2220040151.0,Drop,3320020151.0,Drop,,path_grd_mid_small_070,6.0,3220070151.0,Dash,1220060151.0,Dash,1220060151.0,Dash,2220040151.0,Dash,path_grd_mid_small_068,1220060151.0,Dash,3220070151.0,Dash,1220060151.0,Dash,2320020251.0,Drop,,,,,,,,,,,9.0,,,,,,,,,,
6210700,wave_tower_default_008,Campaign,180,5,False,False,point_grd_tower_003,point_fly_tower_003,sbg_tower_003_midclear,Tower,Day,ibg_tower_001,2421050151.0,path_grd_mid_centurion_902,2421050151,Normal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6210701,wave_tower_default_008,Campaign,90,5,True,False,point_grd_tower_001,point_fly_tower_001,sbg_tower_001,Tower,Day,ibg_tower_001,3320070111.0,path_grd_close_small_001,1220020111,Drop,1220020111.0,Drop,1220020111.0,Dash,1220020111.0,Dash,path_grd_mid_elite1_802,7.0,1120010111.0,Jump,1120010111.0,Jump,2220030111.0,Drop,3320070211.0,Drop,path_fly_mid_small_053,6.0,2210010111.0,Dash,2210010111.0,Dash,2210010111.0,Dash,3210030111.0,Dash,path_grd_mid_special_065,0.0,1120010111.0,Dash,1120010111.0,Dash,2220030111.0,Drop,3320070111.0,Drop,path_fly_mid_special_016,11.0,1110010111.0,Drop,1110010111.0,Drop,2210020111.0,Drop,3210030111.0,Drop,6,45,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6210702,wave_tower_default_008,Campaign,90,7,True,False,point_grd_tower_004,point_fly_tower_004,sbg_tower_004,Tower,Day,ibg_tower_001,3320080111.0,path_grd_close_small_001,3220050111,Drop,3220050111.0,Drop,1220060111.0,Dash,1220060111.0,Dash,path_fly_mid_small_030,,1210020111.0,Drop,1210020111.0,Drop,1210020111.0,Drop,1210020111.0,Drop,path_grd_mid_elite1_802,8.0,3220050111.0,Dash,3220050111.0,Dash,3220020111.0,Drop,3320080211.0,Drop,path_grd_close_elite1_801,0.0,1220060111.0,Jump,1220060111.0,Jump,3220020111.0,Drop,3320070211.0,Drop,path_grd_mid_small_049,10.0,3220050111.0,Jump,3220050111.0,Jump,3220050111.0,Jump,3320080111.0,Drop,15,21,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6210703,wave_tower_default_008,Campaign,90,5,True,False,point_grd_tower_003,point_fly_tower_003,sbg_tower_003,Tower,Day,ibg_tower_001,3320060111.0,path_grd_mid_small_002,2220030111,Jump,3220060111.0,Jump,2220030111.0,Jump,3220060111.0,Jump,path_grd_mid_elite2_805,,2220030111.0,Drop,3220060111.0,Drop,3320060211.0,Drop,3320060211.0,Drop,path_grd_mid_small_012,8.0,2220030111.0,Drop,2220030111.0,Drop,3220060111.0,Drop,3220060111.0,Drop,path_grd_mid_elite2_805,0.0,2220030111.0,Drop,3220060111.0,Drop,3320060211.0,Drop,3320060111.0,Drop,path_grd_mid_special_025,7.0,2220030111.0,Drop,3120010111.0,Drop,3220060111.0,Drop,3220060111.0,Drop,0,45,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6210704,wave_tower_default_008,BaseDefense,60,6,True,True,point_grd_tower_003_midclear,point_fly_tower_003,sbg_tower_003_midclear,Tower,Day,ibg_tower_basedefense_001,,path_grd_mid_small_043,1220010111,Dash,1220010111.0,Dash,1220010111.0,Dash,3220070111.0,Dash,path_fly_mid_small_050,7.0,1220010111.0,Drop,3220070111.0,Drop,1220010111.0,Drop,3210030111.0,Dash,path_grd_mid_small_046,5.0,1220010111.0,Jump,1220010111.0,Jump,1220010111.0,Jump,1220010111.0,Jump,path_grd_mid_elite1_802,3.0,1220010111.0,Jump,3220070111.0,Jump,3220070111.0,Drop,3320050211.0,Drop,path_fly_far_small_051,10.0,3220070111.0,Drop,1220010111.0,Drop,3220070111.0,Drop,3210030111.0,Dash,0,42,15,path_grd_mid_elite2_805,6.0,1120010111.0,Jump,1220010111.0,Jump,3220070111.0,Drop,3220070111.0,Drop,normal,path_grd_mid_small_076,8.0,3220070111.0,Drop,3220070111.0,Drop,1220010111.0,Drop,1220010111.0,Drop,path_grd_far_elite2_809,1220010111.0,Jump,3220070111.0,Jump,3320050211.0,Drop,1320030211.0,Drop,,,,,,,,,,,7.0,,,,,,,,,,
6210705,wave_tower_default_008,Campaign,90,7,True,False,point_grd_tower_002,point_fly_tower_002,sbg_tower_002,Tower,Day,ibg_tower_001,2320060111.0,path_grd_mid_small_068,1220020111,Drop,1220020111.0,Drop,1220020111.0,Drop,1220020111.0,Drop,path_grd_mid_elite2_808,,1220020111.0,Dash,1220020111.0,Dash,2320060211.0,Drop,3320040211.0,Drop,path_grd_close_small_007,8.0,1220020111.0,Dash,3220020111.0,Dash,1220020111.0,Dash,3220020111.0,Dash,path_grd_mid_small_008,,3220020111.0,Dash,1220020111.0,Dash,1220020111.0,Dash,3220020111.0,Dash,path_grd_mid_elite3_814,0.0,1220020111.0,Dash,3320040211.0,Dash,3320040211.0,Drop,3320040211.0,Drop,15,36,0,path_grd_close_elite1_801,10.0,1220020111.0,Drop,3220020111.0,Drop,1220020111.0,Drop,2320060111.0,Drop,,path_grd_mid_small_070,,3220020111.0,Dash,1220020111.0,Dash,1220020111.0,Dash,2220050111.0,Dash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6210706,wave_tower_default_008,Campaign,90,5,True,False,point_grd_tower_005,point_fly_tower_005,sbg_tower_005,Tower,Day,ibg_tower_001,3320070111.0,path_grd_mid_small_055,3220050111,Drop,3220050111.0,Drop,3220050111.0,Drop,3220050111.0,Drop,path_grd_mid_elite2_805,,3220050111.0,Drop,3220050111.0,Drop,3320070211.0,Dash,3320070211.0,Dash,path_fly_mid_small_027,10.0,2210030111.0,Drop,1210020111.0,Dash,1210020111.0,Dash,1210020111.0,Dash,path_grd_mid_elite3_814,0.0,3220050111.0,Drop,3320070211.0,Jump,3320070211.0,Jump,3320070111.0,Jump,path_fly_mid_small_027,8.0,2210030111.0,Drop,1210020111.0,Dash,1210020111.0,Dash,1210020111.0,Dash,0,42,0,path_grd_mid_small_061,10.0,3220050111.0,Dash,3220050111.0,Dash,3220050111.0,Dash,3220050111.0,Dash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6210707,wave_tower_default_008,Campaign,90,7,True,False,point_grd_tower_001,point_fly_tower_001,sbg_tower_001,Tower,Day,ibg_tower_001,3310040111.0,path_fly_mid_small_021,2210020111,Drop,2210020111.0,Drop,2210020111.0,Drop,2210020111.0,Drop,path_fly_mid_small_050,,2210020111.0,Dash,2210020111.0,Dash,1210010111.0,Dash,3310040211.0,Drop,path_fly_mid_elite1_802,10.0,2210020111.0,Dash,2210020111.0,Dash,1210010111.0,Drop,1310020211.0,Drop,path_fly_mid_small_036,,2210020111.0,Dash,2210020111.0,Dash,2210020111.0,Dash,2210020111.0,Dash,path_fly_far_small_034,0.0,2210020111.0,Drop,2210020111.0,Drop,2210020111.0,Drop,3310040111.0,Drop,0,42,6,path_fly_mid_elite2_808,8.0,2210020111.0,Dash,2210020111.0,Dash,1310020211.0,Drop,1310020211.0,Drop,,path_fly_mid_small_036,,1210010111.0,Drop,1210010111.0,Drop,2210020111.0,Dash,2210020111.0,Dash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
