stage_id,group_id,spot_mod,battle_time,monster_count,use_intro_scene,wave_repeat,point_data,point_data_fly,background_name,theme,theme_time,stage_info_bg,close_monster_count,mid_monster_count,far_monster_count,ui_theme,target_list/0,wave_data/0/wave_path,wave_data/1/wave_path,wave_data/1/private_monster_count,wave_data/2/wave_path,wave_data/2/private_monster_count,wave_data/3/wave_path,wave_data/3/private_monster_count,wave_data/4/wave_path,wave_data/4/private_monster_count,wave_data/5/wave_path,wave_data/5/private_monster_count,wave_data/6/wave_path,wave_data/6/private_monster_count,wave_data/7/wave_path,wave_data/7/private_monster_count,wave_data/0/wave_monster_list/0/wave_monster_id,wave_data/0/wave_monster_list/0/spawn_type,wave_data/0/wave_monster_list/1/wave_monster_id,wave_data/0/wave_monster_list/1/spawn_type,wave_data/0/wave_monster_list/2/wave_monster_id,wave_data/0/wave_monster_list/2/spawn_type,wave_data/0/wave_monster_list/3/wave_monster_id,wave_data/0/wave_monster_list/3/spawn_type,wave_data/1/wave_monster_list/0/wave_monster_id,wave_data/1/wave_monster_list/0/spawn_type,wave_data/1/wave_monster_list/1/wave_monster_id,wave_data/1/wave_monster_list/1/spawn_type,wave_data/1/wave_monster_list/2/wave_monster_id,wave_data/1/wave_monster_list/2/spawn_type,wave_data/1/wave_monster_list/3/wave_monster_id,wave_data/1/wave_monster_list/3/spawn_type,wave_data/2/wave_monster_list/0/wave_monster_id,wave_data/2/wave_monster_list/0/spawn_type,wave_data/2/wave_monster_list/1/wave_monster_id,wave_data/2/wave_monster_list/1/spawn_type,wave_data/2/wave_monster_list/2/wave_monster_id,wave_data/2/wave_monster_list/2/spawn_type,wave_data/2/wave_monster_list/3/wave_monster_id,wave_data/2/wave_monster_list/3/spawn_type,wave_data/3/wave_monster_list/0/wave_monster_id,wave_data/3/wave_monster_list/0/spawn_type,wave_data/3/wave_monster_list/1/wave_monster_id,wave_data/3/wave_monster_list/1/spawn_type,wave_data/3/wave_monster_list/2/wave_monster_id,wave_data/3/wave_monster_list/2/spawn_type,wave_data/3/wave_monster_list/3/wave_monster_id,wave_data/3/wave_monster_list/3/spawn_type,wave_data/4/wave_monster_list/0/wave_monster_id,wave_data/4/wave_monster_list/0/spawn_type,wave_data/4/wave_monster_list/1/wave_monster_id,wave_data/4/wave_monster_list/1/spawn_type,wave_data/4/wave_monster_list/2/wave_monster_id,wave_data/4/wave_monster_list/2/spawn_type,wave_data/4/wave_monster_list/3/wave_monster_id,wave_data/4/wave_monster_list/3/spawn_type,wave_data/5/wave_monster_list/0/wave_monster_id,wave_data/5/wave_monster_list/0/spawn_type,wave_data/5/wave_monster_list/1/wave_monster_id,wave_data/5/wave_monster_list/1/spawn_type,wave_data/5/wave_monster_list/2/wave_monster_id,wave_data/5/wave_monster_list/2/spawn_type,wave_data/5/wave_monster_list/3/wave_monster_id,wave_data/5/wave_monster_list/3/spawn_type,wave_data/6/wave_monster_list/0/wave_monster_id,wave_data/6/wave_monster_list/0/spawn_type,wave_data/6/wave_monster_list/1/wave_monster_id,wave_data/6/wave_monster_list/1/spawn_type,wave_data/6/wave_monster_list/2/wave_monster_id,wave_data/6/wave_monster_list/2/spawn_type,wave_data/6/wave_monster_list/3/wave_monster_id,wave_data/6/wave_monster_list/3/spawn_type,wave_data/7/wave_monster_list/0/wave_monster_id,wave_data/7/wave_monster_list/0/spawn_type,wave_data/7/wave_monster_list/1/wave_monster_id,wave_data/7/wave_monster_list/1/spawn_type,wave_data/7/wave_monster_list/2/wave_monster_id,wave_data/7/wave_monster_list/2/spawn_type,wave_data/7/wave_monster_list/3/wave_monster_id,wave_data/7/wave_monster_list/3/spawn_type
6501623,wave_eventdungeon_008,Campaign,90,7,True,False,point_grd_ocean_001,point_fly_ocean_001,sbg_ocean_001,Ocean,Night,ibg_ocean_001,34,17,15,,1320030121,path_grd_mid_small_052,path_fly_mid_elite2_808,3.0,path_fly_far_small_051,10.0,path_grd_close_special_024,,path_grd_far_elite2_806,0.0,path_grd_mid_small_049,10.0,path_fly_close_special_046,8.0,,,3220030121,Dash,3220030121.0,Dash,3220030121.0,Dash,3220030121.0,Dash,3210010121.0,Dash,3210010121.0,Dash,2310010221.0,Dash,2310010221.0,Dash,3210010121.0,Dash,3210010121.0,Dash,3210010121.0,Dash,3210030121.0,Dash,3120010121.0,Jump,3120010121.0,Jump,3220030121.0,Drop,2220040121.0,Drop,3220030121.0,Dash,3220030121.0,Dash,3220030121.0,Dash,3220030121.0,Dash,3220030121.0,Drop,3220030121.0,Drop,3220030121.0,Drop,1320030121.0,Drop,3210010121.0,Dash,3210010121.0,Dash,3210010121.0,Drop,3210030121.0,Drop,,,,,,,,
6501624,wave_eventdungeon_008,Campaign,180,7,False,False,point_grd_ocean_001,point_fly_ocean_sky_001,sbg_ocean_sky_001,Ocean,Night,ibg_ocean_001,0,34,15,,2410010131,path_fly_far_centurion_903,path_fly_mid_elite2_808,,path_fly_far_small_054,6.0,path_fly_mid_small_036,,path_fly_mid_elite1_802,0.0,path_fly_mid_small_036,10.0,path_fly_mid_small_024,5.0,path_fly_mid_small_008,,2410010131,Normal,,,,,,,1210030121.0,Dash,1210030121.0,Dash,1210030121.0,Dash,1210030121.0,Dash,1210030121.0,Dash,1210030121.0,Dash,1210030121.0,Dash,1210030121.0,Dash,1210010121.0,Dash,1210010121.0,Dash,1210020121.0,Drop,1210020121.0,Drop,1210030121.0,Dash,1210030121.0,Dash,3210030121.0,Drop,1210030121.0,Drop,3110010121.0,Jump,3110010121.0,Jump,1210030121.0,Drop,1210030121.0,Drop,1210030121.0,Dash,1210030121.0,Dash,1210030121.0,Dash,1210030121.0,Dash,1110010121.0,Dash,1110010121.0,Dash,1110010121.0,Dash,1110010121.0,Dash
6501625,wave_eventdungeon_008,Campaign,180,6,False,False,point_grd_landeater_01,point_fly_landeater_01,sbg_iceland_b_001,IceLand,Day,ibg_iceland_001,1,0,0,,2520010126,b_g_landeater_01,,,,,,,,,,,,,,,2520010126,Normal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6501626,wave_eventdungeon_008,Campaign,180,6,False,False,point_grd_landeater_01,point_fly_landeater_01,sbg_iceland_b_001,IceLand,Day,ibg_iceland_001,1,0,0,,2520010126,b_g_landeater_01,,,,,,,,,,,,,,,2520010126,Normal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6501627,wave_eventdungeon_008,Campaign,180,6,False,False,point_grd_landeater_01,point_fly_landeater_01,sbg_iceland_b_001,IceLand,Day,ibg_iceland_001,1,0,0,,2520010126,b_g_landeater_01,,,,,,,,,,,,,,,2520010126,Normal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6501628,wave_eventdungeon_008,Campaign,180,6,False,False,point_grd_landeater_01,point_fly_landeater_01,sbg_iceland_b_001,IceLand,Day,ibg_iceland_001,1,0,0,,2520010126,b_g_landeater_01,,,,,,,,,,,,,,,2520010126,Normal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6501629,wave_eventdungeon_008,Campaign,180,6,False,False,point_grd_landeater_01,point_fly_landeater_01,sbg_iceland_b_001,IceLand,Day,ibg_iceland_001,1,0,0,,2520010126,b_g_landeater_01,,,,,,,,,,,,,,,2520010126,Normal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6501630,wave_eventdungeon_008,Campaign,180,6,False,False,point_grd_landeater_01,point_fly_landeater_01,sbg_iceland_b_001,IceLand,Day,ibg_iceland_001,1,0,0,,2520010126,b_g_landeater_01,,,,,,,,,,,,,,,2520010126,Normal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6501631,wave_eventdungeon_008,Campaign,180,6,False,False,point_grd_landeater_01,point_fly_landeater_01,sbg_iceland_b_001,IceLand,Day,ibg_iceland_001,1,0,0,,2520010126,b_g_landeater_01,,,,,,,,,,,,,,,2520010126,Normal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6501632,wave_eventdungeon_008,Campaign,180,6,False,False,point_grd_landeater_01,point_fly_landeater_01,sbg_iceland_b_001,IceLand,Day,ibg_iceland_001,1,0,0,,2520010126,b_g_landeater_01,,,,,,,,,,,,,,,2520010126,Normal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6501633,wave_eventdungeon_008,Campaign,180,6,False,False,point_grd_landeater_01,point_fly_landeater_01,sbg_iceland_b_001,IceLand,Day,ibg_iceland_001,1,0,0,,2520010126,b_g_landeater_01,,,,,,,,,,,,,,,2520010126,Normal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6501634,wave_eventdungeon_008,Campaign,180,6,False,False,point_grd_landeater_01,point_fly_landeater_01,sbg_iceland_b_001,IceLand,Day,ibg_iceland_001,1,0,0,,2520010126,b_g_landeater_01,,,,,,,,,,,,,,,2520010126,Normal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6501635,wave_eventdungeon_008,Campaign,180,6,False,False,point_grd_landeater_01,point_fly_landeater_01,sbg_iceland_b_001,IceLand,Day,ibg_iceland_001,1,0,0,,2520010126,b_g_landeater_01,,,,,,,,,,,,,,,2520010126,Normal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6501636,wave_eventdungeon_008,Campaign,180,6,False,False,point_grd_landeater_01,point_fly_landeater_01,sbg_iceland_b_001,IceLand,Day,ibg_iceland_001,1,0,0,,2520010126,b_g_landeater_01,,,,,,,,,,,,,,,2520010126,Normal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6501637,wave_eventdungeon_008,Campaign,180,6,False,False,point_grd_landeater_01,point_fly_landeater_01,sbg_iceland_b_001,IceLand,Day,ibg_iceland_001,1,0,0,,2520010126,b_g_landeater_01,,,,,,,,,,,,,,,2520010126,Normal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6501638,wave_eventdungeon_008,Campaign,180,6,False,False,point_grd_landeater_01,point_fly_landeater_01,sbg_iceland_b_001,IceLand,Day,ibg_iceland_001,1,0,0,,2520010126,b_g_landeater_01,,,,,,,,,,,,,,,2520010126,Normal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6501801,wave_eventdungeon_008,Campaign,90,5,True,False,point_grd_tower_002,point_fly_tower_002,sbg_tower_002,Tower,Day,ibg_tower_001,0,33,0,CE002,3320060931,path_grd_mid_small_002,path_grd_mid_small_011,6.0,path_grd_mid_small_043,8.0,path_grd_mid_elite1_802,0.0,path_fly_mid_small_036,8.0,,,,,,,2220030931,Dash,2220030931.0,Dash,2220030931.0,Drop,2220030931.0,Drop,2220030931.0,Drop,2220030931.0,Drop,2220030931.0,Drop,2220030931.0,Drop,2220030931.0,Drop,2220030931.0,Drop,2220030931.0,Drop,3320061031.0,Drop,2220030931.0,Dash,2220030931.0,Dash,2220030931.0,Drop,3320060931.0,Drop,3210010931.0,Dash,3210010931.0,Dash,3210010931.0,Dash,3210010931.0,Dash,,,,,,,,,,,,,,,,,,,,,,,,
6501802,wave_eventdungeon_008,Campaign,90,5,True,False,point_grd_tower_001,point_fly_tower_001,sbg_tower_001,Tower,Day,ibg_tower_001,6,27,0,CE002,3310030931,path_fly_mid_small_018,path_fly_close_small_029,6.0,path_fly_mid_small_036,,path_fly_mid_elite1_802,0.0,path_grd_mid_small_011,8.0,,,,,,,3210010931,Drop,3210010931.0,Drop,3210010931.0,Dash,3210010931.0,Dash,3210010931.0,Drop,3210010931.0,Drop,3210010931.0,Drop,3210010931.0,Drop,3210010931.0,Dash,3210010931.0,Dash,3210010931.0,Dash,3310031031.0,Dash,3210010931.0,Dash,3210010931.0,Dash,3210010931.0,Drop,3310030931.0,Drop,2220030931.0,Drop,2220030931.0,Drop,2220030931.0,Drop,2220030931.0,Drop,,,,,,,,,,,,,,,,,,,,,,,,
6501803,wave_eventdungeon_008,Campaign,90,5,True,False,point_grd_tower_002,point_fly_tower_002,sbg_tower_002,Tower,Day,ibg_tower_001,30,12,0,CE002,3320060931,path_grd_close_small_048,path_fly_mid_small_030,6.0,path_grd_close_elite1_801,6.0,path_grd_close_special_064,0.0,path_fly_mid_small_033,8.0,,,,,,,2220030931,Drop,2220030931.0,Drop,2220030931.0,Drop,2220030931.0,Drop,3210010931.0,Drop,3210010931.0,Drop,3210010931.0,Drop,3210010931.0,Drop,2220030931.0,Dash,2220030931.0,Dash,2220030931.0,Drop,3320061031.0,Drop,2220030931.0,Dash,2220030931.0,Dash,2220030931.0,Drop,3320060931.0,Drop,3210010931.0,Dash,3210010931.0,Dash,3210010931.0,Dash,3210010931.0,Dash,,,,,,,,,,,,,,,,,,,,,,,,
6501804,wave_eventdungeon_008,Campaign,90,5,True,False,point_grd_tower_005,point_fly_tower_005,sbg_tower_005,Tower,Day,ibg_tower_001,6,30,0,CE002,3320060931,path_grd_mid_elite1_802,path_grd_mid_small_012,7.0,path_fly_mid_small_027,7.0,path_grd_mid_elite1_802,,path_fly_close_small_035,8.0,,,,,,,2220030931,Dash,2220030931.0,Dash,2220030931.0,Dash,3320061031.0,Dash,2220030931.0,Dash,2220030931.0,Dash,2220030931.0,Dash,2220030931.0,Dash,3210020931.0,Dash,3210020931.0,Dash,3210020931.0,Dash,3210020931.0,Dash,2220030931.0,Dash,2220030931.0,Dash,2220030931.0,Drop,3320060931.0,Drop,3210020931.0,Dash,3210020931.0,Dash,3210020931.0,Dash,3210020931.0,Dash,,,,,,,,,,,,,,,,,,,,,,,,
6501805,wave_eventdungeon_008,Campaign,90,5,True,False,point_grd_tower_004,point_fly_tower_004,sbg_tower_004,Tower,Day,ibg_tower_001,6,33,6,CE002,3310030931,path_grd_mid_small_061,path_fly_mid_small_008,7.0,path_fly_far_small_003,7.0,path_fly_mid_small_021,0.0,path_fly_mid_elite1_802,0.0,path_grd_mid_small_052,8.0,path_fly_close_small_029,,,,2220030931,Drop,2220030931.0,Drop,2220030931.0,Drop,2220030931.0,Drop,3210010931.0,Dash,3210020931.0,Dash,3210010931.0,Dash,3210020931.0,Dash,3210010931.0,Dash,3210010931.0,Dash,3210010931.0,Dash,3310031031.0,Dash,3210020931.0,Drop,3210010931.0,Drop,3210010931.0,Drop,3210020931.0,Drop,3210010931.0,Drop,3210010931.0,Drop,3210020931.0,Drop,3310030931.0,Drop,2220030931.0,Drop,2220030931.0,Drop,2220030931.0,Drop,2220030931.0,Drop,3210010931.0,Dash,3210010931.0,Dash,3210020931.0,Dash,3210020931.0,Dash,,,,,,,,
6501806,wave_eventdungeon_008,Campaign,90,7,True,False,point_grd_tower_003,point_fly_tower_003,sbg_tower_003,Tower,Day,ibg_tower_001,0,45,0,CE002,1310010931,path_grd_mid_small_002,path_fly_mid_small_021,6.0,path_grd_mid_small_061,,path_fly_mid_small_021,,path_fly_mid_elite2_805,0.0,path_grd_mid_small_043,8.0,path_fly_mid_small_002,,,,2220030931,Dash,2220030931.0,Dash,2220030931.0,Dash,2220030931.0,Dash,3210020931.0,Drop,3210020931.0,Drop,3210020931.0,Drop,3210020931.0,Drop,2220030931.0,Drop,2220030931.0,Drop,3220030931.0,Drop,3320061031.0,Drop,3210020931.0,Drop,3210020931.0,Drop,3210020931.0,Drop,3210020931.0,Drop,3210020931.0,Drop,3210020931.0,Drop,3210020931.0,Drop,1310010931.0,Drop,3220030931.0,Drop,2220030931.0,Drop,2220030931.0,Drop,3320061031.0,Drop,3210020931.0,Drop,3210020931.0,Drop,3210020931.0,Drop,3210020931.0,Drop,,,,,,,,
6501807,wave_eventdungeon_008,Campaign,90,5,True,False,point_grd_tower_004,point_fly_tower_004,sbg_tower_004,Tower,Day,ibg_tower_001,0,30,6,CE002,3320070931,path_grd_far_small_003,path_grd_mid_small_061,7.0,path_grd_mid_elite1_802,,path_grd_mid_elite1_802,0.0,path_fly_mid_small_027,10.0,,,,,,,2220030931,Drop,2220030931.0,Drop,3220060931.0,Dash,3220060931.0,Dash,2220030931.0,Drop,2220030931.0,Drop,3220030931.0,Drop,3220030931.0,Drop,2220030931.0,Drop,3220030931.0,Drop,2220030931.0,Drop,3320071031.0,Drop,2220030931.0,Dash,2220030931.0,Dash,3220030931.0,Drop,3320070931.0,Drop,3210020931.0,Dash,3210020931.0,Dash,3210020931.0,Dash,3210020931.0,Dash,,,,,,,,,,,,,,,,,,,,,,,,
6501808,wave_eventdungeon_008,Campaign,90,5,True,False,point_grd_tower_002,point_fly_tower_002,sbg_tower_002,Tower,Day,ibg_tower_001,0,24,9,CE002,1310010931,path_grd_mid_small_002,path_fly_mid_small_042,7.0,path_fly_mid_small_027,7.0,path_fly_far_elite1_803,0.0,path_fly_mid_small_042,7.0,,,,,,,2220030931,Dash,2220030931.0,Dash,2220030931.0,Dash,2220030931.0,Dash,3210010931.0,Dash,1210010931.0,Dash,3210010931.0,Dash,1210010931.0,Dash,3210020931.0,Dash,3210020931.0,Dash,3210020931.0,Dash,1310011031.0,Dash,1210010931.0,Dash,3210010931.0,Dash,1210010931.0,Dash,1310010931.0,Dash,3210010931.0,Drop,1210010931.0,Drop,3210010931.0,Drop,1210010931.0,Drop,,,,,,,,,,,,,,,,,,,,,,,,
6501809,wave_eventdungeon_008,Campaign,90,5,True,False,point_grd_tower_005,point_fly_tower_005,sbg_tower_005,Tower,Day,ibg_tower_001,15,12,6,CE002,3310040931,path_grd_close_small_051,path_grd_mid_small_061,7.0,path_fly_far_small_003,7.0,path_fly_close_elite1_801,0.0,path_grd_mid_small_046,10.0,,,,,,,2220030931,Dash,2220030931.0,Dash,2220030931.0,Jump,2220030931.0,Jump,3220060931.0,Dash,3220060931.0,Dash,3220060931.0,Dash,3220060931.0,Dash,3210020931.0,Dash,3210020931.0,Dash,3210020931.0,Dash,3310041031.0,Dash,3220060931.0,Drop,3220060931.0,Drop,3220060931.0,Drop,3310040931.0,Drop,2220030931.0,Jump,3220060931.0,Jump,3220060931.0,Jump,3220060931.0,Jump,,,,,,,,,,,,,,,,,,,,,,,,
6501810,wave_eventdungeon_008,Campaign,90,7,True,False,point_grd_tower_001,point_fly_tower_001,sbg_tower_001,Tower,Day,ibg_tower_001,0,36,9,CE002,3320030931,path_grd_mid_small_002,path_fly_mid_small_002,6.0,path_grd_mid_small_061,,path_fly_mid_small_042,,path_grd_far_elite1_803,0.0,path_fly_mid_small_036,,path_grd_mid_small_043,,,,3220060931,Dash,2220030931.0,Dash,3220060931.0,Dash,2220030931.0,Dash,1210010931.0,Drop,1210010931.0,Drop,1210010931.0,Drop,1210010931.0,Drop,3220060931.0,Drop,3220060931.0,Drop,3220060931.0,Drop,3220060931.0,Drop,1210010931.0,Drop,1210010931.0,Drop,1210010931.0,Drop,1310011031.0,Drop,2220030931.0,Drop,3220060931.0,Drop,3220060931.0,Drop,3320030931.0,Drop,1210010931.0,Dash,1210010931.0,Dash,1210010931.0,Dash,1210010931.0,Dash,3220060931.0,Drop,2220030931.0,Drop,3220060931.0,Drop,2220030931.0,Drop,,,,,,,,
6501811,wave_eventdungeon_008,Campaign,90,5,True,False,point_grd_tower_003,point_fly_tower_003,sbg_tower_003,Tower,Day,ibg_tower_001,6,27,0,CE002,3320070931,path_grd_close_small_007,path_grd_mid_small_043,4.0,path_grd_mid_small_058,6.0,path_grd_mid_elite1_802,0.0,path_fly_mid_small_024,10.0,,,,,,,3220030931,Drop,3220030931.0,Drop,3220030931.0,Drop,3220030931.0,Drop,3220060931.0,Dash,3220060931.0,Dash,3220060931.0,Dash,3220060931.0,Dash,3220060931.0,Drop,3220060931.0,Drop,3220060931.0,Drop,3320071031.0,Drop,3220030931.0,Dash,3220060931.0,Dash,3220060931.0,Drop,3320070931.0,Drop,1210010931.0,Dash,1210010931.0,Dash,1210010931.0,Dash,1210010931.0,Dash,,,,,,,,,,,,,,,,,,,,,,,,
6501812,wave_eventdungeon_008,Campaign,90,5,True,False,point_grd_tower_001,point_fly_tower_001,sbg_tower_001,Tower,Day,ibg_tower_001,0,24,9,CE002,3310040931,path_fly_mid_small_018,path_grd_mid_small_012,,path_fly_mid_small_027,10.0,path_fly_far_elite1_803,0.0,path_grd_mid_small_043,7.0,,,,,,,1210010931,Dash,1210010931.0,Dash,1210010931.0,Dash,1210010931.0,Dash,3220060931.0,Dash,3220030931.0,Dash,3220060931.0,Drop,3220030931.0,Drop,1210010931.0,Drop,1210010931.0,Drop,1210010931.0,Drop,3310041031.0,Drop,1210010931.0,Drop,1210010931.0,Drop,1210010931.0,Drop,3310040931.0,Drop,3220030931.0,Drop,3220030931.0,Drop,3220060931.0,Drop,3220060931.0,Drop,,,,,,,,,,,,,,,,,,,,,,,,
6501813,wave_eventdungeon_008,Campaign,90,7,True,False,point_grd_tower_003,point_fly_tower_003,sbg_tower_003,Tower,Day,ibg_tower_001,6,42,0,CE002,3320030931,path_grd_mid_small_002,path_fly_mid_small_030,8.0,path_grd_close_small_060,,path_fly_mid_elite2_808,8.0,path_grd_mid_elite3_811,0.0,path_fly_mid_small_033,8.0,path_fly_mid_small_024,,,,2220030931,Dash,3220030931.0,Dash,2220030931.0,Dash,3220030931.0,Dash,1210010931.0,Dash,1210010931.0,Dash,1210010931.0,Dash,1210010931.0,Dash,2220030931.0,Drop,2220030931.0,Drop,3220030931.0,Drop,2220030931.0,Drop,1210010931.0,Drop,3210020931.0,Drop,1310011031.0,Drop,1310011031.0,Drop,2220030931.0,Drop,3320031031.0,Drop,3320031031.0,Drop,3320030931.0,Drop,1210010931.0,Dash,1210010931.0,Dash,1210010931.0,Dash,1310011031.0,Dash,3210020931.0,Drop,1210010931.0,Drop,1210010931.0,Drop,1210010931.0,Drop,,,,,,,,
6501814,wave_eventdungeon_008,Campaign,90,7,True,False,point_grd_tower_002,point_fly_tower_002,sbg_tower_002,Tower,Day,ibg_tower_001,0,39,6,CE002,3310040931,path_fly_mid_small_018,path_grd_mid_small_012,,path_fly_far_small_037,5.0,path_grd_mid_small_034,8.0,path_fly_mid_elite1_802,0.0,path_grd_mid_small_034,10.0,path_fly_mid_small_036,,,,1210010931,Dash,1210010931.0,Dash,1210010931.0,Dash,1210010931.0,Dash,3220030931.0,Dash,3220060931.0,Dash,3220030931.0,Dash,3220060931.0,Dash,1210010931.0,Dash,1210010931.0,Dash,3210020931.0,Dash,3210020931.0,Dash,3220030931.0,Dash,3220030931.0,Dash,3220060931.0,Dash,3320031031.0,Dash,1210010931.0,Dash,3210020931.0,Dash,1210010931.0,Dash,3310040931.0,Dash,3220030931.0,Dash,3220030931.0,Dash,3220060931.0,Dash,3320031031.0,Drop,1210010931.0,Drop,1210010931.0,Drop,3210020931.0,Drop,3210020931.0,Drop,,,,,,,,
6501815,wave_eventdungeon_008,Campaign,180,6,False,False,point_grd_tower_003,point_fly_tower_003,sbg_tower_003_midclear,Tower,Day,ibg_tower_001,6,43,0,CE002,3420041031,path_grd_mid_centurion_901,path_grd_mid_small_012,,path_grd_mid_special_025,4.0,path_grd_mid_elite1_802,3.0,path_fly_close_small_038,,path_fly_mid_small_033,,path_grd_mid_small_008,,,,3420041031,Normal,,,,,,,3220050131.0,Drop,3220050131.0,Drop,3220060131.0,Drop,3220060131.0,Drop,1120010131.0,Drop,2120010131.0,Drop,2120010131.0,Drop,3220050131.0,Drop,1120010131.0,Dash,3220030131.0,Dash,3220030131.0,Dash,1320060231.0,Dash,3210020131.0,Jump,1210020131.0,Jump,1210020131.0,Jump,1210020131.0,Jump,2210020131.0,Drop,2210020131.0,Drop,3110010131.0,Drop,3110010131.0,Drop,2220010131.0,Dash,2220010131.0,Dash,1120010131.0,Dash,2320020231.0,Dash,,,,,,,,
6501816,wave_eventdungeon_008,Campaign,90,5,True,False,point_grd_tower_002,point_fly_tower_002,sbg_tower_002,Tower,Day,ibg_tower_001,6,27,0,CE002,3310030931,path_fly_mid_small_018,path_grd_mid_small_043,,path_fly_mid_small_027,7.0,path_fly_mid_elite1_802,0.0,path_grd_close_small_042,,,,,,,,3210010931,Dash,3210010931.0,Dash,3210010931.0,Dash,3210010931.0,Dash,2220030931.0,Jump,2220030931.0,Jump,2220030931.0,Jump,2220030931.0,Jump,3210010931.0,Dash,3210010931.0,Dash,3210010931.0,Dash,3310031031.0,Drop,3210010931.0,Dash,3210010931.0,Dash,3210010931.0,Dash,3310030931.0,Dash,2220030931.0,Dash,2220030931.0,Dash,2220030931.0,Dash,2220030931.0,Dash,,,,,,,,,,,,,,,,,,,,,,,,
6501817,wave_eventdungeon_008,Campaign,90,7,True,False,point_grd_tower_001,point_fly_tower_001,sbg_tower_001,Tower,Day,ibg_tower_001,6,33,6,CE002,3320070931,path_grd_mid_small_002,path_fly_mid_small_039,,path_grd_mid_small_046,6.0,path_fly_far_small_028,8.0,path_grd_mid_elite2_805,0.0,path_fly_mid_small_036,8.0,path_grd_close_small_007,,,,2220030931,Dash,2220030931.0,Dash,2220030931.0,Dash,2220030931.0,Dash,3210020931.0,Dash,3210020931.0,Dash,3210020931.0,Dash,3210020931.0,Dash,2220030931.0,Drop,3220030931.0,Drop,3220030931.0,Drop,3220030931.0,Drop,3210020931.0,Dash,3210020931.0,Dash,3210020931.0,Dash,1310011031.0,Drop,2220030931.0,Dash,3220030931.0,Dash,3320071031.0,Dash,3320070931.0,Dash,3210020931.0,Dash,3210020931.0,Dash,3210020931.0,Dash,3210020931.0,Dash,2220030931.0,Drop,3220030931.0,Drop,2220030931.0,Drop,3220030931.0,Drop,,,,,,,,
6501818,wave_eventdungeon_008,Campaign,90,5,True,False,point_grd_tower_004,point_fly_tower_004,sbg_tower_004,Tower,Day,ibg_tower_001,0,36,0,CE002,3320060931,path_grd_mid_small_037,path_grd_mid_small_040,7.0,path_grd_mid_elite1_802,,path_grd_mid_elite1_802,0.0,path_fly_mid_small_024,,,,,,,,2220030931,Drop,2220030931.0,Drop,2220030931.0,Drop,2220030931.0,Drop,3220060931.0,Dash,3220060931.0,Dash,3220060931.0,Dash,3220060931.0,Dash,2220030931.0,Dash,2220030931.0,Dash,3220060931.0,Drop,3320061031.0,Drop,3220060931.0,Dash,3220060931.0,Dash,2220030931.0,Dash,3320060931.0,Dash,3210010931.0,Dash,3210010931.0,Dash,3210010931.0,Dash,3210010931.0,Dash,,,,,,,,,,,,,,,,,,,,,,,,
6501819,wave_eventdungeon_008,Campaign,90,5,True,False,point_grd_tower_005,point_fly_tower_005,sbg_tower_005,Tower,Day,ibg_tower_001,6,18,9,CE002,3310030931,path_fly_mid_small_018,path_fly_close_small_023,,path_fly_mid_small_027,8.0,path_fly_far_elite1_803,0.0,path_grd_mid_small_043,8.0,,,,,,,3210010931,Dash,3210010931.0,Dash,3210010931.0,Dash,3210010931.0,Dash,1210010931.0,Dash,1210010931.0,Dash,1210010931.0,Dash,1210010931.0,Dash,3210010931.0,Dash,1210010931.0,Dash,1210010931.0,Dash,3310031031.0,Drop,3210010931.0,Drop,3210010931.0,Drop,1210010931.0,Drop,3310030931.0,Drop,3220030931.0,Dash,3220030931.0,Dash,3220030931.0,Dash,3220030931.0,Dash,,,,,,,,,,,,,,,,,,,,,,,,
