stage_id,group_id,spot_mod,battle_time,monster_count,use_intro_scene,wave_repeat,point_data,point_data_fly,background_name,theme,theme_time,stage_info_bg,target_list/0,wave_data/0/wave_path,wave_data/0/wave_monster_list/0/wave_monster_id,wave_data/0/wave_monster_list/0/spawn_type,wave_data/0/wave_monster_list/1/wave_monster_id,wave_data/0/wave_monster_list/1/spawn_type,wave_data/0/wave_monster_list/2/wave_monster_id,wave_data/0/wave_monster_list/2/spawn_type,wave_data/0/wave_monster_list/3/wave_monster_id,wave_data/0/wave_monster_list/3/spawn_type,wave_data/1/wave_path,wave_data/1/private_monster_count,wave_data/1/wave_monster_list/0/wave_monster_id,wave_data/1/wave_monster_list/0/spawn_type,wave_data/1/wave_monster_list/1/wave_monster_id,wave_data/1/wave_monster_list/1/spawn_type,wave_data/1/wave_monster_list/2/wave_monster_id,wave_data/1/wave_monster_list/2/spawn_type,wave_data/1/wave_monster_list/3/wave_monster_id,wave_data/1/wave_monster_list/3/spawn_type,wave_data/2/wave_path,wave_data/2/wave_monster_list/0/wave_monster_id,wave_data/2/wave_monster_list/0/spawn_type,wave_data/2/wave_monster_list/1/wave_monster_id,wave_data/2/wave_monster_list/1/spawn_type,wave_data/2/wave_monster_list/2/wave_monster_id,wave_data/2/wave_monster_list/2/spawn_type,wave_data/2/wave_monster_list/3/wave_monster_id,wave_data/2/wave_monster_list/3/spawn_type,wave_data/3/wave_path,wave_data/3/private_monster_count,wave_data/3/wave_monster_list/0/wave_monster_id,wave_data/3/wave_monster_list/0/spawn_type,wave_data/3/wave_monster_list/1/wave_monster_id,wave_data/3/wave_monster_list/1/spawn_type,wave_data/3/wave_monster_list/2/wave_monster_id,wave_data/3/wave_monster_list/2/spawn_type,wave_data/3/wave_monster_list/3/wave_monster_id,wave_data/3/wave_monster_list/3/spawn_type,wave_data/4/wave_path,wave_data/4/wave_monster_list/0/wave_monster_id,wave_data/4/wave_monster_list/0/spawn_type,wave_data/4/wave_monster_list/1/wave_monster_id,wave_data/4/wave_monster_list/1/spawn_type,wave_data/4/wave_monster_list/2/wave_monster_id,wave_data/4/wave_monster_list/2/spawn_type,wave_data/4/wave_monster_list/3/wave_monster_id,wave_data/4/wave_monster_list/3/spawn_type,close_monster_count,mid_monster_count,far_monster_count,wave_data/4/private_monster_count,wave_data/2/private_monster_count,wave_data/5/wave_path,wave_data/5/private_monster_count,wave_data/5/wave_monster_list/0/wave_monster_id,wave_data/5/wave_monster_list/0/spawn_type,wave_data/5/wave_monster_list/1/wave_monster_id,wave_data/5/wave_monster_list/1/spawn_type,wave_data/5/wave_monster_list/2/wave_monster_id,wave_data/5/wave_monster_list/2/spawn_type,wave_data/5/wave_monster_list/3/wave_monster_id,wave_data/5/wave_monster_list/3/spawn_type,wave_data/6/wave_path,wave_data/6/private_monster_count,wave_data/6/wave_monster_list/0/wave_monster_id,wave_data/6/wave_monster_list/0/spawn_type,wave_data/6/wave_monster_list/1/wave_monster_id,wave_data/6/wave_monster_list/1/spawn_type,wave_data/6/wave_monster_list/2/wave_monster_id,wave_data/6/wave_monster_list/2/spawn_type,wave_data/6/wave_monster_list/3/wave_monster_id,wave_data/6/wave_monster_list/3/spawn_type,wave_data/7/wave_path,wave_data/7/private_monster_count,wave_data/7/wave_monster_list/0/wave_monster_id,wave_data/7/wave_monster_list/0/spawn_type,wave_data/7/wave_monster_list/1/wave_monster_id,wave_data/7/wave_monster_list/1/spawn_type,wave_data/7/wave_monster_list/2/wave_monster_id,wave_data/7/wave_monster_list/2/spawn_type,wave_data/7/wave_monster_list/3/wave_monster_id,wave_data/7/wave_monster_list/3/spawn_type,mod_value,wave_data/8/wave_path,wave_data/8/private_monster_count,wave_data/8/wave_monster_list/0/wave_monster_id,wave_data/8/wave_monster_list/0/spawn_type,wave_data/8/wave_monster_list/1/wave_monster_id,wave_data/8/wave_monster_list/1/spawn_type,wave_data/8/wave_monster_list/2/wave_monster_id,wave_data/8/wave_monster_list/2/spawn_type,wave_data/8/wave_monster_list/3/wave_monster_id,wave_data/8/wave_monster_list/3/spawn_type,wave_data/9/wave_path,wave_data/9/wave_monster_list/0/wave_monster_id,wave_data/9/wave_monster_list/0/spawn_type,wave_data/9/wave_monster_list/1/wave_monster_id,wave_data/9/wave_monster_list/1/spawn_type,wave_data/9/wave_monster_list/2/wave_monster_id,wave_data/9/wave_monster_list/2/spawn_type,wave_data/9/wave_monster_list/3/wave_monster_id,wave_data/9/wave_monster_list/3/spawn_type
7025021,wave_campaign_hard_010,Defense,90,8,true,true,point_grd_cityforestunder_003_rightclear,point_fly_cityforestunder_003_rightclear,sbg_cityforestunder_003_rightclear,CityForestUnder,Night,ibg_cityforestunder_defense_001,,path_fly_mid_elite1_802,2210020141,Dash,2210020141,Dash,1210020141,Dash,2310040241,Dash,path_grd_close_small_010,10,2220010141,Dash,2220010141,Dash,1220060141,Dash,1220060141,Dash,path_fly_mid_small_024,1210020141,Dash,1210020141,Dash,1210020141,Dash,1210020141,Dash,path_fly_mid_small_050,4,1210030141,Dash,1210030141,Dash,1210030141,Dash,2310060241,Dash,path_fly_mid_elite1_802,2210020141,Drop,2210020141,Drop,1210020141,Drop,2310040241,Drop,12,57,0,10,,path_grd_close_small_007,8,1220060141,Drop,1220060141,Drop,1220060141,Drop,1220060141,Drop,path_fly_mid_small_050,,1210020141,Drop,1210020141,Drop,1210020141,Drop,1210040141,Normal,path_grd_mid_small_075,4,2220010141,Dash,1220060141,Dash,2220010141,Dash,2320020241,Dash,20,path_fly_mid_elite2_808,10,2210020141,Drop,1210020141,Drop,2310040241,Drop,2310060241,Drop,path_grd_mid_small_043,1220060141,Dash,1220060141,Dash,1220060141,Dash,1220060141,Dash
7025022,wave_campaign_hard_010,BaseDefense,60,6,true,true,point_grd_cityforestunder_004_midclear,point_fly_cityforestunder_004,sbg_cityforestunder_004_midclear,CityForestUnder,Night,ibg_cityforestunder_basedefense_001,,path_grd_mid_small_070,3220050141,Drop,3220050141,Drop,3220050141,Drop,2220040141,Normal,path_grd_mid_elite1_802,5,3220050141,Drop,3220050141,Drop,2220040141,Drop,2320070241,Drop,path_fly_close_small_020,3220050141,Drop,3220050141,Drop,3220050141,Drop,3210040141,Drop,path_fly_mid_small_050,4,3220050141,Drop,3210040141,Dash,3220050141,Drop,3310040241,Dash,path_grd_mid_small_034,3220050141,Jump,3220050141,Jump,3220050141,Jump,2320070241,Drop,12,39,9,10,8,path_grd_close_small_069,8,3220050141,Drop,3220050141,Drop,3220050141,Drop,2220040141,Normal,path_grd_mid_small_075,6,3220050141,Drop,3220050141,Drop,2220040141,Drop,3220050141,Drop,path_fly_far_elite1_803,8,3220050141,Drop,3210030141,Dash,3220050141,Drop,3310040241,Dash,normal,path_grd_mid_small_070,9,3220050141,Drop,3220050141,Drop,1220050141,Drop,2320070141,Drop,,,,,,,,,
7025023,wave_campaign_hard_010,Campaign,90,7,true,false,point_grd_cityforestunder_003,point_fly_cityforestunder_003,sbg_cityforestunder_003,CityForestUnder,Night,ibg_cityforestunder_001,2310040141,path_grd_mid_small_002,1220060141,Dash,1220060141,Dash,1220060141,Dash,1220060141,Dash,path_fly_mid_elite1_802,6,1210030141,Drop,3210050141,Drop,3210030141,Drop,2310040241,Drop,path_grd_close_small_060,1220060141,Drop,1220050141,Drop,1220060141,Drop,1220050141,Drop,path_fly_mid_small_021,6,1210030141,Drop,1210030141,Drop,1210030141,Drop,3210050141,Drop,path_fly_mid_elite2_805,1210030141,Drop,3210050141,Drop,2310060241,Drop,2310040141,Drop,12,42,0,0,,path_fly_close_small_049,,1210030141,Dash,1210030141,Dash,1210030141,Dash,3210030141,Normal,path_grd_mid_small_043,,1220060141,Drop,1220050141,Drop,1220060141,Drop,1220050141,Drop,path_grd_mid_small_005,8,1220060141,Dash,1220060141,Dash,1220060141,Dash,1220060141,Dash,,,,,,,,,,,,,,,,,,,,
7025024,wave_campaign_hard_010,Campaign,90,7,true,false,point_grd_cityforestunder_002,point_fly_cityforestunder_002,sbg_cityforestunder_002,CityForestUnder,Night,ibg_cityforestunder_001,1320010141,path_grd_mid_small_046,1220040141,Drop,1220040141,Drop,1220040141,Drop,3220080141,Drop,path_grd_mid_elite1_802,,1220040141,Drop,1220040141,Drop,2220040141,Drop,1320010241,Drop,path_grd_far_small_044,3220070141,Jump,1220040141,Jump,3220070141,Jump,1220040141,Jump,path_grd_far_elite2_809,0,1220040141,Drop,1220040141,Drop,3220080141,Drop,1320010141,Drop,path_grd_far_small_044,3220070141,Jump,1220040141,Jump,3220070141,Jump,1220040141,Jump,0,21,21,,8,path_grd_mid_small_070,8,1220040141,Drop,1220040141,Drop,3220080141,Drop,2220040141,Drop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7025025,wave_campaign_hard_010,Campaign,90,7,true,false,point_grd_cityforestunder_004,point_fly_cityforestunder_004,sbg_cityforestunder_004,CityForestUnder,Night,ibg_cityforestunder_001,2320060141,path_grd_mid_small_043,3220050141,Dash,2220050141,Dash,3220050141,Dash,2220050141,Dash,path_fly_close_elite2_804,,1210030141,Dash,1210030141,Dash,2310060241,Drop,2310050241,Drop,path_grd_mid_small_070,3220050141,Dash,3220050141,Dash,3220050141,Dash,3220020141,Dash,path_grd_close_small_039,10,3220050141,Dash,3220050141,Dash,3220050141,Dash,3220020141,Dash,path_grd_mid_elite2_805,3220020141,Dash,2220050141,Dash,3320040241,Drop,2320060141,Drop,15,39,0,0,,path_fly_mid_small_030,10,2210020141,Drop,2310060241,Drop,2210020141,Drop,2310050141,Drop,path_grd_mid_small_043,6,3220050141,Dash,3220050141,Dash,3220020141,Dash,3220020141,Dash,path_grd_mid_small_043,4,3220020141,Dash,3220020141,Dash,3220050141,Dash,3220050141,Dash,,,,,,,,,,,,,,,,,,,,
7025026,wave_campaign_hard_010,Campaign,90,7,true,false,point_grd_cityforestunder_001,point_fly_cityforestunder_001,sbg_cityforestunder_001,CityForestUnder,Night,ibg_cityforestunder_001,2310040141,path_grd_mid_small_002,1220060141,Dash,1220060141,Dash,1220060141,Dash,1220060141,Dash,path_fly_mid_elite1_802,6,1210030141,Drop,3210040141,Drop,3210030141,Drop,2310040241,Drop,path_grd_close_small_060,1220060141,Drop,1220050141,Drop,1220060141,Drop,1220050141,Drop,path_fly_mid_small_021,6,3210040141,Drop,1210030141,Drop,1210030141,Drop,3210040141,Drop,path_fly_mid_elite2_805,1210030141,Drop,3210040141,Drop,1310010241,Drop,2310040141,Drop,12,42,0,0,,path_fly_close_small_049,,1210030141,Dash,1210030141,Dash,1210030141,Dash,3210030141,Normal,path_grd_mid_small_043,,1220060141,Drop,1220050141,Drop,1220060141,Drop,1220050141,Drop,path_grd_mid_small_005,8,1220060141,Dash,1220060141,Dash,1220060141,Dash,1220060141,Dash,,,,,,,,,,,,,,,,,,,,
7025027,wave_campaign_hard_010,Campaign,90,7,true,false,point_grd_cityforestunder_005,point_fly_cityforestunder_005,sbg_cityforestunder_005,CityForestUnder,Night,ibg_cityforestunder_001,2310060141,path_grd_mid_special_025,1120010141,Jump,1120010141,Jump,3220020141,Drop,3320050241,Drop,path_fly_mid_small_036,7,3210030141,Dash,2210040141,Dash,3210010141,Dash,2210040141,Dash,path_grd_mid_small_058,3220030141,Dash,3220030141,Dash,3220030141,Dash,2220040141,Dash,path_fly_mid_small_042,,3210010141,Dash,3210010141,Dash,3210030141,Drop,2310060241,Drop,path_fly_mid_small_030,1210010141,Drop,1210010141,Drop,2210040141,Drop,2310050241,Drop,0,54,0,0,7,path_fly_mid_elite1_802,,3210010141,Dash,3210010141,Dash,3210030141,Drop,2310060141,Jump,path_grd_mid_small_043,,2220030141,Dash,2220030141,Dash,2220030141,Dash,2220040141,Dash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7025028,wave_campaign_hard_010,Campaign,90,7,true,false,point_grd_cityforestunder_005,point_fly_cityforestunder_005,sbg_cityforestunder_005,CityForestUnder,Night,ibg_cityforestunder_001,3320030141,path_grd_close_small_042,1220030141,Jump,1220030141,Jump,1220030141,Jump,1220030141,Jump,path_fly_mid_elite1_802,,3220060141,Drop,3220060141,Drop,3220080141,Drop,2320030241,Drop,path_grd_mid_small_070,1220030141,Jump,3220080141,Drop,1220030141,Jump,3320030241,Drop,path_grd_far_small_044,,3220060141,Drop,3220060141,Drop,3220060141,Drop,3220060141,Drop,path_grd_mid_elite2_808,1220030141,Dash,3220060141,Dash,2320030241,Drop,3320030141,Drop,12,24,18,0,8,path_grd_far_small_059,,3220060141,Drop,3220060141,Drop,3220080141,Drop,3320030241,Drop,path_grd_close_small_042,,3220060141,Drop,3220080141,Drop,3220060141,Drop,3220080141,Drop,path_grd_far_small_044,,1220030141,Jump,3220080141,Drop,3220060141,Jump,3220060141,Jump,,,,,,,,,,,,,,,,,,,,
7025029,wave_campaign_hard_010,Campaign,90,7,true,false,point_grd_cityforestunder_001,point_fly_cityforestunder_001,sbg_cityforestunder_001,CityForestUnder,Night,ibg_cityforestunder_001,2320020141,path_grd_mid_special_025,1120010141,Jump,1120010141,Jump,3220020141,Drop,3320050241,Drop,path_fly_mid_small_036,7,3210030141,Dash,2210040141,Dash,3210010141,Dash,2210040141,Dash,path_grd_mid_small_058,3220030141,Dash,3220030141,Dash,3220030141,Dash,2220040141,Dash,path_fly_mid_small_042,,3210010141,Dash,3210010141,Dash,3210030141,Drop,3210010141,Drop,path_fly_mid_small_030,1210010141,Drop,1210010141,Drop,2210040141,Drop,2310050241,Drop,0,54,0,0,7,path_grd_mid_elite1_802,,3220030141,Dash,3220030141,Dash,2220040141,Drop,2320020141,Jump,path_grd_mid_small_043,,2220030141,Dash,2220030141,Dash,2220030141,Dash,2220040141,Dash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7025030,wave_campaign_hard_010,Campaign,90,7,true,false,point_grd_cityforestunder_003,point_fly_cityforestunder_003,sbg_cityforestunder_003,CityForestUnder,Night,ibg_cityforestunder_001,2310040141,path_grd_mid_small_043,1220010141,Drop,3220020141,Drop,1220010141,Drop,3220020141,Drop,path_fly_mid_elite1_802,,2210020141,Drop,2210020141,Drop,1210040141,Drop,2310040241,Drop,path_grd_mid_small_058,1220010141,Drop,3220020141,Drop,1220010141,Drop,3320040241,Drop,path_fly_mid_elite2_808,0,2210020141,Dash,2210020141,Dash,2310040241,Dash,2310040141,Dash,path_grd_mid_small_070,3220020141,Drop,3220020141,Drop,3220020141,Drop,2220050141,Normal,0,45,0,,8,path_grd_mid_elite1_802,,1220010141,Dash,1220010141,Dash,3220020141,Dash,3320040241,Drop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7025031,wave_campaign_hard_010,Campaign,90,7,true,false,point_grd_cityforestunder_004,point_fly_cityforestunder_004,sbg_cityforestunder_004,CityForestUnder,Night,ibg_cityforestunder_001,2320020141,path_grd_close_small_067,1220030141,Dash,1220030141,Dash,1220050141,Drop,2320020241,Drop,path_fly_mid_elite1_802,,1210020141,Dash,1210020141,Dash,3210050141,Drop,2310060241,Drop,path_grd_close_special_064,2120010141,Dash,2120010141,Dash,1220050141,Drop,2320020241,Drop,path_grd_mid_small_043,3,1220050141,Dash,2220040141,Dash,1220050141,Dash,2220040141,Dash,path_grd_close_small_048,1220050141,Drop,1220050141,Drop,1220050141,Drop,1220050141,Drop,33,39,0,4,8,path_grd_mid_elite2_808,0,1220030141,Dash,1220030141,Dash,2320050241,Drop,2320050241,Drop,path_grd_close_small_067,3,1220050141,Jump,1220050141,Jump,2220040141,Drop,2320020141,Drop,path_fly_mid_elite1_802,,1210020141,Dash,1210020141,Dash,3210050141,Drop,2310060241,Drop,,path_grd_mid_small_043,3,1220050141,Dash,1220050141,Dash,1220050141,Dash,1220050141,Dash,,,,,,,,,
7025032,wave_campaign_hard_010,Campaign,90,7,true,false,point_grd_cityforestunder_002,point_fly_cityforestunder_002,sbg_cityforestunder_002,CityForestUnder,Night,ibg_cityforestunder_001,1320020141,path_grd_mid_small_070,3220040141,Dash,3220040141,Dash,3220040141,Dash,2220040141,Normal,path_fly_mid_elite1_802,6,2210010141,Drop,2210010141,Drop,2210010141,Drop,3310040241,Drop,path_grd_mid_small_034,3220040141,Drop,3220040141,Drop,3220040141,Drop,1320020241,Drop,path_fly_mid_small_050,0,2210010141,Drop,2210010141,Drop,2210010141,Drop,3310040241,Drop,path_grd_mid_elite2_808,3220040141,Drop,3220040141,Drop,1320030241,Drop,1320020141,Drop,0,42,0,,10,path_grd_mid_small_070,,3220040141,Drop,3220040141,Drop,3220040141,Drop,2220040141,Drop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7025033,wave_campaign_hard_010,Campaign,90,7,true,false,point_grd_cityforestunder_001,point_fly_cityforestunder_001,sbg_cityforestunder_001,CityForestUnder,Night,ibg_cityforestunder_001,1310020141,path_fly_close_special_044,2110010141,Drop,2110010141,Drop,2210020141,Drop,2210030141,Drop,path_grd_mid_elite2_805,10,2220030141,Dash,2220030141,Dash,2320050241,Drop,2320050241,Drop,path_fly_mid_small_053,2210020141,Dash,2210020141,Dash,2210020141,Dash,1210040141,Dash,path_fly_close_small_029,,2210020141,Jump,2210020141,Jump,2210020141,Jump,3310050241,Jump,path_grd_close_elite1_801,2220030141,Jump,2220030141,Jump,2220040141,Drop,3320040241,Drop,36,24,0,0,,path_fly_mid_elite1_802,10,2210020141,Jump,3210030141,Jump,3310050241,Drop,1310020141,Drop,path_fly_close_small_029,4,2210020141,Drop,2210020141,Drop,2210020141,Drop,3310050241,Drop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7025034,wave_campaign_hard_010,Campaign,90,7,true,false,point_grd_cityforestunder_005,point_fly_cityforestunder_005,sbg_cityforestunder_005,CityForestUnder,Night,ibg_cityforestunder_001,2310040141,path_fly_mid_small_018,2210020141,Dash,2210020141,Dash,2210020141,Dash,2210020141,Dash,path_fly_mid_elite1_802,,2210020141,Drop,2210020141,Drop,2210040141,Drop,2310060241,Drop,path_fly_mid_small_042,2210040141,Drop,2210040141,Drop,2210040141,Drop,2310040241,Drop,path_fly_mid_small_036,,2210020141,Dash,2210020141,Dash,2210040141,Dash,2210040141,Dash,path_fly_mid_elite2_805,2210020141,Dash,2210020141,Dash,2310060241,Drop,2310040141,Drop,0,48,0,0,8,path_fly_mid_small_050,8,2210040141,Dash,2210040141,Dash,2210040141,Dash,1210040141,Normal,path_fly_mid_small_036,,2210020141,Drop,2210020141,Drop,2210040141,Drop,2210040141,Drop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7025035,wave_campaign_hard_010,Campaign,90,7,true,false,point_grd_cityforestunder_004,point_fly_cityforestunder_004,sbg_cityforestunder_004,CityForestUnder,Night,ibg_cityforestunder_001,2310040141,path_grd_mid_small_043,1220010141,Drop,3220020141,Drop,1220010141,Drop,3220020141,Drop,path_fly_mid_elite1_802,,2210020141,Drop,2210020141,Drop,1210040141,Drop,2310040241,Drop,path_grd_mid_small_058,1220010141,Drop,3220020141,Drop,1220010141,Drop,3320040241,Drop,path_fly_mid_elite2_808,0,2210020141,Dash,2210020141,Dash,2310040241,Dash,2310040141,Dash,path_fly_mid_small_050,1210030141,Drop,1210030141,Drop,3210030141,Drop,2310060241,Drop,0,45,0,,8,path_grd_mid_elite1_802,,1220010141,Dash,1220010141,Dash,3220020141,Dash,3320040241,Drop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7025036,wave_campaign_hard_010,Campaign,90,7,true,false,point_grd_cityforestunder_003,point_fly_cityforestunder_003,sbg_cityforestunder_003,CityForestUnder,Night,ibg_cityforestunder_001,3320030141,path_grd_close_small_042,3220030141,Dash,3220030141,Dash,3220040141,Dash,3220040141,Dash,path_fly_close_small_049,4,1210010141,Dash,1210010141,Dash,1210010141,Drop,2310060241,Drop,path_grd_mid_elite1_802,3220030141,Dash,3220030141,Dash,3220020141,Drop,3320030241,Drop,path_fly_mid_elite1_802,0,1210010141,Jump,1210010141,Jump,1210040141,Drop,2310060241,Drop,path_grd_mid_elite2_808,3220030141,Dash,3220030141,Dash,2320020241,Drop,3320030141,Drop,18,33,0,10,12,path_grd_mid_small_043,10,3220060141,Dash,3220060141,Dash,3220060141,Dash,3220060141,Dash,path_grd_close_small_013,5,3220040141,Dash,3220040141,Dash,3220040141,Dash,3220040141,Dash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7025037,wave_campaign_hard_010,Campaign,90,7,true,false,point_grd_cityforestunder_005,point_fly_cityforestunder_005,sbg_cityforestunder_005,CityForestUnder,Night,ibg_cityforestunder_001,3310050141,path_grd_close_small_042,3220030141,Dash,2220050141,Dash,3220030141,Dash,2220050141,Dash,path_fly_close_elite2_804,,2210040141,Dash,3210010141,Dash,3310050241,Drop,1310030241,Drop,path_fly_mid_special_016,3210010141,Dash,2210040141,Dash,3210010141,Drop,1210040141,Drop,path_fly_mid_small_039,0,2210040141,Dash,2210040141,Dash,3310050241,Dash,2310020241,Dash,path_fly_far_elite1_803,3210010141,Dash,3210010141,Dash,2210040141,Drop,3310050141,Drop,21,27,9,7,5,path_grd_close_small_042,5,3220030141,Dash,3220030141,Dash,3220030141,Dash,3220030141,Dash,path_fly_mid_small_030,8,3210010141,Drop,2210040141,Drop,3210010141,Drop,2210040141,Drop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7025038,wave_campaign_hard_010,Campaign,90,7,true,false,point_grd_cityforestunder_002,point_fly_cityforestunder_002,sbg_cityforestunder_002,CityForestUnder,Night,ibg_cityforestunder_001,1320020141,path_grd_mid_small_070,3220040141,Dash,3220040141,Dash,3220040141,Dash,2220040141,Normal,path_fly_mid_elite1_802,6,2210010141,Drop,2210010141,Drop,3310050241,Drop,3310040241,Drop,path_grd_mid_small_034,3220040141,Drop,3220040141,Drop,3220040141,Drop,1320020241,Drop,path_fly_mid_small_050,0,2210010141,Drop,2210010141,Drop,2210010141,Drop,3310040241,Drop,path_grd_mid_elite2_808,3220040141,Drop,3220040141,Drop,3220040141,Drop,1320020141,Drop,0,42,0,,10,path_fly_mid_small_050,,2210010141,Drop,2210010141,Drop,3210030141,Drop,3310050241,Drop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7025039,wave_campaign_hard_010,Campaign,90,7,true,false,point_grd_cityforestunder_001,point_fly_cityforestunder_001,sbg_cityforestunder_001,CityForestUnder,Night,ibg_cityforestunder_001,2310040141,path_grd_mid_small_002,3220050141,Drop,3220050141,Drop,3220050141,Drop,3220020141,Drop,path_grd_mid_small_070,,3220050141,Dash,3220050141,Dash,3220050141,Dash,3320040241,Dash,path_fly_mid_small_042,1210030141,Drop,1210030141,Drop,1210030141,Drop,2310040241,Drop,path_grd_mid_small_043,,3220050141,Dash,3220020141,Dash,3220050141,Dash,3220020141,Dash,path_fly_mid_elite1_802,1210030141,Drop,1210030141,Drop,1210040141,Drop,2310040141,Drop,0,45,0,0,,path_grd_mid_small_061,,3220020141,Dash,3220050141,Dash,3220050141,Dash,3320040241,Dash,path_grd_mid_small_043,,3220020141,Dash,3220050141,Dash,3220050141,Dash,3320040241,Dash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7025040,wave_campaign_hard_010,Campaign,180,5,false,false,point_grd_cityforestunder_004_midclear,point_fly_cityforestunder_004,sbg_cityforestunder_004_midclear,CityForestUnder,Night,ibg_cityforestunder_001,3410030141,path_fly_mid_centurion_901,3410030141,Drop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7025041,wave_campaign_hard_010,Campaign,90,7,true,false,point_grd_cityforestunder_005,point_fly_cityforestunder_005,sbg_cityforestunder_005,CityForestUnder,Night,ibg_cityforestunder_001,1320030141,path_grd_mid_elite1_802,3220030141,Jump,3220030141,Jump,1220050141,Drop,1320030241,Drop,path_fly_mid_small_039,10,3210040141,Dash,2210040141,Dash,3210050141,Dash,2210040141,Dash,path_grd_close_small_042,1220050141,Dash,1220050141,Dash,1220050141,Dash,2320070241,Dash,path_fly_mid_small_030,9,2210040141,Drop,2210040141,Drop,2210040141,Drop,3210030141,Drop,path_fly_mid_special_047,3210040141,Dash,2210040141,Dash,3210050141,Drop,1310040241,Drop,12,51,0,0,4,path_grd_mid_elite2_808,8,1220050141,Dash,3220030141,Dash,2320070241,Drop,1320030141,Drop,path_fly_mid_small_021,4,2210040141,Drop,2210040141,Drop,2210040141,Drop,2210040141,Drop,path_grd_close_small_042,6,1220050141,Dash,1220050141,Dash,1220050141,Dash,1220050141,Dash,,,,,,,,,,,,,,,,,,,,
7025042,wave_campaign_hard_010,Campaign,180,7,false,false,point_grd_cityforestunder_004_midclear,point_fly_cityforestunder_004,sbg_cityforestunder_004_midclear,CityForestUnder,Night,ibg_cityforestunder_001,3421040151,path_grd_mid_centurion_902,3421040151,Normal,,,,,,,path_grd_close_small_036,,2220010121,Dash,2220010121,Dash,2220010121,Dash,2220010121,Dash,path_grd_mid_small_076,3220050121,Dash,3220050121,Dash,3120010121,Dash,3120010121,Dash,path_grd_mid_elite1_802,4,2120010121,Dash,2120010121,Dash,2120010121,Dash,3320070221,Dash,path_grd_mid_elite1_802,1120010121,Normal,1120010121,Normal,1120010121,Normal,2220040121,Normal,7,33,6,,8,path_grd_far_small_006,,3120010121,Drop,2220010121,Drop,3120010121,Drop,3220050121,Drop,path_fly_mid_elite2_805,4,3110010121,Dash,3110010121,Dash,3110010121,Dash,2310020221,Dash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7026001,wave_campaign_hard_010,Campaign,90,5,true,false,point_grd_desert_003,point_fly_desert_003,sbg_desert_003,Desert,Night,ibg_desert_001,1310030141,path_grd_mid_small_002,1220010141,Dash,1220010141,Dash,1120010141,Drop,1120010141,Drop,path_fly_mid_small_024,6,3210010141,Drop,3210010141,Drop,3210010141,Drop,2310060241,Drop,path_fly_mid_small_024,3210010141,Drop,3210010141,Drop,3210010141,Drop,2310060241,Drop,path_fly_mid_elite1_802,0,3210010141,Dash,3210010141,Dash,3210010141,Drop,1310030141,Drop,path_grd_close_small_072,1220010141,Dash,1220010141,Dash,1220010141,Dash,3220020141,Dash,6,27,0,8,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7026002,wave_campaign_hard_010,Campaign,90,5,true,false,point_grd_desert_001,point_fly_desert_001,sbg_desert_001,Desert,Night,ibg_desert_001,3310050141,path_grd_far_small_053,1220060141,Dash,1220060141,Dash,1220060141,Dash,1220060141,Dash,path_fly_mid_elite1_802,6,1210030141,Jump,1210030141,Jump,1210030141,Jump,3310050241,Jump,path_fly_mid_small_050,2210010141,Drop,2210010141,Drop,2210010141,Drop,3210030141,Drop,path_fly_far_elite1_803,0,1210030141,Jump,1210030141,Jump,1210040141,Drop,3310050141,Drop,path_grd_mid_special_065,1220060141,Dash,1220060141,Dash,3220040141,Drop,3220040141,Drop,0,30,15,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
