stage_id,group_id,spot_mod,battle_time,monster_count,use_intro_scene,wave_repeat,point_data,point_data_fly,background_name,theme,theme_time,stage_info_bg,target_list/0,wave_data/0/wave_path,wave_data/0/wave_monster_list/0/wave_monster_id,wave_data/0/wave_monster_list/0/spawn_type,wave_data/0/wave_monster_list/1/wave_monster_id,wave_data/0/wave_monster_list/1/spawn_type,wave_data/0/wave_monster_list/2/wave_monster_id,wave_data/0/wave_monster_list/2/spawn_type,wave_data/0/wave_monster_list/3/wave_monster_id,wave_data/0/wave_monster_list/3/spawn_type,wave_data/1/wave_path,wave_data/1/private_monster_count,wave_data/1/wave_monster_list/0/wave_monster_id,wave_data/1/wave_monster_list/0/spawn_type,wave_data/1/wave_monster_list/1/wave_monster_id,wave_data/1/wave_monster_list/1/spawn_type,wave_data/1/wave_monster_list/2/wave_monster_id,wave_data/1/wave_monster_list/2/spawn_type,wave_data/1/wave_monster_list/3/wave_monster_id,wave_data/1/wave_monster_list/3/spawn_type,wave_data/2/wave_path,wave_data/2/private_monster_count,wave_data/2/wave_monster_list/0/wave_monster_id,wave_data/2/wave_monster_list/0/spawn_type,wave_data/2/wave_monster_list/1/wave_monster_id,wave_data/2/wave_monster_list/1/spawn_type,wave_data/2/wave_monster_list/2/wave_monster_id,wave_data/2/wave_monster_list/2/spawn_type,wave_data/2/wave_monster_list/3/wave_monster_id,wave_data/2/wave_monster_list/3/spawn_type,wave_data/3/wave_path,wave_data/3/private_monster_count,wave_data/3/wave_monster_list/0/wave_monster_id,wave_data/3/wave_monster_list/0/spawn_type,wave_data/3/wave_monster_list/1/wave_monster_id,wave_data/3/wave_monster_list/1/spawn_type,wave_data/3/wave_monster_list/2/wave_monster_id,wave_data/3/wave_monster_list/2/spawn_type,wave_data/3/wave_monster_list/3/wave_monster_id,wave_data/3/wave_monster_list/3/spawn_type,wave_data/4/wave_path,wave_data/4/private_monster_count,wave_data/4/wave_monster_list/0/wave_monster_id,wave_data/4/wave_monster_list/0/spawn_type,wave_data/4/wave_monster_list/1/wave_monster_id,wave_data/4/wave_monster_list/1/spawn_type,wave_data/4/wave_monster_list/2/wave_monster_id,wave_data/4/wave_monster_list/2/spawn_type,wave_data/4/wave_monster_list/3/wave_monster_id,wave_data/4/wave_monster_list/3/spawn_type,close_monster_count,mid_monster_count,far_monster_count,wave_data/5/wave_path,wave_data/5/private_monster_count,wave_data/5/wave_monster_list/0/wave_monster_id,wave_data/5/wave_monster_list/0/spawn_type,wave_data/5/wave_monster_list/1/wave_monster_id,wave_data/5/wave_monster_list/1/spawn_type,wave_data/5/wave_monster_list/2/wave_monster_id,wave_data/5/wave_monster_list/2/spawn_type,wave_data/5/wave_monster_list/3/wave_monster_id,wave_data/5/wave_monster_list/3/spawn_type,wave_data/6/wave_path,wave_data/6/wave_monster_list/0/wave_monster_id,wave_data/6/wave_monster_list/0/spawn_type,wave_data/6/wave_monster_list/1/wave_monster_id,wave_data/6/wave_monster_list/1/spawn_type,wave_data/6/wave_monster_list/2/wave_monster_id,wave_data/6/wave_monster_list/2/spawn_type,wave_data/6/wave_monster_list/3/wave_monster_id,wave_data/6/wave_monster_list/3/spawn_type,wave_data/6/private_monster_count,ui_theme
6505624,wave_eventdungeon_021,Campaign,180,6,False,False,point_grd_arkcityday_004_midclear,point_fly_arkcityday_004,sbg_arkcityday_004_midclear,ArkCityDay,Day,ibg_arkcityday_basedefense_001,2420050221,path_grd_mid_centurion_902,2420050221,Normal,,,,,,,path_fly_close_small_017,,1210020121.0,Drop,1210020121.0,Drop,1210020121.0,Drop,1210020121.0,Drop,path_grd_mid_elite1_802,4.0,2120010121.0,Dash,2120010121.0,Dash,3220050121.0,Dash,3220050121.0,Dash,path_fly_mid_elite1_802,4.0,1210020121.0,Drop,1210010121.0,Drop,1210020121.0,Drop,1310030221.0,Drop,path_grd_mid_small_075,,3120010121.0,Dash,3120010121.0,Jump,2220010121.0,Jump,2220040121.0,Dash,6,36,1,path_grd_mid_small_055,,2220020121.0,Dash,2220030121.0,Dash,2220030121.0,Dash,2220020121.0,Drop,path_grd_mid_small_011,2120010121.0,Drop,2120010121.0,Drop,2120010121.0,Drop,2320050221.0,Drop,4.0,
6505625,wave_eventdungeon_021,Campaign,180,5,False,False,point_grd_talkertive_01,point_fly_talkertive_01,sbg_cityforestunderbbg003_001,CityForestUnder,Day,ibg_cityforestunder_001,1520020111,b_grd_talkertive_01,1520020111,Normal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,,,,,,,,,,,,,,,,,,,,,
6505626,wave_eventdungeon_021,Campaign,180,5,False,False,point_grd_talkertive_01,point_fly_talkertive_01,sbg_cityforestunderbbg003_001,CityForestUnder,Day,ibg_cityforestunder_001,1520020111,b_grd_talkertive_01,1520020111,Normal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,,,,,,,,,,,,,,,,,,,,,
6505627,wave_eventdungeon_021,Campaign,180,5,False,False,point_grd_talkertive_01,point_fly_talkertive_01,sbg_cityforestunderbbg003_001,CityForestUnder,Day,ibg_cityforestunder_001,1520020111,b_grd_talkertive_01,1520020111,Normal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,,,,,,,,,,,,,,,,,,,,,
6505628,wave_eventdungeon_021,Campaign,180,5,False,False,point_grd_talkertive_01,point_fly_talkertive_01,sbg_cityforestunderbbg003_001,CityForestUnder,Day,ibg_cityforestunder_001,1520020111,b_grd_talkertive_01,1520020111,Normal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,,,,,,,,,,,,,,,,,,,,,
6505629,wave_eventdungeon_021,Campaign,180,5,False,False,point_grd_talkertive_01,point_fly_talkertive_01,sbg_cityforestunderbbg003_001,CityForestUnder,Day,ibg_cityforestunder_001,1520020111,b_grd_talkertive_01,1520020111,Normal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,,,,,,,,,,,,,,,,,,,,,
6505701,wave_eventdungeon_021,Campaign,90,5,True,False,point_grd_desert_001,point_fly_desert_001,sbg_desert_001,Desert,Day,ibg_desert_001,3320070141,path_grd_close_small_001,1220020141,Drop,1220020141.0,Drop,1220020141.0,Dash,1220020141.0,Dash,path_grd_mid_elite1_802,7.0,1120010141.0,Jump,1120010141.0,Jump,2220030141.0,Drop,3320070241.0,Drop,path_fly_mid_small_053,6.0,2210010141.0,Dash,2210010141.0,Dash,2210010141.0,Dash,3210030141.0,Dash,path_grd_mid_special_065,0.0,1120010141.0,Dash,1120010141.0,Dash,2220030141.0,Drop,3320070141.0,Drop,path_fly_mid_special_016,11.0,1110010141.0,Drop,1110010141.0,Drop,2210020141.0,Drop,3210030141.0,Drop,6,45,0,,,,,,,,,,,,,,,,,,,,,CE006
6505702,wave_eventdungeon_021,Campaign,90,5,True,False,point_grd_desert_003,point_fly_desert_003,sbg_desert_003,Desert,Day,ibg_desert_001,2320020141,path_grd_mid_small_002,2220020141,Drop,2220020141.0,Drop,2220010141.0,Dash,2220010141.0,Dash,path_grd_mid_elite1_802,7.0,3220050141.0,Dash,3220050141.0,Dash,2220050141.0,Drop,2320020241.0,Drop,path_grd_far_small_071,8.0,3220060141.0,Dash,3220060141.0,Dash,3220060141.0,Dash,2220050141.0,Drop,path_fly_mid_small_030,,3210020141.0,Jump,3210020141.0,Jump,1210010141.0,Jump,1210010141.0,Jump,path_grd_mid_elite1_802,0.0,2220020141.0,Dash,2220020141.0,Dash,2220040141.0,Drop,2320020141.0,Drop,0,30,12,path_grd_far_small_047,6.0,3220060141.0,Jump,3220060141.0,Jump,3220060141.0,Jump,3220060141.0,Jump,,,,,,,,,,,CE006
6505703,wave_eventdungeon_021,Campaign,90,5,True,False,point_grd_desert_004,point_fly_desert_004,sbg_desert_004,Desert,Day,ibg_desert_001,1320060141,path_grd_mid_small_055,2220010141,Drop,2220010141.0,Drop,2220010141.0,Drop,2220010141.0,Drop,path_grd_mid_elite3_814,,2220020141.0,Dash,3320010241.0,Dash,2220040141.0,Dash,1320060241.0,Dash,path_grd_mid_small_011,8.0,2220010141.0,Drop,2220010141.0,Drop,2220010141.0,Drop,2220010141.0,Drop,path_grd_mid_elite3_814,0.0,2220020141.0,Dash,3320010241.0,Dash,2220040141.0,Drop,1320060141.0,Drop,path_grd_mid_small_043,8.0,2220010141.0,Drop,2220010141.0,Drop,2220010141.0,Drop,2220010141.0,Drop,0,36,0,,,,,,,,,,,,,,,,,,,,,CE006
6505704,wave_eventdungeon_021,Campaign,90,5,True,False,point_grd_desert_005,point_fly_desert_005,sbg_desert_005,Desert,Day,ibg_desert_001,1310030141,path_fly_mid_small_018,2210020141,Dash,2210020141.0,Dash,2210020141.0,Drop,2210020141.0,Drop,path_fly_mid_special_047,6.0,3210010141.0,Dash,2110010141.0,Dash,2110010141.0,Dash,1310020241.0,Dash,path_grd_close_small_004,6.0,3220040141.0,Drop,3220040141.0,Drop,3220040141.0,Drop,3220040141.0,Drop,path_fly_mid_elite1_802,0.0,2210020141.0,Drop,2210020141.0,Drop,2210020141.0,Drop,1310030141.0,Drop,path_fly_mid_small_024,7.0,3210010141.0,Jump,3210010141.0,Jump,3210010141.0,Jump,1210040141.0,Jump,6,36,0,,,,,,,,,,,,,,,,,,,,,CE006
6505705,wave_eventdungeon_021,Campaign,90,5,True,False,point_grd_desert_002,point_fly_desert_002,sbg_desert_002,Desert,Day,ibg_desert_001,3320020141,path_grd_mid_small_043,3220050141,Dash,3220050141.0,Dash,3220050141.0,Dash,3220050141.0,Dash,path_grd_far_elite1_803,7.0,1120010141.0,Jump,1120010141.0,Jump,3220070141.0,Drop,3320020241.0,Drop,path_grd_far_small_044,4.0,1220030141.0,Dash,3220070141.0,Drop,1220030141.0,Dash,3220070141.0,Drop,path_grd_mid_small_070,,2220030141.0,Jump,2220030141.0,Jump,2220030141.0,Jump,2220040141.0,Jump,path_grd_far_elite1_803,0.0,1220030141.0,Dash,1220030141.0,Dash,3220070141.0,Drop,3320020141.0,Drop,0,18,24,path_grd_mid_small_073,5.0,2220030141.0,Dash,2220030141.0,Dash,2220030141.0,Dash,2220040141.0,Dash,,,,,,,,,,,CE006
6505706,wave_eventdungeon_021,Campaign,90,5,True,False,point_grd_desert_003,point_fly_desert_003,sbg_desert_003,Desert,Day,ibg_desert_001,2320060141,path_grd_mid_small_070,1220010141,Jump,1220010141.0,Jump,1220010141.0,Jump,2220050141.0,Dash,path_grd_mid_elite1_802,,1220010141.0,Dash,3220020141.0,Dash,2220050141.0,Drop,2320060241.0,Drop,path_grd_mid_small_012,,1220010141.0,Dash,3220020141.0,Dash,1220010141.0,Dash,3220020141.0,Dash,path_grd_mid_elite1_802,0.0,1220010141.0,Dash,3220020141.0,Dash,2220050141.0,Drop,2320060141.0,Drop,path_grd_mid_small_070,,1220010141.0,Drop,1220010141.0,Drop,3220020141.0,Drop,2220050141.0,Dash,0,42,0,path_grd_mid_small_070,,1220010141.0,Drop,1220010141.0,Drop,3220020141.0,Drop,2220050141.0,Dash,,,,,,,,,,,CE006
6505707,wave_eventdungeon_021,Campaign,90,5,True,False,point_grd_desert_005,point_fly_desert_005,sbg_desert_005,Desert,Day,ibg_desert_001,2310060141,path_grd_mid_small_005,1220040141,Dash,1220040141.0,Dash,1220040141.0,Dash,1220040141.0,Dash,path_fly_mid_special_016,7.0,1110010141.0,Drop,1110010141.0,Drop,2210010141.0,Drop,2310060241.0,Drop,path_fly_far_small_031,,1210010141.0,Drop,1210010141.0,Drop,1210010141.0,Drop,1210040141.0,Drop,path_fly_mid_elite2_805,0.0,1210010141.0,Jump,1210010141.0,Jump,1210010141.0,Drop,2310060141.0,Drop,path_grd_far_small_044,,3220060141.0,Dash,2220040141.0,Dash,3220060141.0,Dash,2220040141.0,Dash,0,30,27,path_fly_far_special_048,8.0,3110010141.0,Jump,3110010141.0,Jump,3110010141.0,Jump,1210010141.0,Jump,,,,,,,,,,,CE006
6505708,wave_eventdungeon_021,Campaign,90,5,True,False,point_grd_desert_002,point_fly_desert_002,sbg_desert_002,Desert,Day,ibg_desert_001,1310010141,path_grd_mid_small_055,3220030141,Drop,3220030141.0,Drop,3220030141.0,Drop,3220030141.0,Drop,path_fly_mid_elite1_802,,1210030141.0,Dash,1210030141.0,Dash,1210030141.0,Dash,1310010241.0,Dash,path_grd_mid_small_043,8.0,3220030141.0,Drop,3220030141.0,Drop,3220030141.0,Drop,3220080141.0,Drop,path_fly_mid_elite1_802,0.0,1210030141.0,Dash,1210030141.0,Dash,1210030141.0,Dash,1310010141.0,Dash,path_grd_mid_small_034,10.0,3220080141.0,Drop,3220030141.0,Drop,3220030141.0,Drop,3220030141.0,Drop,0,42,0,path_grd_mid_small_046,8.0,3220030141.0,Drop,3220030141.0,Drop,3220030141.0,Drop,3220080141.0,Drop,,,,,,,,,,,CE006
6505709,wave_eventdungeon_021,Campaign,90,7,True,False,point_grd_desert_001,point_fly_desert_001,sbg_desert_001,Desert,Day,ibg_desert_001,2310040141,path_grd_mid_small_002,3220010141,Jump,3220010141.0,Jump,3220010141.0,Jump,3220010141.0,Jump,path_fly_mid_elite1_802,6.0,3210010141.0,Dash,3210010141.0,Dash,1210040141.0,Drop,2310040241.0,Drop,path_fly_mid_small_005,8.0,3210010141.0,Dash,3210010141.0,Dash,3210010141.0,Dash,3210010141.0,Dash,path_fly_mid_elite2_805,0.0,3210010141.0,Dash,3210010141.0,Dash,2310060241.0,Drop,2310040141.0,Drop,path_grd_mid_small_043,10.0,3220010141.0,Jump,3220010141.0,Jump,3220010141.0,Jump,3220010141.0,Jump,0,42,0,path_fly_mid_small_024,,3210010141.0,Dash,3210010141.0,Dash,3210010141.0,Dash,3210010141.0,Dash,,,,,,,,,,,CE006
6505710,wave_eventdungeon_021,Campaign,90,5,True,False,point_grd_desert_004,point_fly_desert_004,sbg_desert_004,Desert,Day,ibg_desert_001,3320010141,path_grd_mid_small_002,3220050141,Dash,3220050141.0,Dash,3220050141.0,Drop,3220050141.0,Drop,path_grd_mid_special_025,6.0,3220040141.0,Drop,2120010141.0,Drop,2120010141.0,Drop,3320010241.0,Drop,path_fly_mid_small_024,6.0,3210010141.0,Drop,3210010141.0,Drop,3210010141.0,Drop,3210030141.0,Drop,path_grd_mid_elite1_802,0.0,3220050141.0,Dash,3220050141.0,Dash,3220050141.0,Drop,3320010141.0,Drop,path_grd_close_small_072,8.0,2220020141.0,Dash,2220020141.0,Dash,2220020141.0,Dash,2220040141.0,Dash,5,37,0,,,,,,,,,,,,,,,,,,,,,CE006
6505711,wave_eventdungeon_021,Campaign,90,5,True,False,point_grd_desert_002,point_fly_desert_002,sbg_desert_002,Desert,Day,ibg_desert_001,3320040141,path_grd_far_small_053,1220060141,Dash,1220060141.0,Dash,1220060141.0,Dash,3220020141.0,Dash,path_grd_mid_elite1_802,6.0,3220050141.0,Jump,3220050141.0,Jump,2220050141.0,Drop,3320040241.0,Drop,path_fly_mid_small_050,,2210010141.0,Drop,2210010141.0,Drop,2210010141.0,Drop,1210040141.0,Drop,path_grd_mid_elite2_808,0.0,3220050141.0,Jump,3220050141.0,Jump,3320040241.0,Drop,3320040141.0,Drop,path_fly_mid_special_016,6.0,2210010141.0,Drop,2110010141.0,Drop,2210010141.0,Drop,1210040141.0,Drop,0,39,6,,,,,,,,,,,,,,,,,,,,,CE006
6505712,wave_eventdungeon_021,Campaign,180,6,False,False,point_grd_desert_002,point_fly_desert_002,sbg_desert_002_rightclear,Desert,Day,ibg_desert_001,1420030141,path_grd_mid_centurion_901,1420030141,Normal,,,,,,,path_grd_close_small_007,,1220010141.0,Drop,1220010141.0,Drop,1220010141.0,Dash,1220010141.0,Dash,path_grd_mid_small_055,,2120010141.0,Drop,2120010141.0,Drop,3220060141.0,Drop,3220060141.0,Drop,path_grd_mid_elite1_802,4.0,2120010141.0,Dash,3220060141.0,Dash,2120010141.0,Dash,2320030241.0,Dash,path_grd_mid_small_040,,2220020141.0,Jump,2220020141.0,Jump,2220020141.0,Jump,3220020141.0,Jump,7,42,0,path_fly_mid_special_047,3.0,1110010141.0,Normal,1110010141.0,Normal,1110010141.0,Normal,3210030141.0,Normal,path_fly_mid_small_033,2210020141.0,Drop,2210020141.0,Drop,2210020141.0,Drop,1310040241.0,Drop,4.0,CE006
6505713,wave_eventdungeon_021,Campaign,90,5,True,False,point_grd_desert_004,point_fly_desert_004,sbg_desert_004,Desert,Day,ibg_desert_001,3320010141,path_grd_close_small_001,2220020141,Drop,2220020141.0,Drop,2220020141.0,Dash,2220020141.0,Dash,path_grd_close_special_024,4.0,1220040141.0,Drop,1120010141.0,Drop,1120010141.0,Drop,1320040241.0,Drop,path_fly_mid_small_050,6.0,2210020141.0,Dash,2210020141.0,Dash,2210020141.0,Dash,3210030141.0,Dash,path_grd_close_elite1_801,0.0,3220040141.0,Dash,3220040141.0,Dash,3220040141.0,Drop,3320010141.0,Drop,path_grd_mid_small_043,,3220050141.0,Dash,3220050141.0,Dash,3220050141.0,Dash,3220050141.0,Dash,28,14,0,,,,,,,,,,,,,,,,,,,,,CE006
6505714,wave_eventdungeon_021,Campaign,90,5,True,False,point_grd_desert_001,point_fly_desert_001,sbg_desert_001,Desert,Day,ibg_desert_001,3310040141,path_grd_mid_small_052,3220040141,Drop,3220040141.0,Drop,3220040141.0,Drop,3220040141.0,Drop,path_fly_mid_special_047,7.0,1110010141.0,Jump,1110010141.0,Jump,2210010141.0,Drop,3310040241.0,Drop,path_grd_close_small_042,7.0,3220050141.0,Dash,3220050141.0,Dash,3220040141.0,Dash,2220040141.0,Dash,path_fly_mid_elite1_802,0.0,3210010141.0,Dash,3210010141.0,Dash,3210030141.0,Drop,3310040141.0,Drop,path_grd_close_small_069,7.0,3220050141.0,Drop,3220050141.0,Drop,3220040141.0,Drop,3220040141.0,Drop,12,30,0,,,,,,,,,,,,,,,,,,,,,CE006
6505715,wave_eventdungeon_021,Campaign,90,5,True,False,point_grd_desert_003,point_fly_desert_003,sbg_desert_003,Desert,Day,ibg_desert_001,2320020141,path_grd_mid_small_002,1220040141,Jump,1220040141.0,Jump,1220040141.0,Jump,1220040141.0,Jump,path_grd_mid_elite1_802,5.0,1220040141.0,Dash,1220040141.0,Dash,3220060141.0,Drop,2320070241.0,Drop,path_grd_mid_small_049,10.0,1220040141.0,Drop,3220060141.0,Drop,3220060141.0,Drop,3220060141.0,Drop,path_grd_mid_elite2_805,0.0,1220040141.0,Drop,3220060141.0,Drop,2320070241.0,Drop,2320020141.0,Drop,path_grd_close_small_004,8.0,1220040141.0,Dash,3220060141.0,Dash,1220040141.0,Dash,3220060141.0,Dash,6,34,2,path_grd_mid_small_005,6.0,1220040141.0,Dash,3220060141.0,Dash,1220040141.0,Dash,3220060141.0,Dash,,,,,,,,,,,CE006
6505716,wave_eventdungeon_021,Campaign,90,5,True,False,point_grd_desert_004,point_fly_desert_004,sbg_desert_004,Desert,Day,ibg_desert_001,1320040141,path_grd_mid_small_008,3220050141,Drop,3220050141.0,Drop,3220060141.0,Dash,3220060141.0,Dash,path_grd_mid_special_025,7.0,2120010141.0,Jump,2120010141.0,Jump,2220010141.0,Drop,1320030241.0,Drop,path_fly_mid_elite1_802,4.0,1210030141.0,Drop,2210010141.0,Drop,2210010141.0,Drop,1210040141.0,Drop,path_grd_mid_elite1_802,0.0,2220010141.0,Dash,2220010141.0,Dash,3220060141.0,Drop,1320040141.0,Drop,path_fly_mid_small_021,10.0,1210010141.0,Drop,1210010141.0,Drop,1210010141.0,Drop,3210030141.0,Drop,0,60,0,path_grd_mid_special_025,,3120010141.0,Jump,3120010141.0,Jump,3120010141.0,Drop,3120010141.0,Drop,,,,,,,,,,,CE006
6505717,wave_eventdungeon_021,Campaign,90,5,True,False,point_grd_desert_005,point_fly_desert_005,sbg_desert_005,Desert,Day,ibg_desert_001,3320070141,path_grd_mid_small_055,3220050141,Drop,3220050141.0,Drop,3220050141.0,Drop,3220050141.0,Drop,path_grd_mid_elite2_805,,3220050141.0,Drop,3220050141.0,Drop,3320070241.0,Dash,3320070241.0,Dash,path_fly_mid_small_027,10.0,2210030141.0,Drop,1210020141.0,Dash,1210020141.0,Dash,1210020141.0,Dash,path_grd_mid_elite3_814,0.0,3220050141.0,Drop,3320070241.0,Jump,3320070241.0,Jump,3320070141.0,Jump,path_fly_mid_small_027,8.0,2210030141.0,Drop,1210020141.0,Dash,1210020141.0,Dash,1210020141.0,Dash,0,42,0,path_grd_mid_small_061,10.0,3220050141.0,Dash,3220050141.0,Dash,3220050141.0,Dash,3220050141.0,Dash,,,,,,,,,,,CE006
6505718,wave_eventdungeon_021,Campaign,90,7,True,False,point_grd_desert_002,point_fly_desert_002,sbg_desert_002,Desert,Day,ibg_desert_001,1320030141,path_fly_mid_small_018,1210030141,Dash,1210030141.0,Dash,1210030141.0,Dash,1210030141.0,Dash,path_grd_mid_elite2_805,5.0,2220010141.0,Dash,2120010141.0,Dash,3320010241.0,Dash,1320030241.0,Drop,path_fly_mid_special_016,10.0,1210030141.0,Dash,2110010141.0,Dash,1210030141.0,Dash,3210030141.0,Dash,path_grd_mid_elite2_808,0.0,2220010141.0,Dash,2220010141.0,Dash,3320010241.0,Drop,1320030141.0,Drop,path_fly_close_special_046,10.0,1210030141.0,Dash,2110010141.0,Dash,1210030141.0,Dash,3210030141.0,Dash,15,54,0,path_grd_mid_elite2_805,,2220010141.0,Dash,2120010141.0,Dash,2220010141.0,Dash,2220010141.0,Dash,path_fly_mid_small_002,1210030141.0,Dash,1210030141.0,Dash,1210030141.0,Dash,1210030141.0,Dash,8.0,CE006
6505719,wave_eventdungeon_021,Campaign,90,5,True,False,point_grd_cityforestunder_003,point_fly_cityforestunder_003,sbg_cityforestunder_003,CityForestUnder,Day,ibg_cityforestunder_001,3320060141,path_grd_mid_small_002,2220030141,Jump,3220060141.0,Jump,2220030141.0,Jump,3220060141.0,Jump,path_grd_mid_elite2_805,,2220030141.0,Drop,3220060141.0,Drop,3320060241.0,Drop,3320060241.0,Drop,path_grd_mid_small_012,8.0,2220030141.0,Drop,2220030141.0,Drop,3220060141.0,Drop,3220060141.0,Drop,path_grd_mid_elite2_805,0.0,2220030141.0,Drop,3220060141.0,Drop,3320060241.0,Drop,3320060141.0,Drop,path_grd_mid_special_025,7.0,2220030141.0,Drop,3120010141.0,Drop,3220060141.0,Drop,3220060141.0,Drop,0,45,0,,,,,,,,,,,,,,,,,,,,,CE006
6505720,wave_eventdungeon_021,Campaign,90,5,True,False,point_grd_desert_001,point_fly_desert_001,sbg_desert_001,Desert,Day,ibg_desert_001,1310020141,path_fly_mid_small_018,3210010141,Drop,3210010141.0,Drop,3210010141.0,Dash,3210010141.0,Dash,path_fly_close_special_046,6.0,2210010141.0,Drop,1110010141.0,Drop,1110010141.0,Drop,1310030241.0,Drop,path_grd_close_small_013,6.0,1220020141.0,Dash,1220020141.0,Dash,1220020141.0,Dash,1220020141.0,Dash,path_fly_close_elite1_801,0.0,3210010141.0,Dash,3210010141.0,Dash,2210010141.0,Drop,1310020141.0,Drop,path_fly_mid_small_050,7.0,2210010141.0,Dash,2210010141.0,Dash,2210010141.0,Dash,3210030141.0,Dash,30,12,0,,,,,,,,,,,,,,,,,,,,,CE006
6505721,wave_eventdungeon_021,Campaign,90,5,True,False,point_grd_desert_004,point_fly_desert_004,sbg_desert_004,Desert,Day,ibg_desert_001,1320010141,path_grd_mid_small_002,1220040141,Jump,1220040141.0,Jump,1220040141.0,Jump,2220040141.0,Dash,path_grd_far_elite1_803,6.0,2220010141.0,Drop,2220010141.0,Drop,2220040141.0,Drop,1320010241.0,Drop,path_grd_mid_small_055,10.0,1220040141.0,Dash,1220040141.0,Dash,1220040141.0,Dash,1220050141.0,Dash,path_grd_far_elite1_803,0.0,2220010141.0,Drop,2220010141.0,Drop,2220040141.0,Drop,1320010141.0,Drop,path_grd_mid_small_070,7.0,1220040141.0,Jump,1220050141.0,Jump,1220040141.0,Jump,2220040141.0,Dash,0,24,18,path_grd_mid_small_043,6.0,2220010141.0,Drop,1220050141.0,Drop,2220010141.0,Drop,2220010141.0,Drop,,,,,,,,,,,CE006
6505722,wave_eventdungeon_021,Campaign,90,7,True,False,point_grd_cityforestunder_004,point_fly_cityforestunder_004,sbg_cityforestunder_004,CityForestUnder,Day,ibg_cityforestunder_001,2320060141,path_grd_mid_small_008,3220030141,Drop,3220030141.0,Drop,3220030141.0,Drop,3220030141.0,Drop,path_grd_mid_elite1_802,6.0,3220030141.0,Dash,3220030141.0,Dash,3220060141.0,Dash,2320060241.0,Drop,path_grd_mid_small_058,10.0,3220060141.0,Drop,3220020141.0,Drop,3220060141.0,Drop,3220020141.0,Drop,path_grd_mid_elite1_802,0.0,3220030141.0,Dash,3220030141.0,Dash,3220060141.0,Dash,2320060141.0,Drop,path_fly_mid_elite1_802,8.0,3210020141.0,Dash,3210020141.0,Dash,3210020141.0,Dash,2310050241.0,Drop,0,45,0,path_grd_mid_small_049,8.0,3220030141.0,Drop,3220060141.0,Drop,3220060141.0,Drop,3220060141.0,Drop,,,,,,,,,,,CE006
6505723,wave_eventdungeon_021,Campaign,90,7,True,False,point_grd_desert_003,point_fly_desert_003,sbg_desert_003,Desert,Day,ibg_desert_001,2310010141,path_grd_mid_small_043,3220050141,Dash,3220050141.0,Dash,3220060141.0,Dash,3220060141.0,Dash,path_fly_mid_small_033,,2210020141.0,Dash,2210020141.0,Dash,2210020141.0,Dash,2310060241.0,Drop,path_fly_mid_elite1_802,10.0,2210020141.0,Dash,2210020141.0,Dash,2210020141.0,Dash,2310010241.0,Drop,path_grd_mid_elite1_802,0.0,3220050141.0,Dash,3220050141.0,Dash,3220060141.0,Drop,2320070241.0,Drop,path_fly_mid_elite2_805,10.0,2210020141.0,Drop,2210020141.0,Drop,2310060241.0,Drop,2310010141.0,Drop,0,45,0,path_fly_mid_small_024,,2210020141.0,Drop,2210020141.0,Dash,1210010141.0,Dash,1210010141.0,Dash,,,,,,,,,,,CE006
6505724,wave_eventdungeon_021,Campaign,90,5,True,False,point_grd_desert_002,point_fly_desert_002,sbg_desert_002,Desert,Day,ibg_desert_001,2310020141,path_grd_mid_small_002,1220060141,Dash,1220060141.0,Dash,1220060141.0,Dash,1220060141.0,Dash,path_fly_mid_elite1_802,,2210020141.0,Dash,2210020141.0,Dash,2210040141.0,Drop,2310020241.0,Drop,path_fly_mid_small_039,7.0,2210020141.0,Drop,2210020141.0,Drop,2210020141.0,Drop,2210020141.0,Drop,path_fly_mid_small_039,0.0,2210020141.0,Drop,2210020141.0,Drop,2210040141.0,Drop,2210040141.0,Drop,path_fly_mid_elite1_802,8.0,2210020141.0,Dash,2210020141.0,Dash,2210040141.0,Drop,2310020141.0,Drop,0,42,0,path_grd_mid_small_043,8.0,1220060141.0,Dash,1220060141.0,Dash,1220060141.0,Dash,1220060141.0,Dash,,,,,,,,,,,CE006
