stage_id,group_id,spot_mod,battle_time,monster_count,use_intro_scene,wave_repeat,point_data,point_data_fly,background_name,theme,theme_time,stage_info_bg,target_list/0,wave_data/0/wave_path,wave_data/0/wave_monster_list/0/wave_monster_id,wave_data/0/wave_monster_list/0/spawn_type,wave_data/0/wave_monster_list/1/wave_monster_id,wave_data/0/wave_monster_list/1/spawn_type,wave_data/0/wave_monster_list/2/wave_monster_id,wave_data/0/wave_monster_list/2/spawn_type,wave_data/0/wave_monster_list/3/wave_monster_id,wave_data/0/wave_monster_list/3/spawn_type,wave_data/1/wave_path,wave_data/1/private_monster_count,wave_data/1/wave_monster_list/0/wave_monster_id,wave_data/1/wave_monster_list/0/spawn_type,wave_data/1/wave_monster_list/1/wave_monster_id,wave_data/1/wave_monster_list/1/spawn_type,wave_data/1/wave_monster_list/2/wave_monster_id,wave_data/1/wave_monster_list/2/spawn_type,wave_data/1/wave_monster_list/3/wave_monster_id,wave_data/1/wave_monster_list/3/spawn_type,wave_data/2/wave_path,wave_data/2/wave_monster_list/0/wave_monster_id,wave_data/2/wave_monster_list/0/spawn_type,wave_data/2/wave_monster_list/1/wave_monster_id,wave_data/2/wave_monster_list/1/spawn_type,wave_data/2/wave_monster_list/2/wave_monster_id,wave_data/2/wave_monster_list/2/spawn_type,wave_data/2/wave_monster_list/3/wave_monster_id,wave_data/2/wave_monster_list/3/spawn_type,wave_data/3/wave_path,wave_data/3/private_monster_count,wave_data/3/wave_monster_list/0/wave_monster_id,wave_data/3/wave_monster_list/0/spawn_type,wave_data/3/wave_monster_list/1/wave_monster_id,wave_data/3/wave_monster_list/1/spawn_type,wave_data/3/wave_monster_list/2/wave_monster_id,wave_data/3/wave_monster_list/2/spawn_type,wave_data/3/wave_monster_list/3/wave_monster_id,wave_data/3/wave_monster_list/3/spawn_type,wave_data/4/wave_path,wave_data/4/private_monster_count,wave_data/4/wave_monster_list/0/wave_monster_id,wave_data/4/wave_monster_list/0/spawn_type,wave_data/4/wave_monster_list/1/wave_monster_id,wave_data/4/wave_monster_list/1/spawn_type,wave_data/4/wave_monster_list/2/wave_monster_id,wave_data/4/wave_monster_list/2/spawn_type,wave_data/4/wave_monster_list/3/wave_monster_id,wave_data/4/wave_monster_list/3/spawn_type,close_monster_count,mid_monster_count,far_monster_count,wave_data/2/private_monster_count,wave_data/5/wave_path,wave_data/5/private_monster_count,wave_data/5/wave_monster_list/0/wave_monster_id,wave_data/5/wave_monster_list/0/spawn_type,wave_data/5/wave_monster_list/1/wave_monster_id,wave_data/5/wave_monster_list/1/spawn_type,wave_data/5/wave_monster_list/2/wave_monster_id,wave_data/5/wave_monster_list/2/spawn_type,wave_data/5/wave_monster_list/3/wave_monster_id,wave_data/5/wave_monster_list/3/spawn_type,wave_data/6/wave_path,wave_data/6/private_monster_count,wave_data/6/wave_monster_list/0/wave_monster_id,wave_data/6/wave_monster_list/0/spawn_type,wave_data/6/wave_monster_list/1/wave_monster_id,wave_data/6/wave_monster_list/1/spawn_type,wave_data/6/wave_monster_list/2/wave_monster_id,wave_data/6/wave_monster_list/2/spawn_type,wave_data/6/wave_monster_list/3/wave_monster_id,wave_data/6/wave_monster_list/3/spawn_type,wave_data/7/wave_path,wave_data/7/private_monster_count,wave_data/7/wave_monster_list/0/wave_monster_id,wave_data/7/wave_monster_list/0/spawn_type,wave_data/7/wave_monster_list/1/wave_monster_id,wave_data/7/wave_monster_list/1/spawn_type,wave_data/7/wave_monster_list/2/wave_monster_id,wave_data/7/wave_monster_list/2/spawn_type,wave_data/7/wave_monster_list/3/wave_monster_id,wave_data/7/wave_monster_list/3/spawn_type,mod_value,wave_data/8/wave_path,wave_data/8/private_monster_count,wave_data/8/wave_monster_list/0/wave_monster_id,wave_data/8/wave_monster_list/0/spawn_type,wave_data/8/wave_monster_list/1/wave_monster_id,wave_data/8/wave_monster_list/1/spawn_type,wave_data/8/wave_monster_list/2/wave_monster_id,wave_data/8/wave_monster_list/2/spawn_type,wave_data/8/wave_monster_list/3/wave_monster_id,wave_data/8/wave_monster_list/3/spawn_type,wave_data/9/wave_path,wave_data/9/private_monster_count,wave_data/9/wave_monster_list/0/wave_monster_id,wave_data/9/wave_monster_list/0/spawn_type,wave_data/9/wave_monster_list/1/wave_monster_id,wave_data/9/wave_monster_list/1/spawn_type,wave_data/9/wave_monster_list/2/wave_monster_id,wave_data/9/wave_monster_list/2/spawn_type,wave_data/9/wave_monster_list/3/wave_monster_id,wave_data/9/wave_monster_list/3/spawn_type
6118016,wave_lostsector_004,Campaign,90,7,True,False,point_grd_lostsector_004,point_fly_lostsector_004,sbg_lostsector_004,lostsector,Day,ibg_lostsector_001,3310040141.0,path_fly_mid_small_036,2210010141,Dash,2210010141,Dash,2210010141,Dash,3310040241,Dash,path_grd_mid_elite1_802,,1220010141,Dash,1220010141,Dash,3220040141,Drop,3220080141,Drop,path_fly_mid_small_050,2210010141,Dash,2210010141,Dash,2210010141,Dash,1310020241,Drop,path_grd_far_elite2_809,0.0,1220010141,Dash,1220010141,Dash,2320010241,Drop,3220080141,Drop,path_fly_mid_small_050,,3210020141,Dash,3210020141,Dash,3210020141,Dash,3310040141,Dash,0,33,9,10.0,path_grd_mid_small_043,10.0,3220040141.0,Dash,3220040141.0,Dash,3220040141.0,Dash,3220040141.0,Dash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6118017,wave_lostsector_004,Campaign,90,5,True,False,point_grd_lostsector_003,point_fly_lostsector_003,sbg_lostsector_003,lostsector,Day,ibg_lostsector_001,2320020111.0,path_grd_mid_small_068,3220050111,Dash,3220050111,Dash,3220070111,Drop,3320050211,Drop,path_grd_mid_small_043,7.0,3220070111,Dash,3220070111,Dash,3220050111,Dash,3220080111,Drop,path_grd_close_small_048,3220050111,Drop,3220050111,Drop,3220050111,Drop,3220050111,Drop,path_grd_mid_elite1_802,0.0,3220050111,Dash,3220050111,Dash,3220070111,Drop,2320020111,Drop,path_grd_mid_small_049,10.0,3220070111,Drop,3220070111,Drop,3220070111,Drop,3220080111,Drop,6,33,0,,path_grd_mid_small_043,8.0,3220050111.0,Jump,3220050111.0,Jump,3220050111.0,Jump,3220050111.0,Jump,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6118018,wave_lostsector_004,Campaign,90,5,True,False,point_grd_lostsector_002,point_fly_lostsector_002,sbg_lostsector_002,lostsector,Day,ibg_lostsector_001,2310050111.0,path_grd_close_elite1_801,3220030111,Dash,3220030111,Dash,2220040111,Jump,2320030211,Jump,path_grd_mid_small_012,7.0,1220060111,Dash,1220060111,Dash,3220020111,Dash,1220060111,Dash,path_fly_mid_small_027,1210020111,Dash,2210040111,Dash,1210020111,Dash,3210030111,Dash,path_grd_mid_small_012,0.0,1220060111,Dash,1220060111,Dash,1220060111,Dash,2320030211,Dash,path_fly_mid_elite1_802,7.0,1210020111,Dash,1210020111,Dash,1210040111,Drop,2310050111,Drop,9,27,0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6118019,wave_lostsector_004,BaseDefense,60,7,True,True,point_grd_lostsector_004_midclear,point_fly_lostsector_004,sbg_lostsector_004_midclear,lostsector,Day,ibg_lostsector_basedefense_001,,path_fly_mid_elite2_805,1220060111,Drop,1220060111,Drop,2310040211,Drop,2310050211,Drop,path_grd_mid_small_043,6.0,2220020111,Jump,2220050111,Jump,2220020111,Jump,2220050111,Jump,path_grd_mid_small_070,1220060111,Dash,1220060111,Dash,1220060111,Dash,3220080111,Drop,path_grd_mid_elite1_802,3.0,2220020111,Jump,2220020111,Jump,2220020111,Drop,2320060211,Drop,path_fly_mid_elite2_805,8.0,1220060111,Drop,1220060111,Drop,2310040211,Drop,2210030111,Drop,0,60,0,6.0,path_grd_mid_small_037,5.0,2220020111.0,Dash,2220020111.0,Dash,2220020111.0,Dash,2220020111.0,Dash,path_grd_mid_small_076,9.0,2220020111.0,Dash,2220020111.0,Dash,2220020111.0,Dash,3220080111.0,Drop,path_grd_mid_elite1_802,12.0,1220060111.0,Jump,1220060111.0,Jump,3220020111.0,Dash,2320060211.0,Drop,normal,,,,,,,,,,,,,,,,,,,,
6119001,wave_lostsector_004,Campaign,90,5,True,False,point_grd_lostsector_003,point_fly_lostsector_003,sbg_lostsector_003,lostsector,Day,ibg_lostsector_001,2320030131.0,path_grd_mid_small_002,3220050131,Drop,3220050131,Drop,3220060131,Dash,3220060131,Dash,path_grd_close_small_067,6.0,3220060131,Dash,3220060131,Dash,2220050131,Drop,1320030231,Drop,path_grd_mid_small_011,3220060131,Jump,3220060131,Jump,3220060131,Jump,3220060131,Jump,path_grd_mid_elite1_802,0.0,3220060131,Jump,3220060131,Jump,3220020131,Drop,2320030131,Drop,path_grd_close_small_048,,3220050131,Drop,3220050131,Drop,3220050131,Drop,3220050131,Drop,12,21,0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6119002,wave_lostsector_004,Campaign,90,5,True,False,point_grd_lostsector_001,point_fly_lostsector_001,sbg_lostsector_001,lostsector,Day,ibg_lostsector_001,3310040131.0,path_grd_mid_small_070,2220010131,Drop,2220010131,Drop,2220010131,Drop,2220040131,Jump,path_fly_mid_small_008,7.0,1210030131,Dash,1210030131,Dash,1210030131,Dash,3310040231,Dash,path_grd_close_small_036,2220010131,Dash,2220010131,Dash,2220010131,Dash,3220080131,Drop,path_grd_mid_elite1_802,0.0,2220010131,Jump,2220010131,Jump,2220040131,Drop,1320020231,Drop,path_fly_mid_small_030,7.0,3210010131,Drop,3210030131,Drop,3210010131,Drop,3310040131,Drop,6,27,0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6119003,wave_lostsector_004,BaseDefense,60,7,True,True,point_grd_lostsector_004_midclear,point_fly_lostsector_004,sbg_lostsector_004_midclear,lostsector,Day,ibg_lostsector_basedefense_001,,path_grd_close_small_001,3220050131,Drop,3220050131,Drop,2220040131,Dash,1320030231,Dash,path_fly_mid_elite1_802,3.0,3220010131,Drop,3220010131,Drop,2210040131,Dash,2320050231,Drop,path_fly_mid_small_030,3220050131,Drop,3220050131,Drop,2210040131,Jump,2210040131,Jump,path_grd_mid_elite1_802,2.0,3220010131,Jump,3220010131,Jump,2320050231,Drop,3220080131,Drop,path_fly_mid_small_039,,3220050131,Drop,3220050131,Drop,2210040131,Dash,2210040131,Dash,6,51,0,4.0,path_grd_mid_small_012,5.0,3220050131.0,Dash,3220050131.0,Dash,3220050131.0,Dash,2220040131.0,Dash,path_grd_mid_small_075,6.0,3220010131.0,Jump,3220010131.0,Jump,3220010131.0,Jump,2220040131.0,Jump,path_fly_mid_elite1_802,,3220050131.0,Drop,3220050131.0,Drop,2210040131.0,Jump,2320050131.0,Drop,normal,,,,,,,,,,,,,,,,,,,,
6119004,wave_lostsector_004,Campaign,90,5,True,False,point_grd_lostsector_004,point_fly_lostsector_004,sbg_lostsector_004,lostsector,Day,ibg_lostsector_001,1310020151.0,path_fly_mid_small_018,3210010151,Drop,3210010151,Drop,2110010151,Dash,2110010151,Dash,path_fly_close_small_029,6.0,2210010151,Drop,2210010151,Drop,2210010151,Drop,1310030251,Drop,path_grd_close_small_013,2220020151,Dash,2220020151,Dash,2220020151,Dash,2220020151,Dash,path_fly_close_elite1_801,0.0,3210010151,Dash,3210010151,Dash,2210010151,Drop,1310020151,Drop,path_fly_mid_small_039,7.0,2210010151,Dash,2210010151,Dash,2210010151,Dash,2210010151,Dash,21,12,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6119005,wave_lostsector_004,Campaign,90,7,True,False,point_grd_lostsector_002,point_fly_lostsector_002,sbg_lostsector_002,lostsector,Day,ibg_lostsector_001,3310040151.0,path_fly_close_special_044,2110010151,Drop,2110010151,Drop,2210020151,Drop,3310040251,Drop,path_grd_mid_elite2_805,10.0,2220030151,Dash,2220030151,Dash,2320050251,Drop,3220080151,Drop,path_fly_mid_small_053,2210020151,Dash,2210020151,Dash,2210020151,Dash,1210040151,Dash,path_fly_close_small_029,,2210020151,Jump,2210020151,Jump,2210020151,Jump,2210020151,Jump,path_fly_mid_elite1_802,0.0,2210020151,Dash,2210020151,Dash,3210030151,Drop,3310040151,Drop,30,30,0,,path_grd_close_elite1_801,10.0,2220030151.0,Jump,2220030151.0,Jump,2220040151.0,Drop,3320040251.0,Drop,path_fly_mid_small_030,5.0,2210020151.0,Drop,2210020151.0,Drop,2210020151.0,Drop,2210020151.0,Drop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6119006,wave_lostsector_004,Campaign,90,5,True,False,point_grd_lostsector_005,point_fly_lostsector_005,sbg_lostsector_005,lostsector,Day,ibg_lostsector_001,3310020111.0,path_grd_far_small_003,2220030111,Drop,2220030111,Drop,3220040111,Dash,3220040111,Dash,path_grd_mid_elite1_802,6.0,2220030111,Drop,2220030111,Drop,3220040111,Drop,3320060211,Drop,path_grd_far_small_044,2220030111,Dash,2220030111,Dash,3220040111,Dash,3220040111,Dash,path_fly_mid_special_047,0.0,2110010111,Dash,2110010111,Dash,3210040111,Drop,3310020111,Drop,path_grd_far_small_044,9.0,2220030111,Dash,2220030111,Dash,3220040111,Dash,3220040111,Dash,0,24,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6119007,wave_lostsector_004,Campaign,90,7,True,False,point_grd_lostsector_003,point_fly_lostsector_003,sbg_lostsector_003,lostsector,Day,ibg_lostsector_001,3320070111.0,path_grd_close_small_054,1220040111,Drop,1220040111,Drop,2220040111,Drop,2320030211,Drop,path_grd_mid_elite1_802,,1220030111,Dash,1220030111,Dash,1220040111,Drop,3320010211,Drop,path_fly_mid_special_047,2110010111,Dash,2110010111,Dash,2210010111,Drop,3210030111,Drop,path_grd_far_small_044,,1220040111,Dash,1220040111,Dash,1220040111,Dash,1220040111,Dash,path_grd_mid_elite2_808,0.0,1220030111,Dash,1220030111,Dash,2320020211,Drop,3320070111,Drop,6,39,18,8.0,path_grd_mid_small_070,,1220040111.0,Dash,1220040111.0,Dash,1220040111.0,Dash,3220080111.0,Drop,path_grd_far_small_038,,1220030111.0,Dash,1220030111.0,Dash,1220030111.0,Dash,1220030111.0,Dash,path_grd_far_small_044,,1220040111.0,Dash,1220040111.0,Dash,1220040111.0,Dash,1220040111.0,Dash,,,,,,,,,,,,,,,,,,,,,
6119008,wave_lostsector_004,Campaign,90,5,True,False,point_grd_lostsector_001,point_fly_lostsector_001,sbg_lostsector_001,lostsector,Day,ibg_lostsector_001,2310050131.0,path_grd_mid_small_070,1220010131,Dash,1220010131,Dash,1220010131,Jump,2220050131,Jump,path_fly_mid_elite2_808,7.0,1210010131,Dash,2210040131,Dash,1210010131,Dash,3210030131,Dash,path_grd_mid_small_058,3220030131,Dash,3220030131,Dash,3220030131,Dash,2220040131,Dash,path_fly_mid_elite1_802,0.0,2210020131,Dash,2210020131,Dash,1210010131,Drop,2310050131,Drop,path_grd_mid_small_040,6.0,2220020131,Dash,3220060131,Jump,2220020131,Dash,3220060131,Jump,0,36,0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6119009,wave_lostsector_004,Campaign,90,5,True,False,point_grd_lostsector_004,point_fly_lostsector_004,sbg_lostsector_004,lostsector,Day,ibg_lostsector_001,2310050131.0,path_fly_mid_small_018,2210020131,Dash,2210020131,Dash,1210030131,Dash,1210030131,Dash,path_grd_mid_elite1_802,,1220050131,Drop,3220030131,Drop,1220050131,Drop,1320030231,Drop,path_grd_mid_small_055,3220050131,Dash,3220050131,Dash,3220050131,Dash,2220010131,Dash,path_fly_mid_elite1_802,0.0,3210040131,Drop,2210010131,Drop,2210010131,Drop,2310050131,Drop,path_grd_mid_small_049,6.0,2220020131,Jump,2220020131,Jump,2220020131,Jump,2220040131,Dash,0,36,0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6119010,wave_lostsector_004,Campaign,90,7,True,False,point_grd_lostsector_002,point_fly_lostsector_002,sbg_lostsector_002,lostsector,Day,ibg_lostsector_001,2310040131.0,path_grd_mid_elite1_802,3220030131,Jump,3220030131,Jump,3220080131,Drop,1320030231,Drop,path_fly_mid_small_039,10.0,3210040131,Dash,2210040131,Dash,3210040131,Dash,2210040131,Dash,path_grd_close_small_042,1220050131,Dash,1220050131,Dash,1220050131,Dash,2320070231,Dash,path_fly_mid_small_030,9.0,2210040131,Drop,2210040131,Drop,2210040131,Drop,3210030131,Drop,path_grd_mid_elite1_802,0.0,1220050131,Jump,1220050131,Jump,2320070231,Drop,3220080131,Drop,12,45,0,4.0,path_fly_mid_elite1_802,8.0,1210020131.0,Dash,1210020131.0,Dash,2210040131.0,Drop,2310040131.0,Drop,path_fly_mid_small_021,4.0,1210020131.0,Drop,1210020131.0,Drop,1210020131.0,Drop,2310040231.0,Drop,path_grd_close_small_042,6.0,1220050131.0,Dash,1220050131.0,Dash,1220050131.0,Dash,1220050131.0,Dash,,,,,,,,,,,,,,,,,,,,,
6119011,wave_lostsector_004,Campaign,90,5,True,False,point_grd_lostsector_001,point_fly_lostsector_001,sbg_lostsector_001,lostsector,Day,ibg_lostsector_001,3320020111.0,path_grd_mid_small_049,2220030111,Drop,2220030111,Drop,2220030111,Drop,3220080111,Drop,path_grd_mid_elite1_802,7.0,1120010111,Dash,1120010111,Dash,3220070111,Drop,2320010211,Drop,path_grd_far_small_044,2220030111,Dash,2220030111,Dash,2220030111,Dash,2220030111,Dash,path_grd_mid_small_070,11.0,1120010111,Jump,1120010111,Jump,1120010111,Jump,3220080111,Drop,path_grd_mid_elite1_802,0.0,2220030111,Dash,2220030111,Dash,2220040111,Drop,3320020111,Drop,0,36,6,4.0,path_grd_mid_small_073,5.0,2220030111.0,Dash,2220030111.0,Dash,2220030111.0,Dash,3220080111.0,Drop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6119012,wave_lostsector_004,Campaign,90,5,True,False,point_grd_lostsector_004,point_fly_lostsector_004,sbg_lostsector_004,lostsector,Day,ibg_lostsector_001,3320020111.0,path_grd_mid_small_055,1220060111,Drop,1220060111,Drop,1220060111,Drop,2220040111,Drop,path_grd_mid_elite1_802,7.0,1220060111,Dash,1220060111,Dash,3220070111,Dash,1320040211,Dash,path_fly_mid_small_030,1210020111,Dash,1210020111,Dash,3210020111,Dash,3210020111,Dash,path_grd_mid_elite1_802,0.0,3220040111,Dash,3220040111,Dash,2220040111,Drop,3320020111,Drop,path_grd_mid_small_043,6.0,1220060111,Jump,1220060111,Jump,1220060111,Jump,3220020111,Dash,0,36,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6119013,wave_lostsector_004,Defense,90,7,True,True,point_grd_lostsector_002_rightclear,point_fly_lostsector_002_rightclear,sbg_lostsector_002_rightclear,lostsector,Day,ibg_lostsector_defense_001,,path_grd_far_small_044,3220050111,Dash,3220050111,Dash,3220050111,Dash,3220070111,Dash,path_grd_mid_special_025,8.0,3120010111,Drop,3120010111,Drop,3220050111,Dash,3220080111,Drop,path_grd_far_small_038,3220050111,Dash,3220050111,Drop,3220050111,Dash,3220070111,Drop,path_grd_mid_elite1_802,2.0,3120010111,Dash,3120010111,Dash,3220070111,Drop,1320030211,Drop,path_grd_far_small_053,12.0,3220050111,Drop,3220050111,Dash,3220050111,Drop,3220070111,Dash,0,60,18,10.0,path_fly_mid_special_047,10.0,2110010111.0,Jump,2110010111.0,Jump,2210020111.0,Normal,2210020111.0,Normal,path_grd_mid_small_075,10.0,3220050111.0,Jump,3220070111.0,Jump,3220050111.0,Jump,3220080111.0,Drop,path_grd_mid_elite1_802,,3120010111.0,Drop,3120010111.0,Drop,3220050111.0,Jump,3320020211.0,Drop,20,path_grd_mid_small_037,15.0,3220050111.0,Drop,3220050111.0,Drop,3220050111.0,Drop,3220050111.0,Drop,,,,,,,,,,
6119014,wave_lostsector_004,Campaign,90,5,True,False,point_grd_lostsector_001,point_fly_lostsector_001,sbg_lostsector_001,lostsector,Day,ibg_lostsector_001,3310010131.0,path_grd_mid_small_037,3220060131,Dash,2220040131,Dash,3220060131,Dash,1320040231,Dash,path_grd_far_small_041,7.0,3220060131,Dash,3220060131,Dash,3220060131,Dash,3220080131,Drop,path_fly_far_small_031,1210010131,Drop,1210010131,Drop,1210010131,Drop,3210030131,Drop,path_fly_mid_elite2_805,0.0,1210010131,Jump,1210010131,Jump,3210030131,Drop,3310010131,Drop,path_grd_far_small_044,,3220060131,Dash,2220040131,Dash,3220060131,Dash,2220040131,Dash,0,15,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6119015,wave_lostsector_004,Campaign,90,5,True,False,point_grd_lostsector_003,point_fly_lostsector_003,sbg_lostsector_003,lostsector,Day,ibg_lostsector_001,2320070131.0,path_grd_mid_special_065,3120010131,Dash,3120010131,Dash,2220020131,Drop,2320070231,Drop,path_grd_far_small_074,12.0,2220020131,Dash,2220020131,Dash,2220020131,Dash,2220040131,Dash,path_fly_mid_small_005,3210010131,Dash,3210010131,Dash,3210010131,Dash,3210030131,Dash,path_fly_mid_elite1_802,0.0,3210010131,Dash,3210010131,Dash,3210030131,Drop,2310010231,Drop,path_grd_far_small_071,7.0,2220020131,Dash,2220020131,Dash,3220060131,Dash,2320070131,Jump,0,30,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6119016,wave_lostsector_004,Campaign,90,7,True,False,point_grd_lostsector_005,point_fly_lostsector_005,sbg_lostsector_005,lostsector,Day,ibg_lostsector_001,2320020131.0,path_grd_close_small_067,1220060131,Drop,1220060131,Drop,2220050131,Dash,2320020231,Dash,path_grd_mid_elite2_805,,1220060131,Jump,1220060131,Jump,3220080131,Drop,1320040231,Drop,path_fly_mid_small_033,2210040131,Drop,2210040131,Drop,2210040131,Drop,2310040231,Drop,path_fly_mid_elite1_802,0.0,2210040131,Dash,2210040131,Dash,3210030131,Drop,2310050231,Drop,path_grd_mid_elite2_808,10.0,1220060131,Jump,1220060131,Jump,2320020131,Drop,1320040231,Drop,12,39,0,8.0,path_grd_close_small_013,5.0,1220060131.0,Jump,1220060131.0,Jump,1220060131.0,Jump,3220080131.0,Drop,path_fly_mid_small_039,10.0,2210040131.0,Dash,2210040131.0,Dash,2210040131.0,Dash,2210040131.0,Dash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6119017,wave_lostsector_004,Campaign,90,5,True,False,point_grd_lostsector_003,point_fly_lostsector_003,sbg_lostsector_003,lostsector,Day,ibg_lostsector_001,1320060111.0,path_grd_far_small_059,3220040111,Dash,3220040111,Dash,3220040111,Dash,3220080111,Drop,path_grd_mid_elite1_802,7.0,3220040111,Drop,3220040111,Drop,2220040111,Dash,1320060211,Dash,path_fly_mid_small_005,3210020111,Dash,3210020111,Dash,3210020111,Dash,3210030111,Dash,path_grd_mid_elite1_802,0.0,3220040111,Dash,3220040111,Dash,2220040111,Drop,2320030211,Drop,path_grd_far_small_074,10.0,3220040111,Dash,2220040111,Dash,3220040111,Dash,1320060111,Dash,0,24,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6119018,wave_lostsector_004,Campaign,90,5,True,False,point_grd_lostsector_001,point_fly_lostsector_001,sbg_lostsector_001,lostsector,Day,ibg_lostsector_001,1320040111.0,path_grd_mid_small_049,3220050111,Drop,3220050111,Drop,3220050111,Drop,1320040211,Drop,path_grd_far_small_071,7.0,2220030111,Dash,2220030111,Dash,2220030111,Dash,3220080111,Dash,path_grd_mid_small_012,3220050111,Dash,3220050111,Dash,3220050111,Dash,3220020111,Dash,path_grd_mid_small_055,0.0,2220030111,Drop,2220030111,Drop,2220030111,Drop,1320040111,Drop,path_grd_far_special_066,,2220030111,Dash,2220030111,Dash,3220060111,Drop,3220060111,Drop,0,18,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6119019,wave_lostsector_004,Campaign,90,7,True,False,point_grd_lostsector_002,point_fly_lostsector_002,sbg_lostsector_002,lostsector,Day,ibg_lostsector_001,1320040111.0,path_grd_close_elite1_801,1220060111,Dash,1220060111,Dash,3120010111,Drop,2320030211,Drop,path_grd_far_small_044,,1220060111,Dash,3220080111,Drop,3220070111,Dash,1320040211,Dash,path_grd_mid_small_012,1220060111,Dash,1220060111,Dash,1220060111,Dash,3220080111,Drop,path_fly_close_small_029,8.0,3210010111,Drop,3210010111,Drop,3210010111,Drop,3210010111,Drop,path_grd_close_elite1_801,0.0,1220060111,Jump,1220060111,Jump,3120010111,Drop,2320030211,Drop,36,6,15,8.0,path_grd_far_elite2_809,6.0,1220060111.0,Dash,3220070111.0,Dash,2320030211.0,Drop,1320040111.0,Drop,path_grd_close_small_048,5.0,1220060111.0,Jump,1220060111.0,Jump,1220060111.0,Jump,3220080111.0,Drop,path_fly_close_small_035,8.0,3210010111.0,Dash,3210010111.0,Dash,3210010111.0,Dash,3210010111.0,Dash,,,,,,,,,,,,,,,,,,,,,
6119020,wave_lostsector_004,Campaign,90,7,True,False,point_grd_lostsector_001,point_fly_lostsector_001,sbg_lostsector_001,lostsector,Day,ibg_lostsector_001,1320060131.0,path_fly_mid_small_036,2210010131,Dash,2210010131,Dash,2210010131,Jump,3210030131,Jump,path_grd_mid_elite1_802,7.0,2220030131,Dash,2220030131,Dash,3220020131,Dash,2320050231,Jump,path_grd_mid_small_058,2220010131,Dash,3220050131,Dash,3220050131,Dash,2220040131,Dash,path_fly_mid_small_030,8.0,1210010131,Dash,1210010131,Dash,3210030131,Drop,1210010131,Dash,path_fly_mid_small_050,0.0,1210030131,Jump,1210030131,Jump,1210030131,Jump,2310050231,Jump,0,48,0,7.0,path_grd_mid_elite1_802,,2220030131.0,Jump,2220030131.0,Jump,2220040131.0,Drop,1320060131.0,Drop,path_grd_mid_small_012,5.0,1220060131.0,Dash,1220060131.0,Dash,1220060131.0,Dash,1220060131.0,Dash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6119021,wave_lostsector_004,Defense,90,7,True,True,point_grd_lostsector_002_rightclear,point_fly_lostsector_002_rightclear,sbg_lostsector_002_rightclear,lostsector,Day,ibg_lostsector_defense_001,,path_grd_mid_small_043,3220050131,Drop,3220050131,Drop,3220050131,Drop,3220050131,Drop,path_fly_far_small_040,8.0,2210020131,Dash,2210040131,Dash,2210020131,Dash,2210040131,Dash,path_grd_close_small_013,2220010131,Jump,2220010131,Jump,2220010131,Jump,2220010131,Jump,path_fly_mid_elite1_802,3.0,2210020131,Drop,2210020131,Drop,2210040131,Jump,2310020231,Jump,path_grd_mid_small_043,12.0,2220010131,Dash,2220010131,Dash,3220050131,Dash,3220050131,Dash,6,48,6,10.0,path_fly_mid_small_030,10.0,2210020131.0,Drop,2210040131.0,Drop,2210020131.0,Drop,2210040131.0,Drop,path_grd_mid_small_075,10.0,3220050131.0,Jump,3220050131.0,Jump,3220050131.0,Jump,3220050131.0,Jump,path_fly_mid_elite1_802,,2210020131.0,Jump,2210020131.0,Jump,2210040131.0,Drop,1310020231.0,Drop,20,path_grd_mid_small_012,15.0,3220050131.0,Drop,3220050131.0,Drop,3220050131.0,Drop,2320010231.0,Normal,,,,,,,,,,
