stage_id,group_id,spot_mod,battle_time,monster_count,use_intro_scene,wave_repeat,point_data,point_data_fly,background_name,theme,theme_time,stage_info_bg,target_list/0,wave_data/0/wave_path,wave_data/0/wave_monster_list/0/wave_monster_id,wave_data/0/wave_monster_list/0/spawn_type,wave_data/0/wave_monster_list/1/wave_monster_id,wave_data/0/wave_monster_list/1/spawn_type,wave_data/0/wave_monster_list/2/wave_monster_id,wave_data/0/wave_monster_list/2/spawn_type,wave_data/0/wave_monster_list/3/wave_monster_id,wave_data/0/wave_monster_list/3/spawn_type,wave_data/1/wave_path,wave_data/1/private_monster_count,wave_data/1/wave_monster_list/0/wave_monster_id,wave_data/1/wave_monster_list/0/spawn_type,wave_data/1/wave_monster_list/1/wave_monster_id,wave_data/1/wave_monster_list/1/spawn_type,wave_data/1/wave_monster_list/2/wave_monster_id,wave_data/1/wave_monster_list/2/spawn_type,wave_data/1/wave_monster_list/3/wave_monster_id,wave_data/1/wave_monster_list/3/spawn_type,wave_data/2/wave_path,wave_data/2/wave_monster_list/0/wave_monster_id,wave_data/2/wave_monster_list/0/spawn_type,wave_data/2/wave_monster_list/1/wave_monster_id,wave_data/2/wave_monster_list/1/spawn_type,wave_data/2/wave_monster_list/2/wave_monster_id,wave_data/2/wave_monster_list/2/spawn_type,wave_data/2/wave_monster_list/3/wave_monster_id,wave_data/2/wave_monster_list/3/spawn_type,wave_data/3/wave_path,wave_data/3/private_monster_count,wave_data/3/wave_monster_list/0/wave_monster_id,wave_data/3/wave_monster_list/0/spawn_type,wave_data/3/wave_monster_list/1/wave_monster_id,wave_data/3/wave_monster_list/1/spawn_type,wave_data/3/wave_monster_list/2/wave_monster_id,wave_data/3/wave_monster_list/2/spawn_type,wave_data/3/wave_monster_list/3/wave_monster_id,wave_data/3/wave_monster_list/3/spawn_type,wave_data/4/wave_path,wave_data/4/private_monster_count,wave_data/4/wave_monster_list/0/wave_monster_id,wave_data/4/wave_monster_list/0/spawn_type,wave_data/4/wave_monster_list/1/wave_monster_id,wave_data/4/wave_monster_list/1/spawn_type,wave_data/4/wave_monster_list/2/wave_monster_id,wave_data/4/wave_monster_list/2/spawn_type,wave_data/4/wave_monster_list/3/wave_monster_id,wave_data/4/wave_monster_list/3/spawn_type,close_monster_count,mid_monster_count,far_monster_count,wave_data/2/private_monster_count,wave_data/5/wave_path,wave_data/5/private_monster_count,wave_data/5/wave_monster_list/0/wave_monster_id,wave_data/5/wave_monster_list/0/spawn_type,wave_data/5/wave_monster_list/1/wave_monster_id,wave_data/5/wave_monster_list/1/spawn_type,wave_data/5/wave_monster_list/2/wave_monster_id,wave_data/5/wave_monster_list/2/spawn_type,wave_data/5/wave_monster_list/3/wave_monster_id,wave_data/5/wave_monster_list/3/spawn_type,wave_data/6/wave_path,wave_data/6/wave_monster_list/0/wave_monster_id,wave_data/6/wave_monster_list/0/spawn_type,wave_data/6/wave_monster_list/1/wave_monster_id,wave_data/6/wave_monster_list/1/spawn_type,wave_data/6/wave_monster_list/2/wave_monster_id,wave_data/6/wave_monster_list/2/spawn_type,wave_data/6/wave_monster_list/3/wave_monster_id,wave_data/6/wave_monster_list/3/spawn_type,wave_data/7/wave_path,wave_data/7/wave_monster_list/0/wave_monster_id,wave_data/7/wave_monster_list/0/spawn_type,wave_data/7/wave_monster_list/1/wave_monster_id,wave_data/7/wave_monster_list/1/spawn_type,wave_data/7/wave_monster_list/2/wave_monster_id,wave_data/7/wave_monster_list/2/spawn_type,wave_data/7/wave_monster_list/3/wave_monster_id,wave_data/7/wave_monster_list/3/spawn_type,wave_data/6/private_monster_count,wave_data/7/private_monster_count
6500723,wave_eventdungeon_003,Campaign,90,7,True,False,point_grd_cityforestunder_003,point_fly_cityforestunder_003,sbg_cityforestunder_003,CityForestUnder,Day,ibg_cityforestunder_001,3320020131,path_grd_far_elite1_803,3120010131,Jump,3220030131.0,Jump,3220070131.0,Drop,3320020231.0,Drop,path_grd_mid_small_012,9.0,1220060131.0,Dash,1220060131.0,Dash,1220060131.0,Dash,2220040131.0,Dash,path_fly_mid_small_027,3210020131.0,Jump,3210020131.0,Jump,3210020131.0,Jump,1210040131.0,Jump,path_fly_mid_small_036,,1210010131.0,Dash,1210010131.0,Dash,1210020131.0,Drop,1210020131.0,Drop,path_grd_close_small_051,0.0,3220030131.0,Jump,3220030131.0,Jump,3220030131.0,Jump,1320040231.0,Jump,12,18,18,7.0,path_grd_far_elite1_803,4.0,3120010131.0,Jump,3120010131.0,Jump,3220070131.0,Drop,3320020131.0,Drop,path_fly_close_small_038,1210020131.0,Dash,1210020131.0,Dash,1210020131.0,Dash,1210020131.0,Dash,,,,,,,,,,8.0,
6500724,wave_eventdungeon_003,Campaign,90,7,True,False,point_grd_cityforestunder_003,point_fly_cityforestunder_003,sbg_cityforestunder_003,CityForestUnder,Day,ibg_cityforestunder_001,2320060131,path_grd_mid_small_002,3220010131,Drop,3220010131.0,Drop,3220030131.0,Drop,3220030131.0,Drop,path_grd_mid_small_011,,3220010131.0,Dash,3220030131.0,Dash,3220010131.0,Dash,3220030131.0,Dash,path_grd_mid_elite2_805,3220030131.0,Dash,3220030131.0,Dash,3320010231.0,Drop,3320010231.0,Drop,path_grd_mid_small_043,,3220010131.0,Drop,3220010131.0,Drop,3220030131.0,Drop,3220030131.0,Drop,path_grd_mid_elite1_802,0.0,3220030131.0,Dash,3120010131.0,Dash,3120010131.0,Dash,2320060131.0,Drop,0,54,0,5.0,path_grd_mid_small_043,,3120010131.0,Dash,3120010131.0,Dash,3220030131.0,Dash,3320010231.0,Drop,path_grd_mid_small_043,3120010131.0,Dash,3120010131.0,Dash,3220030131.0,Dash,3320010231.0,Drop,path_grd_mid_small_043,3120010131.0,Dash,3120010131.0,Dash,3220030131.0,Dash,3320010231.0,Drop,,
6500725,wave_eventdungeon_003,Campaign,90,7,True,False,point_grd_cityforestunder_001,point_fly_cityforestunder_001,sbg_cityforestunder_001,CityForestUnder,Day,ibg_cityforestunder_001,3320020131,path_grd_close_small_054,1220040131,Drop,1220040131.0,Drop,2220040131.0,Drop,2320030231.0,Drop,path_grd_mid_elite1_802,,1220040131.0,Dash,1220040131.0,Dash,3220070131.0,Drop,1320010231.0,Drop,path_fly_mid_special_047,2110010131.0,Dash,2110010131.0,Dash,2210010131.0,Drop,3210030131.0,Drop,path_grd_far_small_044,,1220040131.0,Dash,1220040131.0,Dash,3220070131.0,Dash,3220070131.0,Dash,path_grd_mid_elite2_808,0.0,1220040131.0,Dash,1220040131.0,Dash,2320020231.0,Drop,3320020131.0,Drop,6,39,18,8.0,path_grd_mid_small_070,,3220070131.0,Dash,3220070131.0,Dash,3220070131.0,Dash,2220040131.0,Dash,path_grd_far_small_038,1220040131.0,Dash,1220040131.0,Dash,1220040131.0,Dash,2220040131.0,Dash,path_grd_far_small_044,3220070131.0,Dash,3220070131.0,Dash,3220070131.0,Dash,3220070131.0,Dash,,
6500726,wave_eventdungeon_003,Campaign,90,7,True,False,point_grd_cityforestunder_005,point_fly_cityforestunder_005,sbg_cityforestunder_005,CityForestUnder,Day,ibg_cityforestunder_001,1320030131,path_fly_mid_small_024,1210030131,Drop,1210030131.0,Drop,1210030131.0,Drop,3210030131.0,Drop,path_grd_mid_elite2_805,,3220040131.0,Jump,3220040131.0,Jump,2320050231.0,Jump,2320050231.0,Jump,path_grd_far_small_071,3220040131.0,Dash,3220040131.0,Dash,3220040131.0,Dash,3220070131.0,Dash,path_grd_mid_small_043,11.0,3220040131.0,Dash,2220040131.0,Dash,3220040131.0,Dash,2220040131.0,Dash,path_grd_mid_elite3_814,0.0,3220040131.0,Dash,2320010231.0,Dash,2320010231.0,Dash,1320030131.0,Drop,0,42,6,,path_fly_mid_small_053,10.0,1210030131.0,Drop,1210030131.0,Drop,1210030131.0,Drop,3210030131.0,Dash,path_grd_mid_small_049,3220040131.0,Drop,3220040131.0,Drop,3220040131.0,Drop,3220070131.0,Drop,,,,,,,,,,,
6500727,wave_eventdungeon_003,Campaign,90,7,True,False,point_grd_cityforestunder_004,point_fly_cityforestunder_004,sbg_cityforestunder_004,CityForestUnder,Day,ibg_cityforestunder_001,1310010131,path_grd_close_small_045,2220010131,Dash,2220010131.0,Dash,2220020131.0,Dash,2220020131.0,Dash,path_fly_mid_small_050,,1210020131.0,Dash,1210020131.0,Dash,1210020131.0,Dash,3210030131.0,Drop,path_grd_mid_elite2_805,2220020131.0,Dash,2220020131.0,Dash,2320050231.0,Jump,2320050231.0,Jump,path_fly_mid_small_036,10.0,1210030131.0,Dash,1210030131.0,Dash,1210030131.0,Dash,1210030131.0,Dash,path_fly_mid_elite2_808,0.0,1210030131.0,Dash,1210030131.0,Dash,1310030231.0,Dash,1310030231.0,Dash,18,39,0,,path_fly_mid_elite2_805,10.0,1210020131.0,Dash,1210020131.0,Dash,1310040231.0,Drop,1310010131.0,Drop,path_grd_close_small_042,2220010131.0,Jump,2220050131.0,Jump,2220010131.0,Jump,2220050131.0,Jump,path_fly_close_small_049,1210020131.0,Dash,1210020131.0,Dash,1210020131.0,Dash,3210030131.0,Drop,,
6500728,wave_eventdungeon_003,Campaign,90,7,True,False,point_grd_cityforestunder_005,point_fly_cityforestunder_005,sbg_cityforestunder_005,CityForestUnder,Day,ibg_cityforestunder_001,3320070131,path_grd_close_small_054,3220040131,Drop,3220040131.0,Drop,3220040131.0,Drop,1320030231.0,Drop,path_grd_mid_elite1_802,8.0,2220030131.0,Dash,2220030131.0,Dash,3220020131.0,Drop,3320070231.0,Drop,path_grd_mid_small_043,2220030131.0,Dash,2220030131.0,Dash,2220030131.0,Dash,2220030131.0,Dash,path_grd_close_small_069,11.0,3220040131.0,Dash,3220040131.0,Dash,3220040131.0,Dash,3220020131.0,Dash,path_fly_close_elite2_807,0.0,3210010131.0,Dash,3210010131.0,Dash,1310030231.0,Dash,1310030231.0,Dash,21,30,0,4.0,path_grd_mid_elite1_802,10.0,2220030131.0,Jump,2220030131.0,Jump,2220040131.0,Drop,3320070131.0,Drop,path_grd_mid_small_043,2220030131.0,Dash,2220040131.0,Dash,2220030131.0,Dash,2220040131.0,Dash,,,,,,,,,,5.0,
6500729,wave_eventdungeon_003,Campaign,90,7,True,False,point_grd_cityforestunder_005,point_fly_cityforestunder_005,sbg_cityforestunder_005,CityForestUnder,Day,ibg_cityforestunder_001,1320060131,path_grd_close_small_067,1220010131,Dash,1220010131.0,Dash,2220040131.0,Drop,2320020231.0,Drop,path_grd_mid_elite2_805,,2220010131.0,Dash,2220010131.0,Dash,2320050231.0,Dash,2320050231.0,Dash,path_fly_close_small_049,1210020131.0,Dash,1210020131.0,Dash,1210020131.0,Dash,3210030131.0,Dash,path_grd_mid_small_043,12.0,1220010131.0,Dash,1220010131.0,Dash,1220050131.0,Dash,1220050131.0,Dash,path_grd_mid_small_049,0.0,1220050131.0,Drop,1220050131.0,Drop,1220050131.0,Drop,1220050131.0,Drop,21,36,0,,path_grd_close_elite2_807,5.0,2220010131.0,Dash,2220010131.0,Dash,1320030231.0,Drop,1320060131.0,Drop,path_grd_mid_special_025,1220010131.0,Dash,1220010131.0,Dash,1220050131.0,Drop,2220040131.0,Drop,,,,,,,,,,,
6500730,wave_eventdungeon_003,Campaign,180,6,False,False,point_grd_gatekeeper,point_fly_gatekeeper,sbg_cityforest_sky_001a,CityForestUnder,Day,ibg_cityforestunder_001,2510030131,b_fly_gatekeeper_01,2510030131,Normal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6500801,wave_eventdungeon_003,Campaign,90,5,True,False,point_grd_desert_003,point_fly_desert_003,sbg_desert_003,Desert,Day,ibg_desert_001,1310010121,path_grd_close_special_024,2120010121,Jump,2120010121.0,Jump,2120010121.0,Drop,2220050121.0,Drop,path_fly_mid_elite1_802,12.0,2210010121.0,Drop,2210010121.0,Drop,3210030121.0,Drop,1310010221.0,Drop,path_fly_close_special_046,2110010121.0,Dash,2110010121.0,Dash,2110010121.0,Dash,2110010121.0,Dash,path_fly_mid_special_016,0.0,2110010121.0,Drop,2110010121.0,Drop,3210030121.0,Dash,1310010121.0,Drop,path_grd_close_special_024,11.0,3120010121.0,Jump,3120010121.0,Jump,1220050121.0,Drop,2220040121.0,Drop,45,37,2,,path_grd_mid_special_065,7.0,3120010121.0,Dash,3120010121.0,Dash,3120010121.0,Dash,3120010121.0,Dash,,,,,,,,,,,,,,,,,,,,
6500802,wave_eventdungeon_003,Campaign,90,5,True,False,point_grd_desert_001,point_fly_desert_001,sbg_desert_001,Desert,Day,ibg_desert_001,2320020121,path_grd_close_small_042,3220030121,Dash,3220030121.0,Dash,3220040121.0,Dash,3220040121.0,Dash,path_grd_close_small_067,,3220050121.0,Dash,3220060121.0,Normal,3220050121.0,Dash,2320020221.0,Drop,path_grd_mid_elite1_802,3220030121.0,Dash,3220030121.0,Dash,3220020121.0,Normal,3320030221.0,Drop,path_grd_close_elite1_801,0.0,3220050121.0,Drop,3220050121.0,Drop,3220040121.0,Drop,2320020121.0,Drop,path_grd_mid_small_058,10.0,3220030121.0,Dash,3220060121.0,Drop,3220030121.0,Dash,3320060221.0,Drop,27,15,0,5.0,path_grd_close_small_060,,3220040121.0,Dash,3220060121.0,Dash,3220040121.0,Dash,3220060121.0,Dash,,,,,,,,,,,,,,,,,,,,
6500803,wave_eventdungeon_003,Campaign,90,5,True,False,point_grd_desert_005,point_fly_desert_005,sbg_desert_005,Desert,Day,ibg_desert_001,3320010121,path_fly_far_small_019,3210010121,Drop,3210010121.0,Drop,2210010121.0,Dash,2210010121.0,Dash,path_fly_mid_elite1_802,6.0,3210010121.0,Drop,3210010121.0,Drop,3210030121.0,Dash,1310020221.0,Dash,path_grd_mid_small_058,3220040121.0,Dash,3220040121.0,Dash,3220040121.0,Dash,2220040121.0,Dash,path_grd_mid_elite1_802,0.0,3220040121.0,Jump,3220040121.0,Jump,2220040121.0,Drop,3320010121.0,Drop,path_fly_far_small_040,6.0,2210010121.0,Dash,2210010121.0,Dash,2210010121.0,Dash,2210010121.0,Dash,0,24,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6500804,wave_eventdungeon_003,Campaign,90,5,True,False,point_grd_desert_002,point_fly_desert_002,sbg_desert_002,Desert,Day,ibg_desert_001,2310020121,path_fly_mid_elite1_802,3210020121,Dash,3210020121.0,Dash,3210010121.0,Drop,2310020221.0,Drop,path_grd_mid_elite1_802,10.0,3220060121.0,Dash,3220060121.0,Dash,2220040121.0,Drop,3320060221.0,Drop,path_fly_far_small_025,3210010121.0,Drop,3210010121.0,Drop,3210010121.0,Drop,3210010121.0,Drop,path_fly_mid_small_036,10.0,3210020121.0,Dash,3210020121.0,Dash,3210020121.0,Dash,3210020121.0,Dash,path_fly_mid_elite2_805,0.0,3210010121.0,Jump,3210010121.0,Jump,2310020221.0,Drop,2310020121.0,Drop,0,48,12,,path_grd_far_small_074,,3220060121.0,Dash,3220060121.0,Dash,3220060121.0,Dash,2220040121.0,Dash,path_fly_mid_special_047,3110010121.0,Dash,3110010121.0,Dash,3210020121.0,Drop,3210020121.0,Drop,,,,,,,,,,,
6500805,wave_eventdungeon_003,Campaign,90,5,True,False,point_grd_desert_004,point_fly_desert_004,sbg_desert_004,Desert,Day,ibg_desert_001,2320060121,path_grd_mid_small_070,3220050121,Dash,3220050121.0,Dash,3220050121.0,Dash,2220050121.0,Dash,path_fly_mid_small_039,,1210020121.0,Dash,1210020121.0,Dash,1210040121.0,Dash,1310010221.0,Dash,path_grd_mid_small_034,3220050121.0,Drop,3220050121.0,Drop,3220050121.0,Drop,2220050121.0,Dash,path_grd_mid_small_068,0.0,3220050121.0,Dash,3220050121.0,Dash,2220050121.0,Drop,2320060121.0,Drop,path_grd_mid_small_037,10.0,3220050121.0,Dash,3220050121.0,Dash,3220050121.0,Dash,2220050121.0,Normal,0,30,0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6500806,wave_eventdungeon_003,Campaign,90,5,True,False,point_grd_desert_005,point_fly_desert_005,sbg_desert_005,Desert,Day,ibg_desert_001,1310030121,path_fly_far_elite1_803,1210010121,Dash,1210010121.0,Dash,3210030121.0,Drop,3310030221.0,Drop,path_grd_mid_elite1_802,5.0,2220030121.0,Dash,2220030121.0,Dash,2220040121.0,Drop,3320070221.0,Drop,path_fly_mid_small_039,1210010121.0,Dash,1210010121.0,Dash,1210010121.0,Dash,1210010121.0,Dash,path_fly_mid_special_016,,2110010121.0,Drop,2110010121.0,Drop,2210010121.0,Drop,2210010121.0,Drop,path_fly_mid_elite2_805,0.0,1210010121.0,Jump,1210010121.0,Jump,3310020221.0,Drop,1310030121.0,Drop,0,45,15,11.0,path_grd_far_small_071,10.0,2220030121.0,Dash,2220030121.0,Dash,2220030121.0,Dash,2220040121.0,Dash,path_fly_mid_small_039,2210010121.0,Dash,2210010121.0,Dash,2210010121.0,Dash,2210010121.0,Dash,,,,,,,,,,8.0,
6500807,wave_eventdungeon_003,Campaign,90,5,True,False,point_grd_desert_001,point_fly_desert_001,sbg_desert_001,Desert,Day,ibg_desert_001,2320030121,path_grd_close_small_048,3220010121,Drop,3220010121.0,Drop,3220010121.0,Drop,2320030221.0,Drop,path_grd_mid_small_070,7.0,2220010121.0,Dash,2220010121.0,Dash,2220010121.0,Dash,3220070121.0,Dash,path_fly_close_small_029,3210020121.0,Drop,3210020121.0,Drop,3210020121.0,Drop,3210020121.0,Drop,path_grd_close_elite1_801,0.0,3220010121.0,Jump,3220010121.0,Jump,2220010121.0,Drop,2320030121.0,Drop,path_grd_mid_small_043,8.0,3220010121.0,Dash,3220010121.0,Dash,3220070121.0,Dash,3220070121.0,Dash,21,12,0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6500808,wave_eventdungeon_003,Campaign,90,5,True,False,point_grd_desert_003,point_fly_desert_003,sbg_desert_003,Desert,Day,ibg_desert_001,1320040121,path_grd_mid_small_005,1220010121,Dash,1220010121.0,Dash,3220040121.0,Dash,3220040121.0,Dash,path_grd_mid_small_070,,2220010121.0,Dash,2220050121.0,Normal,2220010121.0,Dash,3320040221.0,Drop,path_fly_mid_small_050,1210030121.0,Dash,3310010221.0,Drop,1210030121.0,Dash,1210040121.0,Normal,path_grd_mid_elite1_802,0.0,3220040121.0,Jump,3220040121.0,Jump,3220020121.0,Drop,1320040121.0,Drop,path_grd_mid_small_037,,3220040121.0,Dash,3220040121.0,Dash,2220010121.0,Dash,2220050121.0,Normal,0,44,1,,path_fly_mid_small_050,10.0,1210030121.0,Dash,3310010221.0,Drop,1210030121.0,Dash,1210040121.0,Normal,path_grd_mid_small_040,3220040121.0,Jump,3220040121.0,Jump,2220010121.0,Jump,3220020121.0,Normal,,,,,,,,,,10.0,
6500809,wave_eventdungeon_003,Campaign,90,5,True,False,point_grd_desert_004,point_fly_desert_004,sbg_desert_004,Desert,Day,ibg_desert_001,1320020121,path_grd_mid_small_070,2220010121,Drop,2220010121.0,Drop,2220010121.0,Drop,2220040121.0,Jump,path_fly_mid_small_008,7.0,2210010121.0,Dash,2210010121.0,Dash,2210010121.0,Dash,2310010221.0,Dash,path_grd_close_small_036,2220010121.0,Dash,2220010121.0,Dash,2220010121.0,Dash,2220040121.0,Dash,path_grd_mid_elite1_802,0.0,2220010121.0,Jump,2220010121.0,Jump,2220040121.0,Drop,1320020121.0,Drop,path_fly_mid_small_030,7.0,2210010121.0,Drop,2210010121.0,Drop,2210010121.0,Drop,2210010121.0,Dash,6,27,0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6500810,wave_eventdungeon_003,Campaign,90,5,True,False,point_grd_desert_004,point_fly_desert_004,sbg_desert_004,Desert,Day,ibg_desert_001,1320030121,path_fly_mid_small_024,3210010121,Drop,3210010121.0,Drop,3210010121.0,Drop,3210030121.0,Drop,path_grd_mid_elite2_805,,3220040121.0,Jump,3220040121.0,Jump,2320050221.0,Jump,2320050221.0,Jump,path_grd_far_small_071,3220040121.0,Dash,3220040121.0,Dash,3220040121.0,Dash,3220070121.0,Dash,path_grd_mid_small_043,11.0,3220040121.0,Dash,2220040121.0,Dash,3220040121.0,Dash,2220040121.0,Dash,path_grd_mid_elite3_814,0.0,3220040121.0,Dash,2320010221.0,Dash,2320010221.0,Dash,1320030121.0,Drop,0,42,6,,path_fly_mid_small_053,10.0,3210010121.0,Drop,3210010121.0,Drop,3210010121.0,Drop,3210030121.0,Dash,path_grd_mid_small_049,3220040121.0,Drop,3220040121.0,Drop,3220040121.0,Drop,3220070121.0,Drop,,,,,,,,,,,
6500811,wave_eventdungeon_003,Campaign,90,5,True,False,point_grd_desert_005,point_fly_desert_005,sbg_desert_005,Desert,Day,ibg_desert_001,1310010121,path_fly_mid_small_018,1210020121,Drop,1210020121.0,Drop,1210010121.0,Dash,1210010121.0,Dash,path_fly_close_special_044,,3210010121.0,Drop,3210010121.0,Drop,3210040121.0,Drop,1310010221.0,Drop,path_fly_mid_small_030,1210020121.0,Drop,1210020121.0,Drop,1210020121.0,Drop,3210030121.0,Drop,path_fly_close_special_046,10.0,2210020121.0,Dash,2210020121.0,Dash,3210040121.0,Drop,3210040121.0,Drop,path_fly_mid_elite2_805,0.0,1210020121.0,Dash,1210020121.0,Dash,3310030221.0,Dash,3310030221.0,Dash,51,36,0,,path_fly_close_special_046,6.0,1210020121.0,Dash,1210020121.0,Dash,1210020121.0,Drop,1310010121.0,Drop,path_fly_close_small_041,3210040121.0,Drop,3210040121.0,Drop,3210040121.0,Drop,3210040121.0,Drop,path_fly_mid_special_016,2210020121.0,Drop,2210020121.0,Drop,3210010121.0,Drop,3210030121.0,Drop,9.0,10.0
6500812,wave_eventdungeon_003,Campaign,180,5,False,False,point_grd_desert_004_midclear,point_fly_desert_004,sbg_desert_004_midclear,Desert,Day,ibg_desert_basedefense_001,3420040121,path_grd_mid_centurion_901,3420040121,Normal,,,,,,,path_grd_close_small_001,,3220050121.0,Drop,3220050121.0,Drop,3220060121.0,Drop,3220060121.0,Drop,path_grd_mid_special_025,1120010121.0,Drop,2120010121.0,Drop,2120010121.0,Drop,3220050121.0,Drop,path_grd_mid_elite1_802,3.0,1120010121.0,Dash,3220030121.0,Dash,3220030121.0,Dash,1320060221.0,Dash,path_fly_close_small_038,,3210020121.0,Jump,1210020121.0,Jump,1210020121.0,Jump,1210020121.0,Jump,13,36,0,4.0,path_fly_mid_small_033,,2210020121.0,Drop,2210020121.0,Drop,3110010121.0,Drop,3110010121.0,Drop,path_grd_mid_small_008,2220010121.0,Dash,2220010121.0,Dash,1120010121.0,Dash,2320020221.0,Dash,,,,,,,,,,,
6500813,wave_eventdungeon_003,Campaign,90,7,True,False,point_grd_desert_002,point_fly_desert_002,sbg_desert_002,Desert,Day,ibg_desert_001,2320050121,path_grd_close_small_048,1220040121,Drop,1220040121.0,Drop,1220040121.0,Drop,2320050221.0,Drop,path_grd_close_small_069,,1220040121.0,Dash,1220040121.0,Dash,1220040121.0,Dash,1220050121.0,Drop,path_fly_mid_small_039,3210040121.0,Dash,3210040121.0,Dash,3210040121.0,Dash,3210040121.0,Dash,path_grd_close_elite1_801,0.0,3120010121.0,Dash,3120010121.0,Dash,1220050121.0,Drop,2320050121.0,Drop,path_grd_close_special_064,6.0,2120010121.0,Dash,2120010121.0,Dash,1220050121.0,Drop,1220050121.0,Drop,42,6,0,4.0,path_grd_close_small_042,3.0,1220050121.0,Dash,1220050121.0,Dash,1220050121.0,Dash,1220050121.0,Dash,,,,,,,,,,,,,,,,,,,,
6500814,wave_eventdungeon_003,Campaign,90,7,True,False,point_grd_desert_001,point_fly_desert_001,sbg_desert_001,Desert,Day,ibg_desert_001,3320070121,path_fly_mid_small_021,1210010121,Drop,1210010121.0,Drop,1210010121.0,Drop,1210010121.0,Drop,path_grd_close_elite2_804,,2220030121.0,Dash,2220030121.0,Dash,2320050221.0,Jump,2320050221.0,Jump,path_grd_far_small_044,2220030121.0,Dash,2220030121.0,Dash,2220030121.0,Dash,2220030121.0,Dash,path_fly_mid_small_039,10.0,1210010121.0,Drop,1210010121.0,Drop,1210010121.0,Drop,1210010121.0,Drop,path_grd_mid_special_065,0.0,2220030121.0,Dash,2220030121.0,Dash,2220030121.0,Drop,3320070121.0,Drop,9,36,12,,path_fly_mid_elite1_802,10.0,1210010121.0,Dash,1210010121.0,Dash,3210030121.0,Drop,1310030221.0,Drop,path_grd_far_small_044,3220060121.0,Dash,3220060121.0,Dash,3220060121.0,Dash,3220060121.0,Dash,,,,,,,,,,5.0,
6500815,wave_eventdungeon_003,Campaign,90,7,True,False,point_grd_desert_003,point_fly_desert_003,sbg_desert_003,Desert,Day,ibg_desert_001,3320050121,path_grd_close_small_067,3220030121,Dash,3220030121.0,Dash,3220030121.0,Drop,2320020221.0,Drop,path_grd_mid_small_012,,3220030121.0,Dash,3220030121.0,Dash,1220050121.0,Dash,1220050121.0,Dash,path_grd_mid_small_046,1220050121.0,Drop,1220050121.0,Drop,1220050121.0,Drop,1220050121.0,Drop,path_grd_close_elite1_801,0.0,2120010121.0,Jump,2120010121.0,Jump,2220040121.0,Drop,3320050121.0,Drop,path_grd_mid_small_043,6.0,1220050121.0,Dash,1220050121.0,Dash,1220050121.0,Dash,1220050121.0,Dash,30,18,0,4.0,path_grd_close_special_064,3.0,2120010121.0,Dash,2120010121.0,Dash,1220050121.0,Drop,1220050121.0,Drop,,,,,,,,,,,,,,,,,,,,
6500816,wave_eventdungeon_003,Campaign,90,7,True,False,point_grd_desert_004,point_fly_desert_004,sbg_desert_004,Desert,Day,ibg_desert_001,1320030121,path_grd_close_small_001,3220050121,Dash,3220050121.0,Dash,3220050121.0,Drop,3220020121.0,Drop,path_grd_mid_special_065,,1220020121.0,Dash,1220020121.0,Dash,3220050121.0,Drop,3320040221.0,Drop,path_grd_close_small_042,2220010121.0,Dash,2220010121.0,Dash,2220010121.0,Dash,2220010121.0,Dash,path_grd_mid_special_025,12.0,3220050121.0,Jump,3220050121.0,Jump,2220010121.0,Drop,3220020121.0,Drop,path_grd_close_elite2_807,0.0,2220010121.0,Jump,2220010121.0,Jump,2320020221.0,Drop,1320030121.0,Drop,27,60,0,,path_grd_mid_special_065,9.0,1220020121.0,Dash,1220020121.0,Dash,2220010121.0,Drop,3220020121.0,Drop,path_grd_close_small_048,3220050121.0,Drop,3220050121.0,Drop,3220050121.0,Drop,3220050121.0,Drop,path_grd_mid_special_065,1220020121.0,Jump,1220020121.0,Jump,2220010121.0,Drop,3220020121.0,Drop,9.0,10.0
6500817,wave_eventdungeon_003,Campaign,90,7,True,False,point_grd_desert_005,point_fly_desert_005,sbg_desert_005,Desert,Day,ibg_desert_001,3310020121,path_grd_far_small_003,2220030121,Drop,2220030121.0,Drop,3220070121.0,Dash,3220070121.0,Dash,path_grd_mid_elite1_802,6.0,2220030121.0,Drop,2220030121.0,Drop,3220070121.0,Drop,3320060221.0,Drop,path_grd_far_small_044,2220030121.0,Dash,2220030121.0,Dash,3220070121.0,Dash,3220070121.0,Dash,path_fly_mid_special_047,0.0,2110010121.0,Dash,2110010121.0,Dash,3210040121.0,Drop,3310020121.0,Drop,path_grd_far_small_044,9.0,2220030121.0,Dash,2220030121.0,Dash,3220070121.0,Dash,3220070121.0,Dash,0,24,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
