stage_id,group_id,spot_mod,battle_time,monster_count,use_intro_scene,wave_repeat,point_data,point_data_fly,background_name,theme,theme_time,stage_info_bg,target_list/0,wave_data/0/wave_path,wave_data/0/wave_monster_list/0/wave_monster_id,wave_data/0/wave_monster_list/0/spawn_type,wave_data/0/wave_monster_list/1/wave_monster_id,wave_data/0/wave_monster_list/1/spawn_type,wave_data/0/wave_monster_list/2/wave_monster_id,wave_data/0/wave_monster_list/2/spawn_type,wave_data/0/wave_monster_list/3/wave_monster_id,wave_data/0/wave_monster_list/3/spawn_type,wave_data/1/wave_path,wave_data/1/private_monster_count,wave_data/1/wave_monster_list/0/wave_monster_id,wave_data/1/wave_monster_list/0/spawn_type,wave_data/1/wave_monster_list/1/wave_monster_id,wave_data/1/wave_monster_list/1/spawn_type,wave_data/1/wave_monster_list/2/wave_monster_id,wave_data/1/wave_monster_list/2/spawn_type,wave_data/1/wave_monster_list/3/wave_monster_id,wave_data/1/wave_monster_list/3/spawn_type,wave_data/2/wave_path,wave_data/2/private_monster_count,wave_data/2/wave_monster_list/0/wave_monster_id,wave_data/2/wave_monster_list/0/spawn_type,wave_data/2/wave_monster_list/1/wave_monster_id,wave_data/2/wave_monster_list/1/spawn_type,wave_data/2/wave_monster_list/2/wave_monster_id,wave_data/2/wave_monster_list/2/spawn_type,wave_data/2/wave_monster_list/3/wave_monster_id,wave_data/2/wave_monster_list/3/spawn_type,wave_data/3/wave_path,wave_data/3/private_monster_count,wave_data/3/wave_monster_list/0/wave_monster_id,wave_data/3/wave_monster_list/0/spawn_type,wave_data/3/wave_monster_list/1/wave_monster_id,wave_data/3/wave_monster_list/1/spawn_type,wave_data/3/wave_monster_list/2/wave_monster_id,wave_data/3/wave_monster_list/2/spawn_type,wave_data/3/wave_monster_list/3/wave_monster_id,wave_data/3/wave_monster_list/3/spawn_type,wave_data/4/wave_path,wave_data/4/private_monster_count,wave_data/4/wave_monster_list/0/wave_monster_id,wave_data/4/wave_monster_list/0/spawn_type,wave_data/4/wave_monster_list/1/wave_monster_id,wave_data/4/wave_monster_list/1/spawn_type,wave_data/4/wave_monster_list/2/wave_monster_id,wave_data/4/wave_monster_list/2/spawn_type,wave_data/4/wave_monster_list/3/wave_monster_id,wave_data/4/wave_monster_list/3/spawn_type,wave_data/5/wave_path,wave_data/5/wave_monster_list/0/wave_monster_id,wave_data/5/wave_monster_list/0/spawn_type,wave_data/5/wave_monster_list/1/wave_monster_id,wave_data/5/wave_monster_list/1/spawn_type,wave_data/5/wave_monster_list/2/wave_monster_id,wave_data/5/wave_monster_list/2/spawn_type,wave_data/5/wave_monster_list/3/wave_monster_id,wave_data/5/wave_monster_list/3/spawn_type,close_monster_count,mid_monster_count,far_monster_count,wave_data/5/private_monster_count,wave_data/6/wave_path,wave_data/6/wave_monster_list/0/wave_monster_id,wave_data/6/wave_monster_list/0/spawn_type,wave_data/6/wave_monster_list/1/wave_monster_id,wave_data/6/wave_monster_list/1/spawn_type,wave_data/6/wave_monster_list/2/wave_monster_id,wave_data/6/wave_monster_list/2/spawn_type,wave_data/6/wave_monster_list/3/wave_monster_id,wave_data/6/wave_monster_list/3/spawn_type,wave_data/6/private_monster_count,wave_data/7/wave_path,wave_data/7/private_monster_count,wave_data/7/wave_monster_list/0/wave_monster_id,wave_data/7/wave_monster_list/0/spawn_type,wave_data/7/wave_monster_list/1/wave_monster_id,wave_data/7/wave_monster_list/1/spawn_type,wave_data/7/wave_monster_list/2/wave_monster_id,wave_data/7/wave_monster_list/2/spawn_type,wave_data/7/wave_monster_list/3/wave_monster_id,wave_data/7/wave_monster_list/3/spawn_type,wave_data/8/wave_path,wave_data/8/private_monster_count,wave_data/8/wave_monster_list/0/wave_monster_id,wave_data/8/wave_monster_list/0/spawn_type,wave_data/8/wave_monster_list/1/wave_monster_id,wave_data/8/wave_monster_list/1/spawn_type,wave_data/8/wave_monster_list/2/wave_monster_id,wave_data/8/wave_monster_list/2/spawn_type,wave_data/8/wave_monster_list/3/wave_monster_id,wave_data/8/wave_monster_list/3/spawn_type
6501921,wave_eventdungeon_009,Campaign,90,7,True,False,point_grd_arkcityday_005,point_fly_arkcityday_005,sbg_arkcityday_005,ArkCityDay,Day,ibg_arkcityday_001,2310040141,path_grd_mid_small_002,3220050141,Jump,3220050141.0,Jump,3220050141.0,Jump,3220050141.0,Jump,path_fly_mid_elite2_808,5.0,1210030141.0,Drop,1210030141.0,Drop,2310040241.0,Drop,2310040241.0,Drop,path_grd_mid_small_058,9.0,3220050141.0,Drop,3220050141.0,Drop,3220050141.0,Drop,2320030241.0,Drop,path_fly_mid_small_050,,1210030141.0,Dash,1210030141.0,Dash,1210030141.0,Dash,1210040141.0,Normal,path_grd_mid_small_055,0.0,3220050141.0,Drop,3220050141.0,Drop,3220050141.0,Drop,2320030241.0,Drop,path_fly_mid_elite2_808,1210030141.0,Drop,1210030141.0,Drop,2310040241.0,Drop,2310040141.0,Drop,0,54,0,,path_fly_mid_small_050,1210030141.0,Dash,1210030141.0,Dash,1210030141.0,Dash,1210040141.0,Normal,,path_grd_mid_small_058,,3220050141.0,Drop,3220050141.0,Drop,3220050141.0,Drop,2320030241.0,Drop,,,,,,,,,,
6501922,wave_eventdungeon_009,Campaign,90,5,True,False,point_grd_arkcityday_004,point_fly_arkcityday_004,sbg_arkcityday_004,ArkCityDay,Day,ibg_arkcityday_001,2320030141,path_grd_close_small_067,3220030141,Dash,3220030141.0,Dash,3220030141.0,Drop,2320020241.0,Drop,path_grd_mid_small_012,,3220030141.0,Dash,3220030141.0,Dash,1220050141.0,Dash,1220050141.0,Dash,path_grd_mid_small_046,4.0,1220050141.0,Drop,1220050141.0,Drop,1220050141.0,Drop,1220050141.0,Drop,path_grd_close_elite1_801,0.0,2120010141.0,Jump,2120010141.0,Jump,2220040141.0,Drop,3320050241.0,Drop,path_grd_mid_small_043,6.0,1220050141.0,Dash,1220050141.0,Dash,1220050141.0,Dash,2320030141.0,Dash,path_grd_close_special_064,2120010141.0,Dash,2120010141.0,Dash,1220050141.0,Drop,1220050141.0,Drop,30,18,0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6501923,wave_eventdungeon_009,Campaign,90,7,True,False,point_grd_arkcityday_005,point_fly_arkcityday_005,sbg_arkcityday_005,ArkCityDay,Day,ibg_arkcityday_001,3320020141,path_grd_mid_elite1_802,3220060141,Dash,3220060141.0,Dash,3220070141.0,Drop,3320030241.0,Dash,path_grd_far_small_059,6.0,3220060141.0,Dash,3220060141.0,Dash,3220060141.0,Dash,1320010241.0,Dash,path_fly_mid_special_047,9.0,2110010141.0,Dash,2110010141.0,Dash,1210010141.0,Drop,1210010141.0,Drop,path_grd_far_small_044,12.0,3220070141.0,Dash,3220060141.0,Dash,3220070141.0,Dash,3220060141.0,Dash,path_fly_mid_elite2_808,0.0,1210010141.0,Dash,1210010141.0,Dash,3310030241.0,Dash,3310030241.0,Dash,path_grd_far_elite1_803,3220060141.0,Jump,3220060141.0,Jump,3220070141.0,Drop,3320020141.0,Drop,0,48,21,8.0,path_grd_mid_special_065,3220060141.0,Dash,3220060141.0,Dash,3220070141.0,Dash,3220070141.0,Dash,,,,,,,,,,,,,,,,,,,,,
6501924,wave_eventdungeon_009,Campaign,180,7,False,False,point_grd_arkcitydayeba003_001,point_fly_arkcitydayeba003_001,sbg_arkcitydayeba003_001,ArkCityDay,Day,ibg_arkcityday_001,2420020141,path_grd_mid_centurion_901,2420020141,Normal,,,,,,,path_grd_close_small_001,,1120010141.0,Drop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6501925,wave_eventdungeon_009,Campaign,180,6,False,False,point_grd_alteisen_01,point_fly_alteisen_01,sbg_desertmbg001_001,Desertmbg001,Day,ibg_desert_001,35200104,b_g_alteisen_01,35200104,Normal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6501926,wave_eventdungeon_009,Campaign,180,6,False,False,point_grd_alteisen_01,point_fly_alteisen_01,sbg_desertmbg001_001,Desertmbg001,Day,ibg_desert_001,35200104,b_g_alteisen_01,35200104,Normal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6501927,wave_eventdungeon_009,Campaign,180,6,False,False,point_grd_alteisen_01,point_fly_alteisen_01,sbg_desertmbg001_001,Desertmbg001,Day,ibg_desert_001,35200104,b_g_alteisen_01,35200104,Normal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6501928,wave_eventdungeon_009,Campaign,180,6,False,False,point_grd_alteisen_01,point_fly_alteisen_01,sbg_desertmbg001_001,Desertmbg001,Day,ibg_desert_001,35200104,b_g_alteisen_01,35200104,Normal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6501929,wave_eventdungeon_009,Campaign,180,6,False,False,point_grd_alteisen_01,point_fly_alteisen_01,sbg_desertmbg001_001,Desertmbg001,Day,ibg_desert_001,35200104,b_g_alteisen_01,35200104,Normal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6501930,wave_eventdungeon_009,Campaign,180,6,False,False,point_grd_alteisen_01,point_fly_alteisen_01,sbg_desertmbg001_001,Desertmbg001,Day,ibg_desert_001,35200104,b_g_alteisen_01,35200104,Normal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6501931,wave_eventdungeon_009,Campaign,180,6,False,False,point_grd_alteisen_01,point_fly_alteisen_01,sbg_desertmbg001_001,Desertmbg001,Day,ibg_desert_001,35200104,b_g_alteisen_01,35200104,Normal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6501932,wave_eventdungeon_009,Campaign,180,6,False,False,point_grd_alteisen_01,point_fly_alteisen_01,sbg_desertmbg001_001,Desertmbg001,Day,ibg_desert_001,35200104,b_g_alteisen_01,35200104,Normal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6501933,wave_eventdungeon_009,Campaign,180,6,False,False,point_grd_alteisen_01,point_fly_alteisen_01,sbg_desertmbg001_001,Desertmbg001,Day,ibg_desert_001,35200104,b_g_alteisen_01,35200104,Normal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6501934,wave_eventdungeon_009,Campaign,180,6,False,False,point_grd_alteisen_01,point_fly_alteisen_01,sbg_desertmbg001_001,Desertmbg001,Day,ibg_desert_001,35200104,b_g_alteisen_01,35200104,Normal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6501935,wave_eventdungeon_009,Campaign,180,6,False,False,point_grd_alteisen_01,point_fly_alteisen_01,sbg_desertmbg001_001,Desertmbg001,Day,ibg_desert_001,35200104,b_g_alteisen_01,35200104,Normal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6501936,wave_eventdungeon_009,Campaign,180,6,False,False,point_grd_alteisen_01,point_fly_alteisen_01,sbg_desertmbg001_001,Desertmbg001,Day,ibg_desert_001,35200104,b_g_alteisen_01,35200104,Normal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6501937,wave_eventdungeon_009,Campaign,180,6,False,False,point_grd_alteisen_01,point_fly_alteisen_01,sbg_desertmbg001_001,Desertmbg001,Day,ibg_desert_001,35200104,b_g_alteisen_01,35200104,Normal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6501938,wave_eventdungeon_009,Campaign,180,6,False,False,point_grd_alteisen_01,point_fly_alteisen_01,sbg_desertmbg001_001,Desertmbg001,Day,ibg_desert_001,35200104,b_g_alteisen_01,35200104,Normal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6502001,wave_eventdungeon_009,Campaign,90,5,True,False,point_grd_arkcityday_001,point_fly_arkcityday_001,sbg_arkcityday_001,ArkCityDay,Day,ibg_arkcityday_001,3320010121,path_grd_close_small_001,3220050121,Drop,3220050121.0,Drop,3120010121.0,Dash,3120010121.0,Dash,path_grd_close_small_013,4.0,3220040121.0,Jump,3220040121.0,Jump,3220040121.0,Jump,2320010221.0,Jump,path_fly_mid_small_050,8.0,1210030121.0,Dash,1210030121.0,Dash,1210030121.0,Dash,1210040121.0,Dash,path_grd_close_elite1_801,0.0,3220050121.0,Dash,3220050121.0,Dash,3220040121.0,Drop,3320010121.0,Drop,path_grd_mid_small_043,,3220040121.0,Dash,3220040121.0,Dash,3220040121.0,Dash,3220040121.0,Dash,,,,,,,,,,21,8,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6502002,wave_eventdungeon_009,Campaign,90,5,True,False,point_grd_arkcityday_003,point_fly_arkcityday_003,sbg_arkcityday_003,ArkCityDay,Day,ibg_arkcityday_001,3320070121,path_grd_mid_small_049,1220060121,Dash,1220060121.0,Dash,1220060121.0,Dash,2220040121.0,Dash,path_fly_mid_elite1_802,7.0,1210020121.0,Drop,1210020121.0,Drop,1210020121.0,Drop,1310030221.0,Drop,path_grd_mid_small_058,,2220030121.0,Dash,2220030121.0,Dash,2220030121.0,Dash,2220040121.0,Dash,path_grd_mid_elite1_802,0.0,1220060121.0,Dash,1220060121.0,Dash,2220030121.0,Drop,3320070121.0,Drop,path_fly_close_small_023,6.0,3210020121.0,Jump,3210020121.0,Jump,3210020121.0,Jump,3210030121.0,Dash,,,,,,,,,,6,30,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6502003,wave_eventdungeon_009,Campaign,90,5,True,False,point_grd_arkcityday_005,point_fly_arkcityday_005,sbg_arkcityday_005,ArkCityDay,Day,ibg_arkcityday_001,2320030121,path_grd_close_small_067,3220030121,Dash,3220030121.0,Dash,3220030121.0,Drop,2320020221.0,Drop,path_grd_mid_small_012,,3220030121.0,Dash,3220030121.0,Dash,1220050121.0,Dash,1220050121.0,Dash,path_grd_mid_small_046,4.0,1220050121.0,Drop,1220050121.0,Drop,1220050121.0,Drop,1220050121.0,Drop,path_grd_close_elite1_801,0.0,2120010121.0,Jump,2120010121.0,Jump,2220040121.0,Drop,3320050221.0,Drop,path_grd_mid_small_043,6.0,1220050121.0,Dash,1220050121.0,Dash,1220050121.0,Dash,2320030121.0,Dash,path_grd_close_special_064,2120010121.0,Dash,2120010121.0,Dash,1220050121.0,Drop,1220050121.0,Drop,20,28,0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6502004,wave_eventdungeon_009,Campaign,90,5,True,False,point_grd_arkcityday_004,point_fly_arkcityday_004,sbg_arkcityday_004,ArkCityDay,Day,ibg_arkcityday_001,1310020121,path_fly_mid_small_018,3210010121,Drop,3210010121.0,Drop,2110010121.0,Dash,2110010121.0,Dash,path_fly_close_small_029,6.0,2210010121.0,Drop,2210010121.0,Drop,2210010121.0,Drop,1310030221.0,Drop,path_grd_close_small_013,,2220020121.0,Dash,2220020121.0,Dash,2220020121.0,Dash,2220020121.0,Dash,path_fly_close_elite1_801,0.0,3210010121.0,Dash,3210010121.0,Dash,2210010121.0,Drop,1310020121.0,Drop,path_fly_mid_small_039,7.0,2210010121.0,Dash,2210010121.0,Dash,2210010121.0,Dash,2210010121.0,Dash,,,,,,,,,,21,12,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6502005,wave_eventdungeon_009,Campaign,90,5,True,False,point_grd_arkcityday_002,point_fly_arkcityday_002,sbg_arkcityday_002,ArkCityDay,Day,ibg_arkcityday_001,2320050121,path_grd_far_small_003,2220010121,Drop,2220010121.0,Drop,3220060121.0,Dash,3220060121.0,Dash,path_grd_mid_elite1_802,7.0,2220010121.0,Jump,2220010121.0,Jump,3220060121.0,Drop,2320050221.0,Drop,path_fly_mid_special_016,4.0,3110010121.0,Drop,3110010121.0,Drop,2210010121.0,Drop,2210010121.0,Drop,path_grd_mid_elite1_802,0.0,2220010121.0,Dash,2220010121.0,Dash,3220060121.0,Drop,2320050121.0,Drop,path_grd_far_small_044,10.0,3220060121.0,Dash,3220060121.0,Dash,3220060121.0,Dash,3220060121.0,Dash,path_grd_mid_special_025,3120010121.0,Jump,3120010121.0,Jump,3120010121.0,Drop,3120010121.0,Drop,0,48,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6502006,wave_eventdungeon_009,Campaign,90,5,True,False,point_grd_arkcityday_005,point_fly_arkcityday_005,sbg_arkcityday_005,ArkCityDay,Day,ibg_arkcityday_001,2320050121,path_grd_close_small_048,1220040121,Drop,1220040121.0,Drop,1220040121.0,Drop,2320050221.0,Drop,path_grd_close_small_069,,1220040121.0,Dash,1220040121.0,Dash,1220040121.0,Dash,1220050121.0,Drop,path_fly_mid_small_039,4.0,3210040121.0,Dash,3210040121.0,Dash,3210040121.0,Dash,3210040121.0,Dash,path_grd_close_elite1_801,0.0,3120010121.0,Dash,3120010121.0,Dash,1220050121.0,Drop,2320010221.0,Drop,path_grd_close_special_064,6.0,2120010121.0,Dash,2120010121.0,Dash,1220050121.0,Drop,2320050121.0,Drop,path_grd_close_small_042,1220050121.0,Dash,1220050121.0,Dash,1220050121.0,Dash,1220050121.0,Dash,29,19,0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6502007,wave_eventdungeon_009,Campaign,90,5,True,False,point_grd_arkcityday_003,point_fly_arkcityday_003,sbg_arkcityday_003,ArkCityDay,Day,ibg_arkcityday_001,1320040121,path_grd_mid_small_049,3120010121,Drop,3120010121.0,Drop,3120010121.0,Drop,2220040121.0,Dash,path_grd_close_small_054,7.0,1220040121.0,Drop,1220040121.0,Drop,1220040121.0,Drop,2320050221.0,Drop,path_fly_mid_small_039,4.0,3210020121.0,Dash,3210020121.0,Dash,3210020121.0,Dash,3210020121.0,Dash,path_grd_close_elite1_801,0.0,1220040121.0,Jump,1220040121.0,Jump,2220040121.0,Dash,1320040121.0,Drop,path_grd_mid_small_070,7.0,1220040121.0,Dash,1220040121.0,Dash,1220040121.0,Dash,3220020121.0,Dash,,,,,,,,,,15,18,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6502008,wave_eventdungeon_009,Campaign,90,5,True,False,point_grd_arkcityday_002,point_fly_arkcityday_002,sbg_arkcityday_002,ArkCityDay,Day,ibg_arkcityday_001,3320030121,path_grd_mid_small_040,1220060121,Dash,1220060121.0,Dash,1220060121.0,Dash,1220060121.0,Dash,path_fly_mid_small_005,7.0,1210020121.0,Dash,1210020121.0,Dash,1210020121.0,Dash,1210040121.0,Dash,path_fly_mid_small_050,7.0,1210030121.0,Dash,1210030121.0,Dash,1210030121.0,Dash,1210040121.0,Dash,path_fly_mid_elite1_802,0.0,3210010121.0,Dash,3210010121.0,Dash,1210010121.0,Drop,1310010221.0,Drop,path_grd_mid_small_043,7.0,2220030121.0,Jump,3220020121.0,Jump,2220030121.0,Jump,3320030121.0,Dash,,,,,,,,,,0,33,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6502009,wave_eventdungeon_009,Campaign,90,5,True,False,point_grd_arkcityday_002,point_fly_arkcityday_002,sbg_arkcityday_002,ArkCityDay,Day,ibg_arkcityday_001,3320010121,path_grd_mid_special_025,1120010121,Jump,1120010121.0,Jump,3220050121.0,Drop,2320050221.0,Drop,path_fly_close_small_029,7.0,3210010121.0,Dash,3210010121.0,Dash,3210010121.0,Dash,3210030121.0,Dash,path_grd_mid_small_058,7.0,3220040121.0,Dash,3220040121.0,Dash,3220040121.0,Dash,3220040121.0,Dash,path_grd_mid_elite1_802,0.0,3220050121.0,Dash,3220050121.0,Dash,2220040121.0,Drop,2320050221.0,Drop,path_grd_close_small_045,6.0,3220040121.0,Jump,3220040121.0,Jump,3220040121.0,Jump,3320010121.0,Dash,,,,,,,,,,12,30,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6502010,wave_eventdungeon_009,Campaign,90,5,True,False,point_grd_arkcityday_004,point_fly_arkcityday_004,sbg_arkcityday_004,ArkCityDay,Day,ibg_arkcityday_001,2310020121,path_fly_mid_small_039,1210020121,Dash,1210020121.0,Dash,1210020121.0,Dash,1210020121.0,Dash,path_grd_mid_special_025,7.0,3120010121.0,Jump,3120010121.0,Jump,1220030121.0,Drop,1320010221.0,Drop,path_grd_far_small_044,7.0,1220030121.0,Dash,1220030121.0,Dash,3220070121.0,Dash,3220070121.0,Dash,path_fly_mid_elite1_802,0.0,1210020121.0,Dash,1210020121.0,Dash,3210030121.0,Drop,2310020121.0,Drop,path_grd_far_small_071,7.0,1220030121.0,Jump,1220030121.0,Jump,1220030121.0,Jump,2220040121.0,Jump,,,,,,,,,,0,30,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6502011,wave_eventdungeon_009,Campaign,90,5,True,False,point_grd_arkcityday_004,point_fly_arkcityday_004,sbg_arkcityday_004,ArkCityDay,Day,ibg_arkcityday_001,1320060121,path_grd_far_small_059,3220040121,Dash,3220040121.0,Dash,3220040121.0,Dash,2220040121.0,Dash,path_grd_mid_elite1_802,7.0,3220040121.0,Drop,3220040121.0,Drop,1220050121.0,Dash,1320060221.0,Dash,path_fly_mid_small_005,,3210020121.0,Dash,3210020121.0,Dash,3210020121.0,Dash,3210030121.0,Dash,path_grd_mid_elite1_802,0.0,3220040121.0,Dash,3220040121.0,Dash,2220040121.0,Drop,2320030221.0,Drop,path_grd_far_small_074,10.0,3220040121.0,Dash,2220040121.0,Dash,3220040121.0,Dash,1320060121.0,Dash,,,,,,,,,,0,24,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6502012,wave_eventdungeon_009,Campaign,180,6,False,False,point_grd_arkcityday_004_midclear,point_fly_arkcityday_004,sbg_arkcityday_004_midclear,ArkCityDay,Day,ibg_arkcityday_basedefense_001,2420050121,path_grd_mid_centurion_902,2420050121,Normal,,,,,,,path_fly_mid_small_033,,1210020121.0,Drop,1210020121.0,Drop,1210020121.0,Drop,1210020121.0,Drop,path_grd_mid_elite1_802,4.0,2120010121.0,Dash,2120010121.0,Dash,3220050121.0,Dash,3220050121.0,Dash,path_fly_mid_elite1_802,4.0,1210020121.0,Drop,1210010121.0,Drop,1210020121.0,Drop,1310030221.0,Drop,path_grd_mid_small_075,,3120010121.0,Dash,3120010121.0,Jump,2220010121.0,Jump,2220040121.0,Dash,path_grd_mid_small_055,2220020121.0,Dash,2220030121.0,Dash,2220030121.0,Dash,2220020121.0,Drop,1,42,0,,path_grd_mid_small_011,2120010121.0,Drop,2120010121.0,Drop,2120010121.0,Drop,2320050221.0,Drop,4.0,,,,,,,,,,,,,,,,,,,,
6502013,wave_eventdungeon_009,Campaign,90,7,True,False,point_grd_arkcityday_001,point_fly_arkcityday_001,sbg_arkcityday_001,ArkCityDay,Day,ibg_arkcityday_001,3320080121,path_grd_close_small_001,3220050121,Drop,3220050121.0,Drop,1220060121.0,Dash,1220060121.0,Dash,path_grd_mid_elite1_802,7.0,3220050121.0,Dash,3220050121.0,Dash,3220020121.0,Drop,3320080221.0,Drop,path_fly_mid_small_030,,1210020121.0,Drop,1210020121.0,Drop,1210020121.0,Drop,1210020121.0,Drop,path_grd_close_elite1_801,0.0,1220060121.0,Jump,1220060121.0,Jump,3220020121.0,Drop,3320070221.0,Drop,path_grd_mid_small_049,10.0,3220050121.0,Jump,3220050121.0,Jump,3220050121.0,Jump,3320080121.0,Drop,,,,,,,,,,15,14,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6502014,wave_eventdungeon_009,Campaign,90,7,True,False,point_grd_arkcityday_003,point_fly_arkcityday_003,sbg_arkcityday_003,ArkCityDay,Day,ibg_arkcityday_001,3310040121,path_grd_close_small_004,2220010121,Jump,1120010121.0,Jump,2220010121.0,Jump,1120010121.0,Jump,path_fly_mid_special_016,,3110010121.0,Drop,3210020121.0,Drop,3210030121.0,Drop,3310040221.0,Drop,path_grd_mid_special_025,10.0,2220010121.0,Jump,1120010121.0,Jump,2220030121.0,Jump,2220040121.0,Jump,path_fly_far_special_045,0.0,3110010121.0,Drop,3210020121.0,Drop,3210030121.0,Drop,3310040121.0,Drop,path_grd_close_small_048,9.0,3220020121.0,Dash,2220010121.0,Dash,2220010121.0,Dash,2220010121.0,Dash,path_grd_mid_special_065,2220010121.0,Drop,2220030121.0,Drop,1120010121.0,Drop,3220020121.0,Drop,18,45,15,8.0,path_grd_close_small_042,3220050121.0,Dash,3220050121.0,Dash,3220040121.0,Dash,3220040121.0,Dash,,,,,,,,,,,,,,,,,,,,,
6502015,wave_eventdungeon_009,Campaign,90,7,True,False,point_grd_arkcityday_005,point_fly_arkcityday_005,sbg_arkcityday_005,ArkCityDay,Day,ibg_arkcityday_001,3320070121,path_grd_close_small_007,3220050121,Drop,3220050121.0,Drop,2220010121.0,Drop,2220010121.0,Drop,path_grd_mid_elite2_805,,3220050121.0,Dash,3220050121.0,Dash,2320010221.0,Dash,2320010221.0,Dash,path_fly_mid_special_016,8.0,3110010121.0,Drop,3110010121.0,Drop,3110010121.0,Drop,3210030121.0,Drop,path_grd_close_small_013,12.0,2220010121.0,Dash,2220010121.0,Dash,2220010121.0,Dash,2220040121.0,Dash,path_grd_mid_elite2_808,0.0,2220030121.0,Dash,2220030121.0,Dash,2320020221.0,Drop,3320070121.0,Drop,path_fly_close_small_029,3210010121.0,Drop,3210010121.0,Drop,3210010121.0,Drop,3210030121.0,Drop,15,51,0,,path_grd_mid_special_065,2220030121.0,Dash,2220030121.0,Dash,3220050121.0,Drop,2220040121.0,Drop,5.0,,,,,,,,,,,,,,,,,,,,
