stage_id,group_id,spot_mod,battle_time,monster_count,use_intro_scene,wave_repeat,point_data,point_data_fly,background_name,theme,theme_time,stage_info_bg,close_monster_count,mid_monster_count,far_monster_count,target_list/0,wave_data/0/wave_path,wave_data/1/wave_path,wave_data/1/private_monster_count,wave_data/2/wave_path,wave_data/2/private_monster_count,wave_data/3/wave_path,wave_data/3/private_monster_count,wave_data/4/wave_path,wave_data/4/private_monster_count,wave_data/5/wave_path,wave_data/5/private_monster_count,wave_data/6/wave_path,wave_data/6/private_monster_count,wave_data/7/wave_path,wave_data/7/private_monster_count,wave_data/8/wave_path,wave_data/8/private_monster_count,wave_data/9/wave_path,wave_data/9/private_monster_count,wave_data/0/wave_monster_list/0/wave_monster_id,wave_data/0/wave_monster_list/0/spawn_type,wave_data/0/wave_monster_list/1/wave_monster_id,wave_data/0/wave_monster_list/1/spawn_type,wave_data/0/wave_monster_list/2/wave_monster_id,wave_data/0/wave_monster_list/2/spawn_type,wave_data/0/wave_monster_list/3/wave_monster_id,wave_data/0/wave_monster_list/3/spawn_type,wave_data/1/wave_monster_list/0/wave_monster_id,wave_data/1/wave_monster_list/0/spawn_type,wave_data/1/wave_monster_list/1/wave_monster_id,wave_data/1/wave_monster_list/1/spawn_type,wave_data/1/wave_monster_list/2/wave_monster_id,wave_data/1/wave_monster_list/2/spawn_type,wave_data/1/wave_monster_list/3/wave_monster_id,wave_data/1/wave_monster_list/3/spawn_type,wave_data/2/wave_monster_list/0/wave_monster_id,wave_data/2/wave_monster_list/0/spawn_type,wave_data/2/wave_monster_list/1/wave_monster_id,wave_data/2/wave_monster_list/1/spawn_type,wave_data/2/wave_monster_list/2/wave_monster_id,wave_data/2/wave_monster_list/2/spawn_type,wave_data/2/wave_monster_list/3/wave_monster_id,wave_data/2/wave_monster_list/3/spawn_type,wave_data/3/wave_monster_list/0/wave_monster_id,wave_data/3/wave_monster_list/0/spawn_type,wave_data/3/wave_monster_list/1/wave_monster_id,wave_data/3/wave_monster_list/1/spawn_type,wave_data/3/wave_monster_list/2/wave_monster_id,wave_data/3/wave_monster_list/2/spawn_type,wave_data/3/wave_monster_list/3/wave_monster_id,wave_data/3/wave_monster_list/3/spawn_type,wave_data/4/wave_monster_list/0/wave_monster_id,wave_data/4/wave_monster_list/0/spawn_type,wave_data/4/wave_monster_list/1/wave_monster_id,wave_data/4/wave_monster_list/1/spawn_type,wave_data/4/wave_monster_list/2/wave_monster_id,wave_data/4/wave_monster_list/2/spawn_type,wave_data/4/wave_monster_list/3/wave_monster_id,wave_data/4/wave_monster_list/3/spawn_type,wave_data/5/wave_monster_list/0/wave_monster_id,wave_data/5/wave_monster_list/0/spawn_type,wave_data/5/wave_monster_list/1/wave_monster_id,wave_data/5/wave_monster_list/1/spawn_type,wave_data/5/wave_monster_list/2/wave_monster_id,wave_data/5/wave_monster_list/2/spawn_type,wave_data/5/wave_monster_list/3/wave_monster_id,wave_data/5/wave_monster_list/3/spawn_type,wave_data/6/wave_monster_list/0/wave_monster_id,wave_data/6/wave_monster_list/0/spawn_type,wave_data/6/wave_monster_list/1/wave_monster_id,wave_data/6/wave_monster_list/1/spawn_type,wave_data/6/wave_monster_list/2/wave_monster_id,wave_data/6/wave_monster_list/2/spawn_type,wave_data/6/wave_monster_list/3/wave_monster_id,wave_data/6/wave_monster_list/3/spawn_type,wave_data/7/wave_monster_list/0/wave_monster_id,wave_data/7/wave_monster_list/0/spawn_type,wave_data/7/wave_monster_list/1/wave_monster_id,wave_data/7/wave_monster_list/1/spawn_type,wave_data/7/wave_monster_list/2/wave_monster_id,wave_data/7/wave_monster_list/2/spawn_type,wave_data/7/wave_monster_list/3/wave_monster_id,wave_data/7/wave_monster_list/3/spawn_type,wave_data/8/wave_monster_list/0/wave_monster_id,wave_data/8/wave_monster_list/0/spawn_type,wave_data/8/wave_monster_list/1/wave_monster_id,wave_data/8/wave_monster_list/1/spawn_type,wave_data/8/wave_monster_list/2/wave_monster_id,wave_data/8/wave_monster_list/2/spawn_type,wave_data/8/wave_monster_list/3/wave_monster_id,wave_data/8/wave_monster_list/3/spawn_type,wave_data/9/wave_monster_list/0/wave_monster_id,wave_data/9/wave_monster_list/0/spawn_type,wave_data/9/wave_monster_list/1/wave_monster_id,wave_data/9/wave_monster_list/1/spawn_type,wave_data/9/wave_monster_list/2/wave_monster_id,wave_data/9/wave_monster_list/2/spawn_type,wave_data/9/wave_monster_list/3/wave_monster_id,wave_data/9/wave_monster_list/3/spawn_type
6500421,wave_eventdungeon_002,Campaign,90,7,True,False,point_grd_iceland_006,point_fly_iceland_006,sbg_iceland_006,IceLand,Day,ibg_iceland_001,33,36,0,3320060151,path_grd_mid_small_002,path_grd_close_elite2_804,,path_grd_close_small_042,10.0,path_fly_close_small_029,12.0,path_grd_mid_small_043,5.0,path_fly_mid_elite2_808,0.0,path_grd_mid_special_065,5.0,path_grd_close_small_042,6.0,path_grd_close_small_042,4.0,,,1220040151,Drop,1220040151.0,Drop,1220050151.0,Dash,1220050151.0,Dash,1220040151,Dash,1220040151,Dash,3320060251,Jump,3320060251,Jump,1220050151,Dash,1220050151,Dash,1220050151,Dash,1220050151,Dash,1210030151,Dash,1210030151,Dash,1210030151,Dash,1210030151,Dash,1220050151,Dash,1220050151,Dash,1220050151,Dash,1220050151,Dash,3210040151.0,Dash,3210040151.0,Dash,3310020251.0,Dash,3310020251.0,Dash,1220040151.0,Jump,1220040151.0,Jump,1220050151.0,Drop,3320060151.0,Drop,1220040151.0,Dash,1220040151.0,Dash,1220050151.0,Dash,1220050151.0,Dash,1220050151.0,Dash,1220050151.0,Dash,1220040151.0,Dash,1220040151.0,Dash,,,,,,,,
6500422,wave_eventdungeon_002,Campaign,90,7,True,False,point_grd_iceland_001,point_fly_iceland_001,sbg_iceland_001,IceLand,Day,ibg_iceland_001,12,36,0,2320020151,path_grd_close_small_054,path_grd_mid_elite1_802,,path_fly_close_small_049,5.0,path_grd_mid_small_043,12.0,path_grd_mid_elite3_811,0.0,path_grd_mid_small_043,10.0,path_fly_mid_small_050,,,,,,,,1220040151,Drop,1220040151.0,Drop,1220040151.0,Drop,3320040251.0,Drop,1220040151,Dash,1220040151,Dash,2220050151,Drop,2320060251,Drop,3210010151,Dash,3210010151,Dash,3210010151,Dash,1210040151,Dash,1220040151,Dash,1220040151,Dash,3220020151,Dash,3220020151,Dash,1220040151,Dash,3320040251,Drop,3320040251,Drop,2320020151,Drop,1220040151.0,Dash,1220040151.0,Dash,3220020151.0,Dash,3220020151.0,Dash,3210010151.0,Dash,3210010151.0,Dash,3210010151.0,Dash,1210040151.0,Dash,,,,,,,,,,,,,,,,,,,,,,,,
6500423,wave_eventdungeon_002,Campaign,90,7,True,False,point_grd_iceland_007,point_fly_iceland_007,sbg_iceland_007,IceLand,Day,ibg_iceland_001,0,27,30,1320010151,path_grd_mid_small_073,path_grd_far_elite1_803,3.0,path_grd_mid_small_070,6.0,path_grd_far_small_044,5.0,path_grd_far_elite1_803,0.0,path_fly_mid_small_030,10.0,path_grd_mid_elite1_802,3.0,path_grd_far_small_044,9.0,,,,,3220070151,Drop,3220070151.0,Drop,3220070151.0,Drop,2220040151.0,Dash,3220010151,Jump,3220010151,Jump,3220070151,Drop,3320020251,Drop,3220010151,Dash,3220010151,Dash,3220010151,Dash,1320010251,Drop,3220070151,Jump,2220040151,Jump,3220070151,Jump,2220040151,Jump,3220070151,Dash,3220070151,Dash,2220040151,Drop,3320020251,Drop,3210010151.0,Drop,3210010151.0,Drop,3210010151.0,Drop,2310010251.0,Drop,3220010151.0,Dash,3220010151.0,Dash,3220070151.0,Drop,1320010151.0,Drop,3220070151.0,Dash,2220040151.0,Dash,3220070151.0,Dash,2220040151.0,Dash,,,,,,,,,,,,,,,,
6500424,wave_eventdungeon_002,Campaign,180,6,False,False,point_grd_iceland_007_midclear,point_fly_iceland_007,sbg_iceland_007_midclear,IceLand,Day,ibg_iceland_001,12,45,1,1410010131,path_fly_mid_centurion_901,path_grd_mid_small_002,,path_grd_mid_small_005,4.0,path_grd_mid_small_075,,path_fly_mid_small_042,3.0,path_grd_mid_small_075,4.0,path_fly_close_small_038,4.0,path_grd_mid_elite3_814,4.0,path_grd_mid_small_075,,path_fly_close_small_038,4.0,1410010131,Normal,,,,,,,3220050131,Jump,3220050131,Jump,3220050131,Jump,3220050131,Jump,2220010131,Dash,2220010131,Dash,1220030131,Dash,1220030131,Dash,2120010131,Dash,2120010131,Dash,2220030131,Dash,2220030131,Dash,1210010131,Jump,1210030131,Jump,1110010131,Jump,1110010131,Jump,3220050131.0,Drop,2120010131.0,Drop,2120010131.0,Drop,2120010131.0,Drop,1210010131.0,Normal,2210020131.0,Normal,2210020131.0,Normal,2210020131.0,Normal,1120010131.0,Drop,1120010131.0,Drop,1120010131.0,Drop,2220040131.0,Drop,2220020131.0,Drop,2220020131.0,Drop,2220020131.0,Drop,3220060131.0,Drop,1210020131.0,Dash,3210020131.0,Dash,1210020131.0,Dash,1310030231.0,Dash
6500501,wave_eventdungeon_002,Campaign,90,5,True,False,point_grd_greathole_004,point_fly_greathole_004,sbg_greathole_004,GreatHole,Day,ibg_greathole_001,15,21,0,1320030141,path_grd_close_elite1_801,path_grd_mid_small_043,7.0,path_fly_mid_small_050,4.0,path_grd_mid_elite1_802,0.0,path_grd_close_small_054,6.0,,,,,,,,,,,2220030141,Dash,2220030141.0,Dash,2220040141.0,Drop,1320030241.0,Drop,2220030141,Dash,2220030141,Dash,2220030141,Dash,2220030141,Dash,3210020141,Drop,3210020141,Drop,3210020141,Drop,3210030141,Drop,2220030141,Dash,2220030141,Dash,2220040141,Drop,1320030141,Drop,2220030141,Drop,2220030141,Drop,2220030141,Drop,2220040141,Drop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6500502,wave_eventdungeon_002,Campaign,90,5,True,False,point_grd_greathole_005,point_fly_greathole_005,sbg_greathole_005,GreatHole,Day,ibg_greathole_001,18,48,0,3320070141,path_grd_close_small_007,path_grd_mid_elite2_805,,path_fly_mid_special_016,8.0,path_grd_close_small_013,12.0,path_grd_mid_elite2_808,0.0,path_fly_close_small_029,,path_grd_mid_special_065,5.0,,,,,,,3220050141,Drop,3220050141.0,Drop,2220010141.0,Drop,2220010141.0,Drop,3220050141,Dash,3220050141,Dash,2320010241,Dash,2320010241,Dash,3110010141,Drop,3110010141,Drop,3110010141,Drop,3210030141,Drop,2220010141,Dash,2220010141,Dash,2220010141,Dash,2220040141,Dash,2220030141,Dash,2220030141,Dash,2320020241,Drop,3320070141,Drop,3210010141.0,Drop,3210010141.0,Drop,3210010141.0,Drop,3210030141.0,Drop,2220030141.0,Dash,2220030141.0,Dash,3220050141.0,Drop,2220040141.0,Drop,,,,,,,,,,,,,,,,,,,,,,,,
6500503,wave_eventdungeon_002,Campaign,90,5,True,False,point_grd_greathole_001,point_fly_greathole_001,sbg_greathole_001,GreatHole,Day,ibg_greathole_001,33,12,0,1310020141,path_fly_mid_small_036,path_grd_close_elite1_801,6.0,path_grd_mid_small_058,,path_fly_close_elite1_801,0.0,path_grd_close_special_064,6.0,,,,,,,,,,,3210020141,Dash,3210020141.0,Dash,3210020141.0,Dash,3210020141.0,Dash,3220040141,Dash,3220040141,Dash,2220040141,Drop,3320010241,Drop,3220040141,Dash,3220040141,Dash,3220040141,Dash,2220040141,Dash,3210020141,Dash,3210020141,Dash,1210040141,Drop,1310020141,Drop,3220040141,Dash,3220040141,Dash,3220040141,Drop,2220040141,Drop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6500504,wave_eventdungeon_002,Campaign,90,5,True,False,point_grd_greathole_003,point_fly_greathole_003,sbg_greathole_003,GreatHole,Day,ibg_greathole_001,0,45,15,1310030141,path_fly_far_elite1_803,path_grd_mid_elite1_802,5.0,path_fly_mid_small_039,11.0,path_fly_mid_special_016,,path_fly_mid_elite2_805,0.0,path_grd_far_small_071,10.0,path_fly_mid_small_039,8.0,,,,,,,1210010141,Dash,1210010141.0,Dash,3210030141.0,Drop,3310030241.0,Drop,2220030141,Dash,2220030141,Dash,2220040141,Drop,3320070241,Drop,1210010141,Dash,1210010141,Dash,1210010141,Dash,1210010141,Dash,2110010141,Drop,2110010141,Drop,2210010141,Drop,2210010141,Drop,1210010141,Jump,1210010141,Jump,3310020241,Drop,1310030141,Drop,2220030141.0,Dash,2220030141.0,Dash,2220030141.0,Dash,2220040141.0,Dash,2210010141.0,Dash,2210010141.0,Dash,2210010141.0,Dash,2210010141.0,Dash,,,,,,,,,,,,,,,,,,,,,,,,
6500505,wave_eventdungeon_002,Campaign,90,5,True,False,point_grd_greathole_005,point_fly_greathole_005,sbg_greathole_005,GreatHole,Day,ibg_greathole_001,18,15,9,2310020141,path_grd_close_small_048,path_fly_mid_elite1_802,,path_fly_mid_small_050,,path_grd_close_small_054,7.0,path_fly_far_elite1_803,0.0,path_fly_close_small_029,6.0,,,,,,,,,1220040141,Jump,1220040141.0,Jump,1220040141.0,Jump,1220040141.0,Jump,3210040141,Dash,3210040141,Dash,3210030141,Drop,2310020241,Drop,2210010141,Drop,2210010141,Drop,2210010141,Drop,3210030141,Drop,1220050141,Drop,1220050141,Drop,1220050141,Drop,1220050141,Drop,2210010141,Dash,2210010141,Dash,3210030141,Drop,2310020141,Drop,3210040141.0,Drop,3210040141.0,Drop,3210040141.0,Drop,3210040141.0,Drop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6500506,wave_eventdungeon_002,Campaign,90,5,True,False,point_grd_greathole_004,point_fly_greathole_004,sbg_greathole_004,GreatHole,Day,ibg_greathole_001,0,45,0,1320040141,path_grd_mid_small_005,path_grd_mid_small_070,,path_fly_mid_small_050,,path_grd_mid_elite1_802,0.0,path_grd_mid_small_037,,path_fly_mid_small_050,10.0,path_grd_mid_small_040,10.0,,,,,,,1220010141,Dash,1220010141.0,Dash,3220040141.0,Dash,3220040141.0,Dash,2220010141,Dash,2220050141,Normal,2220010141,Dash,3320040241,Drop,1210030141,Dash,3310010241,Drop,1210030141,Dash,1210040141,Normal,3220040141,Jump,3220040141,Jump,3220020141,Drop,1320040141,Drop,3220040141,Dash,3220040141,Dash,2220010141,Dash,2220050141,Normal,1210030141.0,Dash,3310010241.0,Drop,1210030141.0,Dash,1210040141.0,Normal,3220040141.0,Jump,3220040141.0,Jump,2220010141.0,Jump,3220020141.0,Normal,,,,,,,,,,,,,,,,,,,,,,,,
6500507,wave_eventdungeon_002,Campaign,90,5,True,False,point_grd_greathole_001,point_fly_greathole_001,sbg_greathole_001,GreatHole,Day,ibg_greathole_001,6,66,0,1320040141,path_grd_mid_special_025,path_grd_close_small_067,12.0,path_grd_mid_special_065,,path_grd_mid_special_025,0.0,path_grd_mid_small_046,11.0,path_fly_mid_special_047,5.0,,,,,,,,,3120010141,Drop,3120010141.0,Drop,3120010141.0,Drop,3120010141.0,Drop,1220040141,Dash,1220040141,Dash,1220040141,Dash,2320020241,Drop,1120010141,Dash,1120010141,Dash,1120010141,Dash,1120010141,Dash,1120010141,Jump,1120010141,Jump,1220040141,Drop,1320040141,Drop,1220040141,Drop,1220040141,Drop,1220040141,Drop,2220040141,Drop,2110010141.0,Dash,2110010141.0,Dash,2110010141.0,Dash,2110010141.0,Dash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6500508,wave_eventdungeon_002,Campaign,90,5,True,False,point_grd_greathole_003,point_fly_greathole_003,sbg_greathole_003,GreatHole,Day,ibg_greathole_001,9,33,6,3320030141,path_grd_far_small_044,path_fly_close_elite2_807,,path_grd_mid_small_070,,path_fly_mid_small_039,11.0,path_fly_mid_elite2_808,0.0,path_grd_mid_small_055,10.0,path_grd_mid_small_070,8.0,,,,,,,3220060141,Dash,3220060141.0,Dash,3220060141.0,Dash,3220060141.0,Dash,2210010141,Dash,2210010141,Dash,2310020241,Dash,2310020241,Dash,2220010141,Dash,2220010141,Dash,2220010141,Dash,2220040141,Dash,1210010141,Dash,1210010141,Dash,1210010141,Dash,1210010141,Dash,2210010141,Dash,2210010141,Dash,2310020241,Dash,2310020241,Dash,3220060141.0,Dash,3220060141.0,Dash,3220060141.0,Drop,3320030141.0,Drop,2220010141.0,Dash,2220010141.0,Dash,2220010141.0,Dash,2220040141.0,Dash,,,,,,,,,,,,,,,,,,,,,,,,
6500509,wave_eventdungeon_002,Campaign,90,5,True,False,point_grd_greathole_001,point_fly_greathole_001,sbg_greathole_001,GreatHole,Day,ibg_greathole_001,0,45,15,1310030141,path_fly_far_elite1_803,path_grd_mid_elite1_802,5.0,path_fly_mid_small_039,11.0,path_fly_mid_special_016,,path_fly_mid_elite2_805,0.0,path_grd_far_small_071,10.0,path_fly_mid_small_039,8.0,,,,,,,1210010141,Dash,1210010141.0,Dash,3210030141.0,Drop,3310030241.0,Drop,2220030141,Dash,2220030141,Dash,2220040141,Drop,3320070241,Drop,1210010141,Dash,1210010141,Dash,1210010141,Dash,1210010141,Dash,2110010141,Drop,2110010141,Drop,2210010141,Drop,2210010141,Drop,1210010141,Jump,1210010141,Jump,3310020241,Drop,1310030141,Drop,2220030141.0,Dash,2220030141.0,Dash,2220030141.0,Dash,2220040141.0,Dash,2210010141.0,Dash,2210010141.0,Dash,2210010141.0,Dash,2210010141.0,Dash,,,,,,,,,,,,,,,,,,,,,,,,
6500510,wave_eventdungeon_002,Campaign,180,5,False,False,point_grd_greathole_003_midclear,point_fly_greathole_003,sbg_greathole_003_midclear,GreatHole,Day,ibg_greathole_001,13,36,0,1420030141,path_grd_mid_centurion_901,path_grd_close_small_001,,path_grd_mid_special_025,4.0,path_grd_mid_elite1_802,3.0,path_fly_close_small_038,,path_fly_mid_small_033,,path_grd_mid_small_008,,,,,,,,1420030141,Normal,,,,,,,3220050141,Drop,3220050141,Drop,3220060141,Drop,3220060141,Drop,1120010141,Drop,2120010141,Drop,2120010141,Drop,3220050141,Drop,1120010141,Dash,3220030141,Dash,3220030141,Dash,1320060241,Dash,3210020141,Jump,1210020141,Jump,1210020141,Jump,1210020141,Jump,2210020141.0,Drop,2210020141.0,Drop,3110010141.0,Drop,3110010141.0,Drop,2220010141.0,Dash,2220010141.0,Dash,1120010141.0,Dash,2320020241.0,Dash,,,,,,,,,,,,,,,,,,,,,,,,
6500511,wave_eventdungeon_002,Campaign,90,7,True,False,point_grd_greathole_001,point_fly_greathole_001,sbg_greathole_001,GreatHole,Day,ibg_greathole_001,42,6,0,2320050141,path_grd_close_small_048,path_grd_close_small_069,,path_fly_mid_small_039,4.0,path_grd_close_elite1_801,0.0,path_grd_close_special_064,6.0,path_grd_close_small_042,3.0,,,,,,,,,1220040141,Drop,1220040141.0,Drop,1220040141.0,Drop,2320050241.0,Drop,1220040141,Dash,1220040141,Dash,1220040141,Dash,1220050141,Drop,3210040141,Dash,3210040141,Dash,3210040141,Dash,3210040141,Dash,3120010141,Dash,3120010141,Dash,1220050141,Drop,2320050141,Drop,2120010141,Dash,2120010141,Dash,1220050141,Drop,1220050141,Drop,1220050141.0,Dash,1220050141.0,Dash,1220050141.0,Dash,1220050141.0,Dash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6500512,wave_eventdungeon_002,Campaign,90,7,True,False,point_grd_greathole_002,point_fly_greathole_002,sbg_greathole_002,GreatHole,Day,ibg_greathole_001,21,27,0,3320030141,path_grd_mid_small_002,path_fly_close_small_017,5.0,path_fly_mid_small_027,10.0,path_grd_close_elite3_813,,path_grd_mid_elite1_802,0.0,path_fly_mid_small_036,10.0,path_grd_close_small_042,,,,,,,,3220050141,Dash,3220050141.0,Dash,3220040141.0,Dash,3220040141.0,Dash,3210040141,Drop,3210040141,Drop,3210040141,Drop,3210040141,Drop,3210010141,Drop,3210010141,Drop,3210030141,Drop,3310030241,Drop,1220050141,Drop,1220050141,Drop,1220050141,Drop,1220050141,Drop,1220050141,Dash,3220050141,Dash,3220040141,Dash,3320030141,Drop,3210040141.0,Dash,3210040141.0,Dash,3210040141.0,Dash,3210040141.0,Dash,3220050141.0,Dash,3220050141.0,Dash,3220040141.0,Dash,3220040141.0,Dash,,,,,,,,,,,,,,,,,,,,,,,,
6500513,wave_eventdungeon_002,Campaign,90,7,True,False,point_grd_greathole_001,point_fly_greathole_001,sbg_greathole_001,GreatHole,Day,ibg_greathole_001,18,48,0,3320070141,path_grd_close_small_007,path_grd_mid_elite2_805,,path_fly_mid_special_016,8.0,path_grd_close_small_013,12.0,path_grd_mid_elite2_808,0.0,path_fly_close_small_029,,path_grd_mid_special_065,5.0,,,,,,,3220050141,Drop,3220050141.0,Drop,2220010141.0,Drop,2220010141.0,Drop,3220050141,Dash,3220050141,Dash,2320010241,Dash,2320010241,Dash,3110010141,Drop,3110010141,Drop,3110010141,Drop,3210030141,Drop,2220010141,Dash,2220010141,Dash,2220010141,Dash,2220040141,Dash,2220030141,Dash,2220030141,Dash,2320020241,Drop,3320070141,Drop,3210010141.0,Drop,3210010141.0,Drop,3210010141.0,Drop,3210030141.0,Drop,2220030141.0,Dash,2220030141.0,Dash,3220050141.0,Drop,2220040141.0,Drop,,,,,,,,,,,,,,,,,,,,,,,,
6500514,wave_eventdungeon_002,Campaign,90,7,True,False,point_grd_greathole_001,point_fly_greathole_001,sbg_greathole_001,GreatHole,Day,ibg_greathole_001,9,36,12,3320070141,path_fly_mid_small_021,path_grd_close_elite2_804,,path_grd_far_small_044,,path_fly_mid_small_039,10.0,path_grd_mid_special_065,0.0,path_fly_mid_elite1_802,10.0,path_grd_far_small_044,5.0,,,,,,,1210010141,Drop,1210010141.0,Drop,1210010141.0,Drop,1210010141.0,Drop,2220030141,Dash,2220030141,Dash,2320050241,Jump,2320050241,Jump,2220030141,Dash,2220030141,Dash,2220030141,Dash,2220030141,Dash,1210010141,Drop,1210010141,Drop,1210010141,Drop,1210010141,Drop,2220030141,Dash,2220030141,Dash,2220030141,Drop,3320070141,Drop,1210010141.0,Dash,1210010141.0,Dash,3210030141.0,Drop,1310030241.0,Drop,3220060141.0,Dash,3220060141.0,Dash,3220060141.0,Dash,3220060141.0,Dash,,,,,,,,,,,,,,,,,,,,,,,,
6500515,wave_eventdungeon_002,Campaign,90,7,True,False,point_grd_greathole_003,point_fly_greathole_003,sbg_greathole_003,GreatHole,Day,ibg_greathole_001,36,24,0,1310020141,path_fly_close_special_044,path_grd_mid_elite2_805,10.0,path_fly_mid_small_053,,path_fly_close_small_029,,path_fly_mid_elite1_802,0.0,path_grd_close_elite1_801,10.0,path_fly_close_small_029,5.0,,,,,,,2110010141,Drop,2110010141.0,Drop,2210020141.0,Drop,2210030141.0,Drop,2220030141,Dash,2220030141,Dash,2320050241,Drop,2320050241,Drop,2210020141,Dash,2210020141,Dash,2210020141,Dash,1210040141,Dash,2210020141,Jump,2210020141,Jump,2210020141,Jump,2210020141,Jump,2210020141,Dash,2210020141,Dash,3210030141,Drop,1310020141,Drop,2220030141.0,Jump,2220030141.0,Jump,2220040141.0,Drop,3320040241.0,Drop,2210020141.0,Drop,2210020141.0,Drop,2210020141.0,Drop,2210020141.0,Drop,,,,,,,,,,,,,,,,,,,,,,,,
6500516,wave_eventdungeon_002,Campaign,90,7,True,False,point_grd_greathole_004,point_fly_greathole_004,sbg_greathole_004,GreatHole,Day,ibg_greathole_001,15,39,0,2320060141,path_grd_mid_small_043,path_grd_close_elite2_807,,path_grd_mid_small_070,,path_grd_close_small_039,10.0,path_grd_mid_elite2_805,0.0,path_fly_mid_small_005,10.0,path_grd_mid_small_043,6.0,path_grd_mid_small_043,4.0,,,,,3220030141,Dash,3220030141.0,Dash,3220030141.0,Dash,2220050141.0,Dash,3220030141,Dash,3220030141,Dash,2320020241,Drop,3320040241,Drop,3220030141,Dash,3220030141,Dash,3220030141,Dash,3220020141,Dash,3220030141,Dash,3220030141,Dash,3220030141,Dash,3220020141,Dash,3220020141,Dash,2220050141,Dash,3320040241,Drop,2320060141,Drop,3210020141.0,Dash,3210020141.0,Dash,3210020141.0,Dash,2210030141.0,Normal,3220030141.0,Dash,3220030141.0,Dash,3220020141.0,Dash,3220020141.0,Dash,3220020141.0,Dash,3220020141.0,Dash,3220030141.0,Dash,3220030141.0,Dash,,,,,,,,,,,,,,,,
6500517,wave_eventdungeon_002,Campaign,90,7,True,False,point_grd_greathole_002,point_fly_greathole_002,sbg_greathole_002,GreatHole,Day,ibg_greathole_001,27,15,0,2320020141,path_grd_close_small_042,path_grd_close_small_067,,path_grd_mid_elite1_802,5.0,path_grd_close_elite1_801,0.0,path_grd_mid_small_058,10.0,path_grd_close_small_060,,,,,,,,,,3220030141,Dash,3220030141.0,Dash,3220040141.0,Dash,3220040141.0,Dash,3220050141,Dash,3220060141,Normal,3220050141,Dash,2320020241,Drop,3220030141,Dash,3220030141,Dash,3220020141,Normal,3320030241,Drop,3220050141,Drop,3220050141,Drop,3220040141,Drop,2320020141,Drop,3220030141,Dash,3220060141,Drop,3220030141,Dash,3320060241,Drop,3220040141.0,Dash,3220060141.0,Dash,3220040141.0,Dash,3220060141.0,Dash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6500518,wave_eventdungeon_002,Campaign,90,7,True,False,point_grd_greathole_005,point_fly_greathole_005,sbg_greathole_005,GreatHole,Day,ibg_greathole_001,0,36,21,3320020141,path_fly_mid_small_030,path_grd_mid_elite2_805,5.0,path_grd_far_special_066,4.0,path_fly_mid_small_039,10.0,path_grd_mid_elite2_808,0.0,path_fly_mid_small_050,,path_grd_far_small_044,,,,,,,,1210010141,Drop,1210010141.0,Drop,1210010141.0,Drop,3210030141.0,Drop,2220020141,Dash,2220020141,Dash,3320020241,Drop,3320020241,Drop,2220020141,Dash,3220070141,Dash,3220060141,Drop,3220060141,Drop,1210010141,Drop,1210010141,Drop,1210010141,Drop,1210010141,Drop,3220070141,Dash,3220070141,Dash,2320020241,Drop,3320020141,Drop,1210010141.0,Dash,1210010141.0,Dash,1210010141.0,Dash,3210030141.0,Dash,3220060141.0,Dash,3220060141.0,Dash,3220070141.0,Dash,3220070141.0,Dash,,,,,,,,,,,,,,,,,,,,,,,,
6500519,wave_eventdungeon_002,Campaign,90,7,True,False,point_grd_greathole_001,point_fly_greathole_001,sbg_greathole_001,GreatHole,Day,ibg_greathole_001,0,60,6,2320070141,path_grd_mid_elite1_802,path_fly_mid_special_047,,path_grd_far_small_044,6.0,path_grd_mid_small_040,9.0,path_fly_mid_elite2_808,0.0,path_grd_mid_small_043,10.0,path_grd_mid_elite2_808,4.0,path_grd_mid_small_049,8.0,,,,,3220030141,Dash,3220030141.0,Dash,3220070141.0,Drop,1320020241.0,Drop,2110010141,Dash,2110010141,Dash,2210010141,Drop,2310010241,Drop,3220070141,Dash,2220040141,Dash,3220070141,Dash,2220040141,Dash,3220030141,Dash,3220030141,Dash,3220070141,Dash,2220040141,Dash,2210010141,Dash,2210010141,Dash,2310010241,Dash,2310010241,Dash,3220070141.0,Dash,2220040141.0,Dash,3220070141.0,Dash,2220040141.0,Dash,3220030141.0,Dash,3220030141.0,Dash,1320030241.0,Drop,2320070141.0,Drop,3220030141.0,Drop,3220030141.0,Drop,3220030141.0,Drop,3220030141.0,Drop,,,,,,,,,,,,,,,,
