stage_id,group_id,spot_mod,battle_time,monster_count,use_intro_scene,wave_repeat,point_data,point_data_fly,background_name,theme,theme_time,stage_info_bg,target_list/0,wave_data/0/wave_path,wave_data/0/wave_monster_list/0/wave_monster_id,wave_data/0/wave_monster_list/0/spawn_type,wave_data/0/wave_monster_list/1/wave_monster_id,wave_data/0/wave_monster_list/1/spawn_type,wave_data/0/wave_monster_list/2/wave_monster_id,wave_data/0/wave_monster_list/2/spawn_type,wave_data/0/wave_monster_list/3/wave_monster_id,wave_data/0/wave_monster_list/3/spawn_type,wave_data/1/wave_path,wave_data/1/private_monster_count,wave_data/1/wave_monster_list/0/wave_monster_id,wave_data/1/wave_monster_list/0/spawn_type,wave_data/1/wave_monster_list/1/wave_monster_id,wave_data/1/wave_monster_list/1/spawn_type,wave_data/1/wave_monster_list/2/wave_monster_id,wave_data/1/wave_monster_list/2/spawn_type,wave_data/1/wave_monster_list/3/wave_monster_id,wave_data/1/wave_monster_list/3/spawn_type,wave_data/2/wave_path,wave_data/2/private_monster_count,wave_data/2/wave_monster_list/0/wave_monster_id,wave_data/2/wave_monster_list/0/spawn_type,wave_data/2/wave_monster_list/1/wave_monster_id,wave_data/2/wave_monster_list/1/spawn_type,wave_data/2/wave_monster_list/2/wave_monster_id,wave_data/2/wave_monster_list/2/spawn_type,wave_data/2/wave_monster_list/3/wave_monster_id,wave_data/2/wave_monster_list/3/spawn_type,wave_data/3/wave_path,wave_data/3/private_monster_count,wave_data/3/wave_monster_list/0/wave_monster_id,wave_data/3/wave_monster_list/0/spawn_type,wave_data/3/wave_monster_list/1/wave_monster_id,wave_data/3/wave_monster_list/1/spawn_type,wave_data/3/wave_monster_list/2/wave_monster_id,wave_data/3/wave_monster_list/2/spawn_type,wave_data/3/wave_monster_list/3/wave_monster_id,wave_data/3/wave_monster_list/3/spawn_type,wave_data/4/wave_path,wave_data/4/private_monster_count,wave_data/4/wave_monster_list/0/wave_monster_id,wave_data/4/wave_monster_list/0/spawn_type,wave_data/4/wave_monster_list/1/wave_monster_id,wave_data/4/wave_monster_list/1/spawn_type,wave_data/4/wave_monster_list/2/wave_monster_id,wave_data/4/wave_monster_list/2/spawn_type,wave_data/4/wave_monster_list/3/wave_monster_id,wave_data/4/wave_monster_list/3/spawn_type,close_monster_count,mid_monster_count,far_monster_count,wave_data/5/wave_path,wave_data/5/private_monster_count,wave_data/5/wave_monster_list/0/wave_monster_id,wave_data/5/wave_monster_list/0/spawn_type,wave_data/5/wave_monster_list/1/wave_monster_id,wave_data/5/wave_monster_list/1/spawn_type,wave_data/5/wave_monster_list/2/wave_monster_id,wave_data/5/wave_monster_list/2/spawn_type,wave_data/5/wave_monster_list/3/wave_monster_id,wave_data/5/wave_monster_list/3/spawn_type,wave_data/6/wave_path,wave_data/6/private_monster_count,wave_data/6/wave_monster_list/0/wave_monster_id,wave_data/6/wave_monster_list/0/spawn_type,wave_data/6/wave_monster_list/1/wave_monster_id,wave_data/6/wave_monster_list/1/spawn_type,wave_data/6/wave_monster_list/2/wave_monster_id,wave_data/6/wave_monster_list/2/spawn_type,wave_data/6/wave_monster_list/3/wave_monster_id,wave_data/6/wave_monster_list/3/spawn_type,mod_value,wave_data/7/wave_path,wave_data/7/private_monster_count,wave_data/7/wave_monster_list/0/wave_monster_id,wave_data/7/wave_monster_list/0/spawn_type,wave_data/7/wave_monster_list/1/wave_monster_id,wave_data/7/wave_monster_list/1/spawn_type,wave_data/7/wave_monster_list/2/wave_monster_id,wave_data/7/wave_monster_list/2/spawn_type,wave_data/7/wave_monster_list/3/wave_monster_id,wave_data/7/wave_monster_list/3/spawn_type,wave_data/8/wave_path,wave_data/8/private_monster_count,wave_data/8/wave_monster_list/0/wave_monster_id,wave_data/8/wave_monster_list/0/spawn_type,wave_data/8/wave_monster_list/1/wave_monster_id,wave_data/8/wave_monster_list/1/spawn_type,wave_data/8/wave_monster_list/2/wave_monster_id,wave_data/8/wave_monster_list/2/spawn_type,wave_data/8/wave_monster_list/3/wave_monster_id,wave_data/8/wave_monster_list/3/spawn_type,wave_data/9/wave_path,wave_data/9/private_monster_count,wave_data/9/wave_monster_list/0/wave_monster_id,wave_data/9/wave_monster_list/0/spawn_type,wave_data/9/wave_monster_list/1/wave_monster_id,wave_data/9/wave_monster_list/1/spawn_type,wave_data/9/wave_monster_list/2/wave_monster_id,wave_data/9/wave_monster_list/2/spawn_type,wave_data/9/wave_monster_list/3/wave_monster_id,wave_data/9/wave_monster_list/3/spawn_type
7023021,wave_campaign_hard_009,Campaign,90,5,true,false,point_grd_arkcityday_001,point_fly_arkcityday_001,sbg_arkcityday_001,ArkCityDay,Night,ibg_arkcityday_001,2320070121,path_grd_mid_special_065,3120010121,Dash,3120010121,Dash,2220020121,Drop,2320070221,Drop,path_grd_far_small_074,12,2220020121,Dash,2220020121,Dash,2220020121,Dash,2220040121,Dash,path_fly_mid_small_005,,3210010121,Dash,3210010121,Dash,3210010121,Dash,3210030121,Dash,path_fly_mid_elite1_802,0,3210010121,Dash,3210010121,Dash,3210030121,Drop,2310010221,Drop,path_grd_far_small_071,7,2220020121,Dash,2220020121,Dash,3220060121,Dash,2320070121,Jump,0,21,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7023022,wave_campaign_hard_009,Defense,90,7,true,true,point_grd_arkcityday_001_rightclear,point_fly_arkcityday_001_rightclear,sbg_arkcityday_001_rightclear,ArkCityDay,Night,ibg_arkcityday_defense_001,,path_grd_close_small_007,3220050121,Jump,3220050121,Jump,3220050121,Jump,3220050121,Jump,path_grd_mid_small_037,8,1220060121,Normal,1220060121,Normal,1220060121,Jump,1220060121,Jump,path_grd_close_small_013,10,3220050121,Drop,3220050121,Drop,3220050121,Drop,1220060121,Drop,path_grd_mid_elite1_802,3,3220050121,Drop,3220050121,Drop,1220060121,Drop,1320060221,Drop,path_grd_mid_small_012,12,1220060121,Jump,1220060121,Normal,1220060121,Jump,1220060121,Normal,24,22,14,path_fly_close_small_029,10,1210030121,Jump,1210030121,Jump,1210030121,Jump,1220060121,Drop,path_grd_mid_small_075,10,1220060121,Dash,1220060121,Dash,1220060121,Dash,1220060121,Dash,20,path_fly_mid_elite1_802,,1210030121,Jump,1210030121,Jump,1220060121,Drop,1310020221,Drop,path_grd_close_small_013,15,1220060121,Normal,1220060121,Jump,1220060121,Normal,3320010221,Normal,,,,,,,,,,
7023023,wave_campaign_hard_009,Campaign,90,7,true,false,point_grd_arkcityday_003,point_fly_arkcityday_003,sbg_arkcityday_003,ArkCityDay,Night,ibg_arkcityday_001,2310050121,path_grd_mid_small_043,1220060121,Jump,2220050121,Jump,1220060121,Jump,2320050221,Jump,path_fly_close_elite1_801,4,1210030121,Dash,1210030121,Dash,2210040121,Drop,2310050221,Drop,path_grd_mid_small_049,8,1220060121,Jump,1220060121,Jump,1220060121,Jump,2320050221,Jump,path_fly_mid_small_005,6,2210040121,Dash,2210040121,Dash,2210040121,Dash,1210040121,Dash,path_grd_close_small_042,0,1220060121,Dash,2320050221,Dash,1220060121,Dash,2320050221,Dash,21,33,0,path_fly_mid_elite1_802,,1210030121,Jump,1210030121,Jump,2210040121,Drop,2310050121,Drop,path_fly_mid_small_030,3,2210040121,Drop,2210040121,Drop,2210040121,Drop,2210040121,Drop,,path_grd_close_small_042,,1220060121,Dash,3220020121,Dash,1220060121,Dash,3220020121,Dash,,,,,,,,,,,,,,,,,,,,
7023024,wave_campaign_hard_009,Campaign,90,7,true,false,point_grd_arkcityday_005,point_fly_arkcityday_005,sbg_arkcityday_005,ArkCityDay,Night,ibg_arkcityday_001,1320030121,path_grd_close_special_064,2120010121,Jump,2120010121,Jump,3220040121,Drop,3320010221,Drop,path_grd_mid_elite2_805,12,3220040121,Drop,2220040121,Drop,2320010221,Jump,2320010221,Jump,path_fly_mid_small_024,10,2210010121,Drop,2210010121,Drop,2210010121,Drop,2210010121,Drop,path_fly_close_small_038,8,3210040121,Dash,3210040121,Dash,3210040121,Dash,3210040121,Dash,path_grd_mid_elite3_811,0,3220040121,Drop,3320010221,Drop,3320010221,Drop,2320010221,Drop,29,37,0,path_grd_close_elite1_801,10,3220040121,Jump,3220040121,Jump,2220040121,Drop,1320030121,Drop,path_fly_mid_small_005,8,2210010121,Dash,2210010121,Dash,2210010121,Dash,2210010121,Dash,,path_fly_close_small_007,12,2210010121,Dash,2210010121,Dash,2210010121,Dash,2210010121,Dash,,,,,,,,,,,,,,,,,,,,
7023025,wave_campaign_hard_009,Campaign,90,7,true,false,point_grd_arkcityday_002,point_fly_arkcityday_002,sbg_arkcityday_002,ArkCityDay,Night,ibg_arkcityday_001,3320080121,path_grd_mid_small_049,3220050121,Drop,3220050121,Drop,3220050121,Drop,3220080121,Drop,path_grd_close_small_042,8,3220050121,Dash,1320060221,Dash,3220050121,Dash,1320060221,Dash,path_grd_mid_elite1_802,4,2220030121,Dash,2220030121,Dash,3220080121,Drop,3320080221,Drop,path_fly_mid_special_047,10,2110010121,Dash,2110010121,Dash,2210010121,Drop,3210030121,Drop,path_grd_close_small_048,0,3220050121,Drop,3220050121,Drop,3220050121,Drop,1320060221,Drop,12,42,9,path_grd_far_elite1_803,4,3220050121,Dash,3220050121,Dash,3220080121,Drop,3320080121,Drop,path_grd_mid_small_043,9,3220050121,Dash,1320060221,Dash,3220050121,Dash,1320060221,Dash,,path_fly_mid_small_030,,2210010121,Drop,2210010121,Drop,2210010121,Drop,2210010121,Drop,,,,,,,,,,,,,,,,,,,,
7023026,wave_campaign_hard_009,BaseDefense,60,6,true,true,point_grd_arkcityday_004_midclear,point_fly_arkcityday_004,sbg_arkcityday_004_midclear,ArkCityDay,Night,ibg_arkcityday_basedefense_001,,path_grd_mid_small_005,2220020121,Drop,2220020121,Drop,2220020121,Drop,2220020121,Drop,path_grd_far_small_044,7,3220060121,Dash,3220060121,Dash,3220060121,Jump,3220060121,Jump,path_grd_close_small_042,,2220020121,Dash,2220020121,Dash,3220060121,Dash,3220060121,Dash,path_grd_mid_special_025,3,2120010121,Jump,2120010121,Jump,3220060121,Drop,3320010221,Drop,path_fly_mid_small_039,8,2220020121,Drop,1210010121,Jump,2220020121,Drop,1210010121,Jump,6,42,12,path_grd_far_small_062,,2220020121,Jump,3220060121,Jump,2220020121,Jump,3220060121,Jump,path_grd_mid_small_076,5,2220020121,Dash,2220020121,Dash,2220020121,Dash,2220020121,Dash,normal,path_grd_mid_elite1_802,7,3220060121,Dash,3220060121,Dash,3220060121,Drop,3320030221,Drop,,,,,,,,,,,,,,,,,,,,
7023027,wave_campaign_hard_009,BaseDefense,60,6,true,true,point_grd_arkcityday_004_midclear,point_fly_arkcityday_004,sbg_arkcityday_004_midclear,ArkCityDay,Night,ibg_arkcityday_basedefense_001,,path_grd_close_small_051,3220040121,Dash,3220040121,Dash,3220040121,Dash,3220040121,Dash,path_grd_mid_small_070,,2220020121,Jump,2220020121,Jump,2220020121,Jump,2220050121,Drop,path_grd_mid_small_011,,2220020121,Jump,2220020121,Jump,2220020121,Jump,2220020121,Jump,path_grd_mid_elite1_802,2,2220020121,Dash,2220020121,Dash,3220040121,Drop,2320020221,Drop,path_grd_mid_small_043,10,3220040121,Jump,3220040121,Jump,1120010121,Jump,3320010221,Jump,6,57,0,path_grd_mid_special_065,,1120010121,Jump,1120010121,Jump,3220040121,Drop,3220020121,Drop,path_grd_mid_small_075,4,2220020121,Dash,2220020121,Dash,2220020121,Dash,2220020121,Dash,normal,path_grd_mid_elite1_802,7,3220040121,Jump,3220040121,Jump,3220020121,Drop,2320020221,Drop,,,,,,,,,,,,,,,,,,,,
7023028,wave_campaign_hard_009,Defense,90,7,true,true,point_grd_arkcityday_001_rightclear,point_fly_arkcityday_001_rightclear,sbg_arkcityday_001_rightclear,ArkCityDay,Night,ibg_arkcityday_defense_001,,path_grd_close_small_036,1220060121,Normal,1220060121,Normal,1220060121,Normal,1220060121,Normal,path_grd_mid_small_005,8,3220050121,Jump,3220050121,Jump,3220050121,Jump,3220020121,Jump,path_grd_close_special_024,,2120010121,Drop,2120010121,Drop,3220050121,Dash,3220050121,Dash,path_grd_close_small_067,4,3220050121,Drop,3220050121,Drop,2220050121,Drop,2320020221,Drop,path_grd_mid_special_025,12,2120010121,Drop,2120010121,Drop,1220060121,Normal,1220060121,Normal,36,21,18,path_grd_mid_small_037,10,3220050121,Dash,3220050121,Dash,3220050121,Dash,3220020121,Dash,path_grd_mid_small_076,10,1220060121,Normal,3220020121,Dash,1220060121,Normal,2220050121,Dash,20,path_grd_close_elite1_801,,3220050121,Dash,3220050121,Dash,3220020121,Drop,2320020221,Drop,path_grd_mid_small_043,15,1220060121,Normal,1220060121,Normal,1220060121,Normal,2320010221,Drop,,,,,,,,,,
7023029,wave_campaign_hard_009,Defense,90,7,true,true,point_grd_arkcityday_001_rightclear,point_fly_arkcityday_001_rightclear,sbg_arkcityday_001_rightclear,ArkCityDay,Night,ibg_arkcityday_defense_001,,path_grd_mid_special_025,3120010121,Jump,3120010121,Jump,3220050121,Dash,2220040121,Dash,path_grd_close_small_048,12,1220050121,Drop,1220050121,Drop,1220050121,Drop,1220050121,Drop,path_grd_mid_small_037,10,3220050121,Jump,3220050121,Jump,3220050121,Jump,3220050121,Jump,path_fly_mid_elite1_802,2,2210020121,Drop,2210020121,Drop,3210030121,Drop,1310040221,Drop,path_grd_close_small_036,12,1220050121,Dash,1220050121,Dash,1220050121,Dash,2220040121,Dash,18,28,23,path_grd_mid_small_043,10,3220050121,Dash,3220050121,Dash,3220050121,Dash,3220050121,Dash,path_fly_close_small_032,5,3210040121,Drop,3210040121,Drop,3210040121,Drop,3210040121,Drop,20,path_grd_mid_small_040,,3220050121,Dash,3220050121,Dash,3220050121,Dash,2220040121,Dash,path_fly_mid_elite2_805,15,2210020121,Dash,2210020121,Dash,2310020221,Dash,2310020221,Normal,,,,,,,,,,
7023030,wave_campaign_hard_009,Campaign,90,5,true,false,point_grd_arkcityday_004,point_fly_arkcityday_004,sbg_arkcityday_004,ArkCityDay,Night,ibg_arkcityday_001,2310050121,path_grd_close_elite1_801,3220030121,Dash,3220030121,Dash,2220040121,Jump,2320030221,Jump,path_grd_mid_small_012,7,1220060121,Dash,1220060121,Dash,3220020121,Dash,1220060121,Dash,path_fly_mid_small_027,7,1210020121,Dash,2210040121,Dash,1210020121,Dash,3210030121,Dash,path_grd_mid_small_012,0,1220060121,Dash,1220060121,Dash,1220060121,Dash,2320030221,Dash,path_fly_mid_elite1_802,7,1210020121,Dash,1210020121,Dash,1210040121,Drop,2310050121,Drop,9,27,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7023031,wave_campaign_hard_009,Campaign,90,7,true,false,point_grd_arkcityday_001,point_fly_arkcityday_001,sbg_arkcityday_001,ArkCityDay,Night,ibg_arkcityday_001,2320030121,path_fly_mid_small_030,1210010121,Drop,1210010121,Drop,1210010121,Drop,3210040121,Drop,path_grd_close_small_054,5,1220050121,Drop,1220050121,Drop,1220050121,Drop,2320030221,Drop,path_grd_mid_special_065,5,3220060121,Dash,3220060121,Dash,1220050121,Drop,3320030221,Drop,path_grd_far_small_044,6,3220060121,Dash,3220060121,Dash,3220060121,Dash,3220060121,Dash,path_grd_close_small_042,10,1220050121,Dash,1220050121,Dash,1220050121,Dash,1220050121,Dash,21,18,30,path_grd_mid_elite2_805,0,3220050121,Drop,3220050121,Drop,3320030221,Drop,3320030221,Drop,path_grd_close_elite2_807,,1220050121,Dash,1220050121,Dash,3320030221,Drop,2320030121,Drop,,path_fly_far_small_040,6,1210010121,Dash,1210010121,Dash,1210010121,Dash,1210010121,Dash,path_grd_mid_small_043,10,1220050121,Dash,1220050121,Dash,1220050121,Dash,1220050121,Dash,,,,,,,,,,
7023032,wave_campaign_hard_009,Campaign,90,5,true,false,point_grd_arkcityday_003,point_fly_arkcityday_003,sbg_arkcityday_003,ArkCityDay,Night,ibg_arkcityday_001,2320070121,path_grd_mid_special_065,3120010121,Dash,3120010121,Dash,2220020121,Drop,2320070221,Drop,path_grd_far_small_074,12,2220020121,Dash,2220020121,Dash,2220020121,Dash,2220040121,Dash,path_fly_mid_small_005,,3210010121,Dash,3210010121,Dash,3210010121,Dash,3210030121,Dash,path_fly_mid_elite1_802,0,3210010121,Dash,3210010121,Dash,3210030121,Drop,2310010221,Drop,path_grd_far_small_071,7,2220020121,Dash,2220020121,Dash,3220060121,Dash,2320070121,Jump,0,30,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7023033,wave_campaign_hard_009,Defense,90,7,true,true,point_grd_arkcityday_001_rightclear,point_fly_arkcityday_001_rightclear,sbg_arkcityday_001_rightclear,ArkCityDay,Night,ibg_arkcityday_defense_001,,path_grd_mid_small_043,3220050121,Drop,3220050121,Drop,3220050121,Drop,3220050121,Drop,path_fly_far_small_040,8,2210020121,Dash,2210040121,Dash,2210020121,Dash,2210040121,Dash,path_grd_close_small_013,10,2220010121,Jump,2220010121,Jump,2220010121,Jump,2220010121,Jump,path_fly_mid_elite1_802,3,2210020121,Drop,2210020121,Drop,2210040121,Jump,2310020221,Jump,path_grd_mid_small_043,12,2220010121,Dash,2220010121,Dash,3220050121,Dash,3220050121,Dash,6,28,26,path_fly_mid_small_030,10,2210020121,Drop,2210040121,Drop,2210020121,Drop,2210040121,Drop,path_grd_mid_small_075,10,3220050121,Jump,3220050121,Jump,3220050121,Jump,3220050121,Jump,20,path_fly_mid_elite1_802,,2210020121,Jump,2210020121,Jump,2210040121,Drop,1310020221,Drop,path_grd_mid_small_012,15,3220050121,Drop,3220050121,Drop,3220050121,Drop,2320010221,Normal,,,,,,,,,,
7023034,wave_campaign_hard_009,Campaign,90,7,true,false,point_grd_arkcityday_005,point_fly_arkcityday_005,sbg_arkcityday_005,ArkCityDay,Night,ibg_arkcityday_001,1320040121,path_grd_mid_elite2_808,1220010121,Dash,1220010121,Dash,2320030221,Drop,1320040221,Drop,path_grd_close_small_042,10,1220010121,Dash,3220020121,Dash,1220010121,Dash,3220020121,Dash,path_fly_close_small_029,6,1210020121,Drop,1210020121,Drop,1210020121,Drop,3210030121,Drop,path_grd_mid_small_070,10,1220010121,Dash,1220010121,Dash,1220010121,Dash,3220020121,Drop,path_grd_close_elite1_801,0,1220010121,Jump,1220010121,Jump,2320030221,Drop,2220050121,Drop,15,36,0,path_grd_mid_elite2_808,10,1120010121,Drop,2220050121,Drop,3320080221,Drop,1320040121,Drop,path_fly_mid_small_053,5,1210020121,Drop,1210020121,Drop,1210020121,Drop,3210030121,Drop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7023035,wave_campaign_hard_009,Campaign,90,7,true,false,point_grd_arkcityday_002,point_fly_arkcityday_002,sbg_arkcityday_002,ArkCityDay,Night,ibg_arkcityday_001,3320070121,path_grd_close_small_007,3220050121,Drop,3220050121,Drop,2220010121,Drop,2220010121,Drop,path_grd_mid_elite2_805,,3220050121,Dash,3220050121,Dash,2320010221,Dash,2320010221,Dash,path_fly_mid_special_016,8,3110010121,Drop,3110010121,Drop,3110010121,Drop,3210030121,Drop,path_grd_close_small_013,12,2220010121,Dash,2220010121,Dash,2220010121,Dash,2220040121,Dash,path_grd_mid_elite2_808,0,2220030121,Dash,2220030121,Dash,2320020221,Drop,3320070121,Drop,18,48,0,path_fly_close_small_029,,3210010121,Drop,3210010121,Drop,3210010121,Drop,3210030121,Drop,path_grd_mid_special_065,5,2220030121,Dash,2220030121,Dash,3220050121,Drop,2220040121,Drop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7023036,wave_campaign_hard_009,Campaign,90,5,true,false,point_grd_arkcityday_004,point_fly_arkcityday_004,sbg_arkcityday_004,ArkCityDay,Night,ibg_arkcityday_001,2310050121,path_grd_close_elite1_801,3220030121,Dash,3220030121,Dash,2220040121,Jump,2320030221,Jump,path_grd_mid_small_012,7,1220060121,Dash,1220060121,Dash,3220020121,Dash,1220060121,Dash,path_fly_mid_small_027,7,1210020121,Dash,2210040121,Dash,1210020121,Dash,3210030121,Dash,path_grd_mid_small_012,0,1220060121,Dash,1220060121,Dash,1220060121,Dash,2320030221,Dash,path_fly_mid_elite1_802,7,1210020121,Dash,1210020121,Dash,1210040121,Drop,2310050121,Drop,9,27,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7023037,wave_campaign_hard_009,Campaign,90,5,true,false,point_grd_arkcityday_001,point_fly_arkcityday_001,sbg_arkcityday_001,ArkCityDay,Night,ibg_arkcityday_001,2320070121,path_grd_mid_special_065,3120010121,Dash,3120010121,Dash,2220020121,Drop,2320070221,Drop,path_grd_far_small_074,12,2220020121,Dash,2220020121,Dash,2220020121,Dash,2220040121,Dash,path_fly_mid_small_005,,3210010121,Dash,3210010121,Dash,3210010121,Dash,3210030121,Dash,path_fly_mid_elite1_802,0,3210010121,Dash,3210010121,Dash,3210030121,Drop,2310010221,Drop,path_grd_far_small_071,7,2220020121,Dash,2220020121,Dash,3220060121,Dash,2320070121,Jump,0,21,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7023038,wave_campaign_hard_009,Campaign,90,5,true,false,point_grd_arkcityday_003,point_fly_arkcityday_003,sbg_arkcityday_003,ArkCityDay,Night,ibg_arkcityday_001,3320050121,path_grd_close_small_051,3220050121,Dash,3220050121,Dash,3220050121,Jump,2220040121,Jump,path_grd_mid_small_068,7,2220010121,Dash,2220020121,Dash,3220020121,Dash,2320020221,Drop,path_fly_far_small_003,7,1210030121,Dash,1210030121,Dash,1210030121,Dash,1210040121,Dash,path_fly_close_elite1_801,0,2210020121,Jump,2210020121,Jump,2210020121,Drop,2310050221,Drop,path_grd_close_small_067,10,3220050121,Jump,3220050121,Jump,3220050121,Jump,3320050121,Dash,21,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7023039,wave_campaign_hard_009,Campaign,90,7,true,false,point_grd_arkcityday_005,point_fly_arkcityday_005,sbg_arkcityday_005,ArkCityDay,Night,ibg_arkcityday_001,3320060121,path_grd_mid_small_002,1220040121,Drop,1220040121,Drop,1220050121,Dash,1220050121,Dash,path_grd_close_small_042,10,1220050121,Dash,1220050121,Dash,1220050121,Dash,1220050121,Dash,path_grd_close_elite2_804,,1220040121,Dash,1220040121,Dash,3320060221,Jump,3320080221,Jump,path_fly_close_small_029,12,1210030121,Dash,1210030121,Dash,1210030121,Dash,1210030121,Dash,path_grd_mid_small_043,5,1220050121,Dash,1220050121,Dash,1220050121,Dash,1220050121,Dash,25,50,0,path_fly_mid_elite2_808,0,3210040121,Dash,3210040121,Dash,3310020221,Dash,3310020221,Dash,path_grd_mid_special_065,5,1220040121,Jump,1220040121,Jump,1220050121,Drop,3320060121,Drop,,path_grd_close_small_042,6,1220040121,Dash,1220040121,Dash,1220050121,Dash,1220050121,Dash,path_grd_close_small_042,4,1220050121,Dash,1220050121,Dash,1220040121,Dash,1220040121,Dash,path_grd_close_small_048,2,1220050121,Drop,1220050121,Drop,1220050121,Drop,1220050121,Drop
7023040,wave_campaign_hard_009,Campaign,90,7,true,false,point_grd_arkcityday_002,point_fly_arkcityday_002,sbg_arkcityday_002,ArkCityDay,Night,ibg_arkcityday_001,2320020121,path_grd_mid_special_025,1120010121,Jump,1120010121,Jump,3220020121,Drop,3320050221,Drop,path_fly_mid_small_036,7,3210030121,Dash,2210040121,Dash,3210010121,Dash,2210040121,Dash,path_grd_mid_small_058,7,3220030121,Dash,3220030121,Dash,3220030121,Dash,2220040121,Dash,path_fly_mid_small_042,,3210010121,Dash,3210010121,Dash,3210030121,Drop,3210010121,Drop,path_fly_mid_small_030,0,1210010121,Drop,1210010121,Drop,2210040121,Drop,2310050221,Drop,0,54,0,path_grd_mid_elite1_802,,3220030121,Dash,3220030121,Dash,2220040121,Drop,2320020121,Jump,path_grd_mid_small_043,,2220030121,Dash,2220030121,Dash,2220030121,Dash,2220040121,Dash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7023041,wave_campaign_hard_009,Campaign,90,7,true,false,point_grd_arkcityday_004,point_fly_arkcityday_004,sbg_arkcityday_004,ArkCityDay,Night,ibg_arkcityday_001,3320020121,path_grd_far_elite1_803,3120010121,Jump,3220030121,Jump,3220070121,Drop,3320020221,Drop,path_grd_mid_small_012,9,1220060121,Dash,1220060121,Dash,1220060121,Dash,2220040121,Dash,path_fly_mid_small_027,7,3210020121,Jump,3210020121,Jump,3210020121,Jump,1210040121,Jump,path_fly_mid_small_036,,1210010121,Dash,1210010121,Dash,1210020121,Drop,1210020121,Drop,path_grd_close_small_051,0,3220030121,Jump,3220030121,Jump,3220030121,Jump,1320040221,Jump,12,18,18,path_grd_far_elite1_803,4,3120010121,Jump,3120010121,Jump,3220070121,Drop,3320020121,Drop,path_fly_close_small_038,8,1210020121,Dash,1210020121,Dash,1210020121,Dash,1210020121,Dash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7023042,wave_campaign_hard_009,Campaign,180,7,false,false,point_grd_arkcityday_004_midclear,point_fly_arkcityday_004,sbg_arkcityday_004_midclear,ArkCityDay,Night,ibg_arkcityday_basedefense_001,3421040151,path_grd_mid_centurion_902,3421040151,Normal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7023043,wave_campaign_hard_009,Defense,90,8,true,true,point_grd_arkcityday_001_rightclear,point_fly_arkcityday_001_rightclear,sbg_arkcityday_001_rightclear,ArkCityDay,Night,ibg_arkcityday_defense_001,,path_fly_close_elite1_801,1210030121,Dash,1210030121,Dash,3210030121,Drop,2310010221,Drop,path_fly_mid_small_005,12,1210030121,Dash,1210030121,Dash,1210030121,Dash,1210030121,Dash,path_grd_mid_special_025,,3120010121,Jump,3120010121,Jump,3220050121,Dash,2220040121,Dash,path_grd_far_small_044,14,3220050121,Dash,3220070121,Dash,3220050121,Dash,3220070121,Dash,path_grd_mid_elite2_808,3,3220050121,Dash,3220070121,Drop,1320030221,Drop,2320070121,Normal,9,29,37,path_fly_mid_elite1_802,,2110010121,Jump,2110010121,Jump,1210030121,Drop,2310030221,Drop,path_grd_far_small_041,,3220070121,Dash,3220070121,Dash,3220070121,Dash,2220040121,Dash,20,path_grd_mid_small_076,10,3220050121,Dash,3220050121,Dash,2220040121,Dash,2320040221,Normal,path_fly_mid_elite2_808,12,1210030121,Dash,1210030121,Dash,2310010221,Dash,2310010221,Drop,,,,,,,,,,
