stage_id,group_id,spot_mod,battle_time,monster_count,use_intro_scene,wave_repeat,point_data,point_data_fly,background_name,theme,theme_time,stage_info_bg,target_list/0,wave_data/0/wave_path,wave_data/0/wave_monster_list/0/wave_monster_id,wave_data/0/wave_monster_list/0/spawn_type,wave_data/0/wave_monster_list/1/wave_monster_id,wave_data/0/wave_monster_list/1/spawn_type,wave_data/0/wave_monster_list/2/wave_monster_id,wave_data/0/wave_monster_list/2/spawn_type,wave_data/0/wave_monster_list/3/wave_monster_id,wave_data/0/wave_monster_list/3/spawn_type,wave_data/1/wave_path,wave_data/1/private_monster_count,wave_data/1/wave_monster_list/0/wave_monster_id,wave_data/1/wave_monster_list/0/spawn_type,wave_data/1/wave_monster_list/1/wave_monster_id,wave_data/1/wave_monster_list/1/spawn_type,wave_data/1/wave_monster_list/2/wave_monster_id,wave_data/1/wave_monster_list/2/spawn_type,wave_data/1/wave_monster_list/3/wave_monster_id,wave_data/1/wave_monster_list/3/spawn_type,wave_data/2/wave_path,wave_data/2/private_monster_count,wave_data/2/wave_monster_list/0/wave_monster_id,wave_data/2/wave_monster_list/0/spawn_type,wave_data/2/wave_monster_list/1/wave_monster_id,wave_data/2/wave_monster_list/1/spawn_type,wave_data/2/wave_monster_list/2/wave_monster_id,wave_data/2/wave_monster_list/2/spawn_type,wave_data/2/wave_monster_list/3/wave_monster_id,wave_data/2/wave_monster_list/3/spawn_type,wave_data/3/wave_path,wave_data/3/private_monster_count,wave_data/3/wave_monster_list/0/wave_monster_id,wave_data/3/wave_monster_list/0/spawn_type,wave_data/3/wave_monster_list/1/wave_monster_id,wave_data/3/wave_monster_list/1/spawn_type,wave_data/3/wave_monster_list/2/wave_monster_id,wave_data/3/wave_monster_list/2/spawn_type,wave_data/3/wave_monster_list/3/wave_monster_id,wave_data/3/wave_monster_list/3/spawn_type,wave_data/4/wave_path,wave_data/4/private_monster_count,wave_data/4/wave_monster_list/0/wave_monster_id,wave_data/4/wave_monster_list/0/spawn_type,wave_data/4/wave_monster_list/1/wave_monster_id,wave_data/4/wave_monster_list/1/spawn_type,wave_data/4/wave_monster_list/2/wave_monster_id,wave_data/4/wave_monster_list/2/spawn_type,wave_data/4/wave_monster_list/3/wave_monster_id,wave_data/4/wave_monster_list/3/spawn_type,close_monster_count,mid_monster_count,far_monster_count,mod_value,wave_data/5/wave_path,wave_data/5/wave_monster_list/0/wave_monster_id,wave_data/5/wave_monster_list/0/spawn_type,wave_data/5/wave_monster_list/1/wave_monster_id,wave_data/5/wave_monster_list/1/spawn_type,wave_data/5/wave_monster_list/2/wave_monster_id,wave_data/5/wave_monster_list/2/spawn_type,wave_data/5/wave_monster_list/3/wave_monster_id,wave_data/5/wave_monster_list/3/spawn_type,wave_data/6/wave_path,wave_data/6/private_monster_count,wave_data/6/wave_monster_list/0/wave_monster_id,wave_data/6/wave_monster_list/0/spawn_type,wave_data/6/wave_monster_list/1/wave_monster_id,wave_data/6/wave_monster_list/1/spawn_type,wave_data/6/wave_monster_list/2/wave_monster_id,wave_data/6/wave_monster_list/2/spawn_type,wave_data/6/wave_monster_list/3/wave_monster_id,wave_data/6/wave_monster_list/3/spawn_type,wave_data/7/wave_path,wave_data/7/private_monster_count,wave_data/7/wave_monster_list/0/wave_monster_id,wave_data/7/wave_monster_list/0/spawn_type,wave_data/7/wave_monster_list/1/wave_monster_id,wave_data/7/wave_monster_list/1/spawn_type,wave_data/7/wave_monster_list/2/wave_monster_id,wave_data/7/wave_monster_list/2/spawn_type,wave_data/7/wave_monster_list/3/wave_monster_id,wave_data/7/wave_monster_list/3/spawn_type,wave_data/5/private_monster_count,wave_data/8/wave_path,wave_data/8/private_monster_count,wave_data/8/wave_monster_list/0/wave_monster_id,wave_data/8/wave_monster_list/0/spawn_type,wave_data/8/wave_monster_list/1/wave_monster_id,wave_data/8/wave_monster_list/1/spawn_type,wave_data/8/wave_monster_list/2/wave_monster_id,wave_data/8/wave_monster_list/2/spawn_type,wave_data/8/wave_monster_list/3/wave_monster_id,wave_data/8/wave_monster_list/3/spawn_type,wave_data/9/wave_path,wave_data/9/private_monster_count,wave_data/9/wave_monster_list/0/wave_monster_id,wave_data/9/wave_monster_list/0/spawn_type,wave_data/9/wave_monster_list/1/wave_monster_id,wave_data/9/wave_monster_list/1/spawn_type,wave_data/9/wave_monster_list/2/wave_monster_id,wave_data/9/wave_monster_list/2/spawn_type,wave_data/9/wave_monster_list/3/wave_monster_id,wave_data/9/wave_monster_list/3/spawn_type
6230184,wave_tower_missilis_003,Defense,90,7,True,True,point_grd_tower_002_rightclear,point_fly_tower_002_rightclear,sbg_tower_002_rightclear,Tower,Missilis,ibg_tower_defense_001,,path_grd_close_small_007,3220050131,Jump,3220050131.0,Jump,3220050131.0,Jump,3220050131.0,Jump,path_grd_mid_small_037,8.0,1220060131.0,Normal,1220060131.0,Normal,1220060131.0,Jump,1220060131.0,Jump,path_grd_close_small_013,10.0,3220050131.0,Drop,3220050131.0,Drop,3220050131.0,Drop,1220060131.0,Drop,path_grd_mid_elite1_802,3.0,3220050131.0,Drop,3220050131.0,Drop,1220060131.0,Drop,1320060231.0,Drop,path_grd_mid_small_012,12.0,1220060131.0,Jump,1220060131.0,Normal,1220060131.0,Jump,1220060131.0,Normal,24,36,0,20,path_fly_close_small_029,1210030131.0,Jump,1210030131.0,Jump,1210030131.0,Jump,1220060131.0,Drop,path_grd_mid_small_075,10.0,1220060131.0,Dash,1220060131.0,Dash,1220060131.0,Dash,1220060131.0,Dash,path_fly_mid_elite1_802,,1210030131.0,Jump,1210030131.0,Jump,1220060131.0,Drop,1310020231.0,Drop,10.0,path_grd_close_small_013,15.0,1220060131.0,Normal,1220060131.0,Jump,1220060131.0,Normal,3320010231.0,Normal,,,,,,,,,,
6230185,wave_tower_missilis_003,Campaign,90,7,True,False,point_grd_tower_001,point_fly_tower_001,sbg_tower_001,Tower,Missilis,ibg_tower_001,1320060131.0,path_fly_mid_special_047,1110010131,Dash,1110010131.0,Dash,1210020131.0,Drop,3210030131.0,Drop,path_grd_close_elite2_804,10.0,1220060131.0,Dash,1220060131.0,Dash,1320060231.0,Jump,1320060231.0,Jump,path_grd_mid_small_070,6.0,1220060131.0,Dash,1220060131.0,Dash,1220060131.0,Dash,1220050131.0,Drop,path_fly_close_small_029,10.0,3210040131.0,Drop,3210040131.0,Drop,3210040131.0,Drop,3210040131.0,Drop,path_grd_mid_elite2_808,0.0,1220060131.0,Dash,1220060131.0,Dash,1320060231.0,Drop,1320060131.0,Drop,42,30,0,,path_grd_close_special_024,1120010131.0,Jump,1120010131.0,Jump,2220040131.0,Drop,1320060231.0,Drop,path_grd_close_small_042,6.0,1220060131.0,Dash,1220050131.0,Dash,1220060131.0,Dash,1220050131.0,Dash,path_grd_close_small_048,5.0,1220060131.0,Drop,1220050131.0,Drop,1220060131.0,Drop,1220050131.0,Drop,10.0,,,,,,,,,,,,,,,,,,,,
6230186,wave_tower_missilis_003,Campaign,90,5,True,False,point_grd_tower_003,point_fly_tower_003,sbg_tower_003,Tower,Missilis,ibg_tower_001,1320040131.0,path_grd_mid_small_049,3220050131,Drop,3220050131.0,Drop,3220050131.0,Drop,1320040231.0,Drop,path_grd_far_small_071,7.0,2220030131.0,Dash,2220030131.0,Dash,2220030131.0,Dash,2220040131.0,Dash,path_grd_mid_small_012,,3220050131.0,Dash,3220050131.0,Dash,3220050131.0,Dash,3220020131.0,Dash,path_grd_mid_small_055,0.0,2220030131.0,Drop,2220030131.0,Drop,2220030131.0,Drop,1320040131.0,Drop,path_grd_far_special_066,,2220030131.0,Dash,2220030131.0,Dash,3220060131.0,Drop,3220060131.0,Drop,0,18,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6230187,wave_tower_missilis_003,Campaign,90,5,True,False,point_grd_tower_005,point_fly_tower_005,sbg_tower_005,Tower,Missilis,ibg_tower_001,3320010131.0,path_grd_mid_special_025,1120010131,Jump,1120010131.0,Jump,3220050131.0,Drop,2320050231.0,Drop,path_fly_close_small_029,7.0,3210010131.0,Dash,3210010131.0,Dash,3210010131.0,Dash,3210030131.0,Dash,path_grd_mid_small_058,7.0,3220040131.0,Dash,3220040131.0,Dash,3220040131.0,Dash,3220040131.0,Dash,path_grd_mid_elite1_802,0.0,3220050131.0,Dash,3220050131.0,Dash,2220040131.0,Drop,2320050231.0,Drop,path_grd_close_small_045,6.0,3220040131.0,Jump,3220040131.0,Jump,3220040131.0,Jump,3320010131.0,Dash,12,30,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6230188,wave_tower_missilis_003,Campaign,90,7,True,False,point_grd_tower_002,point_fly_tower_002,sbg_tower_002,Tower,Missilis,ibg_tower_001,2320020131.0,path_grd_mid_special_025,1120010131,Jump,1120010131.0,Jump,3220020131.0,Drop,3320050231.0,Drop,path_fly_mid_small_036,7.0,3210030131.0,Dash,2210040131.0,Dash,3210010131.0,Dash,2210040131.0,Dash,path_grd_mid_small_058,7.0,3220030131.0,Dash,3220030131.0,Dash,3220030131.0,Dash,2220040131.0,Dash,path_fly_mid_small_042,,3210010131.0,Dash,3210010131.0,Dash,3210030131.0,Drop,3210010131.0,Drop,path_fly_mid_small_030,0.0,1210010131.0,Drop,1210010131.0,Drop,2210040131.0,Drop,1310010231.0,Drop,0,54,0,,path_grd_mid_elite1_802,3220030131.0,Dash,3220030131.0,Dash,2220040131.0,Drop,2320020131.0,Jump,path_grd_mid_small_043,,2220030131.0,Dash,2220030131.0,Dash,2220030131.0,Dash,2220040131.0,Dash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6230189,wave_tower_missilis_003,Campaign,90,7,True,False,point_grd_tower_004,point_fly_tower_004,sbg_tower_004,Tower,Missilis,ibg_tower_001,1320060131.0,path_grd_mid_small_043,1220060131,Dash,1220060131.0,Dash,1220060131.0,Dash,1220060131.0,Dash,path_fly_mid_elite2_808,,1210030131.0,Dash,1210030131.0,Dash,3310010231.0,Dash,3310010231.0,Dash,path_fly_far_small_054,6.0,1210030131.0,Dash,1210030131.0,Dash,1210030131.0,Dash,1210030131.0,Dash,path_grd_mid_special_025,14.0,2120010131.0,Dash,2120010131.0,Dash,1220060131.0,Drop,2220040131.0,Drop,path_fly_mid_elite1_802,0.0,1210030131.0,Dash,1210030131.0,Dash,3210030131.0,Drop,1310040231.0,Drop,0,60,6,,path_grd_mid_elite1_802,1220060131.0,Jump,1220060131.0,Jump,2220040131.0,Drop,1320060131.0,Drop,path_fly_mid_small_024,5.0,1210030131.0,Dash,1210030131.0,Dash,1210030131.0,Dash,1210030131.0,Dash,path_grd_mid_small_043,,1220060131.0,Dash,2220040131.0,Dash,1220060131.0,Dash,2220040131.0,Dash,10.0,,,,,,,,,,,,,,,,,,,,
6230190,wave_tower_missilis_003,Campaign,180,5,False,False,point_grd_stormbringer_01,point_fly_stormbringer_01,sbg_greathole_sky_001,CityForest,Day,ibg_greathole_001,2510010141.0,b_fly_stormbringer_01,2510010141,Normal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6230191,wave_tower_missilis_003,Campaign,90,5,True,False,point_grd_tower_002,point_fly_tower_002,sbg_tower_002,Tower,Missilis,ibg_tower_001,2320060151.0,path_grd_mid_small_070,3220050151,Dash,3220050151.0,Dash,3220050151.0,Dash,2220050151.0,Dash,path_fly_mid_small_039,,1210020151.0,Dash,1210020151.0,Dash,1210040151.0,Dash,1310010251.0,Dash,path_grd_mid_small_034,7.0,3220050151.0,Drop,3220050151.0,Drop,3220050151.0,Drop,2220050151.0,Dash,path_grd_mid_small_068,0.0,3220050151.0,Dash,3220050151.0,Dash,2220050151.0,Drop,2320060151.0,Drop,path_grd_mid_small_037,10.0,3220050151.0,Dash,3220050151.0,Dash,3220050151.0,Dash,2220050151.0,Normal,0,30,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6230192,wave_tower_missilis_003,Campaign,90,5,True,False,point_grd_tower_004,point_fly_tower_004,sbg_tower_004,Tower,Missilis,ibg_tower_001,2310010151.0,path_grd_mid_small_070,2220010151,Drop,2220010151.0,Drop,2220010151.0,Drop,2220040151.0,Jump,path_fly_mid_small_008,7.0,3210010151.0,Dash,3210030151.0,Dash,3210010151.0,Dash,2310010251.0,Dash,path_grd_close_small_036,7.0,2220010151.0,Dash,2220010151.0,Dash,2220010151.0,Dash,2220040151.0,Dash,path_grd_mid_elite1_802,0.0,2220010151.0,Jump,2220010151.0,Jump,2220040151.0,Drop,1320020251.0,Drop,path_fly_mid_small_030,7.0,3210010151.0,Drop,3210030151.0,Drop,3210010151.0,Drop,2310010151.0,Dash,6,27,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6230193,wave_tower_missilis_003,Campaign,90,5,True,False,point_grd_tower_005,point_fly_tower_005,sbg_tower_005,Tower,Missilis,ibg_tower_001,2320050151.0,path_grd_far_small_003,2220010151,Drop,2220010151.0,Drop,3220060151.0,Dash,3220060151.0,Dash,path_grd_mid_elite1_802,7.0,2220010151.0,Jump,2220010151.0,Jump,3220060151.0,Drop,2320050251.0,Drop,path_fly_mid_special_016,4.0,3110010151.0,Drop,3110010151.0,Drop,2210010151.0,Drop,2210010151.0,Drop,path_grd_mid_elite1_802,0.0,2220010151.0,Dash,2220010151.0,Dash,3220060151.0,Drop,2320050151.0,Drop,path_grd_far_small_044,10.0,3220060151.0,Dash,3220060151.0,Dash,3220060151.0,Dash,3220060151.0,Dash,0,48,12,,path_grd_mid_special_025,3120010151.0,Jump,3120010151.0,Jump,3120010151.0,Drop,3120010151.0,Drop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6230194,wave_tower_missilis_003,BaseDefense,60,6,True,True,point_grd_tower_003_midclear,point_fly_tower_003,sbg_tower_003_midclear,Tower,Missilis,ibg_tower_basedefense_001,,path_grd_close_small_036,2220020151,Dash,2220020151.0,Dash,2220020151.0,Dash,2220050151.0,Dash,path_grd_mid_small_040,,1220040151.0,Dash,1220040151.0,Dash,1220040151.0,Dash,3220020151.0,Dash,path_grd_mid_small_052,,2220020151.0,Dash,1220040151.0,Jump,2220020151.0,Dash,1220040151.0,Jump,path_grd_mid_elite1_802,3.0,1220040151.0,Jump,1220040151.0,Jump,3220020151.0,Drop,2320060251.0,Drop,path_fly_mid_small_039,10.0,1220040151.0,Jump,3210010151.0,Drop,1220040151.0,Jump,3210010151.0,Drop,6,63,0,normal,path_grd_mid_special_065,2120010151.0,Dash,2120010151.0,Dash,2220020151.0,Drop,3220020151.0,Drop,path_grd_mid_small_075,6.0,2220020151.0,Jump,3220020151.0,Jump,2220020151.0,Jump,3220020151.0,Jump,path_fly_mid_elite1_802,7.0,1220040151.0,Drop,2220020151.0,Drop,3210010151.0,Drop,1310010251.0,Drop,8.0,path_grd_mid_small_012,12.0,2220020151.0,Drop,2220020151.0,Drop,2220020151.0,Drop,2320060251.0,Drop,,,,,,,,,,
6230195,wave_tower_missilis_003,Defense,90,8,True,True,point_grd_tower_002_rightclear,point_fly_tower_002_rightclear,sbg_tower_002_rightclear,Tower,Missilis,ibg_tower_defense_001,,path_fly_close_elite1_801,1210020151,Normal,1210020151.0,Normal,1210030151.0,Dash,1310010251.0,Dash,path_grd_mid_small_040,12.0,1220060151.0,Normal,1220060151.0,Normal,3220020151.0,Normal,2320040251.0,Normal,path_fly_mid_small_008,8.0,1210020151.0,Normal,1210020151.0,Normal,1210020151.0,Normal,1210020151.0,Normal,path_fly_mid_special_016,7.0,1110010151.0,Drop,1110010151.0,Drop,1210020151.0,Normal,1210020151.0,Normal,path_grd_mid_elite2_805,3.0,1220060151.0,Drop,1220060151.0,Drop,3320060151.0,Normal,3320060251.0,Drop,24,57,0,20,path_fly_mid_small_008,1210020151.0,Normal,1210020151.0,Normal,1210020151.0,Normal,1210020151.0,Normal,path_fly_close_special_044,7.0,1110010151.0,Drop,1110010151.0,Drop,1210020151.0,Normal,2310030251.0,Drop,path_grd_mid_small_075,10.0,1220060151.0,Normal,1220060151.0,Normal,1220060151.0,Drop,1220060151.0,Drop,,path_fly_mid_elite2_808,5.0,1210020151.0,Normal,1210020151.0,Normal,2310020251.0,Drop,2310020251.0,Drop,,,,,,,,,,
6230196,wave_tower_missilis_003,Campaign,90,5,True,False,point_grd_tower_001,point_fly_tower_001,sbg_tower_001,Tower,Missilis,ibg_tower_001,2320050151.0,path_grd_mid_special_025,1120010151,Jump,1120010151.0,Jump,3220050151.0,Drop,2320050251.0,Drop,path_fly_mid_small_030,10.0,1210020151.0,Drop,1210020151.0,Drop,1210020151.0,Drop,3210040151.0,Drop,path_grd_close_small_013,4.0,1220050151.0,Dash,1220050151.0,Dash,1220050151.0,Dash,1220050151.0,Dash,path_grd_mid_elite1_802,0.0,3220050151.0,Dash,3220050151.0,Dash,1220050151.0,Drop,1320030251.0,Drop,path_grd_mid_special_025,6.0,3120010151.0,Dash,3120010151.0,Dash,1220050151.0,Drop,2320050151.0,Dash,6,51,0,,path_grd_mid_small_043,1220050151.0,Dash,1220050151.0,Dash,1220050151.0,Dash,2220040151.0,Dash,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
6230197,wave_tower_missilis_003,Campaign,90,5,True,False,point_grd_tower_002,point_fly_tower_002,sbg_tower_002,Tower,Missilis,ibg_tower_001,1310020151.0,path_grd_far_small_053,1220060151,Dash,1220060151.0,Dash,1220060151.0,Dash,1220060151.0,Dash,path_grd_mid_elite1_802,6.0,1220020151.0,Jump,1220020151.0,Jump,1220020151.0,Jump,2320010251.0,Jump,path_fly_mid_small_050,,2210010151.0,Drop,2210010151.0,Drop,2210010151.0,Drop,3210030151.0,Drop,path_fly_far_elite1_803,0.0,1210030151.0,Jump,1210030151.0,Jump,1210040151.0,Drop,1310020151.0,Drop,path_grd_mid_special_065,6.0,1220060151.0,Dash,1220060151.0,Dash,3220040151.0,Drop,3220040151.0,Drop,0,30,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6230198,wave_tower_missilis_003,Campaign,90,5,True,False,point_grd_tower_003,point_fly_tower_003,sbg_tower_003,Tower,Missilis,ibg_tower_001,3320050151.0,path_grd_close_small_051,3220050151,Dash,3220050151.0,Dash,3220050151.0,Jump,2220040151.0,Jump,path_grd_mid_small_068,7.0,2220010151.0,Dash,2220020151.0,Dash,3220020151.0,Dash,2320020251.0,Drop,path_fly_far_small_003,7.0,1210030151.0,Dash,1210030151.0,Dash,1210030151.0,Dash,1210040151.0,Dash,path_fly_close_elite1_801,0.0,2210020151.0,Jump,2210020151.0,Jump,2210020151.0,Drop,1310010251.0,Drop,path_grd_close_small_067,10.0,3220050151.0,Jump,3220050151.0,Jump,3220050151.0,Jump,3320050151.0,Dash,21,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6230199,wave_tower_missilis_003,Campaign,90,7,True,False,point_grd_tower_001,point_fly_tower_001,sbg_tower_001,Tower,Missilis,ibg_tower_001,1320040151.0,path_grd_mid_small_002,2220010151,Drop,2220010151.0,Drop,3220010151.0,Drop,3220010151.0,Drop,path_grd_mid_small_034,5.0,3220010151.0,Jump,3220010151.0,Jump,2220010151.0,Jump,1320040251.0,Drop,path_grd_mid_small_068,10.0,2220010151.0,Dash,2220010151.0,Dash,3220020151.0,Dash,2320020251.0,Drop,path_grd_close_small_010,,3220010151.0,Dash,3220010151.0,Dash,2220010151.0,Dash,2220010151.0,Dash,path_grd_mid_elite2_808,0.0,3220010151.0,Dash,3220010151.0,Dash,2320020251.0,Drop,1320040251.0,Drop,6,39,0,,path_grd_mid_small_043,2220010151.0,Dash,2220010151.0,Dash,3220010151.0,Drop,1320040151.0,Drop,path_grd_mid_small_068,,2220010151.0,Jump,2220010151.0,Jump,2220010151.0,Jump,3220020151.0,Jump,,,,,,,,,,,8.0,,,,,,,,,,,,,,,,,,,,
6230200,wave_tower_missilis_003,Campaign,180,6,False,True,point_grd_tower_003,point_fly_tower_003,sbg_tower_003_midclear,Tower,Missilis,ibg_tower_001,1410010231.0,path_fly_mid_centurion_901,1410010231,Normal,,,,,,,path_grd_mid_small_002,,3220050151.0,Jump,3220050151.0,Jump,3220050151.0,Jump,3220050151.0,Jump,path_grd_mid_small_005,4.0,2220010151.0,Dash,2220010151.0,Dash,1220030151.0,Dash,1220030151.0,Dash,path_grd_mid_small_075,,2120010151.0,Dash,2120010151.0,Dash,2220030151.0,Dash,2220030151.0,Dash,path_fly_mid_small_042,3.0,1210010151.0,Jump,1210030151.0,Jump,1110010151.0,Jump,1110010151.0,Jump,12,45,1,,path_grd_mid_small_075,3220050151.0,Drop,2120010151.0,Drop,2120010151.0,Drop,2120010151.0,Drop,path_fly_close_small_038,4.0,1210010151.0,Normal,2210020151.0,Normal,2210020151.0,Normal,2210020151.0,Normal,path_grd_mid_elite3_814,4.0,1120010151.0,Drop,1120010151.0,Drop,1120010151.0,Drop,2220040151.0,Drop,4.0,path_grd_mid_small_075,,2220020151.0,Drop,2220020151.0,Drop,2220020151.0,Drop,3220060151.0,Drop,path_fly_close_small_038,4.0,1210020151.0,Dash,3210020151.0,Dash,1210020151.0,Dash,1310030251.0,Dash
6230201,wave_tower_missilis_003,Campaign,90,5,True,False,point_grd_tower_004,point_fly_tower_004,sbg_tower_004,Tower,Missilis,ibg_tower_001,3320020111.0,path_grd_mid_small_043,2220030111,Dash,2220030111.0,Dash,2220030111.0,Dash,2220030111.0,Dash,path_grd_far_elite1_803,7.0,1120010111.0,Dash,1120010111.0,Dash,3220070111.0,Drop,3320020211.0,Drop,path_grd_far_small_044,4.0,2220030111.0,Dash,3220070111.0,Dash,2220030111.0,Dash,3220070111.0,Dash,path_grd_mid_small_070,11.0,1120010111.0,Jump,1120010111.0,Jump,1120010111.0,Jump,2220040111.0,Jump,path_grd_far_elite1_803,0.0,2220030111.0,Dash,2220030111.0,Dash,3220070111.0,Drop,3320020111.0,Drop,0,18,24,,path_grd_mid_small_073,2220030111.0,Dash,2220030111.0,Dash,2220030111.0,Dash,2220040111.0,Dash,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,
6230202,wave_tower_missilis_003,Campaign,90,5,True,False,point_grd_tower_005,point_fly_tower_005,sbg_tower_005,Tower,Missilis,ibg_tower_001,2320050111.0,path_grd_far_small_003,2220010111,Drop,2220010111.0,Drop,3220060111.0,Dash,3220060111.0,Dash,path_grd_mid_elite1_802,7.0,2220010111.0,Jump,2220010111.0,Jump,3220060111.0,Drop,2320050211.0,Drop,path_fly_mid_special_016,4.0,3110010111.0,Drop,3110010111.0,Drop,2210010111.0,Drop,2210010111.0,Drop,path_grd_mid_elite1_802,0.0,2220010111.0,Dash,2220010111.0,Dash,3220060111.0,Drop,2320050111.0,Drop,path_grd_far_small_044,10.0,3220060111.0,Dash,3220060111.0,Dash,3220060111.0,Dash,3220060111.0,Dash,0,48,12,,path_grd_mid_special_025,3120010111.0,Jump,3120010111.0,Jump,3120010111.0,Drop,3120010111.0,Drop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6230203,wave_tower_missilis_003,Campaign,90,5,True,False,point_grd_tower_003,point_fly_tower_003,sbg_tower_003,Tower,Missilis,ibg_tower_001,2320070111.0,path_grd_mid_special_065,3120010111,Dash,3120010111.0,Dash,2220020111.0,Drop,2320070211.0,Drop,path_grd_far_small_074,12.0,2220020111.0,Dash,2220020111.0,Dash,2220020111.0,Dash,2220040111.0,Dash,path_fly_mid_small_005,,3210010111.0,Dash,3210010111.0,Dash,3210010111.0,Dash,3210030111.0,Dash,path_fly_mid_elite1_802,0.0,3210010111.0,Dash,3210010111.0,Dash,3210030111.0,Drop,2310010211.0,Drop,path_grd_far_small_071,7.0,2220020111.0,Dash,2220020111.0,Dash,3220060111.0,Dash,2320070111.0,Jump,0,30,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6230204,wave_tower_missilis_003,Defense,90,7,True,True,point_grd_tower_002_rightclear,point_fly_tower_002_rightclear,sbg_tower_002_rightclear,Tower,Missilis,ibg_tower_defense_001,,path_grd_close_small_039,2220010111,Jump,2220010111.0,Jump,2220010111.0,Jump,2220040111.0,Normal,path_grd_mid_small_075,8.0,3220010111.0,Jump,3220010111.0,Jump,3220010111.0,Jump,3220020111.0,Jump,path_grd_close_special_064,,3120010111.0,Jump,3120010111.0,Jump,2220010111.0,Dash,2220010111.0,Dash,path_grd_mid_elite1_802,4.0,2220010111.0,Jump,2220010111.0,Jump,2220040111.0,Drop,1320060211.0,Drop,path_grd_close_small_048,12.0,3220010111.0,Drop,3220010111.0,Drop,3220010111.0,Drop,2220040111.0,Drop,27,51,0,20,path_fly_mid_special_047,3110010111.0,Drop,3110010111.0,Drop,3210020111.0,Normal,3210020111.0,Normal,path_grd_mid_small_075,10.0,2220010111.0,Dash,2220010111.0,Drop,2220010111.0,Dash,2220040111.0,Drop,path_grd_mid_elite1_802,,2220010111.0,Dash,2220010111.0,Dash,2220040111.0,Dash,1320060211.0,Dash,10.0,path_grd_mid_small_049,15.0,3220010111.0,Drop,3220010111.0,Drop,3220010111.0,Drop,1320060211.0,Normal,,,,,,,,,,
6230205,wave_tower_missilis_003,Campaign,90,7,True,False,point_grd_tower_002,point_fly_tower_002,sbg_tower_002,Tower,Missilis,ibg_tower_001,1320040111.0,path_grd_mid_small_005,3220010111,Dash,3220010111.0,Dash,3220010111.0,Dash,2220040111.0,Dash,path_grd_mid_small_070,,2220010111.0,Dash,2220010111.0,Dash,2220010111.0,Dash,1320060211.0,Drop,path_fly_close_elite1_801,,2210020111.0,Dash,2210020111.0,Dash,2210040111.0,Drop,1310040211.0,Drop,path_fly_close_small_029,0.0,2210020111.0,Dash,2210020111.0,Dash,2210040111.0,Drop,1310040211.0,Drop,path_grd_close_elite2_807,,3220010111.0,Jump,3220010111.0,Jump,1320060211.0,Drop,1320040111.0,Drop,24,24,0,,path_grd_mid_small_040,2220010111.0,Dash,2220010111.0,Dash,2220010111.0,Dash,2220040111.0,Dash,path_fly_mid_small_039,10.0,2210020111.0,Dash,2210040111.0,Dash,2210020111.0,Dash,2210040111.0,Dash,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,
6230206,wave_tower_missilis_003,Campaign,90,5,True,False,point_grd_tower_004,point_fly_tower_004,sbg_tower_004,Tower,Missilis,ibg_tower_001,3310050111.0,path_fly_mid_small_018,2210020111,Dash,2210020111.0,Dash,1210030111.0,Dash,1210030111.0,Dash,path_grd_mid_elite1_802,,1220050111.0,Drop,3220030111.0,Drop,1220050111.0,Drop,1320030211.0,Drop,path_grd_mid_small_055,7.0,3220050111.0,Dash,3220050111.0,Dash,3220050111.0,Dash,2220010111.0,Dash,path_fly_mid_elite1_802,0.0,3210040111.0,Drop,2210010111.0,Drop,2210010111.0,Drop,3310050111.0,Drop,path_grd_mid_small_049,6.0,2220020111.0,Jump,2220020111.0,Jump,2220020111.0,Jump,2220040111.0,Dash,0,36,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
