stage_id,group_id,spot_mod,battle_time,monster_count,use_intro_scene,wave_repeat,point_data,point_data_fly,background_name,theme,theme_time,stage_info_bg,target_list/0,wave_data/0/wave_path,wave_data/0/wave_monster_list/0/wave_monster_id,wave_data/0/wave_monster_list/0/spawn_type,wave_data/0/wave_monster_list/1/wave_monster_id,wave_data/0/wave_monster_list/1/spawn_type,wave_data/0/wave_monster_list/2/wave_monster_id,wave_data/0/wave_monster_list/2/spawn_type,wave_data/0/wave_monster_list/3/wave_monster_id,wave_data/0/wave_monster_list/3/spawn_type,wave_data/1/wave_path,wave_data/1/wave_monster_list/0/wave_monster_id,wave_data/1/wave_monster_list/0/spawn_type,wave_data/1/wave_monster_list/1/wave_monster_id,wave_data/1/wave_monster_list/1/spawn_type,wave_data/1/wave_monster_list/2/wave_monster_id,wave_data/1/wave_monster_list/2/spawn_type,wave_data/1/wave_monster_list/3/wave_monster_id,wave_data/1/wave_monster_list/3/spawn_type,wave_data/2/wave_path,wave_data/2/private_monster_count,wave_data/2/wave_monster_list/0/wave_monster_id,wave_data/2/wave_monster_list/0/spawn_type,wave_data/2/wave_monster_list/1/wave_monster_id,wave_data/2/wave_monster_list/1/spawn_type,wave_data/2/wave_monster_list/2/wave_monster_id,wave_data/2/wave_monster_list/2/spawn_type,wave_data/2/wave_monster_list/3/wave_monster_id,wave_data/2/wave_monster_list/3/spawn_type,wave_data/3/wave_path,wave_data/3/private_monster_count,wave_data/3/wave_monster_list/0/wave_monster_id,wave_data/3/wave_monster_list/0/spawn_type,wave_data/3/wave_monster_list/1/wave_monster_id,wave_data/3/wave_monster_list/1/spawn_type,wave_data/3/wave_monster_list/2/wave_monster_id,wave_data/3/wave_monster_list/2/spawn_type,wave_data/3/wave_monster_list/3/wave_monster_id,wave_data/3/wave_monster_list/3/spawn_type,wave_data/4/wave_path,wave_data/4/private_monster_count,wave_data/4/wave_monster_list/0/wave_monster_id,wave_data/4/wave_monster_list/0/spawn_type,wave_data/4/wave_monster_list/1/wave_monster_id,wave_data/4/wave_monster_list/1/spawn_type,wave_data/4/wave_monster_list/2/wave_monster_id,wave_data/4/wave_monster_list/2/spawn_type,wave_data/4/wave_monster_list/3/wave_monster_id,wave_data/4/wave_monster_list/3/spawn_type,wave_data/5/wave_path,wave_data/5/private_monster_count,wave_data/5/wave_monster_list/0/wave_monster_id,wave_data/5/wave_monster_list/0/spawn_type,wave_data/5/wave_monster_list/1/wave_monster_id,wave_data/5/wave_monster_list/1/spawn_type,wave_data/5/wave_monster_list/2/wave_monster_id,wave_data/5/wave_monster_list/2/spawn_type,wave_data/5/wave_monster_list/3/wave_monster_id,wave_data/5/wave_monster_list/3/spawn_type,close_monster_count,mid_monster_count,far_monster_count,wave_data/1/private_monster_count,wave_data/6/wave_path,wave_data/6/wave_monster_list/0/wave_monster_id,wave_data/6/wave_monster_list/0/spawn_type,wave_data/6/wave_monster_list/1/wave_monster_id,wave_data/6/wave_monster_list/1/spawn_type,wave_data/6/wave_monster_list/2/wave_monster_id,wave_data/6/wave_monster_list/2/spawn_type,wave_data/6/wave_monster_list/3/wave_monster_id,wave_data/6/wave_monster_list/3/spawn_type,wave_data/6/private_monster_count,wave_data/7/wave_path,wave_data/7/wave_monster_list/0/wave_monster_id,wave_data/7/wave_monster_list/0/spawn_type,wave_data/7/wave_monster_list/1/wave_monster_id,wave_data/7/wave_monster_list/1/spawn_type,wave_data/7/wave_monster_list/2/wave_monster_id,wave_data/7/wave_monster_list/2/spawn_type,wave_data/7/wave_monster_list/3/wave_monster_id,wave_data/7/wave_monster_list/3/spawn_type,wave_data/7/private_monster_count,mod_value,wave_data/8/wave_path,wave_data/8/private_monster_count,wave_data/8/wave_monster_list/0/wave_monster_id,wave_data/8/wave_monster_list/0/spawn_type,wave_data/8/wave_monster_list/1/wave_monster_id,wave_data/8/wave_monster_list/1/spawn_type,wave_data/8/wave_monster_list/2/wave_monster_id,wave_data/8/wave_monster_list/2/spawn_type,wave_data/8/wave_monster_list/3/wave_monster_id,wave_data/8/wave_monster_list/3/spawn_type,wave_data/9/wave_path,wave_data/9/private_monster_count,wave_data/9/wave_monster_list/0/wave_monster_id,wave_data/9/wave_monster_list/0/spawn_type,wave_data/9/wave_monster_list/1/wave_monster_id,wave_data/9/wave_monster_list/1/spawn_type,wave_data/9/wave_monster_list/2/wave_monster_id,wave_data/9/wave_monster_list/2/spawn_type,wave_data/9/wave_monster_list/3/wave_monster_id,wave_data/9/wave_monster_list/3/spawn_type
6210484,wave_tower_default_006,Campaign,90,7,True,False,point_grd_tower_002,point_fly_tower_002,sbg_tower_002,Tower,Day,ibg_tower_001,3320080131.0,path_fly_mid_small_030,2210010131,Drop,2210010131.0,Drop,2210010131.0,Drop,3210050131.0,Drop,path_fly_close_small_029,2210010131.0,Drop,2210010131.0,Drop,2210010131.0,Drop,3210050131.0,Drop,path_grd_mid_elite1_802,5.0,2220020131.0,Jump,2220020131.0,Jump,3220030131.0,Drop,3320080231.0,Drop,path_fly_close_small_023,12.0,1210030131.0,Dash,3210050131.0,Dash,1210030131.0,Dash,3210050131.0,Dash,path_grd_close_small_013,0.0,2220020131.0,Dash,2220020131.0,Dash,2220020131.0,Dash,2320010231.0,Dash,path_grd_mid_elite1_802,7.0,3220030131.0,Dash,3220030131.0,Dash,1220050131.0,Drop,3320080131.0,Drop,24,24,0,,path_fly_close_small_029,2210010131.0,Dash,2210010131.0,Dash,3210050131.0,Dash,3210050131.0,Dash,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6210485,wave_tower_default_006,Defense,90,8,True,True,point_grd_tower_002_rightclear,point_fly_tower_002_rightclear,sbg_tower_002_rightclear,Tower,Day,ibg_tower_defense_001,,path_fly_close_elite1_801,1210030131,Dash,1210030131.0,Dash,3210030131.0,Drop,2310010231.0,Drop,path_fly_mid_small_005,1210030131.0,Dash,1210030131.0,Dash,1210030131.0,Dash,1210030131.0,Dash,path_grd_mid_special_025,,3120010131.0,Jump,3120010131.0,Jump,3220050131.0,Dash,2220040131.0,Dash,path_grd_far_small_044,14.0,3220050131.0,Dash,3220070131.0,Dash,3220050131.0,Dash,3220070131.0,Dash,path_grd_mid_elite2_808,3.0,3220050131.0,Dash,3220070131.0,Drop,1320030231.0,Drop,2320070131.0,Normal,path_fly_mid_elite1_802,,2110010131.0,Jump,2110010131.0,Jump,1210030131.0,Drop,2310030231.0,Drop,9,54,12,12.0,path_grd_far_small_041,3220070131.0,Dash,3220070131.0,Dash,3220070131.0,Dash,2220040131.0,Dash,,path_grd_mid_small_076,3220050131.0,Dash,3220050131.0,Dash,2220040131.0,Dash,2320040231.0,Normal,10.0,20,path_fly_mid_elite2_808,12.0,1210030131.0,Dash,1210030131.0,Dash,2310010231.0,Dash,2310010231.0,Drop,,,,,,,,,,
6210486,wave_tower_default_006,Campaign,90,5,True,False,point_grd_tower_003,point_fly_tower_003,sbg_tower_003,Tower,Day,ibg_tower_001,3320070131.0,path_grd_mid_small_002,2220030131,Jump,2220030131.0,Jump,2220030131.0,Dash,2220040131.0,Dash,path_grd_mid_elite1_802,2220030131.0,Dash,2220030131.0,Dash,2220030131.0,Dash,3320070231.0,Dash,path_grd_far_small_053,,2220030131.0,Dash,2220030131.0,Dash,2220030131.0,Dash,2220030131.0,Dash,path_grd_mid_elite1_802,0.0,2220030131.0,Dash,2220030131.0,Dash,2220040131.0,Drop,3320070131.0,Drop,path_grd_far_small_044,,2220030131.0,Dash,2220030131.0,Dash,2220030131.0,Dash,2220030131.0,Dash,,,,,,,,,,,0,24,12,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6210487,wave_tower_default_006,Campaign,90,5,True,False,point_grd_tower_004,point_fly_tower_004,sbg_tower_004,Tower,Day,ibg_tower_001,2320030131.0,path_grd_close_elite1_801,1220040131,Jump,1220040131.0,Jump,1220050131.0,Drop,2320030231.0,Drop,path_grd_close_small_013,1220040131.0,Dash,1220050131.0,Dash,1220040131.0,Dash,1220050131.0,Dash,path_grd_mid_small_049,6.0,1220040131.0,Drop,1220050131.0,Drop,1220040131.0,Drop,2220040131.0,Drop,path_fly_close_small_041,7.0,1110010131.0,Drop,1110010131.0,Drop,3210040131.0,Drop,3210040131.0,Drop,path_grd_mid_small_055,0.0,1220040131.0,Drop,1220040131.0,Drop,3220020131.0,Drop,2320030131.0,Drop,path_grd_close_small_042,4.0,1220050131.0,Dash,1220050131.0,Dash,1220050131.0,Dash,1220050131.0,Dash,27,18,0,7.0,path_fly_mid_small_030,3210040131.0,Drop,3210040131.0,Drop,3210040131.0,Drop,3210040131.0,Drop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6210488,wave_tower_default_006,Campaign,90,7,True,False,point_grd_tower_001,point_fly_tower_001,sbg_tower_001,Tower,Day,ibg_tower_001,3320020131.0,path_grd_far_elite1_803,3120010131,Jump,3220030131.0,Jump,3220070131.0,Drop,3320020231.0,Drop,path_grd_mid_small_012,1220060131.0,Dash,1220060131.0,Dash,1220060131.0,Dash,2220040131.0,Dash,path_fly_mid_small_027,7.0,3210020131.0,Jump,3210020131.0,Jump,3210020131.0,Jump,1210040131.0,Jump,path_fly_mid_small_036,,1210010131.0,Dash,1210010131.0,Dash,1210020131.0,Drop,1210020131.0,Drop,path_grd_close_small_051,0.0,3220030131.0,Jump,3220030131.0,Jump,3220030131.0,Jump,1320040231.0,Jump,path_grd_far_elite1_803,4.0,3120010131.0,Jump,3120010131.0,Jump,3220070131.0,Drop,3320020131.0,Drop,12,18,18,9.0,path_fly_close_small_038,1210020131.0,Dash,1210020131.0,Dash,1210020131.0,Dash,1210020131.0,Dash,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6210489,wave_tower_default_006,Defense,90,8,True,True,point_grd_tower_002_rightclear,point_fly_tower_002_rightclear,sbg_tower_002_rightclear,Tower,Day,ibg_tower_defense_001,,path_grd_mid_elite1_802,2220010131,Jump,2220010131.0,Jump,2220010131.0,Jump,1320030231.0,Jump,path_grd_close_small_014,2220010131.0,Dash,2220010131.0,Dash,2220010131.0,Dash,3220080131.0,Drop,path_fly_mid_small_050,,1210020131.0,Dash,1210020131.0,Dash,1210020131.0,Dash,1210040131.0,Normal,path_grd_mid_elite2_808,4.0,2220010131.0,Drop,2220010131.0,Drop,1320030231.0,Drop,3220080131.0,Drop,path_fly_far_small_028,10.0,1210020131.0,Dash,1210020131.0,Dash,1210020131.0,Dash,1310020231.0,Dash,path_grd_close_small_051,8.0,2220010131.0,Drop,2220010131.0,Drop,3220080131.0,Drop,3220080131.0,Drop,12,54,6,10.0,path_fly_mid_small_050,1210020131.0,Dash,1210020131.0,Dash,1210020131.0,Dash,1210040131.0,Normal,,path_grd_mid_small_076,1220060131.0,Drop,1220060131.0,Drop,1220060131.0,Drop,3220080131.0,Drop,4.0,20,path_grd_mid_elite1_802,10.0,2220010131.0,Drop,2220010131.0,Drop,3220080131.0,Drop,1320030231.0,Drop,path_fly_mid_elite1_802,,1210020131.0,Dash,1210020131.0,Dash,1210020131.0,Dash,1310020231.0,Dash
6210490,wave_tower_default_006,Campaign,180,6,False,False,point_grd_materialh_01,point_fly_materialh_01,sbg_ebg002_001,GreatHole,Day,ibg_greathole_001,2520020141.0,b_grd_materialh_01,2520020141,Normal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6210491,wave_tower_default_006,Campaign,90,5,True,False,point_grd_tower_003,point_fly_tower_003,sbg_tower_003,Tower,Day,ibg_tower_001,2310020151.0,path_fly_mid_small_039,1210020151,Dash,1210020151.0,Dash,1210020151.0,Dash,1210020151.0,Dash,path_grd_mid_special_025,3120010151.0,Jump,3120010151.0,Jump,1220030151.0,Drop,1320010251.0,Drop,path_grd_far_small_044,7.0,1220030151.0,Dash,1220030151.0,Dash,3220070151.0,Dash,3220070151.0,Dash,path_fly_mid_elite1_802,0.0,1210020151.0,Dash,1210020151.0,Dash,3210030151.0,Drop,2310020151.0,Drop,path_grd_far_small_071,7.0,1220030151.0,Jump,1220030151.0,Jump,1220030151.0,Jump,2220040151.0,Jump,,,,,,,,,,,0,30,12,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6210492,wave_tower_default_006,Campaign,90,7,True,False,point_grd_tower_001,point_fly_tower_001,sbg_tower_001,Tower,Day,ibg_tower_001,3320030151.0,path_grd_mid_small_002,3220050151,Dash,3220050151.0,Dash,3220040151.0,Dash,3220040151.0,Dash,path_fly_close_small_017,3210040151.0,Drop,3210040151.0,Drop,3210040151.0,Drop,3210040151.0,Drop,path_fly_mid_small_027,10.0,3210010151.0,Drop,3210010151.0,Drop,3210030151.0,Drop,3310030251.0,Drop,path_grd_close_elite3_813,,1220050151.0,Drop,1220050151.0,Drop,1220050151.0,Drop,1220050151.0,Drop,path_grd_mid_elite1_802,0.0,1220050151.0,Dash,3220050151.0,Dash,3220040151.0,Dash,3320030151.0,Drop,path_fly_mid_small_036,10.0,3210040151.0,Dash,3210040151.0,Dash,3210040151.0,Dash,3210040151.0,Dash,21,27,0,5.0,path_grd_close_small_042,3220050151.0,Dash,3220050151.0,Dash,3220040151.0,Dash,3220040151.0,Dash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6210493,wave_tower_default_006,Campaign,90,5,True,False,point_grd_tower_004,point_fly_tower_004,sbg_tower_004,Tower,Day,ibg_tower_001,2310050151.0,path_grd_close_elite1_801,3220030151,Dash,3220030151.0,Dash,2220040151.0,Jump,2320030251.0,Jump,path_grd_mid_small_012,1220060151.0,Dash,1220060151.0,Dash,3220020151.0,Dash,1220060151.0,Dash,path_fly_mid_small_027,7.0,1210020151.0,Dash,2210040151.0,Dash,1210020151.0,Dash,3210030151.0,Dash,path_grd_mid_small_012,0.0,1220060151.0,Dash,1220060151.0,Dash,1220060151.0,Dash,2320030251.0,Dash,path_fly_mid_elite1_802,7.0,1210020151.0,Dash,1210020151.0,Dash,1210040151.0,Drop,2310050151.0,Drop,,,,,,,,,,,9,27,0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6210494,wave_tower_default_006,Campaign,90,7,True,False,point_grd_tower_002,point_fly_tower_002,sbg_tower_002,Tower,Day,ibg_tower_001,3320020151.0,path_grd_mid_small_043,1220040151,Dash,3220070151.0,Dash,1220040151.0,Dash,3220070151.0,Dash,path_grd_mid_elite1_802,3120010151.0,Dash,3120010151.0,Dash,3220070151.0,Drop,3320020251.0,Drop,path_grd_far_small_071,10.0,1220040151.0,Drop,1220040151.0,Drop,1220040151.0,Drop,3220070151.0,Jump,path_grd_mid_small_049,0.0,1220040151.0,Drop,1220040151.0,Drop,1220040151.0,Drop,3320080251.0,Drop,path_grd_far_elite1_803,7.0,1220040151.0,Dash,1220040151.0,Dash,3220070151.0,Drop,3320020151.0,Drop,path_grd_far_small_044,9.0,1220040151.0,Dash,3220070151.0,Dash,1220040151.0,Dash,3220070151.0,Dash,0,21,21,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6210495,wave_tower_default_006,Campaign,90,7,True,False,point_grd_tower_005,point_fly_tower_005,sbg_tower_005,Tower,Day,ibg_tower_001,3310050151.0,path_grd_close_small_042,3220030151,Dash,2220050151.0,Dash,3220030151.0,Dash,2220050151.0,Dash,path_fly_close_elite2_804,2210040151.0,Dash,3210010151.0,Dash,3310050251.0,Drop,1310030251.0,Drop,path_fly_mid_special_016,5.0,3210010151.0,Dash,2210040151.0,Dash,3210010151.0,Drop,1210040151.0,Drop,path_fly_mid_small_039,0.0,2210040151.0,Dash,2210040151.0,Dash,3310050251.0,Dash,2310020251.0,Dash,path_fly_far_elite1_803,7.0,3210010151.0,Dash,3210010151.0,Dash,2210040151.0,Drop,3310050151.0,Drop,path_grd_close_small_042,5.0,3220030151.0,Dash,3220030151.0,Dash,3220030151.0,Dash,3220030151.0,Dash,21,27,9,,path_fly_mid_small_030,3210010151.0,Drop,2210040151.0,Drop,3210010151.0,Drop,2210040151.0,Drop,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6210496,wave_tower_default_006,Campaign,90,5,True,False,point_grd_tower_002,point_fly_tower_002,sbg_tower_002,Tower,Day,ibg_tower_001,1320040151.0,path_grd_close_small_001,1220020151,Drop,1220020151.0,Drop,1220030151.0,Dash,1220030151.0,Dash,path_grd_mid_elite1_802,1120010151.0,Jump,1120010151.0,Jump,1220020151.0,Drop,2320050251.0,Drop,path_fly_mid_small_053,6.0,1210020151.0,Dash,1210020151.0,Dash,1210020151.0,Dash,1210040151.0,Dash,path_grd_mid_special_065,0.0,1120010151.0,Dash,1120010151.0,Dash,1220030151.0,Drop,1320040151.0,Drop,path_grd_far_small_071,11.0,1220040151.0,Dash,1220040151.0,Dash,1220040151.0,Dash,3220020151.0,Dash,,,,,,,,,,,6,30,6,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6210497,wave_tower_default_006,Campaign,90,7,True,False,point_grd_tower_003,point_fly_tower_003,sbg_tower_003,Tower,Day,ibg_tower_001,2310040151.0,path_grd_mid_small_002,1220060151,Dash,1220060151.0,Dash,1220060151.0,Dash,1220060151.0,Dash,path_fly_mid_elite1_802,1210030151.0,Drop,3210040151.0,Drop,3210030151.0,Drop,2310040251.0,Drop,path_grd_close_small_060,,1220060151.0,Drop,1220050151.0,Drop,1220060151.0,Drop,1220050151.0,Drop,path_fly_mid_small_021,6.0,3210040151.0,Drop,1210030151.0,Drop,1210030151.0,Drop,3210040151.0,Drop,path_fly_mid_elite2_805,0.0,1210030151.0,Drop,3210040151.0,Drop,1310010251.0,Drop,2310040151.0,Drop,path_fly_close_small_049,,1210030151.0,Dash,1210030151.0,Dash,1210030151.0,Dash,3210030151.0,Normal,12,42,0,6.0,path_grd_mid_small_043,1220060151.0,Drop,1220050151.0,Drop,1220060151.0,Drop,1220050151.0,Drop,,path_grd_mid_small_005,1220060151.0,Dash,1220060151.0,Dash,1220060151.0,Dash,1220060151.0,Dash,8.0,,,,,,,,,,,,,,,,,,,,,
6210498,wave_tower_default_006,Campaign,90,7,True,False,point_grd_tower_004,point_fly_tower_004,sbg_tower_004,Tower,Day,ibg_tower_001,2310040151.0,path_grd_mid_small_043,1220010151,Drop,3220020151.0,Drop,1220010151.0,Drop,3220020151.0,Drop,path_fly_mid_elite1_802,2210020151.0,Drop,2210020151.0,Drop,1210040151.0,Drop,2310040251.0,Drop,path_grd_mid_small_058,8.0,1220010151.0,Drop,3220020151.0,Drop,1220010151.0,Drop,3320040251.0,Drop,path_fly_mid_elite2_808,0.0,2210020151.0,Dash,2210020151.0,Dash,2310040251.0,Dash,2310040151.0,Dash,path_grd_mid_small_070,,3220020151.0,Drop,3220020151.0,Drop,3220020151.0,Drop,2220050151.0,Normal,path_grd_mid_elite1_802,,1220010151.0,Dash,1220010151.0,Dash,3220020151.0,Dash,3320040251.0,Drop,0,45,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6210499,wave_tower_default_006,BaseDefense,60,7,True,True,point_grd_tower_003_midclear,point_fly_tower_003,sbg_tower_003_midclear,Tower,Day,ibg_tower_basedefense_001,,path_grd_mid_elite2_805,2220010151,Jump,2220010151.0,Jump,1320060251.0,Drop,1320060251.0,Drop,path_grd_far_small_038,1220060151.0,Jump,1220060151.0,Jump,1220060151.0,Jump,2220040151.0,Jump,path_grd_mid_special_025,6.0,1220060151.0,Jump,1220060151.0,Jump,2220010151.0,Drop,2220010151.0,Drop,path_fly_mid_elite1_802,3.0,2220010151.0,Drop,2220010151.0,Drop,3210030151.0,Drop,1310040251.0,Drop,path_grd_mid_elite1_802,10.0,2220010151.0,Jump,2220040151.0,Jump,1320060251.0,Drop,1320060151.0,Drop,path_grd_far_small_044,,1220060151.0,Jump,1220060151.0,Jump,1220060151.0,Jump,1220060151.0,Jump,0,57,12,5.0,path_grd_mid_small_075,2220010151.0,Jump,2220040151.0,Jump,2220010151.0,Jump,2220040151.0,Jump,8.0,path_grd_mid_elite1_802,1220060151.0,Jump,1220060151.0,Jump,1320060251.0,Drop,2220040151.0,Drop,,normal,,,,,,,,,,,,,,,,,,,,
6210500,wave_tower_default_006,Campaign,180,5,False,False,point_grd_tower_003,point_fly_tower_003,sbg_tower_003_midclear,Tower,Day,ibg_tower_001,2421050151.0,path_grd_mid_centurion_901,2421050151,Normal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6210501,wave_tower_default_006,Campaign,90,5,True,False,point_grd_tower_005,point_fly_tower_005,sbg_tower_005,Tower,Day,ibg_tower_001,3320020111.0,path_grd_mid_small_055,1220060111,Drop,1220060111.0,Drop,1220060111.0,Drop,2220040111.0,Drop,path_grd_far_elite1_803,1220060111.0,Dash,1220060111.0,Dash,3220070111.0,Dash,1320010211.0,Dash,path_fly_mid_small_030,,1210020111.0,Dash,1210020111.0,Dash,3210020111.0,Dash,3210020111.0,Dash,path_grd_far_elite1_803,0.0,3220040111.0,Dash,3220040111.0,Dash,2220040111.0,Drop,3320020111.0,Drop,path_grd_mid_small_043,6.0,1220060111.0,Jump,1220060111.0,Jump,1220060111.0,Jump,3220020111.0,Dash,,,,,,,,,,,0,18,18,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6210502,wave_tower_default_006,Campaign,90,5,True,False,point_grd_tower_004,point_fly_tower_004,sbg_tower_004,Tower,Day,ibg_tower_001,2320050111.0,path_grd_close_small_048,1220040111,Drop,1220040111.0,Drop,1220040111.0,Drop,2320050211.0,Drop,path_grd_close_small_069,1220040111.0,Dash,1220040111.0,Dash,1220040111.0,Dash,1220050111.0,Drop,path_fly_mid_small_039,4.0,3210040111.0,Dash,3210040111.0,Dash,3210040111.0,Dash,3210040111.0,Dash,path_grd_close_elite1_801,0.0,3120010111.0,Dash,3120010111.0,Dash,1220050111.0,Drop,2320010211.0,Drop,path_grd_close_special_064,6.0,2120010111.0,Dash,2120010111.0,Dash,1220050111.0,Drop,2320050111.0,Drop,path_grd_close_small_042,3.0,1220050111.0,Dash,1220050111.0,Dash,1220050111.0,Dash,1220050111.0,Dash,42,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6210503,wave_tower_default_006,Campaign,90,7,True,False,point_grd_tower_003,point_fly_tower_003,sbg_tower_003,Tower,Day,ibg_tower_001,1320060111.0,path_fly_mid_small_036,2210010111,Dash,2210010111.0,Dash,2210010111.0,Jump,3210030111.0,Jump,path_grd_mid_elite1_802,2220030111.0,Dash,2220030111.0,Dash,3220020111.0,Dash,2320050211.0,Jump,path_grd_mid_small_058,7.0,2220010111.0,Dash,3220050111.0,Dash,3220050111.0,Dash,2220040111.0,Dash,path_fly_mid_small_030,8.0,1210010111.0,Dash,1210010111.0,Dash,3210030111.0,Drop,1210010111.0,Dash,path_fly_mid_small_050,0.0,1210030111.0,Jump,1210030111.0,Jump,1210030111.0,Jump,2310050211.0,Jump,path_grd_mid_elite1_802,,2220030111.0,Jump,2220030111.0,Jump,2220040111.0,Drop,1320060111.0,Drop,0,48,0,7.0,path_grd_mid_small_012,1220060111.0,Dash,1220060111.0,Dash,1220060111.0,Dash,1220060111.0,Dash,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6210504,wave_tower_default_006,Campaign,90,7,True,False,point_grd_tower_002,point_fly_tower_002,sbg_tower_002,Tower,Day,ibg_tower_001,1310010111.0,path_grd_mid_small_002,3220040111,Dash,3220040111.0,Dash,3220040111.0,Dash,3220040111.0,Dash,path_fly_mid_elite1_802,3210010111.0,Drop,3210010111.0,Drop,3210050111.0,Drop,2310060211.0,Drop,path_fly_mid_small_024,8.0,3210010111.0,Dash,3210010111.0,Dash,3210010111.0,Dash,3210010111.0,Dash,path_fly_mid_elite2_805,0.0,3210010111.0,Drop,3210010111.0,Drop,2310060211.0,Drop,1310010111.0,Drop,path_fly_close_small_020,9.0,3210050111.0,Drop,3210010111.0,Drop,3210010111.0,Drop,3210010111.0,Drop,path_grd_mid_small_043,5.0,3220040111.0,Dash,3220040111.0,Dash,3220040111.0,Dash,3220040111.0,Dash,6,42,0,5.0,path_fly_mid_small_042,3210050111.0,Drop,3220040111.0,Drop,3220040111.0,Drop,3220040111.0,Drop,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6210505,wave_tower_default_006,Defense,90,8,True,True,point_grd_tower_002_rightclear,point_fly_tower_002_rightclear,sbg_tower_002_rightclear,Tower,Day,ibg_tower_defense_001,,path_grd_mid_elite1_802,1220060111,Normal,1220060111.0,Normal,2220040111.0,Drop,1320060211.0,Drop,path_grd_close_small_067,3220050111.0,Dash,3220050111.0,Dash,3220020111.0,Normal,3220020111.0,Normal,path_grd_mid_special_025,10.0,2120010111.0,Jump,2120010111.0,Jump,1220060111.0,Dash,2220040111.0,Dash,path_fly_close_small_004,,2210020111.0,Drop,2210020111.0,Drop,2210020111.0,Drop,2210020111.0,Drop,path_grd_mid_elite2_805,3.0,3220050111.0,Drop,3220050111.0,Drop,1320060211.0,Drop,1320060111.0,Normal,path_fly_mid_small_030,12.0,2210020111.0,Drop,2210020111.0,Drop,2210020111.0,Drop,2310030211.0,Dash,12,60,0,12.0,path_fly_mid_small_005,2210020111.0,Dash,2210020111.0,Dash,2210020111.0,Dash,2210020111.0,Dash,,path_grd_mid_small_076,3220050111.0,Jump,3220050111.0,Jump,2220040111.0,Jump,2220040111.0,Jump,10.0,20,path_fly_mid_elite2_808,,1210020111.0,Drop,1210020111.0,Drop,3310050211.0,Drop,3310050211.0,Drop,,,,,,,,,,
6210506,wave_tower_default_006,Campaign,90,5,True,False,point_grd_tower_003,point_fly_tower_003,sbg_tower_003,Tower,Day,ibg_tower_001,2310050111.0,path_grd_mid_small_070,1220010111,Dash,1220010111.0,Dash,1220010111.0,Jump,2220050111.0,Jump,path_fly_mid_elite2_808,1210010111.0,Dash,2210040111.0,Dash,1210010111.0,Dash,3210030111.0,Dash,path_grd_mid_small_058,7.0,3220030111.0,Dash,3220030111.0,Dash,3220030111.0,Dash,2220040111.0,Dash,path_fly_mid_elite1_802,0.0,2210020111.0,Dash,2210020111.0,Dash,1210010111.0,Drop,2310050111.0,Drop,path_grd_mid_small_040,6.0,2220020111.0,Dash,3220060111.0,Jump,2220020111.0,Dash,3220060111.0,Jump,,,,,,,,,,,0,36,0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6210507,wave_tower_default_006,Campaign,90,7,True,False,point_grd_tower_004,point_fly_tower_004,sbg_tower_004,Tower,Day,ibg_tower_001,3310040111.0,path_grd_close_small_004,2220010111,Jump,1120010111.0,Jump,2220010111.0,Jump,1120010111.0,Jump,path_fly_mid_special_016,3110010111.0,Drop,3210020111.0,Drop,3210030111.0,Drop,3310040211.0,Drop,path_grd_mid_special_025,10.0,2220010111.0,Jump,1120010111.0,Jump,2220030111.0,Jump,2220040111.0,Jump,path_fly_far_special_045,0.0,3110010111.0,Drop,3210020111.0,Drop,3210030111.0,Drop,3310040111.0,Drop,path_grd_close_small_048,9.0,3220020111.0,Dash,2220010111.0,Dash,2220010111.0,Dash,2220010111.0,Dash,path_grd_mid_special_065,8.0,2220010111.0,Drop,2220030111.0,Drop,1120010111.0,Drop,3220020111.0,Drop,12,45,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
