stage_id,group_id,spot_mod,battle_time,monster_count,use_intro_scene,wave_repeat,point_data,point_data_fly,background_name,theme,theme_time,stage_info_bg,target_list/0,wave_data/0/wave_path,wave_data/0/wave_monster_list/0/wave_monster_id,wave_data/0/wave_monster_list/0/spawn_type,wave_data/0/wave_monster_list/1/wave_monster_id,wave_data/0/wave_monster_list/1/spawn_type,wave_data/0/wave_monster_list/2/wave_monster_id,wave_data/0/wave_monster_list/2/spawn_type,wave_data/0/wave_monster_list/3/wave_monster_id,wave_data/0/wave_monster_list/3/spawn_type,wave_data/1/wave_path,wave_data/1/private_monster_count,wave_data/1/wave_monster_list/0/wave_monster_id,wave_data/1/wave_monster_list/0/spawn_type,wave_data/1/wave_monster_list/1/wave_monster_id,wave_data/1/wave_monster_list/1/spawn_type,wave_data/1/wave_monster_list/2/wave_monster_id,wave_data/1/wave_monster_list/2/spawn_type,wave_data/1/wave_monster_list/3/wave_monster_id,wave_data/1/wave_monster_list/3/spawn_type,wave_data/2/wave_path,wave_data/2/wave_monster_list/0/wave_monster_id,wave_data/2/wave_monster_list/0/spawn_type,wave_data/2/wave_monster_list/1/wave_monster_id,wave_data/2/wave_monster_list/1/spawn_type,wave_data/2/wave_monster_list/2/wave_monster_id,wave_data/2/wave_monster_list/2/spawn_type,wave_data/2/wave_monster_list/3/wave_monster_id,wave_data/2/wave_monster_list/3/spawn_type,wave_data/3/wave_path,wave_data/3/private_monster_count,wave_data/3/wave_monster_list/0/wave_monster_id,wave_data/3/wave_monster_list/0/spawn_type,wave_data/3/wave_monster_list/1/wave_monster_id,wave_data/3/wave_monster_list/1/spawn_type,wave_data/3/wave_monster_list/2/wave_monster_id,wave_data/3/wave_monster_list/2/spawn_type,wave_data/3/wave_monster_list/3/wave_monster_id,wave_data/3/wave_monster_list/3/spawn_type,wave_data/4/wave_path,wave_data/4/private_monster_count,wave_data/4/wave_monster_list/0/wave_monster_id,wave_data/4/wave_monster_list/0/spawn_type,wave_data/4/wave_monster_list/1/wave_monster_id,wave_data/4/wave_monster_list/1/spawn_type,wave_data/4/wave_monster_list/2/wave_monster_id,wave_data/4/wave_monster_list/2/spawn_type,wave_data/4/wave_monster_list/3/wave_monster_id,wave_data/4/wave_monster_list/3/spawn_type,close_monster_count,mid_monster_count,far_monster_count,wave_data/2/private_monster_count,wave_data/5/wave_path,wave_data/5/private_monster_count,wave_data/5/wave_monster_list/0/wave_monster_id,wave_data/5/wave_monster_list/0/spawn_type,wave_data/5/wave_monster_list/1/wave_monster_id,wave_data/5/wave_monster_list/1/spawn_type,wave_data/5/wave_monster_list/2/wave_monster_id,wave_data/5/wave_monster_list/2/spawn_type,wave_data/5/wave_monster_list/3/wave_monster_id,wave_data/5/wave_monster_list/3/spawn_type,wave_data/6/wave_path,wave_data/6/private_monster_count,wave_data/6/wave_monster_list/0/wave_monster_id,wave_data/6/wave_monster_list/0/spawn_type,wave_data/6/wave_monster_list/1/wave_monster_id,wave_data/6/wave_monster_list/1/spawn_type,wave_data/6/wave_monster_list/2/wave_monster_id,wave_data/6/wave_monster_list/2/spawn_type,wave_data/6/wave_monster_list/3/wave_monster_id,wave_data/6/wave_monster_list/3/spawn_type,mod_value,wave_data/7/wave_path,wave_data/7/private_monster_count,wave_data/7/wave_monster_list/0/wave_monster_id,wave_data/7/wave_monster_list/0/spawn_type,wave_data/7/wave_monster_list/1/wave_monster_id,wave_data/7/wave_monster_list/1/spawn_type,wave_data/7/wave_monster_list/2/wave_monster_id,wave_data/7/wave_monster_list/2/spawn_type,wave_data/7/wave_monster_list/3/wave_monster_id,wave_data/7/wave_monster_list/3/spawn_type,wave_data/8/wave_path,wave_data/8/wave_monster_list/0/wave_monster_id,wave_data/8/wave_monster_list/0/spawn_type,wave_data/8/wave_monster_list/1/wave_monster_id,wave_data/8/wave_monster_list/1/spawn_type,wave_data/8/wave_monster_list/2/wave_monster_id,wave_data/8/wave_monster_list/2/spawn_type,wave_data/8/wave_monster_list/3/wave_monster_id,wave_data/8/wave_monster_list/3/spawn_type,wave_data/8/private_monster_count,wave_data/9/wave_path,wave_data/9/wave_monster_list/0/wave_monster_id,wave_data/9/wave_monster_list/0/spawn_type,wave_data/9/wave_monster_list/1/wave_monster_id,wave_data/9/wave_monster_list/1/spawn_type,wave_data/9/wave_monster_list/2/wave_monster_id,wave_data/9/wave_monster_list/2/spawn_type,wave_data/9/wave_monster_list/3/wave_monster_id,wave_data/9/wave_monster_list/3/spawn_type,wave_data/9/private_monster_count
6220435,wave_tower_elysion_006,Campaign,90,7,True,False,point_grd_tower_003,point_fly_tower_003,sbg_tower_003,Tower,Elysion,ibg_tower_001,2320030131.0,path_fly_mid_small_050,1210030131,Dash,1210030131.0,Dash,1210030131.0,Dash,1210040131.0,Dash,path_grd_mid_elite2_805,,1220050131.0,Drop,2220010131.0,Drop,2320030231.0,Drop,2320030231.0,Drop,path_fly_mid_small_021,3210050131.0,Drop,1210030131.0,Drop,1210030131.0,Drop,1210030131.0,Drop,path_fly_mid_small_050,,3210050131.0,Drop,1210030131.0,Drop,1210030131.0,Drop,1210040131.0,Drop,path_grd_mid_elite2_808,0.0,1220050131.0,Drop,2220010131.0,Drop,2320030231.0,Drop,2320030131.0,Drop,0,54,0,,path_fly_mid_small_050,,3210050131.0,Drop,1210030131.0,Drop,1210030131.0,Drop,1210040131.0,Drop,path_grd_mid_small_034,,1220050131.0,Drop,2220010131.0,Drop,2220010131.0,Drop,1220050131.0,Drop,,path_fly_mid_small_024,,3210050131.0,Drop,3210040131.0,Drop,3210040131.0,Drop,3210040131.0,Drop,,,,,,,,,,,,,,,,,,,,
6220436,wave_tower_elysion_006,Campaign,90,5,True,False,point_grd_tower_001,point_fly_tower_001,sbg_tower_001,Tower,Elysion,ibg_tower_001,1310030131.0,path_fly_mid_small_018,2210020131,Dash,2210020131.0,Dash,1110010131.0,Drop,1110010131.0,Drop,path_fly_mid_small_005,6.0,1110010131.0,Dash,1110010131.0,Dash,2210020131.0,Dash,1310020231.0,Dash,path_grd_close_small_039,3220030131.0,Dash,3220030131.0,Dash,3220030131.0,Dash,2220040131.0,Dash,path_fly_mid_elite1_802,0.0,2210020131.0,Drop,2210020131.0,Drop,1110010131.0,Drop,1310030131.0,Drop,path_fly_mid_small_024,7.0,2210020131.0,Jump,2210020131.0,Jump,2210020131.0,Jump,1210040131.0,Jump,6,27,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6220437,wave_tower_elysion_006,Campaign,90,5,True,False,point_grd_tower_005,point_fly_tower_005,sbg_tower_005,Tower,Elysion,ibg_tower_001,3310050131.0,path_grd_mid_small_070,2220010131,Drop,2220010131.0,Drop,2220010131.0,Drop,2220040131.0,Jump,path_fly_mid_small_008,7.0,3210010131.0,Dash,3210030131.0,Dash,3210010131.0,Dash,3310050231.0,Dash,path_grd_mid_small_037,2220010131.0,Dash,2220010131.0,Dash,2220010131.0,Dash,2220040131.0,Dash,path_fly_mid_elite1_802,0.0,1210030131.0,Jump,1210030131.0,Jump,3210030131.0,Drop,3310050231.0,Drop,path_fly_mid_small_030,7.0,3210010131.0,Drop,3210030131.0,Drop,3210010131.0,Drop,3310050131.0,Dash,0,33,0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6220438,wave_tower_elysion_006,Campaign,90,7,True,False,point_grd_tower_003,point_fly_tower_003,sbg_tower_003,Tower,Elysion,ibg_tower_001,1310010131.0,path_grd_mid_small_002,3220040131,Dash,3220040131.0,Dash,3220040131.0,Dash,3220040131.0,Dash,path_fly_mid_elite1_802,5.0,3210010131.0,Drop,3210010131.0,Drop,3210050131.0,Drop,2310060231.0,Drop,path_fly_mid_small_024,3210010131.0,Dash,3210010131.0,Dash,3210010131.0,Dash,3210010131.0,Dash,path_fly_mid_elite2_805,0.0,3210010131.0,Drop,3210010131.0,Drop,2310060231.0,Drop,1310010131.0,Drop,path_fly_close_small_020,9.0,3210050131.0,Drop,3210010131.0,Drop,3210010131.0,Drop,3210010131.0,Drop,6,42,0,8.0,path_grd_mid_small_043,5.0,3220040131.0,Dash,3220040131.0,Dash,3220040131.0,Dash,3220040131.0,Dash,path_fly_mid_small_042,8.0,3210050131.0,Drop,3220040131.0,Drop,3220040131.0,Drop,3220040131.0,Drop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6220439,wave_tower_elysion_006,BaseDefense,60,7,True,True,point_grd_tower_003_midclear,point_fly_tower_003,sbg_tower_003_midclear,Tower,Elysion,ibg_tower_basedefense_001,,path_fly_mid_elite2_805,1220060131,Drop,1220060131.0,Drop,2310050231.0,Drop,2320060231.0,Drop,path_grd_mid_small_043,6.0,2220020131.0,Jump,2220050131.0,Jump,2220020131.0,Jump,2220050131.0,Jump,path_grd_mid_small_070,1220060131.0,Dash,1220060131.0,Dash,1220060131.0,Dash,3220020131.0,Dash,path_grd_mid_elite1_802,3.0,2220020131.0,Jump,2220020131.0,Jump,2220050131.0,Drop,2320060231.0,Drop,path_fly_mid_elite2_805,8.0,1220060131.0,Drop,1220060131.0,Drop,2210030131.0,Drop,2310050231.0,Drop,0,60,0,6.0,path_grd_mid_small_037,5.0,2220020131.0,Dash,2220020131.0,Dash,2220020131.0,Dash,2220020131.0,Dash,path_grd_mid_small_076,9.0,2220020131.0,Dash,2220020131.0,Dash,2220020131.0,Dash,2220020131.0,Dash,normal,path_grd_mid_elite1_802,12.0,1220060131.0,Jump,1220060131.0,Jump,3220020131.0,Dash,2320060231.0,Drop,,,,,,,,,,,,,,,,,,,,
6220440,wave_tower_elysion_006,Campaign,180,7,False,False,point_grd_crystalchaimber,point_fly_crystalchaimber,sbg_cityforestundercrystalxbg001_001,CityForestUnder,Day,ibg_cityforestundercrystal_001,4520010121.0,b_g_crystalchaimber,4520010121,Normal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6220441,wave_tower_elysion_006,Campaign,90,5,True,False,point_grd_tower_004,point_fly_tower_004,sbg_tower_004,Tower,Elysion,ibg_tower_001,1320040151.0,path_grd_close_small_001,1220020151,Drop,1220020151.0,Drop,1220030151.0,Dash,1220030151.0,Dash,path_grd_mid_elite1_802,7.0,1120010151.0,Jump,1120010151.0,Jump,1220020151.0,Drop,2320050251.0,Drop,path_fly_mid_small_053,1210020151.0,Dash,1210020151.0,Dash,1210020151.0,Dash,1210040151.0,Dash,path_grd_mid_special_065,0.0,1120010151.0,Dash,1120010151.0,Dash,1220030151.0,Drop,1320040151.0,Drop,path_grd_far_small_071,11.0,1220040151.0,Dash,1220040151.0,Dash,1220040151.0,Dash,3220020151.0,Dash,6,30,6,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6220442,wave_tower_elysion_006,Campaign,90,7,True,False,point_grd_tower_002,point_fly_tower_002,sbg_tower_002,Tower,Elysion,ibg_tower_001,2310040151.0,path_grd_mid_small_002,1220060151,Dash,1220060151.0,Dash,1220060151.0,Dash,1220060151.0,Dash,path_fly_mid_elite1_802,6.0,1210030151.0,Drop,3210040151.0,Drop,3210030151.0,Drop,2310040251.0,Drop,path_grd_close_small_060,1220060151.0,Drop,1220050151.0,Drop,1220060151.0,Drop,1220050151.0,Drop,path_fly_mid_small_021,6.0,3210040151.0,Drop,1210030151.0,Drop,1210030151.0,Drop,3210040151.0,Drop,path_fly_mid_elite2_805,0.0,1210030151.0,Drop,3210040151.0,Drop,1310010251.0,Drop,2310040151.0,Drop,12,42,0,,path_fly_close_small_049,,1210030151.0,Dash,1210030151.0,Dash,1210030151.0,Dash,3210030151.0,Normal,path_grd_mid_small_043,,1220060151.0,Drop,1220050151.0,Drop,1220060151.0,Drop,1220050151.0,Drop,,path_grd_mid_small_005,8.0,1220060151.0,Dash,1220060151.0,Dash,1220060151.0,Dash,1220060151.0,Dash,,,,,,,,,,,,,,,,,,,,
6220443,wave_tower_elysion_006,Campaign,90,5,True,False,point_grd_tower_003,point_fly_tower_003,sbg_tower_003,Tower,Elysion,ibg_tower_001,2320070151.0,path_grd_mid_special_065,3120010151,Dash,3120010151.0,Dash,2220020151.0,Drop,2320070251.0,Drop,path_grd_far_small_074,12.0,2220020151.0,Dash,2220020151.0,Dash,2220020151.0,Dash,2220040151.0,Dash,path_fly_mid_small_005,3210010151.0,Dash,3210010151.0,Dash,3210010151.0,Dash,3210030151.0,Dash,path_fly_mid_elite1_802,0.0,3210010151.0,Dash,3210010151.0,Dash,3210030151.0,Drop,2310010251.0,Drop,path_grd_far_small_071,7.0,2220020151.0,Dash,2220020151.0,Dash,3220060151.0,Dash,2320070151.0,Jump,0,30,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6220444,wave_tower_elysion_006,Campaign,90,7,True,False,point_grd_tower_001,point_fly_tower_001,sbg_tower_001,Tower,Elysion,ibg_tower_001,1320010151.0,path_grd_mid_small_046,1220040151,Drop,1220040151.0,Drop,1220040151.0,Drop,3220080151.0,Drop,path_grd_mid_elite1_802,,1220040151.0,Drop,1220040151.0,Drop,2220040151.0,Drop,1320010251.0,Drop,path_grd_far_small_044,3220070151.0,Jump,1220040151.0,Jump,3220070151.0,Jump,1220040151.0,Jump,path_grd_far_elite2_809,0.0,1220040151.0,Drop,1220040151.0,Drop,3220080151.0,Drop,1320010151.0,Drop,path_grd_far_small_044,,3220070151.0,Jump,1220040151.0,Jump,3220070151.0,Jump,1220040151.0,Jump,0,21,21,8.0,path_grd_mid_small_070,8.0,1220040151.0,Drop,1220040151.0,Drop,3220080151.0,Drop,2220040151.0,Drop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6220445,wave_tower_elysion_006,Defense,90,8,True,True,point_grd_tower_002_rightclear,point_fly_tower_002_rightclear,sbg_tower_002_rightclear,Tower,Elysion,ibg_tower_defense_001,,path_grd_mid_elite1_802,2220010151,Jump,2220010151.0,Jump,2220010151.0,Jump,1320030251.0,Jump,path_grd_close_small_014,10.0,2220010151.0,Dash,2220010151.0,Dash,2220010151.0,Dash,3220080151.0,Drop,path_fly_mid_small_050,1210020151.0,Dash,1210020151.0,Dash,1210020151.0,Dash,1210040151.0,Normal,path_grd_mid_elite2_808,4.0,2220010151.0,Drop,2220010151.0,Drop,1320030251.0,Drop,3220080151.0,Drop,path_fly_far_small_028,10.0,1210020151.0,Dash,1210020151.0,Dash,1210020151.0,Dash,1310020251.0,Dash,12,54,6,,path_grd_close_small_051,8.0,2220010151.0,Drop,2220010151.0,Drop,3220080151.0,Drop,3220080151.0,Drop,path_fly_mid_small_050,,1210020151.0,Dash,1210020151.0,Dash,1210020151.0,Dash,1210040151.0,Normal,20,path_grd_mid_small_076,4.0,1220060151.0,Drop,1220060151.0,Drop,1220060151.0,Drop,3220080151.0,Drop,path_grd_mid_elite1_802,2220010151.0,Drop,2220010151.0,Drop,3220080151.0,Drop,1320030251.0,Drop,10.0,path_fly_mid_elite1_802,1210020151.0,Dash,1210020151.0,Dash,1210020151.0,Dash,1310020251.0,Dash,
6220446,wave_tower_elysion_006,Campaign,90,5,True,False,point_grd_tower_005,point_fly_tower_005,sbg_tower_005,Tower,Elysion,ibg_tower_001,2320050151.0,path_grd_far_small_003,2220010151,Drop,2220010151.0,Drop,3220060151.0,Dash,3220060151.0,Dash,path_grd_mid_elite1_802,7.0,2220010151.0,Jump,2220010151.0,Jump,3220060151.0,Drop,2320050251.0,Drop,path_fly_mid_special_016,3110010151.0,Drop,3110010151.0,Drop,2210010151.0,Drop,2210010151.0,Drop,path_grd_mid_elite1_802,0.0,2220010151.0,Dash,2220010151.0,Dash,3220060151.0,Drop,2320050151.0,Drop,path_grd_far_small_044,10.0,3220060151.0,Dash,3220060151.0,Dash,3220060151.0,Dash,3220060151.0,Dash,0,48,12,4.0,path_grd_mid_special_025,,3120010151.0,Jump,3120010151.0,Jump,3120010151.0,Drop,3120010151.0,Drop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6220447,wave_tower_elysion_006,Campaign,90,7,True,False,point_grd_tower_004,point_fly_tower_004,sbg_tower_004,Tower,Elysion,ibg_tower_001,3320080151.0,path_fly_mid_small_030,2210010151,Drop,2210010151.0,Drop,2210010151.0,Drop,3210040151.0,Drop,path_grd_mid_small_043,,2220020151.0,Dash,1220050151.0,Dash,3220030151.0,Dash,1220050151.0,Dash,path_grd_mid_elite1_802,2220020151.0,Jump,2220020151.0,Jump,3220030151.0,Drop,3320080251.0,Drop,path_grd_close_small_042,12.0,2220020151.0,Dash,1220050151.0,Dash,3220030151.0,Dash,1220050151.0,Dash,path_grd_close_small_013,0.0,2220020151.0,Dash,2220020151.0,Dash,2220020151.0,Dash,2320010251.0,Dash,18,30,0,6.0,path_grd_mid_elite1_802,7.0,3220030151.0,Dash,3220030151.0,Dash,1220050151.0,Drop,3320080151.0,Drop,path_fly_close_small_029,9.0,2210010151.0,Dash,2210010151.0,Dash,2210010151.0,Dash,3210040151.0,Dash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6220448,wave_tower_elysion_006,Campaign,90,7,True,False,point_grd_tower_003,point_fly_tower_003,sbg_tower_003,Tower,Elysion,ibg_tower_001,2320030151.0,path_grd_mid_small_002,1220040151,Jump,1220040151.0,Jump,1220040151.0,Jump,1220040151.0,Jump,path_grd_mid_elite1_802,,1220050151.0,Drop,1220040151.0,Drop,2220040151.0,Drop,2320030251.0,Drop,path_fly_mid_small_021,3210050151.0,Drop,1210030151.0,Drop,1210030151.0,Drop,1210030151.0,Drop,path_fly_mid_small_021,0.0,1210030151.0,Drop,1210030151.0,Drop,1210030151.0,Drop,3210050151.0,Drop,path_grd_mid_elite1_802,8.0,1220050151.0,Drop,1220040151.0,Drop,2220040151.0,Drop,2320030151.0,Drop,0,51,0,,path_grd_mid_elite1_802,6.0,1220050151.0,Drop,1220040151.0,Drop,1220040151.0,Drop,2320030251.0,Drop,path_grd_mid_small_070,,1220040151.0,Drop,1220040151.0,Drop,1220040151.0,Drop,2220040151.0,Drop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6220449,wave_tower_elysion_006,Defense,90,8,True,True,point_grd_tower_002_rightclear,point_fly_tower_002_rightclear,sbg_tower_002_rightclear,Tower,Elysion,ibg_tower_defense_001,,path_grd_mid_elite1_802,2220010151,Dash,2220010151.0,Dash,2220010151.0,Dash,1320030251.0,Normal,path_fly_close_small_041,12.0,2210020151.0,Drop,2210020151.0,Drop,2210020151.0,Drop,3210040151.0,Drop,path_grd_mid_special_025,2220010151.0,Jump,1120010151.0,Jump,1220050151.0,Drop,2220040151.0,Jump,path_grd_close_small_036,,1220050151.0,Drop,1220050151.0,Drop,1220050151.0,Drop,1220050151.0,Drop,path_grd_mid_elite2_805,2.0,2220010151.0,Jump,1120010151.0,Dash,2320050251.0,Drop,2320050151.0,Normal,24,63,0,,path_grd_close_small_036,,1220050151.0,Jump,1220050151.0,Jump,1220050151.0,Jump,2320040251.0,Normal,path_fly_mid_special_047,10.0,3110010151.0,Dash,3110010151.0,Dash,3210040151.0,Drop,3210030151.0,Drop,20,path_grd_mid_small_075,10.0,2220010151.0,Dash,2220010151.0,Dash,2220010151.0,Dash,2220040151.0,Dash,path_fly_close_small_001,3210040151.0,Drop,3210040151.0,Drop,3210040151.0,Drop,3210040151.0,Drop,,path_fly_mid_elite2_805,2220010151.0,Drop,2220010151.0,Drop,2320050251.0,Normal,3320070251.0,Drop,10.0
6220450,wave_tower_elysion_006,Campaign,180,5,False,False,point_grd_materialh_01,point_fly_materialh_01,sbg_ebg002_001,GreatHole,Day,ibg_greathole_001,2520020141.0,b_grd_materialh_01,2520020141,Normal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6220451,wave_tower_elysion_006,Campaign,90,7,True,False,point_grd_tower_003,point_fly_tower_003,sbg_tower_003,Tower,Elysion,ibg_tower_001,2310060111.0,path_grd_close_small_004,2220010111,Jump,1120010111.0,Jump,2220010111.0,Jump,1120010111.0,Jump,path_grd_mid_special_025,,2220030111.0,Jump,1120010111.0,Jump,2220030111.0,Jump,2320020211.0,Jump,path_fly_mid_special_016,3110010111.0,Drop,3110010111.0,Drop,3210030111.0,Drop,2210020111.0,Drop,path_fly_far_special_045,0.0,3110010111.0,Drop,2210020111.0,Drop,3210030111.0,Drop,2310060111.0,Drop,path_grd_close_small_048,9.0,3220020111.0,Dash,3220050111.0,Dash,3220050111.0,Dash,3220050111.0,Dash,12,45,15,10.0,path_fly_mid_special_047,8.0,3210010111.0,Drop,3210010111.0,Drop,2110010111.0,Drop,2110010111.0,Drop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6220452,wave_tower_elysion_006,Campaign,90,5,True,False,point_grd_tower_001,point_fly_tower_001,sbg_tower_001,Tower,Elysion,ibg_tower_001,3310050111.0,path_grd_mid_small_070,2220010111,Drop,2220010111.0,Drop,2220010111.0,Drop,2220040111.0,Jump,path_fly_mid_small_008,7.0,3210010111.0,Dash,3210030111.0,Dash,3210010111.0,Dash,3310050211.0,Dash,path_grd_mid_small_037,2220010111.0,Dash,2220010111.0,Dash,2220010111.0,Dash,2220040111.0,Dash,path_fly_mid_elite1_802,0.0,1210030111.0,Jump,1210030111.0,Jump,3210030111.0,Drop,3310050211.0,Drop,path_fly_mid_small_030,7.0,3210010111.0,Drop,3210030111.0,Drop,3210010111.0,Drop,3310050111.0,Dash,0,33,0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6220453,wave_tower_elysion_006,Campaign,90,7,True,False,point_grd_tower_004,point_fly_tower_004,sbg_tower_004,Tower,Elysion,ibg_tower_001,3310050111.0,path_grd_mid_small_070,3220050111,Dash,3220050111.0,Dash,3220050111.0,Dash,2220040111.0,Normal,path_fly_mid_elite2_808,,2210020111.0,Drop,2210020111.0,Drop,3310050211.0,Drop,3310050211.0,Drop,path_grd_mid_small_034,2220040111.0,Drop,3220050111.0,Drop,3220050111.0,Drop,3220050111.0,Drop,path_fly_mid_elite1_802,0.0,2210020111.0,Drop,2210020111.0,Drop,2210020111.0,Drop,3310050111.0,Drop,path_grd_mid_small_070,10.0,3220050111.0,Drop,3220050111.0,Drop,2220040111.0,Drop,3320080211.0,Drop,0,48,0,8.0,path_grd_mid_small_070,5.0,3220050111.0,Dash,3220050111.0,Dash,3220050111.0,Dash,2220040111.0,Dash,path_fly_mid_small_002,,2210020111.0,Dash,2210020111.0,Dash,2210020111.0,Dash,2210020111.0,Dash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6220454,wave_tower_elysion_006,Campaign,90,7,True,False,point_grd_tower_002,point_fly_tower_002,sbg_tower_002,Tower,Elysion,ibg_tower_001,1310010111.0,path_grd_mid_small_002,3220040111,Dash,3220040111.0,Dash,3220040111.0,Dash,3220040111.0,Dash,path_fly_mid_elite1_802,5.0,3210010111.0,Drop,3210010111.0,Drop,3210050111.0,Drop,2310060211.0,Drop,path_fly_mid_small_024,3210010111.0,Dash,3210010111.0,Dash,3210010111.0,Dash,3210010111.0,Dash,path_fly_mid_elite2_805,0.0,3210010111.0,Drop,3210010111.0,Drop,2310060211.0,Drop,1310010111.0,Drop,path_fly_close_small_020,9.0,3210050111.0,Drop,3210010111.0,Drop,3210010111.0,Drop,3210010111.0,Drop,6,42,0,8.0,path_grd_mid_small_043,5.0,3220040111.0,Dash,3220040111.0,Dash,3220040111.0,Dash,3220040111.0,Dash,path_fly_mid_small_042,8.0,3210050111.0,Drop,3220040111.0,Drop,3220040111.0,Drop,3220040111.0,Drop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6220455,wave_tower_elysion_006,Campaign,90,7,True,False,point_grd_tower_005,point_fly_tower_005,sbg_tower_005,Tower,Elysion,ibg_tower_001,2310010111.0,path_fly_mid_small_050,2210020111,Dash,2210020111.0,Dash,2210020111.0,Dash,3210030111.0,Normal,path_fly_mid_elite2_805,5.0,2210020111.0,Drop,2210020111.0,Drop,2310060211.0,Drop,2310010211.0,Drop,path_fly_mid_small_050,1210010111.0,Dash,3210040111.0,Dash,2210020111.0,Dash,3210030111.0,Normal,path_fly_mid_small_027,,2210020111.0,Drop,2210020111.0,Drop,2210020111.0,Drop,2310060211.0,Drop,path_fly_far_elite2_806,0.0,1210010111.0,Drop,2210020111.0,Drop,2310010211.0,Drop,2310010111.0,Drop,6,39,9,8.0,path_fly_mid_small_027,10.0,3210040111.0,Drop,2210020111.0,Drop,2210020111.0,Drop,2310060211.0,Drop,path_fly_mid_small_050,,1210010111.0,Dash,1210010111.0,Dash,1210010111.0,Dash,3210030111.0,Dash,,path_fly_close_small_026,,3210040111.0,Drop,2210020111.0,Drop,2210020111.0,Drop,2310060211.0,Drop,,,,,,,,,,,,,,,,,,,,
6220456,wave_tower_elysion_006,Campaign,90,5,True,False,point_grd_tower_002,point_fly_tower_002,sbg_tower_002,Tower,Elysion,ibg_tower_001,2310060111.0,path_grd_mid_small_002,3220050111,Dash,3220050111.0,Dash,1120010111.0,Drop,1120010111.0,Drop,path_fly_mid_small_024,6.0,2210020111.0,Drop,2210020111.0,Drop,2210020111.0,Drop,2310060211.0,Drop,path_grd_close_small_069,3220050111.0,Drop,3220050111.0,Drop,3220050111.0,Drop,2220040111.0,Drop,path_fly_mid_elite1_802,0.0,1210030111.0,Dash,2210020111.0,Dash,1210030111.0,Drop,2310060111.0,Drop,path_fly_close_small_049,8.0,3210010111.0,Dash,3210010111.0,Dash,3210010111.0,Dash,3210030111.0,Dash,12,21,0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6220457,wave_tower_elysion_006,Campaign,90,7,True,False,point_grd_tower_003,point_fly_tower_003,sbg_tower_003,Tower,Elysion,ibg_tower_001,2310040111.0,path_grd_mid_small_002,1220060111,Dash,1220060111.0,Dash,1220060111.0,Dash,1220060111.0,Dash,path_fly_mid_elite1_802,6.0,1210030111.0,Drop,3210050111.0,Drop,3210030111.0,Drop,2310040211.0,Drop,path_grd_close_small_060,1220060111.0,Drop,1220050111.0,Drop,1220060111.0,Drop,1220050111.0,Drop,path_fly_mid_small_021,6.0,1210030111.0,Drop,1210030111.0,Drop,1210030111.0,Drop,3210050111.0,Drop,path_fly_mid_elite2_805,0.0,1210030111.0,Drop,3210050111.0,Drop,2310060211.0,Drop,2310040111.0,Drop,12,42,0,,path_fly_close_small_049,,1210030111.0,Dash,1210030111.0,Dash,1210030111.0,Dash,3210030111.0,Normal,path_grd_mid_small_043,,1220060111.0,Drop,1220050111.0,Drop,1220060111.0,Drop,1220050111.0,Drop,,path_grd_mid_small_005,8.0,1220060111.0,Dash,1220060111.0,Dash,1220060111.0,Dash,1220060111.0,Dash,,,,,,,,,,,,,,,,,,,,
