stage_id,group_id,spot_mod,battle_time,monster_count,use_intro_scene,wave_repeat,point_data,point_data_fly,background_name,theme,theme_time,stage_info_bg,target_list/0,wave_data/0/wave_path,wave_data/0/wave_monster_list/0/wave_monster_id,wave_data/0/wave_monster_list/0/spawn_type,wave_data/0/wave_monster_list/1/wave_monster_id,wave_data/0/wave_monster_list/1/spawn_type,wave_data/0/wave_monster_list/2/wave_monster_id,wave_data/0/wave_monster_list/2/spawn_type,wave_data/0/wave_monster_list/3/wave_monster_id,wave_data/0/wave_monster_list/3/spawn_type,wave_data/1/wave_path,wave_data/1/private_monster_count,wave_data/1/wave_monster_list/0/wave_monster_id,wave_data/1/wave_monster_list/0/spawn_type,wave_data/1/wave_monster_list/1/wave_monster_id,wave_data/1/wave_monster_list/1/spawn_type,wave_data/1/wave_monster_list/2/wave_monster_id,wave_data/1/wave_monster_list/2/spawn_type,wave_data/1/wave_monster_list/3/wave_monster_id,wave_data/1/wave_monster_list/3/spawn_type,wave_data/2/wave_path,wave_data/2/private_monster_count,wave_data/2/wave_monster_list/0/wave_monster_id,wave_data/2/wave_monster_list/0/spawn_type,wave_data/2/wave_monster_list/1/wave_monster_id,wave_data/2/wave_monster_list/1/spawn_type,wave_data/2/wave_monster_list/2/wave_monster_id,wave_data/2/wave_monster_list/2/spawn_type,wave_data/2/wave_monster_list/3/wave_monster_id,wave_data/2/wave_monster_list/3/spawn_type,wave_data/3/wave_path,wave_data/3/private_monster_count,wave_data/3/wave_monster_list/0/wave_monster_id,wave_data/3/wave_monster_list/0/spawn_type,wave_data/3/wave_monster_list/1/wave_monster_id,wave_data/3/wave_monster_list/1/spawn_type,wave_data/3/wave_monster_list/2/wave_monster_id,wave_data/3/wave_monster_list/2/spawn_type,wave_data/3/wave_monster_list/3/wave_monster_id,wave_data/3/wave_monster_list/3/spawn_type,wave_data/4/wave_path,wave_data/4/private_monster_count,wave_data/4/wave_monster_list/0/wave_monster_id,wave_data/4/wave_monster_list/0/spawn_type,wave_data/4/wave_monster_list/1/wave_monster_id,wave_data/4/wave_monster_list/1/spawn_type,wave_data/4/wave_monster_list/2/wave_monster_id,wave_data/4/wave_monster_list/2/spawn_type,wave_data/4/wave_monster_list/3/wave_monster_id,wave_data/4/wave_monster_list/3/spawn_type,close_monster_count,mid_monster_count,far_monster_count,wave_data/5/wave_path,wave_data/5/private_monster_count,wave_data/5/wave_monster_list/0/wave_monster_id,wave_data/5/wave_monster_list/0/spawn_type,wave_data/5/wave_monster_list/1/wave_monster_id,wave_data/5/wave_monster_list/1/spawn_type,wave_data/5/wave_monster_list/2/wave_monster_id,wave_data/5/wave_monster_list/2/spawn_type,wave_data/5/wave_monster_list/3/wave_monster_id,wave_data/5/wave_monster_list/3/spawn_type,wave_data/6/wave_path,wave_data/6/private_monster_count,wave_data/6/wave_monster_list/0/wave_monster_id,wave_data/6/wave_monster_list/0/spawn_type,wave_data/6/wave_monster_list/1/wave_monster_id,wave_data/6/wave_monster_list/1/spawn_type,wave_data/6/wave_monster_list/2/wave_monster_id,wave_data/6/wave_monster_list/2/spawn_type,wave_data/6/wave_monster_list/3/wave_monster_id,wave_data/6/wave_monster_list/3/spawn_type,wave_data/7/wave_path,wave_data/7/private_monster_count,wave_data/7/wave_monster_list/0/wave_monster_id,wave_data/7/wave_monster_list/0/spawn_type,wave_data/7/wave_monster_list/1/wave_monster_id,wave_data/7/wave_monster_list/1/spawn_type,wave_data/7/wave_monster_list/2/wave_monster_id,wave_data/7/wave_monster_list/2/spawn_type,wave_data/7/wave_monster_list/3/wave_monster_id,wave_data/7/wave_monster_list/3/spawn_type,mod_value,wave_data/8/wave_path,wave_data/8/private_monster_count,wave_data/8/wave_monster_list/0/wave_monster_id,wave_data/8/wave_monster_list/0/spawn_type,wave_data/8/wave_monster_list/1/wave_monster_id,wave_data/8/wave_monster_list/1/spawn_type,wave_data/8/wave_monster_list/2/wave_monster_id,wave_data/8/wave_monster_list/2/spawn_type,wave_data/8/wave_monster_list/3/wave_monster_id,wave_data/8/wave_monster_list/3/spawn_type,wave_data/9/wave_path,wave_data/9/private_monster_count,wave_data/9/wave_monster_list/0/wave_monster_id,wave_data/9/wave_monster_list/0/spawn_type,wave_data/9/wave_monster_list/1/wave_monster_id,wave_data/9/wave_monster_list/1/spawn_type,wave_data/9/wave_monster_list/2/wave_monster_id,wave_data/9/wave_monster_list/2/spawn_type,wave_data/9/wave_monster_list/3/wave_monster_id,wave_data/9/wave_monster_list/3/spawn_type
7027035,wave_campaign_hard_011,BaseDefense,60,7,True,True,point_grd_desertcrystal_002_midclear,point_fly_desertcrystal_002,sbg_desertcrystal_002_midclear,Desert,Night,ibg_desertcrystal_002_midclear,,path_grd_mid_elite1_802,2220030121,Drop,2220030121.0,Drop,2220050121.0,Drop,3320040221.0,Drop,path_grd_mid_small_061,,3220020121.0,Dash,2220020121.0,Dash,2220020121.0,Dash,2220020121.0,Dash,path_fly_mid_small_002,8.0,3210050121.0,Dash,3210040121.0,Dash,3210040121.0,Dash,3210040121.0,Dash,path_grd_mid_small_070,4.0,3220020121.0,Dash,2220020121.0,Dash,2220020121.0,Dash,2220050121.0,Normal,path_grd_mid_elite2_808,10.0,2220020121.0,Dash,2220020121.0,Dash,2320060221.0,Drop,3320040221.0,Drop,0,63,0,path_fly_mid_small_002,6.0,3210040121.0,Dash,3210050121.0,Dash,3210040121.0,Dash,3210050121.0,Dash,path_grd_mid_small_075,5.0,3220020121.0,Dash,2220020121.0,Dash,2220050121.0,Normal,2220050121.0,Normal,path_fly_mid_small_021,,3210050121.0,Dash,3210040121.0,Dash,3210040121.0,Dash,2310050221.0,Dash,normal,path_grd_mid_elite1_802,10.0,2220020121.0,Dash,3220020121.0,Dash,2220020121.0,Drop,2320060121.0,Drop,,,,,,,,,,
7027036,wave_campaign_hard_011,Campaign,90,5,True,False,point_grd_desertcrystal_003,point_fly_desertcrystal_003,sbg_desertcrystal_003,Desert,Night,ibg_desertcrystal_001,2310050121.0,path_grd_close_elite1_801,3220030121,Dash,3220030121.0,Dash,2220040121.0,Jump,2320030221.0,Jump,path_grd_mid_small_012,7.0,1220060121.0,Dash,1220060121.0,Dash,3220020121.0,Dash,1220060121.0,Dash,path_fly_mid_small_027,7.0,1210020121.0,Dash,2210040121.0,Dash,1210020121.0,Dash,3210030121.0,Dash,path_grd_mid_small_012,0.0,1220060121.0,Dash,1220060121.0,Dash,1220060121.0,Dash,2320030221.0,Dash,path_fly_mid_elite1_802,7.0,1210020121.0,Dash,1210020121.0,Dash,1210040121.0,Drop,2310050121.0,Drop,9,27,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7027037,wave_campaign_hard_011,Campaign,90,7,True,False,point_grd_desertcrystal_002,point_fly_desertcrystal_002,sbg_desertcrystal_002,Desert,Night,ibg_desertcrystal_001,1310030121.0,path_fly_mid_small_018,1210020121,Dash,1210020121.0,Dash,1210020121.0,Dash,1210020121.0,Dash,path_fly_mid_elite1_802,5.0,1210020121.0,Drop,1210020121.0,Drop,3210030121.0,Normal,1310030221.0,Drop,path_fly_mid_elite2_805,10.0,1210020121.0,Drop,1210020121.0,Drop,2310060221.0,Drop,1310030221.0,Drop,path_fly_mid_small_050,,1210020121.0,Drop,1210020121.0,Drop,1210020121.0,Drop,3210030121.0,Drop,path_fly_mid_elite2_808,0.0,1210020121.0,Drop,3210030121.0,Drop,1310030221.0,Drop,1310030221.0,Drop,6,49,5,path_fly_mid_elite2_805,8.0,1210020121.0,Drop,1210020121.0,Drop,2310060221.0,Drop,1310030121.0,Drop,path_fly_close_small_049,8.0,1210020121.0,Drop,1210020121.0,Drop,1210020121.0,Drop,3210030121.0,Drop,path_fly_mid_small_024,,1210020121.0,Drop,1210020121.0,Drop,1210020121.0,Drop,1210020121.0,Drop,,,,,,,,,,,,,,,,,,,,,
7027038,wave_campaign_hard_011,Campaign,90,7,True,False,point_grd_desertcrystal_003,point_fly_desertcrystal_003,sbg_desertcrystal_003,Desert,Night,ibg_desertcrystal_001,3320030121.0,path_grd_close_small_069,2220010121,Dash,2220010121.0,Dash,2220010121.0,Dash,2220040121.0,Normal,path_fly_far_elite1_803,,1210010121.0,Drop,1210010121.0,Drop,2210040121.0,Drop,2310060221.0,Drop,path_fly_mid_elite1_802,10.0,3220060121.0,Drop,3220060121.0,Drop,3220020121.0,Drop,2320020221.0,Drop,path_fly_close_special_044,,1210010121.0,Drop,1210010121.0,Drop,2210040121.0,Drop,3210030121.0,Drop,path_grd_far_elite2_809,0.0,2220010121.0,Drop,2220010121.0,Drop,3320030221.0,Drop,3320030121.0,Drop,36,30,18,path_fly_close_special_044,8.0,1210010121.0,Drop,1210010121.0,Drop,2210040121.0,Drop,2310060221.0,Drop,path_fly_mid_small_050,10.0,1210010121.0,Drop,1210010121.0,Drop,2210040121.0,Drop,3210030121.0,Drop,path_grd_mid_special_065,6.0,2220010121.0,Drop,3220060121.0,Drop,3220020121.0,Drop,2320020221.0,Drop,,,,,,,,,,,,,,,,,,,,,
7027039,wave_campaign_hard_011,Campaign,90,7,True,False,point_grd_desertcrystal_002,point_fly_desertcrystal_002,sbg_desertcrystal_002,Desert,Night,ibg_desertcrystal_001,3310050121.0,path_fly_mid_small_002,2210020121,Dash,2210020121.0,Dash,2210020121.0,Dash,2210020121.0,Dash,path_fly_mid_elite1_802,,2210020121.0,Drop,2210020121.0,Drop,3210030121.0,Normal,3310040221.0,Drop,path_fly_mid_small_027,8.0,2210020121.0,Drop,2210020121.0,Drop,2210020121.0,Drop,3310050221.0,Drop,path_fly_mid_elite1_802,0.0,2210020121.0,Drop,2210020121.0,Drop,3210030121.0,Normal,3310040221.0,Drop,path_fly_mid_elite2_808,10.0,1210010121.0,Dash,1210010121.0,Dash,3310050221.0,Dash,3310050121.0,Dash,0,45,6,path_fly_far_small_051,,1210010121.0,Drop,1210010121.0,Drop,1210010121.0,Drop,3210030121.0,Drop,path_fly_mid_small_036,8.0,2210020121.0,Dash,2210020121.0,Dash,2210020121.0,Dash,2210020121.0,Dash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7027040,wave_campaign_hard_011,Campaign,90,7,True,False,point_grd_desertcrystal_001,point_fly_desertcrystal_001,sbg_desertcrystal_001,Desert,Night,ibg_desertcrystal_001,1320040121.0,path_grd_mid_small_002,2220010121,Drop,2220010121.0,Drop,3220010121.0,Drop,3220010121.0,Drop,path_grd_mid_small_034,5.0,3220010121.0,Jump,3220010121.0,Jump,2220010121.0,Jump,1320040221.0,Drop,path_grd_mid_small_068,10.0,2220010121.0,Dash,2220010121.0,Dash,3220020121.0,Dash,2320020221.0,Drop,path_grd_close_small_010,,3220010121.0,Dash,3220010121.0,Dash,2220010121.0,Dash,2220010121.0,Dash,path_grd_mid_elite2_808,0.0,3220010121.0,Dash,3220010121.0,Dash,2320020221.0,Drop,1320040221.0,Drop,6,39,0,path_grd_mid_small_043,8.0,2220010121.0,Dash,2220010121.0,Dash,3220010121.0,Drop,1320040121.0,Drop,path_grd_mid_small_068,,2220010121.0,Jump,2220010121.0,Jump,2220010121.0,Jump,3220020121.0,Jump,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7027041,wave_campaign_hard_011,Campaign,90,7,True,False,point_grd_desertcrystal_002,point_fly_desertcrystal_002,sbg_desertcrystal_002,Desert,Night,ibg_desertcrystal_001,2320060121.0,path_grd_mid_small_049,1220030121,Jump,1220030121.0,Jump,1220030121.0,Jump,2320030221.0,Jump,path_fly_mid_small_036,,3210020121.0,Dash,3210020121.0,Dash,3210020121.0,Dash,3210020121.0,Dash,path_grd_mid_elite1_802,5.0,1220020121.0,Dash,1220020121.0,Dash,2220050121.0,Drop,2320030221.0,Drop,path_fly_mid_small_030,10.0,1210030121.0,Jump,1210030121.0,Jump,1210030121.0,Jump,1210030121.0,Jump,path_grd_close_elite1_801,0.0,1220030121.0,Dash,1220030121.0,Dash,2320030221.0,Drop,2220050121.0,Drop,9,39,0,path_grd_mid_small_055,10.0,1220020121.0,Jump,1220020121.0,Jump,1220020121.0,Jump,2320060121.0,Drop,path_fly_mid_small_030,6.0,3210020121.0,Drop,3210020121.0,Drop,3210020121.0,Drop,3210020121.0,Drop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7027042,wave_campaign_hard_011,Campaign,90,7,True,False,point_grd_desertcrystal_003,point_fly_desertcrystal_003,sbg_desertcrystal_003,Desert,Night,ibg_desertcrystal_001,3320080121.0,path_grd_mid_small_043,2220020121,Dash,3220040121.0,Dash,2220020121.0,Dash,3220040121.0,Dash,path_grd_close_elite2_804,5.0,3220040121.0,Dash,3220040121.0,Dash,2320010221.0,Jump,2320010221.0,Jump,path_grd_mid_small_049,12.0,2220020121.0,Drop,2220020121.0,Drop,2220020121.0,Drop,3320080221.0,Drop,path_grd_mid_small_070,8.0,3220040121.0,Dash,3220040121.0,Dash,3220040121.0,Dash,3220080121.0,Drop,path_grd_close_elite2_804,0.0,3220040121.0,Jump,3220040121.0,Jump,3320010221.0,Dash,3320010221.0,Dash,18,19,11,path_grd_mid_small_012,10.0,2220020121.0,Drop,2220020121.0,Drop,2220020121.0,Drop,3320080121.0,Drop,path_grd_mid_small_068,8.0,3220040121.0,Dash,3220040121.0,Dash,3220040121.0,Dash,2320010221.0,Dash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7027043,wave_campaign_hard_011,Campaign,90,7,True,False,point_grd_desertcrystal_002,point_fly_desertcrystal_002,sbg_desertcrystal_002,Desert,Night,ibg_desertcrystal_001,3310050121.0,path_fly_mid_small_002,2210010121,Dash,2210010121.0,Dash,2210010121.0,Dash,2210010121.0,Dash,path_fly_far_small_051,,2210010121.0,Drop,2210010121.0,Drop,2210010121.0,Drop,3210030121.0,Drop,path_fly_mid_small_042,5.0,2210010121.0,Drop,2210010121.0,Drop,3210030121.0,Normal,2310060221.0,Drop,path_fly_mid_elite2_808,10.0,2210010121.0,Drop,2210010121.0,Drop,3310050221.0,Drop,3310050221.0,Drop,path_fly_mid_elite2_805,0.0,2210010121.0,Drop,3210030121.0,Drop,2310060221.0,Drop,3310050121.0,Drop,6,45,6,path_fly_mid_elite1_802,10.0,2210010121.0,Drop,2210010121.0,Drop,2210010121.0,Drop,3310050221.0,Drop,path_fly_close_small_049,,2210010121.0,Drop,3210040121.0,Drop,2210010121.0,Drop,3210030121.0,Drop,path_fly_mid_small_042,,2210010121.0,Drop,2210010121.0,Drop,3210030121.0,Drop,2310060221.0,Drop,,,,,,,,,,,,,,,,,,,,,
7027044,wave_campaign_hard_011,Campaign,180,7,False,False,point_grd_desertcrystal_002_midclear,point_fly_desertcrystal_002,sbg_desertcrystal_002_midclear,Desert,Night,ibg_desertcrystal_001,4420010121.0,path_grd_mid_centurion_902,4420010121,Normal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7027045,wave_campaign_hard_011,Campaign,90,7,True,False,point_grd_desertcrystal_003,point_fly_desertcrystal_003,sbg_desertcrystal_003,Desert,Night,ibg_desertcrystal_001,2320030121.0,path_fly_mid_small_050,1210030121,Dash,1210030121.0,Dash,1210030121.0,Dash,1210040121.0,Dash,path_grd_mid_elite2_805,,1220050121.0,Drop,2220010121.0,Drop,2320030221.0,Drop,2320030221.0,Drop,path_fly_mid_small_021,,3210050121.0,Drop,1210030121.0,Drop,1210030121.0,Drop,1210030121.0,Drop,path_fly_mid_small_050,,3210050121.0,Drop,1210030121.0,Drop,1210030121.0,Drop,1210040121.0,Drop,path_grd_mid_elite2_808,0.0,1220050121.0,Drop,2220010121.0,Drop,2320030221.0,Drop,2320030121.0,Drop,0,54,0,path_fly_mid_small_050,,3210050121.0,Drop,1210030121.0,Drop,1210030121.0,Drop,1210040121.0,Drop,path_grd_mid_small_034,,1220050121.0,Drop,2220010121.0,Drop,2220010121.0,Drop,1220050121.0,Drop,path_fly_mid_small_024,,3210050121.0,Drop,3210040121.0,Drop,3210040121.0,Drop,3210040121.0,Drop,,,,,,,,,,,,,,,,,,,,,
7027046,wave_campaign_hard_011,Campaign,180,5,False,False,point_grd_alteisen_01,point_fly_alteisen_01,sbg_desertmbg001_001,Desertmbg001,Night,ibg_desert_001,3520010111.0,b_g_alteisen_01,3520010111,Normal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7028001,wave_campaign_hard_011,Campaign,90,5,True,False,point_grd_cityforestcrystal_001,point_fly_cityforestcrystal_001,sbg_cityforestundercrystal_001,CityForestUnder,Night,ibg_cityforestundercrystal_001,3310050121.0,path_grd_far_small_053,1220060121,Dash,1220060121.0,Dash,1220060121.0,Dash,1220060121.0,Dash,path_fly_mid_elite1_802,6.0,1210030121.0,Jump,1210030121.0,Jump,1210030121.0,Jump,3310050221.0,Jump,path_fly_mid_small_050,,2210010121.0,Drop,2210010121.0,Drop,2210010121.0,Drop,3210030121.0,Drop,path_fly_far_elite1_803,0.0,1210030121.0,Jump,1210030121.0,Jump,1210040121.0,Drop,3310050121.0,Drop,path_grd_mid_special_065,6.0,1220060121.0,Dash,1220060121.0,Dash,3220040121.0,Drop,3220040121.0,Drop,0,21,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7028002,wave_campaign_hard_011,Campaign,90,7,True,False,point_grd_cityforestcrystal_002,point_fly_cityforestcrystal_002,sbg_cityforestundercrystal_002,CityForestUnder,Night,ibg_cityforestundercrystal_001,3320080121.0,path_grd_close_small_001,3220050121,Drop,3220050121.0,Drop,1220060121.0,Dash,1220060121.0,Dash,path_fly_mid_small_030,,1210020121.0,Drop,1210020121.0,Drop,1210020121.0,Drop,1210020121.0,Drop,path_grd_mid_elite1_802,8.0,3220050121.0,Dash,3220050121.0,Dash,3220020121.0,Drop,3320080221.0,Drop,path_grd_close_elite1_801,0.0,1220060121.0,Jump,1220060121.0,Jump,3220020121.0,Drop,3320070221.0,Drop,path_grd_mid_small_049,10.0,3220050121.0,Jump,3220050121.0,Jump,3220050121.0,Jump,3320080121.0,Drop,15,21,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7028003,wave_campaign_hard_011,Campaign,90,7,True,False,point_grd_cityforestcrystal_003,point_fly_cityforestcrystal_003,sbg_cityforestundercrystal_003,CityForestUnder,Night,ibg_cityforestundercrystal_001,3320040121.0,path_grd_mid_small_052,2220010121,Dash,2220010121.0,Dash,2220010121.0,Dash,2220010121.0,Dash,path_grd_mid_elite2_808,,1220010121.0,Jump,1220010121.0,Jump,2320020221.0,Drop,3320040221.0,Drop,path_grd_mid_small_043,12.0,1220010121.0,Jump,2220050121.0,Jump,1220010121.0,Jump,2220050121.0,Jump,path_grd_close_small_013,,2220010121.0,Jump,2220010121.0,Jump,2220010121.0,Jump,2220010121.0,Jump,path_grd_close_elite1_801,0.0,1220010121.0,Dash,1220010121.0,Dash,3220020121.0,Drop,3320050221.0,Drop,11,40,0,path_grd_mid_elite2_808,10.0,1220010121.0,Dash,1220010121.0,Dash,2320020221.0,Drop,3320040121.0,Drop,path_grd_mid_small_008,8.0,3220020121.0,Jump,3220020121.0,Jump,3220020121.0,Jump,3220020121.0,Jump,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7028004,wave_campaign_hard_011,Campaign,90,5,True,False,point_grd_cityforestcrystal_002,point_fly_cityforestcrystal_002,sbg_cityforestundercrystal_002,CityForestUnder,Night,ibg_cityforestundercrystal_001,1320060121.0,path_grd_far_small_059,3220040121,Dash,3220040121.0,Dash,3220040121.0,Dash,2220040121.0,Dash,path_grd_mid_elite1_802,7.0,3220040121.0,Drop,3220040121.0,Drop,1220050121.0,Dash,1320060221.0,Dash,path_fly_mid_small_005,,3210020121.0,Dash,3210020121.0,Dash,3210020121.0,Dash,3210030121.0,Dash,path_grd_mid_elite1_802,0.0,3220040121.0,Dash,3220040121.0,Dash,2220040121.0,Drop,2320030221.0,Drop,path_grd_far_small_074,10.0,3220040121.0,Dash,2220040121.0,Dash,3220040121.0,Dash,1320060121.0,Dash,0,24,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7028005,wave_campaign_hard_011,Campaign,90,7,True,False,point_grd_cityforestcrystal_003,point_fly_cityforestcrystal_003,sbg_cityforestundercrystal_003,CityForestUnder,Night,ibg_cityforestundercrystal_001,3320080121.0,path_fly_mid_small_030,2210010121,Drop,2210010121.0,Drop,2210010121.0,Drop,3210040121.0,Drop,path_grd_mid_small_043,,2220020121.0,Dash,1220050121.0,Dash,3220030121.0,Dash,1220050121.0,Dash,path_grd_mid_elite1_802,6.0,2220020121.0,Jump,2220020121.0,Jump,3220030121.0,Drop,3320080221.0,Drop,path_grd_close_small_042,12.0,2220020121.0,Dash,1220050121.0,Dash,3220030121.0,Dash,1220050121.0,Dash,path_grd_close_small_013,0.0,2220020121.0,Dash,2220020121.0,Dash,2220020121.0,Dash,2320010221.0,Dash,18,20,10,path_grd_mid_elite1_802,7.0,3220030121.0,Dash,3220030121.0,Dash,1220050121.0,Drop,3320080121.0,Drop,path_fly_close_small_029,9.0,2210010121.0,Dash,2210010121.0,Dash,2210010121.0,Dash,3210040121.0,Dash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7028006,wave_campaign_hard_011,Campaign,90,7,True,False,point_grd_cityforestcrystal_001,point_fly_cityforestcrystal_001,sbg_cityforestundercrystal_001,CityForestUnder,Night,ibg_cityforestundercrystal_001,3320030121.0,path_grd_close_small_042,3220030121,Dash,3220030121.0,Dash,3220040121.0,Dash,3220040121.0,Dash,path_grd_close_small_067,4.0,3220060121.0,Dash,3220060121.0,Dash,3220060121.0,Drop,2320020221.0,Drop,path_grd_mid_elite1_802,12.0,3220030121.0,Dash,3220030121.0,Dash,3220020121.0,Drop,3320030221.0,Drop,path_fly_mid_elite1_802,0.0,3210010121.0,Jump,3210010121.0,Jump,1210040121.0,Drop,3310030221.0,Drop,path_grd_mid_elite2_808,10.0,3220030121.0,Dash,3220030121.0,Dash,2320020221.0,Drop,3320030121.0,Drop,11,40,0,path_grd_mid_small_043,10.0,3220060121.0,Dash,3220060121.0,Dash,3220060121.0,Dash,3220060121.0,Dash,path_grd_close_small_013,5.0,3220040121.0,Dash,3220040121.0,Dash,3220040121.0,Dash,3220040121.0,Dash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7028007,wave_campaign_hard_011,Campaign,90,5,True,False,point_grd_cityforestcrystal_003,point_fly_cityforestcrystal_003,sbg_cityforestundercrystal_003,CityForestUnder,Night,ibg_cityforestundercrystal_001,3320010121.0,path_grd_mid_special_025,1120010121,Jump,1120010121.0,Jump,3220050121.0,Drop,2320050221.0,Drop,path_fly_close_small_029,7.0,3210010121.0,Dash,3210010121.0,Dash,3210010121.0,Dash,3210030121.0,Dash,path_grd_mid_small_058,7.0,3220040121.0,Dash,3220040121.0,Dash,3220040121.0,Dash,3220040121.0,Dash,path_grd_mid_elite1_802,0.0,3220050121.0,Dash,3220050121.0,Dash,2220040121.0,Drop,2320050221.0,Drop,path_grd_close_small_045,6.0,3220040121.0,Jump,3220040121.0,Jump,3220040121.0,Jump,3320010121.0,Dash,12,30,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7028008,wave_campaign_hard_011,Campaign,90,7,True,False,point_grd_cityforestcrystal_002,point_fly_cityforestcrystal_002,sbg_cityforestundercrystal_002,CityForestUnder,Night,ibg_cityforestundercrystal_001,3310040121.0,path_grd_close_small_004,2220010121,Jump,1120010121.0,Jump,2220010121.0,Jump,1120010121.0,Jump,path_fly_mid_special_016,,3110010121.0,Drop,3210020121.0,Drop,3210030121.0,Drop,3310040221.0,Drop,path_grd_mid_special_025,10.0,2220010121.0,Jump,1120010121.0,Jump,2220030121.0,Jump,2220040121.0,Jump,path_fly_far_special_045,0.0,3110010121.0,Drop,3210020121.0,Drop,3210030121.0,Drop,3310040121.0,Drop,path_grd_close_small_048,9.0,3220020121.0,Dash,2220010121.0,Dash,2220010121.0,Dash,2220010121.0,Dash,12,31,29,path_grd_mid_special_065,8.0,2220010121.0,Drop,2220030121.0,Drop,1120010121.0,Drop,3220020121.0,Drop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7028009,wave_campaign_hard_011,Campaign,90,7,True,False,point_grd_cityforestcrystal_003,point_fly_cityforestcrystal_003,sbg_cityforestundercrystal_003,CityForestUnder,Night,ibg_cityforestundercrystal_001,1320040121.0,path_grd_mid_small_005,3220010121,Dash,3220010121.0,Dash,3220010121.0,Dash,2220040121.0,Dash,path_grd_mid_small_070,,2220010121.0,Dash,2220010121.0,Dash,2220010121.0,Dash,1320060221.0,Drop,path_fly_close_elite1_801,,2210020121.0,Dash,2210020121.0,Dash,2210040121.0,Drop,1310040221.0,Drop,path_fly_close_small_029,0.0,2210020121.0,Dash,2210020121.0,Dash,2210040121.0,Drop,1310040221.0,Drop,path_grd_close_elite2_807,,3220010121.0,Jump,3220010121.0,Jump,1320060221.0,Drop,1320040121.0,Drop,24,24,0,path_grd_mid_small_040,5.0,2220010121.0,Dash,2220010121.0,Dash,2220010121.0,Dash,2220040121.0,Dash,path_fly_mid_small_039,10.0,2210020121.0,Dash,2210040121.0,Dash,2210020121.0,Dash,2210040121.0,Dash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7028010,wave_campaign_hard_011,Campaign,90,7,True,False,point_grd_cityforestcrystal_001,point_fly_cityforestcrystal_001,sbg_cityforestundercrystal_001,CityForestUnder,Night,ibg_cityforestundercrystal_001,2310040121.0,path_grd_mid_small_002,1220060121,Dash,1220060121.0,Dash,1220060121.0,Dash,1220060121.0,Dash,path_fly_mid_elite1_802,6.0,1210030121.0,Drop,3210040121.0,Drop,3210030121.0,Drop,2310040221.0,Drop,path_grd_close_small_060,,1220060121.0,Drop,1220050121.0,Drop,1220060121.0,Drop,1220050121.0,Drop,path_fly_mid_small_021,6.0,3210040121.0,Drop,1210030121.0,Drop,1210030121.0,Drop,3210040121.0,Drop,path_fly_mid_elite2_805,0.0,1210030121.0,Drop,3210040121.0,Drop,1310010221.0,Drop,2310040121.0,Drop,10,44,0,path_fly_close_small_049,,1210030121.0,Dash,1210030121.0,Dash,1210030121.0,Dash,3210030121.0,Normal,path_grd_mid_small_043,,1220060121.0,Drop,1220050121.0,Drop,1220060121.0,Drop,1220050121.0,Drop,path_grd_mid_small_005,8.0,1220060121.0,Dash,1220060121.0,Dash,1220060121.0,Dash,1220060121.0,Dash,,,,,,,,,,,,,,,,,,,,,
