id,trigger,condition_id,condition_value,before_trigger_id,handler_type,print_value,shortcut_type,shortcut_value,name_localkey,description_localkey,point_value,reward_id
102032,HardChapterClear,32,1,102031,Achievement,True,None,0,,Locale_Trigger:trigger_desc_HardChapterClear_32,32,2102032
102033,HardChapterClear,33,1,102032,Achievement,True,None,0,,Locale_Trigger:trigger_desc_HardChapterClear_33,33,2102033
102034,HardChapterClear,34,1,102033,Achievement,True,None,0,,Locale_Trigger:trigger_desc_HardChapterClear_34,34,2102034
102035,HardChapterClear,35,1,102034,Achievement,True,None,0,,Locale_Trigger:trigger_desc_HardChapterClear_35,35,2102035
102036,HardChapterClear,36,1,102035,Achievement,True,None,0,,Locale_Trigger:trigger_desc_HardChapterClear_36,36,2102036
102037,HardChapterClear,37,1,102036,Achievement,True,None,0,,Locale_Trigger:trigger_desc_HardChapterClear_37,37,2102037
102038,HardChapterClear,38,1,102037,Achievement,True,None,0,,Locale_Trigger:trigger_desc_HardChapterClear_38,38,2102038
102039,HardChapterClear,39,1,102038,Achievement,True,None,0,,Locale_Trigger:trigger_desc_HardChapterClear_39,39,2102039
102040,HardChapterClear,40,1,102039,Achievement,True,None,0,,Locale_Trigger:trigger_desc_HardChapterClear_40,40,2102040
102041,HardChapterClear,41,1,102040,Achievement,True,None,0,,Locale_Trigger:trigger_desc_HardChapterClear_41,41,2102041
103001,TowerBasicClear,10005,1,0,Achievement,True,None,0,,Locale_Trigger:trigger_desc_TowerBasicClear_10005,5,2103001
103002,TowerBasicClear,10010,1,103001,Achievement,True,None,0,,Locale_Trigger:trigger_desc_TowerBasicClear_10010,10,2103002
103003,TowerBasicClear,10015,1,103002,Achievement,True,None,0,,Locale_Trigger:trigger_desc_TowerBasicClear_10015,15,2103003
103004,TowerBasicClear,10020,1,103003,Achievement,True,None,0,,Locale_Trigger:trigger_desc_TowerBasicClear_10020,20,2103004
103005,TowerBasicClear,10030,1,103004,Achievement,True,None,0,,Locale_Trigger:trigger_desc_TowerBasicClear_10030,30,2103005
103006,TowerBasicClear,10040,1,103005,Achievement,True,None,0,,Locale_Trigger:trigger_desc_TowerBasicClear_10040,40,2103006
103007,TowerBasicClear,10050,1,103006,Achievement,True,None,0,,Locale_Trigger:trigger_desc_TowerBasicClear_10050,50,2103007
103008,TowerBasicClear,10060,1,103007,Achievement,True,None,0,,Locale_Trigger:trigger_desc_TowerBasicClear_10060,60,2103008
103009,TowerBasicClear,10070,1,103008,Achievement,True,None,0,,Locale_Trigger:trigger_desc_TowerBasicClear_10070,70,2103009
103010,TowerBasicClear,10080,1,103009,Achievement,True,None,0,,Locale_Trigger:trigger_desc_TowerBasicClear_10080,80,2103010
103011,TowerBasicClear,10090,1,103010,Achievement,True,None,0,,Locale_Trigger:trigger_desc_TowerBasicClear_10090,90,2103011
103012,TowerBasicClear,10100,1,103011,Achievement,True,None,0,,Locale_Trigger:trigger_desc_TowerBasicClear_10100,100,2103012
103013,TowerBasicClear,10110,1,103012,Achievement,True,None,0,,Locale_Trigger:trigger_desc_TowerBasicClear_10110,110,2103013
103014,TowerBasicClear,10120,1,103013,Achievement,True,None,0,,Locale_Trigger:trigger_desc_TowerBasicClear_10120,120,2103014
103015,TowerBasicClear,10130,1,103014,Achievement,True,None,0,,Locale_Trigger:trigger_desc_TowerBasicClear_10130,130,2103015
103016,TowerBasicClear,10140,1,103015,Achievement,True,None,0,,Locale_Trigger:trigger_desc_TowerBasicClear_10140,140,2103016
103017,TowerBasicClear,10150,1,103016,Achievement,True,None,0,,Locale_Trigger:trigger_desc_TowerBasicClear_10150,150,2103017
103018,TowerBasicClear,10160,1,103017,Achievement,True,None,0,,Locale_Trigger:trigger_desc_TowerBasicClear_10160,160,2103018
103019,TowerBasicClear,10170,1,103018,Achievement,True,None,0,,Locale_Trigger:trigger_desc_TowerBasicClear_10170,170,2103019
103020,TowerBasicClear,10180,1,103019,Achievement,True,None,0,,Locale_Trigger:trigger_desc_TowerBasicClear_10180,180,2103020
103021,TowerBasicClear,10190,1,103020,Achievement,True,None,0,,Locale_Trigger:trigger_desc_TowerBasicClear_10190,190,2103021
103022,TowerBasicClear,10200,1,103021,Achievement,True,None,0,,Locale_Trigger:trigger_desc_TowerBasicClear_10200,200,2103022
103023,TowerBasicClear,10210,1,103022,Achievement,True,None,0,,Locale_Trigger:trigger_desc_TowerBasicClear_10210,210,2103023
103024,TowerBasicClear,10220,1,103023,Achievement,True,None,0,,Locale_Trigger:trigger_desc_TowerBasicClear_10220,220,2103024
103025,TowerBasicClear,10230,1,103024,Achievement,True,None,0,,Locale_Trigger:trigger_desc_TowerBasicClear_10230,230,2103025
103026,TowerBasicClear,10240,1,103025,Achievement,True,None,0,,Locale_Trigger:trigger_desc_TowerBasicClear_10240,240,2103026
103027,TowerBasicClear,10250,1,103026,Achievement,True,None,0,,Locale_Trigger:trigger_desc_TowerBasicClear_10250,250,2103027
103028,TowerBasicClear,10260,1,103027,Achievement,True,None,0,,Locale_Trigger:trigger_desc_TowerBasicClear_10260,260,2103028
103029,TowerBasicClear,10270,1,103028,Achievement,True,None,0,,Locale_Trigger:trigger_desc_TowerBasicClear_10270,270,2103029
103030,TowerBasicClear,10280,1,103029,Achievement,True,None,0,,Locale_Trigger:trigger_desc_TowerBasicClear_10280,280,2103030
103031,TowerBasicClear,10290,1,103030,Achievement,True,None,0,,Locale_Trigger:trigger_desc_TowerBasicClear_10290,290,2103031
103032,TowerBasicClear,10300,1,103031,Achievement,True,None,0,,Locale_Trigger:trigger_desc_TowerBasicClear_10300,300,2103032
103033,TowerBasicClear,10310,1,103032,Achievement,True,None,0,,Locale_Trigger:trigger_desc_TowerBasicClear_10310,310,2103033
103034,TowerBasicClear,10320,1,103033,Achievement,True,None,0,,Locale_Trigger:trigger_desc_TowerBasicClear_10320,320,2103034
103035,TowerBasicClear,10330,1,103034,Achievement,True,None,0,,Locale_Trigger:trigger_desc_TowerBasicClear_10330,330,2103035
103036,TowerBasicClear,10340,1,103035,Achievement,True,None,0,,Locale_Trigger:trigger_desc_TowerBasicClear_10340,340,2103036
103037,TowerBasicClear,10350,1,103036,Achievement,True,None,0,,Locale_Trigger:trigger_desc_TowerBasicClear_10350,350,2103037
103038,TowerBasicClear,10360,1,103037,Achievement,True,None,0,,Locale_Trigger:trigger_desc_TowerBasicClear_10360,360,2103038
103039,TowerBasicClear,10370,1,103038,Achievement,True,None,0,,Locale_Trigger:trigger_desc_TowerBasicClear_10370,370,2103039
103040,TowerBasicClear,10380,1,103039,Achievement,True,None,0,,Locale_Trigger:trigger_desc_TowerBasicClear_10380,380,2103040
103041,TowerBasicClear,10390,1,103040,Achievement,True,None,0,,Locale_Trigger:trigger_desc_TowerBasicClear_10390,390,2103041
103042,TowerBasicClear,10400,1,103041,Achievement,True,None,0,,Locale_Trigger:trigger_desc_TowerBasicClear_10400,400,2103042
103043,TowerBasicClear,10410,1,103042,Achievement,True,None,0,,Locale_Trigger:trigger_desc_TowerBasicClear_10410,410,2103043
103044,TowerBasicClear,10420,1,103043,Achievement,True,None,0,,Locale_Trigger:trigger_desc_TowerBasicClear_10420,420,2103044
103045,TowerBasicClear,10430,1,103044,Achievement,True,None,0,,Locale_Trigger:trigger_desc_TowerBasicClear_10430,430,2103045
103046,TowerBasicClear,10440,1,103045,Achievement,True,None,0,,Locale_Trigger:trigger_desc_TowerBasicClear_10440,440,2103046
103047,TowerBasicClear,10450,1,103046,Achievement,True,None,0,,Locale_Trigger:trigger_desc_TowerBasicClear_10450,450,2103047
103048,TowerBasicClear,10460,1,103047,Achievement,True,None,0,,Locale_Trigger:trigger_desc_TowerBasicClear_10460,460,2103048
103049,TowerBasicClear,10470,1,103048,Achievement,True,None,0,,Locale_Trigger:trigger_desc_TowerBasicClear_10470,470,2103049
103050,TowerBasicClear,10480,1,103049,Achievement,True,None,0,,Locale_Trigger:trigger_desc_TowerBasicClear_10480,480,2103050
103051,TowerBasicClear,10490,1,103050,Achievement,True,None,0,,Locale_Trigger:trigger_desc_TowerBasicClear_10490,490,2103051
103052,TowerBasicClear,10500,1,103051,Achievement,True,None,0,,Locale_Trigger:trigger_desc_TowerBasicClear_10500,500,2103052
103053,TowerBasicClear,10510,1,103052,Achievement,True,None,0,,Locale_Trigger:trigger_desc_TowerBasicClear_10510,510,2103053
103054,TowerBasicClear,10520,1,103053,Achievement,True,None,0,,Locale_Trigger:trigger_desc_TowerBasicClear_10520,520,2103054
103055,TowerBasicClear,10530,1,103054,Achievement,True,None,0,,Locale_Trigger:trigger_desc_TowerBasicClear_10530,530,2103055
103056,TowerBasicClear,10540,1,103055,Achievement,True,None,0,,Locale_Trigger:trigger_desc_TowerBasicClear_10540,540,2103056
103057,TowerBasicClear,10550,1,103056,Achievement,True,None,0,,Locale_Trigger:trigger_desc_TowerBasicClear_10550,550,2103057
103058,TowerBasicClear,10560,1,103057,Achievement,True,None,0,,Locale_Trigger:trigger_desc_TowerBasicClear_10560,560,2103058
103059,TowerBasicClear,10570,1,103058,Achievement,True,None,0,,Locale_Trigger:trigger_desc_TowerBasicClear_10570,570,2103059
103060,TowerBasicClear,10580,1,103059,Achievement,True,None,0,,Locale_Trigger:trigger_desc_TowerBasicClear_10580,580,2103060
103061,TowerBasicClear,10590,1,103060,Achievement,True,None,0,,Locale_Trigger:trigger_desc_TowerBasicClear_10590,590,2103061
103062,TowerBasicClear,10600,1,103061,Achievement,True,None,0,,Locale_Trigger:trigger_desc_TowerBasicClear_10600,600,2103062
103063,TowerBasicClear,10610,1,103062,Achievement,True,None,0,,Locale_Trigger:trigger_desc_TowerBasicClear_10610,610,2103063
103064,TowerBasicClear,10620,1,103063,Achievement,True,None,0,,Locale_Trigger:trigger_desc_TowerBasicClear_10620,620,2103064
103065,TowerBasicClear,10630,1,103064,Achievement,True,None,0,,Locale_Trigger:trigger_desc_TowerBasicClear_10630,630,2103065
103066,TowerBasicClear,10640,1,103065,Achievement,True,None,0,,Locale_Trigger:trigger_desc_TowerBasicClear_10640,640,2103066
103067,TowerBasicClear,10650,1,103066,Achievement,True,None,0,,Locale_Trigger:trigger_desc_TowerBasicClear_10650,650,2103067
103068,TowerBasicClear,10660,1,103067,Achievement,True,None,0,,Locale_Trigger:trigger_desc_TowerBasicClear_10660,660,2103068
103069,TowerBasicClear,10670,1,103068,Achievement,True,None,0,,Locale_Trigger:trigger_desc_TowerBasicClear_10670,670,2103069
103070,TowerBasicClear,10680,1,103069,Achievement,True,None,0,,Locale_Trigger:trigger_desc_TowerBasicClear_10680,680,2103070
103071,TowerBasicClear,10690,1,103070,Achievement,True,None,0,,Locale_Trigger:trigger_desc_TowerBasicClear_10690,690,2103071
103072,TowerBasicClear,10700,1,103071,Achievement,True,None,0,,Locale_Trigger:trigger_desc_TowerBasicClear_10700,700,2103072
103073,TowerBasicClear,10710,1,103072,Achievement,True,None,0,,Locale_Trigger:trigger_desc_TowerBasicClear_10710,710,2103073
103074,TowerBasicClear,10720,1,103073,Achievement,True,None,0,,Locale_Trigger:trigger_desc_TowerBasicClear_10720,720,2103074
103075,TowerBasicClear,10730,1,103074,Achievement,True,None,0,,Locale_Trigger:trigger_desc_TowerBasicClear_10730,730,2103075
103076,TowerBasicClear,10740,1,103075,Achievement,True,None,0,,Locale_Trigger:trigger_desc_TowerBasicClear_10740,740,2103076
103077,TowerBasicClear,10750,1,103076,Achievement,True,None,0,,Locale_Trigger:trigger_desc_TowerBasicClear_10750,750,2103077
103078,TowerBasicClear,10760,1,103077,Achievement,True,None,0,,Locale_Trigger:trigger_desc_TowerBasicClear_10760,760,2103078
103079,TowerBasicClear,10770,1,103078,Achievement,True,None,0,,Locale_Trigger:trigger_desc_TowerBasicClear_10770,770,2103079
103080,TowerBasicClear,10780,1,103079,Achievement,True,None,0,,Locale_Trigger:trigger_desc_TowerBasicClear_10780,780,2103080
103081,TowerBasicClear,10790,1,103080,Achievement,True,None,0,,Locale_Trigger:trigger_desc_TowerBasicClear_10790,790,2103081
103082,TowerBasicClear,10800,1,103081,Achievement,True,None,0,,Locale_Trigger:trigger_desc_TowerBasicClear_10800,800,2103082
103083,TowerBasicClear,10810,1,103082,Achievement,True,None,0,,Locale_Trigger:trigger_desc_TowerBasicClear_10810,810,2103083
103084,TowerBasicClear,10820,1,103083,Achievement,True,None,0,,Locale_Trigger:trigger_desc_TowerBasicClear_10820,820,2103084
103085,TowerBasicClear,10830,1,103084,Achievement,True,None,0,,Locale_Trigger:trigger_desc_TowerBasicClear_10830,830,2103085
103086,TowerBasicClear,10840,1,103085,Achievement,True,None,0,,Locale_Trigger:trigger_desc_TowerBasicClear_10840,840,2103086
103087,TowerBasicClear,10850,1,103086,Achievement,True,None,0,,Locale_Trigger:trigger_desc_TowerBasicClear_10850,850,2103087
103088,TowerBasicClear,10860,1,103087,Achievement,True,None,0,,Locale_Trigger:trigger_desc_TowerBasicClear_10860,860,2103088
103089,TowerBasicClear,10870,1,103088,Achievement,True,None,0,,Locale_Trigger:trigger_desc_TowerBasicClear_10870,870,2103089
103090,TowerBasicClear,10880,1,103089,Achievement,True,None,0,,Locale_Trigger:trigger_desc_TowerBasicClear_10880,880,2103090
103091,TowerBasicClear,10890,1,103090,Achievement,True,None,0,,Locale_Trigger:trigger_desc_TowerBasicClear_10890,890,2103091
103092,TowerBasicClear,10900,1,103091,Achievement,True,None,0,,Locale_Trigger:trigger_desc_TowerBasicClear_10900,900,2103092
103093,TowerBasicClear,10910,1,103092,Achievement,True,None,0,,Locale_Trigger:trigger_desc_TowerBasicClear_10910,910,2103093
103094,TowerBasicClear,10920,1,103093,Achievement,True,None,0,,Locale_Trigger:trigger_desc_TowerBasicClear_10920,920,2103094
103095,TowerBasicClear,10930,1,103094,Achievement,True,None,0,,Locale_Trigger:trigger_desc_TowerBasicClear_10930,930,2103095
103096,TowerBasicClear,10940,1,103095,Achievement,True,None,0,,Locale_Trigger:trigger_desc_TowerBasicClear_10940,940,2103096
103097,TowerBasicClear,10950,1,103096,Achievement,True,None,0,,Locale_Trigger:trigger_desc_TowerBasicClear_10950,950,2103097
103098,TowerBasicClear,10960,1,103097,Achievement,True,None,0,,Locale_Trigger:trigger_desc_TowerBasicClear_10960,960,2103098
103099,TowerBasicClear,10970,1,103098,Achievement,True,None,0,,Locale_Trigger:trigger_desc_TowerBasicClear_10970,970,2103099
103100,TowerBasicClear,10980,1,103099,Achievement,True,None,0,,Locale_Trigger:trigger_desc_TowerBasicClear_10980,980,2103100
103101,TowerBasicClear,10990,1,103100,Achievement,True,None,0,,Locale_Trigger:trigger_desc_TowerBasicClear_10990,990,2103101
103102,TowerBasicClear,11000,1,103101,Achievement,True,None,0,,Locale_Trigger:trigger_desc_TowerBasicClear_11000,1000,2103102
103103,TowerBasicClear,11010,1,103102,Achievement,True,None,0,,Locale_Trigger:trigger_desc_TowerBasicClear_11010,1010,2103103
103104,TowerBasicClear,11020,1,103103,Achievement,True,None,0,,Locale_Trigger:trigger_desc_TowerBasicClear_11020,1020,2103104
103105,TowerBasicClear,11030,1,103104,Achievement,True,None,0,,Locale_Trigger:trigger_desc_TowerBasicClear_11030,1030,2103105
103106,TowerBasicClear,11040,1,103105,Achievement,True,None,0,,Locale_Trigger:trigger_desc_TowerBasicClear_11040,1040,2103106
103107,TowerBasicClear,11050,1,103106,Achievement,True,None,0,,Locale_Trigger:trigger_desc_TowerBasicClear_11050,1050,2103107
103108,TowerBasicClear,11060,1,103107,Achievement,True,None,0,,Locale_Trigger:trigger_desc_TowerBasicClear_11060,1060,2103108
103109,TowerBasicClear,11070,1,103108,Achievement,True,None,0,,Locale_Trigger:trigger_desc_TowerBasicClear_11070,1070,2103109
103110,TowerBasicClear,11080,1,103109,Achievement,True,None,0,,Locale_Trigger:trigger_desc_TowerBasicClear_11080,1080,2103110
103111,TowerBasicClear,11090,1,103110,Achievement,True,None,0,,Locale_Trigger:trigger_desc_TowerBasicClear_11090,1090,2103111
103112,TowerBasicClear,11100,1,103111,Achievement,True,None,0,,Locale_Trigger:trigger_desc_TowerBasicClear_11100,1100,2103112
103113,TowerBasicClear,11110,1,103112,Achievement,True,None,0,,Locale_Trigger:trigger_desc_TowerBasicClear_11110,1110,2103113
103114,TowerBasicClear,11120,1,103113,Achievement,True,None,0,,Locale_Trigger:trigger_desc_TowerBasicClear_11120,1120,2103114
103115,TowerBasicClear,11130,1,103114,Achievement,True,None,0,,Locale_Trigger:trigger_desc_TowerBasicClear_11130,1130,2103115
103116,TowerBasicClear,11140,1,103115,Achievement,True,None,0,,Locale_Trigger:trigger_desc_TowerBasicClear_11140,1140,2103116
103117,TowerBasicClear,11150,1,103116,Achievement,True,None,0,,Locale_Trigger:trigger_desc_TowerBasicClear_11150,1150,2103117
104001,TowerElysionClear,20005,1,0,Achievement,True,None,0,,Locale_Trigger:trigger_desc_TowerElysionClear_20005,5,2104001
104002,TowerElysionClear,20010,1,104001,Achievement,True,None,0,,Locale_Trigger:trigger_desc_TowerElysionClear_20010,10,2104002
104003,TowerElysionClear,20015,1,104002,Achievement,True,None,0,,Locale_Trigger:trigger_desc_TowerElysionClear_20015,15,2104003
104004,TowerElysionClear,20020,1,104003,Achievement,True,None,0,,Locale_Trigger:trigger_desc_TowerElysionClear_20020,20,2104004
104005,TowerElysionClear,20030,1,104004,Achievement,True,None,0,,Locale_Trigger:trigger_desc_TowerElysionClear_20030,30,2104005
104006,TowerElysionClear,20040,1,104005,Achievement,True,None,0,,Locale_Trigger:trigger_desc_TowerElysionClear_20040,40,2104006
104007,TowerElysionClear,20050,1,104006,Achievement,True,None,0,,Locale_Trigger:trigger_desc_TowerElysionClear_20050,50,2104007
104008,TowerElysionClear,20060,1,104007,Achievement,True,None,0,,Locale_Trigger:trigger_desc_TowerElysionClear_20060,60,2104008
104009,TowerElysionClear,20070,1,104008,Achievement,True,None,0,,Locale_Trigger:trigger_desc_TowerElysionClear_20070,70,2104009
104010,TowerElysionClear,20080,1,104009,Achievement,True,None,0,,Locale_Trigger:trigger_desc_TowerElysionClear_20080,80,2104010
104011,TowerElysionClear,20090,1,104010,Achievement,True,None,0,,Locale_Trigger:trigger_desc_TowerElysionClear_20090,90,2104011
104012,TowerElysionClear,20100,1,104011,Achievement,True,None,0,,Locale_Trigger:trigger_desc_TowerElysionClear_20100,100,2104012
104013,TowerElysionClear,20110,1,104012,Achievement,True,None,0,,Locale_Trigger:trigger_desc_TowerElysionClear_20110,110,2104013
104014,TowerElysionClear,20120,1,104013,Achievement,True,None,0,,Locale_Trigger:trigger_desc_TowerElysionClear_20120,120,2104014
104015,TowerElysionClear,20130,1,104014,Achievement,True,None,0,,Locale_Trigger:trigger_desc_TowerElysionClear_20130,130,2104015
104016,TowerElysionClear,20140,1,104015,Achievement,True,None,0,,Locale_Trigger:trigger_desc_TowerElysionClear_20140,140,2104016
104017,TowerElysionClear,20150,1,104016,Achievement,True,None,0,,Locale_Trigger:trigger_desc_TowerElysionClear_20150,150,2104017
104018,TowerElysionClear,20160,1,104017,Achievement,True,None,0,,Locale_Trigger:trigger_desc_TowerElysionClear_20160,160,2104018
104019,TowerElysionClear,20170,1,104018,Achievement,True,None,0,,Locale_Trigger:trigger_desc_TowerElysionClear_20170,170,2104019
104020,TowerElysionClear,20180,1,104019,Achievement,True,None,0,,Locale_Trigger:trigger_desc_TowerElysionClear_20180,180,2104020
104021,TowerElysionClear,20190,1,104020,Achievement,True,None,0,,Locale_Trigger:trigger_desc_TowerElysionClear_20190,190,2104021
104022,TowerElysionClear,20200,1,104021,Achievement,True,None,0,,Locale_Trigger:trigger_desc_TowerElysionClear_20200,200,2104022
104023,TowerElysionClear,20210,1,104022,Achievement,True,None,0,,Locale_Trigger:trigger_desc_TowerElysionClear_20210,210,2104023
104024,TowerElysionClear,20220,1,104023,Achievement,True,None,0,,Locale_Trigger:trigger_desc_TowerElysionClear_20220,220,2104024
104025,TowerElysionClear,20230,1,104024,Achievement,True,None,0,,Locale_Trigger:trigger_desc_TowerElysionClear_20230,230,2104025
104026,TowerElysionClear,20240,1,104025,Achievement,True,None,0,,Locale_Trigger:trigger_desc_TowerElysionClear_20240,240,2104026
104027,TowerElysionClear,20250,1,104026,Achievement,True,None,0,,Locale_Trigger:trigger_desc_TowerElysionClear_20250,250,2104027
104028,TowerElysionClear,20260,1,104027,Achievement,True,None,0,,Locale_Trigger:trigger_desc_TowerElysionClear_20260,260,2104028
104029,TowerElysionClear,20270,1,104028,Achievement,True,None,0,,Locale_Trigger:trigger_desc_TowerElysionClear_20270,270,2104029
104030,TowerElysionClear,20280,1,104029,Achievement,True,None,0,,Locale_Trigger:trigger_desc_TowerElysionClear_20280,280,2104030
104031,TowerElysionClear,20290,1,104030,Achievement,True,None,0,,Locale_Trigger:trigger_desc_TowerElysionClear_20290,290,2104031
104032,TowerElysionClear,20300,1,104031,Achievement,True,None,0,,Locale_Trigger:trigger_desc_TowerElysionClear_20300,300,2104032
104033,TowerElysionClear,20310,1,104032,Achievement,True,None,0,,Locale_Trigger:trigger_desc_TowerElysionClear_20310,310,2104033
104034,TowerElysionClear,20320,1,104033,Achievement,True,None,0,,Locale_Trigger:trigger_desc_TowerElysionClear_20320,320,2104034
104035,TowerElysionClear,20330,1,104034,Achievement,True,None,0,,Locale_Trigger:trigger_desc_TowerElysionClear_20330,330,2104035
104036,TowerElysionClear,20340,1,104035,Achievement,True,None,0,,Locale_Trigger:trigger_desc_TowerElysionClear_20340,340,2104036
104037,TowerElysionClear,20350,1,104036,Achievement,True,None,0,,Locale_Trigger:trigger_desc_TowerElysionClear_20350,350,2104037
104038,TowerElysionClear,20360,1,104037,Achievement,True,None,0,,Locale_Trigger:trigger_desc_TowerElysionClear_20360,360,2104038
104039,TowerElysionClear,20370,1,104038,Achievement,True,None,0,,Locale_Trigger:trigger_desc_TowerElysionClear_20370,370,2104039
104040,TowerElysionClear,20380,1,104039,Achievement,True,None,0,,Locale_Trigger:trigger_desc_TowerElysionClear_20380,380,2104040
104041,TowerElysionClear,20390,1,104040,Achievement,True,None,0,,Locale_Trigger:trigger_desc_TowerElysionClear_20390,390,2104041
104042,TowerElysionClear,20400,1,104041,Achievement,True,None,0,,Locale_Trigger:trigger_desc_TowerElysionClear_20400,400,2104042
104043,TowerElysionClear,20410,1,104042,Achievement,True,None,0,,Locale_Trigger:trigger_desc_TowerElysionClear_20410,410,2104043
104044,TowerElysionClear,20420,1,104043,Achievement,True,None,0,,Locale_Trigger:trigger_desc_TowerElysionClear_20420,420,2104044
104045,TowerElysionClear,20430,1,104044,Achievement,True,None,0,,Locale_Trigger:trigger_desc_TowerElysionClear_20430,430,2104045
104046,TowerElysionClear,20440,1,104045,Achievement,True,None,0,,Locale_Trigger:trigger_desc_TowerElysionClear_20440,440,2104046
104047,TowerElysionClear,20450,1,104046,Achievement,True,None,0,,Locale_Trigger:trigger_desc_TowerElysionClear_20450,450,2104047
104048,TowerElysionClear,20460,1,104047,Achievement,True,None,0,,Locale_Trigger:trigger_desc_TowerElysionClear_20460,460,2104048
104049,TowerElysionClear,20470,1,104048,Achievement,True,None,0,,Locale_Trigger:trigger_desc_TowerElysionClear_20470,470,2104049
104050,TowerElysionClear,20480,1,104049,Achievement,True,None,0,,Locale_Trigger:trigger_desc_TowerElysionClear_20480,480,2104050
104051,TowerElysionClear,20490,1,104050,Achievement,True,None,0,,Locale_Trigger:trigger_desc_TowerElysionClear_20490,490,2104051
104052,TowerElysionClear,20500,1,104051,Achievement,True,None,0,,Locale_Trigger:trigger_desc_TowerElysionClear_20500,500,2104052
104053,TowerElysionClear,20510,1,104052,Achievement,True,None,0,,Locale_Trigger:trigger_desc_TowerElysionClear_20510,510,2104053
104054,TowerElysionClear,20520,1,104053,Achievement,True,None,0,,Locale_Trigger:trigger_desc_TowerElysionClear_20520,520,2104054
104055,TowerElysionClear,20530,1,104054,Achievement,True,None,0,,Locale_Trigger:trigger_desc_TowerElysionClear_20530,530,2104055
104056,TowerElysionClear,20540,1,104055,Achievement,True,None,0,,Locale_Trigger:trigger_desc_TowerElysionClear_20540,540,2104056
104057,TowerElysionClear,20550,1,104056,Achievement,True,None,0,,Locale_Trigger:trigger_desc_TowerElysionClear_20550,550,2104057
104058,TowerElysionClear,20560,1,104057,Achievement,True,None,0,,Locale_Trigger:trigger_desc_TowerElysionClear_20560,560,2104058
104059,TowerElysionClear,20570,1,104058,Achievement,True,None,0,,Locale_Trigger:trigger_desc_TowerElysionClear_20570,570,2104059
104060,TowerElysionClear,20580,1,104059,Achievement,True,None,0,,Locale_Trigger:trigger_desc_TowerElysionClear_20580,580,2104060
104061,TowerElysionClear,20590,1,104060,Achievement,True,None,0,,Locale_Trigger:trigger_desc_TowerElysionClear_20590,590,2104061
104062,TowerElysionClear,20600,1,104061,Achievement,True,None,0,,Locale_Trigger:trigger_desc_TowerElysionClear_20600,600,2104062
104063,TowerElysionClear,20610,1,104062,Achievement,True,None,0,,Locale_Trigger:trigger_desc_TowerElysionClear_20610,610,2104063
104064,TowerElysionClear,20620,1,104063,Achievement,True,None,0,,Locale_Trigger:trigger_desc_TowerElysionClear_20620,620,2104064
104065,TowerElysionClear,20630,1,104064,Achievement,True,None,0,,Locale_Trigger:trigger_desc_TowerElysionClear_20630,630,2104065
104066,TowerElysionClear,20640,1,104065,Achievement,True,None,0,,Locale_Trigger:trigger_desc_TowerElysionClear_20640,640,2104066
104067,TowerElysionClear,20650,1,104066,Achievement,True,None,0,,Locale_Trigger:trigger_desc_TowerElysionClear_20650,650,2104067
104068,TowerElysionClear,20660,1,104067,Achievement,True,None,0,,Locale_Trigger:trigger_desc_TowerElysionClear_20660,660,2104068
104069,TowerElysionClear,20670,1,104068,Achievement,True,None,0,,Locale_Trigger:trigger_desc_TowerElysionClear_20670,670,2104069
104070,TowerElysionClear,20680,1,104069,Achievement,True,None,0,,Locale_Trigger:trigger_desc_TowerElysionClear_20680,680,2104070
104071,TowerElysionClear,20690,1,104070,Achievement,True,None,0,,Locale_Trigger:trigger_desc_TowerElysionClear_20690,690,2104071
104072,TowerElysionClear,20700,1,104071,Achievement,True,None,0,,Locale_Trigger:trigger_desc_TowerElysionClear_20700,700,2104072
104073,TowerElysionClear,20710,1,104072,Achievement,True,None,0,,Locale_Trigger:trigger_desc_TowerElysionClear_20710,710,2104073
104074,TowerElysionClear,20720,1,104073,Achievement,True,None,0,,Locale_Trigger:trigger_desc_TowerElysionClear_20720,720,2104074
104075,TowerElysionClear,20730,1,104074,Achievement,True,None,0,,Locale_Trigger:trigger_desc_TowerElysionClear_20730,730,2104075
104076,TowerElysionClear,20740,1,104075,Achievement,True,None,0,,Locale_Trigger:trigger_desc_TowerElysionClear_20740,740,2104076
104077,TowerElysionClear,20750,1,104076,Achievement,True,None,0,,Locale_Trigger:trigger_desc_TowerElysionClear_20750,750,2104077
104078,TowerElysionClear,20760,1,104077,Achievement,True,None,0,,Locale_Trigger:trigger_desc_TowerElysionClear_20760,760,2104078
104079,TowerElysionClear,20770,1,104078,Achievement,True,None,0,,Locale_Trigger:trigger_desc_TowerElysionClear_20770,770,2104079
104080,TowerElysionClear,20780,1,104079,Achievement,True,None,0,,Locale_Trigger:trigger_desc_TowerElysionClear_20780,780,2104080
104081,TowerElysionClear,20790,1,104080,Achievement,True,None,0,,Locale_Trigger:trigger_desc_TowerElysionClear_20790,790,2104081
104082,TowerElysionClear,20800,1,104081,Achievement,True,None,0,,Locale_Trigger:trigger_desc_TowerElysionClear_20800,800,2104082
104083,TowerElysionClear,20810,1,104082,Achievement,True,None,0,,Locale_Trigger:trigger_desc_TowerElysionClear_20810,810,2104083
104084,TowerElysionClear,20820,1,104083,Achievement,True,None,0,,Locale_Trigger:trigger_desc_TowerElysionClear_20820,820,2104084
